미래에셋대우스팩1호(265480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-17,2040,2040,2040,2040,4434,9874.0,4840000.0
2017-10-18,2035,2065,2035,2040,1953,9874.0,4840000.0
2017-10-19,2040,2050,2040,2050,611,9922.0,4840000.0
2017-10-20,2035,2035,2030,2035,6460,9849.0,4840000.0
2017-10-23,2030,2030,2020,2025,14924,9801.0,4840000.0
2017-10-24,2030,2035,2030,2035,2874,9849.0,4840000.0
2017-10-25,2025,2045,2025,2035,8813,9849.0,4840000.0
2017-10-26,2035,2035,2030,2030,29192,9825.0,4840000.0
2017-10-27,2035,2035,2030,2030,8547,9825.0,4840000.0
2017-10-30,2030,2035,2025,2025,6654,9801.0,4840000.0
2017-10-31,2030,2030,2025,2025,6304,9801.0,4840000.0
2017-11-01,2030,2035,2025,2025,5615,9801.0,4840000.0
2017-11-02,2030,2030,2025,2025,7109,9801.0,4840000.0
2017-11-03,2025,2030,2020,2020,21800,9777.0,4840000.0
2017-11-06,2030,2050,2025,2025,11686,9801.0,4840000.0
2017-11-07,2020,2025,2020,2020,5162,9777.0,4840000.0
2017-11-08,2025,2040,2025,2040,3820,9874.0,4840000.0
2017-11-09,2020,2040,2020,2030,7493,9825.0,4840000.0
2017-11-10,2020,2030,2020,2020,9078,9777.0,4840000.0
2017-11-13,2025,2025,2020,2020,3260,9777.0,4840000.0
2017-11-14,2025,2030,2015,2015,11668,9753.0,4840000.0
2017-11-15,2020,2025,2020,2020,11303,9777.0,4840000.0
2017-11-16,2020,2025,2020,2020,7252,9777.0,4840000.0
2017-11-17,2020,2020,2005,2005,9472,9704.0,4840000.0
2017-11-20,2005,2030,2005,2020,10601,9777.0,4840000.0
2017-11-21,2005,2050,2000,2000,4366,9680.0,4840000.0
2017-11-22,2005,2005,2000,2000,2521,9680.0,4840000.0
2017-11-23,2035,2035,2025,2025,2,9801.0,4840000.0
2017-11-24,2030,2030,2010,2010,304,9728.0,4840000.0
2017-11-27,2010,2025,2010,2010,5979,9728.0,4840000.0
2017-11-28,2010,2040,2005,2015,1102,9753.0,4840000.0
2017-11-29,2025,2035,2015,2035,565,9849.0,4840000.0
2017-11-30,2005,2035,2000,2035,2986,9849.0,4840000.0
2017-12-01,2000,2030,2000,2030,160,9825.0,4840000.0
2017-12-04,2025,2025,2020,2025,369,9801.0,4840000.0
2017-12-05,2005,2025,2000,2025,2034,9801.0,4840000.0
2017-12-06,2000,2020,2000,2005,1343,9704.0,4840000.0
2017-12-07,2020,2020,2005,2020,1047,9777.0,4840000.0
2017-12-08,2010,2025,1990,1990,44350,9632.0,4840000.0
2017-12-11,2025,2025,2025,2025,1,9801.0,4840000.0
2017-12-12,2025,2025,2025,2025,0,9801.0,4840000.0
2017-12-13,2025,2025,2005,2010,11735,9728.0,4840000.0
2017-12-14,2005,2020,2000,2020,4801,9777.0,4840000.0
2017-12-15,2000,2030,2000,2000,1456,9680.0,4840000.0
2017-12-18,2000,2015,1995,2005,20634,9704.0,4840000.0
2017-12-19,2005,2015,1995,2005,2266,9704.0,4840000.0
2017-12-20,1995,2035,1985,1985,30387,9607.0,4840000.0
2017-12-21,1985,2020,1985,1990,12610,9632.0,4840000.0
2017-12-22,1985,2025,1985,1990,6907,9632.0,4840000.0
2017-12-26,1985,1990,1985,1985,2761,9607.0,4840000.0
2017-12-27,1985,2025,1985,2010,436,9728.0,4840000.0
2017-12-28,1995,1995,1990,1990,2622,9632.0,4840000.0
2018-01-02,1985,2010,1985,2010,183,9728.0,4840000.0
2018-01-03,2010,2020,2010,2020,2101,9777.0,4840000.0
2018-01-04,1985,2020,1985,2015,751,9753.0,4840000.0
2018-01-05,2015,2030,1990,2030,3118,9825.0,4840000.0
2018-01-08,2000,2030,2000,2030,596,9825.0,4840000.0
2018-01-09,1990,2030,1990,2005,3621,9704.0,4840000.0
2018-01-10,2020,2020,2000,2015,1759,9753.0,4840000.0
2018-01-11,1995,2025,1995,1995,21984,9656.0,4840000.0
2018-01-12,2000,2020,2000,2000,1802,9680.0,4840000.0
2018-01-15,2000,2020,2000,2020,3460,9777.0,4840000.0
2018-01-16,1995,2025,1995,2025,3324,9801.0,4840000.0
2018-01-17,2020,2020,2000,2010,10402,9728.0,4840000.0
2018-01-18,2000,2020,2000,2000,7532,9680.0,4840000.0
2018-01-19,2000,2020,2000,2005,5446,9704.0,4840000.0
2018-01-22,2000,2020,2000,2010,3446,9728.0,4840000.0
2018-01-23,2005,2010,2005,2005,6712,9704.0,4840000.0
2018-01-24,2005,2020,2005,2010,5435,9728.0,4840000.0
2018-01-25,2005,2025,2005,2015,12160,9753.0,4840000.0
2018-01-26,2015,2035,2015,2035,1239,9849.0,4840000.0
2018-01-29,2010,2035,2010,2020,3915,9777.0,4840000.0
2018-01-30,2005,2015,2005,2010,4661,9728.0,4840000.0
2018-01-31,2030,2035,2030,2035,1504,9849.0,4840000.0
2018-02-01,2040,2040,2010,2040,8,9874.0,4840000.0
2018-02-02,2010,2035,2010,2015,3316,9753.0,4840000.0
2018-02-05,2030,2035,2030,2035,78,9849.0,4840000.0
2018-02-06,2035,2045,2015,2035,1408,9849.0,4840000.0
2018-02-07,2035,2040,2035,2035,6406,9849.0,4840000.0
2018-02-08,2045,2045,2040,2045,203,9898.0,4840000.0
2018-02-09,2015,2040,2005,2040,2802,9874.0,4840000.0
2018-02-12,2040,2040,2015,2040,19,9874.0,4840000.0
2018-02-13,2040,2040,2010,2040,1444,9874.0,4840000.0
2018-02-14,2035,2040,2015,2015,110,9753.0,4840000.0
2018-02-19,2040,2045,2015,2015,2265,9753.0,4840000.0
2018-02-20,2020,2020,2020,2020,3004,9777.0,4840000.0
2018-02-21,2010,2050,2010,2020,9056,9777.0,4840000.0
2018-02-22,2025,2025,2025,2025,3,9801.0,4840000.0
2018-02-23,2045,2045,2030,2030,192,9825.0,4840000.0
2018-02-26,2045,2050,2045,2045,4191,9898.0,4840000.0
2018-02-27,2045,2050,2045,2045,1224,9898.0,4840000.0
2018-02-28,2045,2045,2030,2030,935,9825.0,4840000.0
2018-03-02,2055,2055,2025,2055,246,9946.0,4840000.0
2018-03-05,2050,2140,2040,2105,9506,10188.0,4840000.0
2018-03-06,2105,2105,2105,2105,1,10188.0,4840000.0
2018-03-07,2085,2085,2035,2085,11646,10091.0,4840000.0
2018-03-08,2105,2105,2045,2090,3452,10116.0,4840000.0
2018-03-09,2065,2065,2065,2065,0,9995.0,4840000.0
2018-03-12,2040,2045,2035,2035,3053,9849.0,4840000.0
2018-03-13,2035,2035,2035,2035,75,9849.0,4840000.0
2018-03-14,2080,2080,2040,2040,539,9874.0,4840000.0
2018-03-15,2080,2080,2050,2080,2880,10067.0,4840000.0
2018-03-16,2080,2080,2035,2045,6204,9898.0,4840000.0
2018-03-19,2045,2075,2045,2075,105,10043.0,4840000.0
2018-03-20,2070,2070,2070,2070,503,10019.0,4840000.0
2018-03-21,2070,2070,2070,2070,17,10019.0,4840000.0
2018-03-22,2075,2075,2070,2070,386,10019.0,4840000.0
2018-03-23,2075,2075,2075,2075,2,10043.0,4840000.0
2018-03-26,2040,2050,2040,2045,3403,9898.0,4840000.0
2018-03-27,2040,2065,2040,2065,614,9995.0,4840000.0
2018-03-28,2065,2065,2045,2065,607,9995.0,4840000.0
2018-03-29,2040,2040,2040,2040,618,9874.0,4840000.0
2018-03-30,2045,2060,2045,2050,1497,9922.0,4840000.0
2018-04-02,2045,2070,2010,2035,16559,9849.0,4840000.0
2018-04-03,2035,2040,2035,2040,1256,9874.0,4840000.0
2018-04-04,2045,2060,2040,2040,1268,9874.0,4840000.0
2018-04-05,2045,2045,2045,2045,2,9898.0,4840000.0
2018-04-06,2065,2065,2040,2040,827,9874.0,4840000.0
2018-04-09,2045,2075,2045,2050,3732,9922.0,4840000.0
2018-04-10,2070,2070,2040,2040,5350,9874.0,4840000.0
2018-04-11,2040,2065,2040,2065,518,9995.0,4840000.0
2018-04-12,2040,2065,2040,2065,665,9995.0,4840000.0
2018-04-13,2040,2065,2040,2040,7308,9874.0,4840000.0
2018-04-16,2040,2055,2035,2055,13643,9946.0,4840000.0
2018-04-17,2035,2040,2030,2035,18314,9849.0,4840000.0
2018-04-18,2045,2045,2030,2035,2238,9849.0,4840000.0
2018-04-19,2030,2040,2030,2035,18237,9849.0,4840000.0
2018-04-20,2050,2050,2030,2040,16561,9874.0,4840000.0
2018-04-23,2030,2035,2030,2035,3295,9849.0,4840000.0
2018-04-24,2030,2035,2030,2035,13100,9849.0,4840000.0
2018-04-25,2040,2040,2010,2030,6162,9825.0,4840000.0
2018-04-26,2020,2025,2015,2020,2864,9777.0,4840000.0
2018-04-27,2020,2020,2015,2020,21644,9777.0,4840000.0
2018-04-30,2010,2020,2010,2020,7886,9777.0,4840000.0
2018-05-02,2020,2025,2015,2025,3611,9801.0,4840000.0
2018-05-03,2025,2030,2025,2025,2167,9801.0,4840000.0
2018-05-04,2025,2050,2015,2025,9678,9801.0,4840000.0
2018-05-08,2000,2040,2000,2015,20051,9753.0,4840000.0
2018-05-09,2015,2025,2015,2020,13630,9777.0,4840000.0
2018-05-10,2025,2025,2000,2020,13638,9777.0,4840000.0
2018-05-11,2020,2020,2000,2015,41795,9753.0,4840000.0
2018-05-14,2015,2020,2015,2020,2368,9777.0,4840000.0
2018-05-15,2015,2020,2000,2000,46584,9680.0,4840000.0
2018-05-16,2005,2010,2005,2010,9840,9728.0,4840000.0
2018-05-17,2005,2020,2005,2010,1475,9728.0,4840000.0
2018-05-18,2020,2020,2005,2020,3321,9777.0,4840000.0
2018-05-21,2020,2020,2010,2010,260,9728.0,4840000.0
2018-05-23,2020,2020,2020,2020,1850,9777.0,4840000.0
2018-05-24,2030,2145,2005,2020,13383,9777.0,4840000.0
2018-05-25,2010,2050,2010,2050,5094,9922.0,4840000.0
2018-05-28,2050,2065,2030,2050,2248,9922.0,4840000.0
2018-05-29,2015,2050,2015,2050,248,9922.0,4840000.0
2018-05-30,2050,2055,2040,2050,2062,9922.0,4840000.0
2018-05-31,2040,2070,2040,2050,4700,9922.0,4840000.0
2018-06-01,2050,2080,2050,2080,7938,10067.0,4840000.0
2018-06-04,2060,2080,2050,2080,3527,10067.0,4840000.0
2018-06-05,2080,2080,2060,2060,3526,9970.0,4840000.0
2018-06-07,2060,2065,2060,2060,10231,9970.0,4840000.0
2018-06-08,2050,2085,2050,2050,4448,9922.0,4840000.0
2018-06-11,2050,2060,2050,2050,8645,9922.0,4840000.0
2018-06-12,2050,2050,2035,2035,16007,9849.0,4840000.0
2018-06-14,2040,2045,2035,2035,18481,9849.0,4840000.0
2018-06-15,2035,2060,2035,2035,38698,9849.0,4840000.0
2018-06-18,2035,2040,2035,2035,3247,9849.0,4840000.0
2018-06-19,2030,2030,2030,2030,23733,9825.0,4840000.0
2018-06-20,2060,2060,2030,2030,2,9825.0,4840000.0
2018-06-21,2060,2060,2035,2035,12,9849.0,4840000.0
2018-06-22,2035,2060,2035,2060,738,9970.0,4840000.0
2018-06-25,2060,2060,2055,2055,30,9946.0,4840000.0
2018-06-26,2060,2060,2055,2055,2,9946.0,4840000.0
2018-06-27,2055,2100,2035,2095,3580,10140.0,4840000.0
2018-06-28,2040,2085,2040,2060,104,9970.0,4840000.0
2018-06-29,2090,2090,2050,2060,9690,9970.0,4840000.0
2018-07-02,2085,2085,2050,2060,13,9970.0,4840000.0
2018-07-03,2090,2090,2055,2055,24909,9946.0,4840000.0
2018-07-04,2050,2050,2050,2050,32957,9922.0,4840000.0
2018-07-05,2045,2070,2045,2050,14046,9922.0,4840000.0
2018-07-06,2050,2060,2050,2055,204,9946.0,4840000.0
2018-07-09,2055,2070,2055,2055,776,9946.0,4840000.0
2018-07-10,2080,2080,2060,2080,8145,10067.0,4840000.0
2018-07-11,2090,2090,2065,2085,114,10091.0,4840000.0
2018-07-12,2085,2110,2065,2110,1914,10212.0,4840000.0
2018-07-13,2110,2120,2100,2110,6987,10212.0,4840000.0
2018-07-16,2100,2120,2075,2075,4820,10043.0,4840000.0
2018-07-17,2075,2110,2065,2070,3320,10019.0,4840000.0
2018-07-18,2065,2070,2060,2070,2463,10019.0,4840000.0
2018-07-19,2065,2090,2065,2090,1168,10116.0,4840000.0
2018-07-20,2090,2090,2070,2070,3091,10019.0,4840000.0
2018-07-23,2085,2085,2085,2085,1,10091.0,4840000.0
2018-07-24,2095,2095,2065,2090,3,10116.0,4840000.0
2018-07-25,2060,2085,2050,2050,29490,9922.0,4840000.0
2018-07-26,2120,2120,2050,2050,454,9922.0,4840000.0
2018-07-27,2090,2090,2050,2050,77,9922.0,4840000.0
2018-07-30,2080,2080,2080,2080,2,10067.0,4840000.0
2018-07-31,2050,2080,2050,2080,3,10067.0,4840000.0
2018-08-01,2060,2060,2050,2050,20001,9922.0,4840000.0
2018-08-02,2050,2080,2050,2080,704,10067.0,4840000.0
2018-08-03,2050,2065,2045,2065,30030,9995.0,4840000.0
2018-08-06,2050,2050,2050,2050,12200,9922.0,4840000.0
2018-08-07,2065,2065,2050,2065,3,9995.0,4840000.0
2018-08-08,2050,2075,2045,2070,11916,10019.0,4840000.0
2018-08-09,2075,2075,2070,2075,693,10043.0,4840000.0
2018-08-10,2075,2075,2040,2075,16037,10043.0,4840000.0
2018-08-13,2075,2075,2075,2075,1300,10043.0,4840000.0
2018-08-14,2050,2070,2050,2070,1201,10019.0,4840000.0
2018-08-16,2050,2070,2050,2070,1101,10019.0,4840000.0
2018-08-17,2070,2080,2060,2080,4002,10067.0,4840000.0
2018-08-20,2080,2080,2080,2080,1500,10067.0,4840000.0
2018-08-21,2080,2080,2075,2080,2300,10067.0,4840000.0
2018-08-22,2080,2080,2060,2070,4408,10019.0,4840000.0
2018-08-23,2070,2070,2070,2070,1,10019.0,4840000.0
2018-08-24,2070,2070,2070,2070,0,10019.0,4840000.0
2018-08-27,2070,2070,2070,2070,0,,
2018-08-28,2070,2080,2070,2075,5032,10043.0,4840000.0
2018-08-29,2075,2080,2075,2080,2137,10067.0,4840000.0
2018-08-30,2080,2090,2080,2080,4149,10067.0,4840000.0
2018-08-31,2085,2090,2075,2090,6810,10116.0,4840000.0
2018-09-03,2080,2090,2080,2080,718,10067.0,4840000.0
2018-09-04,2080,2095,2080,2085,46249,10091.0,4840000.0
2018-09-05,2075,2090,2075,2090,4299,10116.0,4840000.0
2018-09-06,2075,2075,2075,2075,1000,10043.0,4840000.0
2018-09-07,2075,2075,2075,2075,1027,10043.0,4840000.0
2018-09-10,2070,2090,2050,2090,21429,10116.0,4840000.0
2018-09-11,2080,2085,2055,2060,3964,9970.0,4840000.0
2018-09-12,2060,2080,2060,2080,452,10067.0,4840000.0
2018-09-13,2060,2095,2060,2075,10127,10043.0,4840000.0
2018-09-14,2080,2080,2070,2080,128,10067.0,4840000.0
2018-09-17,2060,2065,2055,2060,1388,9970.0,4840000.0
2018-09-18,2065,2070,2065,2065,166,9995.0,4840000.0
2018-09-19,2065,2065,2065,2065,114,9995.0,4840000.0
2018-09-20,2065,2065,2065,2065,0,9995.0,4840000.0
2018-09-21,2065,2090,2065,2080,30,10067.0,4840000.0
2018-09-27,2070,2075,2070,2075,62,10043.0,4840000.0
2018-09-28,2075,2090,2070,2090,2956,10116.0,4840000.0
2018-10-01,2090,2090,2085,2090,1000,10116.0,4840000.0
2018-10-02,2065,2090,2065,2090,10031,10116.0,4840000.0
2018-10-04,2070,2080,2070,2075,1548,10043.0,4840000.0
2018-10-05,2065,2080,2065,2080,2028,10067.0,4840000.0
2018-10-08,2090,2090,2085,2090,626,10116.0,4840000.0
2018-10-10,2065,2085,2065,2080,2826,10067.0,4840000.0
2018-10-11,2085,2085,2050,2070,5849,10019.0,4840000.0
2018-10-12,2070,2070,2070,2070,1110,10019.0,4840000.0
2018-10-15,2050,2090,2045,2050,11822,9922.0,4840000.0
2018-10-16,2050,2065,2050,2055,1021,9946.0,4840000.0
2018-10-17,2080,2080,2075,2075,501,10043.0,4840000.0
2018-10-18,2090,2090,2090,2090,1,10116.0,4840000.0
2018-10-19,2090,2090,2075,2075,400,10043.0,4840000.0
2018-10-22,2075,2075,2070,2070,400,10019.0,4840000.0
2018-10-23,2070,2070,2065,2065,400,9995.0,4840000.0
2018-10-24,2060,2060,2050,2055,4503,9946.0,4840000.0
2018-10-25,2050,2055,2050,2050,5011,9922.0,4840000.0
2018-10-26,2050,2050,2045,2045,8075,9898.0,4840000.0
2018-10-29,2040,2055,2040,2050,886,9922.0,4840000.0
2018-10-30,2050,2050,2050,2050,1362,9922.0,4840000.0
2018-10-31,2045,2065,2045,2060,951,9970.0,4840000.0
2018-11-01,2060,2060,2060,2060,2,9970.0,4840000.0
2018-11-02,2040,2070,2040,2070,4521,10019.0,4840000.0
2018-11-05,2070,2070,2065,2065,3990,9995.0,4840000.0
2018-11-06,2070,2070,2070,2070,580,10019.0,4840000.0
2018-11-07,2075,2075,2075,2075,196,10043.0,4840000.0
2018-11-08,2040,2075,2040,2075,191,10043.0,4840000.0
2018-11-09,2075,2075,2045,2070,632,10019.0,4840000.0
2018-11-12,2035,2045,2035,2045,6,9898.0,4840000.0
2018-11-13,2045,2045,2045,2045,0,9898.0,4840000.0
2018-11-14,2045,2045,2045,2045,1,9898.0,4840000.0
2018-11-15,2045,2045,2045,2045,0,,
2018-11-16,2065,2065,2065,2065,136,9995.0,4840000.0
2018-11-19,2060,2060,2050,2060,3470,9970.0,4840000.0
2018-11-20,2060,2060,2060,2060,0,9970.0,4840000.0
2018-11-21,2035,2040,2035,2040,115,9874.0,4840000.0
2018-11-22,2045,2045,2045,2045,0,9898.0,4840000.0
2018-11-23,2045,2045,2045,2045,0,,
2018-11-26,2045,2045,2045,2045,53600,9898.0,4840000.0
2018-11-27,2070,2070,2040,2040,1998,9874.0,4840000.0
2018-11-28,2045,2045,2045,2045,740,9898.0,4840000.0
2018-11-29,2050,2050,2050,2050,0,9922.0,4840000.0
2018-11-30,2055,2055,2055,2055,0,9946.0,4840000.0
2018-12-03,2045,2055,2045,2055,861,9946.0,4840000.0
2018-12-04,2055,2055,2055,2055,0,9946.0,4840000.0
2018-12-05,2055,2055,2055,2055,2151,9946.0,4840000.0
2018-12-06,2055,2055,2035,2040,19842,9874.0,4840000.0
2018-12-07,2040,2040,2040,2040,0,9874.0,4840000.0
2018-12-10,2055,2055,2055,2055,38093,9946.0,4840000.0
2018-12-11,2050,2080,2050,2080,1446,10067.0,4840000.0
2018-12-12,2075,2075,2060,2060,6351,9970.0,4840000.0
2018-12-13,2060,2060,2060,2060,1300,9970.0,4840000.0
2018-12-14,2035,2060,2035,2045,2667,9898.0,4840000.0
2018-12-17,2035,2040,2035,2040,1442,9874.0,4840000.0
2018-12-18,2040,2040,2040,2040,0,,
2018-12-19,2040,2040,2040,2040,0,,
2018-12-20,2050,2050,2050,2050,1800,9922.0,4840000.0
2018-12-21,2050,2050,2050,2050,346,9922.0,4840000.0
2018-12-24,2050,2050,2050,2050,0,9922.0,4840000.0
2018-12-26,2025,2025,2025,2025,500,9801.0,4840000.0
2018-12-27,2060,2060,2025,2025,71,9801.0,4840000.0
2018-12-28,2065,2065,2065,2065,150,9995.0,4840000.0
2019-01-02,2065,2065,2065,2065,0,,
2019-01-03,2050,2050,2050,2050,1200,9922.0,4840000.0
2019-01-04,2050,2050,2050,2050,0,,
2019-01-07,2050,2050,2050,2050,50,9922.0,4840000.0
2019-01-08,2050,2050,2050,2050,1396,9922.0,4840000.0
2019-01-09,2035,2050,2035,2050,549,9922.0,4840000.0
2019-01-10,2050,2050,2035,2035,609,9849.0,4840000.0
2019-01-11,2040,2050,2040,2050,852,9922.0,4840000.0
2019-01-14,2030,2050,2030,2050,147,9922.0,4840000.0
2019-01-15,2045,2050,2045,2045,750,9898.0,4840000.0
2019-01-16,2040,2050,2040,2050,7300,9922.0,4840000.0
2019-01-17,2050,2050,2050,2050,92,9922.0,4840000.0
2019-01-18,2055,2055,2055,2055,0,,
2019-01-21,2050,2050,2050,2050,2250,9922.0,4840000.0
2019-01-22,2060,2060,2060,2060,3000,9970.0,4840000.0
2019-01-23,2060,2060,2060,2060,0,,
2019-01-24,2040,2065,2040,2065,675,9995.0,4840000.0
2019-01-25,2065,2065,2065,2065,0,,
2019-01-28,2065,2065,2065,2065,125,9995.0,4840000.0
2019-01-29,2050,2060,2050,2060,2000,9970.0,4840000.0
2019-01-30,2065,2065,2065,2065,808,9995.0,4840000.0
2019-01-31,2065,2065,2065,2065,0,,
2019-02-01,2060,2065,2040,2065,12,9995.0,4840000.0
2019-02-07,2065,2065,2060,2060,6500,9970.0,4840000.0
2019-02-08,2060,2060,2060,2060,0,,
2019-02-11,2065,2065,2065,2065,2000,9995.0,4840000.0
2019-02-12,2065,2085,2060,2060,5642,9970.0,4840000.0
2019-02-13,2060,2075,2040,2075,5107,10043.0,4840000.0
2019-02-14,2060,2060,2060,2060,7336,9970.0,4840000.0
2019-02-15,2055,2080,2055,2080,3501,10067.0,4840000.0
2019-02-18,2070,2075,2070,2075,4371,10043.0,4840000.0
2019-02-19,2075,2075,2055,2060,4645,9970.0,4840000.0
2019-02-20,2060,2060,2040,2045,8256,9898.0,4840000.0
2019-02-21,2050,2050,2050,2050,101,9922.0,4840000.0
2019-02-22,2050,2060,2050,2055,6203,9946.0,4840000.0
2019-02-25,2055,2055,2055,2055,0,,
2019-02-26,2055,2055,2055,2055,0,,
2019-02-27,2060,2070,2060,2070,1100,10019.0,4840000.0
2019-02-28,2075,2075,2045,2070,292,10019.0,4840000.0
