이즈미디어(181340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-27,6850,6900,6680,6680,101569,47061.0,7045100.0
2017-10-30,6740,6760,6560,6560,77640,46216.0,7045100.0
2017-10-31,6610,6820,6610,6780,80121,47766.0,7045100.0
2017-11-01,6750,6850,6710,6750,41476,47554.0,7045100.0
2017-11-02,6750,6800,6500,6630,119028,46709.0,7045100.0
2017-11-03,6670,6670,6400,6530,102582,46005.0,7045100.0
2017-11-06,6470,6560,6470,6530,32119,46005.0,7045100.0
2017-11-07,6560,6580,6420,6420,63727,45230.0,7045100.0
2017-11-08,6450,6590,6280,6500,86265,45793.0,7045100.0
2017-11-09,6610,6690,6450,6690,57759,47132.0,7045100.0
2017-11-10,6630,6870,6630,6710,52618,47273.0,7045100.0
2017-11-13,6670,6770,6590,6610,48791,46568.0,7045100.0
2017-11-14,6620,6700,6540,6540,57487,46075.0,7045100.0
2017-11-15,6600,6620,6360,6380,69220,44948.0,7045100.0
2017-11-16,6330,6400,6160,6230,101449,43891.0,7045100.0
2017-11-17,6220,6350,6220,6320,26447,44525.0,7045100.0
2017-11-20,6320,6400,6210,6380,60877,44948.0,7045100.0
2017-11-21,6380,6740,6380,6700,127806,47202.0,7045100.0
2017-11-22,6720,7080,6670,6880,258583,48470.0,7045100.0
2017-11-23,6900,7090,6820,7090,189712,49950.0,7045100.0
2017-11-24,7030,7060,6880,6900,110965,48611.0,7045100.0
2017-11-27,6920,6920,6630,6630,63844,46709.0,7045100.0
2017-11-28,6650,6800,6480,6490,68344,45723.0,7045100.0
2017-11-29,6490,6700,6400,6610,99537,46568.0,7045100.0
2017-11-30,6280,6360,6100,6210,206920,43750.0,7045100.0
2017-12-01,6240,6500,6200,6500,85434,45793.0,7045100.0
2017-12-04,6460,6570,6390,6480,46021,45652.0,7045100.0
2017-12-05,6430,6510,6340,6360,32193,44807.0,7045100.0
2017-12-06,6340,6630,6300,6490,63637,45723.0,7045100.0
2017-12-07,6490,6500,6270,6400,28527,45089.0,7045100.0
2017-12-08,6450,6450,6120,6180,36373,43539.0,7045100.0
2017-12-11,6160,6270,6120,6200,17943,43680.0,7045100.0
2017-12-12,6130,6300,6100,6160,26321,43398.0,7045100.0
2017-12-13,6140,6200,6070,6080,25854,42834.0,7045100.0
2017-12-14,6050,6320,6050,6200,51571,43680.0,7045100.0
2017-12-15,6210,6250,6120,6200,8123,43680.0,7045100.0
2017-12-18,6160,6190,5950,6090,41171,42905.0,7045100.0
2017-12-19,6110,6110,5830,5860,68169,41284.0,7045100.0
2017-12-20,5860,5870,5650,5800,37642,40862.0,7045100.0
2017-12-21,5800,5850,5340,5500,86012,38748.0,7045100.0
2017-12-22,5480,5550,5460,5470,22589,38537.0,7045100.0
2017-12-26,5470,5470,5210,5210,93644,36705.0,7045100.0
2017-12-27,5220,5600,5220,5590,51173,39382.0,7045100.0
2017-12-28,5600,5640,5450,5610,22295,39523.0,7045100.0
2018-01-02,5700,5710,5400,5620,34109,39593.0,7045100.0
2018-01-03,5650,5890,5620,5860,30023,41284.0,7045100.0
2018-01-04,5860,5870,5700,5700,16080,40157.0,7045100.0
2018-01-05,5700,5760,5550,5750,39439,40509.0,7045100.0
2018-01-08,5670,5900,5670,5900,50208,41566.0,7045100.0
2018-01-09,5910,6940,5840,5990,831814,42200.0,7045100.0
2018-01-10,6030,6160,5850,6140,84728,43257.0,7045100.0
2018-01-11,6140,6200,6040,6140,38341,43257.0,7045100.0
2018-01-12,6150,6150,5850,5980,69602,42130.0,7045100.0
2018-01-15,5980,5980,5800,5800,19940,40862.0,7045100.0
2018-01-16,5800,6130,5770,6120,46137,43116.0,7045100.0
2018-01-17,6350,6570,6170,6380,235432,44948.0,7045100.0
2018-01-18,6390,6870,6390,6690,301489,47132.0,7045100.0
2018-01-19,6690,6690,6350,6420,107082,45230.0,7045100.0
2018-01-22,6410,6440,6300,6330,57414,44595.0,7045100.0
2018-01-23,6400,6400,6200,6210,52998,43750.0,7045100.0
2018-01-24,6290,6290,6130,6220,29864,43821.0,7045100.0
2018-01-25,6240,6250,6050,6160,58865,43398.0,7045100.0
2018-01-26,6200,6260,6090,6180,44808,43539.0,7045100.0
2018-01-29,6180,6260,6160,6250,51608,44032.0,7045100.0
2018-01-30,6220,6470,6120,6400,106860,45089.0,7045100.0
2018-01-31,6610,6850,6180,6180,215254,43539.0,7045100.0
2018-02-01,6200,6380,6200,6350,67142,44736.0,7045100.0
2018-02-02,6350,6430,6070,6150,63032,43327.0,7045100.0
2018-02-05,6010,6150,5850,6070,29606,42764.0,7045100.0
2018-02-06,5910,6100,5770,5770,65574,40650.0,7045100.0
2018-02-07,5810,5910,5710,5710,24635,40228.0,7045100.0
2018-02-08,5710,5850,5640,5670,39121,39946.0,7045100.0
2018-02-09,5520,5850,5520,5790,15981,40791.0,7045100.0
2018-02-12,5950,5960,5740,5890,26762,41496.0,7045100.0
2018-02-13,6000,6000,5750,5750,8880,40509.0,7045100.0
2018-02-14,5760,5820,5650,5770,6196,40650.0,7045100.0
2018-02-19,5770,5990,5670,5850,19172,41214.0,7045100.0
2018-02-20,5900,5930,5800,5830,11519,41073.0,7045100.0
2018-02-21,5900,5940,5820,5910,6981,41637.0,7045100.0
2018-02-22,5910,6140,5860,6050,19749,42623.0,7045100.0
2018-02-23,6050,6180,6010,6140,16698,43257.0,7045100.0
2018-02-26,6140,6220,6050,6070,9970,42764.0,7045100.0
2018-02-27,6150,6150,6000,6110,10406,43046.0,7045100.0
2018-02-28,6050,6140,5860,5860,34786,41284.0,7045100.0
2018-03-02,5980,6030,5800,5870,15096,41355.0,7045100.0
2018-03-05,5870,5990,5730,5760,20184,40580.0,7045100.0
2018-03-06,5810,5890,5720,5750,8245,40509.0,7045100.0
2018-03-07,5850,6140,5750,5980,51557,42130.0,7045100.0
2018-03-08,5980,6090,5980,6080,11002,42834.0,7045100.0
2018-03-09,6080,6230,5930,6150,39415,43327.0,7045100.0
2018-03-12,6030,6190,5990,6040,20511,42552.0,7045100.0
2018-03-13,6100,6100,5960,6040,10495,42552.0,7045100.0
2018-03-14,5960,6100,5960,6100,10573,42975.0,7045100.0
2018-03-15,6120,6290,6020,6290,16264,44314.0,7045100.0
2018-03-16,6270,6280,6120,6200,12765,43680.0,7045100.0
2018-03-19,6200,6280,6000,6000,21161,42271.0,7045100.0
2018-03-20,6000,6200,5920,6010,7893,42341.0,7045100.0
2018-03-21,6010,6100,5960,6020,17205,42412.0,7045100.0
2018-03-22,6090,6090,5930,5940,19437,41848.0,7045100.0
2018-03-23,5850,6100,5760,6060,22641,42693.0,7045100.0
2018-03-26,6000,6100,5850,6030,10507,42482.0,7045100.0
2018-03-27,6030,6130,5980,6040,15044,42552.0,7045100.0
2018-03-28,6040,6060,5860,5900,19379,41566.0,7045100.0
2018-03-29,6000,6000,5780,5900,22980,41566.0,7045100.0
2018-03-30,5980,5980,5830,5880,9765,41425.0,7045100.0
2018-04-02,5880,5950,5790,5830,10910,41073.0,7045100.0
2018-04-03,5890,5940,5780,5910,16318,41637.0,7045100.0
2018-04-04,5900,6010,5770,5930,15423,41777.0,7045100.0
2018-04-05,5930,5930,5790,5810,19393,40932.0,7045100.0
2018-04-06,5780,5810,5640,5810,27776,40932.0,7045100.0
2018-04-09,5810,5890,5650,5810,16622,40932.0,7045100.0
2018-04-10,5770,5950,5760,5940,14277,41848.0,7045100.0
2018-04-11,6030,6030,5880,6010,12945,42341.0,7045100.0
2018-04-12,6010,6090,5830,5910,17687,41637.0,7045100.0
2018-04-13,5980,6050,5880,5890,21223,41496.0,7045100.0
2018-04-16,5890,5970,5830,5910,14351,41637.0,7045100.0
2018-04-17,5910,6150,5890,6130,78967,43186.0,7045100.0
2018-04-18,6160,6160,5980,6090,38768,42905.0,7045100.0
2018-04-19,6120,6120,5900,5990,35335,42200.0,7045100.0
2018-04-20,5940,6090,5870,6090,27432,42905.0,7045100.0
2018-04-23,6140,6140,5990,6010,28926,42341.0,7045100.0
2018-04-24,6010,7100,5920,6460,707143,45511.0,7045100.0
2018-04-25,6450,6760,6400,6700,222418,47202.0,7045100.0
2018-04-26,6700,6820,6440,6480,156199,45652.0,7045100.0
2018-04-27,6490,6630,6430,6570,51984,46286.0,7045100.0
2018-04-30,6700,6880,6560,6780,134483,47766.0,7045100.0
2018-05-02,6760,6860,6620,6730,56303,47414.0,7045100.0
2018-05-03,6730,6950,6660,6910,97486,48682.0,7045100.0
2018-05-04,6910,7030,6830,6950,59210,48963.0,7045100.0
2018-05-08,6950,7010,6750,6870,60875,48400.0,7045100.0
2018-05-09,6820,6840,6670,6770,51661,47695.0,7045100.0
2018-05-10,6700,6910,6660,6870,40832,48400.0,7045100.0
2018-05-11,6820,7000,6820,6950,32024,48963.0,7045100.0
2018-05-14,6950,7100,6950,7100,64589,50020.0,7045100.0
2018-05-15,7100,7140,6800,6800,59756,47907.0,7045100.0
2018-05-16,6700,6740,6080,6200,132624,43680.0,7045100.0
2018-05-17,6220,6380,6160,6270,76932,44173.0,7045100.0
2018-05-18,6200,6570,6180,6400,135495,45089.0,7045100.0
2018-05-21,6350,6530,6350,6460,34088,45511.0,7045100.0
2018-05-23,6470,6500,6300,6330,46734,44595.0,7045100.0
2018-05-24,6340,6450,6230,6400,37039,45089.0,7045100.0
2018-05-25,6360,6370,6210,6290,35369,44314.0,7045100.0
2018-05-28,6400,6400,6210,6210,51537,43750.0,7045100.0
2018-05-29,6280,6500,6210,6430,45906,45300.0,7045100.0
2018-05-30,6400,6440,6320,6390,31981,45018.0,7045100.0
2018-05-31,6470,6490,6380,6440,27983,45370.0,7045100.0
2018-06-01,6440,6460,6360,6440,31953,45370.0,7045100.0
2018-06-04,6510,6650,6460,6550,42258,46145.0,7045100.0
2018-06-05,6560,6630,6360,6530,39994,46005.0,7045100.0
2018-06-07,6530,6580,6340,6460,31036,45511.0,7045100.0
2018-06-08,6450,6460,6280,6420,36911,45230.0,7045100.0
2018-06-11,6370,6440,6270,6360,33524,44807.0,7045100.0
2018-06-12,6360,6440,6290,6380,27773,44948.0,7045100.0
2018-06-14,6370,6710,6270,6640,93032,46779.0,7045100.0
2018-06-15,6690,6750,6200,6250,127880,44032.0,7045100.0
2018-06-18,6250,6310,5830,5830,112603,41073.0,7045100.0
2018-06-19,5840,5950,5720,5720,46824,40298.0,7045100.0
2018-06-20,5650,5950,5650,5930,23634,41777.0,7045100.0
2018-06-21,5920,5930,5820,5900,16144,41566.0,7045100.0
2018-06-22,5820,6060,5790,5980,19295,42130.0,7045100.0
2018-06-25,5980,6050,5860,6000,18332,42271.0,7045100.0
2018-06-26,5920,6180,5910,6170,26342,43468.0,7045100.0
2018-06-27,6130,6500,6130,6440,78756,45370.0,7045100.0
2018-06-28,6420,6420,6020,6020,36511,42412.0,7045100.0
2018-06-29,5970,6070,5830,5970,34235,42059.0,7045100.0
2018-07-02,5870,5970,5700,5730,31376,40368.0,7045100.0
2018-07-03,5770,5900,5750,5810,20275,40932.0,7045100.0
2018-07-04,5740,5900,5740,5890,17376,41496.0,7045100.0
2018-07-05,5890,5930,5810,5830,9282,41073.0,7045100.0
2018-07-06,5830,5950,5750,5890,19307,41496.0,7045100.0
2018-07-09,5890,5910,5710,5800,9159,40862.0,7045100.0
2018-07-10,5810,5870,5630,5680,51403,40016.0,7045100.0
2018-07-11,5680,5700,5420,5500,36805,38748.0,7045100.0
2018-07-12,5500,5740,5470,5690,13745,40087.0,7045100.0
2018-07-13,5690,5770,5660,5670,7452,39946.0,7045100.0
2018-07-16,5670,5700,5610,5670,13883,39946.0,7045100.0
2018-07-17,5670,5740,5430,5700,49188,40157.0,7045100.0
2018-07-18,5690,5690,5470,5480,38698,38607.0,7045100.0
2018-07-19,5480,5570,5420,5430,17804,38255.0,7045100.0
2018-07-20,5430,5530,5420,5440,4488,38325.0,7045100.0
2018-07-23,5670,5670,5280,5410,9124,38114.0,7045100.0
2018-07-24,5410,5660,5220,5510,36469,38819.0,7045100.0
2018-07-25,5440,5510,5340,5440,8169,38325.0,7045100.0
2018-07-26,5350,5440,5310,5360,14849,37762.0,7045100.0
2018-07-27,5360,5470,5320,5470,20150,38537.0,7045100.0
2018-07-30,5530,5540,5420,5490,4349,38678.0,7045100.0
2018-07-31,5510,5510,5410,5440,4669,38325.0,7045100.0
2018-08-01,5440,5550,5370,5520,15163,38889.0,7045100.0
2018-08-02,5560,5660,5450,5450,8653,38396.0,7045100.0
2018-08-03,5450,5600,5450,5500,6099,38748.0,7045100.0
2018-08-06,5510,5640,5440,5510,9097,38819.0,7045100.0
2018-08-07,5460,5510,5400,5440,11710,38325.0,7045100.0
2018-08-08,5500,5540,5380,5430,9692,38255.0,7045100.0
2018-08-09,5460,5470,5330,5460,8838,38466.0,7045100.0
2018-08-10,5460,5520,5370,5420,5513,38184.0,7045100.0
2018-08-13,5440,5440,5200,5200,13726,36635.0,7045100.0
2018-08-14,5200,5240,5150,5150,9385,36282.0,7045100.0
2018-08-16,5000,5020,4800,5000,81923,35226.0,7045100.0
2018-08-17,5100,5110,4990,5100,21302,35930.0,7045100.0
2018-08-20,5100,5160,5000,5140,7133,36212.0,7045100.0
2018-08-21,5150,5170,5070,5160,17287,36353.0,7045100.0
2018-08-22,5150,5310,5140,5280,9756,37198.0,7045100.0
2018-08-23,5320,5340,5240,5340,9193,37621.0,7045100.0
2018-08-24,5370,5430,5300,5380,13332,37903.0,7045100.0
2018-08-27,5420,5420,5270,5280,6423,37198.0,7045100.0
2018-08-28,5280,5380,5250,5340,11475,37621.0,7045100.0
2018-08-29,5440,5480,5180,5280,22085,37198.0,7045100.0
2018-08-30,5300,5330,5210,5300,11128,37339.0,7045100.0
2018-08-31,5300,5420,5260,5330,7250,37550.0,7045100.0
2018-09-03,5330,5420,5320,5410,15126,38114.0,7045100.0
2018-09-04,5350,5500,5350,5490,16519,38678.0,7045100.0
2018-09-05,5490,5570,5450,5570,24291,39241.0,7045100.0
2018-09-06,5520,5730,5510,5730,43291,40368.0,7045100.0
2018-09-07,5660,5850,5660,5790,18953,40791.0,7045100.0
2018-09-10,5710,5830,5660,5760,31241,40580.0,7045100.0
2018-09-11,5680,5860,5680,5840,44059,41143.0,7045100.0
2018-09-12,5840,6020,5810,5930,35728,41777.0,7045100.0
2018-09-13,6070,6350,6050,6140,54564,43257.0,7045100.0
2018-09-14,6250,6410,6110,6290,42613,44314.0,7045100.0
2018-09-17,6100,6250,6010,6190,23325,43609.0,7045100.0
2018-09-18,6090,6290,6090,6250,25689,44032.0,7045100.0
2018-09-19,6300,6350,6100,6200,16001,43680.0,7045100.0
2018-09-20,6050,6200,6050,6160,26763,43398.0,7045100.0
2018-09-21,6200,6200,6080,6160,6587,43398.0,7045100.0
2018-09-27,6330,6330,6120,6180,6181,43539.0,7045100.0
2018-09-28,6190,6200,5990,6050,13978,42623.0,7045100.0
2018-10-01,6030,6080,5910,6030,11098,42482.0,7045100.0
2018-10-02,5810,6080,5810,5840,10775,41143.0,7045100.0
2018-10-04,5800,6380,5800,6080,29724,42834.0,7045100.0
2018-10-05,6070,6190,5920,6080,8619,42834.0,7045100.0
2018-10-08,6080,6090,5900,5900,4237,41566.0,7045100.0
2018-10-10,5900,6080,5830,5910,7926,41637.0,7045100.0
2018-10-11,5560,6000,5560,5870,18361,41355.0,7045100.0
2018-10-12,5870,5970,5720,5890,5423,41496.0,7045100.0
2018-10-15,6000,6000,5800,5850,10654,41214.0,7045100.0
2018-10-16,5800,5900,5800,5860,1710,41284.0,7045100.0
2018-10-17,5840,5900,5680,5810,11486,40932.0,7045100.0
2018-10-18,5790,5910,5790,5910,6359,41637.0,7045100.0
2018-10-19,5810,5940,5730,5860,5109,41284.0,7045100.0
2018-10-22,6030,6030,5740,5950,42018,41918.0,7045100.0
2018-10-23,5950,6000,5760,5760,6278,40580.0,7045100.0
2018-10-24,5650,5850,5530,5590,10759,39382.0,7045100.0
2018-10-25,5320,5590,5240,5590,14974,39382.0,7045100.0
2018-10-26,6130,6130,5460,5630,14438,39664.0,7045100.0
2018-10-29,5520,5880,4565,5360,15597,37762.0,7045100.0
2018-10-30,5280,5300,5020,5210,32925,36705.0,7045100.0
2018-10-31,5200,5200,5050,5150,8359,36282.0,7045100.0
2018-11-01,5100,5320,5010,5010,6576,35296.0,7045100.0
2018-11-02,5280,5390,5100,5320,13090,37480.0,7045100.0
2018-11-05,5360,5360,5200,5300,1692,37339.0,7045100.0
2018-11-06,5300,5550,5250,5320,9549,37480.0,7045100.0
2018-11-07,5230,5390,5220,5220,5535,36775.0,7045100.0
2018-11-08,5250,5440,5250,5420,7937,38184.0,7045100.0
2018-11-09,5500,5500,5320,5330,3337,37550.0,7045100.0
2018-11-12,5330,5340,5240,5310,3133,37409.0,7045100.0
2018-11-13,5350,5440,5140,5440,25905,38325.0,7045100.0
2018-11-14,5490,5490,5300,5450,8064,38396.0,7045100.0
2018-11-15,5650,6210,5450,5570,136371,39241.0,7045100.0
2018-11-16,5680,5680,5560,5630,15693,39664.0,7045100.0
2018-11-19,5690,5770,5600,5770,16867,40650.0,7045100.0
2018-11-20,5880,5900,5760,5870,19538,41355.0,7045100.0
2018-11-21,5700,5850,5700,5710,16258,40228.0,7045100.0
2018-11-22,5800,5800,5690,5780,4594,40721.0,7045100.0
2018-11-23,5800,5800,5560,5660,11404,39875.0,7045100.0
2018-11-26,5700,5700,5480,5650,6849,39805.0,7045100.0
2018-11-27,5680,5680,5420,5420,21787,38184.0,7045100.0
2018-11-28,5600,5640,5420,5550,7704,39100.0,7045100.0
2018-11-29,5600,5660,5400,5600,3276,39453.0,7045100.0
2018-11-30,5680,5680,5450,5490,2791,38678.0,7045100.0
2018-12-03,5490,5600,5400,5450,16775,38396.0,7045100.0
2018-12-04,5500,5500,5190,5340,74227,37621.0,7045100.0
2018-12-05,5300,5350,5230,5330,9013,37550.0,7045100.0
2018-12-06,5330,5350,5160,5170,15484,36423.0,7045100.0
2018-12-07,5290,5290,5100,5140,7958,36212.0,7045100.0
2018-12-10,5050,5150,5000,5100,25571,35930.0,7045100.0
2018-12-11,5010,5200,4990,5140,16356,36212.0,7045100.0
2018-12-12,5140,5160,5010,5120,10041,36071.0,7045100.0
2018-12-13,5120,5350,5120,5300,3827,37339.0,7045100.0
2018-12-14,5230,5270,5150,5220,3852,36775.0,7045100.0
2018-12-17,5160,5200,5050,5110,2341,36000.0,7045100.0
2018-12-18,5070,5110,5040,5090,7776,35860.0,7045100.0
2018-12-19,5250,5250,5050,5080,3478,35789.0,7045100.0
2018-12-20,5010,5160,5010,5050,3808,35578.0,7045100.0
2018-12-21,5030,5150,5000,5130,12692,36141.0,7045100.0
2018-12-24,5240,5240,5110,5130,2830,36141.0,7045100.0
2018-12-26,5130,5130,4995,4995,4818,35190.0,7045100.0
2018-12-27,5100,5150,5020,5070,1295,35719.0,7045100.0
2018-12-28,5100,5310,5090,5310,3468,37409.0,7045100.0
2019-01-02,5400,5400,5240,5310,2633,37409.0,7045100.0
2019-01-03,5310,5420,5230,5250,2797,36987.0,7045100.0
2019-01-04,5250,5450,5190,5260,1636,37057.0,7045100.0
2019-01-07,5420,5420,5040,5130,13709,36141.0,7045100.0
2019-01-08,5140,5140,5030,5050,8004,35578.0,7045100.0
2019-01-09,5050,5140,5050,5140,6241,36212.0,7045100.0
2019-01-10,5190,5240,5110,5190,8390,36564.0,7045100.0
2019-01-11,5240,5390,5190,5210,3545,36705.0,7045100.0
2019-01-14,5200,5310,5140,5140,1686,36212.0,7045100.0
2019-01-15,5110,5250,5060,5170,4355,36423.0,7045100.0
2019-01-16,5160,5240,5160,5220,6865,36775.0,7045100.0
2019-01-17,5250,5250,5100,5130,10095,36141.0,7045100.0
2019-01-18,5130,5160,5040,5110,17404,36000.0,7045100.0
2019-01-21,5150,5200,5100,5150,13651,36282.0,7045100.0
2019-01-22,5180,5180,5100,5150,12654,36282.0,7045100.0
2019-01-23,5150,5200,5090,5130,10482,36141.0,7045100.0
2019-01-24,5130,5190,5080,5110,7601,36000.0,7045100.0
2019-01-25,5170,5280,5090,5220,6773,36775.0,7045100.0
2019-01-28,5220,5280,5220,5270,5078,37128.0,7045100.0
2019-01-29,5280,5300,5240,5260,7701,37057.0,7045100.0
2019-01-30,5290,5290,5200,5260,3299,37057.0,7045100.0
2019-01-31,5260,5260,5170,5220,5655,36775.0,7045100.0
2019-02-01,5220,5980,5160,5400,115659,38044.0,7045100.0
2019-02-07,5400,5490,5400,5490,17162,38678.0,7045100.0
2019-02-08,5490,5490,5380,5410,5196,38114.0,7045100.0
2019-02-11,5460,5460,5360,5440,6809,38325.0,7045100.0
2019-02-12,5460,5460,5360,5360,4494,37762.0,7045100.0
2019-02-13,5370,5590,5370,5520,18234,38889.0,7045100.0
2019-02-14,5580,5790,5500,5630,24356,39664.0,7045100.0
2019-02-15,5610,5700,5590,5600,7273,39453.0,7045100.0
2019-02-18,5550,5660,5470,5640,14304,39734.0,7045100.0
2019-02-19,5640,5640,5550,5620,11709,39593.0,7045100.0
2019-02-20,5620,5680,5480,5530,24061,38959.0,7045100.0
2019-02-21,5550,5610,5450,5460,8179,38466.0,7045100.0
2019-02-22,5460,5600,5350,5600,20074,39453.0,7045100.0
2019-02-25,5610,5750,5610,5700,18902,40157.0,7045100.0
2019-02-26,5690,5780,5580,5780,25723,40721.0,7045100.0
2019-02-27,5780,5850,5590,5640,57470,39734.0,7045100.0
2019-02-28,5590,5640,5450,5610,37263,39523.0,7045100.0
2019-03-04,5660,5660,5550,5600,8486,39453.0,7045100.0
2019-03-05,5600,5830,5600,5670,8781,39946.0,7045100.0
2019-03-06,5840,6570,5810,6340,641014,44666.0,7045100.0
2019-03-07,6340,6940,6230,6250,395724,44032.0,7045100.0
2019-03-08,6300,7760,6300,7260,2583049,51147.0,7045100.0
2019-03-11,7160,7250,7050,7170,272314,50513.0,7045100.0
2019-03-12,7220,7500,7140,7300,353367,51429.0,7045100.0
2019-03-13,7350,7430,7110,7170,151340,50513.0,7045100.0
2019-03-14,7130,7350,7100,7200,124040,50725.0,7045100.0
2019-03-15,7270,7950,7200,7300,450911,51429.0,7045100.0
2019-03-18,7470,8160,7300,8030,523389,56572.0,7045100.0
2019-03-19,8100,8500,7990,8330,373810,58686.0,7045100.0
2019-03-20,8350,8400,8050,8400,194292,59179.0,7045100.0
2019-03-21,8550,9400,8450,8870,1049398,62490.0,7045100.0
2019-03-22,8950,9500,8860,9220,344627,64956.0,7045100.0
2019-03-25,9000,9320,8850,9070,187876,63899.0,7045100.0
2019-03-26,9020,9350,8970,9110,112615,64181.0,7045100.0
2019-03-27,9020,9150,8750,8970,62866,63195.0,7045100.0
2019-03-28,8970,9250,8350,8970,262750,63195.0,7045100.0
2019-03-29,8940,10650,8940,10050,1153193,70803.0,7045100.0
2019-04-01,10100,10250,9300,9700,558973,68337.0,7045100.0
2019-04-02,9700,10650,9440,10650,460832,75030.0,7045100.0
2019-04-03,10500,12050,10350,11700,851450,82428.0,7045100.0
2019-04-04,11700,12450,11500,11950,447800,84189.0,7045100.0
2019-04-05,11850,12000,11100,11350,867091,79962.0,7045100.0
2019-04-08,11300,11350,10500,10900,696347,76792.0,7045100.0
2019-04-09,11100,11550,10600,11350,459265,79962.0,7045100.0
2019-04-10,11350,11500,10950,11150,111966,78553.0,7045100.0
2019-04-11,11150,11150,10650,10850,244634,76439.0,7045100.0
2019-04-12,10800,11350,10650,11250,253845,79257.0,7045100.0
2019-04-15,11050,11100,9990,10300,393609,72565.0,7045100.0
2019-04-16,10350,10500,9610,9950,525317,70099.0,7045100.0
2019-04-17,9950,10100,9500,9660,334769,68056.0,7045100.0
2019-04-18,9730,9810,9220,9670,498478,68126.0,7045100.0
