원일특강(012620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-24,2246,2550,2246,2245,12400,9922.0,440000.0
1999-06-25,2246,2440,2246,2430,26480,10736.0,440000.0
1999-06-28,2390,2390,2241,2340,410,10340.0,440000.0
1999-06-29,2062,2241,2062,2061,2600,9108.0,440000.0
1999-06-30,2062,2306,2062,2290,29800,10120.0,440000.0
1999-07-01,2017,2291,2017,2250,9720,9944.0,440000.0
1999-07-02,2251,2510,2251,2459,22340,10868.0,440000.0
1999-07-05,2450,2754,2440,2689,71990,11880.0,440000.0
1999-07-06,2689,2888,2589,2639,44720,11660.0,440000.0
1999-07-07,2589,2589,2326,2390,19050,10560.0,440000.0
1999-07-08,2390,2490,2191,2210,23030,9768.0,440000.0
1999-07-09,2091,2291,2091,2290,11690,10120.0,440000.0
1999-07-12,2291,2291,2022,2285,1260,10098.0,440000.0
1999-07-13,2017,2027,2012,2011,15200,8888.0,440000.0
1999-07-14,1892,2251,1892,2250,11740,9944.0,440000.0
1999-07-15,2012,2241,1982,2186,13410,9658.0,440000.0
1999-07-16,2191,2291,1992,2016,3930,8910.0,440000.0
1999-07-19,2052,2131,2052,2076,3830,9174.0,440000.0
1999-07-20,1907,2191,1892,2091,12080,9240.0,440000.0
1999-07-21,2091,2181,2091,2181,2310,9636.0,440000.0
1999-07-22,1932,2091,1932,1932,8810,8536.0,440000.0
1999-07-23,2091,2161,2091,2091,11570,9240.0,440000.0
1999-07-26,1842,1892,1842,1842,750,8140.0,440000.0
1999-07-27,1643,1892,1643,1892,3000,8360.0,440000.0
1999-07-28,1668,1892,1668,1668,3580,7370.0,440000.0
1999-07-29,1793,1867,1499,1867,3710,8250.0,440000.0
1999-07-30,2091,2091,2091,2091,14680,9240.0,440000.0
1999-08-02,2340,2340,2191,2340,29060,10340.0,440000.0
1999-08-03,2291,2291,2062,2141,6480,9460.0,440000.0
1999-08-04,1892,2171,1887,1961,11660,8668.0,440000.0
1999-08-05,1892,2091,1892,1942,9190,8580.0,440000.0
1999-08-06,1892,2072,1743,1792,2820,7920.0,440000.0
1999-08-09,1842,1992,1842,1981,6000,8756.0,440000.0
1999-08-10,1842,2042,1842,2041,510,9020.0,440000.0
1999-08-11,2032,2032,2032,2031,10,8976.0,440000.0
1999-08-12,2042,2042,2042,2041,10,9020.0,440000.0
1999-08-13,2042,2191,1992,2091,18520,9240.0,440000.0
1999-08-16,1842,1992,1842,1842,70,8140.0,440000.0
1999-08-17,1902,1992,1643,1991,840,8800.0,440000.0
1999-08-18,1992,1992,1753,1842,10970,8140.0,440000.0
1999-08-19,1773,1942,1753,1942,7990,8580.0,440000.0
1999-08-20,1892,1972,1778,1777,3570,7854.0,440000.0
1999-08-23,1987,1987,1987,1986,110,8778.0,440000.0
1999-08-24,2221,2221,2091,2220,28460,9812.0,440000.0
1999-08-25,2390,2420,2191,2420,33660,10692.0,440000.0
1999-08-26,2340,2450,2141,2191,9220,9680.0,440000.0
1999-08-27,2191,2241,2181,2210,16520,9768.0,440000.0
1999-08-30,2042,2340,2042,2270,6950,10032.0,440000.0
1999-08-31,2201,2251,2201,2230,7500,9856.0,440000.0
1999-09-01,2241,2380,2241,2340,11090,10340.0,440000.0
1999-09-02,2321,2321,2091,2315,17320,10230.0,440000.0
1999-09-03,2191,2390,2191,2340,15750,10340.0,440000.0
1999-09-06,2291,2340,2191,2340,13090,10340.0,440000.0
1999-09-07,2291,2291,2291,2290,100,10120.0,440000.0
1999-09-08,2271,2390,2271,2390,20470,10560.0,440000.0
1999-09-09,2281,2380,2281,2370,4450,10472.0,440000.0
1999-09-10,2390,2390,2370,2380,5300,10516.0,440000.0
1999-09-13,2340,2340,2096,2340,6300,10340.0,440000.0
1999-09-14,2335,2335,2330,2330,6550,10296.0,440000.0
1999-09-15,2360,2370,2251,2360,9610,10428.0,440000.0
1999-09-16,2340,2340,2241,2330,1250,10296.0,440000.0
1999-09-17,2321,2321,2321,2320,860,10252.0,440000.0
1999-09-20,2480,2480,2091,2340,3730,10340.0,440000.0
1999-09-21,2340,2340,2062,2340,4110,10340.0,440000.0
1999-09-22,2340,2340,2072,2290,1960,10120.0,440000.0
1999-09-27,2017,2291,2017,2290,390,10120.0,440000.0
1999-09-28,2017,2291,2017,2280,5450,10076.0,440000.0
1999-09-29,2281,2281,2281,2280,0,10076.0,440000.0
1999-09-30,2012,2251,2012,2250,1520,9944.0,440000.0
1999-10-01,1987,2191,1982,2191,13510,9680.0,440000.0
1999-10-04,1942,1947,1932,1947,400,8602.0,440000.0
1999-10-05,1992,2141,1992,2141,1500,9460.0,440000.0
1999-10-06,1902,2231,1892,2191,1310,9680.0,440000.0
1999-10-07,2191,2191,1932,1971,10460,8712.0,440000.0
1999-10-08,1982,1982,1962,1961,2000,8668.0,440000.0
1999-10-11,1728,2072,1728,2071,10720,9152.0,440000.0
1999-10-12,2111,2316,2091,2191,12340,9680.0,440000.0
1999-10-13,2141,2141,1932,2021,7410,8932.0,440000.0
1999-10-14,1793,1982,1793,1981,410,8756.0,440000.0
1999-10-15,1982,2121,1758,2121,2180,9372.0,440000.0
1999-10-18,1892,1892,1892,1892,0,8360.0,440000.0
1999-10-19,2002,2002,2002,2001,50,8844.0,440000.0
1999-10-20,2091,2091,1793,1981,8340,8756.0,440000.0
1999-10-21,1992,2042,1892,1991,18610,8800.0,440000.0
1999-10-22,1793,2032,1793,1991,4360,8800.0,440000.0
1999-10-25,1892,1987,1892,1986,580,8778.0,440000.0
1999-10-26,2042,2091,1902,1991,3480,8800.0,440000.0
1999-10-27,1992,2091,1992,2041,20460,9020.0,440000.0
1999-10-28,2072,2072,2072,2071,10,9152.0,440000.0
1999-10-29,2022,2091,2022,2091,3010,9240.0,440000.0
1999-11-01,2091,2101,2042,2091,4410,9240.0,440000.0
1999-11-02,2042,2340,2042,2340,42710,10340.0,440000.0
1999-11-03,2291,2490,2211,2489,18550,11000.0,440000.0
1999-11-04,2470,2490,2191,2440,14430,10780.0,440000.0
1999-11-05,2400,2400,2151,2270,11540,10032.0,440000.0
1999-11-08,2370,2470,2271,2290,33350,10120.0,440000.0
1999-11-09,2291,2565,2261,2564,98460,11330.0,440000.0
1999-11-10,2739,2868,2689,2788,96430,12320.0,440000.0
1999-11-11,2888,3087,2789,3037,49710,13420.0,440000.0
1999-11-12,3038,3038,2674,2778,42670,12276.0,440000.0
1999-11-15,2689,2978,2450,2539,21420,11220.0,440000.0
1999-11-16,2340,2674,2261,2534,17290,11198.0,440000.0
1999-11-17,2340,2614,2261,2390,21900,10560.0,440000.0
1999-11-18,2674,2674,2340,2464,9460,10890.0,440000.0
1999-11-19,2450,2450,2340,2340,10520,10340.0,440000.0
1999-11-22,2350,2520,2291,2340,34670,10340.0,440000.0
1999-11-23,2619,2619,2619,2619,31270,11572.0,440000.0
1999-11-24,2888,2933,2689,2933,68750,12958.0,440000.0
1999-11-25,2933,3038,2689,2778,39650,12276.0,440000.0
1999-11-26,2639,2769,2450,2589,24720,11440.0,440000.0
1999-11-29,2639,2639,2410,2589,9720,11440.0,440000.0
1999-11-30,2390,2570,2301,2459,14770,10868.0,440000.0
1999-12-01,2530,2530,2241,2450,7770,10824.0,440000.0
1999-12-02,2221,2440,2201,2440,16670,10780.0,440000.0
1999-12-03,2151,2510,2151,2509,6580,11088.0,440000.0
1999-12-06,2291,2425,2211,2290,22180,10120.0,440000.0
1999-12-07,2281,2390,2281,2390,16500,10560.0,440000.0
1999-12-08,2440,2540,2191,2440,38740,10780.0,440000.0
1999-12-09,2340,2390,2251,2380,11520,10516.0,440000.0
1999-12-10,2241,2370,2241,2370,12230,10472.0,440000.0
1999-12-13,2440,2440,2291,2390,18340,10560.0,440000.0
1999-12-14,2475,2475,2390,2440,30730,10780.0,440000.0
1999-12-15,2321,2460,2321,2454,2230,10846.0,440000.0
1999-12-16,2450,2540,2450,2509,5040,11088.0,440000.0
1999-12-17,2540,2540,2291,2489,11700,11000.0,440000.0
1999-12-20,2490,2490,2241,2479,10120,10956.0,440000.0
1999-12-21,2291,2490,2291,2390,9910,10560.0,440000.0
1999-12-22,2390,2390,2211,2390,9080,10560.0,440000.0
1999-12-23,2390,2390,2241,2370,17510,10472.0,440000.0
1999-12-24,2291,2291,2191,2201,18520,9724.0,440000.0
1999-12-27,2201,2201,1992,1991,8500,8800.0,440000.0
1999-12-28,2186,2231,2186,2230,1120,9856.0,440000.0
2000-01-04,2497,2497,2497,2496,50,10956.0,440000.0
2000-01-05,2306,2306,2306,2306,10,10120.0,440000.0
2000-01-06,2030,2376,2030,2376,10000,10428.0,440000.0
2000-01-07,2276,2286,2096,2095,9970,9196.0,440000.0
2000-01-10,2106,2106,2106,2105,6700,9240.0,440000.0
2000-01-11,2306,2306,2306,2306,10,10120.0,440000.0
2000-01-12,2256,2276,2030,2276,650,9988.0,440000.0
2000-01-13,2246,2246,2246,2245,0,9856.0,440000.0
2000-01-14,1990,1990,1990,1990,10,8734.0,440000.0
2000-01-17,2106,2106,2106,2105,10,9240.0,440000.0
2000-01-18,2101,2101,2101,2100,20,9218.0,440000.0
2000-01-19,2351,2351,1955,2336,40780,10252.0,440000.0
2000-01-20,2296,2296,2296,2296,0,10076.0,440000.0
2000-01-21,2406,2406,2406,2406,10,10560.0,440000.0
2000-01-24,2487,2487,2487,2486,10,10912.0,440000.0
2000-01-25,2502,2502,2206,2366,130,10384.0,440000.0
2000-01-26,2156,2156,2111,2110,2100,9262.0,440000.0
2000-01-27,2111,2301,2106,2301,1510,10098.0,440000.0
2000-01-28,2025,2296,2025,2296,10420,10076.0,440000.0
2000-01-31,2075,2251,2075,2075,50,9108.0,440000.0
2000-02-01,1985,2201,1985,2200,1150,9658.0,440000.0
2000-02-02,1960,2261,1960,2260,30,9922.0,440000.0
2000-02-03,2246,2336,2246,2336,11020,10252.0,440000.0
2000-02-07,2396,2396,2196,2306,70,10120.0,440000.0
2000-02-08,2281,2366,2206,2205,5040,9680.0,440000.0
2000-02-09,2306,2306,2156,2195,350,9636.0,440000.0
2000-02-10,2306,2456,2306,2456,25610,10780.0,440000.0
2000-02-11,2707,2707,2497,2636,14830,11572.0,440000.0
2000-02-14,2406,2497,2336,2336,530,10252.0,440000.0
2000-02-15,2456,2456,2075,2125,1000,9328.0,440000.0
2000-02-16,2025,2126,2025,2115,1770,9284.0,440000.0
2000-02-17,2116,2116,2055,2055,4550,9020.0,440000.0
2000-02-18,2286,2296,2126,2276,5280,9988.0,440000.0
2000-02-21,2015,2547,2015,2546,15030,11176.0,440000.0
2000-02-22,2707,2848,2707,2847,83000,12496.0,440000.0
2000-02-23,3188,3188,2707,2707,14750,11880.0,440000.0
2000-02-24,2587,2807,2507,2506,21440,11000.0,440000.0
2000-02-25,2406,2707,2406,2707,9340,11880.0,440000.0
2000-02-28,2537,2707,2507,2516,18700,11044.0,440000.0
2000-02-29,2607,2742,2306,2306,32820,10120.0,440000.0
2000-03-02,2582,2582,2582,2581,9180,11330.0,440000.0
2000-03-03,2888,2888,2707,2887,24630,12672.0,440000.0
2000-03-06,3108,3108,2657,2677,32670,11748.0,440000.0
2000-03-07,2757,2958,2612,2837,12110,12452.0,440000.0
2000-03-08,2697,2838,2607,2837,9670,12452.0,440000.0
2000-03-09,2707,2838,2627,2667,27000,11704.0,440000.0
2000-03-10,2797,2918,2667,2907,24370,12760.0,440000.0
2000-03-13,3148,3254,3018,3253,72270,14278.0,440000.0
2000-03-14,3499,3640,3499,3639,44840,15972.0,440000.0
2000-03-15,4076,4076,4076,4075,6520,17886.0,440000.0
2000-03-16,4562,4562,3710,4000,263350,17556.0,440000.0
2000-03-17,3820,3820,3524,3724,109760,16346.0,440000.0
2000-03-20,3810,4171,3760,4171,230100,18304.0,440000.0
2000-03-21,4662,4667,4211,4667,162790,20482.0,440000.0
2000-03-22,5224,5224,4657,5223,91860,22924.0,440000.0
2000-03-23,5314,5414,4602,4602,62650,20196.0,440000.0
2000-03-24,4061,5154,4061,4983,69960,21868.0,440000.0
2000-03-27,4407,5104,4407,4832,58790,21208.0,440000.0
2000-03-28,4512,5254,4512,4822,66960,21164.0,440000.0
2000-03-29,4662,4753,4311,4511,40910,19800.0,440000.0
2000-03-30,3971,4412,3971,4401,35150,19316.0,440000.0
2000-03-31,4026,4833,4021,4471,32400,19624.0,440000.0
2000-04-03,4271,5008,4271,5008,69900,21978.0,440000.0
2000-04-04,5008,5013,4412,4411,46700,19360.0,440000.0
2000-04-06,4021,4412,3885,3885,82610,17050.0,440000.0
2000-04-07,4341,4341,3910,4030,50190,17688.0,440000.0
2000-04-10,4011,4462,4011,4331,64540,19008.0,440000.0
2000-04-11,4502,4502,3860,4000,57380,17556.0,440000.0
2000-04-12,3910,4477,3810,4476,54100,19646.0,440000.0
2000-04-14,5013,5013,4311,5013,209140,22000.0,440000.0
2000-04-17,4813,5615,4412,4411,616560,19360.0,440000.0
2000-04-18,4938,4938,4352,4938,511430,21670.0,440000.0
2000-04-19,5515,5525,5314,5524,59890,24244.0,440000.0
2000-04-20,6186,6186,6186,6186,5470,27148.0,440000.0
2000-04-21,6928,6928,5444,5444,692000,23892.0,440000.0
2000-04-24,5073,5705,4813,4953,415630,21736.0,440000.0
2000-04-25,5063,5164,4362,4446,163630,19514.0,440000.0
2000-04-26,4111,4602,4111,4411,197430,19360.0,440000.0
2000-04-27,4111,4662,4111,4381,195360,19228.0,440000.0
2000-04-28,4602,4662,3920,4201,158710,18436.0,440000.0
2000-05-02,4201,4201,3870,3950,152220,17336.0,440000.0
2000-05-03,3950,4321,3950,4120,253310,18084.0,440000.0
2000-05-04,4301,4402,4081,4110,159470,18040.0,440000.0
2000-05-08,4111,4301,4071,4161,180170,18260.0,440000.0
2000-05-09,4211,4402,3930,4060,154190,17820.0,440000.0
2000-05-10,4061,4547,3935,4547,425470,19954.0,440000.0
2000-05-12,4903,5083,4783,4862,434360,21340.0,440000.0
2000-05-15,5013,5264,4281,4501,478000,19756.0,440000.0
2000-05-16,4512,5033,4472,5033,356570,22088.0,440000.0
2000-05-17,5214,5635,5013,5354,774540,23496.0,440000.0
2000-05-18,5464,5715,4712,4712,746400,20680.0,440000.0
2000-05-19,4612,4622,4151,4150,333500,18216.0,440000.0
2000-05-22,3720,3960,3655,3654,120700,16038.0,440000.0
2000-05-23,3219,3399,3219,3218,130940,14124.0,440000.0
2000-05-24,2908,3008,2832,2832,154160,12430.0,440000.0
2000-05-25,3008,3168,2832,3168,157700,13904.0,440000.0
2000-05-26,3188,3544,3108,3333,223680,14630.0,440000.0
2000-05-29,3158,3269,2948,3038,64880,13332.0,440000.0
2000-05-30,3008,3389,3008,3308,85490,14520.0,440000.0
2000-05-31,3705,3705,3600,3704,77630,16258.0,440000.0
2000-06-01,3950,3950,3409,3709,114360,16280.0,440000.0
2000-06-02,3810,3880,3509,3549,52310,15576.0,440000.0
2000-06-05,3660,3910,3610,3910,62570,17160.0,440000.0
2000-06-07,3930,4377,3770,4376,98080,19206.0,440000.0
2000-06-08,4407,4712,3920,4161,39190,18260.0,440000.0
2000-06-09,3960,4291,3810,4211,16060,18480.0,440000.0
2000-06-12,4311,4311,4011,4261,24240,18700.0,440000.0
2000-06-13,3750,4161,3750,4010,27050,17600.0,440000.0
2000-06-14,4111,4111,3820,3970,21670,17424.0,440000.0
2000-06-15,4011,4311,3680,4100,61260,17996.0,440000.0
2000-06-16,4211,4211,3820,4010,35370,17600.0,440000.0
2000-06-19,4021,4021,3740,3739,20370,16412.0,440000.0
2000-06-20,3810,4186,3569,4186,54090,18370.0,440000.0
2000-06-21,3971,4362,3971,4110,53950,18040.0,440000.0
2000-06-22,4021,4101,3810,3870,93760,16984.0,440000.0
2000-06-23,3730,3830,3610,3669,27420,16104.0,440000.0
2000-06-26,3620,3790,3610,3609,55870,15840.0,440000.0
2000-06-27,3610,3690,3369,3449,62250,15136.0,440000.0
2000-06-28,3610,3640,3419,3469,89260,15224.0,440000.0
2000-06-29,3509,3589,3219,3424,32060,15026.0,440000.0
2000-06-30,3409,3419,3158,3268,36010,14344.0,440000.0
2000-07-03,3208,3259,2943,3228,33180,14168.0,440000.0
2000-07-04,3158,3459,3158,3318,121170,14564.0,440000.0
2000-07-05,3389,3715,2923,3714,585090,16302.0,440000.0
2000-07-06,3409,3589,3274,3308,264290,14520.0,440000.0
2000-07-07,3259,3379,2958,3178,192730,13948.0,440000.0
2000-07-10,3108,3249,3108,3138,67460,13772.0,440000.0
2000-07-11,3098,3138,2807,2847,84160,12496.0,440000.0
2000-07-12,2807,3188,2807,3188,134890,13992.0,440000.0
2000-07-13,3188,3309,2998,3148,112030,13816.0,440000.0
2000-07-14,3148,3178,3068,3178,46220,13948.0,440000.0
2000-07-18,3128,3409,3128,3368,103220,14784.0,440000.0
2000-07-19,3219,3339,3108,3208,64870,14080.0,440000.0
2000-07-20,3208,3449,3078,3208,132780,14080.0,440000.0
2000-07-21,2933,3389,2933,3308,152180,14520.0,440000.0
2000-07-24,3259,3610,3259,3388,180340,14872.0,440000.0
2000-07-25,3459,3459,3013,3258,90780,14300.0,440000.0
2000-07-26,3118,3489,3118,3378,132820,14828.0,440000.0
2000-07-27,3309,3690,3309,3599,248150,15796.0,440000.0
2000-07-28,3559,3780,3359,3499,187700,15356.0,440000.0
2000-07-31,3409,3499,3163,3213,67030,14102.0,440000.0
2000-08-01,3259,3449,3259,3328,106720,14608.0,440000.0
2000-08-02,3214,3399,3214,3283,80200,14410.0,440000.0
2000-08-03,3269,3610,3259,3609,254490,15840.0,440000.0
2000-08-04,3610,4001,3419,3810,289570,16720.0,440000.0
2000-08-07,3610,3910,3610,3709,249000,16280.0,440000.0
2000-08-08,3730,4151,3670,4150,707950,18216.0,440000.0
2000-08-09,4171,4412,3725,4110,543810,18040.0,440000.0
2000-08-10,4061,4261,3860,4211,187830,18480.0,440000.0
2000-08-11,4211,4311,4021,4035,181640,17710.0,440000.0
2000-08-14,3815,4111,3815,3980,93160,17468.0,440000.0
2000-08-16,3810,4001,3780,3910,95540,17160.0,440000.0
2000-08-17,3860,4061,3810,3910,95000,17160.0,440000.0
2000-08-18,3860,4041,3760,3810,84960,16720.0,440000.0
2000-08-21,3900,3905,3640,3860,78870,16940.0,440000.0
2000-08-22,3810,4001,3720,3990,87670,17512.0,440000.0
2000-08-23,3991,4111,3960,4060,105540,17820.0,440000.0
2000-08-24,4051,4547,3971,4060,732400,17820.0,440000.0
2000-08-25,4061,4061,3780,3935,145910,17270.0,440000.0
2000-08-28,3865,4011,3790,4005,143120,17578.0,440000.0
2000-08-29,4061,4281,4006,4110,290500,18040.0,440000.0
2000-08-30,4061,4101,3860,3950,100760,17336.0,440000.0
2000-08-31,3920,3981,3569,3860,147770,16940.0,440000.0
2000-09-01,3660,3900,3660,3890,125100,17072.0,440000.0
2000-09-04,3910,3920,3810,3860,65520,16940.0,440000.0
2000-09-05,3760,3810,3710,3769,24510,16544.0,440000.0
2000-09-06,3409,3790,3409,3659,107240,16060.0,440000.0
2000-09-07,3660,3660,3234,3409,34280,14960.0,440000.0
2000-09-08,3314,3499,3208,3459,68240,15180.0,440000.0
2000-09-14,3259,3389,3118,3388,26790,14872.0,440000.0
2000-09-15,3314,3389,3158,3208,17990,14080.0,440000.0
2000-09-18,3028,3188,2827,2907,20440,12760.0,440000.0
2000-09-19,2707,2898,2562,2601,34110,11418.0,440000.0
2000-09-20,2602,2707,2562,2626,23360,11528.0,440000.0
2000-09-21,2597,2597,2396,2546,9570,11176.0,440000.0
2000-09-22,2456,2456,2246,2306,13780,10120.0,440000.0
2000-09-25,2216,2446,2030,2165,26480,9504.0,440000.0
2000-09-26,2266,2316,2156,2291,7540,10054.0,440000.0
2000-09-27,2216,2557,2216,2506,9430,11000.0,440000.0
2000-09-28,2602,2602,2336,2526,15300,11088.0,440000.0
2000-09-29,2587,2587,2456,2526,16130,11088.0,440000.0
2000-10-02,2522,2522,2361,2436,17830,10692.0,440000.0
2000-10-04,2361,2707,2361,2657,55260,11660.0,440000.0
2000-10-05,2797,2973,2707,2972,71630,13046.0,440000.0
2000-10-06,3058,3148,2838,3098,55450,13596.0,440000.0
2000-10-09,3068,3108,2858,3007,46460,13200.0,440000.0
2000-10-10,2858,3008,2767,3007,36310,13200.0,440000.0
2000-10-11,2908,2998,2657,2687,17980,11792.0,440000.0
2000-10-12,2657,2978,2617,2977,50080,13068.0,440000.0
2000-10-13,2958,3203,2737,3108,39000,13640.0,440000.0
2000-10-16,3208,3309,3143,3278,32120,14388.0,440000.0
2000-10-17,3279,3279,3008,3203,49680,14058.0,440000.0
2000-10-18,3018,3188,2978,3108,7220,13640.0,440000.0
