휴맥스(115160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-02-09,15350,15850,15250,15500,184944,354735.0,22886157.0
2010-02-10,15650,16000,15600,15950,108099,365034.0,22886157.0
2010-02-11,16050,16450,15900,16450,93824,376477.0,22886157.0
2010-02-12,16450,16500,16150,16500,91496,377622.0,22886157.0
2010-02-16,16500,16700,16200,16700,62717,382199.0,22886157.0
2010-02-17,16550,16800,16450,16550,99845,378766.0,22886157.0
2010-02-18,16500,16500,15850,15850,136039,362746.0,22886157.0
2010-02-19,15950,16250,15650,15850,89822,362746.0,22886157.0
2010-02-22,16200,16300,15950,15950,130779,365034.0,22886157.0
2010-02-23,16050,16050,15750,15850,90634,362746.0,22886157.0
2010-02-24,15800,15950,15600,15600,76313,357024.0,22886157.0
2010-02-25,15800,16100,15600,15650,97334,358168.0,22886157.0
2010-02-26,15750,15850,15500,15600,126465,357024.0,22886157.0
2010-03-02,15900,16050,15750,15850,150466,362746.0,22886157.0
2010-03-03,15950,16150,15750,15950,146491,365034.0,22886157.0
2010-03-04,16000,16300,15850,16300,113434,373044.0,22886157.0
2010-03-05,16200,16500,16050,16500,229048,377622.0,22886157.0
2010-03-08,16500,16600,15900,15950,231088,365034.0,22886157.0
2010-03-09,15800,15850,15350,15400,266958,352447.0,22886157.0
2010-03-10,15400,15500,15200,15400,133883,352447.0,22886157.0
2010-03-11,15400,15550,15150,15200,141309,347870.0,22886157.0
2010-03-12,15300,15450,15250,15450,66340,353591.0,22886157.0
2010-03-15,15550,15600,15050,15150,124746,346725.0,22886157.0
2010-03-16,15150,15500,15150,15500,84955,354735.0,22886157.0
2010-03-17,15600,16150,15500,16150,381356,369611.0,22886157.0
2010-03-18,16200,16250,15950,16000,246268,366179.0,22886157.0
2010-03-19,16000,16200,15750,16000,251958,366179.0,22886157.0
2010-03-22,15850,16000,15650,15650,130315,358168.0,22886157.0
2010-03-23,15800,16400,15800,15900,349136,363890.0,22886157.0
2010-03-24,16100,16150,15700,15850,89835,362746.0,22886157.0
2010-03-25,16050,16200,15800,15950,105628,365034.0,22886157.0
2010-03-26,15950,16150,15850,15900,85586,363890.0,22886157.0
2010-03-29,15800,15900,15400,15500,201645,354735.0,22886157.0
2010-03-30,15600,15650,15200,15250,176151,349014.0,22886157.0
2010-03-31,15300,15650,15300,15650,179972,358168.0,22886157.0
2010-04-01,15650,15650,15250,15650,179429,358168.0,22886157.0
2010-04-02,15600,15650,15300,15300,114393,350158.0,22886157.0
2010-04-05,15300,15450,14500,14800,206741,338715.0,22886157.0
2010-04-06,14800,15250,14700,15250,101954,349014.0,22886157.0
2010-04-07,15150,15350,15100,15150,84221,346725.0,22886157.0
2010-04-08,14950,15150,14850,14950,94395,342148.0,22886157.0
2010-04-09,15100,15150,14900,15050,82620,344437.0,22886157.0
2010-04-12,15250,15250,14900,14950,69127,342148.0,22886157.0
2010-04-13,15000,15050,14800,14800,56841,338715.0,22886157.0
2010-04-14,14850,16000,14850,16000,254274,366179.0,22886157.0
2010-04-15,15950,16100,15750,16000,240676,366179.0,22886157.0
2010-04-16,16000,16400,15950,16250,228488,371900.0,22886157.0
2010-04-19,16000,16200,15600,15600,125990,357024.0,22886157.0
2010-04-20,15800,16050,15750,15800,92647,361601.0,22886157.0
2010-04-21,16000,16150,15850,16000,109575,366179.0,22886157.0
2010-04-22,16050,16550,15750,16500,250213,377622.0,22886157.0
2010-04-23,16550,16550,16200,16200,128804,370756.0,22886157.0
2010-04-26,16250,16600,16200,16450,139455,376477.0,22886157.0
2010-04-27,16350,16400,16100,16100,91450,368467.0,22886157.0
2010-04-28,15650,15900,15550,15800,134771,361601.0,22886157.0
2010-04-29,15800,15950,15650,15700,82976,359313.0,22886157.0
2010-04-30,15850,16500,15800,16450,263884,376477.0,22886157.0
2010-05-03,16450,16900,16200,16600,225177,379910.0,22886157.0
2010-05-04,16850,16850,16250,16300,168084,373044.0,22886157.0
2010-05-06,15800,16100,15600,15900,166054,363890.0,22886157.0
2010-05-07,15200,15350,14950,15100,224652,345581.0,22886157.0
2010-05-10,15100,15350,15100,15250,138435,349014.0,22886157.0
2010-05-11,15450,15550,14950,14950,145548,342148.0,22886157.0
2010-05-12,14900,15050,13700,14000,425552,320406.0,22886157.0
2010-05-13,14200,14550,14100,14250,168464,326128.0,22886157.0
2010-05-14,14150,14250,13450,13650,423636,312396.0,22886157.0
2010-05-17,13350,13900,12900,12900,291930,295231.0,22886157.0
2010-05-18,13050,13150,12500,12700,222176,290654.0,22886157.0
2010-05-19,12650,13250,12600,13000,265569,297520.0,22886157.0
2010-05-20,13000,13100,12550,12600,115451,288366.0,22886157.0
2010-05-24,12600,13450,12450,13450,240069,307819.0,22886157.0
2010-05-25,13400,13900,12600,13000,484032,297520.0,22886157.0
2010-05-26,13350,13600,13000,13600,189780,311252.0,22886157.0
2010-05-27,13600,13900,13350,13700,196499,313540.0,22886157.0
2010-05-28,13900,13950,13400,13450,158071,307819.0,22886157.0
2010-05-31,13400,13800,13350,13600,88284,311252.0,22886157.0
2010-06-01,13750,13800,13350,13350,78040,305530.0,22886157.0
2010-06-03,13500,13650,13400,13650,85748,312396.0,22886157.0
2010-06-04,13550,13750,13250,13250,159606,303242.0,22886157.0
2010-06-07,12600,12850,12550,12800,150000,292943.0,22886157.0
2010-06-08,12700,13100,12600,12950,90701,296376.0,22886157.0
2010-06-09,13050,13100,12800,13000,88573,297520.0,22886157.0
2010-06-10,13050,13800,13000,13800,263881,315829.0,22886157.0
2010-06-11,14000,14050,13650,13900,199435,318118.0,22886157.0
2010-06-14,14000,14000,13650,13700,83170,313540.0,22886157.0
2010-06-15,13800,14050,13700,13900,106665,318118.0,22886157.0
2010-06-16,14050,14500,13800,14350,300547,328416.0,22886157.0
2010-06-17,14300,14350,13750,13750,187802,314685.0,22886157.0
2010-06-18,13800,14100,13600,13600,91959,311252.0,22886157.0
2010-06-21,13850,13950,13650,13750,78131,314685.0,22886157.0
2010-06-22,13650,13850,13200,13200,185556,302097.0,22886157.0
2010-06-23,13500,13750,13400,13650,131205,312396.0,22886157.0
2010-06-24,13500,13750,13500,13550,69623,310107.0,22886157.0
2010-06-25,13500,13500,13300,13300,73748,304386.0,22886157.0
2010-06-28,13500,13500,13300,13300,68151,304386.0,22886157.0
2010-06-29,13400,14050,13300,13850,314065,316973.0,22886157.0
2010-06-30,13600,14000,13500,13950,127174,319262.0,22886157.0
2010-07-01,13950,13950,13350,13600,86329,311252.0,22886157.0
2010-07-02,13500,13850,13400,13450,86577,307819.0,22886157.0
2010-07-05,13500,13800,13500,13500,37757,308963.0,22886157.0
2010-07-06,13400,13600,13000,13250,93585,303242.0,22886157.0
2010-07-07,13600,14000,13400,13400,207000,306675.0,22886157.0
2010-07-08,13600,13750,13500,13600,79656,311252.0,22886157.0
2010-07-09,13600,13850,13550,13700,95622,313540.0,22886157.0
2010-07-12,13850,14450,13700,14350,329111,328416.0,22886157.0
2010-07-13,14450,14450,14100,14150,141789,323839.0,22886157.0
2010-07-14,14500,15200,14400,15200,408966,347870.0,22886157.0
2010-07-15,15100,15250,14750,15000,216822,343292.0,22886157.0
2010-07-16,15200,15200,14750,15000,131283,343292.0,22886157.0
2010-07-19,14700,15000,14650,14850,94876,339859.0,22886157.0
2010-07-20,14850,14950,14650,14850,98888,339859.0,22886157.0
2010-07-21,14900,15050,14550,14600,75639,334138.0,22886157.0
2010-07-22,14600,14750,14100,14350,82234,328416.0,22886157.0
2010-07-23,14500,14600,14100,14400,82565,329561.0,22886157.0
2010-07-26,14450,14850,14450,14750,109697,337571.0,22886157.0
2010-07-27,14750,14800,14550,14650,53483,335282.0,22886157.0
2010-07-28,14800,14800,14400,14500,59447,331849.0,22886157.0
2010-07-29,14800,15100,14450,14500,163788,331849.0,22886157.0
2010-07-30,14550,14600,14100,14250,88760,326128.0,22886157.0
2010-08-02,14300,14400,14100,14200,70646,324983.0,22886157.0
2010-08-03,14200,14650,13800,13800,225396,315829.0,22886157.0
2010-08-04,13800,14000,13550,13650,86729,312396.0,22886157.0
2010-08-05,13700,13850,13600,13700,55230,313540.0,22886157.0
2010-08-06,13700,13900,13700,13900,52240,318118.0,22886157.0
2010-08-09,14000,14000,13800,13850,59522,316973.0,22886157.0
2010-08-10,13850,13950,13600,13650,70314,312396.0,22886157.0
2010-08-11,13650,13700,13300,13400,68266,306675.0,22886157.0
2010-08-12,13150,13500,13100,13250,44880,303242.0,22886157.0
2010-08-13,13350,13450,13200,13250,136656,303242.0,22886157.0
2010-08-16,13150,13450,13000,13000,96867,297520.0,22886157.0
2010-08-17,13050,13450,13050,13400,87192,306675.0,22886157.0
2010-08-18,13600,13700,13450,13550,90767,310107.0,22886157.0
2010-08-19,13750,13750,13400,13550,60567,310107.0,22886157.0
2010-08-20,13400,13450,13300,13450,40414,307819.0,22886157.0
2010-08-23,13550,13550,13300,13300,75218,304386.0,22886157.0
2010-08-24,13250,13300,12950,13050,101312,298664.0,22886157.0
2010-08-25,13000,13050,12900,13050,44695,298664.0,22886157.0
2010-08-26,13050,13100,12650,12650,136036,289510.0,22886157.0
2010-08-27,12600,12900,12500,12700,56508,290654.0,22886157.0
2010-08-30,12850,12900,12800,12800,39690,292943.0,22886157.0
2010-08-31,12750,13150,12650,13000,214765,297520.0,22886157.0
2010-09-01,13100,13150,12850,12950,98723,296376.0,22886157.0
2010-09-02,13000,13400,12900,13250,186802,303242.0,22886157.0
2010-09-03,13250,13350,13150,13300,96571,304386.0,22886157.0
2010-09-06,13450,13500,13250,13400,79781,306675.0,22886157.0
2010-09-07,13400,13500,13300,13300,48507,304386.0,22886157.0
2010-09-08,13300,13350,13050,13200,62380,302097.0,22886157.0
2010-09-09,13150,13250,12850,13050,103561,298664.0,22886157.0
2010-09-10,13050,13100,12900,12950,99617,296376.0,22886157.0
2010-09-13,13200,13400,13050,13350,102909,305530.0,22886157.0
2010-09-14,13500,13550,13250,13300,111210,304386.0,22886157.0
2010-09-15,13300,13400,13100,13150,104916,300953.0,22886157.0
2010-09-16,13150,13200,13000,13050,86947,298664.0,22886157.0
2010-09-17,13150,13200,12900,13100,122694,299809.0,22886157.0
2010-09-20,13200,13300,12950,13250,76992,303242.0,22886157.0
2010-09-24,13300,13300,12950,12950,76413,296376.0,22886157.0
2010-09-27,13000,13100,12800,12850,112902,294087.0,22886157.0
2010-09-28,12800,13050,12800,13000,62255,297520.0,22886157.0
2010-09-29,13000,13250,12900,13200,126645,302097.0,22886157.0
2010-09-30,13200,13800,13200,13650,254955,312396.0,22886157.0
2010-10-01,13800,14250,13700,14250,265334,326128.0,22886157.0
2010-10-04,14150,14700,14050,14400,491602,329561.0,22886157.0
2010-10-05,14350,14400,14100,14350,144364,328416.0,22886157.0
2010-10-06,14700,16500,14700,16200,1609745,370756.0,22886157.0
2010-10-07,16200,16900,15950,16550,778802,378766.0,22886157.0
2010-10-08,16500,16900,16200,16900,363716,386776.0,22886157.0
2010-10-11,16800,16950,16350,16750,268843,383343.0,22886157.0
2010-10-12,16700,16750,16200,16450,291504,376477.0,22886157.0
2010-10-13,16650,16800,16100,16450,229535,376477.0,22886157.0
2010-10-14,16400,17750,16250,17600,716109,402796.0,22886157.0
2010-10-15,17400,17850,17100,17800,303493,407374.0,22886157.0
2010-10-18,17650,18700,17650,18500,558300,423394.0,22886157.0
2010-10-19,18000,18650,17600,18100,344593,414239.0,22886157.0
2010-10-20,17950,18550,17600,18400,392955,421105.0,22886157.0
2010-10-21,18600,18600,17950,18550,274099,424538.0,22886157.0
2010-10-22,18650,18700,17700,18200,236469,416528.0,22886157.0
2010-10-25,18450,18450,17850,17950,142441,410807.0,22886157.0
2010-10-26,18000,18100,17400,17600,278025,402796.0,22886157.0
2010-10-27,17550,18150,17550,18050,278361,413095.0,22886157.0
2010-10-28,18150,18350,17600,18100,282625,414239.0,22886157.0
2010-10-29,18150,19000,17750,18850,585020,431404.0,22886157.0
2010-11-01,19000,19000,18400,18600,271635,425683.0,22886157.0
2010-11-02,18500,18800,17950,18100,257484,414239.0,22886157.0
2010-11-03,18100,18600,18000,18600,323977,425683.0,22886157.0
2010-11-04,18650,18700,18100,18100,431732,414239.0,22886157.0
2010-11-05,18400,18400,16850,17300,354919,395931.0,22886157.0
2010-11-08,17250,17450,16650,17300,180772,395931.0,22886157.0
2010-11-09,17300,17450,16850,17100,191672,391353.0,22886157.0
2010-11-10,16900,17200,16850,17000,86009,389065.0,22886157.0
2010-11-11,17000,17800,17000,17550,188696,401652.0,22886157.0
2010-11-12,17550,17650,16000,16800,362221,384487.0,22886157.0
2010-11-15,16900,17550,16150,17450,298551,399363.0,22886157.0
2010-11-16,17400,17550,16950,17550,107520,401652.0,22886157.0
2010-11-17,17300,18200,17300,18000,222318,411951.0,22886157.0
2010-11-18,18100,18300,17850,18150,132130,415384.0,22886157.0
2010-11-19,18150,18450,18050,18300,199400,418817.0,22886157.0
2010-11-22,18450,18450,18100,18200,87046,416528.0,22886157.0
2010-11-23,18200,18350,17450,17700,135640,405085.0,22886157.0
2010-11-24,16800,17450,16800,17400,139802,398219.0,22886157.0
2010-11-25,17450,17550,17200,17200,59793,393642.0,22886157.0
2010-11-26,17400,17400,16600,16800,88099,384487.0,22886157.0
2010-11-29,16800,17500,16800,17500,107605,400508.0,22886157.0
2010-11-30,17350,17800,17350,17750,67013,406229.0,22886157.0
2010-12-01,18000,18350,17750,18200,222967,416528.0,22886157.0
2010-12-02,18200,18300,17450,17450,205505,399363.0,22886157.0
2010-12-03,17550,17650,16550,16950,417923,387920.0,22886157.0
2010-12-06,16850,17200,16750,17100,105375,391353.0,22886157.0
2010-12-07,17000,17100,16600,16750,180085,383343.0,22886157.0
2010-12-08,16750,17100,16700,17050,166897,390209.0,22886157.0
2010-12-09,17100,17100,16800,16900,94451,386776.0,22886157.0
2010-12-10,17000,17300,16900,17300,114109,395931.0,22886157.0
2010-12-13,17300,17400,17150,17400,112728,398219.0,22886157.0
2010-12-14,17550,18000,17500,17700,292101,405085.0,22886157.0
2010-12-15,17750,17850,17300,17500,173118,400508.0,22886157.0
2010-12-16,17500,17650,16950,17050,245718,390209.0,22886157.0
2010-12-17,17150,17150,16600,17000,297758,389065.0,22886157.0
2010-12-20,16800,16950,16400,16700,121255,382199.0,22886157.0
2010-12-21,17000,17050,16700,16700,108096,382199.0,22886157.0
2010-12-22,16800,16950,16550,16700,180617,382199.0,22886157.0
2010-12-23,16750,16900,16300,16450,156973,376477.0,22886157.0
2010-12-24,16600,16650,16300,16400,76710,375333.0,22886157.0
2010-12-27,16500,16550,16200,16450,111501,376477.0,22886157.0
2010-12-28,16450,17100,16200,17100,224324,391353.0,22886157.0
2010-12-29,17000,17150,16800,17100,127895,391353.0,22886157.0
2010-12-30,17100,17200,16750,16950,164684,387920.0,22886157.0
2011-01-03,17150,17300,16850,17000,315050,389065.0,22886157.0
2011-01-04,17200,17850,17050,17350,648762,397075.0,22886157.0
2011-01-05,17350,17500,17100,17150,194191,392498.0,22886157.0
2011-01-06,17300,17900,17200,17700,632572,405085.0,22886157.0
2011-01-07,17850,18050,17500,17900,309559,409662.0,22886157.0
2011-01-10,17750,18300,17550,18200,347976,416528.0,22886157.0
2011-01-11,18200,18400,17800,17850,189726,408518.0,22886157.0
2011-01-12,18050,18050,17400,17400,258129,398219.0,22886157.0
2011-01-13,17500,17800,17100,17350,320067,397075.0,22886157.0
2011-01-14,17400,17550,17250,17400,162522,398219.0,22886157.0
2011-01-17,17400,17500,16700,16800,236759,384487.0,22886157.0
2011-01-18,16650,17000,16350,16350,210890,374189.0,22886157.0
2011-01-19,16500,16750,16250,16400,204311,375333.0,22886157.0
2011-01-20,16400,16750,16300,16550,140868,378766.0,22886157.0
2011-01-21,16600,16600,16050,16100,170023,368467.0,22886157.0
2011-01-24,16050,16700,16050,16150,287109,369611.0,22886157.0
2011-01-25,16350,16450,15750,16300,335177,373044.0,22886157.0
2011-01-26,16400,16550,16200,16550,395888,378766.0,22886157.0
2011-01-27,16650,17100,16600,17000,431463,389065.0,22886157.0
2011-01-28,17100,17100,16250,16250,327773,371900.0,22886157.0
2011-01-31,16000,16050,15450,15450,310266,353591.0,22886157.0
2011-02-01,15500,15850,15450,15700,114195,359313.0,22886157.0
2011-02-07,15850,16100,15700,15750,147920,360457.0,22886157.0
2011-02-08,15750,16400,15750,16300,195594,373044.0,22886157.0
2011-02-09,16450,16500,16050,16100,106753,368467.0,22886157.0
2011-02-10,16100,16300,15550,15700,159835,359313.0,22886157.0
2011-02-11,15700,15850,15400,15550,108107,355880.0,22886157.0
2011-02-14,15700,16050,15350,16050,112690,367323.0,22886157.0
2011-02-15,15900,16400,15800,16400,141121,375333.0,22886157.0
2011-02-16,16500,16550,15900,15900,84062,363890.0,22886157.0
2011-02-17,15950,16050,15200,15700,164383,359313.0,22886157.0
2011-02-18,15750,15900,15450,15600,111598,357024.0,22886157.0
2011-02-21,15750,15750,15250,15300,138503,350158.0,22886157.0
2011-02-22,15050,15150,14350,14850,357115,339859.0,22886157.0
2011-02-23,14750,14850,14350,14350,122956,328416.0,22886157.0
2011-02-24,14000,14700,14000,14350,92332,328416.0,22886157.0
2011-02-25,14350,14600,14300,14550,66091,332994.0,22886157.0
2011-02-28,14750,14800,14400,14800,83237,338715.0,22886157.0
2011-03-02,14700,14800,14350,14400,94440,329561.0,22886157.0
2011-03-03,14400,14600,14400,14550,100345,332994.0,22886157.0
2011-03-04,14600,15250,14450,15250,171778,349014.0,22886157.0
2011-03-07,15100,15150,14900,14900,68480,341004.0,22886157.0
2011-03-08,14900,15100,14700,15100,127305,345581.0,22886157.0
2011-03-09,15100,15150,14500,14550,162286,332994.0,22886157.0
2011-03-10,14500,14600,14150,14150,152502,323839.0,22886157.0
2011-03-11,14000,14350,14000,14100,69105,322695.0,22886157.0
2011-03-14,13900,13950,13250,13650,168860,312396.0,22886157.0
2011-03-15,13550,13900,12700,13450,172749,307819.0,22886157.0
2011-03-16,13500,13750,12900,13050,273346,298664.0,22886157.0
2011-03-17,12700,13250,12700,13150,132333,300953.0,22886157.0
2011-03-18,13250,13400,13100,13300,136929,304386.0,22886157.0
2011-03-21,13400,13750,13400,13550,94814,310107.0,22886157.0
2011-03-22,13750,13800,13400,13450,155635,307819.0,22886157.0
2011-03-23,13500,13600,13450,13550,56748,310107.0,22886157.0
2011-03-24,13650,14350,13600,14000,309728,320406.0,22886157.0
2011-03-25,14000,14200,13700,13800,145871,315829.0,22886157.0
2011-03-28,13850,14000,13650,13750,84478,314685.0,22886157.0
2011-03-29,13900,14100,13800,13950,91609,319262.0,22886157.0
2011-03-30,14200,14400,13950,14350,177902,328416.0,22886157.0
2011-03-31,14500,14550,14100,14200,145610,324983.0,22886157.0
2011-04-01,14350,14350,14100,14300,140680,327272.0,22886157.0
2011-04-04,14400,14600,14150,14200,177851,324983.0,22886157.0
2011-04-05,14150,14250,13850,14050,164781,321551.0,22886157.0
2011-04-06,14050,14150,13900,13900,89293,318118.0,22886157.0
2011-04-07,14000,14200,13650,13650,117410,312396.0,22886157.0
2011-04-08,13700,14100,13650,14000,125038,320406.0,22886157.0
2011-04-11,14100,14150,13900,13950,80595,319262.0,22886157.0
2011-04-12,13950,14000,13500,13500,128366,308963.0,22886157.0
2011-04-13,13400,14200,13400,14200,273824,324983.0,22886157.0
2011-04-14,14350,14400,14050,14200,157515,324983.0,22886157.0
2011-04-15,14300,14300,14000,14150,82488,323839.0,22886157.0
2011-04-18,14300,14700,14100,14650,268951,335282.0,22886157.0
2011-04-19,14500,14500,14000,14150,194907,323839.0,22886157.0
2011-04-20,14350,14350,13800,13850,309608,316973.0,22886157.0
2011-04-21,14000,14050,13750,13850,126643,316973.0,22886157.0
2011-04-22,13850,13900,13600,13700,111610,313540.0,22886157.0
2011-04-25,13700,13750,13200,13250,262057,303242.0,22886157.0
2011-04-26,13250,13500,13100,13200,167157,302097.0,22886157.0
2011-04-27,13300,13650,13300,13400,173912,306675.0,22886157.0
2011-04-28,13600,13800,13450,13500,132985,308963.0,22886157.0
2011-04-29,13550,13550,13150,13250,100386,303242.0,22886157.0
2011-05-02,13300,14250,13250,14000,238488,320406.0,22886157.0
2011-05-03,13900,14400,13850,13950,269038,319262.0,22886157.0
2011-05-04,13950,14150,13950,13950,87244,319262.0,22886157.0
2011-05-06,14050,14100,13300,13550,205272,310107.0,22886157.0
2011-05-09,13600,13750,13300,13450,101788,307819.0,22886157.0
2011-05-11,13600,13600,13250,13300,116322,304386.0,22886157.0
2011-05-12,13200,13350,13100,13150,88677,300953.0,22886157.0
2011-05-13,13200,13300,13150,13200,47966,302097.0,22886157.0
2011-05-16,13250,13300,12900,12900,93758,295231.0,22886157.0
2011-05-17,12800,13000,12350,12500,208129,286077.0,22886157.0
2011-05-18,12500,12600,11600,11700,432980,267768.0,22886157.0
2011-05-19,11700,11700,10700,10800,530094,247170.0,22886157.0
2011-05-20,10700,11200,10700,11200,220047,256325.0,22886157.0
2011-05-23,11000,11200,10750,10850,136768,248315.0,22886157.0
2011-05-24,10700,10950,10300,10450,302367,239160.0,22886157.0
2011-05-25,10550,10650,10100,10100,311984,231150.0,22886157.0
2011-05-26,10250,10400,10100,10300,213744,235727.0,22886157.0
2011-05-27,10400,10750,10300,10400,292135,238016.0,22886157.0
2011-05-30,10500,10700,10150,10150,184839,232294.0,22886157.0
2011-05-31,10250,10300,10100,10250,182620,234583.0,22886157.0
2011-06-01,10300,10400,10150,10200,225954,233439.0,22886157.0
2011-06-02,9970,10050,9730,9740,314757,222911.0,22886157.0
2011-06-03,9760,10000,9740,9900,181497,226573.0,22886157.0
2011-06-07,9810,9940,9750,9890,59924,226344.0,22886157.0
2011-06-08,9950,10250,9950,9960,136274,227946.0,22886157.0
2011-06-09,9970,10200,9970,10000,93471,228862.0,22886157.0
2011-06-10,10050,10200,9750,9750,118341,223140.0,22886157.0
2011-06-13,9600,9720,8910,9050,323877,207120.0,22886157.0
2011-06-14,8930,9200,8930,9070,215338,207577.0,22886157.0
2011-06-15,9080,9200,9060,9080,155265,207806.0,22886157.0
2011-06-16,8980,9070,8940,8980,80617,205518.0,22886157.0
2011-06-17,9010,9080,8730,8760,143242,200483.0,22886157.0
2011-06-20,8820,9020,8610,8650,119590,197965.0,22886157.0
2011-06-21,8760,8790,8410,8500,269065,194532.0,22886157.0
2011-06-22,8570,9170,8570,9140,313301,209179.0,22886157.0
2011-06-23,9150,9260,9040,9140,145499,209179.0,22886157.0
2011-06-24,9160,9410,9160,9370,143682,214443.0,22886157.0
2011-06-27,9310,9430,9260,9380,105900,214672.0,22886157.0
2011-06-28,9430,9430,9000,9040,210224,206891.0,22886157.0
2011-06-29,9150,9200,8980,9010,137803,206204.0,22886157.0
2011-06-30,9100,9350,9050,9130,262959,208951.0,22886157.0
2011-07-01,9230,9580,9170,9370,296642,214443.0,22886157.0
2011-07-04,9500,9730,9440,9730,246848,222682.0,22886157.0
2011-07-05,9850,9880,9560,9710,175045,222225.0,22886157.0
2011-07-06,9700,9780,9600,9640,152978,220623.0,22886157.0
2011-07-07,9640,9670,9410,9590,174634,219478.0,22886157.0
2011-07-08,9690,9730,9450,9480,143574,216961.0,22886157.0
2011-07-11,9470,9630,9420,9490,112279,217190.0,22886157.0
2011-07-12,9400,9430,9060,9070,174198,207577.0,22886157.0
2011-07-13,9070,9200,9070,9120,121504,208722.0,22886157.0
2011-07-14,9110,9350,9100,9120,113292,208722.0,22886157.0
2011-07-15,9140,9550,9140,9550,200778,218563.0,22886157.0
2011-07-18,9660,9790,9620,9720,212443,222453.0,22886157.0
2011-07-19,9620,9760,9560,9630,141600,220394.0,22886157.0
2011-07-20,9760,11050,9710,11050,1529759,252892.0,22886157.0
2011-07-21,11450,11600,11000,11050,1462237,252892.0,22886157.0
2011-07-22,11200,11350,10650,11300,792802,258614.0,22886157.0
