알로이스(297570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-01,3428,3626,3420,3428,82103,6458.0,2760000.0
2018-11-02,3442,3662,3428,3531,46823,6652.0,2760000.0
2018-11-05,3516,3618,3479,3619,4411,6817.0,2760000.0
2018-11-06,3618,3706,3545,3685,14299,6941.0,2760000.0
2018-11-07,3691,3699,3626,3692,10822,6955.0,2760000.0
2018-11-08,3713,3721,3640,3714,2180,6997.0,2760000.0
2018-11-09,3735,3750,3596,3611,11896,6803.0,2760000.0
2018-11-12,3699,3699,3589,3655,6351,6886.0,2760000.0
2018-11-13,3545,3713,3545,3604,9265,6790.0,2760000.0
2018-11-14,3662,3670,3604,3663,18124,6900.0,2760000.0
2018-11-15,3706,3706,3611,3611,3071,6803.0,2760000.0
2018-11-16,3691,3691,3611,3663,11135,6900.0,2760000.0
2018-11-19,3706,3706,3560,3641,20940,6859.0,2760000.0
2018-11-20,3626,3626,3545,3560,43880,6707.0,2760000.0
2018-11-21,3472,3611,3472,3516,3284,6624.0,2760000.0
2018-11-22,3516,3596,3472,3516,4935,6624.0,2760000.0
2018-11-23,3626,3626,3450,3465,2345,6527.0,2760000.0
2018-11-26,3464,3582,3457,3458,17259,6514.0,2760000.0
2018-11-27,3516,3516,3442,3472,6555,6541.0,2760000.0
2018-11-28,3457,3552,3450,3465,2906,6527.0,2760000.0
2018-11-29,3486,3596,3457,3458,1263,6514.0,2760000.0
2018-11-30,3457,3560,3457,3560,607,6707.0,2760000.0
2018-12-03,3560,3560,3516,3531,678,6652.0,2760000.0
2018-12-04,3523,3589,3472,3494,10246,6583.0,2760000.0
2018-12-05,3574,3574,3472,3472,7444,6541.0,2760000.0
2018-12-06,3574,3574,3472,3487,1746,6569.0,2760000.0
2018-12-07,3516,3567,3472,3516,24989,6624.0,2760000.0
2018-12-10,3516,3516,3472,3516,639,6624.0,2760000.0
2018-12-11,3516,3516,3420,3487,12472,6569.0,2760000.0
2018-12-12,3552,3552,3420,3421,9657,6445.0,2760000.0
2018-12-13,3508,3508,3296,3399,42684,6403.0,2760000.0
2018-12-14,3413,3428,3340,3428,208,6458.0,2760000.0
2018-12-17,3450,3662,3369,3465,81301,6527.0,2760000.0
2018-12-18,3501,3501,3384,3458,5024,6514.0,2760000.0
2018-12-19,3457,3457,3369,3443,2155,6486.0,2760000.0
2018-12-20,3442,3442,3355,3443,1024,6486.0,2760000.0
2018-12-21,3318,3464,3318,3465,1783,6527.0,2760000.0
2018-12-24,3442,3494,3369,3406,4299,6417.0,2760000.0
2018-12-26,3318,3406,3318,3340,7740,6293.0,2760000.0
2018-12-27,3340,3457,3318,3348,12375,6307.0,2760000.0
2018-12-28,3442,3479,3442,3443,20468,6486.0,2760000.0
2019-01-02,3442,3508,3442,3480,6110,6555.0,2760000.0
2019-01-03,3362,3538,3362,3524,3235,6638.0,2760000.0
2019-01-04,3516,3516,3442,3443,1054,6486.0,2760000.0
2019-01-07,3545,3545,3413,3443,9143,6486.0,2760000.0
2019-01-08,3442,3552,3442,3545,465,6679.0,2760000.0
2019-01-09,3508,3589,3464,3465,15222,6527.0,2760000.0
2019-01-10,3516,3545,3516,3538,28,6665.0,2760000.0
2019-01-11,3574,3574,3457,3480,320,6555.0,2760000.0
2019-01-14,3523,3574,3516,3545,728,6679.0,2760000.0
2019-01-15,3604,3604,3428,3509,615,6610.0,2760000.0
2019-01-16,3377,3633,3377,3626,849,6831.0,2760000.0
2019-01-17,3604,3618,3508,3611,104,6803.0,2760000.0
2019-01-18,3604,3604,3589,3589,101,6762.0,2760000.0
2019-01-21,3589,3589,3435,3494,1526,6583.0,2760000.0
2019-01-22,3494,3523,3479,3480,8,6555.0,2760000.0
2019-01-23,3406,3516,3406,3502,5246,6596.0,2760000.0
2019-01-24,3538,3640,3516,3545,11406,6679.0,2760000.0
2019-01-25,3604,3648,3604,3604,11113,6790.0,2760000.0
2019-01-28,3648,3684,3596,3663,11468,6900.0,2760000.0
2019-01-29,3735,3735,3670,3736,2899,7038.0,2760000.0
2019-01-30,3787,3787,3655,3670,10175,6914.0,2760000.0
2019-01-31,3735,3735,3611,3611,153,6803.0,2760000.0
2019-02-01,3574,3721,3574,3663,2228,6900.0,2760000.0
2019-02-07,3735,3735,3648,3648,1744,6872.0,2760000.0
2019-02-08,3735,3735,3589,3721,1059,7010.0,2760000.0
2019-02-11,3735,3743,3596,3729,5283,7024.0,2760000.0
2019-02-12,3721,3721,3662,3670,9165,6914.0,2760000.0
2019-02-13,3574,3728,3574,3663,4779,6900.0,2760000.0
2019-02-14,3721,3721,3648,3670,2984,6914.0,2760000.0
2019-02-15,3626,3721,3626,3633,428,6845.0,2760000.0
2019-02-18,3662,3743,3662,3743,23845,7052.0,2760000.0
2019-02-19,3765,3787,3633,3765,16294,7093.0,2760000.0
2019-02-20,3765,3779,3670,3780,12109,7121.0,2760000.0
2019-02-21,3779,3838,3765,3765,7408,7093.0,2760000.0
2019-02-22,3794,3838,3670,3765,1228,7093.0,2760000.0
2019-02-25,3794,3794,3655,3780,3466,7121.0,2760000.0
2019-02-26,3794,3794,3662,3795,24386,7148.0,2760000.0
2019-02-27,3655,3794,3655,3787,3511,7135.0,2760000.0
2019-02-28,3787,3809,3779,3780,3943,7121.0,2760000.0
2019-03-04,3779,3809,3655,3809,3477,7176.0,2760000.0
2019-03-05,3860,3860,3787,3817,3060,7190.0,2760000.0
2019-03-06,3691,3831,3670,3699,8725,6969.0,2760000.0
2019-03-07,3750,3779,3648,3751,2579,7066.0,2760000.0
2019-03-08,3779,3831,3677,3677,8879,6928.0,2760000.0
2019-03-11,3779,3787,3699,3773,3410,7107.0,2760000.0
2019-03-12,3809,4666,3735,4263,2867970,8032.0,2760000.0
2019-03-13,4058,4131,3955,4014,555812,7562.0,2760000.0
2019-03-14,4072,4373,4028,4036,1102766,7604.0,2760000.0
2019-03-15,3985,3992,3831,3846,164863,7245.0,2760000.0
2019-03-18,3845,3889,3765,3795,55778,7148.0,2760000.0
2019-03-19,3875,3875,3699,3736,65123,7038.0,2760000.0
2019-03-20,3699,3757,3691,3736,34719,7038.0,2760000.0
2019-03-21,3713,3809,3713,3758,20775,7079.0,2760000.0
2019-03-22,3757,3765,3721,3758,13622,7079.0,2760000.0
2019-03-25,3801,3801,3684,3802,13267,7162.0,2760000.0
2019-03-26,3809,3809,3728,3751,9724,7066.0,2760000.0
2019-03-27,3750,3750,3691,3729,22433,7024.0,2760000.0
2019-03-28,3801,3809,3728,3743,17274,7052.0,2760000.0
2019-03-29,3699,3809,3699,3773,13390,7107.0,2760000.0
2019-04-01,3816,4006,3809,3875,118447,7300.0,2760000.0
2019-04-02,3941,4219,3919,4014,62042,7562.0,2760000.0
2019-04-03,3970,4131,3970,4058,28255,7645.0,2760000.0
2019-04-04,4109,4109,4028,4102,21153,7728.0,2760000.0
2019-04-05,4094,4124,4043,4095,5339,7714.0,2760000.0
2019-04-08,4094,4124,4050,4051,5221,7631.0,2760000.0
2019-04-09,4036,4146,3955,4051,8153,7631.0,2760000.0
2019-04-10,4168,4278,4065,4080,30263,7687.0,2760000.0
2019-04-11,4138,4351,4124,4197,95204,7907.0,2760000.0
2019-04-12,4285,4292,4168,4249,11818,8004.0,2760000.0
2019-04-15,4234,4644,4234,4300,181294,8101.0,2760000.0
2019-04-16,0,0,0,4300,0,8101.0,2760000.0
2019-04-17,0,0,0,4300,0,,
2019-04-18,0,0,0,4300,0,,
2019-04-19,0,0,0,4300,0,,
2019-04-22,0,0,0,4300,0,,
2019-04-23,0,0,0,4300,0,,
2019-04-24,0,0,0,4300,0,,
2019-04-25,0,0,0,4300,0,,
2019-04-26,0,0,0,4300,0,,
2019-04-29,0,0,0,4300,0,,
2019-04-30,0,0,0,4300,0,,
2019-05-02,0,0,0,4300,0,,
2019-05-03,0,0,0,4300,0,,
2019-05-07,0,0,0,4300,0,,
2019-05-08,0,0,0,4300,0,,
2019-05-09,0,0,0,4300,0,,
2019-05-10,0,0,0,4300,0,,
2019-05-13,0,0,0,4300,0,,
2019-05-14,0,0,0,4300,0,,
2019-05-15,0,0,0,4300,0,,
2019-05-16,0,0,0,4300,0,,
2019-05-17,0,0,0,4300,0,,
2019-05-20,0,0,0,4300,0,,
2019-05-21,0,0,0,4300,0,,
2019-05-22,0,0,0,4300,0,,
2019-05-23,0,0,0,4300,0,,
2019-05-24,0,0,0,4300,0,,
2019-05-27,0,0,0,4300,0,,
2019-05-28,0,0,0,4300,0,,
2019-05-29,0,0,0,4300,0,,
2019-05-30,0,0,0,4300,0,,
2019-05-31,0,0,0,4300,0,,
2019-06-03,0,0,0,4300,0,,
2019-06-04,0,0,0,4300,0,,
2019-06-05,0,0,0,4300,0,,
2019-06-07,0,0,0,4300,0,,
2019-06-10,0,0,0,4300,0,,
2019-06-11,0,0,0,4300,0,,
2019-06-12,0,0,0,4300,0,,
2019-06-13,0,0,0,4300,0,,
2019-06-14,4300,4450,3710,3710,1367209,10240.0,2760000.0
2019-06-17,3720,4820,3650,4820,4208660,13303.0,2760000.0
2019-06-18,4550,4780,4210,4260,1562414,11758.0,2760000.0
2019-06-19,4250,4440,4035,4250,776832,11730.0,2760000.0
2019-06-20,4200,4470,4030,4090,664395,11288.0,2760000.0
2019-06-21,4045,4720,3995,4075,2883842,11247.0,2760000.0
2019-06-24,4130,4470,4055,4130,1014636,11399.0,2760000.0
2019-06-25,4200,4255,3980,4020,354945,11095.0,2760000.0
2019-06-26,4020,4155,3970,4040,191517,11150.0,2760000.0
2019-06-27,4070,4150,4020,4060,142627,11206.0,2760000.0
2019-06-28,4080,4300,4050,4125,370650,11385.0,2760000.0
2019-07-01,4130,4270,4090,4140,133414,11426.0,2760000.0
2019-07-02,4170,4355,4125,4270,386622,11785.0,2760000.0
2019-07-03,4230,4315,4125,4160,160857,11482.0,2760000.0
2019-07-04,4115,4240,4060,4145,97350,11440.0,2760000.0
2019-07-05,4110,4175,4060,4120,98132,11371.0,2760000.0
2019-07-08,4120,4120,3750,3870,147824,10681.0,2760000.0
2019-07-09,3775,3870,3530,3600,166199,9936.0,2760000.0
2019-07-10,3705,4135,3600,3695,520461,10198.0,2760000.0
2019-07-11,3700,4000,3670,3800,144325,10488.0,2760000.0
2019-07-12,3790,3860,3750,3845,48537,10612.0,2760000.0
2019-07-15,4000,4045,3795,3795,65426,10474.0,2760000.0
2019-07-16,3800,3895,3640,3730,56876,10295.0,2760000.0
2019-07-17,3730,3835,3580,3685,56894,10171.0,2760000.0
2019-07-18,3675,3760,3605,3660,39102,10102.0,2760000.0
2019-07-19,3625,3755,3550,3735,39565,10309.0,2760000.0
2019-07-22,3695,3935,3680,3845,64876,10612.0,2760000.0
2019-07-23,3810,4175,3810,3835,314695,10585.0,2760000.0
2019-07-24,3810,4000,3810,3910,36744,10792.0,2760000.0
2019-07-25,3980,3980,3780,3910,73108,10792.0,2760000.0
2019-07-26,3865,3910,3775,3825,47441,10557.0,2760000.0
2019-07-29,3750,3825,3660,3755,48467,10364.0,2760000.0
2019-07-30,3740,3830,3610,3800,15380,10488.0,2760000.0
2019-07-31,3635,3900,3570,3655,41142,10088.0,2760000.0
2019-08-01,3655,3770,3550,3655,35609,10088.0,2760000.0
2019-08-02,3655,3690,3560,3590,18698,9908.0,2760000.0
2019-08-05,3540,3800,3245,3245,53525,8956.0,2760000.0
2019-08-06,3310,3310,3010,3175,44344,8763.0,2760000.0
2019-08-07,3195,3195,2945,3060,48340,8446.0,2760000.0
2019-08-08,3060,3470,2960,3280,124165,9053.0,2760000.0
2019-08-09,3280,4000,3215,3440,756407,9494.0,2760000.0
2019-08-12,3310,3330,3115,3210,199445,8860.0,2760000.0
2019-08-13,3240,3240,3020,3075,105618,8487.0,2760000.0
2019-08-14,3085,3190,3030,3050,48450,8418.0,2760000.0
2019-08-16,2990,3105,2960,3045,60710,8404.0,2760000.0
2019-08-19,3065,3140,3010,3025,28278,8349.0,2760000.0
2019-08-20,3075,3075,2955,2985,57214,8239.0,2760000.0
2019-08-21,3035,3035,2945,2960,47187,8170.0,2760000.0
2019-08-22,2960,3005,2945,2950,27200,8142.0,2760000.0
2019-08-23,2945,3040,2835,3040,82305,8390.0,2760000.0
2019-08-26,3045,3045,2850,3025,62607,8349.0,2760000.0
2019-08-27,3025,3055,2910,2955,18488,8156.0,2760000.0
2019-08-28,2990,2990,2910,2920,21838,8059.0,2760000.0
2019-08-29,2925,2960,2905,2950,8299,8142.0,2760000.0
2019-08-30,2950,3080,2950,3000,19976,8280.0,2760000.0
2019-09-02,3000,3105,2995,3090,21773,8528.0,2760000.0
2019-09-03,3050,3385,3050,3285,159812,9067.0,2760000.0
2019-09-04,3240,3400,3200,3370,78751,9301.0,2760000.0
2019-09-05,3325,3420,3310,3370,31890,9301.0,2760000.0
2019-09-06,3370,3390,3215,3220,72107,8887.0,2760000.0
2019-09-09,3200,3285,3135,3165,33264,8735.0,2760000.0
2019-09-10,3150,3260,3145,3200,10825,8832.0,2760000.0
2019-09-11,3255,3255,3165,3210,11463,8860.0,2760000.0
2019-09-16,3270,3270,3165,3215,14914,8873.0,2760000.0
2019-09-17,3180,3215,3050,3155,17350,8708.0,2760000.0
2019-09-18,3105,3205,2985,3075,27909,8487.0,2760000.0
2019-09-19,3030,3110,2990,3100,11181,8556.0,2760000.0
2019-09-20,3130,3130,3080,3080,2085,8501.0,2760000.0
2019-09-23,3175,3175,3035,3090,3363,8528.0,2760000.0
2019-09-24,3120,3120,3000,3020,7482,8335.0,2760000.0
2019-09-25,3000,3050,2940,2965,35051,8183.0,2760000.0
2019-09-26,2950,2985,2905,2955,38747,8156.0,2760000.0
2019-09-27,3020,3020,2875,2955,23797,8156.0,2760000.0
2019-09-30,2955,2970,2795,2970,40023,8197.0,2760000.0
2019-10-01,3100,3100,2805,2960,45644,48217.0,16289414.0
2019-10-02,2960,2960,2585,2605,301382,42434.0,16289414.0
2019-10-04,2600,2600,2440,2505,89055,40805.0,16289414.0
2019-10-07,2520,2520,2320,2375,140378,38687.0,16289414.0
