유안타제3호스팩(287410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-01,2040,2040,2025,2040,13,8639.0,4235000.0
2018-08-02,2040,2040,2035,2040,6385,8639.0,4235000.0
2018-08-03,2030,2040,2030,2040,702,8639.0,4235000.0
2018-08-06,2040,2040,2040,2040,499,8639.0,4235000.0
2018-08-07,2040,2040,2040,2040,0,8639.0,4235000.0
2018-08-08,2040,2040,2030,2040,611,8639.0,4235000.0
2018-08-09,2040,2040,2035,2040,689,8639.0,4235000.0
2018-08-10,2025,2040,2025,2040,5201,8639.0,4235000.0
2018-08-13,2040,2040,2030,2040,6410,8639.0,4235000.0
2018-08-14,2040,2040,2040,2040,10200,8639.0,4235000.0
2018-08-16,2040,2040,2040,2040,0,,
2018-08-17,2040,2050,2030,2050,19611,8682.0,4235000.0
2018-08-20,2040,2040,2040,2040,8990,8639.0,4235000.0
2018-08-21,2040,2040,2035,2040,7001,8639.0,4235000.0
2018-08-22,2040,2040,2040,2040,3600,8639.0,4235000.0
2018-08-23,2045,2045,2040,2040,3814,8639.0,4235000.0
2018-08-24,2040,2050,2030,2050,20191,8682.0,4235000.0
2018-08-27,2030,2050,2030,2050,8003,8682.0,4235000.0
2018-08-28,2050,2060,2050,2060,85,8724.0,4235000.0
2018-08-29,2060,2070,2040,2070,1757,8766.0,4235000.0
2018-08-30,2065,2070,2065,2070,14082,8766.0,4235000.0
2018-08-31,2065,2070,2060,2070,8000,8766.0,4235000.0
2018-09-03,2060,2070,2050,2065,1108,8745.0,4235000.0
2018-09-04,2065,2065,2045,2065,2520,8745.0,4235000.0
2018-09-05,2070,2070,2050,2065,1209,8745.0,4235000.0
2018-09-06,2065,2065,2050,2065,1432,8745.0,4235000.0
2018-09-07,2050,2065,2050,2060,1211,8724.0,4235000.0
2018-09-10,2050,2055,2035,2055,13210,8703.0,4235000.0
2018-09-11,2060,2060,2050,2055,401,8703.0,4235000.0
2018-09-12,2035,2060,2035,2060,2989,8724.0,4235000.0
2018-09-13,2050,2060,2045,2045,938,8661.0,4235000.0
2018-09-14,2045,2060,2035,2055,6015,8703.0,4235000.0
2018-09-17,2035,2055,2035,2055,4217,8703.0,4235000.0
2018-09-18,2055,2055,2055,2055,0,8703.0,4235000.0
2018-09-19,2055,2055,2055,2055,0,,
2018-09-20,2060,2060,2055,2055,5002,8703.0,4235000.0
2018-09-21,2060,2060,2060,2060,1,8724.0,4235000.0
2018-09-27,2040,2060,2040,2060,769,8724.0,4235000.0
2018-09-28,2040,2060,2040,2060,59,8724.0,4235000.0
2018-10-01,2060,2060,2060,2060,1600,8724.0,4235000.0
2018-10-02,2055,2055,2055,2055,500,8703.0,4235000.0
2018-10-04,2060,2060,2040,2045,4314,8661.0,4235000.0
2018-10-05,2045,2055,2045,2055,1007,8703.0,4235000.0
2018-10-08,2060,2060,2050,2055,401,8703.0,4235000.0
2018-10-10,2040,2045,2035,2045,3566,8661.0,4235000.0
2018-10-11,2055,2055,2040,2040,402,8639.0,4235000.0
2018-10-12,2035,2040,2015,2040,44107,8639.0,4235000.0
2018-10-15,2025,2055,2025,2045,2160,8661.0,4235000.0
2018-10-16,2060,2060,2030,2035,793,8618.0,4235000.0
2018-10-17,2055,2055,2030,2040,1227,8639.0,4235000.0
2018-10-18,2040,2060,2040,2055,1002,8703.0,4235000.0
2018-10-19,2050,2050,2030,2045,2700,8661.0,4235000.0
2018-10-22,2045,2045,2035,2040,5798,8639.0,4235000.0
2018-10-23,2050,2050,2040,2040,702,8639.0,4235000.0
2018-10-24,2050,2050,2045,2045,9356,8661.0,4235000.0
2018-10-25,2025,2040,2025,2040,846,8639.0,4235000.0
2018-10-26,2045,2045,2030,2040,17652,8639.0,4235000.0
2018-10-29,2040,2040,2030,2040,2893,8639.0,4235000.0
2018-10-30,2050,2050,2050,2050,10,8682.0,4235000.0
2018-10-31,2035,2045,2035,2040,10003,8639.0,4235000.0
2018-11-01,2045,2045,2040,2040,1002,8639.0,4235000.0
2018-11-02,2050,2050,2035,2050,230,8682.0,4235000.0
2018-11-05,2050,2050,2045,2050,1003,8682.0,4235000.0
2018-11-06,2050,2050,2050,2050,0,8682.0,4235000.0
2018-11-07,2050,2060,2050,2060,2877,8724.0,4235000.0
2018-11-08,2055,2060,2055,2060,1838,8724.0,4235000.0
2018-11-09,2055,2055,2055,2055,600,8703.0,4235000.0
2018-11-12,2040,2055,2040,2045,1302,8661.0,4235000.0
2018-11-13,2050,2050,2045,2045,952,8661.0,4235000.0
2018-11-14,2045,2045,2045,2045,464,8661.0,4235000.0
2018-11-15,2050,2050,2025,2045,2078,8661.0,4235000.0
2018-11-16,2050,2050,2050,2050,501,8682.0,4235000.0
2018-11-19,2050,2050,2045,2050,2500,8682.0,4235000.0
2018-11-20,2050,2065,2050,2055,20117,8703.0,4235000.0
2018-11-21,2055,2055,2050,2055,12738,8703.0,4235000.0
2018-11-22,2070,2070,2065,2065,2,8745.0,4235000.0
2018-11-23,2070,2070,2050,2065,611,8745.0,4235000.0
2018-11-26,2065,2065,2065,2065,0,8745.0,4235000.0
2018-11-27,2050,2065,2050,2060,2511,8724.0,4235000.0
2018-11-28,2070,2070,2040,2060,8,8724.0,4235000.0
2018-11-29,2070,2070,2050,2060,4055,8724.0,4235000.0
2018-11-30,2065,2065,2055,2065,501,8745.0,4235000.0
2018-12-03,2065,2065,2050,2060,622,8724.0,4235000.0
2018-12-04,2065,2065,2065,2065,501,8745.0,4235000.0
2018-12-05,2065,2065,2065,2065,500,8745.0,4235000.0
2018-12-06,2050,2065,2050,2065,6,8745.0,4235000.0
2018-12-07,2070,2070,2055,2060,8901,8724.0,4235000.0
2018-12-10,2070,2070,2060,2060,701,8724.0,4235000.0
2018-12-11,2070,2070,2055,2070,20003,8766.0,4235000.0
2018-12-12,2065,2065,2055,2060,17574,8724.0,4235000.0
2018-12-13,2065,2065,2050,2050,5381,8682.0,4235000.0
2018-12-14,2060,2060,2050,2055,85,8703.0,4235000.0
2018-12-17,2070,2070,2060,2065,10143,8745.0,4235000.0
2018-12-18,2065,2065,2065,2065,0,,
2018-12-19,2060,2065,2060,2065,15001,8745.0,4235000.0
2018-12-20,2070,2070,2030,2030,102,8597.0,4235000.0
2018-12-21,2065,2065,2065,2065,1,8745.0,4235000.0
2018-12-24,2035,2035,1995,2035,95300,8618.0,4235000.0
2018-12-26,2040,2040,2035,2035,4006,8618.0,4235000.0
2018-12-27,2050,2050,2050,2050,300,8682.0,4235000.0
2018-12-28,2045,2045,2045,2045,0,8661.0,4235000.0
2019-01-02,2010,2020,2010,2020,4392,8555.0,4235000.0
2019-01-03,2040,2040,2025,2040,476,8639.0,4235000.0
2019-01-04,2055,2055,2055,2055,1,8703.0,4235000.0
2019-01-07,2040,2040,2040,2040,0,8639.0,4235000.0
2019-01-08,2045,2045,2045,2045,4,8661.0,4235000.0
2019-01-09,2030,2045,2030,2045,13646,8661.0,4235000.0
2019-01-10,2045,2045,2045,2045,0,8661.0,4235000.0
2019-01-11,2045,2045,2045,2045,0,,
2019-01-14,2050,2050,2030,2045,19,8661.0,4235000.0
2019-01-15,2045,2045,2045,2045,0,,
2019-01-16,2030,2040,2030,2040,208,8639.0,4235000.0
2019-01-17,2045,2045,2045,2045,1,8661.0,4235000.0
2019-01-18,2040,2045,2040,2045,1283,8661.0,4235000.0
2019-01-21,2045,2045,2045,2045,0,,
2019-01-22,2045,2045,2045,2045,1,8661.0,4235000.0
2019-01-23,2045,2045,2045,2045,1,,
2019-01-24,2045,2045,2045,2045,0,,
2019-01-25,2045,2045,2045,2045,2000,8661.0,4235000.0
2019-01-28,2055,2055,2030,2030,17,8597.0,4235000.0
2019-01-29,2055,2055,2045,2055,53,8703.0,4235000.0
2019-01-30,2050,2055,2050,2055,824,8703.0,4235000.0
2019-01-31,2060,2060,2055,2055,488,8703.0,4235000.0
2019-02-01,2030,2050,2030,2050,1501,8682.0,4235000.0
2019-02-07,2025,2045,2025,2045,2003,8661.0,4235000.0
2019-02-08,2045,2055,2045,2055,101,8703.0,4235000.0
2019-02-11,2055,2060,2055,2060,1657,8724.0,4235000.0
2019-02-12,2055,2055,2055,2055,0,8703.0,4235000.0
2019-02-13,2030,2055,2030,2055,6,8703.0,4235000.0
2019-02-14,2050,2050,2050,2050,0,8682.0,4235000.0
2019-02-15,2050,2050,2050,2050,2000,8682.0,4235000.0
2019-02-18,2060,2060,2050,2050,2001,8682.0,4235000.0
2019-02-19,2050,2050,2050,2050,2057,8682.0,4235000.0
2019-02-20,2055,2055,2055,2055,1,8703.0,4235000.0
2019-02-21,2060,2060,2060,2060,1,,
2019-02-22,2060,2060,2060,2060,0,8724.0,4235000.0
2019-02-25,2060,2060,2060,2060,0,,
2019-02-26,2055,2055,2055,2055,0,,
2019-02-27,2060,2060,2060,2060,1,,
2019-02-28,2020,2055,2020,2055,1005,8703.0,4235000.0
2019-03-04,2045,2045,2045,2045,0,8661.0,4235000.0
2019-03-05,2045,2045,2045,2045,3,8661.0,4235000.0
2019-03-06,2045,2045,2045,2045,0,,
2019-03-07,2030,2030,2030,2030,24,8597.0,4235000.0
2019-03-08,2045,2045,2045,2045,1,8661.0,4235000.0
2019-03-11,2045,2045,2045,2045,0,,
2019-03-12,2040,2055,2040,2055,3278,8703.0,4235000.0
2019-03-13,2055,2070,2055,2070,6433,8766.0,4235000.0
2019-03-14,2040,2065,2040,2065,3604,8745.0,4235000.0
2019-03-15,2070,2070,2065,2070,2714,8766.0,4235000.0
2019-03-18,2065,2065,2065,2065,12000,8745.0,4235000.0
2019-03-19,2070,2070,2050,2070,4,8766.0,4235000.0
2019-03-20,2050,2070,2050,2070,2161,8766.0,4235000.0
2019-03-21,2040,2070,2040,2070,17,8766.0,4235000.0
2019-03-22,2030,2030,2030,2030,1887,8597.0,4235000.0
2019-03-25,2055,2055,2055,2055,1,8703.0,4235000.0
2019-03-26,2070,2070,2050,2070,1238,8766.0,4235000.0
2019-03-27,2050,2065,2050,2060,271,8724.0,4235000.0
2019-03-28,2065,2065,2065,2065,1,8745.0,4235000.0
2019-03-29,2060,2060,2060,2060,0,8724.0,4235000.0
2019-04-01,2050,2050,2050,2050,12,8682.0,4235000.0
2019-04-02,2065,2070,2060,2070,706,8766.0,4235000.0
2019-04-03,2050,2055,2050,2055,801,8703.0,4235000.0
2019-04-04,2060,2070,2055,2065,1962,8745.0,4235000.0
2019-04-05,2055,2070,2045,2045,6449,8661.0,4235000.0
2019-04-08,2085,2085,2085,2085,5,8830.0,4235000.0
2019-04-09,2060,2085,2060,2085,2397,8830.0,4235000.0
2019-04-10,2080,2080,2055,2080,933,8809.0,4235000.0
2019-04-11,2085,2090,2080,2090,502,8851.0,4235000.0
2019-04-12,2090,2090,2090,2090,0,8851.0,4235000.0
2019-04-15,2090,2125,2090,2115,1115,8957.0,4235000.0
2019-04-16,2100,2100,2100,2100,0,8894.0,4235000.0
2019-04-17,2045,2115,2045,2115,1897,8957.0,4235000.0
2019-04-18,2045,2120,2045,2120,6586,8978.0,4235000.0
2019-04-19,2065,2115,2065,2085,26193,8830.0,4235000.0
2019-04-22,2110,2110,2075,2090,10661,8851.0,4235000.0
2019-04-23,2060,2110,2060,2110,632,8936.0,4235000.0
2019-04-24,2070,2115,2070,2110,3907,8936.0,4235000.0
2019-04-25,2060,2110,2060,2110,6484,8936.0,4235000.0
2019-04-26,2095,2120,2090,2115,6462,8957.0,4235000.0
2019-04-29,2120,2120,2070,2115,3199,8957.0,4235000.0
2019-04-30,2095,2115,2095,2115,4207,8957.0,4235000.0
2019-05-02,2120,2120,2100,2120,6224,8978.0,4235000.0
2019-05-03,2080,2125,2080,2125,8142,8999.0,4235000.0
2019-05-07,2080,2125,2080,2125,712,8999.0,4235000.0
2019-05-08,2080,2125,2080,2120,5508,8978.0,4235000.0
2019-05-09,2085,2125,2085,2120,3356,8978.0,4235000.0
2019-05-10,2125,2170,2120,2170,9007,9190.0,4235000.0
2019-05-13,2170,2170,2170,2170,3,9190.0,4235000.0
2019-05-14,2170,2180,2140,2180,8748,9232.0,4235000.0
2019-05-15,2185,2185,2110,2175,6280,9211.0,4235000.0
2019-05-16,2150,2170,2120,2140,528,9063.0,4235000.0
2019-05-17,2120,2160,2120,2160,3667,9148.0,4235000.0
2019-05-20,2100,2145,2100,2110,2015,8936.0,4235000.0
2019-05-21,2170,2170,2170,2170,10,9190.0,4235000.0
2019-05-22,2170,2175,2165,2175,1660,9211.0,4235000.0
2019-05-23,2170,2170,2165,2165,340,9169.0,4235000.0
2019-05-24,2155,2155,2155,2155,33,9126.0,4235000.0
2019-05-27,2135,2135,2135,2135,3,9042.0,4235000.0
2019-05-28,2115,2115,2115,2115,100,8957.0,4235000.0
2019-05-29,2115,2115,2100,2100,21627,8894.0,4235000.0
2019-05-30,2110,2110,2110,2110,0,8936.0,4235000.0
2019-05-31,2100,2110,2100,2110,35052,8936.0,4235000.0
2019-06-03,2155,2155,2105,2120,1898,8978.0,4235000.0
2019-06-04,2160,2160,2120,2145,71,9084.0,4235000.0
2019-06-05,2160,2160,2105,2105,10059,8915.0,4235000.0
2019-06-07,2150,2150,2100,2125,7460,8999.0,4235000.0
2019-06-10,2150,2150,2105,2120,12522,8978.0,4235000.0
2019-06-11,2150,2150,2110,2135,5523,9042.0,4235000.0
2019-06-12,2150,2150,2115,2145,4961,9084.0,4235000.0
2019-06-13,2150,2150,2105,2130,12478,9021.0,4235000.0
2019-06-14,2150,2150,2110,2130,6420,9021.0,4235000.0
2019-06-17,2150,2150,2100,2135,25966,9042.0,4235000.0
2019-06-18,2150,2150,2115,2140,1830,9063.0,4235000.0
2019-06-19,2140,2150,2115,2115,3032,8957.0,4235000.0
2019-06-20,2150,2150,2110,2110,15717,8936.0,4235000.0
2019-06-21,2110,2115,2080,2100,205999,8894.0,4235000.0
2019-06-24,2100,2130,2100,2125,569,8999.0,4235000.0
2019-06-25,2115,2130,2115,2125,50160,8999.0,4235000.0
2019-06-26,2125,2125,2100,2120,27617,8978.0,4235000.0
2019-06-27,2125,2125,2115,2120,1216,8978.0,4235000.0
2019-06-28,2100,2120,2100,2100,12114,8894.0,4235000.0
2019-07-01,2130,2130,2100,2100,19404,8894.0,4235000.0
2019-07-02,2105,2110,2090,2110,37737,8936.0,4235000.0
2019-07-03,2110,2110,2110,2110,0,8936.0,4235000.0
2019-07-04,2105,2110,2100,2110,5575,8936.0,4235000.0
2019-07-05,2110,2140,2110,2130,12294,9021.0,4235000.0
2019-07-08,2110,2145,2100,2135,21914,9042.0,4235000.0
2019-07-09,2145,2145,2120,2130,5899,9021.0,4235000.0
2019-07-10,2135,2135,2130,2135,186,9042.0,4235000.0
2019-07-11,2145,2145,2135,2145,10041,9084.0,4235000.0
2019-07-12,2140,2140,2130,2140,19,9063.0,4235000.0
2019-07-15,2145,2145,2120,2120,2379,8978.0,4235000.0
2019-07-16,2130,2130,2120,2120,16108,8978.0,4235000.0
2019-07-17,2115,2115,2105,2115,9920,8957.0,4235000.0
2019-07-18,2105,2125,2105,2125,1123,8999.0,4235000.0
2019-07-19,2130,2130,2130,2130,1,9021.0,4235000.0
2019-07-22,2125,2145,2125,2145,14534,9084.0,4235000.0
2019-07-23,2130,2145,2130,2145,893,9084.0,4235000.0
2019-07-24,2145,2145,2135,2145,2321,9084.0,4235000.0
2019-07-25,2145,2145,2140,2140,1011,9063.0,4235000.0
2019-07-26,2145,2145,2130,2145,1200,9084.0,4235000.0
2019-07-29,2145,2145,2145,2145,0,9084.0,4235000.0
2019-07-30,2110,2135,2110,2135,63,9042.0,4235000.0
2019-07-31,2140,2140,2105,2140,17100,9063.0,4235000.0
2019-08-01,2120,2135,2120,2135,10740,9042.0,4235000.0
2019-08-02,2105,2125,2105,2125,619,8999.0,4235000.0
2019-08-05,2105,2105,2090,2100,3238,8894.0,4235000.0
2019-08-06,2145,2145,2090,2120,1496,8978.0,4235000.0
2019-08-07,2085,2115,2085,2095,1068,8872.0,4235000.0
2019-08-08,2085,2135,2085,2135,1792,9042.0,4235000.0
2019-08-09,2135,2135,2090,2090,11155,8851.0,4235000.0
2019-08-12,2120,2120,2090,2090,802,8851.0,4235000.0
2019-08-13,2125,2125,2085,2085,1151,8830.0,4235000.0
2019-08-14,2085,2120,2065,2115,15814,8957.0,4235000.0
2019-08-16,2105,2115,2080,2090,8377,8851.0,4235000.0
2019-08-19,2120,2120,2085,2085,14101,8830.0,4235000.0
2019-08-20,2085,2100,2080,2085,5205,8830.0,4235000.0
2019-08-21,2115,2115,2070,2110,6030,8936.0,4235000.0
2019-08-22,2090,2090,2090,2090,102,8851.0,4235000.0
2019-08-23,2090,2090,2090,2090,472,8851.0,4235000.0
2019-08-26,2080,2100,2080,2100,820,8894.0,4235000.0
2019-08-27,2100,2100,2065,2085,31492,8830.0,4235000.0
2019-08-28,2075,2085,2070,2085,36680,8830.0,4235000.0
2019-08-29,2080,2115,2075,2100,12931,8894.0,4235000.0
2019-08-30,2095,2100,2095,2100,1010,8894.0,4235000.0
2019-09-02,2085,2095,2085,2095,1943,8872.0,4235000.0
2019-09-03,2095,2100,2085,2100,11136,8894.0,4235000.0
2019-09-04,2095,2095,2090,2095,3533,8872.0,4235000.0
2019-09-05,2100,2100,2075,2080,13765,8809.0,4235000.0
2019-09-06,2080,2100,2080,2100,5187,8894.0,4235000.0
2019-09-09,2080,2115,2075,2105,10571,8915.0,4235000.0
2019-09-10,2085,2105,2085,2085,48222,8830.0,4235000.0
2019-09-11,2105,2110,2100,2100,2716,8894.0,4235000.0
2019-09-16,2095,2115,2090,2115,33494,8957.0,4235000.0
2019-09-17,2110,2110,2105,2110,1933,8936.0,4235000.0
2019-09-18,2105,2120,2105,2115,12394,8957.0,4235000.0
2019-09-19,2090,2115,2090,2095,200,8872.0,4235000.0
2019-09-20,2115,2115,2110,2110,4132,8936.0,4235000.0
2019-09-23,2110,2110,2110,2110,886,8936.0,4235000.0
2019-09-24,2105,2110,2100,2100,7017,8894.0,4235000.0
2019-09-25,2120,2120,2090,2105,6172,8915.0,4235000.0
2019-09-26,2095,2110,2095,2110,2573,8936.0,4235000.0
2019-09-27,2120,2120,2090,2110,3228,8936.0,4235000.0
2019-09-30,2110,2125,2110,2110,293,8936.0,4235000.0
2019-10-01,2125,2125,2105,2105,3046,8915.0,4235000.0
2019-10-02,2125,2125,2105,2115,1855,8957.0,4235000.0
2019-10-04,2125,2125,2080,2115,136746,8957.0,4235000.0
2019-10-07,2085,2105,2070,2100,22418,8894.0,4235000.0
