에이테크솔루션(071670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-05-15,6630,6700,6450,6600,63237,66000.0,10000000.0
2014-05-16,6660,6660,6400,6500,35201,65000.0,10000000.0
2014-05-19,6550,6550,6240,6300,37073,63000.0,10000000.0
2014-05-20,6380,6380,6060,6150,23892,61500.0,10000000.0
2014-05-21,6100,6150,6040,6110,13508,61100.0,10000000.0
2014-05-22,6130,6200,6090,6110,13422,61100.0,10000000.0
2014-05-23,6110,6160,6090,6110,7327,61100.0,10000000.0
2014-05-26,6150,6150,6000,6040,17993,60400.0,10000000.0
2014-05-27,6040,6160,5990,6090,13303,60900.0,10000000.0
2014-05-28,6090,6180,5990,6180,28534,61800.0,10000000.0
2014-05-29,6180,6190,6100,6180,2098,61800.0,10000000.0
2014-05-30,6180,6190,6050,6090,6460,60900.0,10000000.0
2014-06-02,6080,6130,6000,6000,14249,60000.0,10000000.0
2014-06-03,6430,6430,6050,6050,32485,60500.0,10000000.0
2014-06-05,6070,6120,5990,6000,16852,60000.0,10000000.0
2014-06-09,6000,6120,5900,6000,5314,60000.0,10000000.0
2014-06-10,5970,6080,5870,5940,21630,59400.0,10000000.0
2014-06-11,6040,6050,5850,5900,8571,59000.0,10000000.0
2014-06-12,5900,5940,5880,5910,12311,59100.0,10000000.0
2014-06-13,5930,5990,5870,5990,4791,59900.0,10000000.0
2014-06-16,5930,6090,5930,6080,9959,60800.0,10000000.0
2014-06-17,6090,6100,5950,6040,10772,60400.0,10000000.0
2014-06-18,6080,6080,5900,5960,7545,59600.0,10000000.0
2014-06-19,5970,6040,5860,5860,9577,58600.0,10000000.0
2014-06-20,6050,6050,5910,6000,1013,60000.0,10000000.0
2014-06-23,6070,6070,5960,5990,1964,59900.0,10000000.0
2014-06-24,6060,6060,5840,5890,10918,58900.0,10000000.0
2014-06-25,6000,6000,5740,5740,10105,57400.0,10000000.0
2014-06-26,5980,5980,5740,5790,6758,57900.0,10000000.0
2014-06-27,5860,5930,5750,5830,4079,58300.0,10000000.0
2014-06-30,5920,5920,5750,5860,4848,58600.0,10000000.0
2014-07-01,5900,5970,5750,5860,8709,58600.0,10000000.0
2014-07-02,5900,5920,5800,5920,3064,59200.0,10000000.0
2014-07-03,5950,5960,5870,5940,15883,59400.0,10000000.0
2014-07-04,5920,6000,5790,5910,17299,59100.0,10000000.0
2014-07-07,5900,5900,5770,5840,11326,58400.0,10000000.0
2014-07-08,5890,5890,5750,5850,11761,58500.0,10000000.0
2014-07-09,5670,5850,5670,5850,18016,58500.0,10000000.0
2014-07-10,5850,5920,5770,5910,15534,59100.0,10000000.0
2014-07-11,5930,5970,5800,5940,5515,59400.0,10000000.0
2014-07-14,5990,6030,5810,5960,10560,59600.0,10000000.0
2014-07-15,5990,5990,5850,5950,6130,59500.0,10000000.0
2014-07-16,6000,6000,5820,5910,10624,59100.0,10000000.0
2014-07-17,5970,5970,5860,5920,2643,59200.0,10000000.0
2014-07-18,5950,5950,5850,5920,5608,59200.0,10000000.0
2014-07-21,5940,5950,5850,5910,11954,59100.0,10000000.0
2014-07-22,5910,5930,5790,5890,21724,58900.0,10000000.0
2014-07-23,5930,5930,5800,5840,9291,58400.0,10000000.0
2014-07-24,5900,5900,5700,5830,15851,58300.0,10000000.0
2014-07-25,5880,5880,5720,5800,1638,58000.0,10000000.0
2014-07-28,5800,5830,5700,5700,16805,57000.0,10000000.0
2014-07-29,5790,5790,5490,5540,18703,55400.0,10000000.0
2014-07-30,5490,5590,5390,5540,26645,55400.0,10000000.0
2014-07-31,5650,5650,5280,5550,56720,55500.0,10000000.0
2014-08-01,5550,5600,5440,5560,1774,55600.0,10000000.0
2014-08-04,5610,5610,5450,5570,3951,55700.0,10000000.0
2014-08-05,5570,5640,5500,5550,10238,55500.0,10000000.0
2014-08-06,5620,5620,5510,5600,2110,56000.0,10000000.0
2014-08-07,5620,5620,5530,5590,1205,55900.0,10000000.0
2014-08-08,5670,5670,5520,5590,7250,55900.0,10000000.0
2014-08-11,5650,5740,5310,5480,8184,54800.0,10000000.0
2014-08-12,5490,5530,5410,5420,10406,54200.0,10000000.0
2014-08-13,5430,5570,5370,5440,2001,54400.0,10000000.0
2014-08-14,5520,5520,5370,5400,7088,54000.0,10000000.0
2014-08-18,5480,5490,5300,5390,8251,53900.0,10000000.0
2014-08-19,5260,5380,5260,5320,4404,53200.0,10000000.0
2014-08-20,5370,5380,5190,5310,13899,53100.0,10000000.0
2014-08-21,5300,5300,5120,5200,12496,52000.0,10000000.0
2014-08-22,5200,5290,4980,4980,42327,49800.0,10000000.0
2014-08-25,5030,5030,4875,4935,18074,49350.0,10000000.0
2014-08-26,5670,5670,5670,5670,42057,56700.0,10000000.0
2014-08-27,5800,6180,5710,5830,196214,58300.0,10000000.0
2014-08-28,5940,5940,5590,5620,47929,56200.0,10000000.0
2014-08-29,5700,5700,5400,5470,35382,54700.0,10000000.0
2014-09-01,5480,5480,5300,5390,24922,53900.0,10000000.0
2014-09-02,5400,5400,5350,5370,5096,53700.0,10000000.0
2014-09-03,5350,5450,5320,5450,7831,54500.0,10000000.0
2014-09-04,5440,5520,5400,5500,16334,55000.0,10000000.0
2014-09-05,5560,5560,5370,5450,15759,54500.0,10000000.0
2014-09-11,5490,5600,5400,5480,8848,54800.0,10000000.0
2014-09-12,5530,5530,5300,5390,16085,53900.0,10000000.0
2014-09-15,5320,5440,5290,5360,27862,53600.0,10000000.0
2014-09-16,5360,5390,5230,5360,12460,53600.0,10000000.0
2014-09-17,5380,5470,5340,5420,22713,54200.0,10000000.0
2014-09-18,5440,5480,5390,5440,3935,54400.0,10000000.0
2014-09-19,5480,5480,5350,5440,7345,54400.0,10000000.0
2014-09-22,5440,5470,5340,5340,7009,53400.0,10000000.0
2014-09-23,5340,5410,5250,5310,6747,53100.0,10000000.0
2014-09-24,5250,5370,5240,5300,3209,53000.0,10000000.0
2014-09-25,5420,5420,5240,5280,3789,52800.0,10000000.0
2014-09-26,5230,5250,4930,5090,39708,50900.0,10000000.0
2014-09-29,5140,5150,5050,5060,6114,50600.0,10000000.0
2014-09-30,4995,5070,4990,5020,8883,50200.0,10000000.0
2014-10-01,5160,5170,4915,5020,6823,50200.0,10000000.0
2014-10-02,5000,5000,4870,4930,6770,49300.0,10000000.0
2014-10-06,4950,5000,4850,4885,3719,48850.0,10000000.0
2014-10-07,4860,4985,4840,4980,5326,49800.0,10000000.0
2014-10-08,4950,5030,4840,4970,8650,49700.0,10000000.0
2014-10-10,4955,4955,4850,4945,4260,49450.0,10000000.0
2014-10-13,4945,4945,4690,4790,10896,47900.0,10000000.0
2014-10-14,4800,4835,4680,4735,5995,47350.0,10000000.0
2014-10-15,4700,4775,4680,4755,8180,47550.0,10000000.0
2014-10-16,4685,4720,4640,4720,5517,47200.0,10000000.0
2014-10-17,4745,4745,4625,4675,14908,46750.0,10000000.0
2014-10-20,4740,4780,4660,4780,9931,47800.0,10000000.0
2014-10-21,4735,4790,4695,4740,14553,47400.0,10000000.0
2014-10-22,4775,4970,4705,4885,23213,48850.0,10000000.0
2014-10-23,4885,4945,4860,4910,3983,49100.0,10000000.0
2014-10-24,4995,4995,4805,4895,8210,48950.0,10000000.0
2014-10-27,4865,4940,4750,4850,5322,48500.0,10000000.0
2014-10-28,4850,4850,4740,4760,2555,47600.0,10000000.0
2014-10-29,4800,4825,4685,4750,8423,47500.0,10000000.0
2014-10-30,4710,4800,4710,4775,6898,47750.0,10000000.0
2014-10-31,4800,4800,4690,4760,6646,47600.0,10000000.0
2014-11-03,4760,4800,4760,4795,4947,47950.0,10000000.0
2014-11-04,4800,4805,4650,4730,13018,47300.0,10000000.0
2014-11-05,4740,4795,4630,4795,8434,47950.0,10000000.0
2014-11-06,4800,4895,4700,4785,5373,47850.0,10000000.0
2014-11-07,4800,4880,4750,4845,6667,48450.0,10000000.0
2014-11-10,4850,4885,4770,4885,3424,48850.0,10000000.0
2014-11-11,4720,4900,4720,4835,11211,48350.0,10000000.0
2014-11-12,4845,5390,4845,5350,43642,53500.0,10000000.0
2014-11-13,5270,5400,5010,5310,27023,53100.0,10000000.0
2014-11-14,5330,5400,5170,5330,26051,53300.0,10000000.0
2014-11-17,5330,5330,5110,5230,10207,52300.0,10000000.0
2014-11-18,5250,5390,5140,5260,8722,52600.0,10000000.0
2014-11-19,5260,5320,5080,5320,15317,53200.0,10000000.0
2014-11-20,5280,5280,5090,5140,16819,51400.0,10000000.0
2014-11-21,5130,5170,5070,5170,15718,51700.0,10000000.0
2014-11-24,5090,5170,5050,5160,11817,51600.0,10000000.0
2014-11-25,5200,5230,5060,5130,11184,51300.0,10000000.0
2014-11-26,5090,5140,5060,5130,5757,51300.0,10000000.0
2014-11-27,5140,5190,5050,5130,14446,51300.0,10000000.0
2014-11-28,5130,5250,5070,5240,12516,52400.0,10000000.0
2014-12-01,5340,5340,5100,5190,8971,51900.0,10000000.0
2014-12-02,5060,5160,5040,5150,10585,51500.0,10000000.0
2014-12-03,5110,5190,5040,5140,12183,51400.0,10000000.0
2014-12-04,5100,5200,5080,5200,9690,52000.0,10000000.0
2014-12-05,5200,5230,5070,5170,11170,51700.0,10000000.0
2014-12-08,5170,5170,5050,5050,21000,50500.0,10000000.0
2014-12-09,5030,5100,4910,5020,6894,50200.0,10000000.0
2014-12-10,4995,5050,4870,4880,10585,48800.0,10000000.0
2014-12-11,4845,4850,4695,4830,25054,48300.0,10000000.0
2014-12-12,4800,4850,4715,4825,9176,48250.0,10000000.0
2014-12-15,4825,4825,4715,4775,3585,47750.0,10000000.0
2014-12-16,4750,4780,4715,4760,2629,47600.0,10000000.0
2014-12-17,4800,4820,4725,4800,2984,48000.0,10000000.0
2014-12-18,4850,4850,4600,4750,13598,47500.0,10000000.0
2014-12-19,4750,4835,4660,4800,6475,48000.0,10000000.0
2014-12-22,4780,4795,4675,4785,10151,47850.0,10000000.0
2014-12-23,4790,4800,4690,4780,8738,47800.0,10000000.0
2014-12-24,4775,4780,4730,4745,6038,47450.0,10000000.0
2014-12-26,4615,4865,4615,4845,8901,48450.0,10000000.0
2014-12-29,4835,4845,4745,4840,2678,48400.0,10000000.0
2014-12-30,4800,4840,4690,4760,12594,47600.0,10000000.0
2015-01-02,4735,4750,4670,4750,10444,47500.0,10000000.0
2015-01-05,4800,4800,4700,4735,4986,47350.0,10000000.0
2015-01-06,4735,4760,4650,4750,10317,47500.0,10000000.0
2015-01-07,4700,4745,4660,4705,8538,47050.0,10000000.0
2015-01-08,4750,4750,4670,4700,3299,47000.0,10000000.0
2015-01-09,4730,4750,4680,4700,16229,47000.0,10000000.0
2015-01-12,4705,4705,4660,4660,7185,46600.0,10000000.0
2015-01-13,4620,4710,4605,4700,11767,47000.0,10000000.0
2015-01-14,4750,4750,4650,4730,10986,47300.0,10000000.0
2015-01-15,4665,4750,4650,4685,12649,46850.0,10000000.0
2015-01-16,4685,4695,4620,4645,12304,46450.0,10000000.0
2015-01-19,4650,4650,4575,4575,17216,45750.0,10000000.0
2015-01-20,4575,4595,4500,4530,22581,45300.0,10000000.0
2015-01-21,4530,4605,4530,4580,20294,45800.0,10000000.0
2015-01-22,4590,4705,4580,4680,12644,46800.0,10000000.0
2015-01-23,4690,4840,4675,4830,17489,48300.0,10000000.0
2015-01-26,4815,4850,4785,4795,9362,47950.0,10000000.0
2015-01-27,4795,4805,4745,4795,18814,47950.0,10000000.0
2015-01-28,4805,5060,4785,5060,24541,50600.0,10000000.0
2015-01-29,5040,5090,4905,4960,16340,49600.0,10000000.0
2015-01-30,5000,5090,4925,5090,10999,50900.0,10000000.0
2015-02-02,5110,5110,4995,5030,7235,50300.0,10000000.0
2015-02-03,5040,5070,4965,4965,6567,49650.0,10000000.0
2015-02-04,5020,5060,4915,4960,16773,49600.0,10000000.0
2015-02-05,4950,4950,4850,4885,7413,48850.0,10000000.0
2015-02-06,4975,5100,4900,5100,29172,51000.0,10000000.0
2015-02-09,5140,5240,5100,5190,22686,51900.0,10000000.0
2015-02-10,5280,5280,5110,5190,10395,51900.0,10000000.0
2015-02-11,5180,5190,5090,5150,15627,51500.0,10000000.0
2015-02-12,5130,5170,5050,5050,9863,50500.0,10000000.0
2015-02-13,5180,5190,5040,5060,8284,50600.0,10000000.0
2015-02-16,5120,5120,4900,4960,24438,49600.0,10000000.0
2015-02-17,4960,5040,4900,5040,17701,50400.0,10000000.0
2015-02-23,5050,5090,4970,5010,9242,50100.0,10000000.0
2015-02-24,4960,5050,4960,5040,13034,50400.0,10000000.0
2015-02-25,5050,5160,5020,5050,11840,50500.0,10000000.0
2015-02-26,5050,5210,5000,5150,20316,51500.0,10000000.0
2015-02-27,5170,5550,5150,5400,68607,54000.0,10000000.0
2015-03-02,5400,5410,5260,5360,15722,53600.0,10000000.0
2015-03-03,5400,5400,5320,5360,39568,53600.0,10000000.0
2015-03-04,5440,5440,5190,5260,70564,52600.0,10000000.0
2015-03-05,5300,5380,5260,5370,22950,53700.0,10000000.0
2015-03-06,5310,5420,5300,5300,14535,53000.0,10000000.0
2015-03-09,5280,5350,5250,5350,11463,53500.0,10000000.0
2015-03-10,5300,5370,5160,5220,24603,52200.0,10000000.0
2015-03-11,5140,5340,5020,5320,24162,53200.0,10000000.0
2015-03-12,5240,5330,5170,5330,20976,53300.0,10000000.0
2015-03-13,5300,5360,5260,5360,10148,53600.0,10000000.0
2015-03-16,5310,5410,5290,5350,8789,53500.0,10000000.0
2015-03-17,5400,5400,5270,5270,19803,52700.0,10000000.0
2015-03-18,5410,5410,5210,5350,27214,53500.0,10000000.0
2015-03-19,5340,5370,5170,5170,21164,51700.0,10000000.0
2015-03-20,5190,5190,5050,5100,26385,51000.0,10000000.0
2015-03-23,5090,5140,5080,5130,7082,51300.0,10000000.0
2015-03-24,5170,5260,5050,5070,31892,50700.0,10000000.0
2015-03-25,5070,5170,5070,5120,14039,51200.0,10000000.0
2015-03-26,5140,5140,5010,5050,15646,50500.0,10000000.0
2015-03-27,5020,5050,4940,5030,23240,50300.0,10000000.0
2015-03-30,5040,5040,4970,5020,11976,50200.0,10000000.0
2015-03-31,5020,5050,4920,5010,15966,50100.0,10000000.0
2015-04-01,5030,5030,4940,5000,10401,50000.0,10000000.0
2015-04-02,5070,5120,4960,4985,13503,49850.0,10000000.0
2015-04-03,4970,5070,4955,5010,16348,50100.0,10000000.0
2015-04-06,5080,5080,4960,4980,12084,49800.0,10000000.0
2015-04-07,4985,5050,4960,5050,31603,50500.0,10000000.0
2015-04-08,5060,5150,5010,5150,35589,51500.0,10000000.0
2015-04-09,5150,5200,5100,5150,17043,51500.0,10000000.0
2015-04-10,5210,5210,5090,5190,13608,51900.0,10000000.0
2015-04-13,5200,5350,5160,5300,35529,53000.0,10000000.0
2015-04-14,5310,5330,5240,5280,38921,52800.0,10000000.0
2015-04-15,5260,5370,5260,5330,41669,53300.0,10000000.0
2015-04-16,5380,6120,5300,5930,452340,59300.0,10000000.0
2015-04-17,5800,5810,5580,5620,169189,56200.0,10000000.0
2015-04-20,5680,5680,5520,5620,47852,56200.0,10000000.0
2015-04-21,5620,5720,5580,5620,30737,56200.0,10000000.0
2015-04-22,5620,5660,5350,5370,53340,53700.0,10000000.0
2015-04-23,5400,5470,5300,5300,47084,53000.0,10000000.0
2015-04-24,5400,5480,5300,5460,27441,54600.0,10000000.0
2015-04-27,5460,5500,5390,5400,22576,54000.0,10000000.0
2015-04-28,5370,5690,5370,5420,18279,54200.0,10000000.0
2015-04-29,5480,5480,5260,5320,37498,53200.0,10000000.0
2015-04-30,5320,5360,5200,5340,27485,53400.0,10000000.0
2015-05-04,5340,5340,5110,5130,47623,51300.0,10000000.0
2015-05-06,5130,5260,4990,4990,54501,49900.0,10000000.0
2015-05-07,5090,5090,4880,4980,27937,49800.0,10000000.0
2015-05-08,4960,5010,4910,4920,16650,49200.0,10000000.0
2015-05-11,4920,4950,4860,4900,31298,49000.0,10000000.0
2015-05-12,4900,4925,4855,4900,21438,49000.0,10000000.0
2015-05-13,4865,4965,4865,4945,19241,49450.0,10000000.0
2015-05-14,4910,5020,4900,4965,13548,49650.0,10000000.0
2015-05-15,4995,4995,4900,4920,36618,49200.0,10000000.0
2015-05-18,4920,4950,4845,4850,29701,48500.0,10000000.0
2015-05-19,4810,4830,4705,4740,41264,47400.0,10000000.0
2015-05-20,4705,4900,4700,4835,22134,48350.0,10000000.0
2015-05-21,4835,4835,4750,4795,13207,47950.0,10000000.0
2015-05-22,4775,4835,4750,4750,21012,47500.0,10000000.0
2015-05-26,4895,4895,4755,4800,16014,48000.0,10000000.0
2015-05-27,4805,4805,4700,4730,25120,47300.0,10000000.0
2015-05-28,4820,4820,4700,4715,15645,47150.0,10000000.0
2015-05-29,4705,4800,4700,4745,25124,47450.0,10000000.0
2015-06-01,4795,4795,4720,4775,11004,47750.0,10000000.0
2015-06-02,4850,4850,4695,4785,21315,47850.0,10000000.0
2015-06-03,4790,4825,4700,4760,18369,47600.0,10000000.0
2015-06-04,4795,4795,4700,4780,8176,47800.0,10000000.0
2015-06-05,4725,4815,4720,4785,8427,47850.0,10000000.0
2015-06-08,4785,4800,4730,4770,14567,47700.0,10000000.0
2015-06-09,4770,4785,4720,4775,11066,47750.0,10000000.0
2015-06-10,4820,4920,4740,4890,25066,48900.0,10000000.0
2015-06-11,4950,4950,4850,4915,15292,49150.0,10000000.0
2015-06-12,4935,4935,4870,4915,8059,49150.0,10000000.0
2015-06-15,4915,4935,4800,4880,17076,48800.0,10000000.0
2015-06-16,4880,4895,4665,4750,22955,47500.0,10000000.0
2015-06-17,4830,4830,4710,4745,9976,47450.0,10000000.0
2015-06-18,4815,4890,4700,4890,17854,48900.0,10000000.0
2015-06-19,4900,4920,4815,4895,10320,48950.0,10000000.0
2015-06-22,4930,4930,4830,4875,8297,48750.0,10000000.0
2015-06-23,4795,4920,4780,4875,20776,48750.0,10000000.0
2015-06-24,4890,4890,4840,4880,10695,48800.0,10000000.0
2015-06-25,4890,4890,4810,4880,12215,48800.0,10000000.0
2015-06-26,4885,4925,4820,4875,19292,48750.0,10000000.0
2015-06-29,4815,4815,4710,4790,14369,47900.0,10000000.0
2015-06-30,4710,4850,4670,4830,33119,48300.0,10000000.0
2015-07-01,4735,4840,4735,4805,1781,48050.0,10000000.0
2015-07-02,4795,4800,4705,4800,19458,48000.0,10000000.0
2015-07-03,4800,4800,4695,4795,17739,47950.0,10000000.0
2015-07-06,4750,4795,4670,4670,14708,46700.0,10000000.0
2015-07-07,4655,4735,4610,4670,12500,46700.0,10000000.0
2015-07-08,4670,4730,4655,4665,13785,46650.0,10000000.0
2015-07-09,4730,4730,4535,4600,17780,46000.0,10000000.0
2015-07-10,4620,4740,4570,4680,4544,46800.0,10000000.0
2015-07-13,4680,4850,4670,4850,12975,48500.0,10000000.0
2015-07-14,4800,4845,4755,4780,5404,47800.0,10000000.0
2015-07-15,4825,4825,4640,4740,21584,47400.0,10000000.0
2015-07-16,4700,4745,4685,4690,7266,46900.0,10000000.0
2015-07-17,4690,4795,4680,4720,12479,47200.0,10000000.0
2015-07-20,4730,4870,4720,4850,25296,48500.0,10000000.0
2015-07-21,4800,4850,4780,4850,13712,48500.0,10000000.0
2015-07-22,4915,4925,4835,4915,16791,49150.0,10000000.0
2015-07-23,4915,4920,4795,4870,11518,48700.0,10000000.0
2015-07-24,4820,4870,4710,4800,23495,48000.0,10000000.0
2015-07-27,4730,4800,4700,4800,19807,48000.0,10000000.0
2015-07-28,4900,6240,4800,6240,3526933,62400.0,10000000.0
2015-07-29,6090,6140,5510,5510,1061570,55100.0,10000000.0
2015-07-30,5630,5750,5140,5140,401910,51400.0,10000000.0
2015-07-31,5160,6650,5130,5950,2963924,59500.0,10000000.0
2015-08-03,5840,7720,5760,7600,3267965,76000.0,10000000.0
2015-08-04,7420,7480,6840,6900,1100594,69000.0,10000000.0
2015-08-05,6940,8640,6730,7500,4302488,75000.0,10000000.0
2015-08-06,7550,8300,6950,7180,1659421,71800.0,10000000.0
2015-08-07,7280,7570,6890,6900,988789,69000.0,10000000.0
2015-08-10,6770,7050,6440,6650,500078,66500.0,10000000.0
2015-08-11,6650,6770,6260,6260,430268,62600.0,10000000.0
2015-08-12,6350,6950,5860,6140,717175,61400.0,10000000.0
2015-08-13,6280,6370,6090,6240,227901,62400.0,10000000.0
2015-08-17,6380,6480,6010,6010,218510,60100.0,10000000.0
2015-08-18,6010,6180,5590,5620,295522,56200.0,10000000.0
2015-08-19,5500,5900,5370,5600,226639,56000.0,10000000.0
2015-08-20,5680,5820,5290,5290,186670,52900.0,10000000.0
2015-08-21,4820,5090,4700,5000,347305,50000.0,10000000.0
2015-08-24,4860,5040,4715,4750,148112,47500.0,10000000.0
2015-08-25,4820,5020,4735,4970,88494,49700.0,10000000.0
2015-08-26,5070,5470,5010,5180,181514,51800.0,10000000.0
2015-08-27,5290,5300,5090,5100,124886,51000.0,10000000.0
2015-08-28,5180,5370,5060,5310,143919,53100.0,10000000.0
2015-08-31,5400,5520,5230,5230,102680,52300.0,10000000.0
2015-09-01,5290,5330,4975,5100,100582,51000.0,10000000.0
2015-09-02,4950,5080,4870,5030,123512,50300.0,10000000.0
2015-09-03,5120,5130,4905,4955,115254,49550.0,10000000.0
2015-09-04,5010,5020,4750,4785,122072,47850.0,10000000.0
2015-09-07,4770,5120,4770,4990,77305,49900.0,10000000.0
2015-09-08,5000,5120,4905,4970,73138,49700.0,10000000.0
2015-09-09,5090,5250,5000,5130,98490,51300.0,10000000.0
2015-09-10,5120,5140,5010,5140,68158,51400.0,10000000.0
2015-09-11,5100,6130,5100,5600,757429,56000.0,10000000.0
2015-09-14,5670,5770,5390,5630,185544,56300.0,10000000.0
2015-09-15,5680,5890,5530,5670,193428,56700.0,10000000.0
2015-09-16,5790,5790,5540,5680,126351,56800.0,10000000.0
2015-09-17,5680,5680,5380,5380,115641,53800.0,10000000.0
2015-09-18,5390,5720,5390,5450,94362,54500.0,10000000.0
2015-09-21,5370,5490,5290,5490,67591,54900.0,10000000.0
2015-09-22,5560,5560,5400,5450,75810,54500.0,10000000.0
2015-09-23,5430,5840,5410,5730,196311,57300.0,10000000.0
2015-09-24,5850,6530,5720,6100,532975,61000.0,10000000.0
2015-09-25,6100,6100,5760,5820,135564,58200.0,10000000.0
2015-09-30,5880,5880,5570,5680,112513,56800.0,10000000.0
2015-10-01,5730,5740,5530,5610,93302,56100.0,10000000.0
2015-10-02,5630,6030,5590,6030,122801,60300.0,10000000.0
2015-10-05,6120,6480,5830,5830,248371,58300.0,10000000.0
2015-10-06,5960,6050,5810,5950,68457,59500.0,10000000.0
2015-10-07,5990,6330,5950,6060,182261,60600.0,10000000.0
2015-10-08,6030,6350,5960,6040,159730,60400.0,10000000.0
2015-10-12,6050,6230,5910,6140,70806,61400.0,10000000.0
2015-10-13,6190,6200,5970,6000,58455,60000.0,10000000.0
2015-10-14,5950,6060,5750,5790,93924,57900.0,10000000.0
2015-10-15,5780,5940,5700,5910,45237,59100.0,10000000.0
2015-10-16,5930,6040,5760,5760,55932,57600.0,10000000.0
2015-10-19,5710,5890,5600,5600,46892,56000.0,10000000.0
2015-10-20,5580,5730,5510,5660,55139,56600.0,10000000.0
2015-10-21,5680,5740,5620,5670,16353,56700.0,10000000.0
2015-10-22,5670,5670,5340,5450,82268,54500.0,10000000.0
2015-10-23,5450,5620,5380,5500,75862,55000.0,10000000.0
2015-10-26,5520,5670,5520,5660,27265,56600.0,10000000.0
2015-10-27,5660,5750,5660,5710,23232,57100.0,10000000.0
2015-10-28,5790,5980,5740,5830,90375,58300.0,10000000.0
2015-10-29,5800,5930,5570,5570,43556,55700.0,10000000.0
2015-10-30,5530,5700,5460,5600,41615,56000.0,10000000.0
2015-11-02,5600,5640,5390,5390,31395,53900.0,10000000.0
2015-11-03,5400,5550,5260,5440,59181,54400.0,10000000.0
2015-11-04,5440,5580,5340,5440,27224,54400.0,10000000.0
2015-11-05,5360,5460,5260,5310,50619,53100.0,10000000.0
2015-11-06,5310,5410,5180,5350,27492,53500.0,10000000.0
2015-11-09,5360,5390,5180,5330,40087,53300.0,10000000.0
2015-11-10,5300,5330,5210,5250,17840,52500.0,10000000.0
2015-11-11,5100,5280,5100,5130,39278,51300.0,10000000.0
2015-11-12,5120,5450,5070,5450,36073,54500.0,10000000.0
2015-11-13,5330,5440,5200,5200,43085,52000.0,10000000.0
2015-11-16,5100,5250,5050,5190,32389,51900.0,10000000.0
2015-11-17,5250,5290,4930,5080,87152,50800.0,10000000.0
2015-11-18,5060,5140,4975,5030,37360,50300.0,10000000.0
2015-11-19,5030,5230,5030,5210,24283,52100.0,10000000.0
2015-11-20,5100,5290,5090,5180,26199,51800.0,10000000.0
2015-11-23,5190,5210,5100,5170,27499,51700.0,10000000.0
2015-11-24,5240,5720,5220,5490,226448,54900.0,10000000.0
2015-11-25,5490,5490,5290,5350,43189,53500.0,10000000.0
2015-11-26,5350,5350,5200,5270,34995,52700.0,10000000.0
2015-11-27,5270,5400,5220,5350,40721,53500.0,10000000.0
2015-11-30,5450,5450,5170,5220,21489,52200.0,10000000.0
2015-12-01,5150,5230,5040,5070,57716,50700.0,10000000.0
2015-12-02,5200,5200,5020,5170,21678,51700.0,10000000.0
2015-12-03,5130,5240,5040,5150,22399,51500.0,10000000.0
2015-12-04,5090,5200,5040,5150,28802,51500.0,10000000.0
2015-12-07,5150,5210,5060,5100,28107,51000.0,10000000.0
2015-12-08,5100,5180,4970,5160,39346,51600.0,10000000.0
2015-12-09,5090,5200,5090,5130,20166,51300.0,10000000.0
2015-12-10,5160,5820,5160,5500,470455,55000.0,10000000.0
2015-12-11,5500,5550,5310,5390,57937,53900.0,10000000.0
2015-12-14,5400,5430,5100,5260,86670,52600.0,10000000.0
2015-12-15,5120,5290,5120,5180,29411,51800.0,10000000.0
2015-12-16,5260,5280,5140,5180,56214,51800.0,10000000.0
2015-12-17,5210,5390,5210,5340,28205,53400.0,10000000.0
2015-12-18,5340,5520,5260,5520,58874,55200.0,10000000.0
2015-12-21,5490,5490,5330,5450,37019,54500.0,10000000.0
2015-12-22,5410,5520,5360,5390,47243,53900.0,10000000.0
2015-12-23,5360,5570,5300,5410,38371,54100.0,10000000.0
2015-12-24,5410,5520,5270,5340,53428,53400.0,10000000.0
2015-12-28,5270,5480,5220,5250,50710,52500.0,10000000.0
2015-12-29,5250,5340,5160,5310,38805,53100.0,10000000.0
2015-12-30,5310,5370,5230,5320,41849,53200.0,10000000.0
2016-01-04,5290,5310,5100,5110,84161,51100.0,10000000.0
2016-01-05,4960,5160,4960,5030,56470,50300.0,10000000.0
2016-01-06,5040,5130,4970,5020,55862,50200.0,10000000.0
2016-01-07,5010,5090,4940,4990,42210,49900.0,10000000.0
2016-01-08,4970,4970,4830,4930,43751,49300.0,10000000.0
2016-01-11,4870,5090,4850,4950,22310,49500.0,10000000.0
2016-01-12,4950,5060,4925,4950,15700,49500.0,10000000.0
2016-01-13,4925,5040,4925,5030,18688,50300.0,10000000.0
2016-01-14,5000,5030,4900,4930,19107,49300.0,10000000.0
2016-01-15,4830,4990,4785,4880,51644,48800.0,10000000.0
2016-01-18,4800,4865,4735,4790,31233,47900.0,10000000.0
2016-01-19,4930,5170,4775,4850,29228,48500.0,10000000.0
2016-01-20,4845,4995,4595,4670,45806,46700.0,10000000.0
2016-01-21,4585,4720,4545,4550,51232,45500.0,10000000.0
2016-01-22,4555,4645,4550,4590,17751,45900.0,10000000.0
2016-01-25,4700,4700,4565,4670,23464,46700.0,10000000.0
2016-01-26,4580,4690,4580,4665,11878,46650.0,10000000.0
2016-01-27,4665,4790,4610,4730,23316,47300.0,10000000.0
2016-01-28,4770,4790,4705,4775,10322,47750.0,10000000.0
