플랜티넷(075130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-10-25,31650,31800,30450,31000,47318,277760.0,4480000.0
2005-10-26,31500,33050,31200,32850,102056,294336.0,4480000.0
2005-10-27,33250,33450,31550,31550,43458,282688.0,4480000.0
2005-10-28,30800,31450,30150,30600,43553,274176.0,4480000.0
2005-10-31,30750,31350,30350,31100,36067,278656.0,4480000.0
2005-11-01,30750,31100,30000,30250,50193,271040.0,4480000.0
2005-11-02,30000,30650,29850,29850,55253,267456.0,4480000.0
2005-11-03,30150,31050,30150,30200,57472,270592.0,4480000.0
2005-11-04,30600,33900,30550,33200,135369,297472.0,4480000.0
2005-11-07,33700,35100,33250,34500,87912,309120.0,4480000.0
2005-11-08,34800,35500,34300,35200,76615,315392.0,4480000.0
2005-11-09,35000,35350,34500,35000,107331,313600.0,4480000.0
2005-11-10,35050,36850,35050,35650,95104,319424.0,4480000.0
2005-11-11,33700,33700,30350,31150,237490,279104.0,4480000.0
2005-11-14,30800,31450,29750,31150,73505,279104.0,4480000.0
2005-11-15,30600,31750,30100,30850,126090,276416.0,4480000.0
2005-11-16,31000,31250,30900,31100,42008,278656.0,4480000.0
2005-11-17,30900,31600,30850,30850,39521,276416.0,4480000.0
2005-11-18,31050,31400,30550,30550,45939,273728.0,4480000.0
2005-11-21,30550,31200,30400,30650,42492,274624.0,4480000.0
2005-11-22,30500,30900,30500,30650,32915,274624.0,4480000.0
2005-11-23,30850,35200,30750,34500,97357,309120.0,4480000.0
2005-11-24,34500,35000,32550,33000,50475,295680.0,4480000.0
2005-11-25,33100,33300,32050,32450,41745,290752.0,4480000.0
2005-11-28,32150,32550,31000,31050,47314,278208.0,4480000.0
2005-11-29,30900,32400,30700,31250,50400,280000.0,4480000.0
2005-11-30,32100,33600,31950,32500,77526,291200.0,4480000.0
2005-12-01,32250,33050,32100,33050,46263,296128.0,4480000.0
2005-12-02,33350,33450,32250,32400,43456,290304.0,4480000.0
2005-12-05,32400,33250,32400,33000,26785,295680.0,4480000.0
2005-12-06,32800,33500,31400,31500,64277,282240.0,4480000.0
2005-12-07,31150,32100,30850,30850,31029,276416.0,4480000.0
2005-12-08,31000,31450,29800,30200,34899,270592.0,4480000.0
2005-12-09,29550,30850,29550,29750,28056,266560.0,4480000.0
2005-12-12,29600,30400,29600,30250,20120,271040.0,4480000.0
2005-12-13,30000,31500,30000,31450,32823,281792.0,4480000.0
2005-12-14,31300,31600,31100,31400,14969,281344.0,4480000.0
2005-12-15,31300,31750,30000,30050,30835,269248.0,4480000.0
2005-12-16,29000,30200,28050,29250,80740,262080.0,4480000.0
2005-12-19,29250,29250,28000,28800,99520,258048.0,4480000.0
2005-12-20,28650,29200,28300,28550,66803,255808.0,4480000.0
2005-12-21,28550,30750,28550,30350,86700,271936.0,4480000.0
2005-12-22,30350,31400,30050,30750,57877,275520.0,4480000.0
2005-12-23,29950,30900,29950,30100,27238,269696.0,4480000.0
2005-12-26,30100,30500,29550,30000,33257,268800.0,4480000.0
2005-12-27,29950,31600,29950,31000,31903,277760.0,4480000.0
2005-12-28,30400,31000,30000,30050,14614,269248.0,4480000.0
2005-12-29,30000,31150,29750,30950,23573,277312.0,4480000.0
2006-01-02,30600,31250,30350,30350,20937,271936.0,4480000.0
2006-01-03,30250,30500,29500,29800,29174,267008.0,4480000.0
2006-01-04,29800,30400,29300,29300,34452,262528.0,4480000.0
2006-01-05,29150,29750,28650,28750,42399,257600.0,4480000.0
2006-01-06,28600,29200,28600,28750,33782,257600.0,4480000.0
2006-01-09,28800,29800,28750,28750,52059,257600.0,4480000.0
2006-01-10,28850,30100,28850,29500,49154,264320.0,4480000.0
2006-01-11,29150,29650,28050,28050,53453,251328.0,4480000.0
2006-01-12,28300,28350,26250,26250,91651,235200.0,4480000.0
2006-01-13,25800,26000,22500,23250,197304,208320.0,4480000.0
2006-01-16,23000,24400,23000,23500,78118,210560.0,4480000.0
2006-01-17,23500,24300,23500,23500,60481,210560.0,4480000.0
2006-01-18,23475,23925,21500,22875,77560,204960.0,4480000.0
2006-01-19,22875,24400,22875,23250,65165,208320.0,4480000.0
2006-01-20,23850,23975,22300,22500,44728,201600.0,4480000.0
2006-01-23,21000,21900,19125,19225,73876,172256.0,4480000.0
2006-01-24,19300,19900,17250,19050,73992,170688.0,4480000.0
2006-01-25,19075,19600,17625,18225,138599,163296.0,4480000.0
2006-01-26,18900,20950,18750,20950,202237,187712.0,4480000.0
2006-01-27,21000,22700,20500,22650,106655,202944.0,4480000.0
2006-01-31,22650,22950,21775,21900,64520,196224.0,4480000.0
2006-02-01,21500,21800,19550,20825,64323,186592.0,4480000.0
2006-02-02,21000,21250,19750,19950,66478,178752.0,4480000.0
2006-02-03,18800,20425,18800,20400,64042,182784.0,4480000.0
2006-02-06,19700,20250,19400,19900,38836,178304.0,4480000.0
2006-02-07,19750,20250,19500,19600,25188,175616.0,4480000.0
2006-02-08,19750,19900,18800,18800,41854,168448.0,4480000.0
2006-02-09,18950,19900,18825,19500,32221,174720.0,4480000.0
2006-02-10,19325,19850,18925,19175,21376,171808.0,4480000.0
2006-02-13,19300,20100,19150,19850,36445,177856.0,4480000.0
2006-02-14,19875,20000,19100,19600,29056,175616.0,4480000.0
2006-02-15,19800,19900,19300,19450,21135,174272.0,4480000.0
2006-02-16,19250,19550,19250,19300,18399,172928.0,4480000.0
2006-02-17,19325,19675,19150,19450,25901,174272.0,4480000.0
2006-02-20,19150,20750,19150,20675,33994,185248.0,4480000.0
2006-02-21,20700,20950,20200,20775,18696,186144.0,4480000.0
2006-02-22,20775,21325,20275,21125,36163,189280.0,4480000.0
2006-02-23,21125,22375,21125,21650,52099,193984.0,4480000.0
2006-02-24,22125,22700,21900,22650,47812,202944.0,4480000.0
2006-02-27,22500,22925,22000,22450,34779,201152.0,4480000.0
2006-02-28,22300,22650,22250,22600,24492,202496.0,4480000.0
2006-03-02,22600,23150,22150,23150,41648,207424.0,4480000.0
2006-03-03,23150,23150,21900,21950,32943,196672.0,4480000.0
2006-03-06,21650,22250,21650,21900,13347,196224.0,4480000.0
2006-03-07,21700,22075,21000,21250,52129,190400.0,4480000.0
2006-03-08,20850,21750,20850,21350,45486,191296.0,4480000.0
2006-03-09,21350,23200,21350,22250,44282,199360.0,4480000.0
2006-03-10,22700,23100,22275,22775,57060,204064.0,4480000.0
2006-03-13,23250,24800,23100,23250,75793,208320.0,4480000.0
2006-03-14,24000,24350,23550,24150,39723,216384.0,4480000.0
2006-03-15,24650,27000,24250,25000,154841,224000.0,4480000.0
2006-03-16,24250,25000,24000,24000,28128,215040.0,4480000.0
2006-03-17,24500,24500,22550,23800,44759,213248.0,4480000.0
2006-03-20,23375,23750,23200,23300,31559,208768.0,4480000.0
2006-03-21,23500,24850,23500,24250,38922,217280.0,4480000.0
2006-03-22,24000,24650,23650,23850,26349,213696.0,4480000.0
2006-03-23,24000,24825,24000,24500,22220,219520.0,4480000.0
2006-03-24,24200,24700,24050,24500,26562,219520.0,4480000.0
2006-03-27,24500,24725,24300,24500,32222,219520.0,4480000.0
2006-03-28,24500,24900,24350,24350,16983,218176.0,4480000.0
2006-03-29,24000,24500,24000,24400,18069,218624.0,4480000.0
2006-03-30,24675,26500,24675,26250,62526,235200.0,4480000.0
2006-03-31,26000,26700,25750,26450,30944,236992.0,4480000.0
2006-04-03,26800,26800,25250,25400,78831,227584.0,4480000.0
2006-04-04,26300,27800,26300,26900,104466,120512.0,4480000.0
2006-04-05,27250,29000,27200,28000,108902,125440.0,4480000.0
2006-04-06,28500,28700,27900,27950,81506,125216.0,4480000.0
2006-04-07,28450,29200,28450,29150,66440,130592.0,4480000.0
2006-04-10,29300,29300,28400,29200,97870,130816.0,4480000.0
2006-04-11,29200,29300,28700,29050,30301,130144.0,4480000.0
2006-04-12,29100,29700,29100,29300,52957,131264.0,4480000.0
2006-04-13,29150,29550,28550,28900,35022,129472.0,4480000.0
2006-04-14,29100,29400,27800,28500,45481,127680.0,4480000.0
2006-04-17,28900,28950,28150,28450,37850,127456.0,4480000.0
2006-04-18,27750,28500,27350,27400,45163,122752.0,4480000.0
2006-04-19,27500,27900,26700,27400,65690,122752.0,4480000.0
2006-04-20,26800,27500,25900,26800,57445,120064.0,4480000.0
2006-04-21,26500,26950,26100,26200,27065,117376.0,4480000.0
2006-04-24,25500,25700,24100,24150,74258,108192.0,4480000.0
2006-04-25,23300,24600,23000,24000,41822,107520.0,4480000.0
2006-04-26,24500,24600,23550,23700,22007,106176.0,4480000.0
2006-04-27,23500,25200,23500,24050,35174,107744.0,4480000.0
2006-04-28,23700,24050,22250,22650,78303,202944.0,8960000.0
2006-05-02,22200,22500,20300,22250,107255,199360.0,8960000.0
2006-05-03,22000,22350,20600,20650,87151,185024.0,8960000.0
2006-05-04,21000,21650,20300,20600,104994,184576.0,8960000.0
2006-05-08,20900,21200,20050,20050,89166,179648.0,8960000.0
2006-05-09,20000,20000,18750,19250,150453,172480.0,8960000.0
2006-05-10,19250,22000,19250,21250,177830,190400.0,8960000.0
2006-05-11,21500,22350,21050,21200,90324,189952.0,8960000.0
2006-05-12,21100,21650,20350,21300,66692,190848.0,8960000.0
2006-05-15,20950,21300,20650,21000,45440,188160.0,8960000.0
2006-05-16,21100,21250,18850,19300,132770,172928.0,8960000.0
2006-05-17,19000,20450,18650,20450,68609,183232.0,8960000.0
2006-05-18,19500,19950,19050,19150,69463,171584.0,8960000.0
2006-05-19,18500,19700,18500,19500,71932,174720.0,8960000.0
2006-05-22,19500,19800,18550,18650,61394,167104.0,8960000.0
2006-05-23,18450,18600,17850,17900,54639,160384.0,8960000.0
2006-05-24,17900,17900,16500,17000,93394,152320.0,8960000.0
2006-05-25,17000,17150,16150,16150,72007,144704.0,8960000.0
2006-05-26,16350,17000,16350,16550,124298,148288.0,8960000.0
2006-05-29,16700,16900,15300,16400,149971,146944.0,8960000.0
2006-05-30,16400,17400,16000,16000,246392,143360.0,8960000.0
2006-06-01,15700,16100,15350,15600,127021,139776.0,8960000.0
2006-06-02,16250,16250,15400,15600,72872,139776.0,8960000.0
2006-06-05,16350,16400,15400,15450,118721,138432.0,8960000.0
2006-06-07,15000,15050,13800,14150,130632,126784.0,8960000.0
2006-06-08,14200,14600,13500,14350,91083,128576.0,8960000.0
2006-06-09,14300,15350,14300,15000,58885,134400.0,8960000.0
2006-06-12,15150,15500,14700,15350,59665,137536.0,8960000.0
2006-06-13,15350,15350,14050,14200,80997,127232.0,8960000.0
2006-06-14,14200,14450,14100,14200,53807,127232.0,8960000.0
2006-06-15,14650,14650,14000,14100,72680,126336.0,8960000.0
2006-06-16,14250,16200,13900,15100,382675,135296.0,8960000.0
2006-06-19,14800,15200,14200,14950,118845,133952.0,8960000.0
2006-06-20,14700,14850,13000,13500,148331,120960.0,8960000.0
2006-06-21,13700,13850,13000,13350,101391,119616.0,8960000.0
2006-06-22,13950,13950,13150,13150,75231,117824.0,8960000.0
2006-06-23,12900,13100,12600,12750,60546,114240.0,8960000.0
2006-06-26,13300,14000,13050,13300,171443,119168.0,8960000.0
2006-06-27,13500,13600,13050,13150,54932,117824.0,8960000.0
2006-06-28,12750,12950,12300,12700,77343,113792.0,8960000.0
2006-06-29,13000,13200,12750,13050,106735,116928.0,8960000.0
2006-06-30,13400,13450,12900,13000,245379,116480.0,8960000.0
2006-07-03,13050,13450,13050,13400,150859,120064.0,8960000.0
2006-07-04,13800,14350,13400,13900,314089,124544.0,8960000.0
2006-07-05,13300,15950,13100,15950,543979,142912.0,8960000.0
2006-07-06,16550,17650,15800,16200,1113666,145152.0,8960000.0
2006-07-07,16300,16700,15550,16450,444157,147392.0,8960000.0
2006-07-10,16250,16700,15800,16000,386132,143360.0,8960000.0
2006-07-11,16000,16050,15150,15200,286229,136192.0,8960000.0
2006-07-12,15500,16350,15450,15600,291292,139776.0,8960000.0
2006-07-13,15450,16450,15300,16200,226767,145152.0,8960000.0
2006-07-14,15900,16850,15500,16300,305707,146048.0,8960000.0
2006-07-18,16300,16950,14800,15000,262268,134400.0,8960000.0
2006-07-19,15000,15600,14500,14600,155487,130816.0,8960000.0
2006-07-20,15200,15350,14800,14800,115527,132608.0,8960000.0
2006-07-21,14650,15500,14650,15500,114041,138880.0,8960000.0
2006-07-24,15500,16050,15300,15800,136982,141568.0,8960000.0
2006-07-25,16100,16200,15600,15600,85184,139776.0,8960000.0
2006-07-26,15650,17850,15600,17000,479585,152320.0,8960000.0
2006-07-27,17350,17550,16700,16750,177250,150080.0,8960000.0
2006-07-28,17100,17750,16900,16900,316186,151424.0,8960000.0
2006-07-31,17300,17450,16450,16750,149589,150080.0,8960000.0
2006-08-01,16900,17250,16500,17100,152129,153216.0,8960000.0
2006-08-02,17000,17200,16600,16600,120793,148736.0,8960000.0
2006-08-03,16750,17250,16300,16700,173417,149632.0,8960000.0
2006-08-04,16950,18050,16950,17700,386841,158592.0,8960000.0
2006-08-07,17850,18400,17700,17800,226035,159488.0,8960000.0
2006-08-08,17850,18100,17400,17650,90631,158144.0,8960000.0
2006-08-09,17550,17550,16900,17250,140831,154560.0,8960000.0
2006-08-10,17050,17550,16750,17100,99206,153216.0,8960000.0
2006-08-11,17150,17900,17150,17550,128744,157248.0,8960000.0
2006-08-14,17900,18400,17600,17650,153734,158144.0,8960000.0
2006-08-16,17900,17950,17200,17400,98314,155904.0,8960000.0
2006-08-17,17500,17650,17150,17200,78038,154112.0,8960000.0
2006-08-18,17200,17400,16600,16800,118974,150528.0,8960000.0
2006-08-21,16950,17450,16700,16850,146583,150976.0,8960000.0
2006-08-22,16950,17050,16450,16600,92816,148736.0,8960000.0
2006-08-23,17400,18650,17300,18000,396001,161280.0,8960000.0
2006-08-24,18150,18450,17700,18000,125445,161280.0,8960000.0
2006-08-25,18200,18550,18000,18450,152247,165312.0,8960000.0
2006-08-28,18700,19750,18550,19200,214963,172032.0,8960000.0
2006-08-29,19600,19600,18750,19050,154693,170688.0,8960000.0
2006-08-30,19100,19200,18400,18650,142359,167104.0,8960000.0
2006-08-31,19200,20450,19100,20350,543463,182336.0,8960000.0
2006-09-01,20450,21500,19850,20800,233777,186368.0,8960000.0
2006-09-04,21200,22050,21000,21200,208985,189952.0,8960000.0
2006-09-05,21250,21450,20750,20750,81252,185920.0,8960000.0
2006-09-06,21300,21650,20850,21400,145984,191744.0,8960000.0
2006-09-07,21050,21500,20950,20950,62571,187712.0,8960000.0
2006-09-08,21000,23000,20850,21950,243704,196672.0,8960000.0
2006-09-11,21600,22200,21500,21800,96802,195328.0,8960000.0
2006-09-12,21800,21950,20100,20900,117093,187264.0,8960000.0
2006-09-13,20950,21200,20100,20100,129168,180096.0,8960000.0
2006-09-14,20300,21050,19700,20650,158737,185024.0,8960000.0
2006-09-15,20650,21400,20650,21400,112057,191744.0,8960000.0
2006-09-18,21850,22050,21400,21400,125341,191744.0,8960000.0
2006-09-19,21400,21850,21200,21250,83341,190400.0,8960000.0
2006-09-20,21250,21250,20650,20900,65911,187264.0,8960000.0
2006-09-21,21250,21650,20750,20750,85864,185920.0,8960000.0
2006-09-22,20750,20750,19750,20150,86362,180544.0,8960000.0
2006-09-25,19150,20200,19150,20150,79626,180544.0,8960000.0
2006-09-26,20300,20350,19250,19350,74917,173376.0,8960000.0
2006-09-27,19400,19500,18550,18750,113468,168000.0,8960000.0
2006-09-28,18900,19200,18500,19150,168462,171584.0,8960000.0
2006-09-29,19000,19200,18650,18900,81032,169344.0,8960000.0
2006-10-02,19100,19700,18700,19250,118394,172480.0,8960000.0
2006-10-04,19150,19150,18500,18500,84595,165760.0,8960000.0
2006-10-09,18450,18600,15750,16000,204170,143360.0,8960000.0
2006-10-10,16350,17800,16000,17000,284078,152320.0,8960000.0
2006-10-11,17050,17300,16500,17000,114052,152320.0,8960000.0
2006-10-12,16850,18100,16850,17950,97697,160832.0,8960000.0
2006-10-13,18500,18500,18000,18050,69010,161728.0,8960000.0
2006-10-16,18100,18850,18050,18550,70536,166208.0,8960000.0
2006-10-17,18900,18900,17850,18250,61934,163520.0,8960000.0
2006-10-18,18300,18300,17700,17800,164078,159488.0,8960000.0
2006-10-19,17950,18050,17400,17400,110289,155904.0,8960000.0
2006-10-20,17600,17600,17350,17350,70975,155456.0,8960000.0
2006-10-23,17450,17750,17000,17600,295995,157696.0,8960000.0
2006-10-24,17850,17850,17100,17150,142051,153664.0,8960000.0
2006-10-25,17200,17350,16700,16700,108408,149632.0,8960000.0
2006-10-26,16800,16950,16400,16400,85817,146944.0,8960000.0
2006-10-27,16550,16850,16400,16400,166554,146944.0,8960000.0
2006-10-30,16200,16250,15400,15500,170559,138880.0,8960000.0
2006-10-31,15500,15650,14750,15300,287851,137088.0,8960000.0
2006-11-01,15450,16600,15400,16400,358188,146944.0,8960000.0
2006-11-02,16350,16600,16150,16450,114508,147392.0,8960000.0
2006-11-03,16450,16500,16000,16450,123985,147392.0,8960000.0
2006-11-06,16300,16450,16100,16400,57596,146944.0,8960000.0
2006-11-07,16400,16600,16300,16550,177607,148288.0,8960000.0
2006-11-08,17500,17700,17000,17000,384815,152320.0,8960000.0
2006-11-09,17300,18100,17300,18100,354473,162176.0,8960000.0
2006-11-10,18000,18500,17700,18200,184742,163072.0,8960000.0
2006-11-13,18050,18300,17650,17850,76943,159936.0,8960000.0
2006-11-14,17850,18200,17800,18000,110410,161280.0,8960000.0
2006-11-15,18200,18900,18100,18500,172473,165760.0,8960000.0
2006-11-16,18650,18700,17700,17750,150449,159040.0,8960000.0
2006-11-17,17600,17900,17150,17500,82097,156800.0,8960000.0
2006-11-20,17500,17800,17100,17200,82381,154112.0,8960000.0
2006-11-21,17200,17350,16650,16700,107623,149632.0,8960000.0
2006-11-22,16700,17500,16700,17300,99491,155008.0,8960000.0
2006-11-23,17300,17900,17100,17900,97676,160384.0,8960000.0
2006-11-24,17900,18600,17700,18300,185286,163968.0,8960000.0
2006-11-27,18200,18550,17900,18000,68346,161280.0,8960000.0
2006-11-28,17800,17800,17150,17400,206064,155904.0,8960000.0
2006-11-29,17300,17800,17150,17800,98492,159488.0,8960000.0
2006-11-30,17700,17950,17350,17350,65573,155456.0,8960000.0
2006-12-01,17550,17850,17250,17400,138230,155904.0,8960000.0
2006-12-04,17400,17500,16700,17000,116681,152320.0,8960000.0
2006-12-05,17050,17300,16900,16900,55521,151424.0,8960000.0
2006-12-06,16900,17100,16150,16300,102653,146048.0,8960000.0
2006-12-07,16300,16550,16000,16000,72060,143360.0,8960000.0
2006-12-08,16000,16100,15300,15450,96021,138432.0,8960000.0
2006-12-11,15450,15700,15450,15500,43299,138880.0,8960000.0
2006-12-12,15400,15600,14950,15100,65218,135296.0,8960000.0
2006-12-13,14850,15450,14850,15300,39408,137088.0,8960000.0
2006-12-14,15200,16350,15100,16000,91090,143360.0,8960000.0
2006-12-15,16200,16350,15800,16000,50347,143360.0,8960000.0
2006-12-18,16400,16750,16250,16350,80308,146496.0,8960000.0
2006-12-19,16200,16500,16050,16400,51339,146944.0,8960000.0
2006-12-20,16250,16750,16100,16500,87988,147840.0,8960000.0
2006-12-21,16300,16750,16300,16500,45203,147840.0,8960000.0
2006-12-22,16500,16600,15850,16250,60688,145600.0,8960000.0
2006-12-26,16000,16400,15500,15500,49480,138880.0,8960000.0
2006-12-27,15500,15900,15500,15500,42226,138880.0,8960000.0
2006-12-28,15550,16200,15550,16200,34450,145152.0,8960000.0
2007-01-02,16200,16450,16200,16250,22907,145600.0,8960000.0
2007-01-03,16200,16400,15750,15750,40148,141120.0,8960000.0
2007-01-04,15750,15950,15200,15350,77841,137536.0,8960000.0
2007-01-05,15450,15500,15050,15250,50436,136640.0,8960000.0
2007-01-08,15200,15250,14600,14650,72611,131264.0,8960000.0
2007-01-09,14650,15200,14650,15200,65807,136192.0,8960000.0
2007-01-10,15200,15400,14650,14750,55431,132160.0,8960000.0
2007-01-11,15100,15100,14750,14750,47905,132160.0,8960000.0
2007-01-12,15000,16500,14900,16400,139341,146944.0,8960000.0
2007-01-15,16200,16300,15850,16200,47535,145152.0,8960000.0
2007-01-16,16100,16300,15650,15700,52445,140672.0,8960000.0
2007-01-17,15550,15650,15250,15500,30924,138880.0,8960000.0
2007-01-18,15450,16050,15300,15900,70820,142464.0,8960000.0
2007-01-19,15600,15600,14700,14800,116917,132608.0,8960000.0
2007-01-22,15000,15050,13800,14000,94068,125440.0,8960000.0
2007-01-23,13900,13950,13100,13400,154691,120064.0,8960000.0
2007-01-24,13450,14200,13450,14000,153952,125440.0,8960000.0
2007-01-25,14700,14700,14050,14100,222004,126336.0,8960000.0
2007-01-26,14000,14000,13550,13750,103393,123200.0,8960000.0
2007-01-29,13750,14100,13650,13700,90249,122752.0,8960000.0
2007-01-30,13700,14000,13400,13450,82156,120512.0,8960000.0
2007-01-31,13500,13700,13150,13200,65156,118272.0,8960000.0
2007-02-01,13250,13500,12950,13450,60660,120512.0,8960000.0
2007-02-02,13550,14550,13500,14150,137414,126784.0,8960000.0
2007-02-05,14200,14550,14100,14400,61878,129024.0,8960000.0
2007-02-06,14550,14900,14100,14800,146991,132608.0,8960000.0
2007-02-07,14700,15150,14650,14750,89881,132160.0,8960000.0
2007-02-08,14800,15350,14800,15200,75946,136192.0,8960000.0
2007-02-09,15150,15350,14500,14550,65596,130368.0,8960000.0
2007-02-12,14550,14600,14150,14500,51234,129920.0,8960000.0
2007-02-13,14350,15100,14300,14900,50861,133504.0,8960000.0
2007-02-14,15100,15650,15100,15500,97040,138880.0,8960000.0
