대한과학(131220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-10,7750,7910,7490,7500,87991,48117.0,6415583.0
2015-03-11,7480,7620,7230,7500,107077,48117.0,6415583.0
2015-03-12,7600,8070,7560,7750,124197,49721.0,6415583.0
2015-03-13,7790,8120,7790,7860,131859,50426.0,6415583.0
2015-03-16,7850,8070,7810,7840,73198,50298.0,6415583.0
2015-03-17,7840,8020,7680,7770,104871,49849.0,6415583.0
2015-03-18,7780,8350,7600,8020,226376,51453.0,6415583.0
2015-03-19,8020,8340,7950,8150,116307,52287.0,6415583.0
2015-03-20,8150,8640,8150,8350,183368,53570.0,6415583.0
2015-03-23,8470,8560,8100,8290,102648,53185.0,6415583.0
2015-03-24,8320,8390,8140,8200,71525,52608.0,6415583.0
2015-03-25,8240,8360,8060,8300,98882,53249.0,6415583.0
2015-03-26,8230,8540,8110,8300,141925,53249.0,6415583.0
2015-03-27,8300,8550,8230,8390,121580,53827.0,6415583.0
2015-03-30,8420,9100,8350,8900,375514,57099.0,6415583.0
2015-03-31,8920,9140,8800,8900,126489,57099.0,6415583.0
2015-04-01,8810,9010,8810,9010,123363,57804.0,6415583.0
2015-04-02,9010,10350,9010,10350,874445,66401.0,6415583.0
2015-04-03,10450,10700,9680,9950,656327,63835.0,6415583.0
2015-04-06,9950,10100,9690,9750,187392,62552.0,6415583.0
2015-04-07,9800,10400,9710,9950,313049,63835.0,6415583.0
2015-04-08,9950,10050,9410,9560,179447,61333.0,6415583.0
2015-04-09,9560,9600,9340,9430,123526,60499.0,6415583.0
2015-04-10,9570,9570,9100,9230,239836,59216.0,6415583.0
2015-04-13,9260,9260,8680,8800,414129,56457.0,6415583.0
2015-04-14,8880,8990,8480,8560,205154,54917.0,6415583.0
2015-04-15,8500,9040,8500,8910,197140,57163.0,6415583.0
2015-04-16,9020,9100,8880,8890,122376,57035.0,6415583.0
2015-04-17,9000,9160,8820,9110,137803,58446.0,6415583.0
2015-04-20,9000,9130,8770,8810,127396,56521.0,6415583.0
2015-04-21,8890,8890,8630,8630,114673,55366.0,6415583.0
2015-04-22,8630,9340,8500,8900,359679,57099.0,6415583.0
2015-04-23,9000,9070,8470,8530,130330,54725.0,6415583.0
2015-04-24,8530,8630,8200,8310,84828,53313.0,6415583.0
2015-04-27,8230,8390,8120,8390,108888,57539.0,6858072.0
2015-04-28,8390,8490,8220,8320,58343,57059.0,6858072.0
2015-04-29,8320,8460,8100,8140,59964,55825.0,6858072.0
2015-04-30,8230,8310,7740,7930,106937,54385.0,6858072.0
2015-05-04,7930,7980,7690,7690,60914,52739.0,6858072.0
2015-05-06,7640,7780,7470,7660,60466,52533.0,6858072.0
2015-05-07,7580,7950,7580,7810,55200,53562.0,6858072.0
2015-05-08,7810,8150,7760,8100,67470,55550.0,6858072.0
2015-05-11,8100,8240,7950,8000,56839,54865.0,6858072.0
2015-05-12,8050,8280,8000,8000,67647,54865.0,6858072.0
2015-05-13,8080,8580,8040,8420,148395,57745.0,6858072.0
2015-05-14,8420,8420,8250,8350,49420,57265.0,6858072.0
2015-05-15,8370,8620,8300,8310,64305,56991.0,6858072.0
2015-05-18,8310,8310,7750,7750,118361,53150.0,6858072.0
2015-05-19,7810,8350,7810,8050,110822,55207.0,6858072.0
2015-05-20,8130,8270,7950,7970,51276,54659.0,6858072.0
2015-05-21,7930,8180,7800,7850,89450,53836.0,6858072.0
2015-05-22,7800,7800,7600,7680,74311,52670.0,6858072.0
2015-05-26,7680,8030,7520,7950,58220,54522.0,6858072.0
2015-05-27,7850,8000,7780,7780,50393,53356.0,6858072.0
2015-05-28,7800,7900,7600,7610,54151,52190.0,6858072.0
2015-05-29,7620,7630,7260,7410,103039,50818.0,6858072.0
2015-06-01,7410,7730,7310,7360,69077,50475.0,6858072.0
2015-06-02,7350,8380,7300,8340,392551,57196.0,6858072.0
2015-06-03,8250,8300,7520,7570,183589,51916.0,6858072.0
2015-06-04,7690,7700,7400,7450,42150,51093.0,6858072.0
2015-06-05,7450,7540,7280,7440,39787,52503.0,7056878.0
2015-06-08,7360,7440,7170,7180,79838,50668.0,7056878.0
2015-06-09,7180,7590,7180,7460,66114,52644.0,7056878.0
2015-06-10,7530,8100,7460,7650,158980,53985.0,7056878.0
2015-06-11,7720,7900,7550,7600,43760,53632.0,7056878.0
2015-06-12,7540,7660,7320,7320,57465,51656.0,7056878.0
2015-06-15,7250,7380,6800,6870,129542,48481.0,7056878.0
2015-06-16,6880,7100,6700,6890,74050,48622.0,7056878.0
2015-06-17,6890,7150,6890,6980,27475,49257.0,7056878.0
2015-06-18,7010,7350,7000,7080,54252,49963.0,7056878.0
2015-06-19,7090,7280,7010,7120,28157,50245.0,7056878.0
2015-06-22,7250,7270,7130,7150,27886,50457.0,7056878.0
2015-06-23,7220,7640,7150,7360,97819,51939.0,7056878.0
2015-06-24,7440,7470,7280,7350,35368,51868.0,7056878.0
2015-06-25,7340,8170,7310,7660,272785,54056.0,7056878.0
2015-06-26,7700,8090,7660,7770,130265,54832.0,7056878.0
2015-06-29,7580,7940,7350,7460,74598,52644.0,7056878.0
2015-06-30,7360,7980,7350,7930,103671,55961.0,7056878.0
2015-07-01,8140,8400,7920,7940,172549,56032.0,7056878.0
2015-07-02,8070,8660,7900,8380,257362,59137.0,7056878.0
2015-07-03,8400,8440,8060,8220,97757,58008.0,7056878.0
2015-07-06,8220,8960,8090,8720,347394,61536.0,7056878.0
2015-07-07,8720,8970,8090,8090,163524,57090.0,7056878.0
2015-07-08,8100,8150,7670,7830,104011,55255.0,7056878.0
2015-07-09,7710,7810,7420,7680,52967,54197.0,7056878.0
2015-07-10,7630,8110,7630,7800,60731,55044.0,7056878.0
2015-07-13,7880,7980,7750,7890,47051,55679.0,7056878.0
2015-07-14,7980,8150,7930,8050,51007,56808.0,7056878.0
2015-07-15,8060,8140,7790,7930,53227,55961.0,7056878.0
2015-07-16,7890,8420,7840,8300,145240,58572.0,7056878.0
2015-07-17,8320,8320,8050,8210,66608,57937.0,7056878.0
2015-07-20,8220,8550,8220,8470,71646,59772.0,7056878.0
2015-07-21,8470,8510,8250,8370,39431,59066.0,7056878.0
2015-07-22,8280,9490,8120,9100,683688,64218.0,7056878.0
2015-07-23,9170,9430,8970,9390,424019,66264.0,7056878.0
2015-07-24,9640,9750,9150,9150,448660,64570.0,7056878.0
2015-07-27,9160,11850,9160,9800,5784556,69157.0,7056878.0
2015-07-28,9540,9790,8900,9040,937098,63794.0,7056878.0
2015-07-29,9150,9150,8250,8250,506091,58219.0,7056878.0
2015-07-30,8250,8530,7990,7990,230770,56384.0,7056878.0
2015-07-31,7920,8260,7850,7980,139781,56314.0,7056878.0
2015-08-03,8000,8320,7950,8100,179119,57161.0,7056878.0
2015-08-04,8100,8260,7990,8140,119191,57443.0,7056878.0
2015-08-05,8180,8570,8000,8500,154286,59983.0,7056878.0
2015-08-06,8650,8650,8350,8600,105779,60689.0,7056878.0
2015-08-07,8550,8860,8460,8610,165589,60760.0,7056878.0
2015-08-10,8600,8710,8490,8700,68279,61395.0,7056878.0
2015-08-11,8800,8800,7970,8350,124842,58925.0,7056878.0
2015-08-12,8180,8350,7870,8160,104561,57584.0,7056878.0
2015-08-13,8060,8320,8030,8230,47201,58078.0,7056878.0
2015-08-17,8230,8300,7740,7740,106596,54620.0,7056878.0
2015-08-18,7680,7780,7170,7200,186764,50810.0,7056878.0
2015-08-19,7010,7190,6780,6920,134284,48834.0,7056878.0
2015-08-20,6760,7420,6760,7030,158145,49610.0,7056878.0
2015-08-21,6700,7000,6700,6800,146544,47987.0,7056878.0
2015-08-24,6500,6930,6500,6600,71343,46575.0,7056878.0
2015-08-25,6670,7070,6620,6980,62447,49257.0,7056878.0
2015-08-26,6910,7250,6870,7250,50661,51162.0,7056878.0
2015-08-27,7330,7590,7270,7400,50901,52221.0,7056878.0
2015-08-28,7440,7620,7290,7560,36719,53350.0,7056878.0
2015-08-31,7560,8030,7500,7760,93723,54761.0,7056878.0
2015-09-01,7830,8010,7700,7720,51984,54479.0,7056878.0
2015-09-02,7620,7780,7420,7770,42917,54832.0,7056878.0
2015-09-03,7790,7900,7680,7700,25604,54338.0,7056878.0
2015-09-04,7700,7770,7110,7270,60619,51304.0,7056878.0
2015-09-07,7270,7310,7070,7120,17681,50245.0,7056878.0
2015-09-08,7140,7360,7030,7200,20440,50810.0,7056878.0
2015-09-09,7280,7580,7250,7580,31812,53491.0,7056878.0
2015-09-10,7580,7800,7250,7750,32694,54691.0,7056878.0
2015-09-11,7750,7950,7570,7570,72052,53421.0,7056878.0
2015-09-14,7610,7790,7570,7580,33400,53491.0,7056878.0
2015-09-15,7520,8000,7520,8000,56345,56455.0,7056878.0
2015-09-16,8050,8350,8000,8100,56634,57161.0,7056878.0
2015-09-17,8100,8550,8100,8420,98660,59419.0,7056878.0
2015-09-18,8420,8600,8350,8560,82733,60407.0,7056878.0
2015-09-21,8560,9590,8560,8680,997584,61254.0,7056878.0
2015-09-22,8730,9060,8240,8640,402769,60971.0,7056878.0
2015-09-23,8440,8730,8440,8590,130712,60619.0,7056878.0
2015-09-24,9080,11150,9040,11150,3623390,78684.0,7056878.0
2015-09-25,10650,10650,9990,10600,1491511,74803.0,7056878.0
2015-09-30,10300,10900,10150,10700,843186,75509.0,7056878.0
2015-10-01,10450,10900,10250,10900,677524,76920.0,7056878.0
2015-10-02,10700,11000,9760,9810,1034643,69228.0,7056878.0
2015-10-05,9930,10150,9820,9820,343645,69299.0,7056878.0
2015-10-06,9760,9770,9190,9400,359528,66335.0,7056878.0
2015-10-07,9370,10150,9330,9640,453427,68028.0,7056878.0
2015-10-08,9640,9690,9340,9620,139155,67887.0,7056878.0
2015-10-12,9630,9990,9400,9400,149036,66335.0,7056878.0
2015-10-13,9310,9870,9310,9860,205784,69581.0,7056878.0
2015-10-14,9920,9920,9480,9600,135107,67746.0,7056878.0
2015-10-15,9690,10150,9570,9950,237945,71205.0,7156281.0
2015-10-16,9960,9990,9700,9700,119829,69416.0,7156281.0
2015-10-19,9710,9780,9170,9380,201482,67126.0,7156281.0
2015-10-20,9380,9520,9260,9410,114777,67341.0,7156281.0
2015-10-21,9370,9500,9000,9130,140958,65337.0,7156281.0
2015-10-22,9200,9200,8580,8900,127031,63691.0,7156281.0
2015-10-23,8990,9000,8630,8820,82624,63118.0,7156281.0
2015-10-26,8740,9090,8740,8940,59431,63977.0,7156281.0
2015-10-27,9000,9430,8850,9350,163018,66911.0,7156281.0
2015-10-28,9350,10600,9310,9600,1415374,68700.0,7156281.0
2015-10-29,9510,9950,8700,9680,283060,69273.0,7156281.0
2015-10-30,9850,9850,9300,9380,116350,67126.0,7156281.0
2015-11-02,9250,9550,9250,9410,51537,67341.0,7156281.0
2015-11-03,9350,9390,9090,9200,65867,65838.0,7156281.0
2015-11-04,9110,9340,9020,9170,63988,65623.0,7156281.0
2015-11-05,9170,9710,9050,9620,111440,68843.0,7156281.0
2015-11-06,9700,10650,9440,10150,695729,72636.0,7156281.0
2015-11-09,10250,10400,9590,9600,236854,68700.0,7156281.0
2015-11-10,9600,9600,9130,9210,132400,65909.0,7156281.0
2015-11-11,9300,9980,9220,9940,182393,71133.0,7156281.0
2015-11-12,9920,10150,9710,9880,104503,70704.0,7156281.0
2015-11-13,9640,9850,9430,9850,106857,70489.0,7156281.0
2015-11-16,9830,10900,9700,10900,765951,78003.0,7156281.0
2015-11-17,10650,11000,10350,10750,494093,76930.0,7156281.0
2015-11-18,10850,11200,10000,10000,484824,71563.0,7156281.0
2015-11-19,10150,10350,9810,10350,227377,74068.0,7156281.0
2015-11-20,10250,10350,10000,10100,111993,72278.0,7156281.0
2015-11-23,10000,10250,9900,10250,124384,73352.0,7156281.0
2015-11-24,10300,10600,10150,10150,238880,72636.0,7156281.0
2015-11-25,10100,10250,9950,9960,98776,71277.0,7156281.0
2015-11-26,9960,10050,9550,9550,160952,68342.0,7156281.0
2015-11-27,9550,9640,9350,9480,99899,67842.0,7156281.0
2015-11-30,9480,9590,9330,9500,59584,67985.0,7156281.0
2015-12-01,9530,9650,9370,9590,65132,68629.0,7156281.0
2015-12-02,9560,9670,9450,9560,73194,68414.0,7156281.0
2015-12-03,9590,9590,9340,9490,40406,67913.0,7156281.0
2015-12-04,9430,9490,9080,9080,62302,64979.0,7156281.0
2015-12-07,9110,9400,9050,9400,56214,67269.0,7156281.0
2015-12-08,9400,9470,9050,9080,51846,64979.0,7156281.0
2015-12-09,8920,9180,8920,9000,31107,64407.0,7156281.0
2015-12-10,9000,9170,8720,8890,52766,63619.0,7156281.0
2015-12-11,8820,8970,8760,8880,25672,63548.0,7156281.0
2015-12-14,8800,8800,8370,8400,40747,60113.0,7156281.0
2015-12-15,8420,8600,8350,8500,27148,60828.0,7156281.0
2015-12-16,8510,8740,8510,8670,21881,62045.0,7156281.0
2015-12-17,8680,8880,8680,8860,27852,63405.0,7156281.0
2015-12-18,8860,8860,8650,8800,52694,62975.0,7156281.0
2015-12-21,8700,8750,8500,8750,37339,62617.0,7156281.0
2015-12-22,8830,8970,8690,8700,29757,62260.0,7156281.0
2015-12-23,8700,8790,8520,8590,26132,61472.0,7156281.0
2015-12-24,8600,8740,8530,8620,35052,61687.0,7156281.0
2015-12-28,8520,8700,8490,8650,38793,61902.0,7156281.0
2015-12-29,8510,8770,8510,8770,29959,62761.0,7156281.0
2015-12-30,8710,8890,8650,8720,30011,62403.0,7156281.0
2016-01-04,8630,8720,8450,8570,41095,61329.0,7156281.0
2016-01-05,8320,8500,8310,8400,34248,60113.0,7156281.0
2016-01-06,8400,8690,8360,8590,41100,61472.0,7156281.0
2016-01-07,8590,8680,8320,8510,36630,60900.0,7156281.0
2016-01-08,8260,8470,8140,8420,36531,60256.0,7156281.0
2016-01-11,8400,8700,8400,8490,33691,60757.0,7156281.0
2016-01-12,8490,8570,8330,8450,19913,60471.0,7156281.0
2016-01-13,8370,8530,8350,8450,29623,60471.0,7156281.0
2016-01-14,8300,8370,8150,8240,51068,58968.0,7156281.0
2016-01-15,8240,8300,7930,7950,54579,56892.0,7156281.0
2016-01-18,7690,7960,7630,7880,20636,56391.0,7156281.0
2016-01-19,7810,8870,7800,8290,102245,59326.0,7156281.0
2016-01-20,8300,8380,7810,7810,42260,55891.0,7156281.0
2016-01-21,7900,8370,7750,8090,49193,57894.0,7156281.0
2016-01-22,8100,8530,8100,8460,68543,60542.0,7156281.0
2016-01-25,8510,8620,8430,8520,32965,60972.0,7156281.0
2016-01-26,8320,8550,8250,8360,40998,59827.0,7156281.0
2016-01-27,8440,8640,8370,8480,42059,60685.0,7156281.0
2016-01-28,8500,8850,8400,8740,94193,62546.0,7156281.0
2016-01-29,8740,8780,8430,8540,49039,61115.0,7156281.0
2016-02-01,8670,8670,8460,8480,23621,60685.0,7156281.0
2016-02-02,8570,8610,8410,8580,12505,61401.0,7156281.0
2016-02-03,8570,8580,8200,8260,51263,59111.0,7156281.0
2016-02-04,8230,8420,8230,8360,14952,59827.0,7156281.0
2016-02-05,8220,8400,8220,8400,6645,60113.0,7156281.0
2016-02-11,8220,8220,7790,8020,59176,57393.0,7156281.0
2016-02-12,7820,8020,6900,7360,115659,52670.0,7156281.0
2016-02-15,7250,7870,7250,7650,31045,54746.0,7156281.0
2016-02-16,7650,7730,7500,7610,15539,54459.0,7156281.0
2016-02-17,7480,7890,7480,7760,25259,55533.0,7156281.0
2016-02-18,7780,8300,7710,8190,169148,58610.0,7156281.0
2016-02-19,8240,8240,7970,8130,22856,58181.0,7156281.0
2016-02-22,8130,8170,7870,7880,39231,56391.0,7156281.0
2016-02-23,7890,7960,7730,7800,27424,55819.0,7156281.0
2016-02-24,7800,7950,7740,7950,18266,56892.0,7156281.0
2016-02-25,7900,8130,7800,7950,23114,56892.0,7156281.0
2016-02-26,7860,8030,7710,7750,22463,55461.0,7156281.0
2016-02-29,7750,8080,7740,8080,17973,57823.0,7156281.0
2016-03-02,8100,8170,7950,8040,20867,57536.0,7156281.0
2016-03-03,8010,8110,7990,8110,12003,58037.0,7156281.0
2016-03-04,8420,9260,8410,8570,408609,61329.0,7156281.0
2016-03-07,8620,8640,8450,8640,49487,61830.0,7156281.0
2016-03-08,8630,8630,8420,8590,47402,61472.0,7156281.0
2016-03-09,8600,8670,8480,8600,36190,61544.0,7156281.0
2016-03-10,8600,8610,8470,8580,25322,61401.0,7156281.0
2016-03-11,8570,8570,8380,8500,36340,60828.0,7156281.0
2016-03-14,8500,8830,8450,8620,123278,61687.0,7156281.0
2016-03-15,8620,8780,8410,8780,109843,62832.0,7156281.0
2016-03-16,8840,9300,8680,8950,250872,64049.0,7156281.0
2016-03-17,8980,9200,8850,9070,87066,64907.0,7156281.0
2016-03-18,9070,9440,9050,9300,199023,66553.0,7156281.0
2016-03-21,9280,9300,8890,9130,79408,65337.0,7156281.0
2016-03-22,9070,9130,8850,8900,55306,63691.0,7156281.0
2016-03-23,8820,8900,8580,8720,156006,62403.0,7156281.0
2016-03-24,8620,8800,8560,8600,62884,61544.0,7156281.0
2016-03-25,8540,8710,8480,8590,45673,61472.0,7156281.0
2016-03-28,8550,8660,8210,8210,93838,58753.0,7156281.0
2016-03-29,8160,8440,8150,8300,66480,59397.0,7156281.0
2016-03-30,8350,8590,8350,8530,48234,61043.0,7156281.0
2016-03-31,8530,8560,8400,8550,30675,61186.0,7156281.0
2016-04-01,8500,8580,8350,8540,40704,61115.0,7156281.0
2016-04-04,8530,8760,8420,8700,60931,62260.0,7156281.0
2016-04-05,8700,9250,8680,8960,221383,64120.0,7156281.0
2016-04-06,8960,9090,8850,8950,61471,64049.0,7156281.0
2016-04-07,8950,9000,8490,8710,104970,62331.0,7156281.0
2016-04-08,8570,8670,8480,8580,32189,61401.0,7156281.0
2016-04-11,8560,8610,8430,8560,41229,61258.0,7156281.0
2016-04-12,8500,8630,8480,8570,22276,61329.0,7156281.0
2016-04-14,8540,8650,8400,8420,51455,60256.0,7156281.0
2016-04-15,8430,8590,8400,8580,30205,61401.0,7156281.0
2016-04-18,8580,8660,8510,8610,26295,61616.0,7156281.0
2016-04-19,8580,8860,8580,8840,55006,63262.0,7156281.0
2016-04-20,8780,8900,8650,8720,36054,62403.0,7156281.0
2016-04-21,8680,8800,8670,8750,26224,62617.0,7156281.0
2016-04-22,8680,8790,8630,8750,24445,62617.0,7156281.0
2016-04-25,8720,8800,8570,8660,24695,61973.0,7156281.0
2016-04-26,8570,8740,8500,8610,46184,61616.0,7156281.0
2016-04-27,8610,8660,8450,8500,36000,60828.0,7156281.0
2016-04-28,8540,8560,8400,8430,42583,60327.0,7156281.0
2016-04-29,8430,8470,8240,8270,61715,59182.0,7156281.0
2016-05-02,8250,8360,8080,8160,51629,58395.0,7156281.0
2016-05-03,8160,8320,8150,8150,25580,58324.0,7156281.0
2016-05-04,8220,8220,8100,8120,27808,58109.0,7156281.0
2016-05-09,8140,8150,7890,7950,38725,56892.0,7156281.0
2016-05-10,7880,8130,7880,8090,26031,57894.0,7156281.0
2016-05-11,8090,8260,8010,8250,51601,59039.0,7156281.0
2016-05-12,8220,8330,8070,8300,17269,59397.0,7156281.0
2016-05-13,8260,8320,8180,8310,14549,59469.0,7156281.0
2016-05-16,8200,8290,8120,8130,18902,58181.0,7156281.0
2016-05-17,8300,8560,8190,8480,103786,60685.0,7156281.0
2016-05-18,8530,8530,8300,8340,46199,59683.0,7156281.0
2016-05-19,8390,8450,8260,8340,37182,59683.0,7156281.0
2016-05-20,8290,8710,8250,8490,136820,60757.0,7156281.0
2016-05-23,8580,8750,8350,8530,84184,61043.0,7156281.0
2016-05-24,8530,9000,8530,8700,258887,62260.0,7156281.0
2016-05-25,8820,8970,8680,8840,138708,63262.0,7156281.0
2016-05-26,8920,9090,8780,9040,218428,64693.0,7156281.0
2016-05-27,9100,9170,8940,8990,95279,64335.0,7156281.0
2016-05-30,8990,9200,8840,8970,191036,64192.0,7156281.0
2016-05-31,8940,8980,8750,8900,98582,63691.0,7156281.0
2016-06-01,8830,9000,8770,8960,87629,64120.0,7156281.0
2016-06-02,9000,9440,8890,9290,276829,66482.0,7156281.0
2016-06-03,9480,9480,9130,9400,222257,67269.0,7156281.0
2016-06-07,9310,9420,9250,9270,132406,66339.0,7156281.0
2016-06-08,9270,10150,9080,9590,1849084,68629.0,7156281.0
2016-06-09,9950,10250,8960,9310,1752293,66625.0,7156281.0
2016-06-10,9320,9600,9250,9440,502322,67555.0,7156281.0
2016-06-13,9380,9430,8540,9080,774783,64979.0,7156281.0
2016-06-14,8820,8940,8290,8340,692726,59683.0,7156281.0
2016-06-15,8340,8770,8030,8370,428997,59898.0,7156281.0
2016-06-16,8330,8620,8030,8200,317972,58682.0,7156281.0
2016-06-17,8100,8290,7970,8110,302051,58037.0,7156281.0
2016-06-20,8110,8230,7700,8060,277413,57680.0,7156281.0
2016-06-21,8020,8390,7910,8090,257891,57894.0,7156281.0
2016-06-22,8090,8530,8040,8460,349893,60542.0,7156281.0
2016-06-23,8320,8320,8090,8090,227931,57894.0,7156281.0
2016-06-24,8090,8100,6770,7050,738735,50452.0,7156281.0
2016-06-27,6800,7250,6570,7130,258524,51024.0,7156281.0
2016-06-28,7050,7210,6900,7190,187512,51454.0,7156281.0
2016-06-29,7250,7440,7190,7290,205731,52169.0,7156281.0
2016-06-30,7370,7660,7360,7520,299795,53815.0,7156281.0
2016-07-01,7540,7610,7450,7590,87627,54316.0,7156281.0
2016-07-04,7640,7810,7520,7570,135678,54173.0,7156281.0
2016-07-05,7580,7740,7540,7620,105571,54531.0,7156281.0
2016-07-06,7620,7700,7470,7540,87262,53958.0,7156281.0
2016-07-07,7620,7910,7600,7830,132941,56034.0,7156281.0
2016-07-08,7790,7890,7630,7760,67462,55533.0,7156281.0
2016-07-11,7760,8020,7720,7940,156765,56821.0,7156281.0
2016-07-12,7940,7980,7760,7800,112034,55819.0,7156281.0
2016-07-13,7800,7800,7340,7640,140956,54674.0,7156281.0
2016-07-14,7640,7700,7340,7550,130966,54030.0,7156281.0
2016-07-15,7550,7590,7480,7490,68386,53601.0,7156281.0
2016-07-18,7470,7540,7410,7450,90039,53314.0,7156281.0
2016-07-19,7440,7600,7440,7450,84749,53314.0,7156281.0
2016-07-20,7520,7650,7490,7570,76876,54173.0,7156281.0
2016-07-21,7630,7700,7580,7700,113541,55103.0,7156281.0
2016-07-22,7690,7770,7620,7650,84376,54746.0,7156281.0
2016-07-25,7670,7800,7670,7700,63426,55103.0,7156281.0
2016-07-26,8020,8070,7650,7680,168070,54960.0,7156281.0
2016-07-27,7650,7790,7600,7670,96377,54889.0,7156281.0
2016-07-28,7640,7780,7640,7720,65404,55246.0,7156281.0
2016-07-29,7780,7910,7740,7830,155016,56034.0,7156281.0
2016-08-01,7860,7910,7650,7720,93266,55246.0,7156281.0
2016-08-02,7790,8250,7790,8250,531011,59039.0,7156281.0
2016-08-03,8270,8490,7980,8350,373525,59755.0,7156281.0
2016-08-04,8360,8550,8260,8370,260860,59898.0,7156281.0
2016-08-05,8380,8460,8140,8290,168149,59326.0,7156281.0
2016-08-08,8290,8400,8010,8150,217519,58324.0,7156281.0
2016-08-09,8170,8370,8100,8160,169445,58395.0,7156281.0
2016-08-10,8190,8430,8160,8340,299424,59683.0,7156281.0
2016-08-11,8350,8410,8110,8130,132154,58181.0,7156281.0
2016-08-12,8140,8220,7970,8030,167221,57465.0,7156281.0
2016-08-16,8140,8140,8000,8020,68387,57393.0,7156281.0
2016-08-17,8010,8100,7820,7900,92175,56535.0,7156281.0
2016-08-18,7830,7900,7650,7660,182731,54817.0,7156281.0
2016-08-19,7630,7800,7630,7750,76342,55461.0,7156281.0
2016-08-22,7750,7750,7550,7640,64582,54674.0,7156281.0
2016-08-23,7620,7720,7580,7650,36243,54746.0,7156281.0
2016-08-24,7580,7730,7490,7490,80809,53601.0,7156281.0
2016-08-25,7510,7690,7490,7590,37316,54316.0,7156281.0
2016-08-26,7540,7700,7510,7540,52932,53958.0,7156281.0
2016-08-29,7500,7520,7290,7340,105842,52527.0,7156281.0
2016-08-30,7340,7600,7330,7340,33180,52527.0,7156281.0
2016-08-31,7300,7400,7200,7260,34615,51955.0,7156281.0
2016-09-01,7260,7480,7260,7460,34417,53386.0,7156281.0
2016-09-02,7480,7550,7380,7420,21123,53100.0,7156281.0
2016-09-05,7420,7560,7400,7480,27509,53529.0,7156281.0
2016-09-06,7450,7600,7420,7520,40425,53815.0,7156281.0
2016-09-07,7560,7560,7350,7420,45675,53100.0,7156281.0
2016-09-08,7360,7490,7050,7140,123821,51096.0,7156281.0
2016-09-09,7070,7220,7060,7150,30202,51167.0,7156281.0
2016-09-12,7000,7280,6900,7230,98577,51740.0,7156281.0
2016-09-13,7160,7280,7140,7240,24659,51811.0,7156281.0
2016-09-19,7240,7290,7040,7090,48389,50738.0,7156281.0
2016-09-20,7050,7170,7040,7140,46786,51096.0,7156281.0
2016-09-21,7180,7180,7090,7140,43042,51096.0,7156281.0
2016-09-22,7180,7700,7130,7470,241411,53457.0,7156281.0
2016-09-23,7500,7690,7400,7510,122896,53744.0,7156281.0
2016-09-26,7470,7700,7370,7460,105936,53386.0,7156281.0
2016-09-27,7450,7600,7420,7540,61218,53958.0,7156281.0
2016-09-28,7590,7610,7500,7520,41924,53815.0,7156281.0
2016-09-29,7520,7970,7520,7800,206587,55819.0,7156281.0
2016-09-30,8000,8000,7500,7610,108269,54459.0,7156281.0
2016-10-04,7500,7650,7470,7570,56063,54173.0,7156281.0
2016-10-05,7600,7800,7550,7550,43380,54030.0,7156281.0
2016-10-06,7580,7660,7510,7550,32995,54030.0,7156281.0
2016-10-07,7750,7760,7490,7490,53036,53601.0,7156281.0
2016-10-10,7450,7600,7450,7500,24883,53672.0,7156281.0
2016-10-11,7540,7600,7420,7450,37507,53314.0,7156281.0
2016-10-12,7360,7950,7360,7750,287821,55461.0,7156281.0
2016-10-13,7750,7820,7660,7750,69960,55461.0,7156281.0
2016-10-14,7760,7860,7670,7790,51724,55747.0,7156281.0
2016-10-17,7790,7840,7500,7500,59208,53672.0,7156281.0
2016-10-18,7500,7590,7360,7400,34415,52956.0,7156281.0
2016-10-19,7400,7500,7350,7390,19558,52885.0,7156281.0
2016-10-20,7380,7480,7050,7350,31757,52599.0,7156281.0
2016-10-21,7340,7340,7160,7170,36429,51311.0,7156281.0
2016-10-24,7170,7230,7130,7140,17168,51096.0,7156281.0
2016-10-25,7200,7210,7050,7070,28781,50595.0,7156281.0
2016-10-26,7060,7120,6790,7010,87039,50166.0,7156281.0
2016-10-27,7010,7220,6930,7140,31444,51096.0,7156281.0
2016-10-28,7140,7320,6970,6970,55818,49879.0,7156281.0
2016-10-31,6900,7040,6750,6750,64422,48305.0,7156281.0
2016-11-01,6720,6820,6600,6760,41670,48376.0,7156281.0
2016-11-02,6720,6760,6050,6310,113774,45156.0,7156281.0
2016-11-03,6310,6430,6090,6300,48661,45085.0,7156281.0
2016-11-04,6290,6480,6150,6360,36622,45514.0,7156281.0
2016-11-07,6370,6530,6370,6430,24789,46015.0,7156281.0
2016-11-08,6450,6530,6410,6510,25713,46587.0,7156281.0
2016-11-09,6540,6690,5720,5930,139267,42437.0,7156281.0
2016-11-10,6130,6340,6120,6270,75572,44870.0,7156281.0
2016-11-11,6370,6640,6220,6450,51159,46158.0,7156281.0
2016-11-14,6360,6700,6360,6650,53049,47589.0,7156281.0
2016-11-15,6640,6720,6530,6570,26128,47017.0,7156281.0
2016-11-16,6570,6680,6540,6680,23500,47804.0,7156281.0
2016-11-17,6710,6710,6280,6560,31424,46945.0,7156281.0
2016-11-18,6550,6630,6260,6420,45287,45943.0,7156281.0
2016-11-21,6360,6360,6150,6200,34697,44369.0,7156281.0
