대한과학(131220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-06-08,5275,5362,5196,5302,18396,33538.0,5525130.0
2012-06-11,5432,5432,5223,5293,10093,33482.0,5525130.0
2012-06-12,5327,5371,5240,5363,14663,33924.0,5525130.0
2012-06-13,5362,5380,5214,5223,6613,33040.0,5525130.0
2012-06-14,5275,5458,5170,5398,35861,34145.0,5525130.0
2012-06-15,5414,5476,5283,5285,19697,33427.0,5525130.0
2012-06-18,5398,5458,5170,5380,49592,34035.0,5525130.0
2012-06-19,5380,6096,5249,5642,89013,35692.0,5525130.0
2012-06-20,5764,6480,5519,6035,860507,38179.0,5525130.0
2012-06-21,6069,6096,5799,5799,121109,36687.0,5525130.0
2012-06-22,5817,6192,5773,5817,156180,36797.0,5525130.0
2012-06-25,5807,6157,5807,5940,130087,37571.0,5525130.0
2012-06-26,5799,5956,5729,5817,48068,36797.0,5525130.0
2012-06-27,5773,6000,5747,5799,52777,36687.0,5525130.0
2012-06-28,5851,6113,5851,6053,108179,38289.0,5525130.0
2012-06-29,6166,6236,5851,5852,75974,37018.0,5525130.0
2012-07-02,5904,6184,5904,5983,61092,37847.0,5525130.0
2012-07-03,6061,6148,5956,6062,61146,38344.0,5525130.0
2012-07-04,6061,6375,5982,6237,103677,39449.0,5525130.0
2012-07-05,6271,6891,6244,6656,284859,42101.0,5525130.0
2012-07-06,6769,7206,6585,6936,247751,43870.0,5525130.0
2012-07-09,7249,7441,6873,6900,225421,43649.0,5525130.0
2012-07-10,6847,6987,6131,6297,193840,39836.0,5525130.0
2012-07-11,6192,6236,5965,5983,157105,37847.0,5525130.0
2012-07-12,5948,6253,5938,6193,146993,39173.0,5525130.0
2012-07-13,6184,6315,5676,6079,136200,38455.0,5525130.0
2012-07-16,6069,6489,6069,6490,156867,41052.0,5525130.0
2012-07-17,6507,6577,6026,6027,149119,38123.0,5525130.0
2012-07-18,6026,6148,5712,5721,116707,36190.0,5525130.0
2012-07-19,5825,5922,5720,5721,49835,36190.0,5525130.0
2012-07-20,5676,5869,5624,5642,68766,35692.0,5525130.0
2012-07-23,5729,5791,5511,5739,36285,36300.0,5525130.0
2012-07-24,5720,5720,5327,5494,50884,34753.0,5525130.0
2012-07-25,5441,5545,5293,5302,26082,33538.0,5525130.0
2012-07-26,5371,5406,5257,5259,21811,33261.0,5525130.0
2012-07-27,5380,5616,5380,5503,22123,34808.0,5525130.0
2012-07-30,5633,5660,5424,5503,15298,34808.0,5525130.0
2012-07-31,5502,5660,5249,5634,22345,35637.0,5525130.0
2012-08-01,5650,5650,5485,5608,13945,35471.0,5525130.0
2012-08-02,5607,5633,5450,5581,13215,35306.0,5525130.0
2012-08-03,5511,5572,5458,5537,6849,35029.0,5525130.0
2012-08-06,5545,5633,5406,5424,40868,34311.0,5525130.0
2012-08-07,5458,5485,5380,5424,27862,34311.0,5525130.0
2012-08-08,5432,5511,5327,5346,27070,33814.0,5525130.0
2012-08-09,5414,5414,5310,5354,25922,33869.0,5525130.0
2012-08-10,5414,5633,5319,5459,45620,34532.0,5525130.0
2012-08-13,5467,5650,5458,5503,35580,34808.0,5525130.0
2012-08-14,5581,5581,5424,5503,14492,34808.0,5525130.0
2012-08-16,5529,5572,5441,5529,24911,34974.0,5525130.0
2012-08-17,5563,5563,5406,5416,36086,34256.0,5525130.0
2012-08-20,5414,5519,5414,5450,14748,34477.0,5525130.0
2012-08-21,5485,5555,5450,5468,30198,34587.0,5525130.0
2012-08-22,5511,5519,5414,5477,27157,34643.0,5525130.0
2012-08-23,5450,5598,5450,5590,36564,35361.0,5525130.0
2012-08-24,5545,5616,5502,5503,21659,34808.0,5525130.0
2012-08-27,5581,5581,5424,5424,19219,34311.0,5525130.0
2012-08-28,5380,5537,5327,5406,22672,34201.0,5525130.0
2012-08-29,5450,5633,5398,5581,44498,35306.0,5525130.0
2012-08-30,6410,6410,6410,6412,143435,40554.0,5525130.0
2012-08-31,7371,7371,7371,7372,145393,46632.0,5525130.0
2012-09-03,8472,8472,7651,7669,1568487,48511.0,5525130.0
2012-09-04,7738,8778,7546,8778,2344947,55528.0,5525130.0
2012-09-05,8909,9214,8228,8429,1576312,53318.0,5525130.0
2012-09-06,8359,8637,8026,8036,1033920,50831.0,5525130.0
2012-09-07,8105,9214,7319,7424,2753766,46964.0,5525130.0
2012-09-10,7528,7686,7363,7538,583747,47682.0,5525130.0
2012-09-11,7677,8009,7528,7861,769743,49726.0,5525130.0
2012-09-12,7843,8228,7782,8036,477940,50831.0,5525130.0
2012-09-13,8254,8271,7808,7974,380341,50444.0,5525130.0
2012-09-14,7948,8000,7432,7565,238497,47848.0,5525130.0
2012-09-17,7563,7703,7337,7555,168065,47792.0,5525130.0
2012-09-18,7589,8681,7589,8682,733476,54920.0,5525130.0
2012-09-19,9083,9345,7992,8123,986596,51384.0,5525130.0
2012-09-20,8280,8463,7651,7712,404074,48787.0,5525130.0
2012-09-21,7686,8140,7389,8001,322645,50610.0,5525130.0
2012-09-24,8113,9171,8000,8220,799249,51991.0,5525130.0
2012-09-25,8254,8332,7799,7905,368031,50002.0,5525130.0
2012-09-26,8009,9083,7992,9084,960687,57461.0,5525130.0
2012-09-27,9869,10437,9302,9782,2512483,61881.0,5525130.0
2012-09-28,9738,11223,9476,11224,1756073,70998.0,5525130.0
2012-10-02,11791,12009,10830,10831,1436662,68512.0,5525130.0
2012-10-04,10743,11572,10699,11050,938278,69893.0,5525130.0
2012-10-05,11747,12577,10393,10482,1505850,66302.0,5525130.0
2012-10-08,10350,10568,9957,10307,615658,65197.0,5525130.0
2012-10-09,10262,11136,10262,10831,1051415,68512.0,5525130.0
2012-10-10,10568,12315,10437,11355,2746308,71827.0,5525130.0
2012-10-11,10873,11048,9651,9651,844164,61053.0,5525130.0
2012-10-12,9520,9913,9345,9695,462300,61329.0,5525130.0
2012-10-15,10481,10524,8647,8996,658449,56909.0,5525130.0
2012-10-16,8865,9520,8349,8665,359191,54809.0,5525130.0
2012-10-17,8996,9957,8996,9958,1047439,62986.0,5525130.0
2012-10-18,9782,10437,9083,9171,848426,58014.0,5525130.0
2012-10-19,9214,9302,8506,8909,272811,56356.0,5525130.0
2012-10-22,8524,8821,8306,8822,220837,55804.0,5525130.0
2012-10-23,8952,9258,8611,8647,286480,54699.0,5525130.0
2012-10-24,8673,9127,8647,8726,338408,55196.0,5525130.0
2012-10-25,8865,9040,8149,8202,317256,51881.0,5525130.0
2012-10-26,8149,8332,7799,8062,254877,50997.0,5525130.0
2012-10-29,7992,8254,7817,8062,207176,50997.0,5525130.0
2012-10-30,7982,8315,7939,8228,181648,52047.0,5525130.0
2012-10-31,8306,8506,7895,7992,347595,50555.0,5525130.0
2012-11-01,8105,8559,7922,8385,336335,53041.0,5525130.0
2012-11-02,8472,8559,8175,8315,207406,52599.0,5525130.0
2012-11-05,8315,8428,7992,8115,193363,51328.0,5525130.0
2012-11-06,8175,8393,8035,8298,252453,52489.0,5525130.0
2012-11-07,8341,8341,7572,7660,299447,48455.0,5525130.0
2012-11-08,7450,7651,7258,7591,215344,48013.0,5525130.0
2012-11-09,7589,7642,7380,7538,111509,47682.0,5525130.0
2012-11-12,7581,7790,7494,7739,104457,48953.0,5525130.0
2012-11-13,7615,7764,7170,7171,170263,45361.0,5525130.0
2012-11-14,7127,7363,7004,7363,215112,46577.0,5525130.0
2012-11-15,7127,7284,6944,6944,102471,43925.0,5525130.0
2012-11-16,6839,7031,6559,6682,119753,42267.0,5525130.0
2012-11-19,6594,6944,6594,6909,69819,43704.0,5525130.0
2012-11-20,6970,7153,6856,7154,118630,45251.0,5525130.0
2012-11-21,7249,7511,6803,6805,340258,43041.0,5525130.0
2012-11-22,6839,7319,6760,6900,241997,43649.0,5525130.0
2012-11-23,6900,6900,6489,6525,147925,41273.0,5525130.0
2012-11-26,6698,7135,6567,7075,295845,44754.0,5525130.0
2012-11-27,7091,7511,6882,7198,316465,45527.0,5525130.0
2012-11-28,7293,7415,6917,6918,184519,43759.0,5525130.0
2012-11-29,6960,7057,6655,6682,162456,42267.0,5525130.0
2012-11-30,6708,6873,6646,6734,95683,42599.0,5525130.0
2012-12-03,7127,7397,6847,6848,346030,43317.0,5525130.0
2012-12-04,6960,6960,6708,6839,88127,43262.0,5525130.0
2012-12-05,6900,7196,6803,6970,161036,44091.0,5525130.0
2012-12-06,7057,7415,7057,7101,192144,44919.0,5525130.0
2012-12-07,7101,7310,6829,6900,119866,43649.0,5525130.0
2012-12-10,6856,6970,6559,6621,119670,41880.0,5525130.0
2012-12-11,6638,6682,6227,6228,133374,39394.0,5525130.0
2012-12-12,6227,6323,6043,6132,84050,38786.0,5525130.0
2012-12-13,6200,6402,6184,6376,57233,40333.0,5525130.0
2012-12-14,6262,6419,6262,6368,55433,40278.0,5525130.0
2012-12-17,6795,7319,6760,7319,158079,46301.0,5525130.0
2012-12-18,7633,7764,7170,7503,964554,47461.0,5525130.0
2012-12-20,7948,8621,7895,8341,1107483,52765.0,5525130.0
2012-12-21,8123,8123,7555,7652,386826,48400.0,5525130.0
2012-12-24,8332,8778,8332,8778,585603,55528.0,5525130.0
2012-12-26,9520,10088,9171,9171,1409179,58014.0,5525130.0
2012-12-27,9545,10434,9358,9967,1061055,58843.0,5525130.0
2012-12-28,9732,11323,9545,10950,1098312,64644.0,5525130.0
2013-01-02,11089,11511,10762,10996,540039,64920.0,5525130.0
2013-01-03,11089,12259,10621,10716,956760,63263.0,5525130.0
2013-01-04,10762,11604,10575,11137,748238,65749.0,5525130.0
2013-01-07,11511,11557,10247,10248,492573,60500.0,5525130.0
2013-01-08,10294,10762,10107,10294,430133,60776.0,5525130.0
2013-01-09,10294,10902,10200,10294,330140,60776.0,5525130.0
2013-01-10,10762,11838,10668,11558,2465284,68235.0,5525130.0
2013-01-11,11604,12119,11277,11511,1203181,67959.0,5525130.0
2013-01-14,11604,12119,11370,12073,871713,71274.0,5525130.0
2013-01-15,11932,12119,11089,11511,968012,67959.0,5525130.0
2013-01-16,12072,13195,11978,13196,1877007,77904.0,5525130.0
2013-01-17,13101,13944,11651,11839,1973505,69893.0,5525130.0
2013-01-18,11838,12072,11417,11792,682289,69617.0,5525130.0
2013-01-21,11744,12119,11604,12119,424841,71550.0,5525130.0
2013-01-22,11932,12493,11230,11417,611477,67407.0,5525130.0
2013-01-23,11978,12353,11043,11043,859616,65197.0,5525130.0
2013-01-24,11089,11230,10154,10435,607035,61605.0,5525130.0
2013-01-25,10668,10762,9498,9967,691945,58843.0,5525130.0
2013-01-28,10060,10528,9873,10014,762093,59119.0,5525130.0
2013-01-29,10013,10434,9826,10435,424151,61605.0,5525130.0
2013-01-30,10341,10434,9732,9920,383122,58566.0,5525130.0
2013-01-31,10434,10668,9545,9639,763356,56909.0,5525130.0
2013-02-01,9779,9779,9031,9265,522780,54699.0,5525130.0
2013-02-04,9358,9592,9171,9171,341285,54146.0,5525130.0
2013-02-05,9171,9358,8956,9359,278918,55251.0,5525130.0
2013-02-06,9452,9639,9171,9321,320185,55030.0,5525130.0
2013-02-07,9405,9592,9190,9593,207603,56633.0,5525130.0
2013-02-08,9732,10387,9592,9733,1002820,57461.0,5525130.0
2013-02-12,9826,9920,9498,9826,255985,58014.0,5525130.0
2013-02-13,9873,10154,9732,9826,239320,58014.0,5525130.0
2013-02-14,9873,10107,9873,9920,213986,58566.0,5525130.0
2013-02-15,10060,10949,10013,10482,700759,61881.0,5525130.0
2013-02-18,10715,10996,10481,10575,394931,62434.0,5525130.0
2013-02-19,10715,10762,10294,10528,220106,62158.0,5525130.0
2013-02-20,10528,10668,10060,10107,237989,59671.0,5525130.0
2013-02-21,10013,10387,9732,9733,346330,57461.0,5525130.0
2013-02-22,9779,10013,9592,9733,221257,57461.0,5525130.0
2013-02-25,9779,10715,9779,10294,565082,60776.0,5525130.0
2013-02-26,10247,10341,10107,10201,172895,60224.0,5525130.0
2013-02-27,10341,10762,10247,10248,313536,60500.0,5525130.0
2013-02-28,10481,10528,10247,10435,199783,61605.0,5525130.0
2013-03-04,10575,10855,10341,10669,414787,62986.0,5525130.0
2013-03-05,10668,10715,10154,10388,282771,61329.0,5525130.0
2013-03-06,10387,10668,10107,10669,376602,62986.0,5525130.0
2013-03-07,10668,10902,10481,10669,340729,62986.0,5525130.0
2013-03-08,10855,11277,10762,11277,992687,66578.0,5525130.0
2013-03-11,11089,11136,10341,10856,650078,64092.0,5525130.0
2013-03-12,10809,10996,10621,10809,242953,63815.0,5525130.0
2013-03-13,10762,11183,10715,10856,286243,64092.0,5525130.0
2013-03-14,10902,11323,10762,11090,659926,65473.0,5525130.0
2013-03-15,11277,11370,10949,11324,374557,66854.0,5525130.0
2013-03-18,11464,11604,9639,9639,856479,56909.0,5525130.0
2013-03-19,9779,9873,9330,9593,429957,56633.0,5525130.0
2013-03-20,9592,9732,9302,9349,214157,55196.0,5525130.0
2013-03-21,9405,9639,9321,9405,212770,55528.0,5525130.0
2013-03-22,9545,9686,9405,9499,204129,56080.0,5525130.0
2013-03-25,9592,9639,9358,9359,115737,55251.0,5525130.0
2013-03-26,9452,9498,9349,9349,102910,55196.0,5525130.0
2013-03-27,9311,9358,8750,8788,421341,51881.0,5525130.0
2013-03-28,8797,9077,8787,8909,182142,52599.0,5525130.0
2013-03-29,9002,9002,8432,8563,161648,50555.0,5525130.0
2013-04-01,8647,8684,8422,8591,101516,50721.0,5525130.0
2013-04-02,8609,8731,8460,8488,93371,50113.0,5525130.0
2013-04-03,8525,8581,8207,8282,124373,48897.0,5525130.0
2013-04-04,8235,8469,8048,8189,104426,48345.0,5525130.0
2013-04-05,8188,8329,7851,8086,104272,47737.0,5525130.0
2013-04-08,7954,8048,7683,7683,71555,45361.0,5525130.0
2013-04-09,7411,7580,7018,7309,255296,46275.0,5925130.0
2013-04-10,7318,7767,7224,7609,139038,48171.0,5925130.0
2013-04-11,7674,7842,7580,7796,102068,49356.0,5925130.0
2013-04-12,7861,8113,7861,7927,103284,50186.0,5925130.0
2013-04-15,7926,8347,7851,8320,124602,52674.0,5925130.0
2013-04-16,8123,8422,8104,8357,95633,52911.0,5925130.0
2013-04-17,8497,8497,8104,8114,87873,51371.0,5925130.0
2013-04-18,7973,8048,7851,7861,53547,49771.0,5925130.0
2013-04-19,7861,8001,7636,7702,63249,48764.0,5925130.0
2013-04-22,7748,7954,7664,7945,47282,50304.0,5925130.0
2013-04-23,7879,8010,7879,7899,45986,50008.0,5925130.0
2013-04-24,8010,8478,7964,8385,112018,53089.0,5925130.0
2013-04-25,8422,8478,8160,8245,67235,52200.0,5925130.0
2013-04-26,8272,8628,8272,8629,114624,54630.0,5925130.0
2013-04-29,8703,8740,8516,8526,59391,53978.0,5925130.0
2013-04-30,8563,8656,8179,8189,64979,51845.0,5925130.0
2013-05-02,8235,8516,8141,8142,60683,51549.0,5925130.0
2013-05-03,8235,8319,8095,8170,40751,51726.0,5925130.0
2013-05-06,8244,8310,8048,8095,43663,51252.0,5925130.0
2013-05-07,8160,8469,8123,8395,62916,53148.0,5925130.0
2013-05-08,8572,8778,8422,8610,153048,54511.0,5925130.0
2013-05-09,8647,8647,8403,8469,59117,53622.0,5925130.0
2013-05-10,8497,8563,8375,8376,54625,53030.0,5925130.0
2013-05-13,8366,9339,8366,8909,538189,56407.0,5925130.0
2013-05-14,9021,9115,8619,8853,181836,56052.0,5925130.0
2013-05-15,8937,8965,8722,8919,64742,56466.0,5925130.0
2013-05-16,8984,9124,8834,8834,92001,55933.0,5925130.0
2013-05-20,8815,8862,8525,8619,64513,54570.0,5925130.0
2013-05-21,8684,8768,8581,8741,40662,55341.0,5925130.0
2013-05-22,8778,8778,8609,8685,57560,54985.0,5925130.0
2013-05-23,8516,8694,7514,8189,107290,51845.0,5925130.0
2013-05-24,8198,8235,7945,8076,64394,51134.0,5925130.0
2013-05-27,7982,8235,7982,8161,23195,51667.0,5925130.0
2013-05-28,8085,8375,8085,8338,56915,52793.0,5925130.0
2013-05-29,8319,8450,8235,8236,32519,52141.0,5925130.0
2013-05-30,8235,8319,8001,8058,35593,51015.0,5925130.0
2013-05-31,8198,8198,7776,8011,61238,50719.0,5925130.0
2013-06-03,7823,8010,7748,7908,62637,50067.0,5925130.0
2013-06-04,7907,8010,7767,7814,25716,49475.0,5925130.0
2013-06-05,7907,7907,7683,7683,39004,48645.0,5925130.0
2013-06-07,7683,7730,7355,7421,63249,46986.0,5925130.0
2013-06-10,7468,7674,7421,7580,18046,47994.0,5925130.0
2013-06-11,7674,7674,7393,7487,12306,47401.0,5925130.0
2013-06-12,7486,7645,7440,7496,13889,47460.0,5925130.0
2013-06-13,7383,7627,7365,7365,26791,46631.0,5925130.0
2013-06-14,7561,7561,7112,7169,47871,45386.0,5925130.0
2013-06-17,7046,7168,6962,7019,52399,44438.0,5925130.0
