제낙스(065620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-05-07,550,560,535,545,10113,6268.0,11500000.0
2004-05-10,555,555,490,535,8882,6152.0,11500000.0
2004-05-11,535,580,535,580,26369,6670.0,11500000.0
2004-05-12,570,630,570,615,15637,7072.0,11500000.0
2004-05-13,600,625,545,625,11310,7188.0,11500000.0
2004-05-14,615,615,560,590,2305,6785.0,11500000.0
2004-05-17,575,590,540,575,2661,6612.0,11500000.0
2004-05-18,530,575,520,555,5063,6382.0,11500000.0
2004-05-19,595,595,515,535,5741,6152.0,11500000.0
2004-05-20,530,560,515,545,1700,6268.0,11500000.0
2004-05-21,520,545,520,545,256,6268.0,11500000.0
2004-05-24,530,540,515,515,3279,5922.0,11500000.0
2004-05-25,520,550,500,530,13484,6095.0,11500000.0
2004-05-27,530,530,500,515,362,5922.0,11500000.0
2004-05-28,510,515,495,510,4076,5865.0,11500000.0
2004-05-31,510,525,490,515,834,5922.0,11500000.0
2004-06-01,510,575,510,560,2364,6440.0,11500000.0
2004-06-02,535,540,495,540,621,6210.0,11500000.0
2004-06-03,515,535,515,525,4418,6038.0,11500000.0
2004-06-04,535,545,510,545,2213,6268.0,11500000.0
2004-06-07,530,530,515,515,2210,5922.0,11500000.0
2004-06-08,540,575,525,575,23412,6612.0,11500000.0
2004-06-09,600,600,515,565,6528,6498.0,11500000.0
2004-06-10,570,570,565,570,2385,6555.0,11500000.0
2004-06-11,585,585,525,570,17,6555.0,11500000.0
2004-06-14,535,610,530,595,2417,6842.0,11500000.0
2004-06-15,540,595,525,525,7818,6038.0,11500000.0
2004-06-16,540,540,525,535,1116,6152.0,11500000.0
2004-06-17,540,540,510,510,218,5865.0,11500000.0
2004-06-18,510,535,505,530,1870,6095.0,11500000.0
2004-06-21,505,540,500,500,2163,5750.0,11500000.0
2004-06-22,515,525,495,510,241,5865.0,11500000.0
2004-06-23,525,530,520,520,20,5980.0,11500000.0
2004-06-24,520,530,480,520,2240,5980.0,11500000.0
2004-06-25,525,545,520,530,31291,6095.0,11500000.0
2004-06-28,550,550,485,485,31238,5578.0,11500000.0
2004-06-29,485,535,485,525,602,6038.0,11500000.0
2004-06-30,525,530,500,525,763,6038.0,11500000.0
2004-07-01,525,535,525,525,202,6038.0,11500000.0
2004-07-02,525,535,505,520,446,5980.0,11500000.0
2004-07-05,525,550,525,540,1571,6210.0,11500000.0
2004-07-06,540,540,480,520,8106,5980.0,11500000.0
2004-07-07,510,520,460,465,41856,5348.0,11500000.0
2004-07-08,480,495,455,475,8160,5462.0,11500000.0
2004-07-09,470,490,470,480,3859,5520.0,11500000.0
2004-07-12,465,510,445,445,9011,5118.0,11500000.0
2004-07-13,495,495,435,495,1177,5692.0,11500000.0
2004-07-14,525,525,485,520,12,5980.0,11500000.0
2004-07-15,485,520,465,500,464,5750.0,11500000.0
2004-07-16,515,515,480,505,2930,5808.0,11500000.0
2004-07-19,515,515,515,515,49,5922.0,11500000.0
2004-07-20,465,505,465,505,196,5808.0,11500000.0
2004-07-21,460,525,445,490,97502,5635.0,11500000.0
2004-07-22,495,535,455,495,18906,5692.0,11500000.0
2004-07-23,470,550,470,470,49681,5405.0,11500000.0
2004-07-26,470,485,435,450,17023,5175.0,11500000.0
2004-07-27,435,450,430,430,17125,4945.0,11500000.0
2004-07-28,425,450,425,450,617,5175.0,11500000.0
2004-07-29,445,455,425,430,8696,4945.0,11500000.0
2004-07-30,420,445,420,430,1757,4945.0,11500000.0
2004-08-02,450,450,420,450,12,5175.0,11500000.0
2004-08-03,445,445,445,445,360,5118.0,11500000.0
2004-08-04,440,440,420,420,1840,4830.0,11500000.0
2004-08-05,440,440,405,435,3093,5002.0,11500000.0
2004-08-06,435,435,435,435,0,5002.0,11500000.0
2004-08-09,430,450,430,440,289,5060.0,11500000.0
2004-08-10,445,490,420,490,17788,5635.0,11500000.0
2004-08-11,490,510,485,485,4323,5578.0,11500000.0
2004-08-12,500,500,500,500,1,5750.0,11500000.0
2004-08-13,530,535,450,465,6530,5348.0,11500000.0
2004-08-16,470,470,445,470,101,5405.0,11500000.0
2004-08-17,470,515,445,495,10878,5692.0,11500000.0
2004-08-18,495,510,495,510,2152,5865.0,11500000.0
2004-08-19,520,520,490,520,1136,5980.0,11500000.0
2004-08-20,530,570,505,570,664,6555.0,11500000.0
2004-08-23,530,545,505,515,6761,5922.0,11500000.0
2004-08-24,540,540,485,540,95,6210.0,11500000.0
2004-08-25,550,550,490,500,30207,5750.0,11500000.0
2004-08-26,550,550,470,470,32355,5405.0,11500000.0
2004-08-27,485,525,485,525,22205,6038.0,11500000.0
2004-08-30,535,550,500,550,9008,6325.0,11500000.0
2004-08-31,515,545,490,515,3417,5922.0,11500000.0
2004-09-01,505,510,485,500,11481,5750.0,11500000.0
2004-09-02,485,515,485,500,3456,5750.0,11500000.0
2004-09-03,495,500,485,500,1379,5750.0,11500000.0
2004-09-06,500,555,485,505,19147,5808.0,11500000.0
2004-09-07,535,555,500,555,10728,6382.0,11500000.0
2004-09-08,505,540,500,500,14718,5750.0,11500000.0
2004-09-09,515,550,505,550,11923,6325.0,11500000.0
2004-09-10,560,560,510,550,2555,6325.0,11500000.0
2004-09-13,515,590,515,545,12016,6268.0,11500000.0
2004-09-14,545,550,540,550,2322,6325.0,11500000.0
2004-09-15,605,605,535,590,32,6785.0,11500000.0
2004-09-16,630,630,550,550,3076,6325.0,11500000.0
2004-09-17,550,600,545,600,18589,6900.0,11500000.0
2004-09-20,620,620,540,590,1462,6785.0,11500000.0
2004-09-21,575,575,575,575,2,6612.0,11500000.0
2004-09-22,580,580,580,580,1825,6670.0,11500000.0
2004-09-23,550,640,550,595,12101,6842.0,11500000.0
2004-09-24,590,590,590,590,0,6785.0,11500000.0
2004-09-30,550,600,540,575,3403,6612.0,11500000.0
2004-10-01,535,605,530,545,1215,6268.0,11500000.0
2004-10-04,530,550,515,525,1897,6038.0,11500000.0
2004-10-05,540,545,485,530,13036,6095.0,11500000.0
2004-10-06,535,540,535,540,3071,6210.0,11500000.0
2004-10-07,510,555,510,555,67,6382.0,11500000.0
2004-10-08,595,595,580,580,51,6670.0,11500000.0
2004-10-11,645,645,570,570,24319,6555.0,11500000.0
2004-10-12,570,590,510,510,505,5865.0,11500000.0
2004-10-13,525,545,515,545,677,6268.0,11500000.0
2004-10-14,540,580,515,515,23,5922.0,11500000.0
2004-10-15,530,545,515,545,12763,6268.0,11500000.0
2004-10-18,545,545,545,545,0,6268.0,11500000.0
2004-10-19,545,545,540,540,25001,6210.0,11500000.0
2004-10-20,540,540,510,510,28210,5865.0,11500000.0
2004-10-21,525,525,525,525,1,6038.0,11500000.0
2004-10-22,525,525,525,525,1,6038.0,11500000.0
2004-10-25,525,525,525,525,0,6038.0,11500000.0
2004-10-26,510,515,505,515,218,5922.0,11500000.0
2004-10-27,515,515,500,500,22339,5750.0,11500000.0
2004-10-28,500,500,500,500,814,5750.0,11500000.0
2004-10-29,515,515,500,500,6210,5750.0,11500000.0
2004-11-01,495,500,495,500,8102,5750.0,11500000.0
2004-11-02,480,510,480,495,7554,5692.0,11500000.0
2004-11-03,490,495,490,495,36,5692.0,11500000.0
2004-11-04,495,500,495,500,170,5750.0,11500000.0
2004-11-05,500,505,495,495,1118,5692.0,11500000.0
2004-11-08,510,515,510,515,252,5922.0,11500000.0
2004-11-09,505,505,505,505,619,5808.0,11500000.0
2004-11-10,500,560,490,525,293,6038.0,11500000.0
2004-11-11,530,560,530,530,15684,6095.0,11500000.0
2004-11-12,510,555,505,555,106,6382.0,11500000.0
2004-11-15,530,530,515,515,324,5922.0,11500000.0
2004-11-16,510,510,510,510,500,5865.0,11500000.0
2004-11-17,490,530,490,530,2230,6095.0,11500000.0
2004-11-18,495,510,490,490,18439,5635.0,11500000.0
2004-11-19,480,520,480,510,867,5865.0,11500000.0
2004-11-22,470,500,465,495,22535,5692.0,11500000.0
2004-11-23,480,545,480,540,7266,6210.0,11500000.0
2004-11-24,530,555,485,530,20080,6095.0,11500000.0
2004-11-25,530,555,495,535,656,6152.0,11500000.0
2004-11-26,535,535,490,525,20504,6038.0,11500000.0
2004-11-29,530,530,510,525,253,6038.0,11500000.0
2004-11-30,500,530,495,500,3115,5750.0,11500000.0
2004-12-01,515,515,490,505,2542,5808.0,11500000.0
2004-12-02,505,565,495,510,14112,5865.0,11500000.0
2004-12-03,505,570,500,550,50155,6325.0,11500000.0
2004-12-06,535,580,520,540,7544,6210.0,11500000.0
2004-12-07,540,570,515,540,5592,6210.0,11500000.0
2004-12-08,540,590,540,570,2200,6555.0,11500000.0
2004-12-09,550,570,510,550,63309,6325.0,11500000.0
2004-12-10,535,570,530,540,4984,6210.0,11500000.0
2004-12-13,545,570,520,540,24022,6210.0,11500000.0
2004-12-14,550,550,500,500,50107,5750.0,11500000.0
2004-12-15,495,520,495,520,9642,5980.0,11500000.0
2004-12-16,525,525,495,500,15613,5750.0,11500000.0
2004-12-17,500,515,500,505,3700,5808.0,11500000.0
2004-12-20,515,515,495,510,9625,5865.0,11500000.0
2004-12-21,500,540,500,505,6891,5808.0,11500000.0
2004-12-22,515,530,500,515,3969,5922.0,11500000.0
2004-12-23,510,520,510,515,676,5922.0,11500000.0
2004-12-24,520,525,500,500,1790,5750.0,11500000.0
2004-12-27,500,515,500,515,544,5922.0,11500000.0
2004-12-28,515,515,500,510,4402,5865.0,11500000.0
2004-12-29,520,530,505,520,4605,5980.0,11500000.0
2004-12-30,520,530,510,530,2579,6095.0,11500000.0
2005-01-03,520,535,500,525,8849,6038.0,11500000.0
2005-01-04,530,535,510,515,4689,5922.0,11500000.0
2005-01-05,525,575,515,530,7629,6095.0,11500000.0
2005-01-06,515,560,515,550,57906,6325.0,11500000.0
2005-01-07,565,565,520,540,36258,6210.0,11500000.0
2005-01-10,545,545,535,540,21049,6210.0,11500000.0
2005-01-11,550,565,535,540,32065,6210.0,11500000.0
2005-01-12,545,600,545,600,103727,6900.0,11500000.0
2005-01-13,640,670,615,670,222328,7705.0,11500000.0
2005-01-14,700,715,595,625,104302,7188.0,11500000.0
2005-01-17,660,670,610,640,74720,7360.0,11500000.0
2005-01-18,640,640,610,610,37925,7015.0,11500000.0
2005-01-19,610,660,610,660,106706,7590.0,11500000.0
2005-01-20,680,715,630,670,30231,7705.0,11500000.0
2005-01-21,675,675,635,655,56269,7532.0,11500000.0
2005-01-24,650,665,610,650,26803,7475.0,11500000.0
2005-01-25,625,635,580,610,58571,7015.0,11500000.0
2005-01-26,610,620,600,600,37451,6900.0,11500000.0
2005-01-27,630,650,595,625,32529,7188.0,11500000.0
2005-01-28,635,700,610,665,123534,7648.0,11500000.0
2005-01-31,695,730,650,685,58286,7878.0,11500000.0
2005-02-01,690,730,670,725,107657,8338.0,11500000.0
2005-02-02,770,810,715,810,94146,9315.0,11500000.0
2005-02-03,835,900,820,900,77309,10350.0,11500000.0
2005-02-04,935,935,840,900,26037,10350.0,11500000.0
2005-02-07,915,915,800,910,58827,10465.0,11500000.0
2005-02-11,935,1015,930,1015,89584,11672.0,11500000.0
2005-02-14,1130,1135,1060,1135,71233,13052.0,11500000.0
2005-02-15,1265,1270,1220,1270,95957,14605.0,11500000.0
2005-02-16,1355,1410,1130,1340,152009,15410.0,11500000.0
2005-02-17,1315,1390,1200,1325,141619,15238.0,11500000.0
2005-02-18,1350,1480,1290,1480,227829,17020.0,11500000.0
2005-02-21,1530,1635,1470,1545,172247,17768.0,11500000.0
2005-02-22,1545,1570,1360,1420,99602,16330.0,11500000.0
2005-02-23,1420,1420,1255,1285,56114,14778.0,11500000.0
2005-02-24,1330,1435,1150,1230,267114,14145.0,11500000.0
2005-02-25,1365,1365,1110,1210,80432,13915.0,11500000.0
2005-02-28,1275,1330,1130,1190,25983,13685.0,11500000.0
2005-03-02,1155,1250,1050,1120,48766,12880.0,11500000.0
2005-03-03,1120,1165,1080,1150,28041,13225.0,11500000.0
2005-03-04,1190,1220,1080,1215,34912,13972.0,11500000.0
2005-03-07,1300,1300,1070,1165,13755,13398.0,11500000.0
2005-03-08,1105,1190,1030,1055,36619,12132.0,11500000.0
2005-03-09,1050,1135,1035,1100,15825,12650.0,11500000.0
2005-03-10,1040,1150,1040,1040,2511,11960.0,11500000.0
2005-03-11,1020,1150,1020,1150,19009,13225.0,11500000.0
2005-03-14,1220,1250,1100,1250,11217,14375.0,11500000.0
2005-03-15,1250,1290,1100,1100,9459,12650.0,11500000.0
2005-03-16,1150,1150,1010,1145,12943,13168.0,11500000.0
2005-03-17,1190,1190,1030,1070,5966,12305.0,11500000.0
2005-03-18,1050,1115,1020,1080,4620,12420.0,11500000.0
2005-03-21,1040,1140,1040,1120,5797,12880.0,11500000.0
2005-03-22,1170,1170,1060,1165,262,13398.0,11500000.0
2005-03-23,1100,1100,1030,1060,3272,12190.0,11500000.0
2005-03-24,1060,1075,980,1070,29376,12305.0,11500000.0
2005-03-25,1100,1135,995,1095,2264,12592.0,11500000.0
2005-03-28,1130,1200,990,1135,17202,13052.0,11500000.0
2005-03-29,1135,1135,1010,1125,10854,12938.0,11500000.0
2005-03-30,1125,1270,1085,1190,44843,13685.0,11500000.0
2005-03-31,1295,1295,1120,1190,4040,13685.0,11500000.0
2005-04-01,1190,1190,1030,1070,21875,12305.0,11500000.0
2005-04-04,1100,1135,1025,1065,11454,12248.0,11500000.0
2005-04-06,1155,1155,1030,1075,4394,12362.0,11500000.0
2005-04-07,1045,1105,1030,1065,3196,12248.0,11500000.0
2005-04-08,1030,1100,980,980,23413,11270.0,11500000.0
2005-04-11,1015,1125,1005,1125,156428,12938.0,11500000.0
2005-04-12,1120,1125,985,1025,240946,11788.0,11500000.0
2005-04-13,1015,1045,970,975,57615,11212.0,11500000.0
2005-04-14,955,1025,920,920,76169,10580.0,11500000.0
2005-04-15,905,935,855,910,58312,10465.0,11500000.0
2005-04-18,850,910,830,855,46322,9832.0,11500000.0
2005-04-19,850,980,850,880,329723,10120.0,11500000.0
2005-04-20,905,950,830,950,92222,10925.0,11500000.0
2005-04-21,945,980,850,980,71304,11270.0,11500000.0
2005-04-22,955,990,930,985,50419,11328.0,11500000.0
2005-04-25,925,1025,925,1025,43422,11788.0,11500000.0
2005-04-26,1035,1140,875,1140,105355,13110.0,11500000.0
2005-04-27,1145,1310,1140,1310,1109118,15065.0,11500000.0
2005-04-28,1500,1505,1330,1500,780283,17250.0,11500000.0
2005-04-29,1405,1475,1275,1475,431219,16962.0,11500000.0
2005-05-02,1475,1475,1330,1370,143953,15755.0,11500000.0
2005-05-03,1300,1305,1165,1250,420158,14375.0,11500000.0
2005-05-04,1250,1370,1240,1320,389032,15180.0,11500000.0
2005-05-06,1320,1365,1175,1265,207669,14548.0,11500000.0
2005-05-09,1260,1290,1195,1270,134403,14605.0,11500000.0
2005-05-10,1250,1290,1190,1210,151474,13915.0,11500000.0
2005-05-11,1185,1205,1030,1030,498433,11845.0,11500000.0
2005-05-12,960,1020,885,900,327681,10350.0,11500000.0
2005-05-13,900,1005,900,980,254967,11270.0,11500000.0
2005-05-16,1015,1015,920,950,157612,10925.0,11500000.0
2005-05-17,955,990,945,960,87013,11040.0,11500000.0
2005-05-18,930,1100,930,1090,465799,12535.0,11500000.0
2005-05-19,1095,1130,960,1000,205543,11500.0,11500000.0
2005-05-20,985,1025,965,1000,87577,11500.0,11500000.0
2005-05-23,970,1010,970,985,73938,11328.0,11500000.0
2005-05-24,975,1000,965,985,60118,11328.0,11500000.0
2005-05-25,980,1025,970,990,38019,11385.0,11500000.0
2005-05-26,980,1005,970,990,51341,11385.0,11500000.0
2005-05-27,1010,1020,965,970,114761,11155.0,11500000.0
2005-05-30,985,985,950,980,87361,11270.0,11500000.0
2005-05-31,980,985,950,960,46715,11040.0,11500000.0
2005-06-01,950,965,950,960,21527,11040.0,11500000.0
2005-06-02,965,995,960,965,25695,11098.0,11500000.0
2005-06-03,985,985,950,965,22179,11098.0,11500000.0
2005-06-07,955,970,945,965,33383,11098.0,11500000.0
2005-06-08,960,1050,960,1000,34042,11500.0,11500000.0
2005-06-09,980,1000,975,985,24001,11328.0,11500000.0
2005-06-10,1020,1020,980,985,31230,11328.0,11500000.0
2005-06-13,1000,1000,985,995,15732,11442.0,11500000.0
2005-06-14,980,1015,980,985,23096,11328.0,11500000.0
2005-06-15,985,1010,985,1000,13797,11500.0,11500000.0
2005-06-16,985,1000,980,980,47445,11270.0,11500000.0
2005-06-17,980,1000,975,990,23411,11385.0,11500000.0
2005-06-20,980,1035,980,1015,95248,11672.0,11500000.0
2005-06-21,1035,1165,1020,1165,404152,13398.0,11500000.0
2005-06-22,1210,1245,1080,1135,476247,13052.0,11500000.0
2005-06-23,1130,1145,1075,1090,233783,12535.0,11500000.0
2005-06-24,1095,1095,1040,1040,136188,11960.0,11500000.0
2005-06-27,1025,1050,1010,1050,131224,12075.0,11500000.0
2005-06-28,1035,1140,1035,1090,335286,12535.0,11500000.0
2005-06-29,1115,1125,1030,1085,145578,12478.0,11500000.0
2005-06-30,1085,1130,1030,1050,140169,12075.0,11500000.0
2005-07-01,1040,1075,1030,1060,98076,12190.0,11500000.0
2005-07-04,1070,1115,1070,1110,144553,12765.0,11500000.0
2005-07-05,1095,1110,1055,1070,121883,12305.0,11500000.0
2005-07-06,1090,1130,1065,1130,186870,12995.0,11500000.0
2005-07-07,1125,1200,1120,1150,200311,13225.0,11500000.0
2005-07-08,1150,1170,1110,1160,90511,13340.0,11500000.0
2005-07-11,1170,1260,1170,1240,386138,14260.0,11500000.0
2005-07-12,1240,1255,1195,1240,204589,14260.0,11500000.0
2005-07-13,1240,1320,1200,1255,254012,14432.0,11500000.0
2005-07-14,1255,1255,1135,1170,94407,13455.0,11500000.0
2005-07-15,1140,1170,1065,1085,118347,12478.0,11500000.0
2005-07-18,1100,1145,1075,1100,162409,12650.0,11500000.0
2005-07-19,1100,1130,1100,1120,134864,12880.0,11500000.0
2005-07-20,1140,1185,1120,1130,138282,12995.0,11500000.0
2005-07-21,1135,1170,1130,1145,44396,13168.0,11500000.0
2005-07-22,1170,1250,1155,1190,469496,13685.0,11500000.0
2005-07-25,1190,1240,1165,1190,101497,13685.0,11500000.0
2005-07-26,1200,1255,1180,1200,196385,13800.0,11500000.0
2005-07-27,1220,1380,1220,1380,274056,15870.0,11500000.0
2005-07-28,1455,1465,1240,1245,382941,14318.0,11500000.0
2005-07-29,1225,1270,1145,1155,194162,13282.0,11500000.0
2005-08-01,1170,1185,1125,1130,82140,12995.0,11500000.0
2005-08-02,1115,1160,1115,1135,83889,13052.0,11500000.0
2005-08-03,1135,1215,1135,1155,143120,13282.0,11500000.0
2005-08-04,1165,1190,1065,1145,80023,13168.0,11500000.0
2005-08-05,1100,1130,1030,1040,94225,11960.0,11500000.0
2005-08-08,1000,1065,995,1035,40936,11902.0,11500000.0
2005-08-09,1005,1190,1005,1175,326114,13512.0,11500000.0
2005-08-10,1155,1290,1150,1185,132941,13628.0,11500000.0
2005-08-11,1170,1200,1110,1180,30659,13570.0,11500000.0
2005-08-12,1160,1205,1155,1170,16749,13455.0,11500000.0
2005-08-16,1150,1345,1150,1335,638112,15352.0,11500000.0
2005-08-17,1200,1270,1150,1200,212933,13800.0,11500000.0
2005-08-18,1200,1380,1120,1380,1004218,15870.0,11500000.0
2005-08-19,1380,1580,1345,1345,1267941,15468.0,11500000.0
2005-08-22,1305,1335,1260,1300,364137,14950.0,11500000.0
2005-08-23,1275,1300,1215,1235,392421,14202.0,11500000.0
2005-08-24,1230,1235,1185,1185,256422,13628.0,11500000.0
2005-08-25,1175,1190,1145,1155,142235,13282.0,11500000.0
2005-08-26,1140,1170,1090,1100,190772,12650.0,11500000.0
2005-08-29,1090,1090,1040,1050,145761,12075.0,11500000.0
2005-08-30,1050,1095,1050,1065,253126,12248.0,11500000.0
2005-08-31,1045,1075,1030,1055,109080,12132.0,11500000.0
2005-09-01,1055,1210,1055,1210,655543,13915.0,11500000.0
2005-09-02,1205,1225,1145,1205,154117,13858.0,11500000.0
2005-09-05,1190,1230,1150,1150,108564,13225.0,11500000.0
2005-09-06,1145,1250,1145,1160,217301,13340.0,11500000.0
2005-09-07,1185,1230,1130,1140,284813,13110.0,11500000.0
2005-09-08,1140,1175,1080,1125,180359,12938.0,11500000.0
2005-09-09,1105,1120,1100,1115,75810,12822.0,11500000.0
2005-09-12,1115,1145,1105,1110,82675,12765.0,11500000.0
2005-09-13,1090,1135,1080,1130,153778,12995.0,11500000.0
2005-09-14,1110,1145,1095,1115,45244,12822.0,11500000.0
2005-09-15,1105,1145,1105,1140,91919,13110.0,11500000.0
2005-09-16,1150,1190,1135,1175,102666,13512.0,11500000.0
2005-09-20,1160,1240,1150,1180,119728,13570.0,11500000.0
2005-09-21,1180,1190,1115,1120,50609,12880.0,11500000.0
2005-09-22,1110,1145,1105,1110,95390,12765.0,11500000.0
2005-09-23,1110,1135,1105,1105,16273,12708.0,11500000.0
2005-09-26,1105,1180,1105,1130,109667,12995.0,11500000.0
2005-09-27,1150,1150,970,1095,52672,12592.0,11500000.0
2005-09-28,1120,1120,1060,1080,88879,12420.0,11500000.0
2005-09-29,1080,1095,1050,1055,83609,12132.0,11500000.0
2005-09-30,1065,1080,950,970,263626,11155.0,11500000.0
2005-10-04,995,1115,975,1115,310026,12822.0,11500000.0
2005-10-05,1120,1280,1065,1280,934419,14720.0,11500000.0
2005-10-06,1260,1340,1160,1195,512911,13742.0,11500000.0
2005-10-07,1175,1210,1135,1135,249712,13052.0,11500000.0
2005-10-10,1135,1160,1130,1150,221588,13225.0,11500000.0
2005-10-11,1150,1230,1135,1145,417155,13168.0,11500000.0
2005-10-12,1150,1180,1135,1180,166109,13570.0,11500000.0
2005-10-13,1190,1250,1145,1200,354917,13800.0,11500000.0
2005-10-14,1180,1235,1160,1160,131971,13340.0,11500000.0
2005-10-17,1195,1310,1175,1265,449905,14548.0,11500000.0
2005-10-18,1260,1290,1200,1240,179544,14260.0,11500000.0
2005-10-19,1210,1240,1095,1095,171011,12592.0,11500000.0
2005-10-20,1100,1120,1050,1075,173635,12362.0,11500000.0
2005-10-21,1040,1235,1040,1230,1040954,14145.0,11500000.0
2005-10-24,1190,1200,1090,1115,313771,12822.0,11500000.0
2005-10-25,1130,1270,1120,1215,608007,13972.0,11500000.0
2005-10-26,1215,1325,1155,1155,647392,13282.0,11500000.0
2005-10-27,1195,1270,1180,1245,472587,14318.0,11500000.0
2005-10-28,1215,1325,1210,1285,587279,14778.0,11500000.0
2005-10-31,1295,1440,1265,1350,931604,15525.0,11500000.0
2005-11-01,1340,1430,1265,1300,506692,14950.0,11500000.0
2005-11-02,1270,1310,1230,1270,317500,14605.0,11500000.0
2005-11-03,1270,1355,1270,1355,374003,15582.0,11500000.0
2005-11-04,1355,1425,1325,1380,544377,15870.0,11500000.0
2005-11-07,1405,1445,1270,1270,365743,14605.0,11500000.0
2005-11-08,1280,1310,1255,1300,166787,14950.0,11500000.0
2005-11-09,1300,1350,1280,1345,277270,15468.0,11500000.0
2005-11-10,1375,1375,1280,1290,214839,14835.0,11500000.0
2005-11-11,1290,1310,1255,1260,134984,14490.0,11500000.0
2005-11-14,1245,1300,1245,1290,136808,14835.0,11500000.0
2005-11-15,1280,1350,1275,1300,140583,14950.0,11500000.0
2005-11-16,1310,1370,1290,1335,195869,15352.0,11500000.0
2005-11-17,1335,1350,1245,1280,98357,14720.0,11500000.0
2005-11-18,1270,1285,1195,1220,283008,14030.0,11500000.0
2005-11-21,1235,1270,1215,1260,169163,14490.0,11500000.0
2005-11-22,1245,1250,1200,1225,114127,14088.0,11500000.0
2005-11-23,1225,1285,1225,1265,137501,14548.0,11500000.0
2005-11-24,1300,1305,1250,1275,134867,14662.0,11500000.0
