앱클론(174900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-16,68000,72100,65900,68800,364703,467840.0,6800000.0
2018-04-17,69100,69900,65400,67700,177576,460360.0,6800000.0
2018-04-18,68300,68700,62800,64600,224577,439280.0,6800000.0
2018-04-19,62700,62900,58300,59800,261242,406640.0,6800000.0
2018-04-20,59800,65700,59800,61500,210331,418200.0,6800000.0
2018-04-23,60300,61200,58300,60700,117200,412760.0,6800000.0
2018-04-24,60800,62200,58400,59000,103407,401200.0,6800000.0
2018-04-25,57500,59700,56000,57400,129588,390320.0,6800000.0
2018-04-26,58200,59600,57800,58800,68271,399840.0,6800000.0
2018-04-27,59000,64900,59000,63700,320971,433160.0,6800000.0
2018-04-30,62900,63000,59000,60900,166906,414120.0,6800000.0
2018-05-02,59000,61500,57500,59200,99008,402560.0,6800000.0
2018-05-03,60000,61200,59500,60000,55394,408000.0,6800000.0
2018-05-04,59300,60500,55600,56900,165829,386920.0,6800000.0
2018-05-08,57800,58500,52500,52500,131257,357000.0,6800000.0
2018-05-09,52100,53900,48050,53100,140797,361080.0,6800000.0
2018-05-10,53100,53100,51400,52400,61926,356320.0,6800000.0
2018-05-11,52400,56100,52400,53500,72034,363800.0,6800000.0
2018-05-14,53500,53800,51000,51500,82572,350200.0,6800000.0
2018-05-15,52000,53000,50800,51300,60990,348840.0,6800000.0
2018-05-16,51400,51900,49000,50000,105458,340000.0,6800000.0
2018-05-17,50600,51700,47450,48200,172908,327760.0,6800000.0
2018-05-18,48900,48900,47050,47750,126276,324700.0,6800000.0
2018-05-21,48300,48900,47150,47450,98548,322660.0,6800000.0
2018-05-23,47500,47800,45650,46000,87082,312800.0,6800000.0
2018-05-24,46150,47150,46000,46550,54023,316540.0,6800000.0
2018-05-25,46750,49300,46550,48600,138754,330480.0,6800000.0
2018-05-28,47400,47900,46200,46900,70568,318920.0,6800000.0
2018-05-29,46850,48200,46300,46700,55626,317560.0,6800000.0
2018-05-30,46350,48400,45850,46000,79846,312800.0,6800000.0
2018-05-31,47250,47300,44600,45100,79810,306680.0,6800000.0
2018-06-01,45100,46650,44700,46600,75317,316880.0,6800000.0
2018-06-04,47300,47300,45950,46200,45263,314160.0,6800000.0
2018-06-05,47000,47000,45050,45400,39619,308720.0,6800000.0
2018-06-07,45700,46600,45400,46200,40761,314160.0,6800000.0
2018-06-08,45600,46200,44750,44900,55152,305320.0,6800000.0
2018-06-11,45100,45350,44200,44300,28266,301240.0,6800000.0
2018-06-12,44400,45650,44000,44600,64765,303280.0,6800000.0
2018-06-14,44500,45000,43450,43550,41949,296140.0,6800000.0
2018-06-15,43550,44250,43300,43400,34294,295120.0,6800000.0
2018-06-18,42850,43400,39700,39900,95009,271320.0,6800000.0
2018-06-19,39000,49700,37200,44500,735242,302600.0,6800000.0
2018-06-20,43850,45600,42500,43400,132069,295120.0,6800000.0
2018-06-21,43450,49200,43450,45000,284123,306000.0,6800000.0
2018-06-22,45000,47800,43600,46800,107873,318240.0,6800000.0
2018-06-25,48250,53200,48200,52300,493820,355640.0,6800000.0
2018-06-26,50500,56900,50200,54500,362836,370600.0,6800000.0
2018-06-27,55700,57000,53400,55000,322718,374000.0,6800000.0
2018-06-28,55100,56500,52800,53700,138643,365160.0,6800000.0
2018-06-29,53700,54500,49900,52000,165564,353600.0,6800000.0
2018-07-02,50900,51600,49800,50500,122417,343400.0,6800000.0
2018-07-03,51100,53600,50000,53200,129148,361760.0,6800000.0
2018-07-04,52600,53300,50600,51100,71933,347480.0,6800000.0
2018-07-05,51300,52900,48300,52700,93064,358360.0,6800000.0
2018-07-06,53100,56500,52000,56200,245739,382160.0,6800000.0
2018-07-09,56500,59900,56300,57900,250562,393720.0,6800000.0
2018-07-10,58300,58400,55700,57700,108569,392360.0,6800000.0
2018-07-11,56700,57500,54900,54900,85129,373320.0,6800000.0
2018-07-12,54600,56000,53500,55000,112833,374000.0,6800000.0
2018-07-13,54600,55200,53100,53400,80788,363120.0,6800000.0
2018-07-16,53300,54400,52400,52500,66806,357000.0,6800000.0
2018-07-17,53000,54300,50900,51500,79239,350200.0,6800000.0
2018-07-18,51400,52500,48900,48900,108060,332520.0,6800000.0
2018-07-19,49500,49500,44500,44850,144489,304980.0,6800000.0
2018-07-20,44850,46400,44350,45500,60719,309400.0,6800000.0
2018-07-23,45500,45500,39900,40100,110550,272680.0,6800000.0
2018-07-24,40500,42900,40250,40650,66195,276420.0,6800000.0
2018-07-25,41050,42900,40100,41350,69916,281180.0,6800000.0
2018-07-26,41700,43850,41500,43300,58842,294440.0,6800000.0
2018-07-27,43700,44600,43550,44150,32310,300220.0,6800000.0
2018-07-30,43750,44350,42700,42800,34188,291040.0,6800000.0
2018-07-31,42200,43800,41950,42900,38836,291720.0,6800000.0
2018-08-01,43600,44900,43000,44650,53021,303620.0,6800000.0
2018-08-02,44150,44850,42500,42850,44773,291380.0,6800000.0
2018-08-03,43000,43650,42000,42550,45769,289340.0,6800000.0
2018-08-06,42550,42950,41500,41500,34905,282200.0,6800000.0
2018-08-07,42000,43300,41400,43150,51313,293420.0,6800000.0
2018-08-08,43800,43850,42150,42350,31905,287980.0,6800000.0
2018-08-09,42350,43700,42150,43300,40910,294440.0,6800000.0
2018-08-10,43400,44050,42300,43300,49948,294440.0,6800000.0
2018-08-13,43300,43350,41300,41300,44720,280840.0,6800000.0
2018-08-14,40900,42300,40900,41400,26539,281520.0,6800000.0
2018-08-16,40500,41450,40000,40800,31370,277440.0,6800000.0
2018-08-17,41050,45300,41050,44050,118099,299540.0,6800000.0
2018-08-20,44150,44900,43450,44000,55048,299200.0,6800000.0
2018-08-21,44000,45800,43700,45100,59615,306680.0,6800000.0
2018-08-22,45200,45450,43700,44250,39342,300900.0,6800000.0
2018-08-23,44300,45550,43350,45550,45566,309740.0,6800000.0
2018-08-24,45300,48500,44400,46500,99301,316200.0,6800000.0
2018-08-27,47200,47700,46150,47150,68940,320620.0,6800000.0
2018-08-28,47700,48000,46250,46350,41459,315180.0,6800000.0
2018-08-29,46400,47650,46300,46700,41891,317560.0,6800000.0
2018-08-30,46700,48700,46350,47700,58064,324360.0,6800000.0
2018-08-31,47700,50400,46600,50400,131739,342720.0,6800000.0
2018-09-03,50500,53000,50000,52100,145987,354280.0,6800000.0
2018-09-04,53400,53400,51700,52200,80671,354960.0,6800000.0
2018-09-05,52100,52800,50600,50800,73197,345440.0,6800000.0
2018-09-06,50500,51400,48750,49650,104143,337620.0,6800000.0
2018-09-07,49300,50700,49100,50100,36380,340680.0,6800000.0
2018-09-10,49600,50100,47850,48600,86630,330480.0,6800000.0
2018-09-11,48850,51900,48550,50200,65466,341360.0,6800000.0
2018-09-12,50800,55000,49850,54600,256476,371280.0,6800000.0
2018-09-13,54600,54700,52700,54400,82101,369920.0,6800000.0
2018-09-14,54600,57500,53400,55800,141275,379440.0,6800000.0
2018-09-17,57500,57500,55500,55800,73638,379440.0,6800000.0
2018-09-18,55000,57200,54700,57000,140212,387600.0,6800000.0
2018-09-19,57900,60900,57600,60200,379043,409360.0,6800000.0
2018-09-20,60100,64800,58800,61000,399173,414800.0,6800000.0
2018-09-21,60200,61600,57100,60000,189649,408000.0,6800000.0
2018-09-27,59200,60100,57600,58200,106201,395760.0,6800000.0
2018-09-28,59900,63400,59600,59600,246045,405280.0,6800000.0
2018-10-01,59500,60500,55200,55800,147266,379440.0,6800000.0
2018-10-02,55900,57000,52200,53500,144241,363800.0,6800000.0
2018-10-04,53500,54400,51400,53500,76135,363800.0,6800000.0
2018-10-05,52100,53500,49900,50900,93803,346120.0,6800000.0
2018-10-08,51300,53600,50100,52400,79383,356320.0,6800000.0
2018-10-10,52100,54400,51900,53200,87463,361760.0,6800000.0
2018-10-11,50000,52200,46100,47450,216371,322660.0,6800000.0
2018-10-12,47450,49450,47050,49450,109767,336260.0,6800000.0
2018-10-15,50000,50000,47500,47500,59698,323000.0,6800000.0
2018-10-16,47600,49800,47600,49050,92471,333540.0,6800000.0
2018-10-17,49900,51500,49000,50700,73453,344760.0,6800000.0
2018-10-18,50700,50700,48350,48700,51374,331160.0,6800000.0
2018-10-19,48150,48450,46100,47700,90119,331443.0,6948500.0
2018-10-22,47300,48500,46400,48400,46994,336307.0,6948500.0
2018-10-23,48200,48200,45650,45650,44298,317199.0,6948500.0
2018-10-24,46500,46650,42500,43100,72531,303877.0,7050500.0
2018-10-25,41500,43100,40500,42300,69562,298236.0,7050500.0
2018-10-26,43000,43900,40500,42200,84039,297531.0,7050500.0
2018-10-29,43200,44750,40650,40650,72925,286603.0,7050500.0
2018-10-30,39250,40600,36150,37800,732646,266509.0,7050500.0
2018-10-31,38700,42550,37850,41200,317058,290481.0,7050500.0
2018-11-01,41350,43400,40150,41750,107425,294358.0,7050500.0
2018-11-02,49650,52300,46700,47050,902016,331726.0,7050500.0
2018-11-05,47100,50000,47050,50000,327442,352525.0,7050500.0
2018-11-06,50200,50300,46500,47900,167525,337719.0,7050500.0
2018-11-07,47750,48650,45650,45800,145952,322913.0,7050500.0
2018-11-08,47000,48000,46000,46200,105823,325733.0,7050500.0
2018-11-09,45800,46050,42800,43700,142056,308107.0,7050500.0
2018-11-12,42200,43600,41450,41600,79898,293301.0,7050500.0
2018-11-13,40000,43500,40000,43000,95832,305708.0,7109500.0
2018-11-14,42300,44850,41550,42850,131859,304642.0,7109500.0
2018-11-15,42400,43700,41450,43250,51493,307486.0,7109500.0
2018-11-16,43950,44600,43100,43400,54077,308552.0,7109500.0
2018-11-19,43450,45600,43450,45200,92901,321349.0,7109500.0
2018-11-20,44350,45250,43850,44100,74176,313529.0,7109500.0
2018-11-21,43650,46150,43550,46000,115973,327037.0,7109500.0
2018-11-22,45700,45800,44200,44600,72581,317084.0,7109500.0
2018-11-23,44650,44800,42750,42850,76370,304642.0,7109500.0
2018-11-26,42300,43600,42300,42750,66075,306004.0,7158000.0
2018-11-27,42900,43100,42400,42650,68019,305289.0,7158000.0
2018-11-28,42700,43000,41950,42100,56716,301352.0,7158000.0
2018-11-29,42750,42850,41200,41550,44788,297415.0,7158000.0
2018-11-30,41300,42500,41200,41450,33537,296699.0,7158000.0
2018-12-03,42050,42950,41750,42850,59453,306720.0,7158000.0
2018-12-04,42850,44500,42300,43450,139721,311015.0,7158000.0
2018-12-05,42700,43350,42400,42650,54076,305289.0,7158000.0
2018-12-06,42750,43000,40450,40700,46374,291331.0,7158000.0
2018-12-07,41200,41850,41000,41250,34830,295268.0,7158000.0
2018-12-10,40400,43500,40250,40600,91728,290615.0,7158000.0
2018-12-11,41250,41650,40200,40200,50657,287752.0,7158000.0
2018-12-12,40200,41900,40200,41150,71146,294552.0,7158000.0
2018-12-13,41100,42250,39000,40250,316924,288110.0,7158000.0
2018-12-14,39600,39900,37400,38000,146780,272004.0,7158000.0
2018-12-17,38000,38050,35950,36300,91962,259835.0,7158000.0
2018-12-18,35600,37750,35250,36750,59880,263056.0,7158000.0
2018-12-19,36700,38950,36000,37200,88966,266352.0,7160000.0
2018-12-20,36650,36900,35550,35750,86441,255970.0,7160000.0
2018-12-21,35750,37000,35750,36500,63107,261340.0,7160000.0
2018-12-24,36500,38800,36000,38500,93056,275660.0,7160000.0
2018-12-26,37500,41200,37100,39100,164658,279956.0,7160000.0
2018-12-27,39700,40600,39700,39700,83516,284252.0,7160000.0
2018-12-28,39700,41350,39700,40650,78404,291054.0,7160000.0
2019-01-02,41450,43300,40950,42700,237406,305732.0,7160000.0
2019-01-03,42900,43000,40100,40900,109989,292844.0,7160000.0
2019-01-04,40300,41250,39750,40800,95949,292128.0,7160000.0
2019-01-07,41700,41750,39150,39350,113310,281746.0,7160000.0
2019-01-08,39400,39550,37500,37550,102960,268858.0,7160000.0
2019-01-09,38100,38350,36900,37700,79567,269932.0,7160000.0
2019-01-10,37500,38500,37500,38050,37400,272438.0,7160000.0
2019-01-11,38200,38500,37500,37650,51073,269574.0,7160000.0
2019-01-14,37500,37500,36000,36100,83166,258476.0,7160000.0
2019-01-15,36100,37100,36100,36750,42514,263130.0,7160000.0
2019-01-16,36650,36950,36150,36300,34815,259908.0,7160000.0
2019-01-17,36350,38100,36350,36850,103897,264214.0,7170000.0
2019-01-18,37200,38400,37050,38200,100045,273894.0,7170000.0
2019-01-21,38200,38250,37100,37550,41691,269234.0,7170000.0
2019-01-22,37600,38150,36550,36950,81807,264932.0,7170000.0
2019-01-23,36600,37500,36600,37150,47453,266366.0,7170000.0
2019-01-24,37000,38750,37000,37950,69908,272102.0,7170000.0
2019-01-25,38400,38400,37400,37900,56218,271743.0,7170000.0
2019-01-28,37900,40200,37900,39900,168198,286083.0,7170000.0
2019-01-29,39650,40350,38800,39800,84367,285366.0,7170000.0
2019-01-30,40250,40900,39100,39250,82804,281422.0,7170000.0
2019-01-31,39650,40800,39350,40250,72415,288592.0,7170000.0
2019-02-01,40250,41150,39750,40750,73373,292178.0,7170000.0
2019-02-07,40300,41800,40200,41150,58957,295046.0,7170000.0
2019-02-08,40700,41850,40700,41000,41917,293970.0,7170000.0
2019-02-11,41100,42350,41100,42000,78285,301140.0,7170000.0
2019-02-12,42000,42000,40700,41800,59170,299706.0,7170000.0
2019-02-13,41800,46500,41600,45500,405262,326235.0,7170000.0
2019-02-14,46000,47800,45500,47050,239154,337348.0,7170000.0
2019-02-15,47450,48700,46350,47650,169378,341650.0,7170000.0
2019-02-18,47650,48350,46700,47200,86111,338424.0,7170000.0
2019-02-19,47800,47800,46150,46800,88161,335556.0,7170000.0
2019-02-20,46700,47150,46150,46600,69738,334122.0,7170000.0
2019-02-21,46750,47500,46000,46750,62360,335198.0,7170000.0
2019-02-22,46450,47100,46300,46700,49331,334839.0,7170000.0
2019-02-25,46850,46850,45500,46100,57895,330537.0,7170000.0
2019-02-26,46100,47400,45750,47000,128080,336990.0,7170000.0
2019-02-27,47100,50800,47000,50500,261714,362085.0,7170000.0
2019-02-28,51700,55400,51400,52200,469982,374274.0,7170000.0
2019-03-04,54000,55600,52300,53800,218396,385746.0,7170000.0
2019-03-05,54200,55200,52100,53100,155895,380727.0,7170000.0
2019-03-06,52900,52900,49950,51800,285310,371406.0,7170000.0
2019-03-07,51800,52500,50500,51700,132119,370689.0,7170000.0
2019-03-08,51100,53500,51000,53300,114713,382428.0,7175000.0
2019-03-11,53700,53700,51200,53000,114900,380275.0,7175000.0
2019-03-12,53800,57000,53400,57000,258274,408975.0,7175000.0
2019-03-13,56400,58300,55300,56000,188988,401800.0,7175000.0
2019-03-14,56500,56600,53700,54700,139372,392472.0,7175000.0
2019-03-15,54700,54700,51300,52800,195371,378840.0,7175000.0
2019-03-18,53900,54900,52200,52600,157871,377405.0,7175000.0
2019-03-19,53300,55000,50000,50400,249212,361620.0,7175000.0
2019-03-20,50800,53600,48500,53600,194707,384580.0,7175000.0
2019-03-21,53000,53100,50700,51100,133477,366642.0,7175000.0
2019-03-22,51200,51800,50300,50400,64357,361620.0,7175000.0
2019-03-25,49000,50400,48500,48500,71125,347988.0,7175000.0
2019-03-26,48950,50800,48900,50600,69880,363055.0,7175000.0
2019-03-27,50600,50800,47750,47800,77177,342965.0,7175000.0
2019-03-28,48300,49300,47600,47900,48870,343682.0,7175000.0
2019-03-29,47900,50100,47650,49250,66421,353369.0,7175000.0
2019-04-01,48750,49150,47650,48650,51236,349064.0,7175000.0
2019-04-02,49500,49650,48100,48150,30124,345476.0,7175000.0
2019-04-03,47950,49250,47950,48500,33847,347988.0,7175000.0
2019-04-04,48500,49500,47700,48700,44101,349422.0,7175000.0
2019-04-05,48650,48700,47200,48200,41359,345835.0,7175000.0
2019-04-08,48400,48600,47100,47100,36386,337942.0,7175000.0
2019-04-09,47050,48800,46700,48150,45300,345476.0,7175000.0
2019-04-10,47750,57400,47700,51200,684361,367360.0,7175000.0
2019-04-11,51000,52900,50800,52200,166707,374535.0,7175000.0
2019-04-12,51900,52800,51500,52400,92451,375970.0,7175000.0
2019-04-15,52400,52500,50100,50300,76422,360902.0,7175000.0
2019-04-16,49700,50300,48600,49900,101983,358032.0,7175000.0
2019-04-17,50000,51600,49350,49550,60224,355521.0,7175000.0
2019-04-18,49200,49350,48050,48350,60646,346911.0,7175000.0
2019-04-19,48700,54500,48700,53400,337100,383145.0,7175000.0
2019-04-22,54000,56800,54000,54900,233092,393908.0,7175000.0
2019-04-23,54900,56500,54500,55000,93009,394625.0,7175000.0
2019-04-24,55800,58800,54600,56400,312492,404670.0,7175000.0
2019-04-25,56400,57600,54100,56000,136037,401800.0,7175000.0
2019-04-26,55400,63900,55300,60000,615097,430500.0,7175000.0
2019-04-29,60800,62000,59000,60200,179680,431935.0,7175000.0
2019-04-30,60200,60700,58500,60000,124044,430500.0,7175000.0
2019-05-02,60200,61800,59000,60000,109211,430500.0,7175000.0
2019-05-03,60000,64000,58900,62600,244985,449155.0,7175000.0
2019-05-07,61600,64000,60200,61100,158929,438392.0,7175000.0
2019-05-08,60000,62500,59300,60200,92179,431935.0,7175000.0
2019-05-09,60500,61200,57000,58200,93575,417585.0,7175000.0
2019-05-10,59200,59600,57100,59400,64953,426195.0,7175000.0
2019-05-13,59600,60100,55900,56000,90020,401800.0,7175000.0
2019-05-14,54500,57700,53600,55300,119396,396778.0,7175000.0
2019-05-15,55900,59100,55300,59100,121088,424042.0,7175000.0
2019-05-16,59700,62000,58000,58500,141445,419738.0,7175000.0
2019-05-17,58900,59800,56600,57400,79159,411845.0,7175000.0
2019-05-20,57400,59300,54600,55100,80189,395342.0,7175000.0
2019-05-21,55000,56500,55000,55900,47817,401082.0,7175000.0
2019-05-22,56000,60200,56000,58500,151257,419738.0,7175000.0
2019-05-23,58700,60200,57700,59300,68476,425478.0,7175000.0
2019-05-24,59000,60300,58000,59300,38348,425478.0,7175000.0
2019-05-27,59400,60100,57400,57500,47186,412562.0,7175000.0
2019-05-28,57500,58300,56000,57200,50516,410410.0,7175000.0
2019-05-29,57200,57800,55400,56000,57231,401800.0,7175000.0
2019-05-30,56000,56900,52500,53800,79989,386015.0,7175000.0
2019-05-31,53800,56500,53800,55700,64157,399648.0,7175000.0
2019-06-03,55900,57500,54700,56200,45657,403235.0,7175000.0
2019-06-04,56200,57200,53700,54500,61926,391038.0,7175000.0
2019-06-05,55200,55300,53500,53600,50229,384580.0,7175000.0
2019-06-07,53800,53800,50800,51300,120199,368078.0,7175000.0
2019-06-10,52100,52100,49900,50600,68354,363055.0,7175000.0
2019-06-11,51100,52500,51000,51600,77145,370230.0,7175000.0
2019-06-12,51400,52000,50200,51400,57411,368795.0,7175000.0
