하이즈항공(221840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-09,5750,5840,5590,5670,26767,100337.0,17696167.0
2019-05-10,5710,5710,5500,5600,35435,99099.0,17696167.0
2019-05-13,5500,5650,5460,5570,20914,98568.0,17696167.0
2019-05-14,5400,5570,5400,5500,15512,97329.0,17696167.0
2019-05-15,5500,5700,5420,5620,22420,99452.0,17696167.0
2019-05-16,5660,5660,5500,5600,7138,99099.0,17696167.0
2019-05-17,5510,5640,5510,5600,5959,99099.0,17696167.0
2019-05-20,5590,5590,5490,5560,18526,98391.0,17696167.0
2019-05-21,5560,5560,5430,5550,19842,98214.0,17696167.0
2019-05-22,5580,5680,5300,5580,34369,98745.0,17696167.0
2019-05-23,5580,5640,5430,5520,27379,97683.0,17696167.0
2019-05-24,5520,5600,5410,5510,7450,97506.0,17696167.0
2019-05-27,5480,5590,5390,5500,13092,97329.0,17696167.0
2019-05-28,5490,5640,5430,5500,8117,97329.0,17696167.0
2019-05-29,5520,5580,5400,5480,11361,96975.0,17696167.0
2019-05-30,5490,5510,5360,5470,13303,96798.0,17696167.0
2019-05-31,5440,5480,5390,5430,23909,96090.0,17696167.0
2019-06-03,5350,5440,5350,5360,14543,94851.0,17696167.0
2019-06-04,5310,5750,5260,5400,18925,95559.0,17696167.0
2019-06-05,5400,5490,5390,5490,6770,97152.0,17696167.0
2019-06-07,5500,5690,5490,5560,15472,98391.0,17696167.0
2019-06-10,5560,5630,5510,5570,3610,98568.0,17696167.0
2019-06-11,5530,5640,5520,5640,15539,99806.0,17696167.0
2019-06-12,5580,5770,5580,5690,23812,100691.0,17696167.0
2019-06-13,5660,5760,5650,5730,15639,101399.0,17696167.0
2019-06-14,5640,5780,5640,5740,15218,101576.0,17696167.0
2019-06-17,5700,5760,5590,5660,8399,100160.0,17696167.0
2019-06-18,5580,5700,5570,5690,17919,100691.0,17696167.0
2019-06-19,5690,5740,5610,5610,21404,99275.0,17696167.0
2019-06-20,5690,5710,5500,5660,31396,100160.0,17696167.0
2019-06-21,5750,5760,5600,5600,25701,99099.0,17696167.0
2019-06-24,5600,5700,5500,5630,49540,99629.0,17696167.0
2019-06-25,5630,5810,5600,5770,51225,102107.0,17696167.0
2019-06-26,5770,5800,5610,5690,49698,100691.0,17696167.0
2019-06-27,5690,5750,5570,5600,34006,99099.0,17696167.0
2019-06-28,5560,5730,5560,5700,44726,100868.0,17696167.0
2019-07-01,5700,5800,5690,5740,27993,101576.0,17696167.0
2019-07-02,5800,5930,5690,5750,33600,101753.0,17696167.0
2019-07-03,5700,5920,5700,5850,48037,103523.0,17696167.0
2019-07-04,5810,5910,5760,5850,17191,103523.0,17696167.0
2019-07-05,5850,5880,5730,5750,28640,101753.0,17696167.0
2019-07-08,5750,5800,5520,5640,45456,99806.0,17696167.0
2019-07-09,5560,5640,5440,5550,45182,98214.0,17696167.0
2019-07-10,5460,5610,5460,5600,32793,99099.0,17696167.0
2019-07-11,5540,5650,5540,5620,31643,99452.0,17696167.0
2019-07-12,5590,5700,5540,5630,20185,99629.0,17696167.0
2019-07-15,5550,5660,5450,5540,38533,98037.0,17696167.0
2019-07-16,5540,5690,5490,5490,25817,97152.0,17696167.0
2019-07-17,5420,5550,5420,5480,26830,96975.0,17696167.0
2019-07-18,5420,5570,5420,5480,17724,96975.0,17696167.0
2019-07-19,5480,5570,5460,5530,17718,97860.0,17696167.0
2019-07-22,5500,5800,5460,5560,84932,98391.0,17696167.0
2019-07-23,5560,5640,5520,5560,31592,98391.0,17696167.0
2019-07-24,5550,5640,5510,5520,25250,97683.0,17696167.0
2019-07-25,5490,5580,5360,5380,31783,95205.0,17696167.0
2019-07-26,5320,5420,5300,5420,42766,95913.0,17696167.0
2019-07-29,5410,5510,5070,5090,78059,90073.0,17696167.0
2019-07-30,4935,5190,4935,5100,28272,90250.0,17696167.0
2019-07-31,4970,5170,4930,5130,17370,90781.0,17696167.0
2019-08-01,5130,5220,5000,5120,11839,90604.0,17696167.0
2019-08-02,5010,5190,4930,5160,19973,91312.0,17696167.0
2019-08-05,4985,5150,4800,4805,53725,85030.0,17696167.0
2019-08-06,4550,4800,3770,4390,92238,77686.0,17696167.0
2019-08-07,4195,4450,4195,4400,38402,77863.0,17696167.0
2019-08-08,4400,4650,4400,4600,17245,81402.0,17696167.0
2019-08-09,4600,4700,4590,4640,10944,82110.0,17696167.0
2019-08-12,4730,4730,4590,4670,8189,82641.0,17696167.0
2019-08-13,4670,4750,4530,4635,17003,82022.0,17696167.0
2019-08-14,4685,4800,4640,4750,30401,84057.0,17696167.0
2019-08-16,4740,4740,4615,4670,12056,82641.0,17696167.0
2019-08-19,4670,4800,4515,4690,12641,82995.0,17696167.0
2019-08-20,4690,4760,4645,4680,14618,82818.0,17696167.0
2019-08-21,4680,4735,4655,4705,6272,83260.0,17696167.0
2019-08-22,4785,4845,4670,4745,8976,83968.0,17696167.0
2019-08-23,4755,4820,4695,4725,7076,83614.0,17696167.0
2019-08-26,4680,4680,4560,4560,9055,80695.0,17696167.0
2019-08-27,4500,4680,4500,4620,12489,81756.0,17696167.0
2019-08-28,4600,4695,4570,4630,10499,81933.0,17696167.0
2019-08-29,4710,4710,4600,4635,5685,82022.0,17696167.0
2019-08-30,4695,4700,4645,4690,6325,82995.0,17696167.0
2019-09-02,4770,4780,4605,4690,7634,82995.0,17696167.0
2019-09-03,4730,4765,4675,4680,8681,82818.0,17696167.0
2019-09-04,4680,4725,4660,4725,11855,83614.0,17696167.0
2019-09-05,4760,4760,4700,4735,9179,83791.0,17696167.0
2019-09-06,4735,4790,4715,4730,6736,83703.0,17696167.0
2019-09-09,4760,4760,4660,4715,4846,83437.0,17696167.0
2019-09-10,4650,4740,4650,4700,12631,83172.0,17696167.0
2019-09-11,4700,4705,4660,4705,13211,83260.0,17696167.0
2019-09-16,4750,4750,4670,4720,11316,83526.0,17696167.0
2019-09-17,4715,4900,4710,4880,16252,86357.0,17696167.0
2019-09-18,4905,4950,4840,4910,9575,86888.0,17696167.0
2019-09-19,4970,4995,4880,4930,18877,87242.0,17696167.0
2019-09-20,4925,5000,4875,4980,4899,88127.0,17696167.0
2019-09-23,4995,4995,4805,4825,29978,85384.0,17696167.0
2019-09-24,4845,4895,4780,4840,5112,85649.0,17696167.0
2019-09-25,4835,4840,4735,4785,14300,84676.0,17696167.0
2019-09-26,4850,4850,4750,4790,7276,84765.0,17696167.0
2019-09-27,4750,4810,4710,4770,8503,84411.0,17696167.0
2019-09-30,4770,4795,4700,4745,2447,83968.0,17696167.0
2019-10-01,4770,4825,4680,4790,6622,84765.0,17696167.0
2019-10-02,4785,4900,4750,4800,6203,84942.0,17696167.0
2019-10-04,4800,4870,4650,4770,42324,84411.0,17696167.0
2019-10-07,4770,4770,4670,4720,16327,83526.0,17696167.0
