하이즈항공(221840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-01-11,14500,14750,14100,14750,69399,257331.0,17446167.0
2016-01-12,14800,15300,14650,14800,130636,258203.0,17446167.0
2016-01-13,15000,15100,14700,15050,58639,262565.0,17446167.0
2016-01-14,14750,15000,14550,15000,36093,261693.0,17446167.0
2016-01-15,15100,15100,14600,14750,44405,257331.0,17446167.0
2016-01-18,14600,14600,14000,14100,376340,245991.0,17446167.0
2016-01-19,14100,14200,13550,13750,51836,239885.0,17446167.0
2016-01-20,13700,13850,12100,12500,167745,218077.0,17446167.0
2016-01-21,12950,12950,11400,11500,272216,200631.0,17446167.0
2016-01-22,11650,12050,11300,11550,165483,201503.0,17446167.0
2016-01-25,11650,12300,11600,12050,167641,210226.0,17446167.0
2016-01-26,12000,12050,10500,10800,431670,188419.0,17446167.0
2016-01-27,11000,11300,10800,11200,147468,195397.0,17446167.0
2016-01-28,11200,11800,11000,11650,176050,203248.0,17446167.0
2016-01-29,11650,12050,11500,12000,105894,209354.0,17446167.0
2016-02-01,12200,12250,11650,11900,80222,207609.0,17446167.0
2016-02-02,11900,12650,11650,12200,110925,212843.0,17446167.0
2016-02-03,11900,12350,11800,11800,101964,205865.0,17446167.0
2016-02-04,11850,11900,11600,11800,60768,205865.0,17446167.0
2016-02-05,11900,11900,11350,11450,75213,199759.0,17446167.0
2016-02-11,11200,11300,10250,10500,156671,183185.0,17446167.0
2016-02-12,10400,10400,9300,9500,272103,165739.0,17446167.0
2016-02-15,9670,9670,9230,9590,77744,167309.0,17446167.0
2016-02-16,9600,10150,9500,10100,101930,176206.0,17446167.0
2016-02-17,10150,10250,9800,10150,55423,177079.0,17446167.0
2016-02-18,10200,10550,10050,10100,75794,176206.0,17446167.0
2016-02-19,10050,10200,9960,9980,33490,174113.0,17446167.0
2016-02-22,10100,10150,9990,10150,41866,177079.0,17446167.0
2016-02-23,10150,10250,9980,9980,52064,174113.0,17446167.0
2016-02-24,9960,10100,9950,10100,36859,176206.0,17446167.0
2016-02-25,10100,10100,9880,10050,36243,175334.0,17446167.0
2016-02-26,10000,10000,9840,9870,22808,174661.0,17696167.0
2016-02-29,9870,9960,9700,9870,38410,174661.0,17696167.0
2016-03-02,9890,10100,9750,9750,67096,172538.0,17696167.0
2016-03-03,9750,9850,9490,9510,124655,168291.0,17696167.0
2016-03-04,9650,9700,9510,9630,88199,170414.0,17696167.0
2016-03-07,9740,9870,9490,9520,133675,168468.0,17696167.0
2016-03-08,9570,9670,9370,9370,125418,165813.0,17696167.0
2016-03-09,9340,9450,9180,9190,108279,162628.0,17696167.0
2016-03-10,9200,9330,9170,9250,67318,163690.0,17696167.0
2016-03-11,9250,9260,8990,9030,114026,159796.0,17696167.0
2016-03-14,9080,9080,8980,9000,65317,159266.0,17696167.0
2016-03-15,9030,9450,9030,9300,138025,164574.0,17696167.0
2016-03-16,9300,9330,9120,9180,54062,162451.0,17696167.0
2016-03-17,9240,9570,9180,9550,115969,168998.0,17696167.0
2016-03-18,9580,10700,9510,10400,596630,184040.0,17696167.0
2016-03-21,10400,10750,10200,10400,265141,184040.0,17696167.0
2016-03-22,10450,10600,10050,10150,131577,179616.0,17696167.0
2016-03-23,10200,10300,9760,9830,143337,173953.0,17696167.0
2016-03-24,9900,10050,9540,9620,152677,170237.0,17696167.0
2016-03-25,9660,9870,9600,9870,69758,174661.0,17696167.0
2016-03-28,9880,9940,9620,9630,70587,170414.0,17696167.0
2016-03-29,9650,9820,9580,9700,53760,171653.0,17696167.0
2016-03-30,9760,9760,9310,9470,166631,167583.0,17696167.0
2016-03-31,9430,9560,9320,9390,62190,166167.0,17696167.0
2016-04-01,9390,9510,9340,9400,68099,166344.0,17696167.0
2016-04-04,9350,9500,9350,9390,55695,166167.0,17696167.0
2016-04-05,9490,9490,9300,9400,74645,166344.0,17696167.0
2016-04-06,9380,9470,9160,9330,110515,165105.0,17696167.0
2016-04-07,9360,9400,9240,9260,76278,163867.0,17696167.0
2016-04-08,9250,9300,9090,9180,87845,162451.0,17696167.0
2016-04-11,9180,9370,9080,9230,93730,163336.0,17696167.0
2016-04-12,9250,9540,9210,9300,116252,164574.0,17696167.0
2016-04-14,9300,9770,9250,9770,259180,172892.0,17696167.0
2016-04-15,9780,10350,9610,10200,323019,180501.0,17696167.0
2016-04-18,10250,10250,10000,10150,126584,179616.0,17696167.0
2016-04-19,10300,10300,10000,10300,103736,182271.0,17696167.0
2016-04-20,10400,10550,10250,10350,159337,183155.0,17696167.0
2016-04-21,10250,10300,10000,10100,100863,178731.0,17696167.0
2016-04-22,10100,10400,9900,10400,111478,184040.0,17696167.0
2016-04-25,10450,10600,10250,10350,118042,183155.0,17696167.0
2016-04-26,10200,10350,10100,10200,77068,180501.0,17696167.0
2016-04-27,10150,10350,10050,10200,64244,180501.0,17696167.0
2016-04-28,10350,10350,9990,9990,87346,176785.0,17696167.0
2016-04-29,10000,10100,9790,10000,76023,176962.0,17696167.0
2016-05-02,10000,10000,9840,9960,51322,176254.0,17696167.0
2016-05-03,10000,10700,9970,10600,292872,187579.0,17696167.0
2016-05-04,10650,11300,10500,10800,375680,191119.0,17696167.0
2016-05-09,10750,11550,10700,11250,320918,199082.0,17696167.0
2016-05-10,11200,11400,10750,11000,245749,194658.0,17696167.0
2016-05-11,11200,11200,10400,10700,1335858,189349.0,17696167.0
2016-05-12,10700,10850,10600,10700,161281,189349.0,17696167.0
2016-05-13,10750,10750,10350,10450,182537,184925.0,17696167.0
2016-05-16,10000,10200,9940,9990,266206,176785.0,17696167.0
2016-05-17,10050,10150,9950,9970,157880,176431.0,17696167.0
2016-05-18,10000,10000,9430,9530,194587,168644.0,17696167.0
2016-05-19,9500,9690,9410,9430,81304,166875.0,17696167.0
2016-05-20,9430,9740,9390,9710,120233,171830.0,17696167.0
2016-05-23,9550,9690,9240,9390,175959,166167.0,17696167.0
2016-05-24,9380,9380,8970,9150,199921,161920.0,17696167.0
2016-05-25,9060,9300,9040,9150,136659,161920.0,17696167.0
2016-05-26,9110,9300,9050,9250,132537,163690.0,17696167.0
2016-05-27,9250,9670,9240,9550,161512,168998.0,17696167.0
2016-05-30,9550,9610,9440,9570,91926,169352.0,17696167.0
2016-05-31,9690,9690,9490,9570,73653,169352.0,17696167.0
2016-06-01,9590,9600,9250,9300,143762,164574.0,17696167.0
2016-06-02,9300,9440,9250,9300,75026,164574.0,17696167.0
2016-06-03,9310,10100,9280,10000,414975,176962.0,17696167.0
2016-06-07,10200,10450,10000,10300,282900,182271.0,17696167.0
2016-06-08,10350,10400,10100,10250,174100,181386.0,17696167.0
2016-06-09,10150,10450,10150,10250,138797,181386.0,17696167.0
2016-06-10,10300,10700,10200,10650,218607,188464.0,17696167.0
2016-06-13,10550,10800,10450,10550,159520,186695.0,17696167.0
2016-06-14,10650,10650,10150,10500,174328,185810.0,17696167.0
2016-06-15,10500,11000,10400,11000,298251,194658.0,17696167.0
2016-06-16,11300,11900,11100,11450,1604912,202621.0,17696167.0
2016-06-17,11750,11900,11400,11700,321850,207045.0,17696167.0
2016-06-20,11800,11850,11350,11500,211857,203506.0,17696167.0
2016-06-21,11500,11900,11450,11650,178950,206160.0,17696167.0
2016-06-22,11650,12500,11650,12000,764605,212354.0,17696167.0
2016-06-23,12100,12200,11800,12100,173224,214124.0,17696167.0
2016-06-24,12400,12400,10550,11300,619596,199967.0,17696167.0
2016-06-27,10800,11500,10650,11250,185019,199082.0,17696167.0
2016-06-28,11050,11700,11000,11600,175784,205276.0,17696167.0
2016-06-29,12050,12400,11850,12150,334585,215008.0,17696167.0
2016-06-30,12250,12300,11100,11700,240450,207045.0,17696167.0
2016-07-01,11750,12250,11450,11900,360556,210584.0,17696167.0
2016-07-04,11950,12050,11450,12050,326706,213239.0,17696167.0
2016-07-05,12100,13150,11850,12800,589788,226511.0,17696167.0
2016-07-06,12700,13250,12400,13100,333757,231820.0,17696167.0
2016-07-07,13100,13550,12850,13500,362191,238898.0,17696167.0
2016-07-08,13500,13850,13250,13550,268743,239783.0,17696167.0
2016-07-11,13650,13650,12900,13100,343539,231820.0,17696167.0
2016-07-12,13200,13200,12650,13100,200131,231820.0,17696167.0
2016-07-13,13000,13300,12900,13000,129156,230050.0,17696167.0
2016-07-14,13000,13900,12950,13750,391949,243322.0,17696167.0
2016-07-15,13750,14100,13300,13450,253006,238013.0,17696167.0
2016-07-18,13350,13650,13300,13550,105637,239783.0,17696167.0
2016-07-19,13600,13750,13200,13400,147798,237129.0,17696167.0
2016-07-20,13150,13350,12700,13200,453435,233589.0,17696167.0
2016-07-21,13350,13400,12850,13000,231158,230050.0,17696167.0
2016-07-22,13000,13150,12850,13050,109957,230935.0,17696167.0
2016-07-25,13000,13250,12600,12600,155173,222972.0,17696167.0
2016-07-26,12550,12700,11950,12500,278561,221202.0,17696167.0
2016-07-27,12350,12650,12250,12250,115134,216778.0,17696167.0
2016-07-28,12400,13000,12400,12900,123555,228281.0,17696167.0
2016-07-29,13000,13000,12400,12550,118675,222087.0,17696167.0
2016-08-01,12700,12700,12250,12250,83199,216778.0,17696167.0
2016-08-02,12100,12400,12100,12300,59022,217663.0,17696167.0
2016-08-03,12350,12350,11600,11750,184535,207930.0,17696167.0
2016-08-04,11700,12050,11700,12000,64112,212354.0,17696167.0
2016-08-05,12100,12100,11500,11550,175589,204391.0,17696167.0
2016-08-08,11650,12050,11500,11750,111274,207930.0,17696167.0
2016-08-09,11750,12050,11450,11500,114421,203506.0,17696167.0
2016-08-10,11550,11550,11100,11200,152894,198197.0,17696167.0
2016-08-11,11250,11350,11100,11300,64931,199967.0,17696167.0
2016-08-12,11350,11950,11250,11800,146391,208815.0,17696167.0
2016-08-16,11700,11950,11400,11500,104266,203506.0,17696167.0
2016-08-17,11550,11550,11100,11150,105326,197312.0,17696167.0
2016-08-18,11150,11250,10900,10950,118246,193773.0,17696167.0
2016-08-19,11000,11700,11000,11600,184518,205276.0,17696167.0
2016-08-22,11400,12300,11400,11650,263987,206160.0,17696167.0
2016-08-23,11800,11800,11300,11450,101843,202621.0,17696167.0
2016-08-24,11550,11550,11100,11250,101950,199082.0,17696167.0
2016-08-25,11300,11400,11100,11200,84208,198197.0,17696167.0
2016-08-26,11100,11200,10900,10950,87253,193773.0,17696167.0
2016-08-29,10900,11050,10550,10550,86757,186695.0,17696167.0
2016-08-30,10600,10950,10600,10800,54393,191119.0,17696167.0
2016-08-31,10700,11000,10550,10600,61279,187579.0,17696167.0
2016-09-01,10600,10750,10550,10700,24753,189349.0,17696167.0
2016-09-02,10900,11150,10600,11150,100332,197312.0,17696167.0
2016-09-05,11000,11050,10800,10950,97493,193773.0,17696167.0
2016-09-06,10950,10950,10500,10600,99890,187579.0,17696167.0
2016-09-07,10700,10700,10300,10300,136858,182271.0,17696167.0
2016-09-08,10200,10400,10050,10350,99615,183155.0,17696167.0
2016-09-09,10350,10400,10000,10150,109363,179616.0,17696167.0
2016-09-12,9830,10100,9830,9910,58805,175369.0,17696167.0
2016-09-13,10050,10100,9960,10050,25608,177846.0,17696167.0
2016-09-19,10100,10200,10000,10000,28073,176962.0,17696167.0
2016-09-20,10200,10300,9950,10300,57507,182271.0,17696167.0
2016-09-21,10300,10300,10000,10050,49428,177846.0,17696167.0
2016-09-22,10200,10350,10150,10200,94228,180501.0,17696167.0
2016-09-23,10250,10800,10200,10700,155102,189349.0,17696167.0
2016-09-26,10700,10700,10450,10550,60395,186695.0,17696167.0
2016-09-27,10400,10550,10350,10350,54069,183155.0,17696167.0
2016-09-28,10450,10750,10350,10500,77084,185810.0,17696167.0
2016-09-29,10550,10550,10050,10300,175039,182271.0,17696167.0
2016-09-30,10300,10300,10050,10150,59964,179616.0,17696167.0
2016-10-04,10200,10200,10050,10100,40672,178731.0,17696167.0
2016-10-05,10150,10400,10150,10300,64248,182271.0,17696167.0
2016-10-06,10350,10350,10050,10100,95361,178731.0,17696167.0
2016-10-07,10100,10150,10000,10050,46825,177846.0,17696167.0
2016-10-10,10050,10100,10000,10000,40480,176962.0,17696167.0
2016-10-11,10000,10100,9830,9910,99993,175369.0,17696167.0
2016-10-12,9910,10050,9910,9990,36108,176785.0,17696167.0
2016-10-13,9930,10000,9850,9890,53231,175015.0,17696167.0
2016-10-14,9830,10000,9830,9970,30475,176431.0,17696167.0
2016-10-17,9970,10100,9940,9940,56482,175900.0,17696167.0
2016-10-18,9930,9990,9700,9770,76289,172892.0,17696167.0
2016-10-19,9770,9800,9550,9690,70826,171476.0,17696167.0
2016-10-20,9790,9790,9560,9580,35621,169529.0,17696167.0
2016-10-21,9540,9690,9390,9480,52694,167760.0,17696167.0
2016-10-24,9480,9490,9030,9100,73166,161035.0,17696167.0
2016-10-25,9100,9400,9050,9350,54248,165459.0,17696167.0
2016-10-26,9430,9430,9110,9260,48911,163867.0,17696167.0
2016-10-27,9130,9310,9130,9200,36610,162805.0,17696167.0
2016-10-28,9170,9240,9050,9100,58874,161035.0,17696167.0
2016-10-31,9100,9100,8730,8760,72822,155018.0,17696167.0
2016-11-01,8660,8750,8510,8540,78029,151125.0,17696167.0
2016-11-02,8300,8400,7630,7900,204018,139800.0,17696167.0
2016-11-03,7560,8130,7560,7950,98405,140685.0,17696167.0
2016-11-04,7950,8210,7910,8210,66324,145286.0,17696167.0
2016-11-07,8210,8310,8140,8280,33008,146524.0,17696167.0
2016-11-08,8320,8370,8280,8310,36703,147055.0,17696167.0
2016-11-09,8410,8410,7750,7990,89519,141392.0,17696167.0
2016-11-10,8010,8650,8010,8410,83919,148825.0,17696167.0
2016-11-11,8500,8500,8270,8320,25580,147232.0,17696167.0
2016-11-14,8280,8440,8280,8370,37951,148117.0,17696167.0
2016-11-15,8300,8380,7950,8040,100774,142277.0,17696167.0
2016-11-16,8040,8090,7890,7940,72719,140508.0,17696167.0
2016-11-17,7950,8050,7920,8020,45492,141923.0,17696167.0
2016-11-18,8090,8380,8010,8020,57903,141923.0,17696167.0
2016-11-21,7960,8080,7900,8010,27008,141746.0,17696167.0
2016-11-22,8030,8180,7950,8180,61118,144755.0,17696167.0
2016-11-23,8330,8760,8090,8090,111718,143162.0,17696167.0
2016-11-24,8100,8100,7740,7740,53378,136968.0,17696167.0
2016-11-25,7740,7810,7460,7740,56320,136968.0,17696167.0
2016-11-28,7800,7820,7600,7710,25828,136437.0,17696167.0
2016-11-29,7590,7750,7340,7400,69181,130952.0,17696167.0
2016-11-30,7380,7540,7140,7190,68997,127235.0,17696167.0
2016-12-01,7110,7300,7020,7200,71858,127412.0,17696167.0
2016-12-02,7080,7210,7010,7060,50105,124935.0,17696167.0
2016-12-05,7160,7160,6720,6770,75017,119803.0,17696167.0
2016-12-06,6710,6910,6710,6890,56146,121927.0,17696167.0
2016-12-07,6890,7060,6800,6880,38921,121750.0,17696167.0
2016-12-08,6900,7260,6900,7240,79750,128120.0,17696167.0
2016-12-09,7260,7340,7130,7190,32386,127235.0,17696167.0
2016-12-12,7190,7440,7190,7320,36452,129536.0,17696167.0
2016-12-13,7340,7400,7230,7270,19129,128651.0,17696167.0
2016-12-14,7370,7440,7250,7410,39091,131129.0,17696167.0
2016-12-15,7430,7600,7350,7600,30216,134491.0,17696167.0
2016-12-16,7770,7770,7560,7700,17705,136260.0,17696167.0
2016-12-19,7790,7790,7620,7740,25626,136968.0,17696167.0
2016-12-20,7790,7820,7700,7770,38182,137499.0,17696167.0
2016-12-21,7770,7850,7680,7750,21966,137145.0,17696167.0
2016-12-22,7790,7790,7560,7690,28042,136084.0,17696167.0
2016-12-23,7750,7750,7620,7750,26431,137145.0,17696167.0
2016-12-26,7770,8050,7750,7890,39135,139623.0,17696167.0
2016-12-27,7810,8080,7810,8060,104518,142631.0,17696167.0
2016-12-28,8140,8140,7970,8060,36204,142631.0,17696167.0
2016-12-29,8030,8190,8030,8190,36988,144932.0,17696167.0
2017-01-02,8150,8200,8000,8120,37374,143693.0,17696167.0
2017-01-03,8140,8180,8070,8170,23949,144578.0,17696167.0
2017-01-04,8190,8520,8050,8500,93963,150417.0,17696167.0
2017-01-05,8500,8550,8360,8540,41331,151125.0,17696167.0
2017-01-06,8600,8870,8500,8670,88573,153426.0,17696167.0
2017-01-09,8750,8750,8270,8380,54503,148294.0,17696167.0
2017-01-10,8400,8400,8270,8270,22828,146347.0,17696167.0
2017-01-11,8200,8310,8190,8260,22431,146170.0,17696167.0
2017-01-12,8250,8530,8220,8340,21025,147586.0,17696167.0
2017-01-13,8470,8470,8240,8300,22755,146878.0,17696167.0
2017-01-16,8300,8450,8060,8080,65993,142985.0,17696167.0
2017-01-17,8100,8100,7810,7920,62231,140154.0,17696167.0
2017-01-18,7860,7990,7850,7980,21648,141215.0,17696167.0
2017-01-19,8000,8080,7920,8010,21375,141746.0,17696167.0
2017-01-20,8040,8040,7870,7930,14662,140331.0,17696167.0
2017-01-23,7930,7940,7700,7810,20379,138207.0,17696167.0
2017-01-24,7740,7820,7560,7600,19931,134491.0,17696167.0
2017-01-25,7700,7700,7520,7570,10649,133960.0,17696167.0
2017-01-26,7520,7640,7400,7640,18506,135199.0,17696167.0
2017-01-31,7640,7640,7450,7500,19334,132721.0,17696167.0
2017-02-01,7520,7660,7500,7660,16624,135553.0,17696167.0
2017-02-02,7720,7780,7650,7780,13356,137676.0,17696167.0
2017-02-03,7780,7830,7570,7720,32964,136614.0,17696167.0
2017-02-06,7720,7830,7670,7710,14917,136437.0,17696167.0
2017-02-07,7750,7780,7560,7780,29779,137676.0,17696167.0
2017-02-08,7690,7770,7520,7670,40918,135730.0,17696167.0
2017-02-09,7670,7670,7300,7370,48003,130421.0,17696167.0
2017-02-10,7370,7400,6950,7050,90922,124758.0,17696167.0
2017-02-13,7090,7110,7010,7060,23578,124935.0,17696167.0
2017-02-14,7000,7140,6660,6710,562500,118741.0,17696167.0
2017-02-15,6770,6880,6660,6730,338966,119095.0,17696167.0
2017-02-16,6740,6790,6600,6620,266924,117149.0,17696167.0
2017-02-17,6640,6720,6600,6680,222400,118210.0,17696167.0
2017-02-20,6630,6700,6610,6670,135511,118033.0,17696167.0
2017-02-21,6660,6830,6650,6830,234509,120865.0,17696167.0
2017-02-22,6840,6880,6790,6840,119274,121042.0,17696167.0
2017-02-23,6850,6860,6800,6830,72754,120865.0,17696167.0
2017-02-24,6800,6830,6640,6800,133004,120334.0,17696167.0
2017-02-27,6740,6820,6720,6760,48958,119626.0,17696167.0
2017-02-28,6750,6760,6680,6700,52594,118564.0,17696167.0
2017-03-02,6760,6770,6690,6710,27779,118741.0,17696167.0
2017-03-03,6690,6690,6370,6460,163332,114317.0,17696167.0
2017-03-06,6450,6560,6370,6550,55136,115910.0,17696167.0
2017-03-07,6490,6760,6490,6730,61435,119095.0,17696167.0
2017-03-08,6730,6770,6680,6720,61254,118918.0,17696167.0
2017-03-09,6720,6740,6680,6720,28438,118918.0,17696167.0
2017-03-10,6780,6780,6570,6740,101013,119272.0,17696167.0
2017-03-13,6930,6930,6730,6790,106196,120157.0,17696167.0
2017-03-14,6780,6810,6750,6800,77254,120334.0,17696167.0
2017-03-15,6750,7290,6750,7030,321465,124404.0,17696167.0
2017-03-16,7100,7100,6930,7040,103438,124581.0,17696167.0
2017-03-17,7050,7150,7020,7110,94177,125820.0,17696167.0
2017-03-20,7070,7150,7000,7100,64813,125643.0,17696167.0
2017-03-21,7130,7150,7020,7060,73832,124935.0,17696167.0
2017-03-22,7050,7090,7000,7040,64920,124581.0,17696167.0
2017-03-23,7080,7130,6970,7080,88130,125289.0,17696167.0
2017-03-24,7070,7070,6600,6980,72243,123519.0,17696167.0
2017-03-27,7000,7000,6780,6900,51188,122104.0,17696167.0
2017-03-28,6840,7040,6840,7020,74649,124227.0,17696167.0
2017-03-29,7010,7050,6960,6960,85134,123165.0,17696167.0
2017-03-30,7020,7130,6950,6970,103395,123342.0,17696167.0
2017-03-31,7000,7070,6980,7060,62476,124935.0,17696167.0
2017-04-03,7090,7100,7010,7070,30026,125112.0,17696167.0
2017-04-04,7070,7120,7050,7050,44467,124758.0,17696167.0
2017-04-05,7080,7130,7030,7080,26190,125289.0,17696167.0
2017-04-06,7090,7090,6940,7000,38383,123873.0,17696167.0
2017-04-07,7040,7050,6900,6990,34212,123696.0,17696167.0
2017-04-10,6900,6950,6760,6810,58689,120511.0,17696167.0
2017-04-11,6750,6870,6580,6780,71361,119980.0,17696167.0
2017-04-12,6780,6840,6730,6800,30893,120334.0,17696167.0
2017-04-13,6800,6830,6720,6770,31084,119803.0,17696167.0
2017-04-14,6800,6800,6650,6740,48277,119272.0,17696167.0
2017-04-17,6800,7260,6790,7230,263822,127943.0,17696167.0
2017-04-18,7270,7390,7210,7300,101166,129182.0,17696167.0
2017-04-19,7300,7450,7230,7440,115802,131659.0,17696167.0
2017-04-20,7440,7470,7330,7430,54084,131483.0,17696167.0
2017-04-21,7440,7440,7310,7340,49406,129890.0,17696167.0
2017-04-24,7450,7450,7150,7270,35883,128651.0,17696167.0
2017-04-25,7270,7300,7140,7290,37016,129005.0,17696167.0
2017-04-26,7390,7390,7260,7290,11509,129005.0,17696167.0
2017-04-27,7270,7310,7200,7280,31614,128828.0,17696167.0
2017-04-28,7280,7330,7170,7250,31207,128297.0,17696167.0
2017-05-02,7150,7240,7050,7130,49197,126174.0,17696167.0
2017-05-04,7150,7200,7100,7190,31880,127235.0,17696167.0
2017-05-08,7260,7270,7170,7230,26946,127943.0,17696167.0
2017-05-10,7180,7550,7180,7550,156567,133606.0,17696167.0
2017-05-11,7570,7730,7500,7700,129029,136260.0,17696167.0
2017-05-12,7700,7880,7670,7840,164540,138738.0,17696167.0
2017-05-15,7810,7870,7710,7840,66208,138738.0,17696167.0
2017-05-16,7830,7830,7610,7650,96021,135376.0,17696167.0
2017-05-17,7730,7750,7620,7680,27955,135907.0,17696167.0
2017-05-18,7570,7710,7570,7650,29496,135376.0,17696167.0
2017-05-19,7710,8080,7680,8040,147464,142277.0,17696167.0
2017-05-22,8100,8110,7990,8010,52977,141746.0,17696167.0
2017-05-23,7970,8090,7920,8030,54158,142100.0,17696167.0
2017-05-24,8010,8110,8000,8040,43821,142277.0,17696167.0
2017-05-25,8000,8040,7920,7950,33768,140685.0,17696167.0
2017-05-26,8020,8030,7830,7950,72510,140685.0,17696167.0
2017-05-29,7950,7990,7740,7740,49297,136968.0,17696167.0
2017-05-30,7830,8050,7690,7990,77003,141392.0,17696167.0
2017-05-31,7980,8050,7870,8020,35813,141923.0,17696167.0
2017-06-01,8070,8260,7900,7950,90738,140685.0,17696167.0
2017-06-02,8080,8090,7860,7950,23667,140685.0,17696167.0
2017-06-05,8000,8000,7750,7750,59608,137145.0,17696167.0
2017-06-07,7790,7790,7500,7520,98844,133075.0,17696167.0
2017-06-08,7640,8030,7530,7940,120703,140508.0,17696167.0
2017-06-09,8030,8450,7950,8270,259145,146347.0,17696167.0
2017-06-12,8280,8280,8030,8230,91724,145639.0,17696167.0
2017-06-13,8230,8560,8230,8530,296561,150948.0,17696167.0
2017-06-14,8460,8730,8370,8660,175917,153249.0,17696167.0
2017-06-15,8640,9280,8610,9250,415076,163690.0,17696167.0
2017-06-16,9260,9490,8970,9100,277311,161035.0,17696167.0
2017-06-19,9110,9300,9000,9200,103152,162805.0,17696167.0
2017-06-20,9150,9290,9010,9090,109592,160858.0,17696167.0
2017-06-21,9090,9120,8850,9030,80077,159796.0,17696167.0
2017-06-22,9080,9250,8900,8990,60037,159089.0,17696167.0
2017-06-23,8910,9150,8910,8990,26339,159089.0,17696167.0
2017-06-26,8920,9050,8840,8880,41318,157142.0,17696167.0
2017-06-27,8880,8940,8710,8940,82787,158204.0,17696167.0
2017-06-28,8970,9270,8800,9180,134214,162451.0,17696167.0
2017-06-29,9300,9690,9100,9540,195248,168821.0,17696167.0
2017-06-30,9340,9600,9290,9470,82672,167583.0,17696167.0
2017-07-03,9350,9470,9200,9200,39641,162805.0,17696167.0
2017-07-04,9170,9330,8910,8970,47404,158735.0,17696167.0
2017-07-05,8950,9160,8950,9150,36690,161920.0,17696167.0
2017-07-06,9220,9260,9030,9030,28272,159796.0,17696167.0
2017-07-07,9030,9100,8960,9040,30479,159973.0,17696167.0
2017-07-10,9040,9150,8810,9000,39805,159266.0,17696167.0
2017-07-11,8850,9090,8840,9010,80256,159442.0,17696167.0
2017-07-12,9120,9120,8910,9010,60573,159442.0,17696167.0
2017-07-13,9010,9440,9010,9360,101477,165636.0,17696167.0
2017-07-14,9430,9550,9250,9320,51728,164928.0,17696167.0
2017-07-17,9280,9320,9100,9220,54600,163159.0,17696167.0
2017-07-18,9180,9290,8920,9030,76805,159796.0,17696167.0
2017-07-19,9030,9180,8850,9040,59802,159973.0,17696167.0
2017-07-20,8970,9190,8920,9170,47882,162274.0,17696167.0
2017-07-21,9110,9300,9030,9270,55956,164043.0,17696167.0
2017-07-24,9290,9350,9110,9190,56434,162628.0,17696167.0
2017-07-25,9310,9310,9060,9100,86256,161035.0,17696167.0
2017-07-26,9020,9340,8940,9070,111932,160504.0,17696167.0
2017-07-27,9210,9320,9070,9280,104097,164220.0,17696167.0
2017-07-28,9280,9310,9040,9060,69000,160327.0,17696167.0
2017-07-31,9050,9050,8810,9020,54017,159619.0,17696167.0
2017-08-01,9120,9120,8900,9000,49163,159266.0,17696167.0
2017-08-02,9100,9100,8890,8890,52699,157319.0,17696167.0
2017-08-03,8840,8860,8130,8250,191578,145993.0,17696167.0
2017-08-04,8190,8370,7850,8270,202706,146347.0,17696167.0
2017-08-07,8160,8360,8160,8300,40812,146878.0,17696167.0
2017-08-08,8380,8380,8000,8050,73633,142454.0,17696167.0
2017-08-09,7890,8120,7700,7720,123601,136614.0,17696167.0
