모두투어(080160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-01-19,8611,8611,7889,8393,14712,136710.0,4200000.0
2006-01-20,8250,8483,7993,8406,12900,136920.0,4200000.0
2006-01-23,8250,8263,7889,7941,8438,129360.0,4200000.0
2006-01-24,7760,7941,7477,7941,23085,129360.0,4200000.0
2006-01-25,7941,8251,7941,8252,6713,134400.0,4200000.0
2006-01-26,8250,8250,8044,8058,2390,131250.0,4200000.0
2006-01-27,8006,8224,7967,7980,2642,129990.0,4200000.0
2006-01-31,8251,8251,7916,8174,7758,133140.0,4200000.0
2006-02-01,8173,8392,8005,8393,14374,136710.0,4200000.0
2006-02-02,8405,9153,8405,8767,10070,142800.0,4200000.0
2006-02-03,8741,8818,8509,8819,8708,143640.0,4200000.0
2006-02-06,9102,9128,8483,8599,3631,140070.0,4200000.0
2006-02-07,8869,9102,8509,8664,15301,141120.0,4200000.0
2006-02-08,8638,8843,8535,8664,4327,141120.0,4200000.0
2006-02-09,8534,9282,8534,9283,8664,151200.0,4200000.0
2006-02-10,9269,9411,8934,9386,7635,152880.0,4200000.0
2006-02-13,9244,9747,9102,9566,16976,155820.0,4200000.0
2006-02-14,9695,10803,9682,10288,23661,167580.0,4200000.0
2006-02-15,10803,11719,10288,10972,51732,178710.0,4200000.0
2006-02-16,11216,11293,9863,10701,40634,174300.0,4200000.0
2006-02-17,10429,10828,10210,10830,21337,176400.0,4200000.0
2006-02-20,10597,10816,10455,10649,12958,173460.0,4200000.0
2006-02-21,10442,10958,10442,10816,17745,176190.0,4200000.0
2006-02-22,10674,10945,10649,10649,15406,173460.0,4200000.0
2006-02-23,10649,10958,10494,10958,13166,178500.0,4200000.0
2006-02-24,10738,10880,10687,10868,10087,177030.0,4200000.0
2006-02-27,10700,10958,10700,10958,6730,178500.0,4200000.0
2006-02-28,11061,11344,10828,11319,8119,184380.0,4200000.0
2006-03-02,11164,11461,11164,11281,8495,183750.0,4200000.0
2006-03-03,11293,11422,10494,10494,48387,170940.0,4200000.0
2006-03-06,10494,10494,9488,10056,37103,163800.0,4200000.0
2006-03-07,9721,10081,9721,9914,11862,161490.0,4200000.0
2006-03-08,9733,10119,9642,9669,11634,157500.0,4200000.0
2006-03-09,9398,9642,9024,9102,34043,148260.0,4200000.0
2006-03-10,9024,9436,9024,9360,108009,152460.0,4200000.0
2006-03-13,9424,9875,9424,9837,13898,160230.0,4200000.0
2006-03-14,9604,9836,9372,9669,16467,157500.0,4200000.0
2006-03-15,9540,9669,9410,9605,8583,156450.0,4200000.0
2006-03-16,9411,9720,9411,9540,7236,155400.0,4200000.0
2006-03-17,9359,9539,9346,9540,9354,155400.0,4200000.0
2006-03-20,9410,9539,9333,9398,4474,153090.0,4200000.0
2006-03-21,9282,9410,9088,9166,16002,149310.0,4200000.0
2006-03-22,9076,9256,9050,9231,8739,150360.0,4200000.0
2006-03-23,9411,9411,8959,9179,17401,149520.0,4200000.0
2006-03-24,9050,9178,8830,9179,16367,149520.0,4200000.0
2006-03-27,8972,9359,8972,9179,44163,149520.0,4200000.0
2006-03-28,9321,9321,8405,9153,24470,149100.0,4200000.0
2006-03-29,8843,9797,8843,9540,112092,155400.0,4200000.0
2006-03-30,9282,9514,8509,8560,107220,139440.0,4200000.0
2006-03-31,8766,8973,8560,8973,33331,146160.0,4200000.0
2006-04-03,8843,9127,8805,8805,28932,143430.0,4200000.0
2006-04-04,8740,8882,8740,8793,18986,143220.0,4200000.0
2006-04-05,8856,9359,8856,9257,23158,150780.0,4200000.0
2006-04-06,9540,9978,9488,9798,42218,159600.0,4200000.0
2006-04-07,9875,10184,9797,10030,23853,163380.0,4200000.0
2006-04-10,9785,10236,9785,10056,54386,163800.0,4200000.0
2006-04-11,10055,11087,10055,10546,135360,171780.0,4200000.0
2006-04-12,10880,11293,10674,10830,49695,176400.0,4200000.0
2006-04-13,10829,10880,10520,10662,49420,173670.0,4200000.0
2006-04-14,10578,11538,10578,11539,49398,174090.0,4200000.0
2006-04-17,11441,12387,11441,11901,27855,179550.0,4200000.0
2006-04-18,11580,12192,11580,11901,34422,179550.0,4200000.0
2006-04-19,11775,12221,11551,11692,24959,176400.0,4200000.0
2006-04-20,11552,11720,11246,11261,37608,169890.0,4200000.0
2006-04-21,11260,11678,11260,11414,18341,172200.0,4200000.0
2006-04-24,11371,11371,10995,11135,25043,168000.0,4200000.0
2006-04-25,10926,11761,10926,11692,28272,176400.0,4200000.0
2006-04-26,11956,12039,11691,11887,14672,179340.0,4200000.0
2006-04-27,11886,12387,11678,12304,24959,185640.0,4200000.0
2006-04-28,12387,12527,12012,12457,18338,187950.0,4200000.0
2006-05-02,12471,13751,12471,13571,28130,204750.0,4200000.0
2006-05-03,13918,15031,13570,13612,54342,205380.0,4200000.0
2006-05-04,13613,13863,13084,13543,12783,204330.0,4200000.0
2006-05-08,13891,13891,13529,13780,11476,207900.0,4200000.0
2006-05-09,13571,13765,13000,13139,32069,198240.0,4200000.0
2006-05-10,12833,13473,12833,13196,16357,199080.0,4200000.0
2006-05-11,13181,13390,13000,13042,18384,196770.0,4200000.0
2006-05-12,13139,13334,12958,13084,18641,197400.0,4200000.0
2006-05-15,13389,13556,12986,13209,14779,199290.0,4200000.0
2006-05-16,13208,13863,13194,13502,22667,203700.0,4200000.0
2006-05-17,13641,13919,13641,13780,8697,207900.0,4200000.0
2006-05-18,13765,13765,13194,13362,14501,201600.0,4200000.0
2006-05-19,13125,13585,13125,13362,8925,201600.0,4200000.0
2006-05-22,13849,13905,13417,13891,17812,209580.0,4200000.0
2006-05-23,13529,13974,13529,13585,19123,204960.0,4200000.0
2006-05-24,13556,13640,12944,13196,32626,199080.0,4200000.0
2006-05-25,13795,15153,13795,14219,112264,134190.0,4200000.0
2006-05-26,14975,14997,14040,14152,44558,133560.0,4200000.0
2006-05-29,14463,14463,12905,12906,55829,121800.0,4200000.0
2006-05-30,12794,13528,12527,13084,48147,123480.0,4200000.0
2006-06-01,12527,12727,11659,12038,54917,113610.0,4200000.0
2006-06-02,12104,12126,11081,11126,45070,105000.0,4200000.0
2006-06-05,10702,11036,10035,10458,44521,123375.0,5250000.0
2006-06-07,9679,10235,9657,10102,35507,119175.0,5250000.0
2006-06-08,9879,10480,9879,9969,38249,117600.0,5250000.0
2006-06-09,10101,10458,10013,10458,41655,123375.0,5250000.0
2006-06-12,10279,10458,10123,10458,26514,123375.0,5250000.0
2006-06-13,10013,10368,9879,9969,45225,117600.0,5250000.0
2006-06-14,9857,10079,9078,9969,72339,117600.0,5250000.0
2006-06-15,10146,10458,9478,9702,62539,114450.0,5250000.0
2006-06-16,9923,10546,9879,10458,117307,197400.0,8400000.0
2006-06-19,10458,10502,10057,10391,60043,196140.0,8400000.0
2006-06-20,10391,11948,10057,11126,136340,210000.0,8400000.0
2006-06-21,11659,12660,11392,12483,288994,235620.0,8400000.0
2006-06-22,12905,12905,11437,12483,246197,235620.0,8400000.0
2006-06-23,12460,12505,11970,12060,55726,227640.0,8400000.0
2006-06-26,12060,12415,11704,11882,47911,224280.0,8400000.0
2006-06-27,11970,12905,11748,12216,102271,230580.0,8400000.0
2006-06-28,11792,12215,11748,12216,58930,230580.0,8400000.0
2006-06-29,12037,12371,11926,12238,61391,231000.0,8400000.0
2006-06-30,12371,12549,12037,12172,66009,229740.0,8400000.0
2006-07-03,12260,12305,11792,11793,33497,222600.0,8400000.0
2006-07-04,11926,12148,11682,11771,60681,222180.0,8400000.0
2006-07-05,11347,11547,11147,11326,47929,213780.0,8400000.0
2006-07-06,11036,11081,10502,10681,54813,201600.0,8400000.0
2006-07-07,10724,11058,10680,10681,36396,201600.0,8400000.0
2006-07-10,10591,11214,10458,10703,70811,202020.0,8400000.0
2006-07-11,10947,11481,10947,11282,85064,212940.0,8400000.0
2006-07-12,11570,11637,10969,11104,63545,209580.0,8400000.0
2006-07-13,11169,11169,10724,10859,52225,204960.0,8400000.0
2006-07-14,10480,10636,10324,10525,49325,198660.0,8400000.0
2006-07-18,10257,10257,9835,10013,62698,189000.0,8400000.0
2006-07-19,10190,10190,9567,9702,75127,183120.0,8400000.0
2006-07-20,9879,10013,9256,9568,128141,180600.0,8400000.0
2006-07-21,9122,9478,9122,9324,91338,175980.0,8400000.0
2006-07-24,9122,9212,8766,8989,89454,169680.0,8400000.0
2006-07-25,9011,9256,9011,9190,91814,173460.0,8400000.0
2006-07-26,9189,9500,9122,9412,68312,177660.0,8400000.0
2006-07-27,9389,9545,9212,9412,65923,177660.0,8400000.0
2006-07-28,9412,9412,9167,9167,40650,173040.0,8400000.0
2006-07-31,9167,9567,9034,9568,78631,180600.0,8400000.0
2006-08-01,9567,10035,9567,9902,90417,186900.0,8400000.0
2006-08-02,9901,10346,9567,10347,68149,195300.0,8400000.0
2006-08-03,10346,10591,10013,10169,30148,191940.0,8400000.0
2006-08-04,9879,10168,9657,10013,129519,189000.0,8400000.0
2006-08-07,10123,10123,9345,9590,21479,181020.0,8400000.0
2006-08-08,9389,9679,9256,9590,83334,181020.0,8400000.0
2006-08-09,9434,9835,9412,9835,81870,185640.0,8400000.0
2006-08-10,9701,9923,9567,9746,29314,183960.0,8400000.0
2006-08-11,9790,9990,9545,9991,44636,188580.0,8400000.0
2006-08-14,9990,9990,9657,9746,24714,183960.0,8400000.0
2006-08-16,9768,9768,9590,9702,22513,183120.0,8400000.0
2006-08-17,9567,9968,9523,9969,46174,188160.0,8400000.0
2006-08-18,9945,9968,9523,9746,51356,183960.0,8400000.0
2006-08-21,9745,9745,9367,9412,48294,177660.0,8400000.0
2006-08-22,9478,9478,9122,9212,44453,173880.0,8400000.0
2006-08-23,9167,9322,9011,9279,68808,175140.0,8400000.0
2006-08-24,9122,9189,8900,9034,72577,170520.0,8400000.0
2006-08-25,8900,9100,8900,9079,44095,171360.0,8400000.0
2006-08-28,8944,9034,8744,8745,37757,165060.0,8400000.0
2006-08-29,8744,8766,8388,8544,92089,161280.0,8400000.0
2006-08-30,8388,8789,8276,8789,102303,165900.0,8400000.0
2006-08-31,8677,9567,8655,9568,113146,180600.0,8400000.0
2006-09-01,9545,9545,9322,9390,30705,177240.0,8400000.0
2006-09-04,9657,9857,9567,9790,88357,184800.0,8400000.0
2006-09-05,9879,10257,9835,10236,74302,193200.0,8400000.0
2006-09-06,10346,10458,10013,10058,59482,189840.0,8400000.0
2006-09-07,9901,10279,9701,10280,47814,194040.0,8400000.0
2006-09-08,10057,10279,10013,10058,61400,189840.0,8400000.0
2006-09-11,10035,10257,10035,10147,30281,191520.0,8400000.0
2006-09-12,10101,10101,9500,9835,55349,185640.0,8400000.0
2006-09-13,9790,9901,9367,9435,36158,178080.0,8400000.0
2006-09-14,9345,9857,9100,9746,43781,183960.0,8400000.0
2006-09-15,9745,9835,9434,9657,35554,182280.0,8400000.0
2006-09-18,9634,9657,9478,9502,21366,179340.0,8400000.0
2006-09-19,9567,9790,9567,9613,28530,181440.0,8400000.0
2006-09-20,9478,9657,9300,9546,28148,180180.0,8400000.0
2006-09-21,9612,10013,9389,9991,53241,188580.0,8400000.0
2006-09-22,9901,10435,9901,10213,90693,192780.0,8400000.0
2006-09-25,10368,10613,10235,10458,53756,197400.0,8400000.0
2006-09-26,10324,10458,9945,9946,48422,187740.0,8400000.0
2006-09-27,9945,10101,9679,9946,62917,187740.0,8400000.0
2006-09-28,9945,9945,9701,9902,20826,186900.0,8400000.0
2006-09-29,9835,10168,9768,10169,54893,191940.0,8400000.0
2006-10-02,10168,10235,9745,9790,50788,184800.0,8400000.0
2006-10-04,9612,9679,9523,9546,16831,180180.0,8400000.0
2006-10-09,9367,9434,8121,8300,151331,156660.0,8400000.0
2006-10-10,8143,8722,8143,8500,61778,160440.0,8400000.0
2006-10-11,8411,8855,8411,8678,59056,163800.0,8400000.0
2006-10-12,8477,9122,8477,9034,22449,170520.0,8400000.0
2006-10-13,9122,9300,9011,9212,40290,173880.0,8400000.0
2006-10-16,9212,9300,9034,9234,44971,174300.0,8400000.0
2006-10-17,9189,9322,8922,9012,42524,170100.0,8400000.0
2006-10-18,9011,9256,8989,9234,44287,174300.0,8400000.0
2006-10-19,9300,9901,9212,9257,167764,174720.0,8400000.0
2006-10-20,9412,9434,9034,9057,45389,170940.0,8400000.0
2006-10-23,9212,9212,8967,9034,25012,170520.0,8400000.0
2006-10-24,9078,9412,9078,9346,69895,176400.0,8400000.0
2006-10-25,9567,9567,9256,9412,33989,177660.0,8400000.0
2006-10-26,9345,9412,9122,9123,14053,172200.0,8400000.0
2006-10-27,9145,9167,8922,9079,15288,171360.0,8400000.0
2006-10-30,8944,9100,8855,9079,20998,171360.0,8400000.0
2006-10-31,8967,9234,8967,9034,14788,170520.0,8400000.0
2006-11-01,9300,9300,9078,9190,15153,173460.0,8400000.0
2006-11-02,9234,9322,9078,9190,21941,173460.0,8400000.0
2006-11-03,9122,9189,9056,9145,22847,172620.0,8400000.0
2006-11-06,9100,9256,9034,9167,14053,173040.0,8400000.0
2006-11-07,9189,9679,9189,9657,89377,182280.0,8400000.0
2006-11-08,9790,9790,9322,9568,69108,180600.0,8400000.0
2006-11-09,9701,9701,9456,9568,15878,180600.0,8400000.0
2006-11-10,9567,9701,9456,9613,21186,181440.0,8400000.0
2006-11-13,9790,10213,9790,10191,86972,192360.0,8400000.0
2006-11-14,10324,10636,10190,10569,114550,199500.0,8400000.0
2006-11-15,10680,10680,10302,10414,47431,196560.0,8400000.0
2006-11-16,10413,10591,10013,10013,48379,189000.0,8400000.0
2006-11-17,10035,10324,10035,10236,15587,193200.0,8400000.0
2006-11-20,10257,10368,10013,10013,23899,189000.0,8400000.0
2006-11-21,9945,10368,9945,10303,25651,194460.0,8400000.0
2006-11-22,10391,10591,10346,10591,47805,199920.0,8400000.0
2006-11-23,10702,11392,10636,11192,136980,211260.0,8400000.0
2006-11-24,11325,11325,10858,10859,49296,204960.0,8400000.0
2006-11-27,10480,10814,10346,10414,71257,196560.0,8400000.0
2006-11-28,10190,10636,10168,10503,20321,198240.0,8400000.0
2006-11-29,10413,10636,10413,10591,18963,199920.0,8400000.0
2006-11-30,10458,11036,10458,11014,51299,207900.0,8400000.0
2006-12-01,11014,11014,10724,10903,27801,205800.0,8400000.0
2006-12-04,10969,11125,10724,10726,25572,202440.0,8400000.0
2006-12-05,10702,10836,10613,10681,24740,201600.0,8400000.0
2006-12-06,10724,11303,10724,11215,102651,211680.0,8400000.0
2006-12-07,11347,11459,10836,11259,80074,212520.0,8400000.0
2006-12-08,11325,11325,10769,10948,43191,206640.0,8400000.0
2006-12-11,10858,10991,10702,10836,26327,204540.0,8400000.0
2006-12-12,10836,10947,10746,10814,19324,204120.0,8400000.0
2006-12-13,10613,10969,10613,10814,31221,204120.0,8400000.0
2006-12-14,10769,11036,10769,10992,7701,207480.0,8400000.0
2006-12-15,11236,11370,11081,11326,54656,213780.0,8400000.0
2006-12-18,11459,12060,11459,11793,119637,222600.0,8400000.0
2006-12-19,11970,11970,11525,11838,41286,223440.0,8400000.0
2006-12-20,11659,11970,11481,11793,80196,222600.0,8400000.0
2006-12-21,11859,11859,11503,11527,25167,217560.0,8400000.0
2006-12-22,11481,11525,11281,11393,26223,215040.0,8400000.0
2006-12-26,11192,11547,11192,11304,23566,213360.0,8400000.0
2006-12-27,11259,11437,11169,11282,18805,212940.0,8400000.0
2006-12-28,11592,11792,11281,11793,34343,222600.0,8400000.0
2007-01-02,11792,11792,11503,11749,26461,221760.0,8400000.0
2007-01-03,11704,11748,11392,11571,25441,218400.0,8400000.0
2007-01-04,11637,11704,11347,11615,25582,219240.0,8400000.0
2007-01-05,11459,11570,10257,11304,30060,213360.0,8400000.0
2007-01-08,11303,11303,10480,10748,69123,202860.0,8400000.0
2007-01-09,10814,10858,10636,10792,36632,203700.0,8400000.0
2007-01-10,10680,10880,10279,10636,25323,200760.0,8400000.0
2007-01-11,10502,10836,10502,10547,27287,199080.0,8400000.0
2007-01-12,10769,10880,10546,10770,24065,203280.0,8400000.0
2007-01-15,10814,11014,10769,10881,14215,205380.0,8400000.0
2007-01-16,10991,11325,10880,11304,32907,213360.0,8400000.0
2007-01-17,11147,11303,10947,11259,15927,212520.0,8400000.0
2007-01-18,10991,11281,10991,11126,21605,210000.0,8400000.0
2007-01-19,11125,11125,10724,10948,23441,206640.0,8400000.0
2007-01-22,10836,10947,10613,10748,14717,202860.0,8400000.0
2007-01-23,10636,10814,10591,10770,22377,203280.0,8400000.0
2007-01-24,10814,11081,10791,11014,11095,207900.0,8400000.0
2007-01-25,11325,11325,10947,11126,17108,210000.0,8400000.0
2007-01-26,10991,11169,10902,11126,20460,210000.0,8400000.0
2007-01-29,11303,11570,11036,11215,26087,211680.0,8400000.0
2007-01-30,11147,11592,10969,11571,58930,218400.0,8400000.0
2007-01-31,11503,11748,11303,11637,24255,219660.0,8400000.0
2007-02-01,11748,11770,11347,11771,54890,222180.0,8400000.0
2007-02-02,11815,12015,11682,11972,38096,225960.0,8400000.0
2007-02-05,12371,12683,12015,12060,121298,227640.0,8400000.0
2007-02-06,12238,12505,12170,12328,61346,232680.0,8400000.0
2007-02-07,12571,12861,12460,12617,161945,238140.0,8400000.0
2007-02-08,12616,12794,12438,12795,72563,241500.0,8400000.0
2007-02-09,12905,12905,12616,12661,30699,238980.0,8400000.0
2007-02-12,12460,12994,12460,12906,49537,243600.0,8400000.0
2007-02-13,12972,13706,12905,13574,144887,256200.0,8400000.0
2007-02-14,13795,13884,13417,13529,62004,255360.0,8400000.0
2007-02-15,13662,13706,13261,13707,60515,258720.0,8400000.0
2007-02-16,13551,13795,13484,13729,32531,259140.0,8400000.0
2007-02-20,13729,14084,13617,14063,41834,265440.0,8400000.0
2007-02-21,14062,14240,13840,14019,62049,264600.0,8400000.0
2007-02-22,14240,14463,14218,14463,78353,273000.0,8400000.0
2007-02-23,14463,14863,14463,14864,132124,280560.0,8400000.0
2007-02-26,14863,15063,14552,14686,86423,277200.0,8400000.0
2007-02-27,14752,14819,13795,14152,92528,267120.0,8400000.0
2007-02-28,13617,14174,12950,14019,72803,264600.0,8400000.0
2007-03-02,13862,14152,13639,14019,42070,264600.0,8400000.0
2007-03-05,13639,14017,13306,13396,54703,252840.0,8400000.0
2007-03-06,13283,14107,13283,14107,90648,266280.0,8400000.0
2007-03-07,14463,14530,14196,14263,84652,269220.0,8400000.0
2007-03-08,14196,14574,14196,14508,38463,273840.0,8400000.0
2007-03-09,14819,14819,14530,14620,29786,275940.0,8400000.0
2007-03-12,14640,14730,14552,14730,28325,278040.0,8400000.0
2007-03-13,14863,14997,14530,14975,47360,282660.0,8400000.0
2007-03-14,14819,15486,14507,15131,48300,285600.0,8400000.0
2007-03-15,15353,16910,15353,16466,230654,310800.0,8400000.0
2007-03-16,16710,17801,16377,16822,122413,317520.0,8400000.0
2007-03-19,16910,17867,16910,17779,151358,335580.0,8400000.0
2007-03-20,18134,18134,17311,17356,112963,327600.0,8400000.0
2007-03-21,17623,17756,16955,17090,78866,322560.0,8400000.0
2007-03-22,17022,18023,17022,17935,108802,338520.0,8400000.0
2007-03-23,18023,18424,17400,17623,40691,332640.0,8400000.0
2007-03-26,17400,17956,17110,17401,111515,328440.0,8400000.0
2007-03-27,17400,17645,17288,17290,43657,326340.0,8400000.0
2007-03-28,17110,17911,17110,17556,54393,331380.0,8400000.0
2007-03-29,17489,17911,17244,17801,47930,336000.0,8400000.0
2007-03-30,18023,18023,17333,17757,53338,335160.0,8400000.0
2007-04-02,17845,17845,17288,17290,29543,326340.0,8400000.0
2007-04-03,17445,17578,16933,17423,46691,328860.0,8400000.0
