마이크로프랜드(147760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-21,11350,11650,11150,11600,473155,123440.0,10641366.0
2017-04-24,11650,11650,10800,10900,781251,115991.0,10641366.0
2017-04-25,11000,11250,10800,10900,316298,115991.0,10641366.0
2017-04-26,11050,11300,10750,10900,305294,115991.0,10641366.0
2017-04-27,10900,11000,10650,10750,179098,114395.0,10641366.0
2017-04-28,10750,11050,10700,10950,250878,116523.0,10641366.0
2017-05-02,10800,10900,10550,10750,156256,114395.0,10641366.0
2017-05-04,10850,11050,10650,10950,132558,116523.0,10641366.0
2017-05-08,11000,11050,10700,11000,178573,117055.0,10641366.0
2017-05-10,11000,11050,10650,10750,155398,114395.0,10641366.0
2017-05-11,10750,10800,10400,10500,246888,111734.0,10641366.0
2017-05-12,10550,10550,9860,10200,500286,108542.0,10641366.0
2017-05-15,10100,10250,9950,10200,133705,108542.0,10641366.0
2017-05-16,10200,10200,9720,9840,315995,104711.0,10641366.0
2017-05-17,9810,10150,9810,10100,220814,107478.0,10641366.0
2017-05-18,9970,10050,9830,9950,150435,105882.0,10641366.0
2017-05-19,9960,10000,9810,9810,158733,104392.0,10641366.0
2017-05-22,9820,10250,9820,10100,156018,107478.0,10641366.0
2017-05-23,10000,11200,10000,10900,827584,115991.0,10641366.0
2017-05-24,10850,11100,10750,10950,184399,116523.0,10641366.0
2017-05-25,11050,11100,10500,10650,219275,113331.0,10641366.0
2017-05-26,10650,10750,10000,10350,447942,110138.0,10641366.0
2017-05-29,10500,10650,10250,10650,160002,113331.0,10641366.0
2017-05-30,10800,12000,10800,12000,1359349,127696.0,10641366.0
2017-05-31,12000,12000,11550,11600,503602,123440.0,10641366.0
2017-06-01,11600,12000,11350,11900,489689,126632.0,10641366.0
2017-06-02,11900,12150,11700,11700,265999,124504.0,10641366.0
2017-06-05,11800,12200,11500,12100,290887,128761.0,10641366.0
2017-06-07,12050,12150,11550,12000,306438,127696.0,10641366.0
2017-06-08,12100,12700,11100,11200,1013080,119183.0,10641366.0
2017-06-09,11200,11300,10700,10900,894673,115991.0,10641366.0
2017-06-12,10900,10950,10600,10900,214833,115991.0,10641366.0
2017-06-13,10800,10850,10450,10650,382960,113331.0,10641366.0
2017-06-14,10850,10900,9830,10400,1285860,110670.0,10641366.0
2017-06-15,10500,10600,10000,10450,454475,111202.0,10641366.0
2017-06-16,10450,11000,10100,11000,580232,117055.0,10641366.0
2017-06-19,11200,11200,10800,10900,478429,115991.0,10641366.0
2017-06-20,11100,11300,10750,10850,393653,115459.0,10641366.0
2017-06-21,10750,11550,10600,11350,1028049,120780.0,10641366.0
2017-06-22,11500,11550,11000,11200,470501,119183.0,10641366.0
2017-06-23,11050,11250,10800,11000,303114,117055.0,10641366.0
2017-06-26,11000,11150,10750,10950,343583,116523.0,10641366.0
2017-06-27,11000,11100,10750,10950,281428,116523.0,10641366.0
2017-06-28,10750,11000,10650,10750,325580,114395.0,10641366.0
2017-06-29,10950,11250,10500,11200,533029,119183.0,10641366.0
2017-06-30,11100,11400,10900,10950,393530,116523.0,10641366.0
2017-07-03,10900,11050,10550,10750,209738,114395.0,10641366.0
2017-07-04,10750,11450,10700,11050,696221,117587.0,10641366.0
2017-07-05,11200,11450,11050,11400,448635,121312.0,10641366.0
2017-07-06,11550,11800,11150,11200,456991,119183.0,10641366.0
2017-07-07,11150,11500,10950,11450,276036,121844.0,10641366.0
2017-07-10,11500,12050,11250,11450,675738,121844.0,10641366.0
2017-07-11,11350,11850,11200,11800,387516,125568.0,10641366.0
2017-07-12,11800,12000,11600,11900,416052,126632.0,10641366.0
2017-07-13,12050,12250,11600,11650,532745,123972.0,10641366.0
2017-07-14,11650,11850,11450,11450,239761,121844.0,10641366.0
2017-07-17,11600,11900,11450,11900,248268,126632.0,10641366.0
2017-07-18,11850,12450,11700,12450,770969,132485.0,10641366.0
2017-07-19,12550,12700,12300,12550,393508,133549.0,10641366.0
2017-07-20,12700,13050,12300,12750,545597,135677.0,10641366.0
2017-07-21,12800,13200,12500,12900,469456,137274.0,10641366.0
2017-07-24,13000,13050,12250,12400,357951,131953.0,10641366.0
2017-07-25,12400,12500,11950,12000,469397,127696.0,10641366.0
2017-07-26,12100,12300,11600,11950,374516,127164.0,10641366.0
2017-07-27,12000,12100,11750,11800,164672,125568.0,10641366.0
2017-07-28,11800,11800,10800,10850,724242,117396.0,10819866.0
2017-07-31,10650,11250,10400,11150,472711,120642.0,10819866.0
2017-08-01,11100,11250,10800,10900,233853,117937.0,10819866.0
2017-08-02,11050,11500,11000,11500,249427,124428.0,10819866.0
2017-08-03,11450,11450,10850,11000,244952,119019.0,10819866.0
2017-08-04,11000,11150,10850,11050,110465,119560.0,10819866.0
2017-08-07,11000,11200,10800,11000,103926,119019.0,10819866.0
2017-08-08,11100,11300,10950,11300,171179,122264.0,10819866.0
2017-08-09,11150,11350,11050,11150,202589,120642.0,10819866.0
2017-08-10,11150,11300,10800,11000,157298,119019.0,10819866.0
2017-08-11,10600,11150,10600,11050,172267,119560.0,10819866.0
2017-08-14,11200,11650,11000,11550,332456,124969.0,10819866.0
2017-08-16,11700,12100,11600,11950,428221,129297.0,10819866.0
2017-08-17,11900,12050,11750,11800,243611,127674.0,10819866.0
2017-08-18,11550,11850,11500,11800,170903,127674.0,10819866.0
2017-08-21,11800,11900,11550,11850,113759,128215.0,10819866.0
2017-08-22,11900,11900,11500,11750,190198,127133.0,10819866.0
2017-08-23,11850,11900,11550,11750,222676,127133.0,10819866.0
2017-08-24,11700,12100,11650,12000,340544,129838.0,10819866.0
2017-08-25,12000,12100,11850,11900,157422,128756.0,10819866.0
2017-08-28,11900,11900,11550,11550,179637,124969.0,10819866.0
2017-08-29,11350,11650,11350,11600,140428,125510.0,10819866.0
2017-08-30,11550,11600,11000,11000,407444,119019.0,10819866.0
2017-08-31,11000,11100,10800,10900,385920,117937.0,10819866.0
2017-09-01,11050,11150,10650,10700,237935,115773.0,10819866.0
2017-09-04,10100,10700,10100,10550,287538,114150.0,10819866.0
2017-09-05,10550,10700,10300,10400,160256,112527.0,10819866.0
2017-09-06,10300,10700,10300,10350,157252,111986.0,10819866.0
2017-09-07,10400,10500,10200,10300,179242,111445.0,10819866.0
2017-09-08,10400,10450,9970,10000,276940,108199.0,10819866.0
2017-09-11,10150,10250,9740,9800,263646,106035.0,10819866.0
2017-09-12,9890,10400,9870,10100,462572,109281.0,10819866.0
2017-09-13,10200,10250,8750,8900,1023170,96297.0,10819866.0
2017-09-14,8830,8840,8280,8600,1028936,93051.0,10819866.0
2017-09-15,8610,8750,8560,8580,302248,92834.0,10819866.0
2017-09-18,8620,8940,8560,8730,286999,94457.0,10819866.0
2017-09-19,8760,9070,8740,8850,180127,95756.0,10819866.0
2017-09-20,8900,8900,8420,8430,208165,91211.0,10819866.0
2017-09-21,8470,8520,8080,8400,133278,90887.0,10819866.0
2017-09-22,8310,8450,8060,8080,139790,87425.0,10819866.0
2017-09-25,7990,8230,7800,8030,136277,86884.0,10819866.0
2017-09-26,8020,8200,7860,8040,112495,86992.0,10819866.0
2017-09-27,8130,8240,7950,8030,83055,86884.0,10819866.0
2017-09-28,8040,8280,8020,8030,81179,86884.0,10819866.0
2017-09-29,8030,8060,7860,8000,111646,86559.0,10819866.0
2017-10-10,8020,8110,7960,8040,97817,86992.0,10819866.0
2017-10-11,8040,8620,7980,8570,186670,92726.0,10819866.0
2017-10-12,8680,8680,8400,8570,167837,92726.0,10819866.0
2017-10-13,8560,8600,8320,8390,154601,90779.0,10819866.0
2017-10-16,8480,8480,7930,8120,214022,87857.0,10819866.0
2017-10-17,8100,8370,8100,8190,46346,88615.0,10819866.0
2017-10-18,8210,8400,7960,8160,92915,88290.0,10819866.0
2017-10-19,8160,8630,8060,8420,151798,91103.0,10819866.0
2017-10-20,8420,8540,8270,8420,44699,91103.0,10819866.0
2017-10-23,8450,8550,8330,8540,42952,92402.0,10819866.0
2017-10-24,8450,8680,8450,8640,87620,93484.0,10819866.0
2017-10-25,8700,8730,8570,8580,49253,92834.0,10819866.0
2017-10-26,8570,8570,8260,8360,112631,90454.0,10819866.0
2017-10-27,8280,8770,8230,8750,182249,94674.0,10819866.0
2017-10-30,8840,8930,8560,8600,171874,93051.0,10819866.0
2017-10-31,8530,8960,8530,8900,151175,96297.0,10819866.0
2017-11-01,8990,9050,8690,8740,160672,94566.0,10819866.0
2017-11-02,8840,8940,8760,8820,89262,95431.0,10819866.0
2017-11-03,8990,9020,8590,8680,172418,93916.0,10819866.0
2017-11-06,8690,8740,8360,8470,114980,91644.0,10819866.0
2017-11-07,8420,8520,8340,8450,92742,91428.0,10819866.0
2017-11-08,8410,8450,8320,8370,69358,90562.0,10819866.0
2017-11-09,8370,8530,8320,8500,44264,91969.0,10819866.0
2017-11-10,8500,8670,8460,8630,55970,93375.0,10819866.0
2017-11-13,8680,8780,8580,8650,85878,93592.0,10819866.0
2017-11-14,8650,8750,8350,8490,206900,91861.0,10819866.0
2017-11-15,8500,8660,8410,8490,96601,91861.0,10819866.0
2017-11-16,8490,8580,8430,8440,79586,91320.0,10819866.0
2017-11-17,8540,8900,8390,8870,173812,95972.0,10819866.0
2017-11-20,8870,9380,8850,9170,340053,99218.0,10819866.0
2017-11-21,9300,9380,9130,9210,163713,99651.0,10819866.0
2017-11-22,9380,9410,9060,9160,107122,99110.0,10819866.0
2017-11-23,9180,9320,9090,9090,120970,98353.0,10819866.0
2017-11-24,9090,9250,9030,9230,117527,99867.0,10819866.0
2017-11-27,9230,9380,9100,9190,99690,99435.0,10819866.0
2017-11-28,9130,9240,8780,8810,115773,95323.0,10819866.0
2017-11-29,8890,9000,8740,8810,79855,95323.0,10819866.0
2017-11-30,8780,8780,8140,8380,285866,90670.0,10819866.0
2017-12-01,8400,8610,8370,8590,61363,92943.0,10819866.0
2017-12-04,8570,8680,8250,8610,96411,93159.0,10819866.0
2017-12-05,8450,8780,8350,8700,128924,94133.0,10819866.0
2017-12-06,8780,9100,8600,8690,119774,94025.0,10819866.0
2017-12-07,8650,8830,8460,8700,49338,94133.0,10819866.0
2017-12-08,8790,9240,8700,9080,192449,98244.0,10819866.0
2017-12-11,9150,9150,8970,9120,93868,98677.0,10819866.0
2017-12-12,9100,9830,9100,9590,469711,103763.0,10819866.0
2017-12-13,9690,9850,9430,9490,186922,102681.0,10819866.0
2017-12-14,9490,9790,9390,9540,136658,103222.0,10819866.0
2017-12-15,9600,9880,9540,9610,103080,103979.0,10819866.0
2017-12-18,9710,9710,9260,9570,166178,103546.0,10819866.0
2017-12-19,9500,9590,9320,9320,84269,100841.0,10819866.0
2017-12-20,9320,9400,9240,9330,64030,100949.0,10819866.0
2017-12-21,9380,9380,8920,9060,85368,98028.0,10819866.0
2017-12-22,9060,9240,9030,9230,69695,99867.0,10819866.0
2017-12-26,9230,9440,9120,9210,49034,99651.0,10819866.0
2017-12-27,9220,9300,9070,9200,37466,99543.0,10819866.0
2017-12-28,9200,9300,8970,9240,83353,99976.0,10819866.0
2018-01-02,9240,9240,9070,9120,40474,98677.0,10819866.0
2018-01-03,9160,9180,8830,9000,147276,97379.0,10819866.0
2018-01-04,8980,9480,8970,9340,189704,101058.0,10819866.0
2018-01-05,9370,9580,9120,9240,119787,99976.0,10819866.0
2018-01-08,9310,9310,8870,8980,131625,97162.0,10819866.0
2018-01-09,8860,9040,8700,8770,131724,94890.0,10819866.0
2018-01-10,8890,8890,8410,8740,153899,94566.0,10819866.0
2018-01-11,8900,8900,8650,8800,69008,95215.0,10819866.0
2018-01-12,8800,8800,8520,8600,98392,93051.0,10819866.0
2018-01-15,8770,8800,8570,8680,64904,93916.0,10819866.0
2018-01-16,8600,8680,8470,8610,126905,93159.0,10819866.0
2018-01-17,8610,8680,8490,8660,76433,93700.0,10819866.0
2018-01-18,8650,8940,8610,8860,90017,95864.0,10819866.0
2018-01-19,8860,8990,8850,8880,87704,96080.0,10819866.0
2018-01-22,8890,8930,8670,8740,90096,94566.0,10819866.0
2018-01-23,8700,9040,8600,8910,155953,96405.0,10819866.0
2018-01-24,8910,9190,8850,9140,186746,98894.0,10819866.0
2018-01-25,9150,9190,8920,9050,109453,97920.0,10819866.0
2018-01-26,9050,9240,8940,9240,110574,99976.0,10819866.0
2018-01-29,9280,9610,9240,9340,223217,101058.0,10819866.0
2018-01-30,9340,9480,9130,9270,80966,100300.0,10819866.0
2018-01-31,9170,9400,9030,9390,83327,101599.0,10819866.0
2018-02-01,9410,9450,9100,9400,97175,101707.0,10819866.0
2018-02-02,9480,9480,9150,9320,93978,100841.0,10819866.0
2018-02-05,9100,9220,8870,9130,92521,98785.0,10819866.0
2018-02-06,8810,9260,8680,9140,147303,98894.0,10819866.0
2018-02-07,9280,9280,8750,8750,129703,94674.0,10819866.0
2018-02-08,8700,9160,8700,8800,84281,95215.0,10819866.0
2018-02-09,8490,8760,8490,8580,90439,92834.0,10819866.0
2018-02-12,8600,8800,8510,8530,91061,92293.0,10819866.0
2018-02-13,8550,8660,8390,8530,125823,92293.0,10819866.0
2018-02-14,8500,8570,8400,8490,56152,91861.0,10819866.0
2018-02-19,8570,8640,8460,8640,79758,93484.0,10819866.0
2018-02-20,8650,9240,8570,9180,311854,99326.0,10819866.0
2018-02-21,9150,9250,9050,9060,113312,98028.0,10819866.0
2018-02-22,9050,9190,8950,9000,61411,97379.0,10819866.0
2018-02-23,8980,9190,8840,9190,103330,99435.0,10819866.0
2018-02-26,9280,9280,9040,9170,68941,99218.0,10819866.0
2018-02-27,9170,9220,9050,9110,46095,98569.0,10819866.0
2018-02-28,9150,9150,8880,9040,43592,97812.0,10819866.0
2018-03-02,8850,9010,8830,9010,43944,97487.0,10819866.0
2018-03-05,8670,8670,7900,8050,883846,87100.0,10819866.0
2018-03-06,8030,8140,8000,8110,107396,87749.0,10819866.0
2018-03-07,8120,8140,7860,7950,155780,86018.0,10819866.0
2018-03-08,7970,8190,7960,8160,93228,88290.0,10819866.0
2018-03-09,8100,8320,8100,8270,92769,89480.0,10819866.0
2018-03-12,8250,8350,8180,8230,56517,89047.0,10819866.0
2018-03-13,8200,8450,8170,8400,103391,90887.0,10819866.0
2018-03-14,8400,8550,8300,8540,107288,92402.0,10819866.0
2018-03-15,8530,8540,8380,8500,66848,91969.0,10819866.0
2018-03-16,8500,8640,8300,8400,83507,90887.0,10819866.0
2018-03-19,8400,8430,8200,8300,40695,89805.0,10819866.0
2018-03-20,8230,8370,8150,8260,58495,89372.0,10819866.0
2018-03-21,8210,8350,8100,8180,77512,88507.0,10819866.0
2018-03-22,8200,8400,8200,8330,83764,90129.0,10819866.0
2018-03-23,8100,8270,7900,7900,91463,85477.0,10819866.0
2018-03-26,7850,7940,7590,7900,105837,85477.0,10819866.0
2018-03-27,7950,7980,7650,7800,115113,84395.0,10819866.0
2018-03-28,7800,7800,7540,7700,71190,83313.0,10819866.0
2018-03-29,7820,8270,7820,8100,127531,87641.0,10819866.0
2018-03-30,8150,8320,7940,8320,93617,90021.0,10819866.0
2018-04-02,8280,8630,8280,8520,166425,92185.0,10819866.0
2018-04-03,8460,8490,8240,8450,60680,91428.0,10819866.0
2018-04-04,8450,8540,8110,8150,65501,88182.0,10819866.0
2018-04-05,8150,8320,8040,8180,38735,88507.0,10819866.0
2018-04-06,8180,8220,8030,8060,33035,87208.0,10819866.0
2018-04-09,7920,8130,7870,7930,45021,85802.0,10819866.0
2018-04-10,7960,8010,7910,7970,37091,86234.0,10819866.0
2018-04-11,7980,8130,7950,8010,48444,86667.0,10819866.0
2018-04-12,7950,8190,7950,8160,78995,88290.0,10819866.0
2018-04-13,8240,8250,8050,8080,44006,87425.0,10819866.0
2018-04-16,8050,8290,8050,8220,70750,88939.0,10819866.0
2018-04-17,8170,8480,8170,8370,109249,90562.0,10819866.0
2018-04-18,8310,8420,8180,8240,60730,89156.0,10819866.0
2018-04-19,8250,8520,8200,8420,103447,91103.0,10819866.0
2018-04-20,8420,8420,8210,8370,48514,90562.0,10819866.0
2018-04-23,8250,8380,8060,8200,87083,88723.0,10819866.0
2018-04-24,8150,8320,8090,8190,33418,88615.0,10819866.0
2018-04-25,8030,8190,7920,7920,65293,85693.0,10819866.0
2018-04-26,7940,8170,7940,8060,34612,87208.0,10819866.0
2018-04-27,8060,8180,8060,8080,25326,87425.0,10819866.0
2018-04-30,7950,8160,7950,8100,63837,87641.0,10819866.0
2018-05-02,8020,8180,7980,8140,42282,88074.0,10819866.0
2018-05-03,8040,8170,8000,8170,40107,88398.0,10819866.0
2018-05-04,8170,8240,7940,7950,55164,86018.0,10819866.0
2018-05-08,8070,8070,7720,7760,65096,83962.0,10819866.0
2018-05-09,7850,7900,7620,7790,65977,84287.0,10819866.0
2018-05-10,7790,8070,7700,8020,47215,86775.0,10819866.0
2018-05-11,8100,8100,7950,8020,24434,86775.0,10819866.0
2018-05-14,7910,8020,7910,7930,27990,85802.0,10819866.0
2018-05-15,7930,8010,7800,7980,23478,86343.0,10819866.0
2018-05-16,7950,8060,7680,7690,101593,83205.0,10819866.0
2018-05-17,7750,7850,7220,7700,28743,83313.0,10819866.0
2018-05-18,7700,7880,7650,7830,23945,84720.0,10819866.0
2018-05-21,7960,7960,7750,7830,20911,84720.0,10819866.0
2018-05-23,7710,7950,7650,7710,39302,83421.0,10819866.0
2018-05-24,7710,7800,7650,7790,16125,84287.0,10819866.0
2018-05-25,7840,7840,7460,7500,54863,81149.0,10819866.0
2018-05-28,7340,7470,7030,7350,135563,79526.0,10819866.0
2018-05-29,7260,7390,7130,7360,31277,79634.0,10819866.0
2018-05-30,7360,7430,7140,7190,40909,77795.0,10819866.0
2018-05-31,7190,7260,6990,7110,40944,76929.0,10819866.0
2018-06-01,7060,7230,6980,7130,54650,77146.0,10819866.0
2018-06-04,7220,7310,7100,7130,29231,77146.0,10819866.0
2018-06-05,7130,7340,7110,7340,25145,79418.0,10819866.0
2018-06-07,7350,7560,7260,7490,34608,81041.0,10819866.0
2018-06-08,7570,7570,7360,7470,37529,80824.0,10819866.0
2018-06-11,7540,7540,7300,7400,24202,80067.0,10819866.0
2018-06-12,7310,7450,7150,7360,23585,79634.0,10819866.0
2018-06-14,7360,7390,7150,7220,10703,78119.0,10819866.0
2018-06-15,7220,7220,7060,7170,29152,77578.0,10819866.0
2018-06-18,7170,7170,6950,7010,28827,75847.0,10819866.0
2018-06-19,7010,7090,6500,6840,51353,74008.0,10819866.0
2018-06-20,6840,6850,6600,6680,28278,72277.0,10819866.0
2018-06-21,6680,6700,6580,6640,25832,71844.0,10819866.0
2018-06-22,6640,6770,6550,6670,21129,72169.0,10819866.0
2018-06-25,6670,6900,6470,6870,31120,74332.0,10819866.0
2018-06-26,6860,6860,6550,6790,22432,73467.0,10819866.0
2018-06-27,6790,6790,6580,6750,17953,73034.0,10819866.0
2018-06-28,6570,6700,6470,6660,22847,72060.0,10819866.0
2018-06-29,6660,6660,6400,6460,32081,69896.0,10819866.0
2018-07-02,6450,6450,6000,6070,60943,65677.0,10819866.0
2018-07-03,6000,6300,5800,6050,55866,65460.0,10819866.0
2018-07-04,6050,6110,5910,6110,14265,66109.0,10819866.0
2018-07-05,5960,6110,5780,5830,30824,63080.0,10819866.0
2018-07-06,5830,5890,5700,5870,15383,63513.0,10819866.0
2018-07-09,5870,7600,5840,6780,1917817,73359.0,10819866.0
2018-07-10,6900,6930,6700,6780,327771,73359.0,10819866.0
2018-07-11,6900,7040,6590,6630,314900,71736.0,10819866.0
2018-07-12,6550,6670,6330,6550,185907,70870.0,10819866.0
2018-07-13,6600,6620,6290,6350,153252,68706.0,10819866.0
2018-07-16,6480,6490,6210,6230,95000,67408.0,10819866.0
2018-07-17,6230,6270,6000,6130,130671,66326.0,10819866.0
2018-07-18,6130,6140,6010,6010,58360,65027.0,10819866.0
2018-07-19,6010,6080,5950,5950,58180,64378.0,10819866.0
2018-07-20,5950,6140,5900,5960,55025,64486.0,10819866.0
2018-07-23,6010,6110,5490,5540,143113,59942.0,10819866.0
2018-07-24,5460,5570,5340,5380,157144,58211.0,10819866.0
2018-07-25,5450,5650,5250,5400,120935,58427.0,10819866.0
2018-07-26,5400,5540,5310,5470,43224,59185.0,10819866.0
2018-07-27,5420,5620,5420,5570,33635,60267.0,10819866.0
2018-07-30,5620,5650,5530,5650,35520,61132.0,10819866.0
2018-07-31,5650,5740,5610,5670,34606,61349.0,10819866.0
2018-08-01,5420,5660,5420,5590,66264,60483.0,10819866.0
2018-08-02,5650,5680,5520,5580,16584,60375.0,10819866.0
2018-08-03,5580,5670,5570,5580,22397,60375.0,10819866.0
2018-08-06,5650,5740,5560,5710,24366,61781.0,10819866.0
2018-08-07,5720,5720,5580,5610,23697,60699.0,10819866.0
2018-08-08,5590,5670,5560,5630,15138,60916.0,10819866.0
2018-08-09,5690,6000,5590,5730,159885,61998.0,10819866.0
2018-08-10,5790,5810,5580,5630,44850,60916.0,10819866.0
2018-08-13,5630,5630,5140,5250,85403,56804.0,10819866.0
2018-08-14,5250,5300,5000,5130,40342,55506.0,10819866.0
2018-08-16,4900,5010,4740,4950,109070,53558.0,10819866.0
2018-08-17,4950,5000,4775,4775,48105,51665.0,10819866.0
2018-08-20,4780,5160,4580,4855,68735,52530.0,10819866.0
2018-08-21,4805,4875,4775,4870,44063,52693.0,10819866.0
2018-08-22,4880,4945,4850,4935,29730,53396.0,10819866.0
2018-08-23,4980,5030,4845,4905,46344,53071.0,10819866.0
2018-08-24,4895,4895,4780,4835,21844,52314.0,10819866.0
2018-08-27,4760,4835,4750,4800,16502,51935.0,10819866.0
2018-08-28,4760,5540,4635,4700,789478,50853.0,10819866.0
2018-08-29,4700,4810,4605,4680,121769,50637.0,10819866.0
