아이에이네트웍스(123010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-01-12,3120,3120,3120,3120,0,,
2015-01-13,3130,3130,3130,3130,0,9780.0,3124542.0
2015-01-14,3150,3150,3150,3150,0,9842.0,3124542.0
2015-01-15,3210,3210,3210,3210,0,10030.0,3124542.0
2015-01-16,3210,3210,3210,3210,0,10030.0,3124542.0
2015-01-19,3260,3260,3260,3260,0,10186.0,3124542.0
2015-01-20,3270,3270,3270,3270,0,10217.0,3124542.0
2015-01-21,3270,3270,3270,3270,0,,
2015-01-22,3270,3270,3270,3270,0,,
2015-01-23,3270,3270,3270,3270,0,,
2015-01-26,3300,3300,3300,3300,0,10311.0,3124542.0
2015-01-27,3300,3300,3300,3300,0,,
2015-01-28,3310,3310,3310,3310,0,10342.0,3124542.0
2015-01-29,3310,3310,3310,3310,0,10342.0,3124542.0
2015-01-30,3400,3400,3400,3400,0,10623.0,3124542.0
2015-02-02,3510,3510,3510,3510,0,10967.0,3124542.0
2015-02-03,3510,3510,3510,3510,0,10967.0,3124542.0
2015-02-04,3610,3610,3610,3610,0,11280.0,3124542.0
2015-02-05,3610,3610,3610,3610,0,11280.0,3124542.0
2015-02-06,3700,3700,3700,3700,0,11561.0,3124542.0
2015-02-09,3700,3700,3700,3700,0,11561.0,3124542.0
2015-02-10,3700,3700,3700,3700,0,,
2015-02-11,3800,3800,3800,3800,300,11873.0,3124542.0
2015-02-12,3800,3800,3800,3800,0,11873.0,3124542.0
2015-02-13,3810,3810,3810,3810,0,11905.0,3124542.0
2015-02-16,3810,3810,3810,3810,0,11905.0,3124542.0
2015-02-17,3810,3810,3810,3810,0,,
2015-02-23,3810,3810,3810,3810,0,,
2015-02-24,3815,3815,3815,3815,0,11920.0,3124542.0
2015-02-25,3820,3820,3820,3820,0,11936.0,3124542.0
2015-02-26,3825,3825,3825,3825,300,11951.0,3124542.0
2015-02-27,3830,3830,3830,3830,0,11967.0,3124542.0
2015-03-02,3845,3845,3845,3845,0,12014.0,3124542.0
2015-03-03,3850,3850,3850,3850,0,12029.0,3124542.0
2015-03-04,3850,3850,3850,3850,0,12029.0,3124542.0
2015-03-05,3850,3850,3850,3850,0,,
2015-03-06,3850,3850,3850,3850,0,,
2015-03-09,3855,3855,3855,3855,0,12045.0,3124542.0
2015-03-10,3865,3865,3865,3865,0,12076.0,3124542.0
2015-03-11,3970,3970,3970,3970,30,12404.0,3124542.0
2015-03-12,3980,3980,3980,3980,70,12436.0,3124542.0
2015-03-13,3980,3980,3980,3980,0,12579.0,3160542.0
2015-03-16,3980,3980,3980,3980,300,12579.0,3160542.0
2015-03-17,3985,3985,3985,3985,0,12595.0,3160542.0
2015-03-18,3985,3985,3985,3985,300,12595.0,3160542.0
2015-03-19,3985,3985,3985,3985,0,12595.0,3160542.0
2015-03-20,3985,3985,3985,3985,0,,
2015-03-23,3985,3985,3985,3985,0,,
2015-03-24,3985,3985,3985,3985,0,,
2015-03-25,3985,3985,3985,3985,0,,
2015-03-26,3985,3985,3985,3985,0,,
2015-03-27,3985,3985,3985,3985,0,,
2015-03-30,3985,3985,3985,3985,0,,
2015-03-31,3985,3985,3985,3985,0,,
2015-04-01,3905,3905,3905,3905,0,12342.0,3160542.0
2015-04-02,3905,3905,3905,3905,0,12342.0,3160542.0
2015-04-03,3905,3905,3905,3905,0,,
2015-04-06,4080,4080,4080,4080,50,12895.0,3160542.0
2015-04-07,4080,4080,4080,4080,0,12895.0,3160542.0
2015-04-08,4080,4080,4080,4080,450,12895.0,3160542.0
2015-04-09,4080,4080,4080,4080,0,,
2015-04-10,4080,4080,4080,4080,0,,
2015-04-13,4080,4080,4080,4080,0,,
2015-04-14,4080,4080,4080,4080,2000,12895.0,3160542.0
2015-04-15,4080,4080,4080,4080,0,,
2015-04-16,4300,4300,4300,4300,30,13590.0,3160542.0
2015-04-17,4320,4320,4320,4320,20,13654.0,3160542.0
2015-04-20,4320,4320,4320,4320,0,13654.0,3160542.0
2015-04-21,4320,4320,4320,4320,0,,
2015-04-22,4320,4320,4320,4320,0,,
2015-04-23,4320,4320,4320,4320,0,,
2015-04-24,4320,4320,4320,4320,0,,
2015-04-27,4320,4320,4320,4320,0,,
2015-04-28,4320,4320,4320,4320,0,,
2015-04-29,4320,4320,4320,4320,0,,
2015-04-30,4320,4320,4320,4320,0,,
2015-05-04,4300,4300,4300,4300,4000,13590.0,3160542.0
2015-05-06,4300,4300,4300,4300,500,13590.0,3160542.0
2015-05-07,4300,4300,4300,4300,0,13590.0,3160542.0
2015-05-08,4300,4300,4300,4300,0,,
2015-05-11,4300,4300,4300,4300,0,,
2015-05-12,4300,4300,4300,4300,0,,
2015-05-13,4300,4300,4300,4300,0,,
2015-05-14,4300,4300,4300,4300,0,,
2015-05-15,4300,4300,4300,4300,0,13603.0,3163542.0
2015-05-18,4300,4300,4300,4300,250,13603.0,3163542.0
2015-05-19,4300,4300,4300,4300,600,13603.0,3163542.0
2015-05-20,4450,4450,4450,4450,0,14078.0,3163542.0
2015-05-21,4460,4460,4460,4460,250,14109.0,3163542.0
2015-05-22,4460,4460,4460,4460,0,14109.0,3163542.0
2015-05-26,4460,4460,4460,4460,0,,
2015-05-27,4460,4460,4460,4460,300,14109.0,3163542.0
2015-05-28,4460,4460,4460,4460,2400,14109.0,3163542.0
2015-05-29,4460,4460,4460,4460,0,,
2015-06-01,4460,4460,4460,4460,0,,
2015-06-02,4460,4460,4460,4460,1000,14109.0,3163542.0
2015-06-03,4460,4460,4460,4460,3,14109.0,3163542.0
2015-06-04,4460,4460,4460,4460,0,,
2015-06-05,4460,4460,4460,4460,0,,
2015-06-08,4470,4470,4470,4470,0,14141.0,3163542.0
2015-06-09,4520,4520,4520,4520,300,14299.0,3163542.0
2015-06-10,4520,4520,4520,4520,0,14299.0,3163542.0
2015-06-11,4650,4650,4650,4650,300,14710.0,3163542.0
2015-06-12,4650,4650,4650,4650,0,14710.0,3163542.0
2015-06-15,4650,4650,4650,4650,0,,
2015-06-16,4650,4650,4650,4650,0,,
2015-06-17,4650,4650,4650,4650,0,,
2015-06-18,4650,4650,4650,4650,0,,
2015-06-19,4650,4650,4650,4650,0,,
2015-06-22,4650,4650,4650,4650,0,,
2015-06-23,4650,4650,4650,4650,0,14716.0,3164822.0
2015-06-24,4650,4650,4650,4650,0,,
2015-06-25,4650,4650,4650,4650,0,,
2015-06-26,4650,4650,4650,4650,0,,
2015-06-29,4650,4650,4650,4650,0,,
2015-06-30,4600,4600,4600,4600,0,14558.0,3164822.0
2015-07-01,4600,4600,4600,4600,1280,14558.0,3164822.0
2015-07-02,4600,4600,4600,4600,0,14558.0,3164822.0
2015-07-03,4600,4600,4600,4600,0,,
2015-07-06,4600,4600,4600,4600,10000,14558.0,3164822.0
2015-07-07,4600,4600,4600,4600,10500,14558.0,3164822.0
2015-07-08,4600,4600,4600,4600,0,,
2015-07-09,4600,4600,4600,4600,1000,14558.0,3164822.0
2015-07-10,4500,4500,4500,4500,0,14242.0,3164822.0
2015-07-13,4500,4500,4500,4500,0,14242.0,3164822.0
2015-07-14,4500,4500,4500,4500,0,,
2015-07-15,4500,4500,4500,4500,0,,
2015-07-16,4370,4370,4370,4370,300,13830.0,3164822.0
2015-07-17,4450,4495,4450,4495,111701,14226.0,3164822.0
2015-07-20,4300,4450,4200,4450,10001,14083.0,3164822.0
2015-07-21,4240,4240,4240,4240,300,13419.0,3164822.0
2015-07-22,4240,4240,4240,4240,0,13419.0,3164822.0
2015-07-23,4200,4300,4200,4300,501,13609.0,3164822.0
2015-07-24,4200,4200,4200,4200,0,13292.0,3164822.0
2015-07-27,4200,4200,4000,4200,1701,13292.0,3164822.0
2015-07-28,4300,4300,4300,4300,1,13609.0,3164822.0
2015-07-29,4300,4300,4300,4300,0,13609.0,3164822.0
2015-07-30,4175,4175,4175,4175,300,13213.0,3164822.0
2015-07-31,4400,4400,4400,4400,1,13925.0,3164822.0
2015-08-03,4500,4500,4500,4500,1,14242.0,3164822.0
2015-08-04,4630,4630,4630,4630,1,14653.0,3164822.0
2015-08-05,4750,4750,4750,4750,1,15033.0,3164822.0
2015-08-06,4890,4890,4890,4890,1,15476.0,3164822.0
2015-08-07,4160,4300,4160,4300,1001,13609.0,3164822.0
2015-08-10,4420,4420,4420,4420,2,13989.0,3164822.0
2015-08-11,4550,4550,4550,4550,300,14400.0,3164822.0
2015-08-12,4680,4680,4420,4420,301,13989.0,3164822.0
2015-08-13,4600,4600,4600,4600,100,14558.0,3164822.0
2015-08-17,4500,4500,4500,4500,5902,14242.0,3164822.0
2015-08-18,4500,5100,4500,5100,3996,16141.0,3164822.0
2015-08-19,5250,5250,5250,5250,10,16615.0,3164822.0
2015-08-20,5800,6020,5800,6000,200,18989.0,3164822.0
2015-08-21,5830,5830,5830,5830,200,18451.0,3164822.0
2015-08-24,5670,5670,5670,5670,200,17945.0,3164822.0
2015-08-25,6200,6200,5800,5800,1201,18356.0,3164822.0
2015-08-26,6200,6200,5640,5970,102,18894.0,3164822.0
2015-08-27,6200,6200,5970,6000,3,18989.0,3164822.0
2015-08-28,6200,6200,5100,6150,4,19464.0,3164822.0
2015-08-31,5980,5980,5980,5980,202,18926.0,3164822.0
2015-09-01,5810,6050,5810,6050,200,19147.0,3164822.0
2015-09-02,5880,5880,5150,5150,202,16299.0,3164822.0
2015-09-03,5910,5910,5010,5010,2,15856.0,3164822.0
2015-09-04,5700,5700,4805,4805,2,15207.0,3164822.0
2015-09-07,5000,5000,5000,5000,4,15824.0,3164822.0
2015-09-08,5140,5140,5140,5140,3,16267.0,3164822.0
2015-09-09,5300,5300,4370,4370,2,13830.0,3164822.0
2015-09-10,5000,5000,5000,5000,4,15824.0,3164822.0
2015-09-11,5740,5740,4500,4500,4,14242.0,3164822.0
2015-09-14,5170,5170,4990,4990,6,15792.0,3164822.0
2015-09-15,5700,5700,5000,5000,6,15824.0,3164822.0
2015-09-16,5140,5140,4855,4855,304,15365.0,3164822.0
2015-09-17,5000,5000,5000,5000,4,15824.0,3164822.0
2015-09-18,5100,5100,5100,5100,3,16141.0,3164822.0
2015-09-21,5000,5000,4460,5000,903,15824.0,3164822.0
2015-09-22,4850,5000,4850,5000,3,15824.0,3164822.0
2015-09-23,5000,5000,5000,5000,0,15824.0,3164822.0
2015-09-24,4250,5200,4250,4300,204,13609.0,3164822.0
2015-09-25,4420,4945,4300,4300,1304,13609.0,3164822.0
2015-09-30,4000,4425,3655,3655,1706,11567.0,3164822.0
2015-10-01,3800,4020,3800,4020,310,12723.0,3164822.0
2015-10-02,4100,4100,4100,4100,8,12976.0,3164822.0
2015-10-05,4100,4100,4100,4100,0,12976.0,3164822.0
2015-10-06,4230,4500,4230,4500,503,14242.0,3164822.0
2015-10-07,5100,5100,5100,5100,1,16141.0,3164822.0
2015-10-08,5800,5800,5500,5500,3,17407.0,3164822.0
2015-10-12,4690,5450,4690,5450,401,17248.0,3164822.0
2015-10-13,4800,5440,4800,5440,301,17217.0,3164822.0
2015-10-14,5290,5430,5290,5430,201,17185.0,3164822.0
2015-10-15,4620,5400,4620,5400,101,17090.0,3164822.0
2015-10-16,5200,5200,5200,5200,200,16457.0,3164822.0
2015-10-19,5000,5000,4430,4430,205,14020.0,3164822.0
2015-10-20,5080,5080,5080,5080,1,16077.0,3164822.0
2015-10-21,4850,4850,4850,4850,264,15349.0,3164822.0
2015-10-22,5450,5450,4200,4200,13,13292.0,3164822.0
2015-10-23,4400,4400,4400,4400,1,13925.0,3164822.0
2015-10-26,4400,4400,4400,4400,0,13925.0,3164822.0
2015-10-27,4400,4400,4400,4400,0,,
2015-10-28,4010,4530,4010,4530,1201,14337.0,3164822.0
2015-10-29,4450,4450,4450,4450,250,14083.0,3164822.0
2015-10-30,4550,4550,4550,4550,1,14400.0,3164822.0
2015-11-02,4550,4550,4550,4550,0,14400.0,3164822.0
2015-11-03,4650,4650,4650,4650,1,14716.0,3164822.0
2015-11-04,4650,4650,4650,4650,0,,
2015-11-05,5000,5000,5000,5000,1,15824.0,3164822.0
2015-11-06,5010,5010,5010,5010,1,15856.0,3164822.0
2015-11-09,4740,4740,4740,4740,300,15001.0,3164822.0
2015-11-10,4300,4300,4040,4040,310,12905.0,3194382.0
2015-11-11,3500,4030,3500,4030,401,12873.0,3194382.0
2015-11-12,3950,4150,3950,4150,301,13257.0,3194382.0
2015-11-13,3980,4180,3980,4180,301,13353.0,3194382.0
2015-11-16,3980,4190,3980,4190,301,13384.0,3194382.0
2015-11-17,4100,4300,4100,4300,301,13736.0,3194382.0
2015-11-18,4120,4120,4120,4120,500,13161.0,3194382.0
2015-11-19,3930,3930,3930,3930,300,12554.0,3194382.0
2015-11-20,3500,4000,3350,4000,252,12778.0,3194382.0
2015-11-23,4600,4600,3900,3900,6,12458.0,3194382.0
2015-11-24,3680,3680,3680,3680,300,11755.0,3194382.0
2015-11-25,3300,3600,3300,3600,1551,11500.0,3194382.0
2015-11-26,3600,3810,3600,3810,301,12171.0,3194382.0
2015-11-27,3800,4000,3800,4000,301,12778.0,3194382.0
2015-11-30,4000,4230,4000,4230,301,13512.0,3194382.0
2015-12-01,3990,3990,3990,3990,300,12746.0,3194382.0
2015-12-02,3980,4180,3980,4180,301,13353.0,3194382.0
2015-12-03,3980,3980,3980,3980,300,12714.0,3194382.0
2015-12-04,3865,3865,3865,3865,300,12346.0,3194382.0
2015-12-07,3850,3850,3850,3850,300,12298.0,3194382.0
2015-12-08,3740,3740,3740,3740,300,11947.0,3194382.0
2015-12-09,3300,3800,3300,3800,1000,12139.0,3194382.0
2015-12-10,3800,3800,3800,3800,0,12139.0,3194382.0
2015-12-11,3880,3880,3880,3880,0,12394.0,3194382.0
2015-12-14,3400,4400,3300,4000,2403,12778.0,3194382.0
2015-12-15,3885,3885,3885,3885,100,12410.0,3194382.0
2015-12-16,3790,3990,3790,3990,301,12746.0,3194382.0
2015-12-17,3875,3990,3875,3990,201,12746.0,3194382.0
2015-12-18,4585,4585,4000,4000,302,12778.0,3194382.0
2015-12-21,3800,3800,3700,3700,800,11819.0,3194382.0
2015-12-22,3700,3700,3700,3700,0,11819.0,3194382.0
2015-12-23,3700,3700,3700,3700,0,,
2015-12-24,3920,3920,3920,3920,1,12522.0,3194382.0
2015-12-28,3920,3920,3920,3920,300,12522.0,3194382.0
2015-12-29,3920,4150,3920,4150,96,15390.0,3708352.0
2015-12-30,3600,4770,3600,4770,1002,17689.0,3708352.0
2016-01-04,4910,5400,4910,5400,1002,20025.0,3708352.0
2016-01-05,5100,5100,5100,5100,200,18913.0,3708352.0
2016-01-06,5000,5000,5000,5000,200,18542.0,3708352.0
2016-01-07,4855,4855,4855,4855,300,18004.0,3708352.0
2016-01-08,4590,4590,4590,4590,300,17021.0,3708352.0
2016-01-11,4530,4800,4530,4800,101,17800.0,3708352.0
2016-01-12,4665,4790,4665,4790,301,17763.0,3708352.0
2016-01-13,4075,4600,4075,4600,282,17058.0,3708352.0
2016-01-14,4000,4600,4000,4000,3,14833.0,3708352.0
2016-01-15,3500,4250,3500,4250,3,15760.0,3708352.0
2016-01-18,4250,4500,4250,4500,301,16688.0,3708352.0
2016-01-19,4000,4600,4000,4600,2,17058.0,3708352.0
2016-01-20,4000,4570,4000,4570,2,16947.0,3708352.0
2016-01-21,5200,5200,5200,5200,1,19283.0,3708352.0
2016-01-22,4795,4795,4795,4795,300,17782.0,3708352.0
2016-01-25,5500,5500,5000,5000,11,18542.0,3708352.0
2016-01-26,4720,4800,4720,4800,301,17800.0,3708352.0
2016-01-27,4500,4500,4500,4500,300,16688.0,3708352.0
2016-01-28,4000,4400,4000,4400,1001,16317.0,3708352.0
2016-01-29,4400,4660,4400,4660,301,17281.0,3708352.0
2016-02-01,4485,4485,4485,4485,300,16632.0,3708352.0
2016-02-02,4435,4500,3815,4500,1301,16688.0,3708352.0
2016-02-03,5170,5170,5170,5170,2,19172.0,3708352.0
2016-02-04,5170,5170,5170,5170,30,19172.0,3708352.0
2016-02-05,4500,4500,4500,4500,46,16688.0,3708352.0
2016-02-11,3825,4290,3825,4290,2501,15909.0,3708352.0
2016-02-12,4290,4545,4290,4545,301,16854.0,3708352.0
2016-02-15,4460,4460,4460,4460,300,16539.0,3708352.0
2016-02-16,4460,4460,4460,4460,300,16539.0,3708352.0
2016-02-17,4335,4335,4335,4335,300,16076.0,3708352.0
2016-02-18,4210,4300,4210,4300,301,15946.0,3708352.0
2016-02-19,4150,4390,4150,4390,301,16280.0,3708352.0
2016-02-22,4265,4265,4265,4265,300,15816.0,3708352.0
2016-02-23,3850,4300,3630,4300,3551,15946.0,3708352.0
2016-02-24,4175,4175,4175,4175,300,15482.0,3708352.0
2016-02-25,4175,4420,4175,4420,301,16391.0,3708352.0
2016-02-26,3765,4300,3765,4300,331,15946.0,3708352.0
2016-02-29,4300,4300,4300,4300,25,15946.0,3708352.0
2016-03-02,4175,4175,4175,4175,300,,
2016-03-03,4175,4175,4175,4175,0,15482.0,3708352.0
2016-03-04,4055,4055,4055,4055,300,15037.0,3708352.0
2016-03-07,3950,4000,3700,4000,1348,14833.0,3708352.0
2016-03-08,4200,4200,4200,4200,1,15575.0,3708352.0
2016-03-09,4000,4000,3970,3970,261,14722.0,3708352.0
2016-03-10,3855,4000,3855,4000,261,14833.0,3708352.0
2016-03-11,3400,3800,3400,3400,1100,12608.0,3708352.0
2016-03-14,3800,3800,3700,3700,1100,13721.0,3708352.0
2016-03-15,3900,4255,3900,4150,714,15390.0,3708352.0
2016-03-16,4290,4500,4290,4480,1700,16613.0,3708352.0
2016-03-17,4480,4480,4480,4480,0,16613.0,3708352.0
2016-03-18,5150,5150,4480,4480,810,16613.0,3708352.0
2016-03-21,4220,5000,4220,4900,2792,18171.0,3708352.0
2016-03-22,5500,5500,4700,5000,553,18542.0,3708352.0
2016-03-23,4700,4710,4700,4700,120,17429.0,3708352.0
2016-03-24,4600,4990,4600,4700,246,17429.0,3708352.0
2016-03-25,4600,4850,4600,4850,1083,17986.0,3708352.0
2016-03-28,4980,4980,4130,4130,1003,15315.0,3708352.0
2016-03-29,4745,4745,4500,4745,302,17596.0,3708352.0
2016-03-30,4500,5000,4500,4800,301,17800.0,3708352.0
2016-03-31,5200,5200,4080,4080,976,15130.0,3708352.0
2016-04-01,4690,4690,4500,4500,180,16688.0,3708352.0
2016-04-04,4300,4500,4300,4500,400,16688.0,3708352.0
2016-04-05,4400,4400,4400,4400,0,16317.0,3708352.0
2016-04-06,4250,4390,4000,4390,102,16280.0,3708352.0
2016-04-07,4200,4300,4200,4300,153,15946.0,3708352.0
2016-04-08,4200,4500,4200,4500,605,16688.0,3708352.0
2016-04-11,5100,5100,4300,4600,2605,17058.0,3708352.0
2016-04-12,4500,4500,4300,4500,2024,16688.0,3708352.0
2016-04-14,4500,4500,4500,4500,3,16688.0,3708352.0
2016-04-15,5170,5170,4300,4500,402,16688.0,3708352.0
2016-04-18,4500,4500,4300,4300,1300,15946.0,3708352.0
2016-04-19,4300,4495,4100,4495,493,16669.0,3708352.0
2016-04-20,5000,5000,4300,4550,67,16873.0,3708352.0
2016-04-21,5100,5100,5100,5100,1,18913.0,3708352.0
2016-04-22,4340,4500,4340,4500,351,16688.0,3708352.0
2016-04-25,4100,4100,4100,4100,1386,15204.0,3708352.0
2016-04-26,4200,4200,4000,4100,1202,15204.0,3708352.0
2016-04-27,4000,4200,4000,4200,1048,15575.0,3708352.0
2016-04-28,4080,4080,4080,4080,250,15130.0,3708352.0
2016-04-29,4000,4000,4000,4000,700,14833.0,3708352.0
2016-05-02,4000,4115,4000,4115,251,15260.0,3708352.0
2016-05-03,4100,4100,4100,4100,0,15204.0,3708352.0
2016-05-04,4005,4100,4000,4100,1190,15204.0,3708352.0
2016-05-09,4000,4000,4000,4000,1614,14833.0,3708352.0
2016-05-10,4000,4000,3800,4000,1801,14833.0,3708352.0
2016-05-11,3950,4090,3950,4090,1920,15167.0,3708352.0
2016-05-12,3950,4000,3900,3900,1400,14463.0,3708352.0
2016-05-13,4400,4400,4000,4390,10501,16280.0,3708352.0
2016-05-16,4000,4390,4000,4390,2001,16280.0,3708352.0
2016-05-17,5000,5000,4000,4300,2003,15946.0,3708352.0
2016-05-18,4000,4300,4000,4300,1429,15946.0,3708352.0
2016-05-19,4000,4300,4000,4300,1399,15946.0,3708352.0
2016-05-20,4800,4800,4800,4800,1,17800.0,3708352.0
2016-05-23,4800,4900,4500,4900,1267,18171.0,3708352.0
2016-05-24,4900,4900,4900,4900,0,18171.0,3708352.0
2016-05-25,5600,5600,4620,5200,5303,19283.0,3708352.0
2016-05-26,4800,4800,4800,4800,210,17800.0,3708352.0
2016-05-27,4800,4800,4800,4800,0,17800.0,3708352.0
2016-05-30,4500,4650,4500,4650,1250,17244.0,3708352.0
2016-05-31,4650,4650,4650,4650,0,17244.0,3708352.0
2016-06-01,4900,4900,4890,4890,2,18134.0,3708352.0
2016-06-02,4870,4870,4870,4870,1000,18060.0,3708352.0
2016-06-03,5000,5000,5000,5000,1,18542.0,3708352.0
2016-06-07,5400,5400,5400,5400,1,20025.0,3708352.0
2016-06-08,4600,5000,4600,4800,2751,17800.0,3708352.0
2016-06-09,4600,4700,4550,4700,1001,17429.0,3708352.0
2016-06-10,5000,5000,5000,5000,1,18542.0,3708352.0
2016-06-13,4650,4800,4550,4800,2451,17800.0,3708352.0
2016-06-14,4700,5100,4700,5100,17761,18913.0,3708352.0
2016-06-15,5010,5100,5000,5100,13461,18913.0,3708352.0
2016-06-16,5100,5200,5010,5200,102,19283.0,3708352.0
2016-06-17,5000,5200,5000,5200,12596,19283.0,3708352.0
2016-06-20,5300,5500,5200,5400,18059,20025.0,3708352.0
2016-06-21,5230,5500,5230,5500,8166,20396.0,3708352.0
2016-06-22,5600,6000,5600,5800,9784,21508.0,3708352.0
2016-06-23,5950,6290,5900,6290,20126,23326.0,3708352.0
2016-06-24,6110,6400,6000,6340,13684,23511.0,3708352.0
2016-06-27,6380,6380,6110,6250,11187,23177.0,3708352.0
2016-06-28,6330,6600,6330,6600,12556,24475.0,3708352.0
2016-06-29,6700,7200,6700,7200,33902,26700.0,3708352.0
2016-06-30,7400,7600,7040,7290,18440,27034.0,3708352.0
2016-07-01,7400,7480,7200,7300,20123,27071.0,3708352.0
2016-07-04,7190,7190,6970,7020,12288,26033.0,3708352.0
2016-07-05,6800,7300,6800,7170,19757,26589.0,3708352.0
2016-07-06,7020,7220,7000,7180,5568,26626.0,3708352.0
2016-07-07,7010,7010,6600,6850,8238,25402.0,3708352.0
2016-07-08,6990,7260,6780,7190,5766,26663.0,3708352.0
2016-07-11,7190,7190,6880,7000,9583,25958.0,3708352.0
2016-07-12,6900,6990,6850,6850,2689,25402.0,3708352.0
2016-07-13,6550,7000,6550,6970,2529,25847.0,3708352.0
2016-07-14,7090,7120,6970,6980,2865,25884.0,3708352.0
2016-07-15,6980,6980,6510,6750,1521,25031.0,3708352.0
2016-07-18,7160,7160,6510,6730,1553,24957.0,3708352.0
2016-07-19,6070,7330,6070,7330,5823,27182.0,3708352.0
2016-07-20,6210,8070,5800,8070,11771218,35745.0,4429352.0
2016-07-21,8620,10300,8500,9440,7754949,41813.0,4429352.0
2016-07-22,9200,9390,8230,8230,2897891,36454.0,4429352.0
2016-07-25,8060,8720,7600,7900,2385760,34992.0,4429352.0
2016-07-26,7850,8580,7770,7850,1133418,34770.0,4429352.0
2016-07-27,7930,9920,7910,9340,5606282,41370.0,4429352.0
2016-07-28,9070,11050,8810,9040,3939601,40041.0,4429352.0
2016-07-29,9040,10350,8930,10250,3699184,45401.0,4429352.0
2016-08-01,10100,10850,9610,9610,1762832,42566.0,4429352.0
2016-08-02,9610,10100,8700,8700,1102248,38535.0,4429352.0
2016-08-03,8520,8810,8150,8200,723258,36321.0,4429352.0
2016-08-04,8300,9050,8270,8440,874073,37384.0,4429352.0
2016-08-05,8520,8660,8000,8030,482533,35568.0,4429352.0
2016-08-08,8200,8400,7940,8180,402274,36232.0,4429352.0
2016-08-09,8180,8180,7640,7800,314745,34549.0,4429352.0
2016-08-10,7800,7820,7290,7340,421192,32511.0,4429352.0
2016-08-11,7350,7570,7150,7400,321979,32777.0,4429352.0
2016-08-12,7400,7860,7400,7520,429978,33309.0,4429352.0
2016-08-16,7390,7390,6940,6950,290315,30784.0,4429352.0
2016-08-17,6950,8150,6760,7080,1272977,31360.0,4429352.0
2016-08-18,7260,7620,7050,7390,396954,33472.0,4529352.0
2016-08-19,7490,7870,7380,7480,359751,33880.0,4529352.0
2016-08-22,7490,7500,7220,7370,153579,33381.0,4529352.0
2016-08-23,7230,7300,7050,7120,161193,32249.0,4529352.0
2016-08-24,7280,7280,6920,7060,84094,31977.0,4529352.0
2016-08-25,6990,7140,6930,7100,144380,32701.0,4605732.0
2016-08-26,7090,7150,6650,6710,232697,30904.0,4605732.0
2016-08-29,6550,6820,6400,6400,178838,29477.0,4605732.0
