콜마비앤에이치(200130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-09-15,0,0,0,15531,0,,
2014-09-16,0,0,0,15531,0,,
2014-09-17,0,0,0,15531,0,,
2014-09-18,0,0,0,15531,0,,
2014-09-19,0,0,0,15531,0,,
2014-09-22,0,0,0,15531,0,,
2014-09-23,0,0,0,15531,0,,
2014-09-24,0,0,0,15531,0,,
2014-09-25,0,0,0,15531,0,,
2014-09-26,0,0,0,15531,0,,
2014-09-29,0,0,0,15531,0,,
2014-09-30,0,0,0,15531,0,,
2014-10-01,0,0,0,15531,0,,
2014-10-02,0,0,0,15531,0,,
2014-10-06,0,0,0,15531,0,,
2014-10-07,0,0,0,15531,0,,
2014-10-08,0,0,0,15531,0,,
2014-10-10,0,0,0,15531,0,,
2014-10-13,0,0,0,15531,0,,
2014-10-14,0,0,0,15531,0,,
2014-10-15,0,0,0,15531,0,,
2014-10-16,0,0,0,15531,0,,
2014-10-17,15530,17860,15530,17861,1149908,49910.0,7000000.0
2014-10-20,20515,20515,20515,20516,501257,57330.0,7000000.0
2014-10-21,22795,23446,18887,22470,2125576,62790.0,7000000.0
2014-10-22,21868,25425,21743,24048,1336116,67200.0,7000000.0
2014-10-23,23647,26052,23597,25000,874734,69860.0,7000000.0
2014-10-24,24999,26052,24198,25551,507388,71400.0,7000000.0
2014-10-27,26302,26678,25300,25551,380798,71400.0,7000000.0
2014-10-28,25024,25676,24949,25551,286945,71400.0,7000000.0
2014-10-29,25425,29057,25175,27555,878274,77000.0,7000000.0
2014-10-30,28181,29558,26803,28056,624737,78400.0,7000000.0
2014-10-31,28306,28682,27304,27931,303676,78050.0,7000000.0
2014-11-03,27805,29934,27805,29935,292828,83650.0,7000000.0
2014-11-04,30185,33316,30185,32315,801658,90300.0,7000000.0
2014-11-05,31437,33567,29558,32565,452738,91000.0,7000000.0
2014-11-06,33191,33191,29308,31564,522934,88200.0,7000000.0
2014-11-07,31061,32064,29308,30686,312763,85750.0,7000000.0
2014-11-10,30686,30811,29057,29309,262183,81900.0,7000000.0
2014-11-11,29433,30561,28306,30060,352264,84000.0,7000000.0
2014-11-12,30060,30060,28682,29434,154787,82250.0,7000000.0
2014-11-13,29684,30185,28431,29685,189236,82950.0,7000000.0
2014-11-14,30060,30185,29183,29309,95913,81900.0,7000000.0
2014-11-17,29558,29558,27053,27931,249227,78050.0,7000000.0
2014-11-18,27930,28431,26678,27931,230549,78050.0,7000000.0
2014-11-19,27930,29934,27429,29685,244522,82950.0,7000000.0
2014-11-20,29684,31187,29308,29810,210059,83300.0,7000000.0
2014-11-21,30310,31187,29809,30937,185119,86450.0,7000000.0
2014-11-24,31563,32064,30435,30561,129503,85400.0,7000000.0
2014-11-25,30686,31061,29934,30561,58855,85400.0,7000000.0
2014-11-26,30811,30811,29558,30060,101991,84000.0,7000000.0
2014-11-27,29809,30185,28932,29309,100934,81900.0,7000000.0
2014-11-28,29433,30561,29308,29935,110166,83650.0,7000000.0
2014-12-01,29934,30185,29183,29184,80953,81550.0,7000000.0
2014-12-02,29684,29684,28557,29685,177149,82950.0,7000000.0
2014-12-03,29433,30185,29183,29810,103245,83300.0,7000000.0
2014-12-04,30060,30561,29433,30311,117441,84700.0,7000000.0
2014-12-05,30185,30936,29684,30185,91342,84350.0,7000000.0
2014-12-08,30185,30811,29684,30185,96743,84350.0,7000000.0
2014-12-09,30060,31061,29684,30686,303741,85750.0,7000000.0
2014-12-10,30936,32314,30686,31939,269899,89250.0,7000000.0
2014-12-11,31688,31813,30686,31062,117428,86800.0,7000000.0
2014-12-12,31061,31061,29057,30311,187140,84700.0,7000000.0
2014-12-15,29934,30185,29057,29058,89941,81200.0,7000000.0
2014-12-16,29183,29684,28557,29559,101497,82600.0,7000000.0
2014-12-17,29308,29934,28807,29434,64462,82250.0,7000000.0
2014-12-18,29433,29433,28557,28933,86149,80850.0,7000000.0
2014-12-19,29057,29809,28682,29685,100844,82950.0,7000000.0
2014-12-22,29684,29809,28932,29434,64397,82250.0,7000000.0
2014-12-23,29558,29558,28807,28808,81703,80500.0,7000000.0
2014-12-24,28682,29308,28557,29309,112207,81900.0,7000000.0
2014-12-26,29558,29558,28807,29309,63010,81900.0,7000000.0
2014-12-29,29308,29433,28932,29184,48322,81550.0,7000000.0
2014-12-30,28807,29433,28682,29184,64062,81550.0,7000000.0
2015-01-02,29308,29934,29308,29935,73942,83650.0,7000000.0
2015-01-05,30060,30811,29809,30812,145933,86100.0,7000000.0
2015-01-06,30811,30936,29684,29810,193370,83300.0,7000000.0
2015-01-07,29809,29809,28431,29309,142315,81900.0,7000000.0
2015-01-08,29057,29057,28557,28933,81604,80850.0,7000000.0
2015-01-09,28682,28932,27680,28056,180811,78400.0,7000000.0
2015-01-12,28056,29809,27053,29685,214631,82950.0,7000000.0
2015-01-13,30060,30185,29183,30060,141416,84000.0,7000000.0
2015-01-14,30435,32815,30310,31939,458542,89250.0,7000000.0
2015-01-15,31688,33692,29558,33066,516842,92400.0,7000000.0
2015-01-16,33441,34819,32314,34068,310036,95200.0,7000000.0
2015-01-19,34318,34443,32815,32941,202062,92050.0,7000000.0
2015-01-20,32439,34068,32189,34068,164547,95200.0,7000000.0
2015-01-21,34068,35069,33692,33943,154210,94850.0,7000000.0
2015-01-22,33942,34443,33316,33568,109359,93800.0,7000000.0
2015-01-23,33817,34193,33316,33568,89151,93800.0,7000000.0
2015-01-26,33567,34819,33567,34319,267859,95900.0,7000000.0
2015-01-27,34443,39328,34443,38327,1140897,107100.0,7000000.0
2015-01-28,38952,40581,38076,39454,563417,110250.0,7000000.0
2015-01-29,39579,39579,37199,37576,551171,105000.0,7000000.0
2015-01-30,38326,39453,37951,39078,293534,109200.0,7000000.0
2015-02-02,39579,40581,37575,38953,435586,108850.0,7000000.0
2015-02-03,39955,39955,34944,35572,1006315,1027573.0,72364311.0
2015-02-04,35696,37951,34193,37450,978239,1081846.0,72364311.0
2015-02-05,36948,37825,36573,37325,361545,1078228.0,72364311.0
2015-02-06,38451,39328,37825,38327,755883,1107174.0,72364311.0
2015-02-09,38827,39829,38326,39329,806192,1136120.0,72364311.0
2015-02-10,39955,40080,37199,37951,506767,1096319.0,72364311.0
2015-02-11,38201,38952,37324,37951,312602,1096319.0,72364311.0
2015-02-12,38201,38451,36948,36949,314826,1067374.0,72364311.0
2015-02-13,36197,37324,36072,36949,207576,1067374.0,72364311.0
2015-02-16,36322,37073,35821,36072,207117,1042046.0,72364311.0
2015-02-17,36823,36823,34819,36072,191942,1042046.0,72364311.0
2015-02-23,37073,38451,36447,38202,314974,1103556.0,72364311.0
2015-02-24,38201,38702,37575,37951,169279,1096319.0,72364311.0
2015-02-25,37825,38076,37073,37325,156601,1078228.0,72364311.0
2015-02-26,37199,37199,36072,36448,181334,1052901.0,72364311.0
2015-02-27,36573,36573,35696,36448,147433,1052901.0,72364311.0
2015-03-02,37073,37073,34819,35446,155648,1023955.0,72364311.0
2015-03-03,35195,35320,34318,35070,183768,1013100.0,72364311.0
2015-03-04,34443,35821,33817,35822,227507,1034810.0,72364311.0
2015-03-05,36072,36573,35195,36448,133648,1052901.0,72364311.0
2015-03-06,36322,36698,35320,35947,108094,1038428.0,72364311.0
2015-03-09,35445,36573,35195,35446,105108,1023955.0,72364311.0
2015-03-10,36072,36197,35320,35446,107749,1023955.0,72364311.0
2015-03-11,35445,35696,34819,35321,63863,1020337.0,72364311.0
2015-03-12,34944,35696,34944,35321,78332,1020337.0,72364311.0
2015-03-13,35069,35445,34569,35196,103190,1016719.0,72364311.0
2015-03-16,35069,37825,34819,37074,374744,1070992.0,72364311.0
2015-03-17,37825,37951,36447,36824,139960,1063755.0,72364311.0
2015-03-18,37700,42334,37700,42335,2210970,1222957.0,72364311.0
2015-03-19,43587,46968,41833,44339,2489215,1280848.0,72364311.0
2015-03-20,45215,45340,43211,44714,763177,1291703.0,72364311.0
2015-03-23,44964,45967,42710,42710,702995,1233812.0,72364311.0
2015-03-24,42710,42960,40956,41959,420777,1212102.0,72364311.0
2015-03-25,41833,44213,41457,42210,673455,1219339.0,72364311.0
2015-03-26,42084,43211,41081,41333,429465,1194011.0,72364311.0
2015-03-27,41457,42084,39077,39830,573312,1150593.0,72364311.0
2015-03-30,39579,40581,38952,40080,305070,1157829.0,72364311.0
2015-03-31,40455,40831,39077,40080,266636,1157829.0,72364311.0
2015-04-01,39829,43211,39579,42710,911516,1233812.0,72364311.0
2015-04-02,43461,43461,40080,40080,495501,1157829.0,72364311.0
2015-04-03,40581,41332,39579,40456,252966,1168684.0,72364311.0
2015-04-06,40831,41959,40706,41458,185215,1197629.0,72364311.0
2015-04-07,42084,42084,40080,41082,325828,1186775.0,72364311.0
2015-04-08,40831,41081,40080,40456,215195,1168684.0,72364311.0
2015-04-09,40581,40581,38952,39580,397220,1143356.0,72364311.0
2015-04-10,39579,40956,38577,40456,374179,1168684.0,72364311.0
2015-04-13,40455,43085,39955,40456,582670,1168684.0,72364311.0
2015-04-14,40581,40831,39077,39329,295846,1136120.0,72364311.0
2015-04-15,40080,40330,39453,40080,151996,1157829.0,72364311.0
2015-04-16,40080,41708,39955,41333,436314,1194011.0,72364311.0
2015-04-17,41959,43587,41708,42710,739295,1233812.0,72364311.0
2015-04-20,42334,43837,41708,43337,511837,1251903.0,72364311.0
2015-04-21,43712,47344,43587,45592,1349840,1317030.0,72364311.0
2015-04-22,46593,46593,39704,43086,961688,1244666.0,72364311.0
2015-04-23,43336,43461,41081,42084,476016,1215720.0,72364311.0
2015-04-24,41708,43085,41708,42210,227162,1219339.0,72364311.0
2015-04-27,42209,43712,42209,43713,238455,1262757.0,72364311.0
2015-04-28,43837,43963,42835,42961,133454,1241048.0,72364311.0
2015-04-29,43211,43211,41833,42460,163112,1226575.0,72364311.0
2015-04-30,42084,43211,41708,42210,135527,1219339.0,72364311.0
2015-05-04,42334,42710,40205,41333,232131,1194011.0,72364311.0
2015-05-06,41332,41332,39579,40581,263257,1172302.0,72364311.0
2015-05-07,40581,40831,39328,40832,190133,1179538.0,72364311.0
2015-05-08,40581,42334,40080,41584,189552,1201248.0,72364311.0
2015-05-11,42585,42835,42209,42460,129496,1226575.0,72364311.0
2015-05-12,42710,42960,42084,42961,175157,1241048.0,72364311.0
2015-05-13,42960,43837,42710,42961,169925,1241048.0,72364311.0
2015-05-14,42960,43336,41833,43212,232874,1248284.0,72364311.0
2015-05-15,44463,44589,43085,43462,520044,1255521.0,72364311.0
2015-05-18,43712,44088,42710,43838,240560,1266375.0,72364311.0
2015-05-19,43837,44338,42585,42961,390295,1241048.0,72364311.0
2015-05-20,42835,43712,42835,42961,204141,1241048.0,72364311.0
2015-05-21,43211,43587,41708,41834,1941401,1208484.0,72364311.0
2015-05-22,41708,42835,41081,42210,1670273,1219339.0,72364311.0
2015-05-26,43461,44463,42334,42836,820953,1237430.0,72364311.0
2015-05-27,42835,43336,42084,42961,321562,1241048.0,72364311.0
2015-05-28,43211,43461,42334,42585,245086,1230193.0,72364311.0
2015-05-29,42209,43336,42209,42335,261619,1222957.0,72364311.0
2015-06-01,42084,42334,41332,41709,267366,1204866.0,72364311.0
2015-06-02,41959,41959,40581,41082,294531,1186775.0,72364311.0
2015-06-03,41959,41959,40581,41082,148011,1186775.0,72364311.0
2015-06-04,41081,41457,40706,40832,114782,1179538.0,72364311.0
2015-06-05,40581,40831,39077,39955,322916,1154211.0,72364311.0
2015-06-08,39453,39579,38076,38202,380514,1103556.0,72364311.0
2015-06-09,38827,40080,38702,39705,152933,1146974.0,72364311.0
2015-06-10,39829,39829,36698,38076,314269,1099938.0,72364311.0
2015-06-11,38326,38451,36573,37576,313416,1085465.0,72364311.0
2015-06-12,37825,39829,37825,39454,352011,1139738.0,72364311.0
2015-06-15,40330,44714,39453,41584,950883,1201248.0,72364311.0
2015-06-16,42084,43085,40330,40581,340094,1172302.0,72364311.0
2015-06-17,40706,40956,37825,38577,486977,1114410.0,72364311.0
2015-06-18,39453,39453,38076,38702,235435,1118029.0,72364311.0
2015-06-19,38827,39328,38201,38702,208054,1118029.0,72364311.0
2015-06-22,39453,39955,38952,39454,156075,1139738.0,72364311.0
2015-06-23,39704,39704,39077,39078,132300,1128883.0,72364311.0
2015-06-24,39328,39453,38577,39204,103844,1132501.0,72364311.0
2015-06-25,39203,39453,38827,38828,114596,1121647.0,72364311.0
2015-06-26,39328,40956,39077,39705,295105,1146974.0,72364311.0
2015-06-29,39704,40455,37575,39580,272550,1143356.0,72364311.0
2015-06-30,39579,39579,38326,38702,176504,1118029.0,72364311.0
2015-07-01,38827,39328,38577,39204,199611,1132501.0,72364311.0
2015-07-02,40581,41081,39704,40206,425955,1161447.0,72364311.0
2015-07-03,40581,45215,40581,44464,2495572,1284467.0,72364311.0
2015-07-06,44839,47093,44589,46593,1670997,1345976.0,72364311.0
2015-07-07,47845,48472,42209,43963,1573948,1269994.0,72364311.0
2015-07-08,44213,44463,41457,42585,718359,1230193.0,72364311.0
2015-07-09,41583,43587,40581,42836,657399,1237430.0,72364311.0
2015-07-10,44088,45215,42084,42084,548897,1215720.0,72364311.0
2015-07-13,41583,44213,41583,43838,512428,1266375.0,72364311.0
2015-07-14,44338,46342,43712,46343,864426,1338740.0,72364311.0
2015-07-15,46217,46468,45089,45466,500526,1313412.0,72364311.0
2015-07-16,45967,46593,45215,46092,446686,1331503.0,72364311.0
2015-07-17,46718,46718,43963,44464,429870,1284467.0,72364311.0
2015-07-20,44213,45089,43085,44840,289902,1295321.0,72364311.0
2015-07-21,44964,45340,44088,44214,177275,1277230.0,72364311.0
2015-07-22,39829,43336,39829,42335,1150961,1222957.0,72364311.0
2015-07-23,42334,42334,40581,41458,472105,1197629.0,72364311.0
2015-07-24,41207,42710,41207,42210,230970,1219339.0,72364311.0
2015-07-27,42710,42835,41457,41834,221452,1208484.0,72364311.0
2015-07-28,41081,41583,40831,41082,221582,1186775.0,72364311.0
2015-07-29,41583,41583,40581,40581,185780,1172302.0,72364311.0
2015-07-30,41332,41332,38952,39454,306536,1139738.0,72364311.0
2015-07-31,39453,40581,38326,40581,178174,1172302.0,72364311.0
2015-08-03,40706,40706,39453,39580,106227,1143356.0,72364311.0
2015-08-04,39579,39955,39203,39830,90439,1150593.0,72364311.0
2015-08-05,39955,41457,39829,40456,167503,1168684.0,72364311.0
2015-08-06,40330,40581,39829,40331,122021,1165065.0,72364311.0
2015-08-07,40330,40706,39704,40456,85217,1168684.0,72364311.0
2015-08-10,40455,40581,39829,39955,101158,1154211.0,72364311.0
2015-08-11,40080,40205,39077,39204,102569,1132501.0,72364311.0
2015-08-12,39203,39579,36447,37826,264788,1092701.0,72364311.0
2015-08-13,37575,39077,37575,38577,118882,1114410.0,72364311.0
2015-08-17,39077,39203,37575,38202,95206,1103556.0,72364311.0
2015-08-18,38577,38702,33942,35446,377783,1023955.0,72364311.0
2015-08-19,34193,34318,28807,32064,714757,926263.0,72364311.0
2015-08-20,30686,32940,30686,32064,309192,926263.0,72364311.0
2015-08-21,28682,34694,28056,31814,322842,919027.0,72364311.0
2015-08-24,31813,33191,31312,31814,206381,919027.0,72364311.0
2015-08-25,32439,32940,31688,32565,188167,940736.0,72364311.0
2015-08-26,33191,34569,32565,34444,201065,1015634.0,73864311.0
2015-08-27,35069,35821,34443,34945,181081,1030407.0,73864311.0
2015-08-28,35445,36197,34569,35572,103047,1048873.0,73864311.0
2015-08-31,35069,35445,34569,34694,76975,1023021.0,73864311.0
2015-09-01,34694,35445,34569,34945,78282,1030407.0,73864311.0
2015-09-02,34318,34694,33692,34319,59290,1011941.0,73864311.0
2015-09-03,34694,34944,33817,33818,85914,997168.0,73864311.0
2015-09-04,33441,34068,31813,32064,128498,945463.0,73864311.0
2015-09-07,32064,33065,31563,32440,56491,956543.0,73864311.0
2015-09-08,32439,33316,31312,31564,65070,930690.0,73864311.0
2015-09-09,31813,32690,31563,32064,81606,945463.0,73864311.0
2015-09-10,31437,33191,30936,33192,145282,978702.0,73864311.0
2015-09-11,0,0,0,33192,0,978702.0,73864311.0
2015-09-14,0,0,0,33192,0,,
2015-09-15,0,0,0,33192,0,,
2015-09-16,0,0,0,33192,0,,
2015-09-17,0,0,0,33192,0,,
2015-09-18,0,0,0,33192,0,,
2015-09-21,0,0,0,33192,0,,
2015-09-22,0,0,0,33192,0,,
2015-09-23,0,0,0,33192,0,,
2015-09-24,0,0,0,33192,0,,
2015-09-25,0,0,0,33192,0,,
2015-09-30,0,0,0,33192,0,,
2015-10-01,0,0,0,33192,0,,
2015-10-02,0,0,0,33192,0,,
2015-10-05,35794,36345,34042,34894,65178,1029668.0,14772862.0
2015-10-06,35244,35244,33041,33242,26126,980918.0,14772862.0
2015-10-07,33541,33792,30588,31239,32379,921827.0,14772862.0
2015-10-08,31088,31589,31088,31289,12227,923304.0,14772862.0
2015-10-12,31389,31539,30688,30789,25449,908531.0,14772862.0
2015-10-13,30538,30988,30137,30138,14918,889326.0,14772862.0
2015-10-14,30187,30538,30037,30338,12525,895235.0,14772862.0
2015-10-15,30337,30538,30037,30088,15843,887849.0,14772862.0
2015-10-16,30287,30888,30187,30688,11961,905576.0,14772862.0
2015-10-19,30938,30938,30488,30588,12026,902622.0,14772862.0
2015-10-20,30738,30838,30287,30488,14752,899667.0,14772862.0
2015-10-21,30488,30538,29987,30238,15888,892281.0,14772862.0
2015-10-22,30087,30538,29987,30038,11494,886372.0,14772862.0
2015-10-23,30388,30388,29837,29837,8967,880463.0,14772862.0
2015-10-26,29787,30037,29386,29487,11496,870122.0,14772862.0
2015-10-27,29587,29687,26182,26683,45877,787394.0,14772862.0
2015-10-28,26733,27934,24555,26934,52366,794780.0,14772862.0
2015-10-29,26533,27334,26483,27034,15241,797735.0,14772862.0
2015-10-30,26883,27434,26733,27034,11047,797735.0,14772862.0
2015-11-02,27133,28385,27133,28235,27750,833189.0,14772862.0
2015-11-03,28235,28435,27784,27985,14949,825803.0,14772862.0
2015-11-04,28235,28335,27884,28235,7473,833189.0,14772862.0
2015-11-05,28435,28435,28085,28285,9533,834667.0,14772862.0
2015-11-06,27784,28735,27784,28335,11322,836144.0,14772862.0
2015-11-09,28535,28585,27734,27985,11468,825803.0,14772862.0
2015-11-10,26683,27784,26533,26784,19340,790348.0,14772862.0
2015-11-11,26533,27033,26483,26834,14262,791825.0,14772862.0
2015-11-12,26833,28385,26833,28285,23419,834667.0,14772862.0
2015-11-13,28235,28235,27083,27234,14804,803644.0,14772862.0
2015-11-16,27634,28635,27284,28235,25721,833189.0,14772862.0
2015-11-17,30538,31038,27834,27985,71404,825803.0,14772862.0
2015-11-18,28035,28235,27534,27534,19218,812507.0,14772862.0
2015-11-19,27184,28085,26733,26834,30922,791825.0,14772862.0
2015-11-20,26533,26933,26383,26834,30468,791825.0,14772862.0
2015-11-23,26733,26933,26483,26683,18888,787394.0,14772862.0
2015-11-24,26683,26933,26533,26633,12674,785916.0,14772862.0
2015-11-25,26683,27234,26633,27034,35883,797735.0,14772862.0
2015-11-26,27184,29887,27184,29136,426546,859781.0,14772862.0
2015-11-27,29536,34793,29286,31289,198678,923304.0,14772862.0
2015-11-30,31539,33341,31539,32741,128375,966145.0,14772862.0
2015-12-01,33041,33341,31589,32691,62199,964668.0,14772862.0
2015-12-02,32841,34342,32290,33792,103882,997168.0,14772862.0
2015-12-03,33541,33792,32540,32691,39404,964668.0,14772862.0
2015-12-04,32490,34142,32040,33892,79528,1000123.0,14772862.0
2015-12-07,33892,35494,33892,34844,82089,1028191.0,14772862.0
2015-12-08,34192,35093,33992,34443,28205,1016373.0,14772862.0
2015-12-09,34493,34943,32540,33091,42791,976486.0,14772862.0
2015-12-10,33391,33842,31339,32541,101263,960236.0,14772862.0
2015-12-11,32340,33441,31789,32441,41855,957281.0,14772862.0
2015-12-14,31939,32490,31639,31940,23545,942509.0,14772862.0
2015-12-15,32040,32490,31539,32190,38184,949895.0,14772862.0
2015-12-16,32240,33041,32240,32491,48375,958759.0,14772862.0
2015-12-17,32991,32991,32290,32591,31187,961713.0,14772862.0
2015-12-18,32390,33041,31689,32991,61644,973532.0,14772862.0
2015-12-21,32941,34092,32941,33342,52206,983873.0,14772862.0
2015-12-22,33341,33642,32941,33041,15453,975009.0,14772862.0
2015-12-23,33091,33441,32690,33292,35110,982395.0,14772862.0
2015-12-24,33291,35444,33291,35194,94646,1038532.0,14772862.0
2015-12-28,35544,37046,33892,35144,98440,1037055.0,14772862.0
2015-12-29,35043,37196,34643,37197,67373,1097624.0,14772862.0
2015-12-30,37396,39599,36996,38448,95186,1134556.0,14772862.0
2016-01-04,39349,40400,39148,39149,71764,1155238.0,14772862.0
2016-01-05,38448,39549,38448,39550,49580,1167056.0,14772862.0
2016-01-06,38798,39549,37997,38799,72231,1144897.0,14772862.0
2016-01-07,38448,40000,38448,39800,56320,1174443.0,14772862.0
2016-01-08,39499,39799,38898,39550,46589,1167056.0,14772862.0
2016-01-11,39399,40050,38548,38648,45000,1140465.0,14772862.0
2016-01-12,38998,39098,38297,38498,30243,1136033.0,14772862.0
2016-01-13,38548,40050,38498,39700,50317,1171488.0,14772862.0
2016-01-14,39549,40300,39149,39950,56650,1178874.0,14772862.0
2016-01-15,43850,44850,40350,42800,138888,632278.0,14772862.0
2016-01-18,43300,43450,41500,42250,69878,624153.0,14772862.0
2016-01-19,42650,43550,41450,42250,90125,624153.0,14772862.0
2016-01-20,42250,42650,40300,41050,83281,606426.0,14772862.0
2016-01-21,41100,41350,39600,39750,54037,587221.0,14772862.0
2016-01-22,40150,40950,39800,40350,35034,596085.0,14772862.0
2016-01-25,41000,41000,40150,40250,29392,594608.0,14772862.0
2016-01-26,40300,41400,40000,40250,38683,594608.0,14772862.0
2016-01-27,40550,40550,39900,39900,29765,589437.0,14772862.0
2016-01-28,39300,40650,39300,40550,30940,599040.0,14772862.0
2016-01-29,40350,41150,40250,40700,28309,601255.0,14772862.0
2016-02-01,41200,41200,39950,40050,38210,591653.0,14772862.0
2016-02-02,40000,40700,39900,40400,30128,596824.0,14772862.0
2016-02-03,39850,40050,39500,39650,35499,585744.0,14772862.0
2016-02-04,39500,39900,38600,38750,42326,572448.0,14772862.0
2016-02-05,38200,39050,38200,38750,28227,572448.0,14772862.0
2016-02-11,37200,38700,37050,37700,42029,556937.0,14772862.0
2016-02-12,35700,36900,34000,34500,183260,1019253.0,29543558.0
2016-02-15,34000,34950,31600,32200,142171,951303.0,29543558.0
2016-02-16,32250,33850,32250,32850,98262,970506.0,29543558.0
2016-02-17,32900,33200,30500,31100,89507,918805.0,29543558.0
2016-02-18,31200,32000,31000,31800,66655,939485.0,29543558.0
2016-02-19,31500,31750,31000,31200,43794,921759.0,29543558.0
2016-02-22,31700,31700,31200,31400,41082,927668.0,29543558.0
2016-02-23,31850,32100,30900,30950,41913,914373.0,29543558.0
2016-02-24,30800,31900,30250,31200,33812,921759.0,29543558.0
2016-02-25,31200,32250,31000,32000,39406,945394.0,29543558.0
2016-02-26,32550,35350,32200,33500,139334,989709.0,29543558.0
2016-02-29,34000,34600,33200,33950,79385,1003004.0,29543558.0
2016-03-02,34150,34350,33300,34000,64170,1004481.0,29543558.0
2016-03-03,33900,34400,33600,33900,44028,1001527.0,29543558.0
2016-03-04,34600,35000,33400,33500,105599,989709.0,29543558.0
2016-03-07,33900,35700,33650,35350,121379,1044365.0,29543558.0
2016-03-08,35350,35500,34400,35300,72045,1042888.0,29543558.0
2016-03-09,35000,35350,34750,35300,48178,1042888.0,29543558.0
2016-03-10,35300,38350,34700,38350,193976,1132995.0,29543558.0
2016-03-11,38350,39400,37600,39000,190542,1152199.0,29543558.0
2016-03-14,39100,40000,38350,39600,186756,1169925.0,29543558.0
2016-03-15,39550,39550,37500,37700,102623,1113792.0,29543558.0
2016-03-16,37800,38450,37000,37150,127379,1097543.0,29543558.0
2016-03-17,37450,37800,36900,36900,74254,1090157.0,29543558.0
2016-03-18,36950,38100,36500,37600,68299,1110838.0,29543558.0
2016-03-21,37350,37650,36850,37550,33905,1109361.0,29543558.0
2016-03-22,37550,37650,36150,36500,66431,1078340.0,29543558.0
2016-03-23,36900,36950,36150,36150,54133,1068000.0,29543558.0
2016-03-24,36050,36750,36050,36050,49609,1065045.0,29543558.0
2016-03-25,36100,36900,36000,36050,44928,1065045.0,29543558.0
2016-03-28,35900,36450,34650,34700,58277,1025161.0,29543558.0
2016-03-29,34700,35600,34700,34700,42602,1025161.0,29543558.0
2016-03-30,34900,35450,34850,35150,30117,1038456.0,29543558.0
2016-03-31,35200,35200,33350,34300,106439,1013344.0,29543558.0
2016-04-01,34300,34400,33600,33800,56485,998572.0,29543558.0
2016-04-04,33350,34450,33350,34050,27420,1005958.0,29543558.0
2016-04-05,33700,34450,33350,33550,45767,991186.0,29543558.0
2016-04-06,33450,33600,32950,33000,32663,974937.0,29543558.0
2016-04-07,32800,33250,32550,32800,41991,969029.0,29543558.0
2016-04-08,32800,32850,31500,31850,92141,940962.0,29543558.0
2016-04-11,31800,32000,31200,31400,57154,927668.0,29543558.0
2016-04-12,31100,32800,31100,32550,67833,961643.0,29543558.0
2016-04-14,32550,32850,31450,31950,85495,943917.0,29543558.0
2016-04-15,32450,32450,31600,31850,27715,940962.0,29543558.0
2016-04-18,32250,33000,31900,32650,53519,964597.0,29543558.0
2016-04-19,32550,32800,32200,32550,49254,961643.0,29543558.0
2016-04-20,32750,32750,32250,32350,30843,955734.0,29543558.0
2016-04-21,32350,32550,32100,32400,47749,957211.0,29543558.0
2016-04-22,32050,32950,32050,32800,60023,969029.0,29543558.0
2016-04-25,32950,34600,32950,33750,81306,997095.0,29543558.0
2016-04-26,33900,34450,33750,33850,68543,1000049.0,29543558.0
