지와이커머스(111820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-08,3734,3734,3626,3647,14033,29768.0,3150000.0
2010-10-11,4186,4186,4186,4187,126934,34178.0,3150000.0
2010-10-12,4553,4803,4514,4746,1127152,38745.0,3150000.0
2010-10-13,4610,4803,4514,4669,493155,38115.0,3150000.0
2010-10-14,4706,4706,4417,4631,382887,37800.0,3150000.0
2010-10-15,4629,4765,4553,4611,229190,37642.0,3150000.0
2010-10-18,4629,4726,4455,4476,161320,36540.0,3150000.0
2010-10-19,4475,4591,4436,4457,110323,36382.0,3150000.0
2010-10-20,4494,4533,4379,4476,112065,36540.0,3150000.0
2010-10-21,4494,5131,4475,4862,553120,39690.0,3150000.0
2010-10-22,4976,4976,4687,4766,175010,38902.0,3150000.0
2010-10-25,4783,5054,4706,4978,192838,40635.0,3150000.0
2010-10-26,4938,5015,4803,4804,117805,39218.0,3150000.0
2010-10-27,4841,4900,4745,4823,82791,39375.0,3150000.0
2010-10-28,4803,4841,4475,4649,161607,37958.0,3150000.0
2010-10-29,4706,4706,4494,4611,51414,37642.0,3150000.0
2010-11-01,4591,4726,4533,4611,41559,37642.0,3150000.0
2010-11-02,4591,4706,4455,4515,65474,36855.0,3150000.0
2010-11-03,4591,4861,4553,4592,210959,37485.0,3150000.0
2010-11-04,4629,4706,4572,4708,65676,38430.0,3150000.0
2010-11-05,4783,5092,4649,5017,242765,40950.0,3150000.0
2010-11-08,5092,5151,4822,4843,231863,39532.0,3150000.0
2010-11-09,4861,5054,4301,4727,155231,38588.0,3150000.0
2010-11-10,4668,4783,4455,4495,282562,36698.0,3150000.0
2010-11-11,4553,4900,4533,4573,255849,37328.0,3150000.0
2010-11-12,4610,4649,4455,4495,128900,36698.0,3150000.0
2010-11-15,4514,4668,4494,4631,60298,37800.0,3150000.0
2010-11-16,4610,4745,4572,4688,40523,38272.0,3150000.0
2010-11-17,4668,4822,4610,4611,85881,37642.0,3150000.0
2010-11-18,4649,4726,4591,4727,41327,38588.0,3150000.0
2010-11-19,4745,4919,4745,4881,139639,39848.0,3150000.0
2010-11-22,4900,4900,4668,4688,60923,38272.0,3150000.0
2010-11-23,4745,4783,4591,4631,55633,37800.0,3150000.0
2010-11-24,4359,4591,4359,4534,69804,37012.0,3150000.0
2010-11-25,4591,5208,4475,5209,548752,42525.0,3150000.0
2010-11-26,5208,5286,4455,4611,715552,37642.0,3150000.0
2010-11-29,4629,4649,4436,4495,140053,36698.0,3150000.0
2010-11-30,4475,4610,4475,4515,108312,36855.0,3150000.0
2010-12-01,4417,4572,4398,4573,91603,37328.0,3150000.0
2010-12-02,4591,4687,4553,4669,70212,38115.0,3150000.0
2010-12-03,4706,4706,4591,4649,50288,37958.0,3150000.0
2010-12-06,4706,4745,4629,4631,70025,37800.0,3150000.0
2010-12-07,4668,4706,4533,4553,94235,37170.0,3150000.0
2010-12-08,4475,4668,4475,4553,132126,37170.0,3150000.0
2010-12-09,4563,4676,4355,4356,106349,24350.0,3150000.0
2010-12-10,4361,4513,4130,4294,127244,24003.0,3150000.0
2010-12-13,4310,4310,4198,4198,47880,23468.0,3150000.0
2010-12-14,4181,4265,4169,4170,45752,23310.0,3150000.0
2010-12-15,4181,4192,4062,4159,70316,23247.0,3150000.0
2010-12-16,4158,4158,4090,4097,33924,22900.0,3150000.0
2010-12-17,4073,4101,3944,3973,68627,22208.0,3150000.0
2010-12-20,3944,3972,3707,3741,77176,20916.0,3150000.0
2010-12-21,3859,3859,3730,3731,54613,20853.0,3150000.0
2010-12-22,3701,4079,3701,3793,66749,21200.0,3150000.0
2010-12-23,3865,3865,3707,3770,66527,21074.0,3150000.0
2010-12-24,3831,3831,3611,3691,70825,20632.0,3150000.0
2010-12-27,3814,3859,3724,3759,51197,21010.0,3150000.0
2010-12-28,3764,3854,3707,3804,47009,21262.0,3150000.0
2010-12-29,3634,3679,3578,3595,116739,29348.0,4600000.0
2010-12-30,3606,3634,3538,3556,97994,29026.0,4600000.0
2011-01-03,3741,3741,3606,3612,67023,29486.0,4600000.0
2011-01-04,3611,3651,3583,3635,82579,29670.0,4600000.0
2011-01-05,3679,3690,3617,3641,66331,29716.0,4600000.0
2011-01-06,3656,3803,3656,3686,83101,30084.0,4600000.0
2011-01-07,3701,3752,3634,3719,56154,30360.0,4600000.0
2011-01-10,3746,3803,3651,3651,71891,29808.0,4600000.0
2011-01-11,3662,3662,3589,3618,52112,29532.0,4600000.0
2011-01-12,3611,3736,3589,3618,80314,29532.0,4600000.0
2011-01-13,3623,3662,3611,3624,53108,29578.0,4600000.0
2011-01-14,3634,3791,3634,3714,94467,30314.0,4600000.0
2011-01-17,3724,3769,3645,3651,66555,29808.0,4600000.0
2011-01-18,3662,3769,3639,3680,119529,30038.0,4600000.0
2011-01-19,3730,3730,3617,3618,58287,29532.0,4600000.0
2011-01-20,3617,3651,3521,3522,86844,28750.0,4600000.0
2011-01-21,3521,3538,3419,3437,87678,28060.0,4600000.0
2011-01-24,3465,3465,3352,3376,68348,27554.0,4600000.0
2011-01-25,3369,3414,3267,3274,86222,26726.0,4600000.0
2011-01-26,3274,3301,3217,3240,95791,26450.0,4600000.0
2011-01-27,3262,3437,3262,3353,45116,27370.0,4600000.0
2011-01-28,3346,3414,3307,3342,57360,27278.0,4600000.0
2011-01-31,3296,3380,3211,3269,36914,26680.0,4600000.0
2011-02-01,3290,3352,3217,3319,27455,27094.0,4600000.0
2011-02-07,3324,3431,3319,3347,26304,27324.0,4600000.0
2011-02-08,3403,3403,3341,3359,22857,27416.0,4600000.0
2011-02-09,3352,3374,3267,3297,31234,26910.0,4600000.0
2011-02-10,3319,3319,3222,3224,18299,26312.0,4600000.0
2011-02-11,3183,3262,3138,3144,35516,25668.0,4600000.0
2011-02-14,3144,3206,3144,3161,21577,25806.0,4600000.0
2011-02-15,3211,3211,3155,3156,20831,25760.0,4600000.0
2011-02-16,3127,3189,3104,3144,38568,25668.0,4600000.0
2011-02-17,3155,3155,2890,3020,59900,24656.0,4600000.0
2011-02-18,3025,3037,2935,2998,48131,24472.0,4600000.0
2011-02-21,2992,3070,2952,2981,39588,24334.0,4600000.0
2011-02-22,2986,3031,2902,2987,57914,24380.0,4600000.0
2011-02-23,3009,3115,2969,2970,35511,24242.0,4600000.0
2011-02-24,2947,2997,2902,2914,34659,23782.0,4600000.0
2011-02-25,2912,2997,2907,2947,20801,24058.0,4600000.0
2011-02-28,2974,3002,2879,2891,26630,23598.0,4600000.0
2011-03-02,2845,2912,2797,2846,34353,23230.0,4600000.0
2011-03-03,2850,2924,2828,2885,23868,23552.0,4600000.0
2011-03-04,2890,2957,2890,2936,19873,23966.0,4600000.0
2011-03-07,2912,3031,2912,2947,20229,24058.0,4600000.0
2011-03-08,2941,3127,2941,3122,49371,25484.0,4600000.0
2011-03-09,3121,3172,3104,3161,27079,25806.0,4600000.0
2011-03-10,3166,3189,3042,3099,20509,25300.0,4600000.0
2011-03-11,3037,3099,3002,3066,16372,25024.0,4600000.0
2011-03-14,3059,3059,2817,2874,42081,23460.0,4600000.0
2011-03-15,2839,2952,2704,2750,72778,22448.0,4600000.0
2011-03-16,2749,2879,2749,2840,31078,23184.0,4600000.0
2011-03-17,2839,2867,2783,2812,19059,22954.0,4600000.0
2011-03-18,2817,2935,2814,2930,20490,23920.0,4600000.0
2011-03-21,2986,2992,2890,2930,21379,23920.0,4600000.0
2011-03-22,2935,2952,2867,2874,20347,23460.0,4600000.0
2011-03-23,2907,2907,2811,2862,39710,23368.0,4600000.0
2011-03-24,2828,2907,2828,2857,18573,23322.0,4600000.0
2011-03-25,2884,2929,2867,2897,20642,23644.0,4600000.0
2011-03-28,2907,2918,2867,2902,13424,23690.0,4600000.0
2011-03-29,2902,2918,2862,2897,14241,23644.0,4600000.0
2011-03-30,2873,2912,2867,2868,16127,23414.0,4600000.0
2011-03-31,2862,2896,2845,2874,25230,23460.0,4600000.0
2011-04-01,2896,3082,2839,3082,100841,25162.0,4600000.0
2011-04-04,3104,3104,2997,3071,30098,25070.0,4600000.0
2011-04-05,3042,3087,3042,3060,17422,24978.0,4600000.0
2011-04-06,3059,3364,3042,3252,152047,26542.0,4600000.0
2011-04-07,3256,3374,3222,3291,82412,26864.0,4600000.0
2011-04-08,3352,3364,3267,3269,50282,26680.0,4600000.0
2011-04-11,3172,3267,2986,3156,136637,25760.0,4600000.0
2011-04-12,3155,3183,3104,3105,29161,25346.0,4600000.0
2011-04-13,3065,3155,3042,3116,25166,25438.0,4600000.0
2011-04-14,3138,3138,3025,3066,39047,25024.0,4600000.0
2011-04-15,3127,3369,3054,3179,156030,25944.0,4600000.0
2011-04-18,3183,3267,3070,3099,61580,25300.0,4600000.0
2011-04-19,3087,3099,3014,3054,64472,24932.0,4600000.0
2011-04-20,3054,3115,3037,3071,42403,25070.0,4600000.0
2011-04-21,3065,3087,2941,2942,70532,24012.0,4600000.0
2011-04-22,2947,2963,2850,2880,48260,23506.0,4600000.0
2011-04-25,2879,3014,2879,2959,26692,24150.0,4600000.0
2011-04-26,3002,3002,2873,2930,44960,23920.0,4600000.0
2011-04-27,2896,2974,2896,2902,30028,23690.0,4600000.0
2011-04-28,2902,2929,2879,2880,14002,23506.0,4600000.0
2011-04-29,2873,2918,2789,2885,53763,23552.0,4600000.0
2011-05-02,2850,2929,2817,2885,34097,23552.0,4600000.0
2011-05-03,2902,2902,2811,2823,19286,23046.0,4600000.0
2011-05-04,2811,2857,2794,2817,10812,23000.0,4600000.0
2011-05-06,2817,2828,2780,2789,16404,22770.0,4600000.0
2011-05-09,2735,2789,2715,2741,12600,22379.0,4600000.0
2011-05-11,2811,2811,2732,2750,14218,22448.0,4600000.0
2011-05-12,2729,2797,2713,2722,11026,22218.0,4600000.0
2011-05-13,2718,2758,2676,2677,28464,21850.0,4600000.0
2011-05-16,2693,2696,2600,2601,25866,21229.0,4600000.0
2011-05-17,2614,2614,2436,2485,85305,20286.0,4600000.0
2011-05-18,2450,2526,2442,2468,37461,20148.0,4600000.0
2011-05-19,2470,2524,2422,2423,23687,19780.0,4600000.0
2011-05-20,2338,2464,2338,2355,31489,19228.0,4600000.0
2011-05-23,2360,2422,2338,2372,19000,19366.0,4600000.0
2011-05-24,2293,2394,2293,2395,19339,19550.0,4600000.0
2011-05-25,2394,2419,2321,2359,8849,19251.0,4600000.0
2011-05-26,2281,2372,2281,2333,7648,19044.0,4600000.0
2011-05-27,2332,2366,2310,2333,4321,19044.0,4600000.0
2011-05-30,2332,2422,2332,2341,5363,19113.0,4600000.0
2011-05-31,2343,2456,2343,2437,5938,19895.0,4600000.0
2011-06-01,2473,2473,2318,2355,10268,19228.0,4600000.0
2011-06-02,2310,2394,2310,2319,5454,18929.0,4600000.0
2011-06-03,2329,2386,2267,2367,20055,19320.0,4600000.0
2011-06-07,2366,2369,2298,2327,9561,18998.0,4600000.0
2011-06-08,2327,2329,2211,2234,29339,18239.0,4600000.0
2011-06-09,2208,2248,2191,2192,20216,17894.0,4600000.0
2011-06-10,2191,2248,2185,2186,16167,17848.0,4600000.0
2011-06-13,2152,2251,2121,2136,9112,17434.0,4600000.0
2011-06-14,2135,2169,2104,2113,9482,17250.0,4600000.0
2011-06-15,2203,2203,2113,2184,10758,17825.0,4600000.0
2011-06-16,2253,2253,2138,2167,3931,17687.0,4600000.0
2011-06-17,2169,2208,2129,2167,10134,17687.0,4600000.0
2011-06-20,2169,2169,2084,2085,16220,17020.0,4600000.0
2011-06-21,2109,2109,2062,2082,10695,16997.0,4600000.0
2011-06-22,2078,2140,2056,2141,19732,17480.0,4600000.0
2011-06-23,2140,2329,2135,2308,29316,18837.0,4600000.0
2011-06-24,2324,2355,2270,2333,24029,19044.0,4600000.0
2011-06-27,2332,2394,2284,2384,14720,19458.0,4600000.0
2011-06-28,2372,2417,2343,2372,30438,19366.0,4600000.0
2011-06-29,2428,2428,2287,2361,20744,19274.0,4600000.0
2011-06-30,2276,2349,2265,2333,25765,19044.0,4600000.0
2011-07-01,2332,2386,2332,2333,14582,19044.0,4600000.0
2011-07-04,2422,2422,2332,2375,16419,19389.0,4600000.0
2011-07-05,2405,2405,2341,2345,9681,19136.0,4600000.0
2011-07-06,2310,2360,2310,2330,8560,19021.0,4600000.0
2011-07-07,2318,2391,2318,2392,18657,19527.0,4600000.0
2011-07-08,2428,2428,2321,2390,10181,19504.0,4600000.0
2011-07-11,2403,2403,2338,2367,8955,19320.0,4600000.0
2011-07-12,2388,2388,2256,2338,16936,19090.0,4600000.0
2011-07-13,2304,2338,2281,2282,12631,18630.0,4600000.0
2011-07-14,2310,2310,2239,2243,12314,18308.0,4600000.0
2011-07-15,2279,2304,2230,2305,9974,18814.0,4600000.0
2011-07-18,2422,2422,2262,2285,13588,18653.0,4600000.0
2011-07-19,2284,2310,2251,2308,24303,18837.0,4600000.0
2011-07-20,2310,2388,2284,2338,13051,19090.0,4600000.0
2011-07-21,2338,2436,2338,2429,46131,19826.0,4600000.0
2011-07-22,2428,2428,2338,2378,18741,19412.0,4600000.0
2011-07-25,2408,2485,2372,2466,47887,20125.0,4600000.0
2011-07-26,2464,2834,2448,2762,195720,22540.0,4600000.0
2011-07-27,2794,2794,2648,2762,91500,22540.0,4600000.0
2011-07-28,2687,2817,2687,2778,58467,22678.0,4600000.0
2011-07-29,2805,2845,2727,2778,38039,22678.0,4600000.0
2011-08-01,2811,2814,2704,2784,36591,22724.0,4600000.0
2011-08-02,2777,3200,2777,3201,314583,26128.0,4600000.0
2011-08-03,3679,3679,3200,3201,2431508,26128.0,4600000.0
2011-08-04,3155,3222,2721,2764,666415,22563.0,4600000.0
2011-08-05,2616,2616,2349,2390,291291,19504.0,4600000.0
2011-08-08,2321,2479,2084,2181,167261,17802.0,4600000.0
2011-08-09,2107,2129,1853,2082,158101,16997.0,4600000.0
2011-08-10,2251,2360,2197,2274,131928,18561.0,4600000.0
2011-08-11,2138,2479,2084,2404,144734,19619.0,4600000.0
2011-08-12,2507,2592,2403,2454,127262,20033.0,4600000.0
2011-08-16,2540,2760,2453,2508,416007,20470.0,4600000.0
2011-08-17,2535,2637,2512,2575,248504,21022.0,4600000.0
2011-08-18,2606,2622,2315,2505,157110,20447.0,4600000.0
2011-08-19,2386,2386,2265,2324,73404,18975.0,4600000.0
2011-08-22,2324,2386,2265,2345,47704,19136.0,4600000.0
2011-08-23,2343,2422,2312,2395,72112,19550.0,4600000.0
2011-08-24,2450,2450,2366,2423,53044,19780.0,4600000.0
2011-08-25,2453,2464,2394,2395,49346,19550.0,4600000.0
2011-08-26,2366,2400,2315,2392,26143,19527.0,4600000.0
2011-08-29,2422,2512,2366,2490,43282,20332.0,4600000.0
2011-08-30,2524,2755,2487,2601,192879,21229.0,4600000.0
2011-08-31,2690,2690,2549,2620,41327,21390.0,4600000.0
2011-09-01,2620,2639,2485,2490,143223,20332.0,4600000.0
2011-09-02,2433,2507,2403,2468,66947,20148.0,4600000.0
2011-09-05,2408,2467,2408,2440,45933,19918.0,4600000.0
2011-09-06,2403,2600,2388,2530,83045,20654.0,4600000.0
2011-09-07,2530,2580,2518,2578,39745,21045.0,4600000.0
2011-09-08,2602,2602,2501,2578,46775,21045.0,4600000.0
2011-09-09,2577,2625,2532,2592,45826,21160.0,4600000.0
2011-09-14,2592,2602,2507,2536,48611,20700.0,4600000.0
2011-09-15,2592,2592,2507,2542,30346,20746.0,4600000.0
2011-09-16,2585,2585,2518,2527,27437,20631.0,4600000.0
2011-09-19,2530,2530,2479,2494,38289,20355.0,4600000.0
2011-09-20,2464,2530,2450,2497,28966,20378.0,4600000.0
2011-09-21,2530,2665,2485,2637,81817,21528.0,4600000.0
2011-09-22,2628,2665,2580,2665,40730,21758.0,4600000.0
2011-09-23,2583,2639,2501,2542,46357,20746.0,4600000.0
2011-09-26,2540,2625,2160,2310,91054,18860.0,4600000.0
2011-09-27,2287,2400,2281,2395,37968,19550.0,4600000.0
2011-09-28,2422,2501,2394,2395,28055,19550.0,4600000.0
2011-09-29,2312,2445,2312,2412,10170,19688.0,4600000.0
2011-09-30,2360,2433,2360,2421,9953,19757.0,4600000.0
2011-10-04,2172,2377,2172,2234,26665,18239.0,4600000.0
2011-10-05,2236,2357,1977,2136,88228,17434.0,4600000.0
2011-10-06,2214,2236,2081,2130,81904,17388.0,4600000.0
2011-10-07,2123,2191,2123,2167,29600,17687.0,4600000.0
2011-10-10,2180,2228,2160,2201,16366,17963.0,4600000.0
2011-10-11,2217,2304,2217,2257,19484,18423.0,4600000.0
2011-10-12,2298,2338,2244,2310,11436,18860.0,4600000.0
2011-10-13,2332,2372,2321,2367,6333,19320.0,4600000.0
2011-10-14,2341,2383,2310,2310,11660,18860.0,4600000.0
2011-10-17,2327,2419,2327,2390,34959,19504.0,4600000.0
2011-10-18,2366,2366,2281,2291,24097,18699.0,4600000.0
2011-10-19,2310,2329,2197,2271,30746,18538.0,4600000.0
2011-10-20,2230,2341,2205,2291,16174,18699.0,4600000.0
2011-10-21,2335,2335,2228,2257,8142,18423.0,4600000.0
2011-10-24,2315,2335,2270,2282,21664,18630.0,4600000.0
2011-10-25,2281,2341,2267,2302,6827,18791.0,4600000.0
2011-10-26,2256,2310,2256,2299,6067,18768.0,4600000.0
2011-10-27,2321,2417,2284,2417,42995,19734.0,4600000.0
2011-10-28,2512,2585,2290,2406,84410,19642.0,4600000.0
2011-10-31,2467,2585,2338,2463,38507,20102.0,4600000.0
2011-11-01,2391,2544,2391,2437,21469,19895.0,4600000.0
2011-11-02,2349,2530,2343,2530,22649,20654.0,4600000.0
2011-11-03,2625,2777,2509,2694,197270,21988.0,4600000.0
2011-11-04,2704,2789,2665,2747,80310,22425.0,4600000.0
2011-11-07,2789,2789,2698,2762,39566,22540.0,4600000.0
2011-11-08,2808,2808,2639,2725,31842,22241.0,4600000.0
2011-11-09,2758,2760,2602,2725,19027,22241.0,4600000.0
2011-11-10,2616,2670,2507,2649,60701,21620.0,4600000.0
2011-11-11,2668,2670,2592,2649,17904,21620.0,4600000.0
2011-11-14,2661,2749,2622,2649,34884,21620.0,4600000.0
2011-11-15,2676,2704,2589,2649,31759,21620.0,4600000.0
2011-11-16,2628,2741,2625,2626,76134,21436.0,4600000.0
2011-11-17,2668,2668,2555,2612,28093,21321.0,4600000.0
2011-11-18,2532,2648,2495,2618,27013,21367.0,4600000.0
2011-11-21,2616,2676,2555,2632,32449,21482.0,4600000.0
2011-11-22,2620,2755,2620,2665,65615,21758.0,4600000.0
2011-11-23,2665,2721,2516,2598,31397,21206.0,4600000.0
2011-11-24,2535,2592,2422,2423,57714,19780.0,4600000.0
2011-11-25,2403,2504,2380,2429,25477,19826.0,4600000.0
2011-11-28,2495,2495,2422,2460,3227,20079.0,4600000.0
2011-11-29,2433,2532,2422,2480,16270,20240.0,4600000.0
2011-11-30,2507,2507,2411,2463,7654,20102.0,4600000.0
2011-12-01,2507,2521,2462,2494,44583,20355.0,4600000.0
2011-12-02,2526,2526,2462,2494,10593,20355.0,4600000.0
2011-12-05,2507,2563,2425,2525,28191,20608.0,4600000.0
2011-12-06,2535,2535,2490,2511,19399,20493.0,4600000.0
2011-12-07,2532,2532,2487,2519,11215,20562.0,4600000.0
2011-12-08,2504,2535,2481,2527,10704,20631.0,4600000.0
2011-12-09,2535,2535,2453,2454,13020,20033.0,4600000.0
2011-12-12,2532,2532,2422,2431,18440,19849.0,4600000.0
2011-12-13,2442,2495,2380,2445,13995,19964.0,4600000.0
2011-12-14,2473,2524,2456,2468,5784,20148.0,4600000.0
2011-12-15,2445,2512,2422,2426,16270,19803.0,4600000.0
2011-12-16,2493,2493,2436,2437,7231,19895.0,4600000.0
2011-12-19,2473,2473,2144,2308,22760,18837.0,4600000.0
2011-12-20,2366,2366,2290,2327,11624,18998.0,4600000.0
2011-12-21,2388,2405,2304,2369,12983,19343.0,4600000.0
2011-12-22,2349,2417,2349,2372,12676,19366.0,4600000.0
2011-12-23,2388,2394,2324,2375,29527,19389.0,4600000.0
2011-12-26,2377,2729,2377,2731,559826,22287.0,4600000.0
2011-12-27,2676,2741,2592,2705,227323,22080.0,4600000.0
2011-12-28,2614,2637,2538,2564,88657,20930.0,4600000.0
2011-12-29,2563,2563,2394,2409,155964,19665.0,4600000.0
2012-01-02,2414,2448,2338,2375,61201,19389.0,4600000.0
2012-01-03,2377,2394,2343,2381,45366,19435.0,4600000.0
2012-01-04,2388,2442,2372,2386,36408,19481.0,4600000.0
2012-01-05,2386,2473,2386,2400,56203,19596.0,4600000.0
2012-01-06,2403,2552,2403,2429,122132,19826.0,4600000.0
2012-01-09,2439,2580,2439,2494,113852,20355.0,4600000.0
2012-01-10,2526,2594,2490,2525,86990,20608.0,4600000.0
2012-01-11,2535,2597,2509,2550,88471,20815.0,4600000.0
2012-01-12,2575,2597,2538,2567,56469,20953.0,4600000.0
2012-01-13,2566,2665,2544,2561,78066,20907.0,4600000.0
2012-01-16,2546,2580,2470,2474,78071,20194.0,4600000.0
2012-01-17,2501,2532,2479,2530,29359,20654.0,4600000.0
2012-01-18,2589,2589,2462,2502,45265,20424.0,4600000.0
2012-01-19,2521,2521,2450,2468,43135,20148.0,4600000.0
2012-01-20,2504,2530,2462,2511,31726,20493.0,4600000.0
2012-01-25,2493,2575,2493,2575,63589,21022.0,4600000.0
2012-01-26,2580,2744,2580,2649,209049,21620.0,4600000.0
2012-01-27,2648,2648,2563,2578,75215,21045.0,4600000.0
2012-01-30,2592,2620,2507,2513,52698,20516.0,4600000.0
2012-01-31,2535,2589,2501,2536,41052,20700.0,4600000.0
2012-02-01,2589,2727,2580,2699,174638,22034.0,4600000.0
2012-02-02,2729,2772,2625,2626,86180,21436.0,4600000.0
2012-02-03,2611,2777,2611,2722,115509,22218.0,4600000.0
2012-02-06,2732,2890,2732,2835,136927,23138.0,4600000.0
2012-02-07,2845,2902,2777,2817,87128,23000.0,4600000.0
2012-02-08,2828,2862,2755,2755,45477,22494.0,4600000.0
2012-02-09,2732,2752,2684,2750,52802,22448.0,4600000.0
2012-02-10,2755,2828,2701,2739,43842,22356.0,4600000.0
2012-02-13,2786,2786,2665,2699,17386,22034.0,4600000.0
2012-02-14,2707,2780,2676,2778,51306,22678.0,4600000.0
2012-02-15,2817,2828,2729,2731,35561,22287.0,4600000.0
2012-02-16,2732,2769,2693,2741,18328,22379.0,4600000.0
2012-02-17,2732,2811,2718,2762,43325,22540.0,4600000.0
2012-02-20,2811,2839,2741,2840,47062,23184.0,4600000.0
2012-02-21,2814,2879,2797,2817,38190,23000.0,4600000.0
2012-02-22,2867,2867,2777,2778,33420,22678.0,4600000.0
