원익머트리얼즈(104830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-07-20,19150,19900,19125,19900,4648,235178.0,5909000.0
2012-07-23,19300,19650,19050,19350,11199,228678.0,5909000.0
2012-07-24,19350,19350,18750,19000,6361,224542.0,5909000.0
2012-07-25,18750,18750,17575,18375,28915,217156.0,5909000.0
2012-07-26,18100,18100,17375,17925,30903,211838.0,5909000.0
2012-07-27,18000,19000,17650,18750,20400,221588.0,5909000.0
2012-07-30,18750,18750,18000,18100,16640,213906.0,5909000.0
2012-07-31,17900,18550,17475,18500,27503,218633.0,5909000.0
2012-08-01,18150,19000,17825,18950,23690,223951.0,5909000.0
2012-08-02,18525,18850,18275,18275,4411,215974.0,5909000.0
2012-08-03,17950,17950,17275,17275,43104,204156.0,5909000.0
2012-08-06,17725,17725,17225,17225,9824,203565.0,5909000.0
2012-08-07,17375,17650,17000,17200,17216,203270.0,5909000.0
2012-08-08,17175,17425,17100,17200,20204,203270.0,5909000.0
2012-08-09,17350,17350,17050,17300,11882,204451.0,5909000.0
2012-08-10,17425,17675,17050,17150,28598,202679.0,5909000.0
2012-08-13,17350,17825,17050,17700,25888,209179.0,5909000.0
2012-08-14,17800,17800,17400,17600,9195,207997.0,5909000.0
2012-08-16,17600,17600,17175,17300,17484,204451.0,5909000.0
2012-08-17,17200,17400,17000,17075,24793,201792.0,5909000.0
2012-08-20,17450,18100,17375,18100,37658,213906.0,5909000.0
2012-08-21,18200,18325,17800,18025,16903,213019.0,5909000.0
2012-08-22,17950,18050,17550,17700,12178,209179.0,5909000.0
2012-08-23,17475,18225,17450,18225,17013,215383.0,5909000.0
2012-08-24,18175,18200,17650,17750,11372,209770.0,5909000.0
2012-08-27,17850,17975,17275,17950,19326,212133.0,5909000.0
2012-08-28,17975,18650,17800,18550,15881,219224.0,5909000.0
2012-08-29,18550,18550,18100,18425,4834,217747.0,5909000.0
2012-08-30,18550,18550,17950,18150,5021,214497.0,5909000.0
2012-08-31,18025,18275,17725,18150,15304,214497.0,5909000.0
2012-09-03,18175,18300,18025,18250,15968,215678.0,5909000.0
2012-09-04,18250,18750,17800,18375,32168,217156.0,5909000.0
2012-09-05,18375,18375,17350,17825,45992,210656.0,5909000.0
2012-09-06,17750,17825,17450,17450,10402,206224.0,5909000.0
2012-09-07,17675,17750,17525,17600,19486,207997.0,5909000.0
2012-09-10,17650,17650,17350,17450,19016,206224.0,5909000.0
2012-09-11,17350,17500,16950,16950,42147,200315.0,5909000.0
2012-09-12,17000,17350,17000,17175,9262,202974.0,5909000.0
2012-09-13,17375,17400,17025,17025,9084,201201.0,5909000.0
2012-09-14,17300,17500,16775,17100,25177,202088.0,5909000.0
2012-09-17,17100,17225,16675,16750,28462,197952.0,5909000.0
2012-09-18,16750,16750,16300,16525,27979,195292.0,5909000.0
2012-09-19,16525,16825,16300,16525,34466,195292.0,5909000.0
2012-09-20,16650,16650,16300,16375,25517,193520.0,5909000.0
2012-09-21,16550,16550,16200,16400,23984,193815.0,5909000.0
2012-09-24,16550,16550,15875,16525,41418,195292.0,5909000.0
2012-09-25,16575,16675,16300,16425,23057,194111.0,5909000.0
2012-09-26,16550,16550,16125,16125,24106,190565.0,5909000.0
2012-09-27,16125,16450,15500,15675,17216,185247.0,5909000.0
2012-09-28,15800,15800,15200,15400,22368,181997.0,5909000.0
2012-10-02,15225,15350,14975,15175,34795,179338.0,5909000.0
2012-10-04,15225,15549,15100,15500,44447,183179.0,5909000.0
2012-10-05,15675,16150,15650,15750,40350,186134.0,5909000.0
2012-10-08,15750,15899,15725,15750,29710,186134.0,5909000.0
2012-10-09,15799,16100,15500,16075,29221,189974.0,5909000.0
2012-10-10,16025,16250,15775,16075,38206,189974.0,5909000.0
2012-10-11,15975,16500,15875,16225,15031,191747.0,5909000.0
2012-10-12,16250,16400,16100,16325,6833,192929.0,5909000.0
2012-10-15,16325,16425,15950,16000,17639,189088.0,5909000.0
2012-10-16,16000,16225,15900,16025,17615,189383.0,5909000.0
2012-10-17,16025,16125,16000,16025,11008,189383.0,5909000.0
2012-10-18,16175,16175,15150,15150,23893,179043.0,5909000.0
2012-10-19,15375,15375,15100,15250,8673,180224.0,5909000.0
2012-10-22,14975,15400,14975,15275,11613,180520.0,5909000.0
2012-10-23,14999,15275,14999,15275,13288,180520.0,5909000.0
2012-10-24,15025,15175,14950,15175,12377,179338.0,5909000.0
2012-10-25,15175,15325,14775,14850,13994,175497.0,5909000.0
2012-10-26,14800,15125,14050,15125,22581,178747.0,5909000.0
2012-10-29,15150,15600,14500,14500,16358,171361.0,5909000.0
2012-10-30,14525,15050,14050,15000,31054,177270.0,5909000.0
2012-10-31,15100,15725,14700,15525,17295,183474.0,5909000.0
2012-11-01,15300,15775,14675,14800,30312,174906.0,5909000.0
2012-11-02,14825,16725,14825,16250,280165,192042.0,5909000.0
2012-11-05,16475,17150,16000,17050,53953,201497.0,5909000.0
2012-11-06,16925,17400,16725,17000,11352,200906.0,5909000.0
2012-11-07,17000,17225,16800,17075,14570,201792.0,5909000.0
2012-11-08,16750,17250,16725,17225,17351,203565.0,5909000.0
2012-11-09,17225,17250,16775,17125,11110,202383.0,5909000.0
2012-11-12,17100,18075,16850,17450,24786,206224.0,5909000.0
2012-11-13,17450,17775,16750,17250,19944,203860.0,5909000.0
2012-11-14,17400,17400,16800,17225,7795,203565.0,5909000.0
2012-11-15,16825,17225,16825,16900,3712,199724.0,5909000.0
2012-11-16,16675,16875,16100,16325,20308,192929.0,5909000.0
2012-11-19,16400,16675,16025,16025,6926,189383.0,5909000.0
2012-11-20,16050,16450,15550,15550,26505,183770.0,5909000.0
2012-11-21,15775,16200,15300,16200,21449,191452.0,5909000.0
2012-11-22,16425,17000,16100,16200,31862,191452.0,5909000.0
2012-11-23,16300,16875,15775,16450,25795,194406.0,5909000.0
2012-11-26,16750,16750,16200,16425,10307,194111.0,5909000.0
2012-11-27,16425,16925,16175,16350,29793,193224.0,5909000.0
2012-11-28,16600,16700,16175,16575,3212,195883.0,5909000.0
2012-11-29,16575,16950,16324,16950,6052,200315.0,5909000.0
2012-11-30,17025,17050,16800,16950,5824,200315.0,5909000.0
2012-12-03,17150,17600,17100,17250,12677,203860.0,5909000.0
2012-12-04,17250,17950,17250,17775,11810,210065.0,5909000.0
2012-12-05,18075,18275,17650,18125,12575,214201.0,5909000.0
2012-12-06,18150,18275,18000,18000,19336,212724.0,5909000.0
2012-12-07,18000,18125,17675,18100,23446,213906.0,5909000.0
2012-12-10,18275,18450,17750,18050,12224,213315.0,5909000.0
2012-12-11,17800,18050,17525,17850,13592,210951.0,5909000.0
2012-12-12,17750,18175,17500,18150,27368,214497.0,5909000.0
2012-12-13,18100,18575,18025,18500,6289,218633.0,5909000.0
2012-12-14,18450,18700,17875,18375,15515,217156.0,5909000.0
2012-12-17,18150,18600,18100,18325,8950,216565.0,5909000.0
2012-12-18,18250,18575,17850,18400,10350,217451.0,5909000.0
2012-12-20,18050,18550,17850,18200,16823,215088.0,5909000.0
2012-12-21,18000,18500,17625,18325,14041,216565.0,5909000.0
2012-12-24,18050,18300,17600,17600,9583,207997.0,5909000.0
2012-12-26,17575,17925,17300,17600,5331,207997.0,5909000.0
2012-12-27,17575,17850,17550,17825,4211,210656.0,5909000.0
2012-12-28,18700,18700,17800,18025,15487,213019.0,5909000.0
2013-01-02,18025,18600,18000,18075,11749,213610.0,5909000.0
2013-01-03,18075,18250,17825,17825,14537,210656.0,5909000.0
2013-01-04,17600,17975,17325,17600,15999,207997.0,5909000.0
2013-01-07,17375,17975,17375,17375,9718,205338.0,5909000.0
2013-01-08,17375,17850,17375,17675,12613,208883.0,5909000.0
2013-01-09,17500,18400,17425,18275,24844,215974.0,5909000.0
2013-01-10,18450,18450,17525,18400,23971,217451.0,5909000.0
2013-01-11,18275,18575,18125,18425,13698,217747.0,5909000.0
2013-01-14,18125,18325,18025,18325,14359,216565.0,5909000.0
2013-01-15,18325,18350,17650,17875,12690,211247.0,5909000.0
2013-01-16,18200,18200,17900,17925,8676,211838.0,5909000.0
2013-01-17,18000,18025,17825,17975,2454,212429.0,5909000.0
2013-01-18,18000,18100,17600,18100,9260,213906.0,5909000.0
2013-01-21,18050,18175,17750,18050,4898,213315.0,5909000.0
2013-01-22,18000,18150,17625,17875,8178,211247.0,5909000.0
2013-01-23,18350,18350,17900,17900,7017,211542.0,5909000.0
2013-01-24,18025,18175,17500,17500,3970,206815.0,5909000.0
2013-01-25,17900,17900,17500,17850,6279,210951.0,5909000.0
2013-01-28,17925,17925,17475,17475,4981,206520.0,5909000.0
2013-01-29,17625,17625,17325,17550,6266,207406.0,5909000.0
2013-01-30,17550,17675,17325,17550,1944,207406.0,5909000.0
2013-01-31,17600,17600,17000,17275,8904,204156.0,5909000.0
2013-02-01,17300,17350,17000,17200,7419,203270.0,5909000.0
2013-02-04,17075,17750,17075,17650,7125,208588.0,5909000.0
2013-02-05,17650,17650,17150,17150,3498,202679.0,5909000.0
2013-02-06,17100,17525,16675,17000,21943,200906.0,5909000.0
2013-02-07,17150,17150,16625,17000,16149,200906.0,5909000.0
2013-02-08,16850,17025,16725,16725,9419,197656.0,5909000.0
2013-02-12,16525,16825,16350,16500,6758,194997.0,5909000.0
2013-02-13,16575,16925,16475,16850,4793,199133.0,5909000.0
2013-02-14,16850,17500,16850,17400,11299,205633.0,5909000.0
2013-02-15,17400,17700,17400,17675,7515,208883.0,5909000.0
2013-02-18,17675,17675,17175,17175,10403,202974.0,5909000.0
2013-02-19,17500,18325,17450,17900,26124,211542.0,5909000.0
2013-02-20,17975,18625,17700,18200,30002,215088.0,5909000.0
2013-02-21,18250,18250,17725,17875,14869,211247.0,5909000.0
2013-02-22,17825,17825,17325,17500,17070,214935.0,6141000.0
2013-02-25,17600,17600,17350,17425,16421,214014.0,6141000.0
2013-02-26,17450,17625,17425,17450,10365,214321.0,6141000.0
2013-02-27,17450,17500,17050,17050,22924,209408.0,6141000.0
2013-02-28,17225,17950,17175,17925,38922,220155.0,6141000.0
2013-03-04,17925,17925,17700,17725,8225,217698.0,6141000.0
2013-03-05,17775,18200,17775,18200,16252,223532.0,6141000.0
2013-03-06,18425,18475,18200,18450,14070,226603.0,6141000.0
2013-03-07,18450,18575,18250,18500,15438,227217.0,6141000.0
2013-03-08,18725,18850,17975,18800,25625,230902.0,6141000.0
2013-03-11,18800,19200,18375,19150,15315,235200.0,6141000.0
2013-03-12,19025,19200,18825,19000,27340,233358.0,6141000.0
2013-03-13,19000,19075,18875,19050,22681,233972.0,6141000.0
2013-03-14,19000,19800,18900,19700,48583,241955.0,6141000.0
2013-03-15,19700,20100,19125,19750,16525,242570.0,6141000.0
2013-03-18,20000,20000,19075,19075,20868,234279.0,6141000.0
2013-03-19,19075,19350,18800,19250,12596,236428.0,6141000.0
2013-03-20,19200,19675,19075,19250,10401,236428.0,6141000.0
2013-03-21,19475,19475,18675,18775,8199,230595.0,6141000.0
2013-03-22,18625,19475,18625,19450,14283,238885.0,6141000.0
2013-03-25,19450,19900,19250,19825,11758,243491.0,6141000.0
2013-03-26,19925,19925,19350,19700,15728,241955.0,6141000.0
2013-03-27,19500,19775,19450,19550,17687,240113.0,6141000.0
2013-03-28,19400,19750,19375,19500,9531,239499.0,6141000.0
2013-03-29,19425,19700,19350,19550,8798,240113.0,6141000.0
2013-04-01,19550,19700,18800,19225,14899,236121.0,6141000.0
2013-04-02,19025,19100,18750,18850,16921,231516.0,6141000.0
2013-04-03,19000,19800,18900,19700,22825,241955.0,6141000.0
2013-04-04,19700,19875,19100,19875,14808,244105.0,6141000.0
2013-04-05,19900,19900,19475,19700,10685,241955.0,6141000.0
2013-04-08,19150,19650,19050,19050,13800,233972.0,6141000.0
2013-04-09,18325,19625,18325,19525,9692,239806.0,6141000.0
2013-04-10,19175,19700,19175,19225,7316,236121.0,6141000.0
2013-04-11,19000,19700,19000,19400,19610,238271.0,6141000.0
2013-04-12,19650,19650,19025,19350,16857,237657.0,6141000.0
2013-04-15,19475,19475,18600,18825,16084,231209.0,6141000.0
2013-04-16,19250,19350,18575,19350,12394,237657.0,6141000.0
2013-04-17,19350,19650,19225,19550,22358,240113.0,6141000.0
2013-04-18,19625,19625,19325,19400,7112,238271.0,6141000.0
2013-04-19,19250,19375,18800,19375,17239,237964.0,6141000.0
2013-04-22,19450,19475,19175,19375,13240,237964.0,6141000.0
2013-04-23,19175,20950,19175,20225,17822,248403.0,6141000.0
2013-04-24,20225,20700,20225,20575,20859,252702.0,6141000.0
2013-04-25,20575,20650,20050,20200,10177,248096.0,6141000.0
2013-04-26,20600,20900,20525,20700,19560,254237.0,6141000.0
2013-04-29,21200,21200,20650,20825,14747,255773.0,6141000.0
2013-04-30,20975,21125,20500,20900,12173,256694.0,6141000.0
2013-05-02,21850,21850,20150,20150,17094,247482.0,6141000.0
2013-05-03,20200,20375,19750,19900,18192,244412.0,6141000.0
2013-05-06,19900,20475,19900,20375,6070,250246.0,6141000.0
2013-05-07,20400,20675,19975,19975,11084,245333.0,6141000.0
2013-05-08,19975,20650,19775,20500,28805,251781.0,6141000.0
2013-05-09,20500,20525,19925,19975,13567,245333.0,6141000.0
2013-05-10,20000,20225,19250,19250,16264,236428.0,6141000.0
2013-05-13,19250,19800,19250,19600,18456,240727.0,6141000.0
2013-05-14,19900,19900,18950,19450,11729,238885.0,6141000.0
2013-05-15,19950,19950,19450,19600,9218,240727.0,6141000.0
2013-05-16,19950,19950,19075,19600,15031,240727.0,6141000.0
2013-05-20,19375,19725,19350,19600,4598,240727.0,6141000.0
2013-05-21,19700,19975,19200,19925,5554,244719.0,6141000.0
2013-05-22,19525,20175,19525,20100,5153,246868.0,6141000.0
2013-05-23,19700,20050,19525,20050,162015,246254.0,6141000.0
2013-05-24,20000,20550,19750,20350,22818,249939.0,6141000.0
2013-05-27,20875,20875,20200,20350,10862,249939.0,6141000.0
2013-05-28,20800,20800,20050,20050,8934,246254.0,6141000.0
2013-05-29,20050,20500,20050,20300,6985,249325.0,6141000.0
2013-05-30,20275,20275,19475,19675,11976,241648.0,6141000.0
2013-05-31,19675,19725,19125,19500,5962,239499.0,6141000.0
2013-06-03,19025,19500,19025,19175,13796,235507.0,6141000.0
2013-06-04,19175,19425,17300,18250,18847,224146.0,6141000.0
2013-06-05,18375,18675,17900,17950,3388,220462.0,6141000.0
2013-06-07,17950,18850,16750,17250,10471,211864.0,6141000.0
2013-06-10,17850,18150,17050,17350,11056,213093.0,6141000.0
2013-06-11,17375,17850,17075,17350,3904,213093.0,6141000.0
2013-06-12,17250,17700,16975,17425,4416,214014.0,6141000.0
2013-06-13,17350,17675,17050,17400,7280,213707.0,6141000.0
2013-06-14,17300,17750,16850,16875,7464,207259.0,6141000.0
2013-06-17,16875,17450,15600,16025,13885,196819.0,6141000.0
2013-06-18,16450,16575,15825,16050,10209,197126.0,6141000.0
2013-06-19,16325,16325,15625,15950,12158,195898.0,6141000.0
2013-06-20,16075,17400,15974,16925,19192,207873.0,6141000.0
2013-06-21,16500,18000,16000,18000,13129,221076.0,6141000.0
2013-06-24,17425,17800,16950,17650,5438,216777.0,6141000.0
2013-06-25,17400,17500,16200,16525,10581,202960.0,6141000.0
2013-06-26,16575,17450,16575,16925,9262,207873.0,6141000.0
2013-06-27,16925,17425,16925,17200,4415,211250.0,6141000.0
2013-06-28,17275,17750,16900,17175,7021,210943.0,6141000.0
2013-07-01,17150,17175,16875,17025,4660,209101.0,6141000.0
2013-07-02,16800,17175,16500,17000,9838,208794.0,6141000.0
2013-07-03,17025,18875,16775,18075,43385,221997.0,6141000.0
2013-07-04,18075,18075,17525,17925,4730,220155.0,6141000.0
2013-07-05,17950,18600,16950,17375,12436,213400.0,6141000.0
2013-07-08,17375,17400,16575,16675,8481,204802.0,6141000.0
2013-07-09,16675,17500,16450,17075,8258,209715.0,6141000.0
2013-07-10,17175,17175,16550,16700,3565,205109.0,6141000.0
2013-07-11,16500,17425,16500,17425,4995,214014.0,6141000.0
2013-07-12,17625,17900,17125,17450,12560,214321.0,6141000.0
2013-07-15,17450,17450,17000,17200,8650,211250.0,6141000.0
2013-07-16,17350,18100,17225,18050,14989,221690.0,6141000.0
2013-07-17,18725,18725,17750,18150,14104,222918.0,6141000.0
2013-07-18,18100,19050,18100,18850,18370,231516.0,6141000.0
2013-07-19,18425,19250,18425,19250,21400,236428.0,6141000.0
2013-07-22,19275,19300,18775,18775,12439,230595.0,6141000.0
2013-07-23,18500,18875,18500,18525,6245,227524.0,6141000.0
2013-07-24,18300,18850,18300,18800,4366,230902.0,6141000.0
2013-07-25,18550,19150,18300,18800,8781,230902.0,6141000.0
2013-07-26,18825,19050,18725,18925,2469,232437.0,6141000.0
2013-07-29,18050,19100,18050,18925,5110,232437.0,6141000.0
2013-07-30,18950,19100,18575,18725,8041,229980.0,6141000.0
2013-07-31,19125,19125,18700,18900,4968,232130.0,6141000.0
2013-08-01,19050,19150,18700,19050,4634,233972.0,6141000.0
2013-08-02,18950,19100,18575,18975,6855,233051.0,6141000.0
2013-08-05,18625,18750,18450,18475,5275,226910.0,6141000.0
2013-08-06,18950,18950,18200,18475,6711,226910.0,6141000.0
2013-08-07,18500,19000,18050,18050,10458,221690.0,6141000.0
2013-08-08,18700,18775,18050,18275,10373,224454.0,6141000.0
2013-08-09,18700,18700,18050,18050,6875,221690.0,6141000.0
2013-08-12,18250,18425,18050,18075,7842,221997.0,6141000.0
2013-08-13,18200,18200,17800,18075,5369,221997.0,6141000.0
2013-08-14,17875,18425,17850,18075,1565,221997.0,6141000.0
2013-08-16,18050,18550,18050,18475,3197,226910.0,6141000.0
2013-08-19,18625,18625,18500,18575,951,228138.0,6141000.0
2013-08-20,18700,18700,17950,18475,5162,226910.0,6141000.0
2013-08-21,18375,18450,17300,18100,15501,222304.0,6141000.0
2013-08-22,18000,18300,17350,18050,14160,221690.0,6141000.0
2013-08-23,18050,18300,17525,18000,3716,221076.0,6141000.0
2013-08-26,18000,18350,17525,18000,9892,221076.0,6141000.0
2013-08-27,17950,18100,17800,18100,2195,222304.0,6141000.0
2013-08-28,17850,18300,17475,18100,9682,222304.0,6141000.0
2013-08-29,18400,18400,17800,18375,6487,225682.0,6141000.0
2013-08-30,18225,18750,18225,18500,6918,227217.0,6141000.0
2013-09-02,19450,19450,18325,18650,6198,229059.0,6141000.0
2013-09-03,19150,19150,18000,18250,11109,224146.0,6141000.0
2013-09-04,18400,18400,17950,18075,3334,221997.0,6141000.0
2013-09-05,17800,18200,17675,18000,5191,221076.0,6141000.0
