넵튠(217270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-06-18,10710,10735,10605,10660,1365073,10325.0,5124000.0
2015-06-19,10685,11265,10655,10950,651038,10607.0,5124000.0
2015-06-22,10945,11025,10870,10975,121655,10632.0,5124000.0
2015-06-23,10975,11000,10895,10925,78082,10581.0,5124000.0
2015-06-24,10920,10975,10870,10950,54076,10607.0,5124000.0
2015-06-25,10945,10975,10920,10975,46939,10632.0,5124000.0
2015-06-26,10945,11160,10945,11080,81274,10735.0,5124000.0
2015-06-29,10945,11370,10945,11295,58632,10940.0,5124000.0
2015-06-30,11345,11370,11160,11295,32970,10940.0,5124000.0
2015-07-01,11290,11530,11290,11505,50897,11145.0,5124000.0
2015-07-02,11610,11690,11505,11690,19908,11324.0,5124000.0
2015-07-03,11635,11740,11580,11585,26960,11222.0,5124000.0
2015-07-06,11580,11580,11370,11450,58876,11093.0,5124000.0
2015-07-07,11610,11635,11475,11530,11308,11170.0,5124000.0
2015-07-08,11635,11635,11530,11530,51611,11170.0,5124000.0
2015-07-09,11505,11635,11505,11635,5244,11273.0,5124000.0
2015-07-10,11610,11635,11580,11635,5885,11273.0,5124000.0
2015-07-13,11580,11690,11580,11690,7312,11324.0,5124000.0
2015-07-14,11690,11795,11660,11770,5222,11401.0,5124000.0
2015-07-15,11795,11795,11740,11745,3711,11375.0,5124000.0
2015-07-16,11875,11875,11345,11585,58004,11222.0,5124000.0
2015-07-17,11555,11635,11555,11610,4037,11247.0,5124000.0
2015-07-20,11425,11765,11425,11585,25229,11222.0,5124000.0
2015-07-21,11795,11795,11555,11560,58640,11196.0,5124000.0
2015-07-22,11580,11795,11580,11610,27463,11247.0,5124000.0
2015-07-23,11660,11845,11610,11665,17789,11298.0,5124000.0
2015-07-24,11660,12085,11660,11955,5972,11580.0,5124000.0
2015-07-27,11900,12295,11765,12010,22978,11631.0,5124000.0
2015-07-28,11820,12695,11820,12565,42880,12170.0,5124000.0
2015-07-29,12640,12850,12430,12855,33893,12451.0,5124000.0
2015-07-30,12585,13275,12560,13200,17927,12784.0,5124000.0
2015-07-31,13140,13220,12060,13120,61129,12708.0,5124000.0
2015-08-03,12695,12850,12375,12380,13735,11990.0,5124000.0
2015-08-04,12400,12770,12400,12695,20836,12298.0,5124000.0
2015-08-05,12695,14649,12695,12905,121087,12503.0,5124000.0
2015-08-06,13540,13540,12745,12855,34243,12451.0,5124000.0
2015-08-07,12850,13010,12850,13015,15525,12605.0,5124000.0
2015-08-10,12955,13065,12905,12905,2993,12503.0,5124000.0
2015-08-11,12560,12880,12560,12880,318,12477.0,5124000.0
2015-08-12,12850,12850,12320,12590,6959,12195.0,5124000.0
2015-08-13,12060,12665,12060,12615,7301,12221.0,5124000.0
2015-08-17,12165,12560,12165,12535,5124,12144.0,5124000.0
2015-08-18,12165,12165,11635,12085,154430,11708.0,5124000.0
2015-08-19,11715,11980,11660,11795,165841,11427.0,5124000.0
2015-08-20,11635,11950,11635,11795,21303,11427.0,5124000.0
2015-08-21,11875,11875,11530,11745,6548,11375.0,5124000.0
2015-08-24,11530,11610,11395,11585,27540,11222.0,5124000.0
2015-08-25,11580,11690,11345,11530,79847,11170.0,5124000.0
2015-08-26,11635,11635,11505,11505,5967,11145.0,5124000.0
2015-08-27,11505,11765,11395,11450,57796,11093.0,5124000.0
2015-08-28,11740,11740,11475,11610,2123,11247.0,5124000.0
2015-08-31,11635,11635,11450,11610,22487,11247.0,5124000.0
2015-09-01,11530,11610,11425,11560,18003,11196.0,5124000.0
2015-09-02,11315,11660,11315,11665,36644,11298.0,5124000.0
2015-09-03,11660,11660,11530,11665,5369,11298.0,5124000.0
2015-09-04,11635,11635,11370,11585,31658,11222.0,5124000.0
2015-09-07,11765,11765,11450,11505,7893,11145.0,5124000.0
2015-09-08,11530,11530,11475,11480,13719,11119.0,5124000.0
2015-09-09,11450,11635,11450,11610,12683,11247.0,5124000.0
2015-09-10,11610,11660,11580,11665,7531,11298.0,5124000.0
2015-09-11,11530,11715,11530,11635,8873,11273.0,5124000.0
2015-09-14,11530,11635,11370,11610,50698,11247.0,5124000.0
2015-09-15,11610,11610,11505,11610,153,11247.0,5124000.0
2015-09-16,11530,11610,11425,11530,52811,11170.0,5124000.0
2015-09-17,11450,11530,11450,11505,13932,11145.0,5124000.0
2015-09-18,11315,11530,11315,11375,21185,11017.0,5124000.0
2015-09-21,11370,11580,11370,11530,32618,11170.0,5124000.0
2015-09-22,11345,11475,11290,11400,103988,11042.0,5124000.0
2015-09-23,11395,11395,11290,11375,10267,11017.0,5124000.0
2015-09-24,11395,11395,11240,11400,29494,11042.0,5124000.0
2015-09-25,11265,11450,11265,11375,208,11017.0,5124000.0
2015-09-30,11210,11425,11210,11400,3153,11042.0,5124000.0
2015-10-01,11105,11475,11105,11215,58433,10863.0,5124000.0
2015-10-02,11240,11290,11130,11295,5282,10940.0,5124000.0
2015-10-05,11130,11315,11130,11320,2161,10965.0,5124000.0
2015-10-06,11130,11315,11130,11295,3558,10940.0,5124000.0
2015-10-07,11265,11315,11160,11320,33924,10965.0,5124000.0
2015-10-08,11185,11370,11160,11375,31190,11017.0,5124000.0
2015-10-12,11370,11370,11210,11240,1439,10888.0,5124000.0
2015-10-13,11160,11240,11105,11135,11866,10786.0,5124000.0
2015-10-14,11130,11210,11105,11215,7229,10863.0,5124000.0
2015-10-15,11160,11160,11105,11160,8489,10812.0,5124000.0
2015-10-16,11160,11210,11105,11110,24950,10760.0,5124000.0
2015-10-19,11105,11210,11105,11190,4367,10837.0,5124000.0
2015-10-20,11105,11240,11105,11215,2508,10863.0,5124000.0
2015-10-21,11130,11210,11130,11215,6396,10863.0,5124000.0
2015-10-22,11210,11210,11130,11135,3439,10786.0,5124000.0
2015-10-23,11105,11345,11080,11240,16885,10888.0,5124000.0
2015-10-26,11105,11210,11080,11215,12271,10863.0,5124000.0
2015-10-27,11105,11210,11105,11215,11508,10863.0,5124000.0
2015-10-28,11210,11210,11130,11190,432,10837.0,5124000.0
2015-10-29,11105,11210,11105,11215,7621,10863.0,5124000.0
2015-10-30,11080,11315,11080,11110,9948,10760.0,5124000.0
2015-11-02,11105,11210,11080,11215,34131,10863.0,5124000.0
2015-11-03,11080,11210,11080,11110,377,10760.0,5124000.0
2015-11-04,11080,11130,10945,10950,5082,10607.0,5124000.0
2015-11-05,10945,11080,10895,11080,18433,10735.0,5124000.0
2015-11-06,10920,11000,10840,11005,20985,10658.0,5124000.0
2015-11-09,11000,11000,10840,10950,6583,10607.0,5124000.0
2015-11-10,10815,11000,10630,10895,20046,10555.0,5124000.0
2015-11-11,10895,10895,10710,10870,389,10530.0,5124000.0
2015-11-12,10840,10840,10735,10845,3014,10504.0,5124000.0
2015-11-13,10815,10840,10790,10845,6179,10504.0,5124000.0
2015-11-16,10710,10895,10655,10870,6305,10530.0,5124000.0
2015-11-17,10710,10920,10685,10790,1407,10453.0,5124000.0
2015-11-18,10735,10735,10630,10710,4518,10376.0,5124000.0
2015-11-19,10710,10710,10605,10710,9300,10376.0,5124000.0
2015-11-20,10605,10710,10605,10710,1230,10376.0,5124000.0
2015-11-23,10605,10685,10575,10630,6759,10299.0,5124000.0
2015-11-24,10575,10630,10500,10630,18719,10299.0,5124000.0
2015-11-25,10575,10630,10575,10630,34735,10299.0,5124000.0
2015-11-26,10575,10710,10575,10685,887,10350.0,5124000.0
2015-11-27,10605,10710,10605,10630,2495,10299.0,5124000.0
2015-11-30,10605,10815,10525,10605,62703,10274.0,5124000.0
2015-12-01,10605,10630,10525,10555,14617,10222.0,5124000.0
2015-12-02,10575,10630,10575,10605,62591,10274.0,5124000.0
2015-12-03,10605,10605,10550,10580,1062,10248.0,5124000.0
2015-12-04,10575,10630,10575,10630,2067,10299.0,5124000.0
2015-12-07,10630,10630,10575,10580,5015,10248.0,5124000.0
2015-12-08,10550,10575,10550,10580,7928,10248.0,5124000.0
2015-12-09,10525,10605,10525,10605,16161,10274.0,5124000.0
2015-12-10,10550,10575,10550,10580,1928,10248.0,5124000.0
2015-12-11,10575,10575,10575,10580,0,10248.0,5124000.0
2015-12-14,10500,10575,10500,10555,7614,10222.0,5124000.0
2015-12-15,10550,10630,10550,10580,7777,10248.0,5124000.0
2015-12-16,10575,10575,10550,10580,14824,10248.0,5124000.0
2015-12-17,10575,10575,10550,10555,3436,10222.0,5124000.0
2015-12-18,10550,10575,10550,10580,9965,10248.0,5124000.0
2015-12-21,10630,10630,10525,10630,8145,10299.0,5124000.0
2015-12-22,10575,10630,10575,10605,9148,10274.0,5124000.0
2015-12-23,10630,10630,10575,10605,1398,10274.0,5124000.0
2015-12-24,10575,10630,10550,10630,5638,10299.0,5124000.0
2015-12-28,10630,10630,10525,10630,9056,10299.0,5124000.0
2015-12-29,10630,10630,10630,10630,0,10299.0,5124000.0
2015-12-30,10630,10630,10550,10630,2726,10299.0,5124000.0
2016-01-04,10630,10630,10550,10630,102,10299.0,5124000.0
2016-01-05,10550,10575,10550,10580,10826,10248.0,5124000.0
2016-01-06,10575,10575,10550,10580,1295,10248.0,5124000.0
2016-01-07,10575,10575,10525,10580,21528,10248.0,5124000.0
2016-01-08,10525,10550,10525,10555,1163,10222.0,5124000.0
2016-01-11,10550,10605,10550,10605,159,10274.0,5124000.0
2016-01-12,10605,10605,10605,10605,0,10274.0,5124000.0
2016-01-13,10575,10575,10550,10555,1753,10222.0,5124000.0
2016-01-14,10550,10575,10525,10555,2674,10222.0,5124000.0
2016-01-15,10525,10525,10500,10525,6580,10197.0,5124000.0
2016-01-18,10500,10525,10470,10500,13736,10171.0,5124000.0
2016-01-19,10445,10550,10445,10525,9271,10197.0,5124000.0
2016-01-20,10525,10525,10445,10525,3071,10197.0,5124000.0
2016-01-21,10525,10550,10500,10555,3630,10222.0,5124000.0
2016-01-22,10550,10575,10525,10525,1858,10197.0,5124000.0
2016-01-25,10525,10525,10500,10500,1567,10171.0,5124000.0
2016-01-26,10550,10550,10550,10555,1648,10222.0,5124000.0
2016-01-27,10525,10550,10420,10555,2118,10222.0,5124000.0
2016-01-28,10525,10550,10525,10555,53,10222.0,5124000.0
2016-01-29,10550,10575,10550,10580,3594,10248.0,5124000.0
2016-02-01,10575,10840,10550,10660,1439,10325.0,5124000.0
2016-02-02,10605,10605,10575,10580,1340,10248.0,5124000.0
2016-02-03,10500,10550,10500,10555,1255,10222.0,5124000.0
2016-02-04,10525,10575,10500,10555,1559,10222.0,5124000.0
2016-02-05,10525,10550,10470,10525,1412,10197.0,5124000.0
2016-02-11,10525,10575,10525,10580,2804,10248.0,5124000.0
2016-02-12,10550,10575,10550,10580,22302,10248.0,5124000.0
2016-02-15,10550,10575,10550,10580,1001,10248.0,5124000.0
2016-02-16,10550,10550,10500,10555,4120,10222.0,5124000.0
2016-02-17,10550,10575,10550,10555,2767,10222.0,5124000.0
2016-02-18,10550,10550,10550,10555,200,10222.0,5124000.0
2016-02-19,10525,10575,10525,10580,3,10248.0,5124000.0
2016-02-22,10525,10575,10525,10580,1702,10248.0,5124000.0
2016-02-23,10525,10550,10525,10555,700,10222.0,5124000.0
2016-02-24,10550,10550,10550,10555,0,10222.0,5124000.0
2016-02-25,10500,10550,10500,10555,42,10222.0,5124000.0
2016-02-26,10470,10550,10470,10555,2374,10222.0,5124000.0
2016-02-29,10310,10500,10310,10445,6232,10120.0,5124000.0
2016-03-02,10525,10525,10525,10525,1099,10197.0,5124000.0
2016-03-03,10525,10525,10500,10525,10101,10197.0,5124000.0
2016-03-04,10525,10525,10390,10525,4531,10197.0,5124000.0
2016-03-07,10420,10420,10155,10340,70913,10017.0,5124000.0
2016-03-08,10420,10470,10310,10420,617,10094.0,5124000.0
2016-03-09,10420,10420,10365,10395,10274,10069.0,5124000.0
2016-03-10,10390,10420,10365,10420,7342,10094.0,5124000.0
2016-03-11,10390,10420,10390,10395,6169,10069.0,5124000.0
2016-03-14,10420,10445,10365,10445,12160,10120.0,5124000.0
2016-03-15,10390,10500,10390,10500,46,10171.0,5124000.0
2016-03-16,10500,10500,10500,10500,0,10171.0,5124000.0
2016-03-17,10365,10445,10365,10445,498,10120.0,5124000.0
2016-03-18,10420,10420,10420,10420,5000,10094.0,5124000.0
2016-03-21,10390,10420,10365,10420,1162,10094.0,5124000.0
2016-03-22,10365,10365,10365,10370,1184,10043.0,5124000.0
2016-03-23,10365,10390,10340,10395,14314,10069.0,5124000.0
2016-03-24,10390,10605,10340,10475,17127,10146.0,5124000.0
2016-03-25,10575,10605,10575,10605,9330,10274.0,5124000.0
2016-03-28,10525,10525,10365,10525,3874,10197.0,5124000.0
2016-03-29,10575,10575,10420,10555,371,10222.0,5124000.0
2016-03-30,10575,10575,10470,10525,1015,10197.0,5124000.0
2016-03-31,10550,10550,10365,10525,5660,10197.0,5124000.0
2016-04-01,10575,10575,10470,10525,5663,10197.0,5124000.0
2016-04-04,10525,10525,10525,10525,2015,10197.0,5124000.0
2016-04-05,10525,10525,10525,10525,3007,10197.0,5124000.0
2016-04-06,10525,10525,10525,10525,0,10197.0,5124000.0
2016-04-07,10525,10525,10525,10525,235,10197.0,5124000.0
2016-04-08,10525,10525,10525,10525,953,10197.0,5124000.0
2016-04-11,10470,10525,10390,10525,869,10197.0,5124000.0
2016-04-12,10495,10495,10470,10475,3701,10146.0,5124000.0
2016-04-14,10575,10575,10575,10580,1,10248.0,5124000.0
2016-04-15,10550,10575,10420,10580,7203,10248.0,5124000.0
2016-04-18,10470,10470,10445,10445,2054,10120.0,5124000.0
2016-04-19,10420,10420,10420,10420,5971,10094.0,5124000.0
2016-04-20,10420,10420,10365,10370,6672,10043.0,5124000.0
2016-04-21,10365,10365,10365,10370,92,10043.0,5124000.0
2016-04-22,10420,10525,10365,10525,8172,10197.0,5124000.0
2016-04-25,10525,10550,10260,10500,19879,10171.0,5124000.0
2016-04-26,10500,10500,10310,10420,1414,10094.0,5124000.0
2016-04-27,10340,10525,10340,10525,1365,10197.0,5124000.0
2016-04-28,10470,10470,10420,10475,161,10146.0,5124000.0
2016-04-29,10285,10500,10285,10500,1093,10171.0,5124000.0
2016-05-02,10500,10500,10500,10500,0,,
2016-05-03,0,0,0,10500,0,,
2016-05-04,0,0,0,10500,0,,
2016-05-09,0,0,0,10500,0,,
2016-05-10,0,0,0,10500,0,,
2016-05-11,0,0,0,10500,0,,
2016-05-12,0,0,0,10500,0,,
2016-05-13,0,0,0,10500,0,,
2016-05-16,0,0,0,10500,0,,
2016-05-17,0,0,0,10500,0,,
2016-05-18,0,0,0,10500,0,,
2016-05-19,0,0,0,10500,0,,
2016-05-20,0,0,0,10500,0,,
2016-05-23,0,0,0,10500,0,,
2016-05-24,0,0,0,10500,0,,
2016-05-25,0,0,0,10500,0,,
2016-05-26,0,0,0,10500,0,,
2016-05-27,0,0,0,10500,0,,
2016-05-30,0,0,0,10500,0,,
2016-05-31,0,0,0,10500,0,,
2016-06-01,0,0,0,10500,0,,
2016-06-02,0,0,0,10500,0,,
2016-06-03,0,0,0,10500,0,,
2016-06-07,0,0,0,10500,0,,
2016-06-08,0,0,0,10500,0,,
2016-06-09,0,0,0,10500,0,,
2016-06-10,0,0,0,10500,0,,
2016-06-13,0,0,0,10500,0,,
2016-06-14,0,0,0,10500,0,,
2016-06-15,0,0,0,10500,0,,
2016-06-16,0,0,0,10500,0,,
2016-06-17,0,0,0,10500,0,,
2016-06-20,0,0,0,10500,0,,
2016-06-21,0,0,0,10500,0,,
2016-06-22,0,0,0,10500,0,,
2016-06-23,0,0,0,10500,0,,
2016-06-24,0,0,0,10500,0,,
2016-06-27,0,0,0,10500,0,,
2016-06-28,0,0,0,10500,0,,
2016-06-29,0,0,0,10500,0,,
2016-06-30,0,0,0,10500,0,,
2016-07-01,0,0,0,10500,0,,
2016-07-04,0,0,0,10500,0,,
2016-07-05,0,0,0,10500,0,,
2016-07-06,0,0,0,10500,0,,
2016-07-07,0,0,0,10500,0,,
2016-07-08,0,0,0,10500,0,,
2016-07-11,0,0,0,10500,0,,
2016-07-12,0,0,0,10500,0,,
2016-07-13,0,0,0,10500,0,,
2016-07-14,0,0,0,10500,0,,
2016-07-15,0,0,0,10500,0,,
2016-07-18,0,0,0,10500,0,,
2016-07-19,0,0,0,10500,0,,
2016-07-20,0,0,0,10500,0,,
2016-07-21,0,0,0,10500,0,,
2016-07-22,0,0,0,10500,0,,
2016-07-25,0,0,0,10500,0,,
2016-07-26,0,0,0,10500,0,,
2016-07-27,0,0,0,10500,0,,
2016-07-28,0,0,0,10500,0,,
2016-07-29,0,0,0,10500,0,,
2016-08-01,0,0,0,10500,0,,
2016-08-02,0,0,0,10500,0,,
2016-08-03,0,0,0,10500,0,,
2016-08-04,0,0,0,10500,0,,
2016-08-05,0,0,0,10500,0,,
2016-08-08,0,0,0,10500,0,,
2016-08-09,0,0,0,10500,0,,
2016-08-10,0,0,0,10500,0,,
2016-08-11,0,0,0,10500,0,,
2016-08-12,0,0,0,10500,0,,
2016-08-16,0,0,0,10500,0,,
2016-08-17,0,0,0,10500,0,,
2016-08-18,0,0,0,10500,0,,
2016-08-19,0,0,0,10500,0,,
2016-08-22,10500,11425,10250,10400,2027227,10658.0,5124000.0
2016-08-23,10300,10900,10300,10900,543763,11170.0,5124000.0
2016-08-24,11150,11200,10975,11075,619842,11350.0,5124000.0
2016-08-25,11075,11125,10875,11000,334986,11273.0,5124000.0
2016-08-26,11000,11000,10725,10825,185272,11093.0,5124000.0
2016-08-29,10800,11050,10675,10975,173864,11247.0,5124000.0
2016-08-30,11000,11075,10875,11025,139263,11298.0,5124000.0
2016-08-31,11100,11300,11000,11000,250645,11273.0,5124000.0
2016-09-01,11250,13850,10800,11900,5094215,12195.0,5124000.0
2016-09-02,11750,11975,11025,11125,863120,11401.0,5124000.0
2016-09-05,11250,11425,11075,11125,291097,11401.0,5124000.0
2016-09-06,11125,11275,11075,11100,211780,11375.0,5124000.0
2016-09-07,11075,11750,10925,11350,215583,11631.0,5124000.0
2016-09-08,11350,11750,11100,11175,235772,11452.0,5124000.0
2016-09-09,11175,11250,11025,11225,157613,11503.0,5124000.0
2016-09-12,11200,11750,11125,11200,161992,11478.0,5124000.0
2016-09-13,11225,11225,10750,10875,238617,11145.0,5124000.0
2016-09-19,11000,11000,10575,10750,151061,11017.0,5124000.0
2016-09-20,10725,10800,10525,10625,112060,10888.0,5124000.0
2016-09-21,10550,10600,10275,10450,133058,10709.0,5124000.0
2016-09-22,10450,10825,10325,10575,153724,10837.0,5124000.0
2016-09-23,10550,10700,10300,10425,153968,10684.0,5124000.0
2016-09-26,10400,10475,10325,10375,50838,10632.0,5124000.0
2016-09-27,10375,10550,10275,10350,47825,10607.0,5124000.0
2016-09-28,10350,10375,10250,10350,69605,10607.0,5124000.0
2016-09-29,10350,10350,10200,10325,75009,10581.0,5124000.0
2016-09-30,10324,10324,10075,10125,86307,10376.0,5124000.0
2016-10-04,10050,10250,10050,10200,33469,10453.0,5124000.0
2016-10-05,10175,10224,10124,10125,24852,10376.0,5124000.0
2016-10-06,10100,10300,10100,10275,25639,10530.0,5124000.0
2016-10-07,10425,10650,10350,10350,65806,10607.0,5124000.0
2016-10-10,10600,10750,10400,10750,167129,11017.0,5124000.0
2016-10-11,10750,10950,10500,10925,200770,11196.0,5124000.0
2016-10-12,10800,10800,10500,10700,89511,10965.0,5124000.0
2016-10-13,10700,10700,10425,10600,58620,10863.0,5124000.0
2016-10-14,10450,10625,10450,10625,35164,10888.0,5124000.0
2016-10-17,10500,10725,10500,10650,51389,10914.0,5124000.0
2016-10-18,10650,10650,10500,10625,81684,10888.0,5124000.0
2016-10-19,10575,10575,10400,10475,51433,10735.0,5124000.0
2016-10-20,10500,10500,10350,10450,27645,10709.0,5124000.0
2016-10-21,10350,10375,10250,10350,74778,10607.0,5124000.0
2016-10-24,10300,10550,10275,10275,47471,10530.0,5124000.0
2016-10-25,10275,10350,10200,10200,49276,10453.0,5124000.0
2016-10-26,10200,10274,10050,10075,56124,10325.0,5124000.0
2016-10-27,10025,10050,10000,10000,61566,10248.0,5124000.0
2016-10-28,9975,10000,9800,9850,49430,10094.0,5124000.0
2016-10-31,9800,9800,9600,9650,28170,9889.0,5124000.0
2016-11-01,9650,9750,9650,9700,16544,9941.0,5124000.0
2016-11-02,9675,9675,9550,9650,14395,9889.0,5124000.0
2016-11-03,9550,9700,9475,9700,23406,9941.0,5124000.0
2016-11-04,9675,9824,9675,9825,5548,10069.0,5124000.0
2016-11-07,9850,9900,9825,9875,4896,10120.0,5124000.0
2016-11-08,9850,9875,9800,9825,14480,10069.0,5124000.0
2016-11-09,9850,9850,9525,9600,20236,9838.0,5124000.0
2016-11-10,9550,9800,9550,9625,32521,9864.0,5124000.0
2016-11-11,9750,9750,9550,9625,13348,9864.0,5124000.0
2016-11-14,9575,9625,9550,9600,15767,9838.0,5124000.0
2016-11-15,9575,9575,9400,9400,40126,9633.0,5124000.0
2016-11-16,9325,9450,9200,9200,43002,9428.0,5124000.0
2016-11-17,9200,9200,9100,9125,19446,9351.0,5124000.0
2016-11-18,9000,9000,8650,8800,43240,9018.0,5124000.0
2016-11-21,9050,9050,8875,8975,13766,9198.0,5124000.0
2016-11-22,9125,9125,9000,9075,23449,9300.0,5124000.0
2016-11-23,9075,9125,9050,9125,17192,9351.0,5124000.0
2016-11-24,9225,9225,9050,9175,23937,9403.0,5124000.0
2016-11-25,9550,9550,9025,9225,13171,9454.0,5124000.0
2016-11-28,9250,9624,9224,9625,33821,9864.0,5124000.0
2016-11-29,9675,9975,9600,9850,83560,10094.0,5124000.0
2016-11-30,9850,9900,9774,9875,34053,10120.0,5124000.0
2016-12-01,9875,10000,9624,9625,39856,9864.0,5124000.0
2016-12-02,9875,9875,9550,9850,6354,10094.0,5124000.0
2016-12-05,9850,9850,9475,9700,8759,9941.0,5124000.0
2016-12-06,9700,9700,9250,9250,15063,9479.0,5124000.0
2016-12-07,9250,9550,9200,9550,25091,9787.0,5124000.0
2016-12-08,9550,9600,9424,9425,16340,9659.0,5124000.0
2016-12-09,9424,9624,9375,9625,25550,9864.0,5124000.0
2016-12-12,9725,10000,9625,10000,54343,10248.0,5124000.0
2016-12-13,10000,10000,9600,9600,74008,9838.0,5124000.0
2016-12-14,9775,10000,9250,9425,265810,166264.0,88203592.0
2016-12-15,9600,9650,9200,9225,209500,162736.0,88203592.0
2016-12-16,9225,9325,8900,8900,110868,157002.0,88203592.0
2016-12-19,8800,9225,8750,8850,145546,156120.0,88203592.0
2016-12-20,8825,9050,8800,9025,70606,159207.0,88203592.0
2016-12-21,9025,9050,8825,8900,49046,157002.0,88203592.0
2016-12-22,9050,9050,8750,8900,92410,157002.0,88203592.0
2016-12-23,8925,8925,8550,8625,82384,152151.0,88203592.0
2016-12-26,8450,8600,8250,8350,115732,147300.0,88203592.0
2016-12-27,8350,8550,8150,8250,75114,145536.0,88203592.0
2016-12-28,8250,8475,8050,8125,85073,143331.0,88203592.0
2016-12-29,8100,8325,7950,8175,73294,144213.0,88203592.0
2017-01-02,8350,8350,7975,8125,68544,143331.0,88203592.0
2017-01-03,8200,8275,7975,8150,154224,143772.0,88203592.0
2017-01-04,8200,8325,8050,8300,122186,146418.0,88203592.0
2017-01-05,8500,8525,8275,8400,49243,148182.0,88203592.0
2017-01-06,8375,8475,8275,8425,40159,148623.0,88203592.0
2017-01-09,8500,8500,8325,8475,49318,149505.0,88203592.0
2017-01-10,8475,8475,8150,8350,51561,147300.0,88203592.0
2017-01-11,8250,8500,8175,8350,42482,147300.0,88203592.0
2017-01-12,8350,10700,8350,8700,3835209,153474.0,88203592.0
2017-01-13,8750,11300,8500,10100,23433300,178171.0,88203592.0
2017-01-16,10350,11325,9875,10425,8526404,183904.0,88203592.0
2017-01-17,10550,10750,10075,10325,2824792,182140.0,88203592.0
2017-01-18,10225,10550,9600,9700,5447844,171115.0,88203592.0
2017-01-19,9750,9925,9400,9775,1910426,172438.0,88203592.0
2017-01-20,9650,9725,9275,9350,1356507,164941.0,88203592.0
2017-01-23,9250,9375,8800,8800,2275367,155238.0,88203592.0
2017-01-24,8800,9225,8500,8525,2099905,150387.0,88203592.0
2017-01-25,8575,8825,8375,8525,786110,150387.0,88203592.0
2017-01-26,8650,8950,8550,8625,427017,152151.0,88203592.0
2017-01-31,8625,9225,8425,9075,1294862,160090.0,88203592.0
2017-02-01,11700,11775,11675,11775,3453730,207719.0,88203592.0
2017-02-02,11750,12650,11100,12075,27766706,213012.0,88203592.0
2017-02-03,11550,11625,10900,11375,7093695,200663.0,88203592.0
2017-02-06,11500,12150,11175,11500,9078002,202868.0,88203592.0
2017-02-07,12275,14125,12125,12950,43898541,229873.0,88753990.0
2017-02-08,12150,12425,11225,11225,10450361,199253.0,88753990.0
2017-02-09,11150,13525,11150,12050,30471705,213897.0,88753990.0
2017-02-10,11925,13475,11875,12575,17135720,223216.0,88753990.0
2017-02-13,12450,13175,12200,12400,8062405,220110.0,88753990.0
2017-02-14,12350,12800,11650,11825,4780479,209903.0,88753990.0
2017-02-15,12150,12450,11400,11500,5085787,204134.0,88753990.0
2017-02-16,11575,11975,11300,11875,3515699,210791.0,88753990.0
2017-02-17,12050,12200,11375,11400,3343452,202359.0,88753990.0
2017-02-20,11600,11750,11075,11225,2796704,212696.0,94742014.0
2017-02-21,11275,11675,11075,11675,4751470,221223.0,94742014.0
2017-02-22,12675,13250,11800,11800,12385126,223591.0,94742014.0
2017-02-23,11650,11900,11475,11900,2016119,225486.0,94742014.0
2017-02-24,11750,11900,11025,11025,2546769,208906.0,94742014.0
2017-02-27,10950,11100,10500,10650,1664446,201800.0,94742014.0
2017-02-28,10650,10950,10475,10725,1475557,203222.0,94742014.0
2017-03-02,10725,10900,10174,10175,1365421,192800.0,94742014.0
2017-03-03,10075,10424,9924,10225,1261141,193747.0,94742014.0
2017-03-06,10300,10525,10000,10500,1155076,198958.0,94742014.0
2017-03-07,10600,10725,10175,10200,1250590,193274.0,94742014.0
2017-03-08,10200,10350,10100,10175,534555,192800.0,94742014.0
2017-03-09,10375,12125,10375,10900,19489798,206538.0,94742014.0
2017-03-10,10750,10775,10000,10450,3402822,198011.0,94742014.0
2017-03-13,10450,10675,10325,10325,1939910,195642.0,94742014.0
2017-03-14,10400,10450,10075,10225,1323393,193747.0,94742014.0
2017-03-15,10275,10650,10050,10300,1903040,195169.0,94742014.0
2017-03-16,10425,10550,10175,10325,1231420,195642.0,94742014.0
2017-03-17,10225,10450,10050,10150,1064170,192326.0,94742014.0
2017-03-20,10100,10175,9900,9900,757520,187589.0,94742014.0
2017-03-21,9950,10025,9775,9800,664624,185694.0,94742014.0
2017-03-22,9775,9850,9425,9500,1023894,180010.0,94742014.0
2017-03-23,9500,10625,9450,9775,10795555,185221.0,94742014.0
2017-03-24,9850,9850,9274,9375,2729372,177641.0,94742014.0
2017-03-27,9250,9275,8650,8725,2520284,165325.0,94742014.0
2017-03-28,8675,9100,8650,8925,1567841,169114.0,94742014.0
2017-03-29,9050,9050,8775,8775,638655,166272.0,94742014.0
2017-03-30,8700,8750,8550,8600,837121,162956.0,94742014.0
2017-03-31,8550,9475,8500,8800,3002594,166746.0,94742014.0
2017-04-03,8800,9275,8650,9000,1392144,170536.0,94742014.0
2017-04-04,8975,9075,8850,9025,875336,171009.0,94742014.0
2017-04-05,9000,9200,8875,8925,594445,169114.0,94742014.0
2017-04-06,9050,9175,8800,9075,1066517,171957.0,94742014.0
2017-04-07,9150,9325,9025,9200,1066880,174325.0,94742014.0
2017-04-10,9175,9200,8850,8900,810075,168641.0,94742014.0
2017-04-11,8825,9200,8775,8875,1151827,168167.0,94742014.0
2017-04-12,9000,9850,8825,9175,4255483,173852.0,94742014.0
2017-04-13,9200,9375,9050,9050,1194018,171483.0,94742014.0
