제룡산업(147830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-09,3832,3852,3633,3697,127304,36965.0,7932320.0
2015-07-10,3709,3800,3709,3793,40004,37916.0,7932320.0
2015-07-13,3863,3943,3812,3927,66413,39265.0,7932320.0
2015-07-14,3852,4030,3852,3983,46528,39820.0,7932320.0
2015-07-15,3990,4038,3959,3999,43825,39979.0,7932320.0
2015-07-16,4038,4062,3959,4023,56821,40217.0,7932320.0
2015-07-17,3967,3967,3863,3888,53419,38868.0,7932320.0
2015-07-20,3887,3927,3863,3888,26912,38868.0,7932320.0
2015-07-21,3911,3911,3848,3888,38942,38868.0,7932320.0
2015-07-22,3939,3967,3887,3923,51195,39225.0,7932320.0
2015-07-23,3963,4086,3923,4046,120853,40455.0,7932320.0
2015-07-24,4030,4141,3975,4039,99728,40376.0,7932320.0
2015-07-27,4062,4205,4022,4165,154087,41645.0,7932320.0
2015-07-28,4125,4474,4086,4277,693842,42755.0,7932320.0
2015-07-29,4284,4395,4165,4165,194315,41645.0,7932320.0
2015-07-30,4133,4197,3943,3959,186637,39582.0,7932320.0
2015-07-31,3891,4078,3867,4046,72858,40455.0,7932320.0
2015-08-03,4038,4086,3975,3983,84781,39820.0,7932320.0
2015-08-04,4078,4173,4006,4142,253679,41407.0,7932320.0
2015-08-05,4213,4221,4086,4110,178498,41089.0,7932320.0
2015-08-06,4086,4141,3967,3967,182867,39662.0,7932320.0
2015-08-07,3947,3955,3863,3892,99675,38908.0,7932320.0
2015-08-10,3808,3824,3625,3626,243210,36251.0,7932320.0
2015-08-11,3641,3641,3383,3491,218006,34902.0,7932320.0
2015-08-12,3471,3522,3316,3372,135845,33712.0,7932320.0
2015-08-13,3336,4038,3336,3801,412318,37996.0,7932320.0
2015-08-17,3856,3856,3641,3642,112269,36409.0,7932320.0
2015-08-18,3681,3701,3514,3543,58111,35418.0,7932320.0
2015-08-19,3562,3562,3340,3440,91785,34387.0,7932320.0
2015-08-20,3471,3475,3368,3396,75274,33950.0,7932320.0
2015-08-21,3233,3368,3209,3273,158333,32721.0,7932320.0
2015-08-24,3602,4141,3598,3943,866253,39424.0,7932320.0
2015-08-25,3967,4094,3610,3693,676053,36925.0,7932320.0
2015-08-26,3729,4189,3677,3916,814232,39146.0,7932320.0
2015-08-27,3927,4062,3867,3916,333944,39146.0,7932320.0
2015-08-28,3967,4078,3915,4039,289383,40376.0,7932320.0
2015-08-31,4189,4252,4006,4070,379943,40693.0,7932320.0
2015-09-01,4054,4102,3990,4086,146567,40851.0,7932320.0
2015-09-02,3967,4070,3935,3975,132671,39741.0,7932320.0
2015-09-03,3990,4284,3959,4285,596646,42835.0,7932320.0
2015-09-04,4228,4228,3947,3963,407247,39622.0,7932320.0
2015-09-07,3963,4070,3788,3824,155657,38234.0,7932320.0
2015-09-08,3879,3943,3641,3678,187943,36766.0,7932320.0
2015-09-09,3729,3967,3729,3816,131224,38154.0,7932320.0
2015-09-10,3792,3895,3741,3876,42310,38749.0,7932320.0
2015-09-11,3875,3895,3768,3824,62243,38234.0,7932320.0
2015-09-14,3824,3856,3741,3808,44468,38075.0,7932320.0
2015-09-15,3729,3860,3697,3705,100836,37044.0,7932320.0
2015-09-16,3748,3748,3689,3717,57152,37163.0,7932320.0
2015-09-17,3729,3733,3665,3689,57398,36885.0,7932320.0
2015-09-18,3752,3752,3661,3737,40570,37361.0,7932320.0
2015-09-21,3721,3772,3697,3737,35092,37361.0,7932320.0
2015-09-22,3760,3788,3709,3737,96089,37361.0,7932320.0
2015-09-23,3689,3725,3649,3674,45927,36727.0,7932320.0
2015-09-24,3673,3729,3657,3697,32713,36965.0,7932320.0
2015-09-25,3689,3721,3653,3705,26300,37044.0,7932320.0
2015-09-30,3653,3693,3618,3666,31782,36647.0,7932320.0
2015-10-01,3685,3689,3633,3666,34208,36647.0,7932320.0
2015-10-02,3713,3796,3677,3765,98702,37639.0,7932320.0
2015-10-05,3784,3816,3737,3777,44631,37758.0,7932320.0
2015-10-06,3780,3832,3772,3797,47906,37956.0,7932320.0
2015-10-07,3792,3863,3792,3820,36183,38194.0,7932320.0
2015-10-08,3816,3844,3780,3820,45519,38194.0,7932320.0
2015-10-12,3899,4070,3863,3959,242282,39582.0,7932320.0
2015-10-13,3959,3998,3923,3967,60140,39662.0,7932320.0
2015-10-14,3975,4086,3911,4062,108310,40613.0,7932320.0
2015-10-15,4030,4197,3990,4023,108245,40217.0,7932320.0
2015-10-16,4014,4038,3967,3999,59733,39979.0,7932320.0
2015-10-19,4030,4030,3943,3947,61942,39463.0,7932320.0
2015-10-20,3983,4006,3947,3955,66105,39543.0,7932320.0
2015-10-21,3963,3998,3867,3880,86823,38789.0,7932320.0
2015-10-22,3883,3911,3844,3860,45967,38591.0,7932320.0
2015-10-23,3860,3943,3852,3935,43519,39344.0,7932320.0
2015-10-26,3943,4038,3915,3951,51975,39503.0,7932320.0
2015-10-27,3935,4070,3911,4007,44464,40058.0,7932320.0
2015-10-28,4006,4006,3907,3955,26019,39543.0,7932320.0
2015-10-29,3975,3975,3907,3959,34095,39582.0,7932320.0
2015-10-30,3911,3951,3844,3844,107722,38432.0,7932320.0
2015-11-02,3852,3887,3760,3777,35524,37758.0,7932320.0
2015-11-03,3776,3808,3760,3761,27382,37599.0,7932320.0
2015-11-04,3760,3824,3744,3765,42865,37639.0,7932320.0
2015-11-05,3772,3927,3772,3904,81776,39027.0,7932320.0
2015-11-06,3911,3911,3816,3896,41288,38948.0,7932320.0
2015-11-09,3923,3923,3756,3757,75864,37560.0,7932320.0
2015-11-10,3756,3792,3685,3713,39031,37123.0,7932320.0
2015-11-11,3685,3772,3673,3729,15615,37282.0,7932320.0
2015-11-12,3729,3792,3725,3769,9169,37679.0,7932320.0
2015-11-13,3768,3768,3633,3658,68713,36568.0,7932320.0
2015-11-16,3768,3895,3744,3793,137032,37916.0,7932320.0
2015-11-17,3808,3848,3768,3804,49747,38035.0,7932320.0
2015-11-18,3804,4054,3804,3888,348004,38868.0,7932320.0
2015-11-19,3903,3959,3867,3935,107081,39344.0,7932320.0
2015-11-20,3919,4221,3891,4197,843888,41962.0,7932320.0
2015-11-23,4173,4181,4038,4054,240837,40534.0,7932320.0
2015-11-24,4062,4125,3998,4054,164699,40534.0,7932320.0
2015-11-25,4054,4070,3943,3943,100572,39424.0,7932320.0
2015-11-26,3967,3983,3860,3888,141698,38868.0,7932320.0
2015-11-27,4006,4006,3879,3888,131942,38868.0,7932320.0
2015-11-30,3852,3871,3820,3828,73505,38273.0,7932320.0
2015-12-01,3828,3860,3812,3832,29009,38313.0,7932320.0
2015-12-02,3832,3856,3804,3824,49285,38234.0,7932320.0
2015-12-03,3800,3824,3780,3808,58765,38075.0,7932320.0
2015-12-04,3760,3824,3760,3820,29725,38194.0,7932320.0
2015-12-07,3828,3891,3828,3872,35979,38710.0,7932320.0
2015-12-08,3856,3883,3768,3797,41276,37956.0,7932320.0
2015-12-09,3816,3875,3776,3856,64601,38551.0,7932320.0
2015-12-10,3871,3943,3816,3943,44415,39424.0,7932320.0
2015-12-11,3935,3963,3836,3844,74620,38432.0,7932320.0
2015-12-14,3649,3689,3495,3495,207957,34942.0,7932320.0
2015-12-15,3495,3546,3487,3499,69775,34982.0,7932320.0
2015-12-16,3530,3602,3506,3570,41377,35695.0,7932320.0
2015-12-17,3570,3673,3558,3646,53566,36449.0,7932320.0
2015-12-18,3629,3729,3574,3725,30328,37242.0,7932320.0
2015-12-21,3725,3733,3677,3697,27935,36965.0,7932320.0
2015-12-22,3697,3729,3629,3630,22953,36290.0,7932320.0
2015-12-23,3665,3669,3602,3646,40837,36449.0,7932320.0
2015-12-24,3665,3685,3637,3674,12951,36727.0,7932320.0
2015-12-28,3653,3741,3653,3721,40587,37203.0,7932320.0
2015-12-29,3697,3725,3665,3725,26209,37242.0,7932320.0
2015-12-30,3748,3756,3693,3737,15216,37361.0,7932320.0
2016-01-04,3737,3737,3610,3646,54771,36449.0,7932320.0
2016-01-05,3645,3645,3590,3630,29769,36290.0,7932320.0
2016-01-06,3629,3629,3479,3555,102795,35537.0,7932320.0
2016-01-07,3546,3546,3423,3424,49282,34228.0,7932320.0
2016-01-08,3348,3372,3284,3372,57019,33712.0,7932320.0
2016-01-11,3340,3387,3320,3372,29032,33712.0,7932320.0
2016-01-12,3395,3451,3372,3392,11299,33911.0,7932320.0
2016-01-13,3391,3475,3391,3475,13748,34744.0,7932320.0
2016-01-14,3451,3451,3360,3412,20548,34109.0,7932320.0
2016-01-15,3447,3514,3407,3440,28041,34387.0,7932320.0
2016-01-18,3356,3431,3332,3412,23571,34109.0,7932320.0
2016-01-19,3411,3459,3292,3317,79119,33157.0,7932320.0
2016-01-20,3316,3352,3173,3174,61144,31729.0,7932320.0
2016-01-21,3149,3237,3149,3182,25308,31809.0,7932320.0
2016-01-22,3253,3253,3189,3213,15219,32126.0,7932320.0
2016-01-25,3213,3288,3213,3269,10528,32681.0,7932320.0
2016-01-26,3264,3292,3221,3253,18918,32523.0,7932320.0
2016-01-27,3288,3308,3241,3269,15413,32681.0,7932320.0
2016-01-28,3268,3288,3229,3281,11684,32800.0,7932320.0
2016-01-29,3280,3280,3221,3249,12786,32483.0,7932320.0
2016-02-01,3237,3276,3237,3253,22694,32523.0,7932320.0
2016-02-02,3241,3264,3221,3265,19603,32641.0,7932320.0
2016-02-03,3229,3296,3213,3265,23473,32641.0,7932320.0
2016-02-04,3264,3280,3233,3245,21021,32443.0,7932320.0
2016-02-05,3245,3332,3217,3324,32903,33236.0,7932320.0
2016-02-11,3070,3344,3070,3174,116325,31729.0,7932320.0
2016-02-12,3118,3229,3086,3150,72087,31491.0,7932320.0
2016-02-15,3181,3221,3149,3178,27475,31769.0,7932320.0
2016-02-16,3209,3229,3169,3190,33873,31888.0,7932320.0
2016-02-17,3189,3233,3165,3198,34921,31967.0,7932320.0
2016-02-18,3205,3260,3205,3261,30554,32602.0,7932320.0
2016-02-19,3165,3264,3165,3257,32396,32562.0,7932320.0
2016-02-22,3280,3280,3241,3277,11681,32760.0,7932320.0
2016-02-23,3264,3300,3253,3277,19781,32760.0,7932320.0
2016-02-24,3284,3348,3268,3305,20068,33038.0,7932320.0
2016-02-25,3300,3407,3296,3332,28573,33316.0,7932320.0
2016-02-26,3352,3380,3292,3356,33115,33554.0,7932320.0
2016-02-29,3356,3372,3308,3328,10057,33276.0,7932320.0
2016-03-02,3356,3391,3340,3348,8019,33474.0,7932320.0
2016-03-03,3356,3443,3352,3360,30798,33593.0,7932320.0
2016-03-04,3360,3383,3316,3368,9072,33673.0,7932320.0
2016-03-07,3340,3431,3332,3388,31299,33871.0,7932320.0
2016-03-08,3387,3411,3340,3384,20208,33831.0,7932320.0
2016-03-09,3403,3411,3348,3412,12894,34109.0,7932320.0
2016-03-10,3376,3439,3376,3384,8144,33831.0,7932320.0
2016-03-11,3380,3431,3360,3392,11784,33911.0,7932320.0
2016-03-14,3391,3423,3372,3376,10902,33752.0,7932320.0
2016-03-15,3360,3419,3324,3372,41744,33712.0,7932320.0
2016-03-16,3356,3407,3352,3364,15844,33633.0,7932320.0
2016-03-17,3368,3415,3368,3404,10545,34030.0,7932320.0
2016-03-18,3403,3435,3379,3416,19965,34149.0,7932320.0
2016-03-21,3415,3530,3415,3443,40639,34426.0,7932320.0
2016-03-22,3443,3479,3431,3467,20258,34664.0,7932320.0
2016-03-23,3467,3467,3415,3416,29838,34149.0,7932320.0
2016-03-24,3415,3451,3403,3408,16570,34069.0,7932320.0
2016-03-25,3419,3467,3419,3420,5498,34188.0,7932320.0
2016-03-28,3395,3447,3387,3396,14677,33950.0,7932320.0
2016-03-29,3399,3443,3395,3424,19346,34228.0,7932320.0
2016-03-30,3443,3459,3411,3440,23040,34387.0,7932320.0
2016-03-31,3443,3752,3423,3507,92959,35061.0,7932320.0
2016-04-01,3514,3602,3499,3578,36259,35775.0,7932320.0
2016-04-04,3578,3661,3510,3610,47006,36092.0,7932320.0
2016-04-05,3641,3645,3602,3646,28166,36449.0,7932320.0
2016-04-06,3673,3748,3637,3721,52988,37203.0,7932320.0
2016-04-07,3689,3748,3618,3646,39372,36449.0,7932320.0
2016-04-08,3645,3673,3606,3666,28073,36647.0,7932320.0
2016-04-11,3677,3677,3602,3646,17494,36449.0,7932320.0
2016-04-12,3645,3653,3582,3614,44005,36132.0,7932320.0
2016-04-14,3618,3788,3598,3721,88598,37203.0,7932320.0
2016-04-15,3721,3744,3649,3654,51095,36528.0,7932320.0
2016-04-18,3653,3657,3574,3626,76078,36251.0,7932320.0
2016-04-19,3625,3653,3614,3626,44537,36251.0,7932320.0
2016-04-20,3625,3645,3614,3626,12841,36251.0,7932320.0
2016-04-21,3625,3744,3610,3717,55908,37163.0,7932320.0
2016-04-22,3729,3729,3665,3685,10649,36846.0,7932320.0
2016-04-25,3713,3713,3641,3682,22090,36806.0,7932320.0
2016-04-26,3685,3701,3570,3578,48340,35775.0,7932320.0
2016-04-27,3582,3645,3582,3598,5796,35973.0,7932320.0
2016-04-28,3598,3633,3582,3602,18277,36013.0,7932320.0
2016-04-29,3598,3633,3570,3626,9175,36251.0,7932320.0
2016-05-02,3625,3633,3570,3586,11379,35854.0,7932320.0
2016-05-03,3590,3649,3590,3650,21494,36489.0,7932320.0
2016-05-04,3610,3633,3602,3618,15481,36171.0,7932320.0
2016-05-09,3641,3645,3594,3634,35088,36330.0,7932320.0
2016-05-10,3649,3649,3606,3626,10056,36251.0,7932320.0
2016-05-11,3610,3637,3590,3594,39864,35933.0,7932320.0
2016-05-12,3590,3618,3562,3606,24326,36052.0,7932320.0
2016-05-13,3606,3669,3594,3606,16957,36052.0,7932320.0
2016-05-16,3574,3983,3562,3824,395221,38234.0,7932320.0
2016-05-17,3848,3983,3768,3912,127581,39106.0,7932320.0
2016-05-18,3899,3990,3879,3884,76555,38829.0,7932320.0
2016-05-19,3907,3915,3824,3836,58753,38353.0,7932320.0
2016-05-20,3836,3911,3808,3844,37486,38432.0,7932320.0
2016-05-23,3883,4022,3856,3991,111642,39900.0,7932320.0
2016-05-24,4006,4340,3911,4197,337350,41962.0,7932320.0
2016-05-25,4197,4292,4062,4197,151180,41962.0,7932320.0
2016-05-26,4284,4705,4125,4340,1095707,43390.0,7932320.0
2016-05-27,4340,4435,4205,4380,252968,43786.0,7932320.0
2016-05-30,4403,4427,4300,4316,126200,43152.0,7932320.0
2016-05-31,4268,4268,4117,4134,137846,41327.0,7932320.0
2016-06-01,4157,4562,4157,4523,475763,45214.0,7932320.0
2016-06-02,4451,4522,4355,4443,158767,44421.0,7932320.0
2016-06-03,4395,4482,4316,4332,73873,43310.0,7932320.0
2016-06-07,4244,4340,4221,4340,74720,43390.0,7932320.0
2016-06-08,4308,4340,4197,4205,80964,42041.0,7932320.0
2016-06-09,4228,4324,4181,4213,46680,42121.0,7932320.0
2016-06-10,4252,4260,4125,4205,55978,42041.0,7932320.0
2016-06-13,4197,4284,4054,4285,78180,42835.0,7932320.0
2016-06-14,4260,4292,4181,4269,24543,42676.0,7932320.0
2016-06-15,4292,4459,4292,4435,110275,44342.0,7932320.0
2016-06-16,4451,4506,4252,4253,67654,42517.0,7932320.0
2016-06-17,4284,5125,4197,4467,1179124,44659.0,7932320.0
2016-06-20,4506,4998,4443,4745,517745,47435.0,7932320.0
2016-06-21,4768,4792,4665,4721,115616,47197.0,7932320.0
2016-06-22,4689,4927,4681,4761,224209,47594.0,7932320.0
2016-06-23,4792,4792,4617,4665,96553,46642.0,7932320.0
2016-06-24,4760,4792,4466,4530,228284,45294.0,7932320.0
2016-06-27,4482,4617,4451,4546,73033,45452.0,7932320.0
2016-06-28,4538,4705,4490,4657,67474,46563.0,7932320.0
2016-06-29,4697,4879,4617,4705,91332,47039.0,7932320.0
2016-06-30,4705,4919,4705,4919,234753,49180.0,7932320.0
2016-07-01,5117,5149,4943,5070,244186,50688.0,7932320.0
2016-07-04,5170,5180,4945,5130,112604,40693.0,7932320.0
2016-07-05,5140,5190,4950,4990,91450,39582.0,7932320.0
2016-07-06,4990,5010,4770,4835,93966,38353.0,7932320.0
2016-07-07,4840,4935,4735,4745,129416,37639.0,7932320.0
2016-07-08,4710,4740,4605,4715,65722,37401.0,7932320.0
2016-07-11,4750,4975,4735,4975,72629,39463.0,7932320.0
2016-07-12,5030,5050,4890,4890,60542,38789.0,7932320.0
2016-07-13,4930,5070,4920,5010,81319,39741.0,7932320.0
2016-07-14,5040,5040,4850,4920,49668,39027.0,7932320.0
2016-07-15,4920,4950,4825,4880,38101,38710.0,7932320.0
2016-07-18,4780,4875,4690,4740,56195,37599.0,7932320.0
2016-07-19,4710,4810,4645,4710,43901,37361.0,7932320.0
2016-07-20,4665,4800,4665,4700,39404,37282.0,7932320.0
2016-07-21,4740,4830,4700,4750,9253,37679.0,7932320.0
2016-07-22,4705,4735,4655,4690,11413,37203.0,7932320.0
2016-07-25,4660,4735,4630,4735,31729,37560.0,7932320.0
2016-07-26,4615,4670,4530,4580,131249,45800.0,10000000.0
2016-07-27,4555,4600,4495,4535,39505,45350.0,10000000.0
2016-07-28,4500,4580,4500,4540,27241,45400.0,10000000.0
2016-07-29,4540,4720,4540,4640,40943,46400.0,10000000.0
2016-08-01,4670,4705,4605,4630,32844,46300.0,10000000.0
2016-08-02,4600,4660,4535,4535,30783,45350.0,10000000.0
2016-08-03,4500,4570,4440,4540,33814,45400.0,10000000.0
2016-08-04,4550,4590,4500,4505,30305,45050.0,10000000.0
2016-08-05,4505,4555,4490,4540,13327,45400.0,10000000.0
2016-08-08,4500,4565,4500,4560,13382,45600.0,10000000.0
2016-08-09,4600,4600,4515,4580,21321,45800.0,10000000.0
2016-08-10,4600,4625,4570,4595,13112,45950.0,10000000.0
2016-08-11,4600,4610,4430,4490,56379,44900.0,10000000.0
2016-08-12,4500,4545,4470,4470,19182,44700.0,10000000.0
2016-08-16,4470,4835,4465,4815,224032,48150.0,10000000.0
2016-08-17,4740,4910,4735,4840,113695,48400.0,10000000.0
2016-08-18,4840,4935,4755,4760,72456,47600.0,10000000.0
2016-08-19,4760,4800,4640,4670,81101,46700.0,10000000.0
2016-08-22,4625,4770,4625,4705,100510,47050.0,10000000.0
2016-08-23,4705,4900,4685,4880,108479,48800.0,10000000.0
2016-08-24,4905,6290,4900,5740,4296072,57400.0,10000000.0
2016-08-25,5740,6220,5640,6050,1944834,60500.0,10000000.0
2016-08-26,5980,6170,5870,6050,543382,60500.0,10000000.0
2016-08-29,6040,7750,5900,6860,7487650,68600.0,10000000.0
2016-08-30,6750,7660,6560,7100,3797746,71000.0,10000000.0
2016-08-31,7000,7290,6950,7100,988099,71000.0,10000000.0
2016-09-01,7520,8500,7220,7710,6331291,77100.0,10000000.0
2016-09-02,7500,8020,7500,8020,486817,80200.0,10000000.0
2016-09-05,8060,8380,8060,8370,330635,83700.0,10000000.0
2016-09-06,8300,8590,8150,8590,360317,85900.0,10000000.0
2016-09-07,8590,9440,8200,8650,1304497,86500.0,10000000.0
2016-09-08,8660,8820,7650,8210,1321833,82100.0,10000000.0
2016-09-09,8250,10450,8130,10150,5090605,101500.0,10000000.0
2016-09-12,9800,12400,9800,12000,3543581,120000.0,10000000.0
2016-09-13,12150,12950,11300,12300,1284177,123000.0,10000000.0
2016-09-19,13400,13900,12250,12850,789232,128500.0,10000000.0
2016-09-20,12700,13200,12350,12650,545849,126500.0,10000000.0
2016-09-21,12650,14600,12150,13150,1132446,131500.0,10000000.0
2016-09-22,13150,13200,11700,12700,620815,127000.0,10000000.0
2016-09-23,12900,12900,11550,12200,424240,122000.0,10000000.0
2016-09-26,11900,12700,11450,11500,432054,115000.0,10000000.0
2016-09-27,11450,14600,11150,14600,1753978,146000.0,10000000.0
2016-09-28,14600,15050,13400,14200,842847,142000.0,10000000.0
2016-09-29,14000,15300,13800,14900,604879,149000.0,10000000.0
2016-09-30,14650,15550,13950,14850,875239,148500.0,10000000.0
2016-10-04,15500,15900,14500,15100,561610,151000.0,10000000.0
2016-10-05,15100,15150,13800,14100,482489,141000.0,10000000.0
2016-10-06,14200,14650,13500,14100,624108,141000.0,10000000.0
2016-10-07,14100,14650,12700,13250,655707,132500.0,10000000.0
2016-10-10,13000,13350,12200,12500,667387,125000.0,10000000.0
2016-10-11,12750,12800,11300,11950,1305799,119500.0,10000000.0
2016-10-12,11800,12100,10900,11100,885187,111000.0,10000000.0
2016-10-13,11100,11500,10800,11150,980776,111500.0,10000000.0
2016-10-14,11050,11200,10600,10700,623407,107000.0,10000000.0
2016-10-17,10850,11100,10300,10950,849166,109500.0,10000000.0
2016-10-18,10850,11250,10800,11150,545749,111500.0,10000000.0
2016-10-19,11150,11200,10450,10450,410285,104500.0,10000000.0
2016-10-20,10550,10750,9990,10600,760409,106000.0,10000000.0
2016-10-21,10550,11050,10300,10750,516261,107500.0,10000000.0
2016-10-24,11400,11650,10850,11000,1072754,110000.0,10000000.0
2016-10-25,10900,11000,9820,9820,947381,98200.0,10000000.0
2016-10-26,9550,10450,9270,10200,1027439,102000.0,10000000.0
2016-10-27,10200,10350,9960,10200,484046,102000.0,10000000.0
2016-10-28,9990,10150,9600,9600,374397,96000.0,10000000.0
2016-10-31,9320,9550,8920,9120,392184,91200.0,10000000.0
2016-11-01,9010,10300,9010,9700,1054910,97000.0,10000000.0
2016-11-02,9650,10100,9400,9500,430147,95000.0,10000000.0
2016-11-03,9350,10250,9270,10250,481990,102500.0,10000000.0
2016-11-04,10300,10550,9940,10150,597140,101500.0,10000000.0
2016-11-07,10500,10750,10050,10650,400842,106500.0,10000000.0
2016-11-08,10650,10850,10250,10800,322821,108000.0,10000000.0
2016-11-09,10600,10900,9620,10150,828418,101500.0,10000000.0
2016-11-10,10400,11100,10200,11100,518054,111000.0,10000000.0
2016-11-11,11350,11450,10800,11100,543768,111000.0,10000000.0
2016-11-14,11050,11050,10600,10700,304874,107000.0,10000000.0
2016-11-15,10600,10900,10100,10400,397756,104000.0,10000000.0
2016-11-16,10450,10800,10250,10650,228320,106500.0,10000000.0
2016-11-17,10850,10900,10350,10400,260834,104000.0,10000000.0
2016-11-18,10350,10450,9790,9790,309825,97900.0,10000000.0
2016-11-21,9620,9620,9170,9380,254182,93800.0,10000000.0
2016-11-22,9390,9850,9290,9530,187263,95300.0,10000000.0
2016-11-23,9580,9680,8450,8860,454277,88600.0,10000000.0
2016-11-24,8860,9370,8550,9180,237506,91800.0,10000000.0
2016-11-25,9070,9400,8990,9400,120375,94000.0,10000000.0
2016-11-28,9290,9890,9290,9600,190885,96000.0,10000000.0
2016-11-29,9520,9640,9020,9350,239482,93500.0,10000000.0
2016-11-30,9460,10500,9410,9700,1090050,97000.0,10000000.0
2016-12-01,9650,9990,9410,9610,289317,96100.0,10000000.0
2016-12-02,9690,9690,9300,9320,113318,93200.0,10000000.0
2016-12-05,9000,9080,8650,8650,274041,86500.0,10000000.0
2016-12-06,8660,9080,8660,8900,180556,89000.0,10000000.0
2016-12-07,9100,9250,8700,9060,161430,90600.0,10000000.0
2016-12-08,9010,9220,8880,9090,171869,90900.0,10000000.0
2016-12-09,9020,10800,8980,10300,1645979,103000.0,10000000.0
2016-12-12,10100,11100,10100,10650,842460,106500.0,10000000.0
2016-12-13,10550,11300,10450,10800,361812,108000.0,10000000.0
2016-12-14,10950,11100,10450,10600,306526,106000.0,10000000.0
2016-12-15,10550,11350,10400,11250,503356,112500.0,10000000.0
2016-12-16,11250,11450,10800,10950,362930,109500.0,10000000.0
2016-12-19,11300,11850,10900,11850,911413,118500.0,10000000.0
2016-12-20,11800,11950,11450,11700,383888,117000.0,10000000.0
2016-12-21,11900,11900,11200,11500,361603,115000.0,10000000.0
2016-12-22,11400,11750,11250,11400,289162,114000.0,10000000.0
2016-12-23,11500,11950,11350,11900,327414,119000.0,10000000.0
2016-12-26,11550,11900,10450,10800,612918,108000.0,10000000.0
2016-12-27,11000,11100,10450,10600,261089,106000.0,10000000.0
2016-12-28,10700,11300,10650,11250,246921,112500.0,10000000.0
2016-12-29,11150,11700,10900,11700,199929,117000.0,10000000.0
2017-01-02,11600,12050,11350,12000,267719,120000.0,10000000.0
2017-01-03,11850,12250,11750,11950,255986,119500.0,10000000.0
2017-01-04,12100,12150,11650,11800,147931,118000.0,10000000.0
2017-01-05,11700,11850,11350,11350,154489,113500.0,10000000.0
2017-01-06,11450,11900,11250,11800,218807,118000.0,10000000.0
2017-01-09,11900,12000,11300,11400,319373,114000.0,10000000.0
2017-01-10,11300,11550,10850,11250,232156,112500.0,10000000.0
2017-01-11,11200,11450,11000,11100,154207,111000.0,10000000.0
2017-01-12,11050,11150,9970,10150,786422,101500.0,10000000.0
2017-01-13,10350,10500,9500,9800,834268,98000.0,10000000.0
2017-01-16,9720,9760,9200,9410,367112,94100.0,10000000.0
2017-01-17,9310,9660,9150,9150,309068,91500.0,10000000.0
2017-01-18,9100,9850,8890,9730,484771,97300.0,10000000.0
2017-01-19,9750,9800,9070,9070,249093,90700.0,10000000.0
2017-01-20,9050,9290,8850,9240,231805,92400.0,10000000.0
2017-01-23,9140,9310,8610,8750,163410,87500.0,10000000.0
2017-01-24,8750,9030,8520,8660,201326,86600.0,10000000.0
2017-01-25,8710,8800,8200,8390,158999,83900.0,10000000.0
2017-01-26,8350,8810,8300,8790,145461,87900.0,10000000.0
2017-01-31,8710,8840,8370,8510,113998,85100.0,10000000.0
2017-02-01,8420,8860,8370,8450,113211,84500.0,10000000.0
2017-02-02,6900,7590,6600,6720,1131509,67200.0,10000000.0
2017-02-03,6880,7110,6770,6830,321308,68300.0,10000000.0
2017-02-06,6980,7290,6890,7290,202134,72900.0,10000000.0
2017-02-07,7200,7310,6930,7000,142145,70000.0,10000000.0
2017-02-08,6950,7130,6840,7010,117163,70100.0,10000000.0
2017-02-09,7000,7090,6930,6980,75195,69800.0,10000000.0
2017-02-10,7700,8340,7120,7210,1524294,72100.0,10000000.0
2017-02-13,7150,7230,6870,7150,200573,71500.0,10000000.0
2017-02-14,7140,7420,7090,7260,186863,72600.0,10000000.0
2017-02-15,7190,7610,7190,7420,190395,74200.0,10000000.0
2017-02-16,7420,7420,7280,7380,101626,73800.0,10000000.0
2017-02-17,7390,7580,7330,7550,99505,75500.0,10000000.0
2017-02-20,7480,7960,7470,7560,419100,75600.0,10000000.0
2017-02-21,7640,7720,7520,7630,124605,76300.0,10000000.0
2017-02-22,7640,7800,7600,7650,97584,76500.0,10000000.0
2017-02-23,7710,7780,7420,7430,127749,74300.0,10000000.0
2017-02-24,7370,7520,7310,7440,59393,74400.0,10000000.0
2017-02-27,7410,7420,7010,7190,124862,71900.0,10000000.0
2017-02-28,7190,7250,7070,7240,56403,72400.0,10000000.0
2017-03-02,7190,7290,7050,7100,81113,71000.0,10000000.0
2017-03-03,7030,7140,6850,6940,110971,69400.0,10000000.0
2017-03-06,6820,7220,6700,7170,91561,71700.0,10000000.0
2017-03-07,7220,7270,7130,7240,37106,72400.0,10000000.0
2017-03-08,7330,7330,7080,7230,49166,72300.0,10000000.0
2017-03-09,7250,7540,7240,7400,217327,74000.0,10000000.0
2017-03-10,7410,8570,6750,8150,1288632,81500.0,10000000.0
2017-03-13,8230,8420,8030,8310,410928,83100.0,10000000.0
2017-03-14,8300,8550,8090,8520,280917,85200.0,10000000.0
2017-03-15,8600,8920,8460,8720,404478,87200.0,10000000.0
2017-03-16,8720,8890,8510,8630,203730,86300.0,10000000.0
2017-03-17,8670,8670,8200,8300,231716,83000.0,10000000.0
2017-03-20,8270,8280,7940,7980,180344,79800.0,10000000.0
2017-03-21,7980,8210,7900,7930,133307,79300.0,10000000.0
2017-03-22,7940,8000,7830,7900,65841,79000.0,10000000.0
2017-03-23,7930,8070,7640,7690,116109,76900.0,10000000.0
