나이벡(138610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-10-04,5894,5961,5457,5813,352281,23720.0,3364561.0
2011-10-05,5976,5976,5045,5046,360053,20591.0,3364561.0
2011-10-06,5284,5465,5111,5111,324034,20860.0,3364561.0
2011-10-07,5284,5474,5284,5318,261383,21701.0,3364561.0
2011-10-10,5325,6109,5275,6101,660029,24898.0,3364561.0
2011-10-11,6182,6381,5952,5970,640189,24359.0,3364561.0
2011-10-12,6018,6364,5853,6291,422851,25672.0,3364561.0
2011-10-13,6389,6586,6257,6274,386448,25604.0,3364561.0
2011-10-14,6298,6348,5927,6018,227158,24561.0,3364561.0
2011-10-17,6182,6405,6035,6282,353163,25638.0,3364561.0
2011-10-18,6059,6306,5976,6018,281863,24561.0,3364561.0
2011-10-19,6175,6529,6075,6431,472107,26244.0,3364561.0
2011-10-20,6702,7156,6356,6365,823172,25974.0,3364561.0
2011-10-21,6686,6801,6372,6481,266300,26445.0,3364561.0
2011-10-24,6719,6752,6512,6621,294215,27017.0,3364561.0
2011-10-25,6636,6793,6298,6315,379120,25773.0,3364561.0
2011-10-26,6182,6389,6092,6266,182466,25571.0,3364561.0
2011-10-27,6356,6446,6208,6208,190626,25335.0,3364561.0
2011-10-28,6348,6413,5746,5845,271625,23855.0,3364561.0
2011-10-31,5902,6092,5779,6011,157459,24528.0,3364561.0
2011-11-01,5878,5976,5820,5845,99393,23855.0,3364561.0
2011-11-02,5524,5680,5457,5623,114182,22946.0,3364561.0
2011-11-03,5771,5976,5647,5813,112158,23720.0,3364561.0
2011-11-04,5935,6018,5878,5911,110983,24124.0,3364561.0
2011-11-07,5894,6158,5886,5895,110784,24057.0,3364561.0
2011-11-08,5935,6001,5828,5829,119085,23787.0,3364561.0
2011-11-09,5902,6001,5771,5804,116945,23687.0,3364561.0
2011-11-10,5548,5655,5325,5326,140534,21735.0,3364561.0
2011-11-11,5391,5564,5391,5467,58332,22307.0,3364561.0
2011-11-14,5696,5696,5572,5574,73527,22744.0,3364561.0
2011-11-15,5524,5548,5342,5343,101783,21802.0,3364561.0
2011-11-16,5375,5515,5161,5211,96722,21264.0,3364561.0
2011-11-17,5177,5638,5037,5392,221238,22004.0,3364561.0
2011-11-18,5358,5457,5218,5277,80021,21533.0,3364561.0
2011-11-21,5301,5498,5275,5277,77677,21533.0,3364561.0
2011-11-22,5235,5334,5201,5277,59401,21533.0,3364561.0
2011-11-23,5317,5367,4633,4971,94550,20288.0,3364561.0
2011-11-24,4838,5004,4822,4930,54627,20120.0,3364561.0
2011-11-25,4831,4921,4525,4551,114701,18572.0,3364561.0
2011-11-28,4567,4731,4567,4659,77817,19010.0,3364561.0
2011-11-29,4757,4764,4650,4716,67150,19245.0,3364561.0
2011-11-30,4757,4757,4617,4650,58983,18976.0,3364561.0
2011-12-01,4781,4897,4650,4749,93569,19380.0,3364561.0
2011-12-02,4715,5457,4715,5458,372058,22273.0,3364561.0
2011-12-05,5680,6001,5581,5648,423574,23047.0,3364561.0
2011-12-06,5762,5787,5350,5400,223926,22038.0,3364561.0
2011-12-07,5441,5853,5408,5623,299060,22946.0,3364561.0
2011-12-08,5729,6463,5729,6464,1142147,26378.0,3364561.0
2011-12-09,6719,7296,6101,6233,1122589,25436.0,3364561.0
2011-12-12,6348,6661,6199,6200,542085,25301.0,3364561.0
2011-12-13,6199,6975,5911,6514,1047911,26580.0,3364561.0
2011-12-14,6512,6595,6001,6052,265025,24696.0,3364561.0
2011-12-15,5985,5993,5564,5574,200801,22744.0,3364561.0
2011-12-16,5614,5935,5589,5722,132982,23350.0,3364561.0
2011-12-19,5771,5771,4864,5030,263009,20524.0,3364561.0
2011-12-20,5087,5235,5087,5111,98997,20860.0,3364561.0
2011-12-21,5350,5416,5161,5161,129828,21062.0,3364561.0
2011-12-22,5185,5927,5177,5928,349240,24191.0,3364561.0
2011-12-23,6035,6389,5771,5771,693811,23552.0,3364561.0
2011-12-26,5812,5976,5729,5878,165789,23989.0,3364561.0
2011-12-27,5878,5944,5482,5500,169381,22442.0,3364561.0
2011-12-28,5482,5878,5424,5581,155765,22778.0,3364561.0
2011-12-29,5638,5976,5375,5581,267437,22778.0,3364561.0
2012-01-02,5672,5902,5605,5854,139774,23888.0,3364561.0
2012-01-03,5952,6092,5836,5854,196306,23888.0,3364561.0
2012-01-04,5927,5935,5688,5780,162108,23586.0,3364561.0
2012-01-05,5787,6645,5787,6455,1094572,26345.0,3364561.0
2012-01-06,6430,6438,5968,6118,430865,24965.0,3364561.0
2012-01-09,6059,6331,5944,6175,236141,25201.0,3364561.0
2012-01-10,6199,6479,6133,6250,281213,25503.0,3364561.0
2012-01-11,6249,6471,6059,6068,245586,24763.0,3364561.0
2012-01-12,6166,6249,6009,6068,137987,24763.0,3364561.0
2012-01-13,6101,6306,6059,6291,187228,25672.0,3364561.0
2012-01-16,6199,6603,6158,6604,353149,26950.0,3364561.0
2012-01-17,6678,6727,6422,6422,286013,26210.0,3364561.0
2012-01-18,6430,6521,6109,6192,195698,25268.0,3364561.0
2012-01-19,6208,6257,5812,5920,240797,24158.0,3364561.0
2012-01-20,5935,5935,5771,5797,111050,23653.0,3364561.0
2012-01-25,5853,5911,5820,5887,48887,24023.0,3364561.0
2012-01-26,5902,6042,5795,5904,101940,24090.0,3364561.0
2012-01-27,5961,5961,5804,5813,67235,23720.0,3364561.0
2012-01-30,5787,5919,5581,5607,84644,22879.0,3364561.0
2012-01-31,5605,5787,5548,5697,71076,23249.0,3364561.0
2012-02-01,5631,5754,5622,5705,70231,23283.0,3364561.0
2012-02-02,5705,5968,5688,5911,100018,24124.0,3364561.0
2012-02-03,5961,5961,5787,5797,56232,23653.0,3364561.0
2012-02-06,5812,5894,5647,5656,72001,23081.0,3364561.0
2012-02-07,5672,5721,5605,5623,67678,22946.0,3364561.0
2012-02-08,5688,6463,5548,6464,292481,26378.0,3364561.0
2012-02-09,6496,6653,5902,6192,414801,25268.0,3364561.0
2012-02-10,6191,7106,6133,6761,823802,27589.0,3364561.0
2012-02-13,6785,7016,6512,6662,259852,27186.0,3364561.0
2012-02-14,6809,7576,6678,6892,640399,28128.0,3364561.0
2012-02-15,6859,7065,6719,6719,219370,27421.0,3364561.0
2012-02-16,6619,7007,6422,6547,456931,26715.0,3364561.0
2012-02-17,6479,6776,6471,6670,229247,27219.0,3364561.0
2012-02-20,6636,6867,6595,6645,102439,27118.0,3364561.0
2012-02-21,6612,6842,6545,6662,162411,27186.0,3364561.0
2012-02-22,6694,7049,6579,6885,216062,28094.0,3364561.0
2012-02-23,6900,7139,6603,6629,204889,27051.0,3364561.0
2012-02-24,6619,6793,6479,6481,132768,26445.0,3364561.0
2012-02-27,6479,6619,6339,6348,126416,25907.0,3364561.0
2012-02-28,6372,6529,6182,6208,116248,25335.0,3364561.0
2012-02-29,6208,6512,6208,6348,110875,25907.0,3364561.0
2012-03-02,6364,6619,6306,6415,81524,26176.0,3364561.0
2012-03-05,6348,6570,6265,6307,54026,25739.0,3364561.0
2012-03-06,6306,6389,5935,6018,110460,24561.0,3364561.0
2012-03-07,5878,6109,5869,5978,33481,24393.0,3364561.0
2012-03-08,6092,6101,5976,6035,32672,24629.0,3364561.0
2012-03-09,6042,6422,6035,6225,90196,25402.0,3364561.0
2012-03-12,6265,6315,6117,6192,45562,25268.0,3364561.0
2012-03-13,6208,6471,6191,6225,134381,25402.0,3364561.0
2012-03-14,6273,6413,6208,6233,85133,25436.0,3364561.0
2012-03-15,6298,6298,5935,6044,56897,24662.0,3364561.0
2012-03-16,6018,6273,6018,6060,48598,24730.0,3364561.0
2012-03-19,6166,6166,6035,6085,28310,24830.0,3364561.0
2012-03-20,6059,6125,5985,5994,36884,24460.0,3364561.0
2012-03-21,5944,6042,5911,5920,33802,24158.0,3364561.0
2012-03-22,5976,5976,5605,5664,104810,23115.0,3364561.0
2012-03-23,5647,5721,5589,5648,33304,23047.0,3364561.0
2012-03-26,5688,5828,5638,5640,60657,23014.0,3364561.0
2012-03-27,5672,5738,5589,5681,51146,23182.0,3364561.0
2012-03-28,5729,5729,5399,5434,86778,22172.0,3364561.0
2012-03-29,5399,5399,5177,5244,80675,21399.0,3364561.0
2012-03-30,5243,5465,5152,5334,46174,21769.0,3364561.0
2012-04-02,5358,5424,5218,5244,19592,21399.0,3364561.0
2012-04-03,5317,5334,5152,5203,29253,21230.0,3364561.0
2012-04-04,5161,5227,4946,5030,74113,20524.0,3364561.0
2012-04-05,5070,5070,4781,4906,41061,20019.0,3364561.0
2012-04-06,4847,5004,4847,4971,10670,20288.0,3364561.0
2012-04-09,4921,4946,4591,4667,40087,19043.0,3364561.0
2012-04-10,4542,4847,4542,4600,35746,18774.0,3364561.0
2012-04-12,4608,4740,4608,4716,14344,19245.0,3364561.0
2012-04-13,4657,5037,4657,4906,19994,20019.0,3364561.0
2012-04-16,4930,5268,4781,4980,59356,20322.0,3364561.0
2012-04-17,5087,5168,4954,5037,18555,20557.0,3364561.0
2012-04-18,5161,5161,4946,5071,15605,20692.0,3364561.0
2012-04-19,5144,5144,4905,4906,17744,20019.0,3364561.0
2012-04-20,4995,4995,4814,4906,9384,20019.0,3364561.0
2012-04-23,4979,4979,4806,4856,6022,19817.0,3364561.0
2012-04-24,4707,4748,4617,4674,26636,19077.0,3364561.0
2012-04-25,4674,4773,4617,4659,6309,19010.0,3364561.0
2012-04-26,4657,4715,4460,4526,24026,18471.0,3364561.0
2012-04-27,4525,4575,4394,4419,15520,18034.0,3364561.0
2012-04-30,4435,4435,4303,4386,26750,17899.0,3364561.0
2012-05-02,4328,4575,4328,4576,15082,18673.0,3364561.0
2012-05-03,4617,4657,4476,4502,5589,18371.0,3364561.0
2012-05-04,4460,4600,4427,4560,10453,18606.0,3364561.0
2012-05-07,4534,4650,4468,4609,15123,18808.0,3364561.0
2012-05-08,4591,4690,4550,4650,14500,18976.0,3364561.0
2012-05-09,4682,4682,4558,4584,9111,18707.0,3364561.0
2012-05-10,4665,4665,4493,4534,13599,18505.0,3364561.0
2012-05-11,4641,4641,4451,4534,12227,18505.0,3364561.0
2012-05-14,4542,4542,4344,4411,17511,18000.0,3364561.0
2012-05-15,4287,4493,4146,4279,22710,17462.0,3364561.0
2012-05-16,4180,4261,3998,4040,40337,16486.0,3364561.0
2012-05-17,3957,4076,3957,4056,16026,16554.0,3364561.0
2012-05-18,3919,4006,3791,3793,34060,15477.0,3364561.0
2012-05-21,3763,3857,3750,3859,15194,15746.0,3364561.0
2012-05-22,3883,4092,3883,4089,9718,16688.0,3364561.0
2012-05-23,4113,4113,3957,4065,5326,16587.0,3364561.0
2012-05-24,4092,4092,3969,3999,10071,16318.0,3364561.0
2012-05-25,3957,4076,3928,3990,15341,16284.0,3364561.0
2012-05-29,4026,4121,3981,4110,7409,16772.0,3364561.0
2012-05-30,4121,4121,3990,4056,10143,16554.0,3364561.0
2012-05-31,3961,4118,3899,4077,11119,16638.0,3364561.0
2012-06-01,4154,4163,4031,4032,7236,16453.0,3364561.0
2012-06-04,4023,4023,3750,3834,24004,15645.0,3364561.0
2012-06-05,3791,3891,3791,3821,18999,15595.0,3364561.0
2012-06-07,3874,3948,3837,3908,18053,15948.0,3364561.0
2012-06-08,3878,3948,3829,3875,7535,15813.0,3364561.0
2012-06-11,3874,4410,3874,4230,36336,17260.0,3364561.0
2012-06-12,4076,4320,4076,4246,17494,17327.0,3364561.0
2012-06-13,4228,4401,4121,4287,17416,17496.0,3364561.0
2012-06-14,4270,4361,4035,4163,38287,16991.0,3364561.0
2012-06-15,4130,4196,4023,4110,23794,16772.0,3364561.0
2012-06-18,4113,4187,4109,4147,9092,16924.0,3364561.0
2012-06-19,4220,4220,4068,4197,19008,17126.0,3364561.0
2012-06-20,4146,4270,4105,4246,28182,17327.0,3364561.0
2012-06-21,4254,4880,4254,4881,178154,19918.0,3364561.0
2012-06-22,5177,5358,4880,4947,341960,20187.0,3364561.0
2012-06-25,5111,5227,4930,5161,125293,21062.0,3364561.0
2012-06-26,5161,5177,4897,4988,51380,20356.0,3364561.0
2012-06-27,4995,4995,4698,4790,63590,19548.0,3364561.0
2012-06-28,4806,4864,4617,4659,65331,19010.0,3364561.0
2012-06-29,4707,4814,4583,4700,29894,19178.0,3364561.0
2012-07-02,4773,5399,4698,5400,384830,22038.0,3364561.0
2012-07-03,5218,5325,4946,4947,465122,20187.0,3364561.0
2012-07-04,5020,5037,4847,4848,88203,19784.0,3364561.0
2012-07-05,4864,5168,4781,4930,112079,20120.0,3364561.0
2012-07-06,4979,5004,4781,4799,52846,19582.0,3364561.0
2012-07-09,4847,4847,4698,4766,20057,19447.0,3364561.0
2012-07-10,4764,4790,4542,4600,61350,18774.0,3364561.0
2012-07-11,4617,4764,4617,4708,29932,19212.0,3364561.0
2012-07-12,4682,4764,4534,4543,27580,18539.0,3364561.0
2012-07-13,4542,4591,4245,4353,25633,17765.0,3364561.0
2012-07-16,4401,4427,4353,4378,11554,17866.0,3364561.0
2012-07-17,4418,4650,4418,4477,31904,18270.0,3364561.0
2012-07-18,4493,4608,4311,4452,23302,18169.0,3364561.0
2012-07-19,4509,4509,4344,4370,11961,17832.0,3364561.0
2012-07-20,4320,4740,4237,4419,83642,18034.0,3364561.0
2012-07-23,4418,4418,4237,4246,22986,17327.0,3364561.0
2012-07-24,4287,4287,3998,4056,33225,16554.0,3364561.0
2012-07-25,3895,4105,3833,4081,41479,16655.0,3364561.0
2012-07-26,4018,4138,4002,4073,9028,16621.0,3364561.0
2012-07-27,4088,4187,4056,4130,17237,16856.0,3364561.0
2012-07-30,4109,4228,4101,4147,13049,16924.0,3364561.0
2012-07-31,4196,4196,4105,4123,7422,16823.0,3364561.0
2012-08-01,4121,4213,4121,4139,7274,16890.0,3364561.0
2012-08-02,4204,4204,4085,4085,8118,16671.0,3364561.0
2012-08-03,4043,4121,4039,4097,6316,16722.0,3364561.0
2012-08-06,4187,4187,4056,4130,16114,16856.0,3364561.0
2012-08-07,4105,4401,4092,4205,37338,17159.0,3364561.0
2012-08-08,4180,4278,4146,4156,14630,16957.0,3364561.0
2012-08-09,4180,4180,4072,4106,17006,16756.0,3364561.0
2012-08-10,4154,4163,4088,4123,14892,16823.0,3364561.0
2012-08-13,4171,4270,4105,4130,34380,16856.0,3364561.0
2012-08-14,4121,4278,4121,4189,20672,17092.0,3364561.0
2012-08-16,4163,4287,4163,4213,22743,17193.0,3364561.0
2012-08-17,4220,4311,4171,4189,16234,17092.0,3364561.0
2012-08-20,4204,4278,4146,4263,21031,17395.0,3364561.0
2012-08-21,4294,4294,4204,4230,17885,17260.0,3364561.0
2012-08-22,4287,4287,4088,4139,41591,16890.0,3364561.0
2012-08-23,4163,4196,4080,4147,38905,16924.0,3364561.0
2012-08-24,4130,4213,4092,4106,29423,16756.0,3364561.0
2012-08-27,4163,4163,4059,4110,14634,16772.0,3364561.0
2012-08-28,4080,4220,4039,4097,16481,16722.0,3364561.0
2012-08-29,4059,4245,4059,4213,39203,17193.0,3364561.0
2012-08-30,4220,4558,4163,4378,92223,17866.0,3364561.0
2012-08-31,4410,4410,4261,4386,19968,17899.0,3364561.0
2012-09-03,4344,4484,4344,4386,19094,17899.0,3364561.0
2012-09-04,4435,4435,4180,4279,30150,17462.0,3364561.0
2012-09-05,4245,4311,4171,4197,15421,17126.0,3364561.0
2012-09-06,4171,4303,4171,4180,13605,17058.0,3364561.0
2012-09-07,4196,4294,4196,4287,16474,17496.0,3364561.0
2012-09-10,4328,4427,4245,4279,42097,17462.0,3364561.0
2012-09-11,4204,4278,4204,4213,23767,17193.0,3364561.0
2012-09-12,4220,4278,4196,4263,30799,17395.0,3364561.0
2012-09-13,4320,4509,4245,4460,93166,18202.0,3364561.0
2012-09-14,4534,4608,4418,4560,58044,18606.0,3364561.0
2012-09-17,4525,4682,4385,4534,81476,18505.0,3364561.0
2012-09-18,4600,5152,4591,4906,446881,20019.0,3364561.0
2012-09-19,4905,4995,4822,4906,95588,20019.0,3364561.0
2012-09-20,4921,5053,4831,4831,52939,19716.0,3364561.0
2012-09-21,4847,4995,4633,4741,79717,19346.0,3364561.0
2012-09-24,4822,5102,4757,5013,138851,20457.0,3364561.0
2012-09-25,5053,5053,4872,4939,45349,20154.0,3364561.0
2012-09-26,4946,5185,4905,4997,96513,20389.0,3364561.0
2012-09-27,4946,5094,4838,4930,53915,20120.0,3364561.0
2012-09-28,4946,4946,4715,4782,73429,19514.0,3364561.0
2012-10-02,4781,4897,4657,4700,35381,19178.0,3364561.0
2012-10-04,4748,4814,4657,4782,39689,19514.0,3364561.0
2012-10-05,4731,4880,4731,4782,28877,19514.0,3364561.0
2012-10-08,4781,5102,4715,4881,83874,19918.0,3364561.0
2012-10-09,4962,5111,4831,5030,75530,20524.0,3364561.0
2012-10-10,5028,5152,4864,4864,79090,19851.0,3364561.0
2012-10-11,4921,4921,4731,4799,29972,19582.0,3364561.0
2012-10-12,4781,4880,4657,4659,51734,19010.0,3364561.0
2012-10-15,4617,4740,4401,4493,96726,18337.0,3364561.0
2012-10-16,4558,4558,4435,4534,39748,18505.0,3364561.0
2012-10-17,4525,4641,4451,4460,20658,18202.0,3364561.0
2012-10-18,4460,4484,4344,4345,30836,17731.0,3364561.0
2012-10-19,4344,4361,4270,4345,22969,17731.0,3364561.0
2012-10-22,4311,4435,4254,4345,9880,17731.0,3364561.0
2012-10-23,4369,4410,4204,4329,17744,17664.0,3364561.0
2012-10-24,4245,4294,4154,4287,23461,17496.0,3364561.0
2012-10-25,4213,4320,4163,4205,17019,17159.0,3364561.0
2012-10-26,4204,4204,4080,4123,44539,16823.0,3364561.0
2012-10-29,4180,4180,3907,3966,23553,16184.0,3364561.0
2012-10-30,3800,3994,3791,3916,31714,15982.0,3364561.0
2012-10-31,3957,4064,3895,3912,30484,15965.0,3364561.0
2012-11-01,3932,3932,3829,3871,16038,15797.0,3364561.0
2012-11-02,3994,3994,3891,3933,7091,16049.0,3364561.0
2012-11-05,3895,3973,3895,3949,9033,16116.0,3364561.0
2012-11-06,3978,3978,3907,3957,15586,16150.0,3364561.0
2012-11-07,3944,3969,3870,3879,21235,15830.0,3364561.0
2012-11-08,3874,3924,3845,3883,12756,15847.0,3364561.0
2012-11-09,3833,3883,3821,3850,12033,15712.0,3364561.0
2012-11-12,3850,3874,3800,3854,7667,15729.0,3364561.0
2012-11-13,3857,3916,3800,3842,9614,15679.0,3364561.0
2012-11-14,3878,3878,3788,3814,18858,15561.0,3364561.0
2012-11-15,3850,3850,3619,3628,18543,14804.0,3364561.0
2012-11-16,3627,3627,3339,3351,45009,13677.0,3364561.0
2012-11-19,3441,3441,3330,3384,12188,13812.0,3364561.0
2012-11-20,3384,3408,3359,3368,14094,13744.0,3364561.0
2012-11-21,3425,3425,3354,3372,13206,13761.0,3364561.0
2012-11-22,3437,3437,3309,3364,12405,13727.0,3364561.0
2012-11-23,3363,3420,3339,3356,9630,13694.0,3364561.0
2012-11-26,3454,3454,3351,3351,8197,13677.0,3364561.0
2012-11-27,3404,3404,3194,3256,31824,13290.0,3364561.0
2012-11-28,3322,3330,3124,3290,44253,13425.0,3364561.0
2012-11-29,3277,3380,3214,3232,34544,13189.0,3364561.0
2012-11-30,3280,3289,3173,3207,14564,13088.0,3364561.0
2012-12-03,3256,3256,3182,3182,13862,12987.0,3364561.0
2012-12-04,3199,3252,3178,3232,10924,13189.0,3364561.0
2012-12-05,3214,3277,3173,3232,16356,13189.0,3364561.0
2012-12-06,3285,3330,3211,3331,13040,13593.0,3364561.0
2012-12-07,3330,3371,3223,3343,6807,13643.0,3364561.0
2012-12-10,3363,3363,3297,3327,5195,13576.0,3364561.0
2012-12-11,3367,3367,3260,3315,15815,13526.0,3364561.0
2012-12-12,3359,3359,3280,3315,5575,13526.0,3364561.0
2012-12-13,3297,3420,3297,3315,7739,13526.0,3364561.0
2012-12-14,3313,3363,3309,3356,15798,13694.0,3364561.0
2012-12-17,3413,3413,3301,3327,12404,13576.0,3364561.0
2012-12-18,3367,3367,3199,3249,17379,13256.0,3364561.0
2012-12-20,3256,3285,3214,3270,7338,13340.0,3364561.0
2012-12-21,3313,3313,3231,3294,14288,13441.0,3364561.0
2012-12-24,3260,3306,3211,3216,18061,13122.0,3364561.0
2012-12-26,3256,3297,3173,3273,29849,13357.0,3364561.0
2012-12-27,3330,3330,3231,3282,10268,13391.0,3364561.0
2012-12-28,3408,3408,3247,3298,5132,13458.0,3364561.0
2013-01-02,3313,3354,3247,3302,9976,13475.0,3364561.0
2013-01-03,3285,3594,3285,3438,36524,14030.0,3364561.0
2013-01-04,3508,3528,3354,3446,18523,14064.0,3364561.0
2013-01-07,3454,3606,3446,3517,32412,14350.0,3364561.0
2013-01-08,3569,3631,3470,3545,21156,14468.0,3364561.0
2013-01-09,3528,3622,3503,3512,15765,14333.0,3364561.0
2013-01-10,3577,3577,3495,3512,19714,14333.0,3364561.0
2013-01-11,3528,3532,3470,3504,20791,14299.0,3364561.0
2013-01-14,3528,3536,3482,3496,9126,14266.0,3364561.0
2013-01-15,3573,3573,3454,3496,15670,14266.0,3364561.0
2013-01-16,3474,3541,3396,3422,11581,13963.0,3364561.0
2013-01-17,3387,3470,3342,3348,17079,13660.0,3364561.0
2013-01-18,3380,3413,3264,3315,18586,13526.0,3364561.0
2013-01-21,3318,3404,3277,3315,9115,13526.0,3364561.0
2013-01-22,3380,3627,3326,3570,69569,14569.0,3364561.0
2013-01-23,3561,4101,3441,4102,210961,16739.0,3364561.0
2013-01-24,3998,4534,3969,4032,363091,16453.0,3364561.0
2013-01-25,4097,4138,3850,3954,63499,16133.0,3364561.0
2013-01-28,3948,3990,3791,3982,42400,16251.0,3364561.0
2013-01-29,3895,4039,3829,3854,26680,15729.0,3364561.0
2013-01-30,3944,4270,3845,4172,101762,17025.0,3364561.0
2013-01-31,4245,4245,3891,3921,53427,15998.0,3364561.0
2013-02-01,3998,4080,3833,4028,26022,16436.0,3364561.0
2013-02-04,4072,4204,3952,4044,27288,16503.0,3364561.0
2013-02-05,4187,4187,4014,4139,23878,16890.0,3364561.0
2013-02-06,4121,4187,3998,4007,29786,16352.0,3364561.0
2013-02-07,3981,4039,3874,3957,17409,16150.0,3364561.0
2013-02-08,3994,3994,3791,3949,24308,16116.0,3364561.0
2013-02-12,3916,3948,3817,3842,21802,15679.0,3364561.0
2013-02-13,3841,3886,3808,3814,14059,15561.0,3364561.0
2013-02-14,3800,3936,3796,3871,10864,15797.0,3364561.0
2013-02-15,3936,4031,3833,3916,19571,15982.0,3364561.0
2013-02-18,3990,3994,3800,3982,33753,16251.0,3364561.0
2013-02-19,3978,3978,3874,3900,18901,15914.0,3364561.0
2013-02-20,3883,3916,3817,3908,19513,15948.0,3364561.0
2013-02-21,3919,3919,3808,3850,13790,15712.0,3364561.0
2013-02-22,3891,3891,3771,3817,26451,15578.0,3364561.0
2013-02-25,3817,3850,3763,3800,20169,15511.0,3364561.0
2013-02-26,3817,3817,3759,3793,13625,15477.0,3364561.0
2013-02-27,3841,3841,3759,3814,15241,15561.0,3364561.0
2013-02-28,3841,3841,3767,3805,13936,15527.0,3364561.0
2013-03-04,3833,3833,3763,3785,6716,15443.0,3364561.0
2013-03-05,3829,3829,3783,3788,7658,15460.0,3364561.0
2013-03-06,3791,3829,3783,3788,10938,15460.0,3364561.0
2013-03-07,3808,4039,3776,4007,46498,16352.0,3364561.0
2013-03-08,3961,4035,3919,3957,25459,16150.0,3364561.0
2013-03-11,3965,3965,3837,3859,19346,15746.0,3364561.0
2013-03-12,3845,3919,3796,3883,22429,15847.0,3364561.0
2013-03-13,3850,4088,3850,4065,50177,16587.0,3364561.0
2013-03-14,4154,4154,3978,4089,23217,16688.0,3364561.0
2013-03-15,4056,4080,4018,4023,8422,16419.0,3364561.0
2013-03-18,4010,4121,3978,4040,22795,16486.0,3364561.0
2013-03-19,4118,4118,3978,4036,16490,16470.0,3364561.0
2013-03-20,4072,4072,3903,3904,28969,15931.0,3364561.0
2013-03-21,3919,3919,3874,3883,15901,15847.0,3364561.0
