메가스터디교육(215200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-22,22950,23600,22500,23100,61405,271699.0,11761880.0
2018-10-23,23100,23450,21350,21400,84929,251704.0,11761880.0
2018-10-24,21400,21750,19800,20350,129603,239354.0,11761880.0
2018-10-25,20000,20000,18450,19100,153064,224652.0,11761880.0
2018-10-26,19700,19800,17350,18050,187534,212302.0,11761880.0
2018-10-29,17650,18800,16350,16550,159644,194659.0,11761880.0
2018-10-30,15800,18600,15550,18200,200157,214066.0,11761880.0
2018-10-31,18350,18600,17550,18200,73767,214066.0,11761880.0
2018-11-01,18400,20200,18250,19400,101155,228180.0,11761880.0
2018-11-02,19400,21300,19400,21000,136116,246999.0,11761880.0
2018-11-05,21000,21250,19950,20250,68996,238178.0,11761880.0
2018-11-06,21000,21900,20150,21400,74407,251704.0,11761880.0
2018-11-07,21500,22800,20950,21900,111314,257585.0,11761880.0
2018-11-08,21950,22800,21900,22700,97344,266995.0,11761880.0
2018-11-09,23400,24750,22600,24750,211572,291107.0,11761880.0
2018-11-12,24800,24850,24100,24450,113612,287578.0,11761880.0
2018-11-13,24450,25900,24150,25250,202325,296987.0,11761880.0
2018-11-14,25150,27650,24650,26900,191691,316395.0,11761880.0
2018-11-15,27150,27200,25800,26900,75095,316395.0,11761880.0
2018-11-16,26550,27550,25200,27350,154492,321687.0,11761880.0
2018-11-19,27100,27600,26500,27200,82085,319923.0,11761880.0
2018-11-20,27000,29000,26050,28700,181613,337566.0,11761880.0
2018-11-21,28400,29200,27750,28500,233551,335214.0,11761880.0
2018-11-22,28250,29000,27350,27500,76753,323452.0,11761880.0
2018-11-23,27450,28100,26200,27600,88209,324628.0,11761880.0
2018-11-26,27600,29450,27600,28500,173521,335214.0,11761880.0
2018-11-27,28800,29500,28200,29050,101630,341683.0,11761880.0
2018-11-28,29100,30550,29000,30450,163660,358149.0,11761880.0
2018-11-29,30700,31000,30100,30550,69611,359325.0,11761880.0
2018-11-30,30700,30700,29700,30050,92607,353444.0,11761880.0
2018-12-03,30000,30250,28100,28250,185887,332273.0,11761880.0
2018-12-04,28550,29350,28500,29100,146811,342271.0,11761880.0
2018-12-05,28700,30000,28400,29650,78554,348740.0,11761880.0
2018-12-06,29400,29800,28600,29450,92904,346387.0,11761880.0
2018-12-07,29750,29900,28850,29450,97373,346387.0,11761880.0
2018-12-10,28800,29600,28700,29550,79352,347564.0,11761880.0
2018-12-11,29200,29750,27100,27900,114200,328156.0,11761880.0
2018-12-12,27550,28850,26500,28750,100971,338154.0,11761880.0
2018-12-13,28400,30000,28000,29000,414671,341095.0,11761880.0
2018-12-14,29350,29350,26500,27100,186085,318747.0,11761880.0
2018-12-17,27100,27850,26600,26950,72447,316983.0,11761880.0
2018-12-18,26700,27400,26250,26250,55132,308749.0,11761880.0
2018-12-19,26100,27650,26000,27650,65358,325216.0,11761880.0
2018-12-20,27450,28450,26700,27800,67248,326980.0,11761880.0
2018-12-21,28400,28600,27800,28300,76144,332861.0,11761880.0
2018-12-24,28250,28700,27000,27000,76127,317571.0,11761880.0
2018-12-26,26950,27450,25850,26600,75049,312866.0,11761880.0
2018-12-27,26950,27350,25850,26050,50297,306397.0,11761880.0
2018-12-28,26500,27000,25800,25950,60697,305221.0,11761880.0
2019-01-02,26050,26650,25000,25050,63886,294635.0,11761880.0
2019-01-03,25000,26000,24600,24650,52453,289930.0,11761880.0
2019-01-04,24500,26100,23600,26000,49994,305809.0,11761880.0
2019-01-07,26000,26850,25700,26400,53527,310514.0,11761880.0
2019-01-08,26150,27050,25750,26500,55491,311690.0,11761880.0
2019-01-09,26200,26950,26150,26800,28100,315218.0,11761880.0
2019-01-10,26550,27700,25800,27600,92144,324628.0,11761880.0
2019-01-11,28000,28850,27200,28600,87681,336390.0,11761880.0
2019-01-14,28350,29650,28350,29400,115753,345799.0,11761880.0
2019-01-15,29700,30850,29200,30800,170168,362266.0,11761880.0
2019-01-16,30850,31150,30000,30450,74755,358149.0,11761880.0
2019-01-17,30050,31750,29750,31550,110622,371087.0,11761880.0
2019-01-18,32300,33500,31400,32550,201149,382849.0,11761880.0
2019-01-21,32250,33200,31600,31850,105414,374616.0,11761880.0
2019-01-22,32100,33650,31450,33450,142718,393435.0,11761880.0
2019-01-23,33450,33450,31450,32800,127200,385790.0,11761880.0
2019-01-24,32500,33200,32200,32600,52344,383437.0,11761880.0
2019-01-25,32100,33950,31800,33350,130124,392259.0,11761880.0
2019-01-28,32650,33250,30900,32100,108181,377556.0,11761880.0
2019-01-29,32050,32050,30900,31350,90219,368735.0,11761880.0
2019-01-30,31050,32300,31050,31700,95638,372852.0,11761880.0
2019-01-31,31700,32600,31000,32000,66826,376380.0,11761880.0
2019-02-01,31600,32550,31450,32300,65581,379909.0,11761880.0
2019-02-07,32350,32950,31650,32300,79968,379909.0,11761880.0
2019-02-08,32100,34850,32100,34450,185812,405197.0,11761880.0
2019-02-11,34450,35500,33850,34850,131231,409902.0,11761880.0
2019-02-12,34500,34850,33450,33900,81101,398728.0,11761880.0
2019-02-13,33800,35000,33300,34550,104855,406373.0,11761880.0
2019-02-14,34550,36950,34500,36900,213696,434013.0,11761880.0
2019-02-15,36250,37250,36250,37000,96532,435190.0,11761880.0
2019-02-18,37000,37100,34950,35150,113444,413430.0,11761880.0
2019-02-19,35000,35100,33450,34000,136620,399904.0,11761880.0
2019-02-20,34100,34300,33300,34000,105534,399904.0,11761880.0
2019-02-21,34050,34400,33300,33900,90638,398728.0,11761880.0
2019-02-22,33800,34050,33000,33500,86632,394023.0,11761880.0
2019-02-25,33800,34050,33450,33650,46508,395787.0,11761880.0
2019-02-26,33650,33900,33100,33300,60441,391671.0,11761880.0
2019-02-27,33050,34500,33050,33950,108130,399316.0,11761880.0
2019-02-28,33600,34400,32800,33350,138484,392259.0,11761880.0
2019-03-04,33600,35100,33450,34600,106467,406961.0,11761880.0
2019-03-05,34200,35350,33800,35050,87734,412254.0,11761880.0
2019-03-06,35000,36400,34200,34600,139483,406961.0,11761880.0
2019-03-07,35300,36500,34000,35050,167405,412254.0,11761880.0
2019-03-08,35250,35850,34550,35000,110242,411666.0,11761880.0
2019-03-11,35000,36150,34750,35800,90180,421075.0,11761880.0
2019-03-12,36300,36400,34800,35600,119604,418723.0,11761880.0
2019-03-13,35650,36550,35550,36150,131617,425192.0,11761880.0
2019-03-14,36400,36550,35700,35700,73944,419899.0,11761880.0
2019-03-15,35650,38000,35600,37900,140575,445775.0,11761880.0
2019-03-18,38300,40750,38100,40150,220876,472239.0,11761880.0
2019-03-19,40550,40800,39700,39750,81184,467535.0,11761880.0
2019-03-20,40000,40400,38850,40250,67773,473416.0,11761880.0
2019-03-21,40400,40400,37850,39650,159663,466359.0,11761880.0
2019-03-22,39000,40400,39000,39450,55696,464006.0,11761880.0
2019-03-25,39000,40000,38900,39650,50424,466359.0,11761880.0
2019-03-26,40200,40200,39100,39800,59442,468123.0,11761880.0
2019-03-27,40000,40000,39050,39700,86199,466947.0,11761880.0
2019-03-28,39150,39850,39050,39300,59275,462242.0,11761880.0
2019-03-29,39000,39800,37500,39300,66771,462242.0,11761880.0
2019-04-01,39750,41500,39300,41200,111456,484589.0,11761880.0
2019-04-02,41950,41950,40400,40900,62928,481061.0,11761880.0
2019-04-03,40700,41050,39750,39950,63223,469887.0,11761880.0
2019-04-04,40000,40700,39450,40400,68876,475180.0,11761880.0
2019-04-05,40400,40700,39600,39950,52406,469887.0,11761880.0
2019-04-08,39950,40800,39550,39950,61589,469887.0,11761880.0
2019-04-09,40300,40600,39850,40300,34941,474004.0,11761880.0
2019-04-10,40000,40900,39750,40900,64688,481061.0,11761880.0
2019-04-11,40950,41000,40150,40950,53343,481649.0,11761880.0
2019-04-12,40950,42750,40850,42400,111472,498704.0,11761880.0
2019-04-15,43000,43100,41350,42450,84710,499292.0,11761880.0
2019-04-16,42500,42600,41050,41800,52387,491647.0,11761880.0
2019-04-17,41800,42300,40700,40700,36934,478709.0,11761880.0
2019-04-18,40700,42000,40600,40850,70479,480473.0,11761880.0
2019-04-19,41300,41600,40200,40900,29078,481061.0,11761880.0
2019-04-22,40900,41200,40050,40950,39370,481649.0,11761880.0
2019-04-23,41200,42000,40700,41500,41546,488118.0,11761880.0
2019-04-24,42000,42650,41500,42650,73593,501644.0,11761880.0
2019-04-25,42650,42900,41450,41900,43367,492823.0,11761880.0
2019-04-26,40950,42350,40500,41650,63679,489882.0,11761880.0
2019-04-29,41900,41950,41150,41700,15112,490470.0,11761880.0
2019-04-30,41300,41800,41150,41250,39613,485178.0,11761880.0
2019-05-02,40900,41700,40700,40750,38277,479297.0,11761880.0
2019-05-03,41000,41200,39300,40350,71777,474592.0,11761880.0
2019-05-07,40650,40800,39500,40050,48169,471063.0,11761880.0
2019-05-08,39300,40500,39300,39500,43499,464594.0,11761880.0
2019-05-09,39300,40000,39000,39150,54744,460478.0,11761880.0
2019-05-10,39300,41850,39300,41550,138840,488706.0,11761880.0
2019-05-13,41550,43500,41000,42550,109562,500468.0,11761880.0
2019-05-14,42600,43000,42000,42600,102721,501056.0,11761880.0
2019-05-15,42700,42700,41950,42700,72067,502232.0,11761880.0
2019-05-16,42800,42800,41200,41450,35821,489188.0,11801880.0
2019-05-17,41300,41500,39350,39500,68559,466174.0,11801880.0
2019-05-20,39500,40200,38500,39350,64234,464404.0,11801880.0
2019-05-21,39900,40200,38750,38750,43156,457323.0,11801880.0
2019-05-22,38750,39400,38600,39000,46371,461053.0,11821880.0
2019-05-23,39600,39600,37400,38600,82330,456325.0,11821880.0
2019-05-24,38600,39100,37800,38450,45065,454551.0,11821880.0
2019-05-27,38350,39150,37700,38850,57489,459280.0,11821880.0
2019-05-28,38500,38850,37450,38050,137182,449823.0,11821880.0
2019-05-29,38050,38400,36300,36950,44598,436818.0,11821880.0
2019-05-30,36750,37650,36550,37000,48327,437410.0,11821880.0
2019-05-31,37000,38000,36550,36550,57189,432090.0,11821880.0
2019-06-03,36850,37100,35450,37100,77723,438592.0,11821880.0
2019-06-04,37150,37450,36200,37150,43989,439183.0,11821880.0
2019-06-05,37950,37950,36700,37350,40212,441547.0,11821880.0
2019-06-07,36850,37200,35450,36200,71473,427952.0,11821880.0
2019-06-10,35750,36350,35000,36050,62874,426179.0,11821880.0
2019-06-11,36450,38000,36300,37700,53679,445685.0,11821880.0
2019-06-12,37050,37750,36450,36500,31083,431499.0,11821880.0
2019-06-13,36400,38250,36100,37150,111592,439183.0,11821880.0
2019-06-14,37650,40850,37450,40850,176302,482924.0,11821880.0
2019-06-17,40500,40850,39250,40400,52170,477604.0,11821880.0
2019-06-18,40350,40400,39250,39650,36410,468738.0,11821880.0
2019-06-19,39950,39950,38900,38900,48754,459871.0,11821880.0
2019-06-20,38900,39150,38200,38350,50921,453369.0,11821880.0
2019-06-21,38100,38550,36050,36400,119543,430316.0,11821880.0
2019-06-24,36300,36400,34700,35550,154554,420268.0,11821880.0
2019-06-25,36250,36300,34850,35500,64827,419677.0,11821880.0
2019-06-26,35300,35850,34900,35250,55437,416721.0,11821880.0
2019-06-27,34650,36300,34650,35200,57854,416130.0,11821880.0
2019-06-28,36000,36800,34850,34850,92133,411993.0,11821880.0
2019-07-01,35350,35750,34100,34400,45969,406673.0,11821880.0
2019-07-02,34450,34450,33300,33900,30627,400762.0,11821880.0
2019-07-03,33900,34100,32900,33350,46184,394260.0,11821880.0
2019-07-04,33150,34700,33100,34700,34664,410219.0,11821880.0
2019-07-05,34700,34800,33450,33600,29313,397215.0,11821880.0
2019-07-08,33450,34100,32700,32700,33527,386575.0,11821880.0
2019-07-09,33450,33850,32000,32150,64696,380073.0,11821880.0
2019-07-10,32200,33800,32100,33200,48296,392486.0,11821880.0
2019-07-11,33700,34500,33000,34400,54557,406673.0,11821880.0
2019-07-12,34050,34750,33500,33900,32935,400762.0,11821880.0
2019-07-15,33550,34000,32900,33750,38240,398988.0,11821880.0
2019-07-16,33200,33900,33200,33250,24221,393078.0,11821880.0
2019-07-17,32700,33250,32400,32450,28362,383620.0,11821880.0
2019-07-18,32000,32650,31650,31650,30488,374163.0,11821880.0
2019-07-19,32000,32300,31250,31750,32811,375345.0,11821880.0
2019-07-22,31500,32800,31100,32800,28606,387758.0,11821880.0
2019-07-23,32500,33100,32100,32900,33279,388940.0,11821880.0
2019-07-24,32400,33400,32350,32750,29562,387167.0,11821880.0
2019-07-25,33250,33250,31950,32000,40829,378300.0,11821880.0
2019-07-26,32550,32550,30750,31050,39744,367069.0,11821880.0
2019-07-29,31050,32350,30350,32050,56680,378891.0,11821880.0
2019-07-30,32100,32600,31300,31850,26334,376527.0,11821880.0
2019-07-31,31800,31800,30750,31200,42449,368843.0,11821880.0
2019-08-01,30700,33200,30700,32200,35692,380665.0,11821880.0
2019-08-02,32500,32750,31100,31100,27976,367660.0,11821880.0
2019-08-05,31950,31950,28800,29000,56256,342835.0,11821880.0
2019-08-06,29000,31450,28350,29550,88826,349337.0,11821880.0
2019-08-07,31300,31300,29800,30100,44043,355839.0,11821880.0
2019-08-08,30100,31000,29850,31000,31026,366478.0,11821880.0
2019-08-09,31050,31450,28400,30250,118017,357612.0,11821880.0
2019-08-12,29750,30000,28700,29350,63702,346972.0,11821880.0
2019-08-13,28800,29400,28800,29000,46004,342835.0,11821880.0
2019-08-14,29200,29700,28000,28350,58771,335150.0,11821880.0
2019-08-16,28500,29450,28150,28800,49887,340470.0,11821880.0
2019-08-19,28900,29500,28200,28750,41514,339879.0,11821880.0
2019-08-20,28300,29650,28200,29400,43405,347563.0,11821880.0
2019-08-21,29400,30400,29000,30400,36912,359385.0,11821880.0
2019-08-22,30450,31900,30450,31250,51099,369434.0,11821880.0
2019-08-23,30750,32000,30450,31750,47469,375345.0,11821880.0
2019-08-26,31600,31700,30100,30100,74407,355839.0,11821880.0
2019-08-27,30500,30800,29950,30150,32452,356430.0,11821880.0
2019-08-28,30800,31400,29700,31400,42257,371207.0,11821880.0
2019-08-29,30850,31450,30550,31050,45494,367069.0,11821880.0
2019-08-30,31650,32500,31300,32000,58474,378300.0,11821880.0
2019-09-02,35000,36150,32800,34800,537003,411401.0,11821880.0
2019-09-03,34150,34600,33500,34200,107240,404308.0,11821880.0
2019-09-04,34100,36500,33600,35500,190600,419677.0,11821880.0
2019-09-05,36800,36800,33900,34300,233802,405490.0,11821880.0
2019-09-06,34550,34950,32900,34200,99381,404308.0,11821880.0
2019-09-09,34000,35350,33900,34300,76752,405490.0,11821880.0
2019-09-10,34500,34800,34150,34400,25686,406673.0,11821880.0
2019-09-11,34300,34950,34050,34100,59405,403126.0,11821880.0
2019-09-16,34100,35000,33900,34400,56454,406673.0,11821880.0
2019-09-17,34250,34850,34200,34800,34840,411401.0,11821880.0
2019-09-18,34800,34950,34000,34200,47178,404308.0,11821880.0
2019-09-19,34700,35900,34250,34750,78680,410810.0,11821880.0
2019-09-20,34750,35350,33600,34300,66606,405490.0,11821880.0
2019-09-23,33850,34500,33800,34200,23235,404308.0,11821880.0
2019-09-24,34200,35000,34200,34200,30677,404308.0,11821880.0
2019-09-25,34250,34700,33150,33200,25616,392486.0,11821880.0
2019-09-26,33900,33900,32000,33650,39717,397806.0,11821880.0
2019-09-27,33650,33750,32550,33700,54100,398397.0,11821880.0
2019-09-30,33000,34100,32900,34050,30350,402535.0,11821880.0
2019-10-01,33850,34500,33400,34350,22090,406082.0,11821880.0
2019-10-02,33850,34250,33050,33050,36480,390713.0,11821880.0
2019-10-04,32800,33250,32200,32350,47722,382438.0,11821880.0
2019-10-07,32150,33000,32150,32700,29325,386575.0,11821880.0
