메가스터디교육(215200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-11,14885,14885,14505,14825,2620,172236.0,2324376.0
2015-08-12,14865,14925,14445,14925,5102,173398.0,2324376.0
2015-08-13,14885,15005,14625,15005,2844,174328.0,2324376.0
2015-08-17,15065,15065,14705,14965,1100,173863.0,2324376.0
2015-08-18,14785,15045,14565,14845,1672,172469.0,2324376.0
2015-08-19,14645,18406,14385,15605,38473,181301.0,2324376.0
2015-08-20,15645,16385,15085,16006,6134,185950.0,2324376.0
2015-08-21,15885,15965,15025,15826,4438,183858.0,2324376.0
2015-08-24,15405,15725,14204,14785,6838,171771.0,2324376.0
2015-08-25,14425,14885,14024,14185,20516,164798.0,2324376.0
2015-08-26,14184,14805,13724,14405,7143,167355.0,2324376.0
2015-08-27,14765,14765,14084,14405,3151,167355.0,2324376.0
2015-08-28,14505,14605,14124,14365,2492,166890.0,2324376.0
2015-08-31,14204,14465,14004,14445,3623,167820.0,2324376.0
2015-09-01,14385,14385,14004,14005,2875,162706.0,2324376.0
2015-09-02,13824,14385,13624,14205,5505,165031.0,2324376.0
2015-09-03,14224,14445,14004,14285,1812,165960.0,2324376.0
2015-09-04,14064,14124,13764,13925,2368,161777.0,2324376.0
2015-09-07,13924,13984,13724,13785,397,160150.0,2324376.0
2015-09-08,13964,14004,13624,13945,1902,162009.0,2324376.0
2015-09-09,13944,14204,13804,13965,2995,162241.0,2324376.0
2015-09-10,14004,14144,13684,14085,1651,163636.0,2324376.0
2015-09-11,14004,14064,13624,13685,2520,158987.0,2324376.0
2015-09-14,13704,13764,13584,13685,1141,158987.0,2324376.0
2015-09-15,13824,13824,13584,13745,1288,159685.0,2324376.0
2015-09-16,13924,14004,13764,13845,1386,160847.0,2324376.0
2015-09-17,13964,13964,13464,13465,6005,156431.0,2324376.0
2015-09-18,13644,13644,13204,13205,10953,153409.0,2324376.0
2015-09-21,13324,13384,12784,13045,6277,151549.0,2324376.0
2015-09-22,13124,13124,12704,12945,5113,150387.0,2324376.0
2015-09-23,12944,13004,12604,12864,5043,149457.0,2324376.0
2015-09-24,12784,12924,12604,12864,4622,149457.0,2324376.0
2015-09-25,12984,13184,12704,12864,1983,149457.0,2324376.0
2015-09-30,12684,12864,12564,12684,5040,147365.0,2324376.0
2015-10-01,12924,12964,12684,12844,794,149225.0,2324376.0
2015-10-02,12984,12984,12564,12564,7315,145971.0,2324376.0
2015-10-05,12584,12804,12444,12464,6002,144809.0,2324376.0
2015-10-06,12444,12504,12304,12404,3486,144111.0,2324376.0
2015-10-07,12404,12484,12264,12364,1744,143646.0,2324376.0
2015-10-08,12364,12504,12204,12324,1827,143182.0,2324376.0
2015-10-12,12464,12464,12264,12284,2436,142717.0,2324376.0
2015-10-13,12284,12404,12084,12144,3516,141090.0,2324376.0
2015-10-14,12104,12184,11924,12004,3639,139463.0,2324376.0
2015-10-15,12164,12164,11944,12104,1363,140625.0,2324376.0
2015-10-16,12104,12164,11944,11944,4038,138765.0,2324376.0
2015-10-19,11964,12064,11884,11984,3186,139230.0,2324376.0
2015-10-20,12004,12204,11944,12064,2593,140160.0,2324376.0
2015-10-21,12044,12104,11844,12024,2500,139695.0,2324376.0
2015-10-22,12004,12024,11884,11884,2739,138068.0,2324376.0
2015-10-23,11924,12304,11824,12224,4501,142019.0,2324376.0
2015-10-26,12284,12284,12024,12184,1871,141554.0,2324376.0
2015-10-27,12204,12704,12124,12644,4889,146901.0,2324376.0
2015-10-28,12604,12884,12444,12844,6741,149225.0,2324376.0
2015-10-29,12804,12944,12704,12844,1974,149225.0,2324376.0
2015-10-30,12964,12964,12604,12824,3919,148993.0,2324376.0
2015-11-02,12764,12904,12664,12684,1002,147365.0,2324376.0
2015-11-03,12604,12744,12384,12604,1628,146436.0,2324376.0
2015-11-04,12504,12644,12404,12644,4533,146901.0,2324376.0
2015-11-05,12604,12744,12444,12644,2750,146901.0,2324376.0
2015-11-06,12644,12804,12464,12644,1127,146901.0,2324376.0
2015-11-09,12604,12784,12444,12464,1798,144809.0,2324376.0
2015-11-10,12424,12584,12364,12464,2795,144809.0,2324376.0
2015-11-11,12524,12644,12384,12564,902,145971.0,2324376.0
2015-11-12,12584,12644,12004,12604,2651,146436.0,2324376.0
2015-11-13,12304,12604,12024,12584,1902,146203.0,2324376.0
2015-11-16,12584,12584,12124,12124,836,140857.0,2324376.0
2015-11-17,12424,12424,11984,12164,3396,141322.0,2324376.0
2015-11-18,12284,12284,12024,12024,565,139695.0,2324376.0
2015-11-19,12024,12084,11904,12004,3866,139463.0,2324376.0
2015-11-20,11844,12124,11764,12064,7011,140160.0,2324376.0
2015-11-23,11904,12124,11884,11904,3822,138300.0,2324376.0
2015-11-24,12024,12024,11744,12024,6205,139695.0,2324376.0
2015-11-25,12084,12104,11984,12064,2913,140160.0,2324376.0
2015-11-26,12084,12104,11984,12084,904,140392.0,2324376.0
2015-11-27,12104,12124,11924,12064,796,140160.0,2324376.0
2015-11-30,12104,12104,11744,12044,1925,139927.0,2324376.0
2015-12-01,12084,12104,11844,11944,1122,138765.0,2324376.0
2015-12-02,11984,12184,11984,12164,544,141322.0,2324376.0
2015-12-03,12324,12364,12004,12324,1991,143182.0,2324376.0
2015-12-04,12344,12344,12064,12084,2093,140392.0,2324376.0
2015-12-07,12304,12304,12104,12104,1658,140625.0,2324376.0
2015-12-08,12284,12284,11824,12084,545,140392.0,2324376.0
2015-12-09,11904,12164,11884,12064,170,140160.0,2324376.0
2015-12-10,12184,12184,11824,12104,1316,140625.0,2324376.0
2015-12-11,12104,12384,11964,12384,2649,143879.0,2324376.0
2015-12-14,12384,12464,12104,12264,1679,142484.0,2324376.0
2015-12-15,12224,12404,12104,12404,599,144111.0,2324376.0
2015-12-16,12384,12444,12204,12264,3970,142484.0,2324376.0
2015-12-17,12284,12424,12284,12304,32303,142949.0,2324376.0
2015-12-18,12104,12484,12104,12364,503,143646.0,2324376.0
2015-12-21,12304,12404,12084,12164,1901,141322.0,2324376.0
2015-12-22,12404,12444,12144,12204,233,141787.0,2324376.0
2015-12-23,12204,12404,12124,12244,36726,142252.0,2324376.0
2015-12-24,12364,12384,12164,12264,947,142484.0,2324376.0
2015-12-28,12264,12384,12184,12364,1076,143646.0,2324376.0
2015-12-29,12124,12364,12104,12104,2229,140625.0,2324376.0
2015-12-30,12144,12324,12104,12324,826,143182.0,2324376.0
2016-01-04,12304,12444,12204,12244,1482,142252.0,2324376.0
2016-01-05,12064,12304,12064,12264,1073,142484.0,2324376.0
2016-01-06,12284,12284,12164,12264,1109,142484.0,2324376.0
2016-01-07,12284,12284,11924,11984,1422,139230.0,2324376.0
2016-01-08,12184,12204,11824,12084,874,140392.0,2324376.0
2016-01-11,12064,12164,11924,12164,515,141322.0,2324376.0
2016-01-12,12164,12184,12004,12084,498,140392.0,2324376.0
2016-01-13,12224,12224,11924,12164,2321,141322.0,2324376.0
2016-01-14,12224,12224,11884,12204,1418,141787.0,2324376.0
2016-01-15,12184,12264,11964,12124,3752,140857.0,2324376.0
2016-01-18,11964,12044,11744,11904,2062,138300.0,2324376.0
2016-01-19,11864,12044,11744,11944,223,138765.0,2324376.0
2016-01-20,11984,11984,11403,11704,2843,135976.0,2324376.0
2016-01-21,11844,11984,11644,11744,708,136441.0,2324376.0
2016-01-22,11524,11904,11524,11804,1736,137138.0,2324376.0
2016-01-25,11904,11904,11644,11884,2270,138068.0,2324376.0
2016-01-26,11904,11904,11624,11864,1093,137835.0,2324376.0
2016-01-27,11864,12464,11804,11904,896,138300.0,2324376.0
2016-01-28,11884,11924,11704,11704,1204,135976.0,2324376.0
2016-01-29,11704,11744,11524,11604,707,134814.0,2324376.0
2016-02-01,11604,11824,11363,11404,2203,132489.0,2324376.0
2016-02-02,11403,11504,11283,11284,2593,131095.0,2324376.0
2016-02-03,11283,11283,11123,11144,1763,129468.0,2324376.0
2016-02-04,11003,11323,11003,11224,3724,130397.0,2324376.0
2016-02-05,11464,11584,11203,11384,969,132257.0,2324376.0
2016-02-11,11123,11303,11083,11144,380,129468.0,2324376.0
2016-02-12,11003,11163,10603,10604,2434,123192.0,2324376.0
2016-02-15,10623,10863,10623,10784,211,125284.0,2324376.0
2016-02-16,10783,10843,10563,10804,1361,125516.0,2324376.0
2016-02-17,10743,10803,10643,10784,334,125284.0,2324376.0
2016-02-18,10823,11003,10683,10784,1352,125284.0,2324376.0
2016-02-19,10823,10823,10743,10804,1065,125516.0,2324376.0
2016-02-22,10723,10823,10723,10744,276,124819.0,2324376.0
2016-02-23,10743,10863,10643,10724,1441,124587.0,2324376.0
2016-02-24,10723,10743,10683,10684,339,124122.0,2324376.0
2016-02-25,10683,10803,10603,10664,488,123889.0,2324376.0
2016-02-26,10583,10663,10543,10664,3151,123889.0,2324376.0
2016-02-29,10623,10683,10563,10604,2321,123192.0,2324376.0
2016-03-02,10603,10663,10463,10504,5434,122030.0,2324376.0
2016-03-03,10543,10603,10483,10524,4462,122262.0,2324376.0
2016-03-04,10523,10563,10483,10524,2885,122262.0,2324376.0
2016-03-07,10543,10783,10543,10644,4458,123657.0,2324376.0
2016-03-08,10583,10683,10503,10564,2403,122727.0,2324376.0
2016-03-09,10523,10603,10383,10524,6214,122262.0,2324376.0
2016-03-10,10583,10583,10403,10424,4483,121100.0,2324376.0
2016-03-11,10423,10423,10303,10404,6950,120868.0,2324376.0
2016-03-14,10423,10523,10323,10384,4575,120635.0,2324376.0
2016-03-15,10383,10423,10023,10124,12746,117613.0,2324376.0
2016-03-16,10103,10143,9983,10064,8546,116916.0,2324376.0
2016-03-17,10083,10183,10003,10084,10913,117149.0,2324376.0
2016-03-18,10083,10123,10003,10104,2634,117381.0,2324376.0
2016-03-21,10103,10343,10083,10324,5818,119938.0,2324376.0
2016-03-22,10323,10343,10203,10324,1187,119938.0,2324376.0
2016-03-23,10323,10323,10203,10284,1123,119473.0,2324376.0
2016-03-24,10203,10323,10203,10224,1349,118776.0,2324376.0
2016-03-25,10203,10323,10103,10144,2021,117846.0,2324376.0
2016-03-28,10143,10283,10143,10184,3768,118311.0,2324376.0
2016-03-29,10243,10243,10003,10064,9964,116916.0,2324376.0
2016-03-30,10123,10123,9973,10104,6275,117381.0,2324376.0
2016-03-31,10203,10203,9983,10204,6932,118543.0,2324376.0
2016-04-01,10223,10223,10043,10184,1830,118311.0,2324376.0
2016-04-04,10163,10163,10043,10104,781,117381.0,2324376.0
2016-04-05,10163,10163,9993,10044,1593,116684.0,2324376.0
2016-04-06,10123,10143,10023,10144,1863,117846.0,2324376.0
2016-04-07,10063,10143,10043,10084,1291,117149.0,2324376.0
2016-04-08,10003,10123,10003,10124,3645,117613.0,2324376.0
2016-04-11,10183,10183,10103,10124,1453,117613.0,2324376.0
2016-04-12,10123,10223,10043,10124,2797,117613.0,2324376.0
2016-04-14,10103,10203,10063,10184,2023,118311.0,2324376.0
2016-04-15,10123,10223,10103,10164,1356,118078.0,2324376.0
2016-04-18,10163,10183,9983,10003,7086,116219.0,2324376.0
2016-04-19,10003,10083,9963,10044,5395,116684.0,2324376.0
2016-04-20,10043,10123,10003,10124,2802,117613.0,2324376.0
2016-04-21,10103,10123,9993,10023,4007,116451.0,2324376.0
2016-04-22,10023,10083,9963,10084,3200,117149.0,2324376.0
2016-04-25,10083,10123,9983,10044,1906,116684.0,2324376.0
2016-04-26,10043,10103,10003,10044,1133,116684.0,2324376.0
2016-04-27,10063,10103,10023,10044,1166,116684.0,2324376.0
2016-04-28,10023,10083,9973,10044,4878,116684.0,2324376.0
2016-04-29,10043,10043,9963,10003,2471,116219.0,2324376.0
2016-05-02,9993,10023,9823,9823,3205,114127.0,2324376.0
2016-05-03,9813,9863,9743,9833,2023,114243.0,2324376.0
2016-05-04,9833,10003,9773,9773,2873,113546.0,2324376.0
2016-05-09,9763,9923,9703,9773,3616,113546.0,2324376.0
2016-05-10,9703,9883,9703,9863,3443,114592.0,2324376.0
2016-05-11,9803,9913,9803,9873,1862,114708.0,2324376.0
2016-05-12,9873,9873,9783,9823,1459,114127.0,2324376.0
2016-05-13,9853,9853,9703,9833,2125,114243.0,2324376.0
2016-05-16,9743,10103,9743,9963,4427,115754.0,2324376.0
2016-05-17,10003,10023,9763,9943,6740,115521.0,2324376.0
2016-05-18,9843,9983,9823,9923,1732,115289.0,2324376.0
2016-05-19,9803,9913,9723,9853,1715,114476.0,2324376.0
2016-05-20,9873,9873,9773,9853,669,114476.0,2324376.0
2016-05-23,9853,9853,9703,9823,1935,114127.0,2324376.0
2016-05-24,9823,9823,9693,9813,1973,114011.0,2324376.0
2016-05-25,9823,9873,9723,9823,1695,114127.0,2324376.0
2016-05-26,9783,9873,9713,9753,2882,113313.0,2324376.0
2016-05-27,9853,9853,9663,9673,1527,112384.0,2324376.0
2016-05-30,9663,9703,9473,9633,3595,111919.0,2324376.0
2016-05-31,9633,9703,9473,9603,1482,111570.0,2324376.0
2016-06-01,9693,9703,9473,9553,1659,110989.0,2324376.0
2016-06-02,9643,9943,9563,9813,8359,114011.0,2324376.0
2016-06-03,9753,10103,9753,9933,5251,115405.0,2324376.0
2016-06-07,9833,10003,9773,9893,1656,114940.0,2324376.0
2016-06-08,9823,9893,9683,9893,2871,114940.0,2324376.0
2016-06-09,9783,9943,9763,9933,3190,115405.0,2324376.0
2016-06-10,10003,10343,9893,10084,8826,117149.0,2324376.0
2016-06-13,10143,10163,9893,10023,3300,116451.0,2324376.0
2016-06-14,10103,10163,9743,9873,5107,114708.0,2324376.0
2016-06-15,9673,9863,9603,9783,7892,113662.0,2324376.0
2016-06-16,9843,9843,9453,9693,5409,112616.0,2324376.0
2016-06-17,9853,9863,9403,9603,3183,111570.0,2324376.0
2016-06-20,9693,9693,9473,9663,170777,112267.0,2324376.0
2016-06-21,9883,9883,9593,9703,1470,112732.0,2324376.0
2016-06-22,9793,9793,9443,9533,3783,110757.0,2324376.0
2016-06-23,9533,9563,9393,9443,2013,109711.0,2324376.0
2016-06-24,9593,9593,9063,9213,3357,107038.0,2324376.0
2016-06-27,9063,9193,8623,8623,9167,100181.0,2324376.0
2016-06-28,8603,9003,8603,8863,3923,102970.0,2324376.0
2016-06-29,8693,9003,8683,8973,7607,104248.0,2324376.0
2016-06-30,9003,9133,8943,9033,3805,104946.0,2324376.0
2016-07-01,9093,9173,8803,9123,8295,105992.0,2324376.0
2016-07-04,9143,9263,9063,9263,7003,107619.0,2324376.0
2016-07-05,9253,9253,8963,9023,5574,104829.0,2324376.0
2016-07-06,9073,9073,8623,8823,12316,102505.0,2324376.0
2016-07-07,8823,8903,8763,8823,3606,102505.0,2324376.0
2016-07-08,8903,8903,8623,8793,7678,102156.0,2324376.0
2016-07-11,8903,9103,8793,9023,11530,104829.0,2324376.0
2016-07-12,9083,9083,8943,9013,1881,104713.0,2324376.0
2016-07-13,8973,9203,8903,9043,17310,105062.0,2324376.0
2016-07-14,9033,9043,8753,8873,12716,103086.0,2324376.0
2016-07-15,8873,8923,8753,8823,13591,102505.0,2324376.0
2016-07-18,8753,8813,8703,8753,5747,101691.0,2324376.0
2016-07-19,8753,8773,8633,8773,7581,101924.0,2324376.0
2016-07-20,8773,8783,8562,8643,12679,100413.0,2324376.0
2016-07-21,8723,8723,8302,8373,27280,97275.0,2324376.0
2016-07-22,8372,8953,8302,8953,19230,104016.0,2324376.0
2016-07-25,8953,9183,8833,9173,6264,106573.0,2324376.0
2016-07-26,9173,9173,9003,9113,5482,105875.0,2324376.0
2016-07-27,9113,9783,9073,9713,48499,112848.0,2324376.0
2016-07-28,9713,9803,9243,9373,55784,108897.0,2324376.0
2016-07-29,9553,9583,9203,9433,5486,109594.0,2324376.0
2016-08-01,9423,9573,9183,9423,8562,109478.0,2324376.0
2016-08-02,9263,9563,9243,9343,2460,108548.0,2324376.0
2016-08-03,9543,9543,9103,9283,6299,107851.0,2324376.0
2016-08-04,9123,9433,9103,9343,2042,108548.0,2324376.0
2016-08-05,9503,9503,9203,9283,1911,107851.0,2324376.0
2016-08-08,9303,9303,9133,9303,1263,108083.0,2324376.0
2016-08-09,9343,9403,9083,9313,4602,108200.0,2324376.0
2016-08-10,9383,9383,9073,9313,5415,108200.0,2324376.0
2016-08-11,9153,9293,8963,9033,3536,104946.0,2324376.0
2016-08-12,9223,9223,8963,9043,1489,105062.0,2324376.0
2016-08-16,9103,9133,8823,9063,2590,105294.0,2324376.0
2016-08-17,9143,9173,8903,9023,2794,104829.0,2324376.0
2016-08-18,9133,9163,8703,8773,5657,101924.0,2324376.0
2016-08-19,8703,8773,8502,8753,5463,101691.0,2324376.0
2016-08-22,8753,8803,8603,8753,1940,101691.0,2324376.0
2016-08-23,8813,8833,8482,8563,6402,99483.0,2324376.0
2016-08-24,8562,8943,8532,8923,6582,103667.0,2324376.0
2016-08-25,9023,9583,8703,8703,4268,101110.0,2324376.0
2016-08-26,8783,9003,8743,8963,2291,104132.0,2324376.0
2016-08-29,8993,9103,8783,9043,2765,105062.0,2324376.0
2016-08-30,9043,9123,8853,8963,1742,104132.0,2324376.0
2016-08-31,9013,9353,8913,8913,1508,103551.0,2324376.0
2016-09-01,8913,9303,8913,9173,2779,106573.0,2324376.0
2016-09-02,9253,9433,9073,9403,11740,109246.0,2324376.0
2016-09-05,9463,9593,9343,9593,5085,111454.0,2324376.0
2016-09-06,9603,9803,9453,9763,20649,113430.0,2324376.0
2016-09-07,9773,10103,9603,9983,196068,115986.0,2324376.0
2016-09-08,10003,10003,9703,9883,5679,114824.0,2324376.0
2016-09-09,9883,9903,9403,9783,3226,113662.0,2324376.0
2016-09-12,9793,9803,9493,9753,9015,113313.0,2324376.0
2016-09-13,9623,9993,9623,9923,14149,115289.0,2324376.0
2016-09-19,9903,9903,9503,9723,4967,112965.0,2324376.0
2016-09-20,9773,9893,9503,9893,6360,114940.0,2324376.0
2016-09-21,9903,9993,9883,9913,2990,115173.0,2324376.0
2016-09-22,9983,9993,9883,9983,3463,115986.0,2324376.0
2016-09-23,9903,10063,9703,10064,4788,116916.0,2324376.0
2016-09-26,10003,10103,9923,10064,3566,116916.0,2324376.0
2016-09-27,9933,10083,9803,9983,4639,115986.0,2324376.0
2016-09-28,9963,10203,9893,10064,22364,116916.0,2324376.0
2016-09-29,10143,10203,9703,9963,34569,115754.0,2324376.0
2016-09-30,9853,9963,9603,9703,14708,112732.0,2324376.0
2016-10-04,9753,9793,9503,9773,2576,113546.0,2324376.0
2016-10-05,9773,9783,9613,9673,1310,112384.0,2324376.0
2016-10-06,9643,9743,9563,9593,908,111454.0,2324376.0
2016-10-07,9603,9643,9503,9603,4035,111570.0,2324376.0
2016-10-10,9603,9603,9473,9503,1391,110408.0,2324376.0
2016-10-11,9533,9593,9443,9483,684,110175.0,2324376.0
2016-10-12,9483,9543,9443,9483,330,110175.0,2324376.0
2016-10-13,9503,9503,9363,9433,961,109594.0,2324376.0
2016-10-14,9463,9613,9463,9523,628,110640.0,2324376.0
2016-10-17,9553,9553,9523,9543,1605,110873.0,2324376.0
2016-10-18,9553,9653,9533,9603,2917,111570.0,2324376.0
2016-10-19,9603,9753,9563,9663,1396,112267.0,2324376.0
2016-10-20,9743,9753,9663,9753,1332,113313.0,2324376.0
2016-10-21,9813,9813,9703,9753,601,113313.0,2324376.0
2016-10-24,9463,9773,9463,9673,655,112384.0,2324376.0
2016-10-25,9673,9823,9613,9703,11487,112732.0,2324376.0
2016-10-26,9823,9903,9603,9703,12039,112732.0,2324376.0
2016-10-27,9663,9773,9553,9553,826,110989.0,2324376.0
2016-10-28,9503,9533,9413,9433,1148,109594.0,2324376.0
2016-10-31,9433,9493,9353,9463,2644,109943.0,2324376.0
2016-11-01,9463,9523,9403,9403,3262,109246.0,2324376.0
2016-11-02,9503,9503,9353,9403,2208,109246.0,2324376.0
2016-11-03,9363,9473,9303,9413,9004,109362.0,2324376.0
2016-11-04,9473,9703,9363,9483,739,110175.0,2324376.0
2016-11-07,9433,9533,9373,9443,751,109711.0,2324376.0
2016-11-08,9373,9543,9373,9543,106,110873.0,2324376.0
2016-11-09,9403,9493,9103,9163,3645,106456.0,2324376.0
2016-11-10,9363,9483,9163,9393,264,109129.0,2324376.0
2016-11-11,9333,9423,9203,9383,229,109013.0,2324376.0
2016-11-14,9393,9393,9223,9303,75,108083.0,2324376.0
2016-11-15,9703,9703,9483,9493,2846,110292.0,2324376.0
2016-11-16,9403,9593,9283,9473,647,110059.0,2324376.0
2016-11-17,9363,9373,9123,9203,4319,106921.0,2324376.0
2016-11-18,9103,9273,9073,9273,276,107735.0,2324376.0
2016-11-21,9273,9273,9093,9263,86,107619.0,2324376.0
2016-11-22,9143,9303,9043,9173,426,106573.0,2324376.0
2016-11-23,9023,9203,9023,9153,322,106340.0,2324376.0
2016-11-24,9043,9103,9023,9033,240,104946.0,2324376.0
2016-11-25,9013,9233,9013,9223,699,107154.0,2324376.0
2016-11-28,9033,9223,9033,9063,27,105294.0,2324376.0
2016-11-29,9063,9063,8813,8933,2519,103783.0,2324376.0
2016-11-30,8823,9303,8633,9303,4426,108083.0,2324376.0
2016-12-01,9303,9333,9063,9293,569,107967.0,2324376.0
2016-12-02,9293,9293,9053,9283,400,107851.0,2324376.0
2016-12-05,9113,9163,8973,9093,505,105643.0,2324376.0
2016-12-06,8993,9173,8923,8923,812,103667.0,2324376.0
2016-12-07,9073,9203,8933,9023,1144,104829.0,2324376.0
2016-12-08,8893,9183,8893,9103,262,105759.0,2324376.0
2016-12-09,9093,9103,8943,9093,337,105643.0,2324376.0
2016-12-12,9093,9283,8983,9103,1106,105759.0,2324376.0
2016-12-13,8983,9203,8983,9103,2068,105759.0,2324376.0
2016-12-14,9003,9173,8803,9073,1586,105410.0,2324376.0
2016-12-15,8943,9103,8943,9083,1122,105527.0,2324376.0
2016-12-16,9023,9103,9003,9093,655,105643.0,2324376.0
2016-12-19,9083,9193,9003,9103,1353,105759.0,2324376.0
2016-12-20,9103,9123,9023,9023,2139,104829.0,2324376.0
2016-12-21,9013,9073,8973,9023,1655,104829.0,2324376.0
2016-12-22,8963,9093,8933,9083,1316,105527.0,2324376.0
2016-12-23,9063,9093,8993,9013,467,104713.0,2324376.0
2016-12-26,9013,9093,9003,9003,473,104597.0,2324376.0
2016-12-27,8993,9103,8993,9053,1046,105178.0,2324376.0
2016-12-28,9053,9093,8953,9063,842,105294.0,2324376.0
2016-12-29,9073,9083,8993,9003,418,104597.0,2324376.0
2017-01-02,9003,9103,8953,9103,1270,105759.0,2324376.0
2017-01-03,9033,9103,9003,9103,1418,105759.0,2324376.0
2017-01-04,9043,9273,9033,9263,798,107619.0,2324376.0
2017-01-05,9203,9333,9103,9303,1261,108083.0,2324376.0
2017-01-06,9303,9483,9303,9393,715,109129.0,2324376.0
2017-01-09,9393,9613,9353,9513,2177,110524.0,2324376.0
2017-01-10,9713,9713,9433,9563,2081,111105.0,2324376.0
2017-01-11,9363,9573,9363,9533,841,110757.0,2324376.0
2017-01-12,9543,9603,9263,9373,1687,108897.0,2324376.0
2017-01-13,9363,9523,9303,9313,1219,108200.0,2324376.0
2017-01-16,9323,9543,9243,9513,9796,110524.0,2324376.0
