NHN벅스(104200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-13,8470,8540,8290,8360,122201,112233.0,13424950.0
2010-10-14,8370,8460,8330,8390,122230,112635.0,13424950.0
2010-10-15,8470,8740,8430,8610,183760,115589.0,13424950.0
2010-10-18,8670,9060,8570,9000,354617,120825.0,13424950.0
2010-10-19,9010,9210,8940,8940,350384,120019.0,13424950.0
2010-10-20,8870,9200,8860,9200,267409,123510.0,13424950.0
2010-10-21,9260,9290,9120,9130,214194,122570.0,13424950.0
2010-10-22,9230,9660,9150,9270,640837,124449.0,13424950.0
2010-10-25,9310,9310,9020,9200,209911,123510.0,13424950.0
2010-10-26,9270,9570,9260,9500,409197,127537.0,13424950.0
2010-10-27,9500,9540,9170,9370,195099,125792.0,13424950.0
2010-10-28,9400,9480,9030,9040,193180,121362.0,13424950.0
2010-10-29,9080,9230,8740,8830,251608,118542.0,13424950.0
2010-11-01,8900,9150,8830,9100,191067,122167.0,13424950.0
2010-11-02,9600,9950,9360,9400,862500,126195.0,13424950.0
2010-11-03,9490,9750,9350,9400,543317,126195.0,13424950.0
2010-11-04,9550,10700,9450,10300,1034932,138277.0,13424950.0
2010-11-05,10300,10800,10050,10300,802765,138277.0,13424950.0
2010-11-08,10450,10750,10250,10400,437083,139619.0,13424950.0
2010-11-09,10450,10550,9900,9900,426992,132907.0,13424950.0
2010-11-10,9980,10050,9800,10050,333278,134921.0,13424950.0
2010-11-11,10000,10000,9570,9570,203429,128477.0,13424950.0
2010-11-12,9670,9770,8770,9000,434714,120825.0,13424950.0
2010-11-15,9100,9260,8890,9000,161168,120825.0,13424950.0
2010-11-16,9060,9100,8750,8850,98671,118811.0,13424950.0
2010-11-17,8690,8920,8420,8830,102334,118542.0,13424950.0
2010-11-18,9000,9380,8870,9350,184884,125523.0,13424950.0
2010-11-19,9400,9400,9120,9300,157118,124852.0,13424950.0
2010-11-22,9500,9700,9250,9360,281903,125658.0,13424950.0
2010-11-23,9400,9450,9020,9140,121713,122704.0,13424950.0
2010-11-24,8480,8950,8450,8910,187364,119616.0,13424950.0
2010-11-25,8850,8850,8490,8580,285522,115186.0,13424950.0
2010-11-26,8620,8670,7950,8010,304202,107534.0,13424950.0
2010-11-29,8010,8170,7960,8100,137019,108742.0,13424950.0
2010-11-30,8100,8250,8080,8140,120969,109279.0,13424950.0
2010-12-01,8150,8240,8050,8240,95601,110622.0,13424950.0
2010-12-02,8270,8520,8260,8310,111108,111561.0,13424950.0
2010-12-03,8320,8360,8200,8320,81233,111696.0,13424950.0
2010-12-06,8330,8430,8300,8300,57927,111427.0,13424950.0
2010-12-07,8400,8700,8300,8520,120910,114381.0,13424950.0
2010-12-08,8640,8950,8570,8800,312945,118140.0,13424950.0
2010-12-09,8790,9160,8620,9080,301309,121899.0,13424950.0
2010-12-10,9160,9160,8800,9060,80444,121630.0,13424950.0
2010-12-13,8920,9050,8800,8850,107426,118811.0,13424950.0
2010-12-14,8860,9260,8860,9220,215925,123778.0,13424950.0
2010-12-15,9220,9270,8880,9250,180149,124181.0,13424950.0
2010-12-16,9200,9400,8800,8920,340509,119751.0,13424950.0
2010-12-17,8920,8990,8690,8700,130755,116797.0,13424950.0
2010-12-20,8310,8600,8310,8420,149277,113038.0,13424950.0
2010-12-21,8600,8680,8470,8520,83422,114381.0,13424950.0
2010-12-22,8530,8650,8480,8650,182039,116126.0,13424950.0
2010-12-23,8650,8700,8440,8520,56093,114381.0,13424950.0
2010-12-24,8510,8640,8300,8450,59078,113441.0,13424950.0
2010-12-27,8490,8560,8330,8460,120759,113575.0,13424950.0
2010-12-28,8540,8670,8460,8630,91785,115857.0,13424950.0
2010-12-29,8630,8830,8560,8810,60586,118274.0,13424950.0
2010-12-30,8850,8880,8700,8750,54767,117468.0,13424950.0
2011-01-03,8820,8910,8740,8810,45798,118274.0,13424950.0
2011-01-04,8860,8900,8740,8760,92277,117603.0,13424950.0
2011-01-05,8660,8840,8600,8650,128390,116126.0,13424950.0
2011-01-06,8630,8650,8430,8480,165908,113844.0,13424950.0
2011-01-07,8520,8800,8510,8700,146063,116797.0,13424950.0
2011-01-10,8860,8860,8400,8530,146647,114515.0,13424950.0
2011-01-11,8490,8600,8400,8530,128001,114515.0,13424950.0
2011-01-12,8570,8660,8390,8390,125656,112635.0,13424950.0
2011-01-13,8410,8460,8340,8400,91217,112770.0,13424950.0
2011-01-14,8360,8530,8340,8480,59368,113844.0,13424950.0
2011-01-17,8590,8590,8340,8340,129541,111964.0,13424950.0
2011-01-18,8270,8380,8200,8280,88809,111159.0,13424950.0
2011-01-19,8220,8390,8210,8210,58034,110219.0,13424950.0
2011-01-20,8300,8450,8220,8260,66663,110890.0,13424950.0
2011-01-21,8200,8330,8100,8240,74165,110622.0,13424950.0
2011-01-24,8240,8310,8190,8280,41278,111159.0,13424950.0
2011-01-25,8210,8330,8160,8190,85283,109950.0,13424950.0
2011-01-26,8190,8200,8010,8010,79910,107534.0,13424950.0
2011-01-27,8090,8090,7900,7900,80486,106057.0,13424950.0
2011-01-28,7920,7970,7800,7830,74618,105117.0,13424950.0
2011-01-31,7710,7800,7580,7630,105545,102432.0,13424950.0
2011-02-01,7630,7800,7620,7710,39253,103506.0,13424950.0
2011-02-07,7740,8080,7740,7900,86438,106057.0,13424950.0
2011-02-08,7900,8060,7880,7910,30314,106191.0,13424950.0
2011-02-09,7850,8000,7600,7620,116356,102298.0,13424950.0
2011-02-10,7600,7690,7500,7600,32256,102030.0,13424950.0
2011-02-11,7600,7840,7600,7650,65847,102701.0,13424950.0
2011-02-14,7600,7870,7450,7450,64774,100016.0,13424950.0
2011-02-15,7450,7530,7190,7220,96320,96928.0,13424950.0
2011-02-16,7200,7370,7080,7140,39862,95854.0,13424950.0
2011-02-17,7130,7180,6850,6860,87228,92095.0,13424950.0
2011-02-18,6800,7170,6800,7120,62106,95586.0,13424950.0
2011-02-21,7100,7280,7000,7110,32653,95451.0,13424950.0
2011-02-22,7100,7200,6850,7170,41646,96257.0,13424950.0
2011-02-23,7280,7280,7100,7220,20304,96928.0,13424950.0
2011-02-24,7200,7210,7100,7150,39265,95988.0,13424950.0
2011-02-25,7200,7470,7140,7370,29940,98942.0,13424950.0
2011-02-28,7300,7420,7170,7310,29828,98136.0,13424950.0
2011-03-02,7050,7290,7050,7160,57328,96123.0,13424950.0
2011-03-03,7110,7290,7110,7240,30558,97197.0,13424950.0
2011-03-04,7300,7430,7280,7350,20634,98673.0,13424950.0
2011-03-07,7450,7700,7380,7590,50639,101895.0,13424950.0
2011-03-08,7650,7730,7480,7590,20232,101895.0,13424950.0
2011-03-09,7650,7650,7380,7380,17489,99076.0,13424950.0
2011-03-10,7400,7590,7370,7470,31662,100284.0,13424950.0
2011-03-11,7300,7450,7000,7300,47588,98002.0,13424950.0
2011-03-14,7120,7300,7110,7270,89576,97599.0,13424950.0
2011-03-15,7140,7270,6950,7190,98023,96525.0,13424950.0
2011-03-16,7060,7290,7060,7100,36312,95317.0,13424950.0
2011-03-17,7000,7180,6810,7090,49164,95183.0,13424950.0
2011-03-18,7270,7300,7100,7280,20933,97734.0,13424950.0
2011-03-21,7300,7790,7300,7700,80155,103372.0,13424950.0
2011-03-22,7790,7950,7620,7860,67451,105520.0,13424950.0
2011-03-23,7900,8090,7720,7870,65062,105654.0,13424950.0
2011-03-24,8000,8000,7750,7750,37978,104043.0,13424950.0
2011-03-25,7750,7880,7640,7670,55675,102969.0,13424950.0
2011-03-28,7660,7800,7600,7740,39321,103909.0,13424950.0
2011-03-29,7780,7820,7650,7810,39116,104849.0,13424950.0
2011-03-30,7890,7890,7720,7780,30147,104446.0,13424950.0
2011-03-31,7790,7900,7720,7860,56808,105520.0,13424950.0
2011-04-01,7800,8060,7780,8040,58221,107937.0,13424950.0
2011-04-04,8050,8100,7850,8000,26313,107400.0,13424950.0
2011-04-05,7940,8290,7940,8260,73705,110890.0,13424950.0
2011-04-06,8320,8320,8170,8250,59725,110756.0,13424950.0
2011-04-07,8330,8330,8100,8100,67342,108742.0,13424950.0
2011-04-08,8150,8300,8100,8250,41366,110756.0,13424950.0
2011-04-11,8250,8260,8120,8240,46752,110622.0,13424950.0
2011-04-12,8240,8350,8150,8200,42964,110085.0,13424950.0
2011-04-13,8150,8300,8150,8160,24672,109548.0,13424950.0
2011-04-14,8270,8300,8040,8250,33791,110756.0,13424950.0
2011-04-15,8150,9090,8150,8650,344590,116126.0,13424950.0
2011-04-18,8700,9190,8650,9000,263599,120825.0,13424950.0
2011-04-19,8970,9220,8950,9170,213403,123107.0,13424950.0
2011-04-20,9240,9250,9080,9130,106296,122570.0,13424950.0
2011-04-21,9240,9680,9150,9670,293395,129819.0,13424950.0
2011-04-22,10000,10050,9480,9540,450698,128074.0,13424950.0
2011-04-25,9600,9930,9600,9730,221709,130625.0,13424950.0
2011-04-26,9600,9640,9150,9390,182864,126060.0,13424950.0
2011-04-27,9260,9430,9180,9300,83884,124852.0,13424950.0
2011-04-28,9320,9490,9150,9290,77195,124718.0,13424950.0
2011-04-29,9290,9300,9000,9230,82854,123912.0,13424950.0
2011-05-02,9290,9930,9290,9700,149033,130222.0,13424950.0
2011-05-03,9700,9740,9400,9450,53183,126866.0,13424950.0
2011-05-04,9580,9580,9120,9300,65806,124852.0,13424950.0
2011-05-06,9150,9400,9140,9210,64456,123644.0,13424950.0
2011-05-09,9400,9500,9200,9200,33901,123510.0,13424950.0
2011-05-11,9210,9330,9050,9050,58986,121496.0,13424950.0
2011-05-12,9000,9500,8830,9450,89757,126866.0,13424950.0
2011-05-13,10500,10850,9370,9440,2145640,126732.0,13424950.0
2011-05-16,9100,9300,8880,8880,295924,119214.0,13424950.0
2011-05-17,8900,9030,8630,8650,151704,116126.0,13424950.0
2011-05-18,8560,8720,8390,8590,100847,115320.0,13424950.0
2011-05-19,8590,8600,8200,8220,77075,110353.0,13424950.0
2011-05-20,8090,8370,8090,8240,60920,110622.0,13424950.0
2011-05-23,8240,8590,8060,8100,41077,108742.0,13424950.0
2011-05-24,8050,8350,8050,8350,40864,112098.0,13424950.0
2011-05-25,8280,8350,8160,8250,47507,110756.0,13424950.0
2011-05-26,8230,8440,8200,8440,22018,113307.0,13424950.0
2011-05-27,8510,8550,8400,8550,29859,114783.0,13424950.0
2011-05-30,8550,8590,8450,8480,19335,113844.0,13424950.0
2011-05-31,8360,8600,8360,8600,32662,115455.0,13424950.0
2011-06-01,8600,8730,8470,8600,19327,115455.0,13424950.0
2011-06-02,8390,8650,8390,8640,21736,115992.0,13424950.0
2011-06-03,8560,8670,8440,8590,27638,115320.0,13424950.0
2011-06-07,8480,8590,8360,8550,21647,114783.0,13424950.0
2011-06-08,8550,8580,8390,8460,21724,113575.0,13424950.0
2011-06-09,8630,8630,8320,8370,11360,112367.0,13424950.0
