피씨엘(241820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-16,6760,6760,6520,6630,68787,59147.0,8921164.0
2017-06-19,6700,6760,6570,6640,87123,59237.0,8921164.0
2017-06-20,6830,7370,6810,6930,773803,61824.0,8921164.0
2017-06-21,6920,7000,6710,6930,99670,61824.0,8921164.0
2017-06-22,7000,7050,6800,6830,74845,60932.0,8921164.0
2017-06-23,6900,6940,6670,6820,70365,60842.0,8921164.0
2017-06-26,6800,6830,6670,6690,48001,59683.0,8921164.0
2017-06-27,6660,6720,6550,6610,71635,58969.0,8921164.0
2017-06-28,6550,6600,6390,6390,75915,57006.0,8921164.0
2017-06-29,6510,6510,6260,6340,67210,56560.0,8921164.0
2017-06-30,6300,6470,6300,6450,38700,57542.0,8921164.0
2017-07-03,6440,6490,6350,6360,32171,56739.0,8921164.0
2017-07-04,6320,6410,6250,6280,42382,56025.0,8921164.0
2017-07-05,6210,6430,6210,6280,36407,56025.0,8921164.0
2017-07-06,6390,6600,6290,6450,41116,57542.0,8921164.0
2017-07-07,6400,6640,6370,6380,36288,56917.0,8921164.0
2017-07-10,6350,7060,6350,6670,344221,59504.0,8921164.0
2017-07-11,6670,6770,6250,6640,92335,59237.0,8921164.0
2017-07-12,6740,6750,6560,6600,45507,58880.0,8921164.0
2017-07-13,6580,6580,6380,6400,53374,57095.0,8921164.0
2017-07-14,6340,6370,6160,6200,116941,55311.0,8921164.0
2017-07-17,6180,6240,6170,6190,28893,55222.0,8921164.0
2017-07-18,6240,6240,6160,6160,33284,54954.0,8921164.0
2017-07-19,6150,6230,6100,6160,44886,54954.0,8921164.0
2017-07-20,6180,6360,6180,6260,43719,55846.0,8921164.0
2017-07-21,6390,6390,6280,6280,32682,56025.0,8921164.0
2017-07-24,6230,6570,6230,6550,153485,58434.0,8921164.0
2017-07-25,6520,6650,6410,6410,64909,57185.0,8921164.0
2017-07-26,6380,6420,6120,6280,154179,56025.0,8921164.0
2017-07-27,6300,6300,6180,6220,23627,55490.0,8921164.0
2017-07-28,6290,6300,6100,6190,35996,55222.0,8921164.0
2017-07-31,6160,6240,6020,6050,31753,53973.0,8921164.0
2017-08-01,6150,6160,6040,6070,21036,54151.0,8921164.0
2017-08-02,6070,6140,6050,6070,25055,54151.0,8921164.0
2017-08-03,6070,6070,5660,5850,182963,52189.0,8921164.0
2017-08-04,5910,5960,5800,5850,37962,52189.0,8921164.0
2017-08-07,5800,5950,5760,5880,19038,52456.0,8921164.0
2017-08-08,5890,5900,5690,5750,66842,51297.0,8921164.0
2017-08-09,5710,5760,5500,5530,71275,49334.0,8921164.0
2017-08-10,5430,5580,5380,5390,53156,48085.0,8921164.0
2017-08-11,5230,5260,4990,5010,124087,44695.0,8921164.0
2017-08-14,4960,5080,4945,4945,64742,44115.0,8921164.0
2017-08-16,4910,5070,4865,4950,99837,44160.0,8921164.0
2017-08-17,4950,5020,4930,4970,15669,44338.0,8921164.0
2017-08-18,4870,5030,4870,4970,12759,44338.0,8921164.0
2017-08-21,5000,5120,4970,4975,31324,44383.0,8921164.0
2017-08-22,4975,5020,4960,4970,16712,44338.0,8921164.0
2017-08-23,5000,5010,4860,4860,52905,43357.0,8921164.0
2017-08-24,4860,5470,4860,5120,357541,45676.0,8921164.0
2017-08-25,5150,5180,5060,5080,45600,45320.0,8921164.0
2017-08-28,5050,5190,5020,5060,28096,45141.0,8921164.0
2017-08-29,5000,5080,4990,4990,30622,44517.0,8921164.0
2017-08-30,5100,5140,4990,5030,34119,44873.0,8921164.0
2017-08-31,5020,6290,5000,5280,1063588,47104.0,8921164.0
2017-09-01,5330,5480,5140,5190,211928,46301.0,8921164.0
2017-09-04,4975,5080,4975,4975,118605,44383.0,8921164.0
2017-09-05,5040,5080,4965,5000,40168,44606.0,8921164.0
2017-09-06,4980,5480,4980,5310,311450,47371.0,8921164.0
2017-09-07,5330,6080,5320,5900,609671,52635.0,8921164.0
2017-09-08,5890,6120,5760,5800,192771,51743.0,8921164.0
2017-09-11,5810,6000,5420,5600,192437,49959.0,8921164.0
2017-09-12,5620,5650,5370,5500,53038,49066.0,8921164.0
2017-09-13,5400,5430,5050,5070,307251,45230.0,8921164.0
2017-09-14,5090,5110,4975,5070,86602,45230.0,8921164.0
2017-09-15,5030,5220,4985,5190,64001,46301.0,8921164.0
2017-09-18,5110,5250,5100,5140,32780,45855.0,8921164.0
2017-09-19,5140,5190,5050,5150,40013,45944.0,8921164.0
2017-09-20,5150,5550,5150,5190,193510,46301.0,8921164.0
2017-09-21,5200,5300,5120,5120,41083,45676.0,8921164.0
2017-09-22,5100,5190,5030,5030,31841,44873.0,8921164.0
2017-09-25,4985,5020,4845,4880,88341,43535.0,8921164.0
2017-09-26,4865,5000,4845,4875,26367,43491.0,8921164.0
2017-09-27,4855,4930,4765,4780,44782,42643.0,8921164.0
2017-09-28,4720,4850,4690,4770,46544,42554.0,8921164.0
2017-09-29,4760,4825,4715,4730,16808,42197.0,8921164.0
2017-10-10,4740,4875,4660,4665,16577,41617.0,8921164.0
2017-10-11,4630,4770,4630,4725,29914,42152.0,8921164.0
2017-10-12,4735,4800,4695,4800,11596,42822.0,8921164.0
2017-10-13,4760,4830,4730,4770,15575,42554.0,8921164.0
2017-10-16,4770,4780,4680,4775,21749,42599.0,8921164.0
2017-10-17,4780,4830,4720,4820,40627,43000.0,8921164.0
2017-10-18,4815,4980,4735,4980,71459,44427.0,8921164.0
2017-10-19,5010,5010,4935,4985,25372,44472.0,8921164.0
2017-10-20,5000,5000,4850,4900,20774,43714.0,8921164.0
2017-10-23,4925,4990,4830,4895,16128,43669.0,8921164.0
2017-10-24,4900,4995,4830,4965,59060,44294.0,8921164.0
2017-10-25,5150,5160,4980,5040,74652,44963.0,8921164.0
2017-10-26,5200,5570,5120,5120,428816,45676.0,8921164.0
2017-10-27,5200,5200,5030,5080,35630,45320.0,8921164.0
2017-10-30,5100,5190,4990,4995,34552,44561.0,8921164.0
2017-10-31,5090,5170,5010,5090,43512,45409.0,8921164.0
2017-11-01,5100,5130,4965,5000,53420,44606.0,8921164.0
2017-11-02,5080,5490,5030,5300,300163,47282.0,8921164.0
2017-11-03,5340,5420,5150,5350,84781,47728.0,8921164.0
2017-11-06,5340,5380,5250,5350,49537,47728.0,8921164.0
2017-11-07,5320,5670,5290,5470,153165,48799.0,8921164.0
2017-11-08,5460,5900,5320,5670,248150,50583.0,8921164.0
2017-11-09,5790,6200,5600,5930,440804,52903.0,8921164.0
2017-11-10,5930,6070,5770,5900,73901,52635.0,8921164.0
2017-11-13,5900,6120,5730,5960,137719,53170.0,8921164.0
2017-11-14,6010,6470,5980,6180,383166,55133.0,8921164.0
2017-11-15,6180,6390,6030,6030,228462,53795.0,8921164.0
2017-11-16,6120,6120,5770,5830,95527,52010.0,8921164.0
2017-11-17,6200,6800,6040,6070,991407,54151.0,8921164.0
2017-11-20,6140,6690,6030,6520,289176,58166.0,8921164.0
2017-11-21,6700,7050,6480,6690,371420,59683.0,8921164.0
2017-11-22,6510,7090,6490,6640,432831,59237.0,8921164.0
2017-11-23,6640,6770,6250,6540,209689,58344.0,8921164.0
2017-11-24,6420,6600,6390,6500,89085,57988.0,8921164.0
2017-11-27,6560,6720,6410,6420,63584,57274.0,8921164.0
2017-11-28,6380,6690,6160,6530,159793,58255.0,8921164.0
2017-11-29,6550,7000,6460,6790,444482,60575.0,8921164.0
2017-11-30,6830,8820,6540,8820,3663252,78685.0,8921164.0
2017-12-01,9390,11300,8980,10400,4937569,92780.0,8921164.0
2017-12-04,10650,10750,10050,10450,1050728,93226.0,8921164.0
2017-12-05,10450,12750,10450,12750,787475,113745.0,8921164.0
2017-12-06,13200,16550,13200,16550,518662,147645.0,8921164.0
2017-12-07,0,0,0,16550,0,147645.0,8921164.0
2017-12-08,17450,18900,11600,11600,1057327,103486.0,8921164.0
2017-12-11,11500,13100,11500,11900,483612,106162.0,8921164.0
2017-12-12,12900,13750,12200,13750,425589,122666.0,8921164.0
2017-12-13,13300,14200,12150,13050,850029,116421.0,8921164.0
2017-12-14,13300,13300,11800,12200,838743,108838.0,8921164.0
2017-12-15,11900,15150,11550,13500,3161968,120436.0,8921164.0
2017-12-18,13400,14400,13150,13600,716355,121328.0,8921164.0
2017-12-19,14000,16800,13250,16100,2120284,143631.0,8921164.0
2017-12-20,15600,16200,15150,15250,458687,136048.0,8921164.0
2017-12-21,15650,17550,15300,16850,1003092,150322.0,8921164.0
2017-12-22,16400,16700,15650,16650,441786,148537.0,8921164.0
2017-12-26,17000,17350,15900,15900,344584,141847.0,8921164.0
2017-12-27,15700,16200,14500,16100,423279,143631.0,8921164.0
2017-12-28,16450,18700,16200,17350,1174544,154782.0,8921164.0
2018-01-02,17050,17850,16800,17600,283481,157012.0,8921164.0
2018-01-03,18000,18600,17350,17750,273013,158351.0,8921164.0
2018-01-04,17600,17750,16850,17150,252138,152998.0,8921164.0
2018-01-05,16900,17250,15950,16500,412984,147199.0,8921164.0
2018-01-08,16500,16550,15500,16000,295485,142739.0,8921164.0
2018-01-09,16200,16750,14550,14700,370216,131141.0,8921164.0
2018-01-10,14800,14900,13600,14250,349001,127127.0,8921164.0
2018-01-11,14300,15000,13750,14700,304933,131141.0,8921164.0
2018-01-12,14600,14650,13700,14050,233032,125342.0,8921164.0
2018-01-15,13600,14550,13300,14150,191223,126234.0,8921164.0
2018-01-16,14700,15100,14150,14550,295057,129803.0,8921164.0
2018-01-17,14500,14750,13950,14500,168925,129357.0,8921164.0
2018-01-18,14400,15050,14050,15050,152987,134264.0,8921164.0
2018-01-19,15000,15700,14750,15450,198052,137832.0,8921164.0
2018-01-22,15550,16100,15150,16100,133404,143631.0,8921164.0
2018-01-23,16100,16200,15600,15750,137550,140508.0,8921164.0
2018-01-24,15700,15700,14600,14650,234592,130695.0,8921164.0
2018-01-25,14500,14850,14000,14600,181565,130249.0,8921164.0
2018-01-26,14550,15950,14200,15400,271656,137386.0,8921164.0
2018-01-29,15600,15800,15200,15350,106243,136940.0,8921164.0
2018-01-30,15600,15600,14800,14850,104884,132479.0,8921164.0
2018-01-31,14750,15800,14350,15100,135359,134710.0,8921164.0
2018-02-01,15100,15350,14450,14850,120040,132479.0,8921164.0
2018-02-02,15050,15150,14700,15000,89997,133817.0,8921164.0
2018-02-05,14300,15850,14250,14900,324255,132925.0,8921164.0
2018-02-06,13750,14500,13600,14500,155287,129357.0,8921164.0
2018-02-07,14600,16000,14350,14700,302203,131141.0,8921164.0
2018-02-08,14900,15250,14500,15100,81941,134710.0,8921164.0
2018-02-09,14450,17250,14450,16000,897046,142739.0,8921164.0
2018-02-12,16050,20000,15650,20000,891411,178423.0,8921164.0
2018-02-13,20850,21500,18100,19900,963263,177531.0,8921164.0
2018-02-14,19700,20700,18700,20300,542377,181100.0,8921164.0
2018-02-19,19300,19750,18600,18600,387713,165934.0,8921164.0
2018-02-20,19050,19500,18100,18550,172871,165488.0,8921164.0
2018-02-21,18400,19300,18200,19000,154544,169502.0,8921164.0
2018-02-22,19000,19400,18300,18300,113168,163257.0,8921164.0
2018-02-23,18750,19550,18200,19000,158153,169502.0,8921164.0
2018-02-26,19150,19300,18650,19200,137457,171286.0,8921164.0
2018-02-27,19200,19850,18750,19400,223814,173071.0,8921164.0
2018-02-28,19350,19400,18500,18650,147419,166380.0,8921164.0
2018-03-02,18150,18300,16800,17700,255978,157905.0,8921164.0
2018-03-05,18200,18650,17750,18100,123645,161473.0,8921164.0
2018-03-06,18200,18850,17950,18500,77261,165042.0,8921164.0
2018-03-07,18200,18700,18150,18200,58898,162365.0,8921164.0
2018-03-08,18500,19150,18200,19000,147264,169502.0,8921164.0
2018-03-09,18850,19250,18650,19250,121289,171732.0,8921164.0
2018-03-12,19350,19600,19050,19450,126920,173517.0,8921164.0
2018-03-13,19450,19500,18700,18900,143138,168610.0,8921164.0
2018-03-14,18900,18900,16050,17000,654895,151660.0,8921164.0
2018-03-15,17150,17750,16700,17000,138438,151660.0,8921164.0
2018-03-16,17300,18200,16750,17850,219801,159243.0,8921164.0
2018-03-19,17500,17500,17000,17250,141557,153890.0,8921164.0
2018-03-20,16700,17350,16600,17250,113667,153890.0,8921164.0
2018-03-21,17050,17300,16900,17000,114521,151660.0,8921164.0
2018-03-22,16900,17150,15200,15600,333685,139170.0,8921164.0
2018-03-23,14800,15300,13850,13850,248539,123558.0,8921164.0
2018-03-26,14000,17100,13900,16000,291761,142739.0,8921164.0
2018-03-27,15700,16500,15400,15800,119113,140954.0,8921164.0
2018-03-28,15350,15800,15000,15600,65578,139170.0,8921164.0
2018-03-29,15700,16450,15600,15800,74018,140954.0,8921164.0
2018-03-30,15950,16300,15500,15950,70357,142293.0,8921164.0
2018-04-02,16000,17100,15900,16850,133453,150322.0,8921164.0
2018-04-03,16650,17000,16250,16950,65625,151214.0,8921164.0
2018-04-04,17300,17800,16700,17300,147471,154336.0,8921164.0
2018-04-05,17400,18100,17350,17750,150203,158351.0,8921164.0
2018-04-06,17850,18050,17400,17700,68468,157905.0,8921164.0
2018-04-09,17250,18600,17250,18500,253586,165042.0,8921164.0
2018-04-10,18800,18800,18100,18250,125741,162811.0,8921164.0
2018-04-11,18350,18600,16950,17300,223830,154336.0,8921164.0
2018-04-12,17400,17400,16050,17200,119978,153444.0,8921164.0
2018-04-13,17600,17600,16750,17300,79211,154336.0,8921164.0
2018-04-16,17250,17600,16400,17100,130565,152552.0,8921164.0
2018-04-17,17550,17700,16900,17600,88946,157012.0,8921164.0
2018-04-18,17600,17800,16700,16700,110493,148983.0,8921164.0
2018-04-19,16450,16600,15300,15600,166532,139170.0,8921164.0
2018-04-20,15800,16400,15550,16350,56952,145861.0,8921164.0
2018-04-23,14900,15350,14550,15000,270062,133817.0,8921164.0
2018-04-24,14600,15650,14600,15150,136424,135156.0,8921164.0
2018-04-25,14650,15350,14550,14700,86540,131141.0,8921164.0
2018-04-26,14500,16350,14300,15950,146062,142293.0,8921164.0
2018-04-27,16150,16250,15300,15850,61929,141400.0,8921164.0
2018-04-30,15400,15550,14900,15200,112477,135602.0,8921164.0
2018-05-02,15150,15200,14100,14600,170549,130249.0,8921164.0
2018-05-03,14500,15100,13650,14100,155804,125788.0,8921164.0
2018-05-04,13750,14100,13500,13800,92829,123112.0,8921164.0
2018-05-08,13650,14150,12500,12700,254039,113299.0,8921164.0
2018-05-09,12650,15900,12000,14000,392719,124896.0,8921164.0
2018-05-10,14000,14300,13650,14000,85900,124896.0,8921164.0
2018-05-11,13850,16000,13750,15000,243038,133817.0,8921164.0
2018-05-14,15000,15100,14800,14900,66031,132925.0,8921164.0
2018-05-15,14550,15000,14550,14800,57047,132033.0,8921164.0
2018-05-16,14700,15000,14250,14500,123061,129357.0,8921164.0
2018-05-17,14300,14650,14050,14250,42474,127127.0,8921164.0
2018-05-18,13950,14400,13750,13950,73667,124450.0,8921164.0
2018-05-21,14000,14250,13800,14100,31863,125788.0,8921164.0
2018-05-23,14150,14150,13450,13450,67994,119990.0,8921164.0
2018-05-24,13450,14050,13000,13250,52697,118205.0,8921164.0
2018-05-25,13200,14250,13100,13700,60214,122220.0,8921164.0
2018-05-28,13350,13400,12850,13200,112116,118023.0,8941164.0
2018-05-29,13200,13450,12750,12800,94863,114447.0,8941164.0
2018-05-30,12950,13000,12500,12700,37636,113553.0,8941164.0
2018-05-31,12600,13050,12400,12850,49502,114894.0,8941164.0
2018-06-01,12950,13250,12450,12950,80377,115788.0,8941164.0
2018-06-04,12950,13450,12750,13000,42803,116235.0,8941164.0
2018-06-05,12800,13150,12600,12900,44549,115341.0,8941164.0
2018-06-07,12850,13400,12650,13350,58401,119365.0,8941164.0
2018-06-08,13300,13650,13050,13650,64031,122047.0,8941164.0
2018-06-11,13650,13650,12800,12950,49648,115788.0,8941164.0
2018-06-12,12700,13300,12600,13000,65120,116235.0,8941164.0
2018-06-14,13150,14900,12800,13000,902513,116235.0,8941164.0
2018-06-15,12600,12650,10350,11150,836993,99694.0,8941164.0
2018-06-18,10900,11200,10450,10750,145075,96118.0,8941164.0
2018-06-19,10700,10900,9980,10400,159044,92988.0,8941164.0
2018-06-20,10550,11050,10300,10900,88607,97459.0,8941164.0
2018-06-21,11700,12300,11300,12050,231642,107741.0,8941164.0
2018-06-22,12050,12100,11500,11800,80538,105506.0,8941164.0
2018-06-25,12000,12000,11500,11600,34135,103718.0,8941164.0
2018-06-26,11300,11550,10850,11400,24922,101929.0,8941164.0
2018-06-27,11500,11550,11150,11250,26351,100588.0,8941164.0
2018-06-28,11050,11600,11000,11150,28654,99694.0,8941164.0
2018-06-29,11200,11600,11000,11300,26509,101035.0,8941164.0
2018-07-02,12400,12450,10600,10600,143768,94776.0,8941164.0
2018-07-03,10900,11050,10500,10750,53948,96118.0,8941164.0
2018-07-04,10750,10900,10500,10850,21705,97012.0,8941164.0
2018-07-05,10600,10850,10350,10700,35905,95670.0,8941164.0
2018-07-06,10700,10950,10300,10700,35480,95670.0,8941164.0
2018-07-09,11250,11750,11100,11500,97076,102823.0,8941164.0
2018-07-10,11650,12350,11450,12250,65018,109529.0,8941164.0
2018-07-11,12050,12400,11850,12150,30752,108635.0,8941164.0
2018-07-12,12200,12300,11850,12300,22220,109976.0,8941164.0
2018-07-13,12300,12900,12200,12400,61527,110870.0,8941164.0
2018-07-16,12600,14350,12500,14000,251431,125176.0,8941164.0
2018-07-17,14050,14100,13450,13800,70210,123388.0,8941164.0
2018-07-18,14250,14300,12250,12350,197576,110423.0,8941164.0
2018-07-19,12350,12550,11800,12100,52813,108188.0,8941164.0
2018-07-20,12600,13900,12300,13150,199888,117576.0,8941164.0
2018-07-23,13000,13000,12300,12400,49412,110870.0,8941164.0
2018-07-24,12400,12500,12000,12400,40066,110870.0,8941164.0
2018-07-25,12350,12500,11550,11550,55931,103270.0,8941164.0
2018-07-26,11550,11850,11000,11500,65122,102823.0,8941164.0
2018-07-27,11650,11650,10750,11300,158215,101035.0,8941164.0
2018-07-30,11100,11750,10900,11500,49344,102823.0,8941164.0
2018-07-31,11150,11750,11150,11250,32770,100588.0,8941164.0
2018-08-01,11600,12750,11250,12250,133883,109529.0,8941164.0
2018-08-02,12200,12400,11700,11850,70182,105953.0,8941164.0
2018-08-03,12200,12200,11800,11850,26636,105953.0,8941164.0
2018-08-06,11650,12850,11650,12650,101628,113106.0,8941164.0
2018-08-07,12400,13300,12350,13100,117446,117129.0,8941164.0
2018-08-08,13250,13950,12750,13150,246074,117576.0,8941164.0
2018-08-09,13150,13300,12800,12900,32826,115341.0,8941164.0
2018-08-10,12750,13150,12450,12600,42019,112659.0,8941164.0
2018-08-13,12350,12600,11750,11900,42782,106400.0,8941164.0
2018-08-14,12000,12350,11750,12300,22387,109976.0,8941164.0
2018-08-16,12300,12300,11550,12100,32302,108188.0,8941164.0
2018-08-17,12300,12750,12100,12550,39059,112212.0,8941164.0
2018-08-20,12750,12900,12350,12350,19337,110423.0,8941164.0
2018-08-21,12750,12900,12450,12750,27630,114000.0,8941164.0
2018-08-22,12900,12900,12550,12550,16083,112212.0,8941164.0
2018-08-23,12900,12900,12500,12550,24194,112212.0,8941164.0
2018-08-24,12700,12900,12500,12800,47160,114447.0,8941164.0
2018-08-27,13200,13200,12500,12600,50048,112659.0,8941164.0
2018-08-28,12850,12900,12450,12600,24900,112659.0,8941164.0
2018-08-29,12800,12800,12500,12600,30576,112659.0,8941164.0
2018-08-30,12600,13000,12500,12800,30192,114447.0,8941164.0
2018-08-31,12600,13500,12600,13250,90610,118470.0,8941164.0
2018-09-03,13250,13400,13150,13250,26656,118470.0,8941164.0
2018-09-04,13400,13400,13000,13300,39140,118917.0,8941164.0
2018-09-05,13450,13750,13200,13250,65113,118470.0,8941164.0
2018-09-06,13300,13450,11900,12250,215952,109529.0,8941164.0
2018-09-07,12300,12300,11100,11550,431754,103270.0,8941164.0
2018-09-10,11900,12350,11450,11600,338178,103718.0,8941164.0
2018-09-11,11600,11700,11000,11250,185080,100588.0,8941164.0
2018-09-12,11500,12250,11400,11550,126162,103270.0,8941164.0
2018-09-13,11600,11750,11050,11250,99797,100588.0,8941164.0
2018-09-14,11250,11450,11100,11150,89042,99694.0,8941164.0
2018-09-17,11150,11250,11000,11150,50409,99694.0,8941164.0
2018-09-18,11050,11650,10950,11650,88268,104165.0,8941164.0
2018-09-19,11700,11700,11150,11500,80026,102823.0,8941164.0
2018-09-20,11550,11600,11200,11200,69848,100141.0,8941164.0
2018-09-21,11350,11350,10950,10950,68147,97906.0,8941164.0
2018-09-27,10850,11600,10850,11300,63069,101035.0,8941164.0
2018-09-28,11300,11450,11000,11200,47584,100141.0,8941164.0
2018-10-01,11200,11300,10900,10950,27018,97906.0,8941164.0
2018-10-02,11100,11100,10600,10600,39441,94776.0,8941164.0
2018-10-04,10550,10750,10150,10650,34354,95223.0,8941164.0
2018-10-05,10750,10750,10000,10100,67827,90306.0,8941164.0
2018-10-08,9880,10400,9500,9540,104995,85299.0,8941164.0
2018-10-10,9540,9550,8980,9240,110564,82616.0,8941164.0
2018-10-11,8970,9140,8630,8750,76340,78235.0,8941164.0
2018-10-12,8460,10150,8460,9220,188168,82438.0,8941164.0
2018-10-15,9260,9530,9100,9100,50760,81365.0,8941164.0
2018-10-16,9100,9990,9100,9750,108869,87176.0,8941164.0
2018-10-17,9750,10900,9750,10600,121903,94776.0,8941164.0
2018-10-18,10500,10900,10350,10650,32653,95223.0,8941164.0
2018-10-19,10350,11400,10300,11150,84988,99694.0,8941164.0
2018-10-22,11500,12300,11450,11700,224578,104612.0,8941164.0
2018-10-23,11700,11700,11050,11050,55339,98800.0,8941164.0
2018-10-24,10850,11800,10850,11100,101406,99247.0,8941164.0
2018-10-25,10700,11250,10500,11000,54447,98353.0,8941164.0
2018-10-26,11450,11450,10200,10200,59056,91200.0,8941164.0
2018-10-29,10000,10500,9050,9280,60210,82974.0,8941164.0
2018-10-30,8800,10000,8800,10000,82508,89412.0,8941164.0
2018-10-31,10000,11100,9890,10650,84233,95223.0,8941164.0
2018-11-01,11000,11050,10250,10350,49623,92541.0,8941164.0
2018-11-02,10800,11100,10550,10900,33302,97459.0,8941164.0
2018-11-05,11000,11150,10700,11000,24633,98353.0,8941164.0
2018-11-06,11250,11250,10500,10750,27853,96118.0,8941164.0
2018-11-07,10900,11200,10350,10650,40644,95223.0,8941164.0
2018-11-08,10700,10900,10400,10400,31018,92988.0,8941164.0
2018-11-09,10400,10600,9990,10450,33398,93435.0,8941164.0
2018-11-12,10100,10450,9860,9900,29177,88518.0,8941164.0
2018-11-13,9800,10350,9630,10350,30815,92541.0,8941164.0
2018-11-14,10750,10800,10150,10150,34793,90753.0,8941164.0
2018-11-15,10050,10450,9950,9980,20887,89233.0,8941164.0
