파인넥스(123260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-02-27,51402,51402,49088,49328,81876,465871.0,7538369.0
2012-02-28,50445,51083,49407,49407,70392,466625.0,7538369.0
2012-02-29,50285,52201,49247,51004,150194,481702.0,7538369.0
2012-03-02,51881,52041,48689,48929,152785,462102.0,7538369.0
2012-03-05,48369,48609,43660,46295,396887,437225.0,7538369.0
2012-03-06,45975,47252,45576,46295,103635,437225.0,7538369.0
2012-03-07,45416,46374,45416,45975,61803,434210.0,7538369.0
2012-03-08,45975,46773,45177,45816,56375,432702.0,7538369.0
2012-03-09,46134,46134,43660,46055,150180,434964.0,7538369.0
2012-03-12,46055,46294,44299,44299,56622,418379.0,7538369.0
2012-03-13,44618,44698,41585,42543,236170,401795.0,7538369.0
2012-03-14,43341,44618,42463,42862,110471,404810.0,7538369.0
2012-03-15,42782,46214,42782,44698,144115,422149.0,7538369.0
2012-03-16,45496,47172,45416,46694,113747,440995.0,7538369.0
2012-03-19,46693,47332,46294,47093,83076,444764.0,7538369.0
2012-03-20,47252,47252,45177,45177,43800,426672.0,7538369.0
2012-03-21,45017,45815,43341,43501,72432,410841.0,7538369.0
2012-03-22,43261,44778,43022,43581,48253,411595.0,7538369.0
2012-03-23,43261,44139,42862,42942,37096,405564.0,7538369.0
2012-03-26,42782,43341,41984,42463,53224,401041.0,7538369.0
2012-03-27,42702,42862,39909,41505,140583,391995.0,7538369.0
2012-03-28,41505,41505,39749,39989,97676,377672.0,7538369.0
2012-03-29,40068,40228,37714,38552,135946,364103.0,7538369.0
2012-03-30,37993,40308,37993,38712,91204,365611.0,7538369.0
2012-04-02,39110,39310,38512,38512,30070,363726.0,7538369.0
2012-04-03,38552,38711,36317,36597,123353,345634.0,7538369.0
2012-04-04,36556,36716,34082,34561,141643,326411.0,7538369.0
2012-04-05,34122,35638,33842,34881,72665,329427.0,7538369.0
2012-04-06,34561,35000,34082,34242,43249,323396.0,7538369.0
2012-04-09,33603,33962,31807,31847,82852,300781.0,7538369.0
2012-04-10,31408,33244,31408,31967,63957,301912.0,7538369.0
2012-04-12,32126,32964,31528,32486,51659,306812.0,7538369.0
2012-04-13,33124,34880,33124,34322,121212,324176.0,7538969.0
2012-04-16,33683,34162,33084,33284,49198,314375.0,7538969.0
2012-04-17,33364,33882,33124,33603,44167,317391.0,7538969.0
2012-04-18,34321,34561,32845,33045,68520,312113.0,7538969.0
2012-04-19,32805,32805,31767,31967,107968,301936.0,7538969.0
2012-04-20,32126,32166,30690,30890,83335,291758.0,7538969.0
2012-04-23,30809,31089,29492,29932,93128,282711.0,7538969.0
2012-04-24,29213,30929,28934,30930,131634,292135.0,7538969.0
2012-04-25,30969,31927,30251,31847,75020,300805.0,7538969.0
2012-04-26,31927,32326,30370,30371,49744,286858.0,7538969.0
2012-04-27,30211,30969,29413,29652,42568,280073.0,7538969.0
2012-04-30,29732,31607,29612,31448,78611,297035.0,7538969.0
2012-05-02,32007,33443,31208,33444,85601,315883.0,7538969.0
2012-05-03,33523,33842,32486,32885,59504,310606.0,7538969.0
2012-05-04,32885,32885,31727,31768,74033,300051.0,7538969.0
2012-05-07,31129,31568,30131,30211,75187,285350.0,7538969.0
2012-05-08,30690,31288,29852,30251,83498,285727.0,7538969.0
2012-05-09,30251,30251,29452,29613,68079,279696.0,7538969.0
2012-05-10,29652,31847,29652,31847,60544,300805.0,7538969.0
2012-05-11,32246,33284,31049,31528,77699,297789.0,7538969.0
2012-05-14,31528,31887,29931,30810,41398,291004.0,7538969.0
2012-05-15,30650,30690,29572,30331,36768,286481.0,7538969.0
2012-05-16,30211,30650,28974,28974,43497,273665.0,7538969.0
2012-05-17,28654,29612,28016,28455,69171,268764.0,7538969.0
2012-05-18,27377,27816,26419,26659,101759,251802.0,7538969.0
2012-05-21,26898,28215,25541,28016,72340,264618.0,7538969.0
2012-05-22,28056,29133,28056,29094,53358,274795.0,7538969.0
2012-05-23,28814,28814,28295,28415,32251,268899.0,7553344.0
2012-05-24,28255,29812,28215,29253,57073,276830.0,7553344.0
2012-05-25,29532,30011,28574,29014,40104,274564.0,7553344.0
2012-05-29,28814,30330,28574,29772,60999,281740.0,7553344.0
2012-05-30,29851,29851,29133,29134,26136,275697.0,7553344.0
2012-05-31,28215,32166,28135,31169,124394,294958.0,7553344.0
2012-06-01,31129,33284,31129,32007,99263,308904.0,7703344.0
2012-06-04,31049,32326,30769,31528,60418,304282.0,7703344.0
2012-06-05,31687,32685,31687,32566,52924,314296.0,7703344.0
2012-06-07,33084,33284,31927,32406,63230,312756.0,7703344.0
2012-06-08,32406,32725,31967,32486,29315,313526.0,7703344.0
2012-06-11,32486,33204,31967,31967,42445,308519.0,7703344.0
2012-06-12,31328,32645,31248,32646,26153,315067.0,7703344.0
2012-06-13,32645,32845,32007,32646,27531,315067.0,7703344.0
2012-06-14,32166,32845,32166,32406,20246,312756.0,7703344.0
2012-06-15,32406,32406,30969,31209,45867,301201.0,7703344.0
2012-06-18,31208,31767,30330,31329,61445,302356.0,7703344.0
2012-06-19,30929,31647,30650,31408,30692,303127.0,7703344.0
2012-06-20,31727,36117,31647,36118,248286,348576.0,7703344.0
2012-06-21,36716,38272,36277,37235,237404,359361.0,7703344.0
2012-06-22,36596,37793,36317,37674,117644,363598.0,7703344.0
2012-06-25,37913,39470,37115,39071,133498,377079.0,7703344.0
2012-06-26,38711,39749,38232,39071,89699,377079.0,7703344.0
2012-06-27,39071,39789,38791,38792,65043,374383.0,7703344.0
2012-06-28,39270,39510,37514,38313,75454,369761.0,7703344.0
2012-06-29,38751,39589,37993,38712,50925,373612.0,7703344.0
2012-07-02,39190,39350,38392,38552,39696,372072.0,7703344.0
2012-07-03,38592,39350,37913,38313,38148,369761.0,7703344.0
2012-07-04,38113,38153,36237,37515,123494,362057.0,7703344.0
2012-07-05,37913,40068,37913,39909,178689,385167.0,7703344.0
2012-07-06,40068,40148,38312,38712,74874,373612.0,7703344.0
2012-07-09,38711,39749,38073,39111,64772,377464.0,7703344.0
2012-07-10,39270,40068,38711,39909,61850,385167.0,7703344.0
2012-07-11,39749,39829,38312,38712,55041,373612.0,7703344.0
2012-07-12,38711,39070,37115,37115,43631,358205.0,7703344.0
2012-07-13,37155,37674,34401,36716,81022,354500.0,7706519.0
2012-07-16,37195,37275,35559,36716,45644,354684.0,7710519.0
2012-07-17,36636,36716,35918,36198,42569,349672.0,7710519.0
2012-07-18,36197,36237,34760,35120,55333,339263.0,7710519.0
2012-07-19,35519,35878,33882,35120,71470,339263.0,7710519.0
2012-07-20,35040,36716,34361,36038,71622,348130.0,7710519.0
2012-07-23,36157,37155,35758,36118,53936,348901.0,7710519.0
2012-07-24,36117,36317,35000,35599,22592,343889.0,7710519.0
2012-07-25,34760,35519,33922,33923,41010,327697.0,7710519.0
2012-07-26,33922,35319,33643,35120,33835,339263.0,7710519.0
2012-07-27,35918,35918,34601,34601,23441,334251.0,7710519.0
2012-07-30,34641,34880,34042,34561,30138,333865.0,7710519.0
2012-07-31,34202,35878,33922,35679,36037,344660.0,7710519.0
2012-08-01,35678,35718,34800,35399,21808,341962.0,7710519.0
2012-08-02,35279,36277,35279,35599,24801,343889.0,7710519.0
2012-08-03,35159,35678,34840,35120,15646,339263.0,7710519.0
2012-08-06,35439,36796,34641,36716,60721,354684.0,7710519.0
2012-08-07,36955,37793,36397,36716,68452,354684.0,7710519.0
2012-08-08,37115,37833,36636,37634,51826,363551.0,7710519.0
2012-08-09,39110,40707,38472,39590,268698,382442.0,7710519.0
2012-08-10,39709,41585,39549,40069,138275,387127.0,7711694.0
2012-08-13,40467,40787,39071,39550,66746,382114.0,7711694.0
2012-08-14,39510,40228,39390,39829,57012,384814.0,7711694.0
2012-08-16,39749,39988,38951,39909,56504,385585.0,7711694.0
2012-08-17,40308,42622,40308,42304,227221,408720.0,7711694.0
2012-08-20,42303,42702,41744,42304,70440,408720.0,7711694.0
2012-08-21,42862,42862,41744,41745,47865,403322.0,7711694.0
2012-08-22,41505,42383,40387,42224,85287,407949.0,7711694.0
2012-08-23,42383,42942,41345,41426,93912,400237.0,7711694.0
2012-08-24,40946,41266,39270,40308,122161,389441.0,7711694.0
2012-08-27,39988,40627,39190,40069,70996,387127.0,7711694.0
2012-08-28,39988,40707,39669,40388,45750,390212.0,7711694.0
2012-08-29,40547,40547,39629,39630,57500,382886.0,7711694.0
2012-08-30,39869,40228,37674,38313,80169,370161.0,7711694.0
2012-08-31,38033,39629,38033,39430,56910,380958.0,7711694.0
2012-09-03,39869,40068,39190,39350,36913,380187.0,7711694.0
2012-09-04,39709,41824,39709,40707,167916,393296.0,7711694.0
2012-09-05,41106,41186,39549,40069,66452,387127.0,7711694.0
2012-09-06,39071,40547,39031,39151,51093,378259.0,7711694.0
2012-09-07,39589,39669,38751,38752,73102,374403.0,7711694.0
2012-09-10,38831,39629,38352,39550,40692,382114.0,7711694.0
2012-09-11,39709,39709,38312,38512,66201,372089.0,7711694.0
2012-09-12,38512,38911,37634,37914,66614,366305.0,7711694.0
2012-09-13,39310,40946,39310,39869,289868,385199.0,7711694.0
2012-09-14,39988,40068,38312,38672,124620,373632.0,7711694.0
2012-09-17,38711,38791,36836,36836,127945,357074.0,7737244.0
2012-09-18,36596,37434,36476,37076,65686,359395.0,7737244.0
2012-09-19,37075,37993,37035,37275,64921,361329.0,7737244.0
2012-09-20,37714,37873,36756,37195,47321,360556.0,7737244.0
2012-09-21,37035,37354,35798,36437,123335,353205.0,7737244.0
2012-09-24,35997,36357,35479,35798,68178,347015.0,7737244.0
2012-09-25,35519,36556,35519,36158,59602,350497.0,7737244.0
2012-09-26,36476,36476,35758,35998,36032,348950.0,7737244.0
2012-09-27,35519,35998,34561,35439,55177,343534.0,7737244.0
2012-09-28,35279,36516,35279,36118,34703,350110.0,7737244.0
2012-10-02,36437,37115,35958,37076,38055,359395.0,7737244.0
2012-10-04,37235,37235,36716,37235,26825,360942.0,7737244.0
2012-10-05,36876,37235,36317,36716,40427,355967.0,7738419.0
2012-10-08,36596,36636,35279,35599,48676,345133.0,7738419.0
2012-10-09,35598,35718,34720,35280,56686,342038.0,7738419.0
2012-10-10,34920,35598,34720,35000,16758,339330.0,7738419.0
2012-10-11,35000,35479,33284,35240,38487,341651.0,7738419.0
2012-10-12,35439,35439,34162,34162,29876,331204.0,7738419.0
2012-10-15,34401,34960,32406,32606,72299,316114.0,7738419.0
2012-10-16,32964,33084,30730,30730,130228,297929.0,7738419.0
2012-10-17,31049,31448,30410,30890,77521,299477.0,7738419.0
2012-10-18,30849,31608,30450,31408,34705,304507.0,7738419.0
2012-10-19,30769,31568,30650,31528,20349,305668.0,7738419.0
2012-10-22,31009,31847,30889,31847,19732,308763.0,7738419.0
2012-10-23,31927,32845,31608,32167,32372,311858.0,7738419.0
2012-10-24,32166,32206,31368,31808,22367,308376.0,7738419.0
2012-10-25,31687,32286,30730,31129,31202,301798.0,7738419.0
2012-10-26,31129,31129,29133,30171,58767,292512.0,7738419.0
2012-10-29,30171,30211,28295,28415,70858,275488.0,7738419.0
2012-10-30,28016,29093,28016,28735,17772,278583.0,7738419.0
2012-10-31,28734,29333,28375,28894,33693,280131.0,7738419.0
2012-11-01,29053,29053,27936,28455,35347,275875.0,7738419.0
2012-11-02,28495,28654,28135,28375,27730,275101.0,7738419.0
2012-11-05,28614,28614,27936,28256,15817,273940.0,7738419.0
2012-11-06,28255,28854,28096,28296,32262,274327.0,7738419.0
2012-11-07,28455,28654,27457,27737,58561,268910.0,7738419.0
2012-11-08,27457,27457,26579,26779,55493,259624.0,7738419.0
2012-11-09,26579,27178,26140,26500,38617,257453.0,7754594.0
2012-11-12,26459,28734,26459,28096,60225,272962.0,7754594.0
2012-11-13,28096,29532,27936,28735,58915,279165.0,7754594.0
2012-11-14,28654,28974,27657,28176,44873,273737.0,7754594.0
2012-11-15,27617,27896,27058,27098,18816,263268.0,7754594.0
2012-11-16,26898,27617,25940,26140,24140,253963.0,7754594.0
2012-11-19,26579,27696,26579,26899,22412,261330.0,7754594.0
2012-11-20,27138,30211,27138,29333,104609,284981.0,7754594.0
2012-11-21,29452,30490,29253,29333,47552,284981.0,7754594.0
2012-11-22,29333,30171,28774,28974,37597,281492.0,7754594.0
2012-11-23,28974,29931,28175,28814,44980,279941.0,7754594.0
2012-11-26,29213,29931,28255,29772,44268,289246.0,7754594.0
2012-11-27,30091,30490,29293,29333,40646,284981.0,7754594.0
2012-11-28,29413,29532,28734,28974,28711,281492.0,7754594.0
2012-11-29,29173,29293,28574,28735,31220,279165.0,7754594.0
2012-11-30,28415,28734,26898,27218,84650,264432.0,7754594.0
2012-12-03,27297,27816,26379,26579,55824,258228.0,7754594.0
2012-12-04,26499,29333,26340,28735,97280,279784.0,7771789.0
2012-12-05,29013,29053,27018,27178,95800,264629.0,7771789.0
2012-12-06,27178,27297,26459,26460,52343,257635.0,7771789.0
2012-12-07,26739,27577,26539,27138,49453,264241.0,7771789.0
2012-12-10,26858,27657,26739,26939,29675,262298.0,7771789.0
2012-12-11,26898,26898,24344,24504,219580,238594.0,7771789.0
2012-12-12,24743,25302,24623,24823,61185,241703.0,7771789.0
2012-12-13,24025,24823,23147,23307,236245,226936.0,7771789.0
2012-12-14,23306,24105,23267,23666,111022,230434.0,7771789.0
2012-12-17,23706,23706,22548,22589,139196,219942.0,7771789.0
2012-12-18,23227,23586,22428,22549,148243,219553.0,7771789.0
2012-12-20,22668,23187,22269,22908,59760,223050.0,7771789.0
2012-12-21,22867,23187,22189,22189,80408,217236.0,7814239.0
2012-12-24,22349,22349,21191,21511,116670,210594.0,7814239.0
2012-12-26,21351,21790,20752,20753,118495,203170.0,7814239.0
2012-12-27,20912,21151,20353,20553,133928,201217.0,7814239.0
2012-12-28,20832,22069,20752,21950,164927,214892.0,7814239.0
2013-01-02,22349,22628,21830,22349,102560,218799.0,7814239.0
2013-01-03,22508,22867,22149,22349,85154,218799.0,7814239.0
2013-01-04,22389,22389,21949,22309,72211,218408.0,7814239.0
2013-01-07,22548,23386,22189,22828,153968,223487.0,7814239.0
2013-01-08,22907,23147,21949,22389,112194,219189.0,7814239.0
2013-01-09,22229,22588,22029,22349,63213,218799.0,7814239.0
2013-01-10,22428,23107,21949,22948,133761,224659.0,7814239.0
2013-01-11,23227,24424,23187,24424,249275,239116.0,7814239.0
2013-01-14,24623,24903,23785,24105,99138,235990.0,7814239.0
2013-01-15,24065,24344,23227,23626,76092,238931.0,8071989.0
2013-01-16,23666,24384,23386,23666,60848,239334.0,8071989.0
2013-01-17,23745,24065,23027,23067,45825,233280.0,8071989.0
2013-01-18,23466,25741,23227,25382,206391,256689.0,8071989.0
2013-01-21,25501,26978,25023,26460,225233,267586.0,8071989.0
2013-01-22,26419,26699,25901,26540,107592,268394.0,8071989.0
2013-01-23,26379,27377,25940,25941,103451,262340.0,8071989.0
2013-01-24,26100,26379,25382,25622,81524,259111.0,8071989.0
2013-01-25,25701,26100,24145,24584,151131,248617.0,8071989.0
2013-01-28,24584,25262,23865,24823,78666,251039.0,8071989.0
2013-01-29,24823,25382,24504,24983,69707,252653.0,8071989.0
2013-01-30,24863,25422,23386,23387,108986,236509.0,8071989.0
2013-01-31,23227,23905,22349,22509,114486,227630.0,8071989.0
2013-02-01,22508,22907,21790,22708,57666,229648.0,8071989.0
2013-02-04,22788,23027,21550,21631,87745,218751.0,8071989.0
2013-02-05,21271,22069,21271,21631,42219,218751.0,8071989.0
2013-02-06,21550,22189,21550,21910,37779,221576.0,8071989.0
2013-02-07,21910,22349,21630,21750,38183,219962.0,8071989.0
2013-02-08,21710,21910,21191,21830,45719,220769.0,8071989.0
2013-02-12,21830,22309,21630,21750,28221,219962.0,8071989.0
2013-02-13,21790,22548,21710,22429,55024,226823.0,8071989.0
2013-02-14,22029,22029,21191,21870,181154,221172.0,8071989.0
2013-02-15,21830,22428,21630,22229,38682,224805.0,8071989.0
2013-02-18,22229,22548,22109,22189,37388,224401.0,8071989.0
2013-02-19,22149,23027,22149,22708,67187,229648.0,8071989.0
2013-02-20,22708,23107,21989,21990,105807,222383.0,8071989.0
2013-02-21,21870,21950,20952,21072,175363,213101.0,8071989.0
2013-02-22,20992,21271,20553,21192,78773,214311.0,8071989.0
2013-02-25,21311,21431,20752,20753,56931,209872.0,8071989.0
2013-02-26,20473,20952,20353,20633,47948,208661.0,8071989.0
2013-02-27,20672,21231,20553,20633,62922,208661.0,8071989.0
2013-02-28,20633,21191,20633,21192,52562,214311.0,8071989.0
2013-03-04,21271,22428,21191,22229,163372,224805.0,8071989.0
2013-03-05,22229,23466,21830,23427,171947,236913.0,8071989.0
2013-03-06,24025,26260,23865,25821,473791,261129.0,8071989.0
2013-03-07,25861,25980,25102,25821,166838,261129.0,8071989.0
2013-03-08,25821,26938,25541,26260,275774,265568.0,8071989.0
2013-03-11,26220,26260,24983,25861,103915,263517.0,8133239.0
2013-03-12,26140,27098,25940,26659,169478,271650.0,8133239.0
2013-03-13,26419,27138,26060,27138,112226,276530.0,8133239.0
2013-03-14,27138,27936,26699,27298,117506,278157.0,8133239.0
2013-03-15,27617,27617,25781,25781,118712,262704.0,8133239.0
2013-03-18,25741,25861,24384,24424,130753,248877.0,8133239.0
2013-03-19,24424,25581,24424,25382,97417,258637.0,8133239.0
2013-03-20,25142,25741,24544,25262,71570,257417.0,8133239.0
2013-03-21,25701,27218,25541,26739,227579,272464.0,8133239.0
2013-03-22,26779,28215,26340,28136,201007,286697.0,8133239.0
2013-03-25,28495,28734,27457,28216,164040,287510.0,8133239.0
2013-03-26,27976,29133,27936,28655,187469,291983.0,8133239.0
2013-03-27,28973,29732,28096,28375,187540,289137.0,8133239.0
2013-03-28,28375,28894,27457,28136,94907,286697.0,8133239.0
2013-03-29,28135,28734,27896,27976,63100,285070.0,8133239.0
2013-04-01,28175,29293,28175,29134,99331,296863.0,8133239.0
2013-04-02,29213,29373,27896,28655,97681,291983.0,8133239.0
2013-04-03,28654,28934,28056,28735,72141,292797.0,8133239.0
2013-04-04,28215,28734,27257,28136,129775,286697.0,8133239.0
2013-04-05,27936,28096,27098,27138,82196,276530.0,8133239.0
2013-04-08,26699,27696,25940,25981,70949,264737.0,8133239.0
2013-04-09,25940,28295,25621,28216,123085,287510.0,8133239.0
2013-04-10,27856,28734,27816,28575,71822,291170.0,8133239.0
2013-04-11,28654,29652,28375,29253,115967,298083.0,8133239.0
2013-04-12,29373,31089,28894,30730,272859,313618.0,8145914.0
2013-04-15,30729,31408,30330,30491,139814,311174.0,8145914.0
2013-04-16,29852,31009,29612,30131,105309,307508.0,8145914.0
2013-04-17,30251,31288,30211,30650,125184,312803.0,8145914.0
2013-04-18,30330,30610,29053,29413,133873,300177.0,8145914.0
2013-04-19,29213,30051,28894,29652,57905,302621.0,8145914.0
2013-04-22,29692,30809,29572,29972,80273,305879.0,8145914.0
2013-04-23,30410,30410,28934,29134,94720,297326.0,8145914.0
2013-04-24,29333,29772,28934,29174,99364,297733.0,8145914.0
2013-04-25,29173,29373,27896,28016,176336,285922.0,8145914.0
2013-04-26,28455,28854,27417,27857,133594,284292.0,8145914.0
2013-04-29,27936,28255,27257,28096,77184,286736.0,8145914.0
2013-04-30,28415,29093,27976,27976,87261,285514.0,8145914.0
2013-05-02,27537,28096,26459,26659,146465,272074.0,8145914.0
2013-05-03,26898,28455,26579,28216,89311,287958.0,8145914.0
2013-05-06,28016,28535,27657,28256,70124,288365.0,8145914.0
2013-05-07,28096,28415,27417,27936,68229,285107.0,8145914.0
2013-05-08,27936,28375,26898,27378,127914,279405.0,8145914.0
2013-05-09,27537,27856,26898,27258,75039,278183.0,8145914.0
2013-05-10,27457,28495,27297,27896,145573,284700.0,8145914.0
2013-05-13,28215,30530,27976,30131,310782,307508.0,8145914.0
2013-05-14,30211,31767,29293,31768,288141,324307.0,8148414.0
2013-05-15,31288,31967,30650,31129,278624,317788.0,8148414.0
2013-05-16,31847,33284,31009,31329,296166,319825.0,8148414.0
2013-05-20,31288,32885,30450,32047,335097,327159.0,8148414.0
2013-05-21,32246,33523,32246,32486,200605,331640.0,8148414.0
2013-05-22,32525,33364,32166,32526,138495,332048.0,8148414.0
2013-05-23,32366,33523,32366,32965,131879,336529.0,8148414.0
2013-05-24,33284,33284,31568,31927,174699,325937.0,8148414.0
2013-05-27,31927,32885,30889,32885,174046,335715.0,8148414.0
2013-05-28,33244,34082,32925,33524,233040,342233.0,8148414.0
2013-05-29,33842,33882,32246,32247,153976,329196.0,8148414.0
2013-05-30,32525,33044,32126,32127,84164,327974.0,8148414.0
2013-05-31,32246,32645,31009,31728,85203,323899.0,8148414.0
2013-06-03,31208,32126,30730,30730,74774,313714.0,8148414.0
2013-06-04,30809,32645,30690,32486,137640,331640.0,8148414.0
2013-06-05,32925,32964,31248,32167,114919,328381.0,8148414.0
2013-06-07,32166,32486,30610,31169,143214,318196.0,8148414.0
2013-06-10,31847,33044,31647,32526,159202,332048.0,8148414.0
2013-06-11,32845,33962,32525,33284,242331,339789.0,8148414.0
2013-06-12,33403,34082,33004,33643,107730,343456.0,8148414.0
2013-06-13,33643,33842,32286,33444,121977,341419.0,8148414.0
2013-06-14,33523,34720,32605,32885,112320,335715.0,8148414.0
2013-06-17,32885,33443,30370,30810,185785,314529.0,8148414.0
2013-06-18,30809,31488,30530,31488,103454,321455.0,8148414.0
2013-06-19,31208,32126,30730,30730,89960,313714.0,8148414.0
2013-06-20,30011,32326,29452,32326,194030,330011.0,8148414.0
2013-06-21,31727,33044,31049,32765,102324,334492.0,8148414.0
2013-06-24,32605,32645,30330,30331,81714,309640.0,8148414.0
2013-06-25,29772,31129,26300,27936,242645,285194.0,8148414.0
2013-06-26,28974,29093,27058,28415,131535,290084.0,8148414.0
2013-06-27,29253,30650,28974,30570,95628,312084.0,8148414.0
2013-06-28,31049,31607,30290,31448,83145,321048.0,8148414.0
2013-07-01,31687,32725,30849,32007,73085,326751.0,8148414.0
2013-07-02,32246,32246,30929,32047,68225,327159.0,8148414.0
2013-07-03,32007,32605,30410,30411,96864,310455.0,8148414.0
2013-07-04,30809,30929,29133,30890,69307,315344.0,8148414.0
2013-07-05,31448,31448,29692,29932,47751,305566.0,8148414.0
2013-07-08,30410,30889,28974,29054,84914,296602.0,8148414.0
2013-07-09,29133,30570,29093,30012,57387,306380.0,8148414.0
2013-07-10,30051,30291,29293,29293,41460,299047.0,8148414.0
2013-07-11,29572,30530,29572,30171,38706,308010.0,8148414.0
2013-07-12,30490,30530,29772,30012,38798,307132.0,8168414.0
2013-07-15,30211,30370,29452,29613,41005,303048.0,8168414.0
2013-07-16,29931,30650,28814,30411,128476,311217.0,8168414.0
2013-07-17,30290,30849,29891,30211,59918,309174.0,8168414.0
2013-07-18,30211,30330,29333,29333,60965,300189.0,8168414.0
2013-07-19,29532,29891,28854,28974,67141,296513.0,8168414.0
2013-07-22,29572,29572,28215,28256,77306,289162.0,8168414.0
2013-07-23,28255,28495,27257,27497,119448,281402.0,8168414.0
2013-07-24,27696,28255,27218,27497,90939,281402.0,8168414.0
2013-07-25,27457,27896,27257,27497,35155,281402.0,8168414.0
2013-07-26,27577,27577,26938,27018,54122,276501.0,8168414.0
2013-07-29,27138,27337,26100,26619,64648,272417.0,8168414.0
2013-07-30,26499,27417,26499,27018,55673,276501.0,8168414.0
2013-07-31,27617,29891,27617,28535,258633,292021.0,8168414.0
2013-08-01,28534,29253,27936,28655,96732,293246.0,8168414.0
2013-08-02,29133,29133,28654,28814,60466,294880.0,8168414.0
2013-08-05,28734,29133,28734,28934,32100,296105.0,8168414.0
2013-08-06,28934,29612,28614,29533,61267,302231.0,8168414.0
2013-08-07,29253,29732,28734,28814,47035,294880.0,8168414.0
2013-08-08,28375,28654,27617,27777,89898,284261.0,8168414.0
2013-08-09,27816,28016,26858,27058,72409,276909.0,8168414.0
2013-08-12,26858,27457,25701,26260,96259,268741.0,8168414.0
