한국정보인증(053300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-04-01,3852,3967,3785,3910,557713,110422.0,26965000.0
2014-04-02,3947,4033,3919,3919,707185,110691.0,26965000.0
2014-04-03,3990,3995,3814,3814,539357,107725.0,26965000.0
2014-04-04,3838,3904,3795,3814,424627,107725.0,26965000.0
2014-04-07,3838,4382,3838,4382,7680075,123769.0,26965000.0
2014-04-08,4487,4496,4143,4239,4183241,119725.0,26965000.0
2014-04-09,4277,4759,4258,4492,7289373,126870.0,26965000.0
2014-04-10,4630,4917,4525,4683,5476287,132263.0,26965000.0
2014-04-11,4559,4802,4559,4717,2390814,133207.0,26965000.0
2014-04-14,4764,4831,4606,4612,1353841,130241.0,26965000.0
2014-04-15,4644,4702,4496,4635,2184779,130915.0,26965000.0
2014-04-16,4635,5117,4616,4965,6343727,140218.0,26965000.0
2014-04-17,4993,4993,4792,4850,1342340,136982.0,26965000.0
2014-04-18,4907,5069,4802,4917,1775072,138870.0,26965000.0
2014-04-21,4955,4974,4687,4693,1067074,132533.0,26965000.0
2014-04-22,4869,4888,4659,4659,1186287,131589.0,26965000.0
2014-04-23,4668,4706,4473,4487,927761,126736.0,26965000.0
2014-04-24,4511,4544,4205,4354,755379,122960.0,26965000.0
2014-04-25,4334,4434,4296,4301,446478,121477.0,26965000.0
2014-04-28,4239,4482,4239,4406,551630,124443.0,26965000.0
2014-04-29,4463,4463,4191,4220,556835,119185.0,26965000.0
2014-04-30,4229,4296,4086,4206,326604,118781.0,26965000.0
2014-05-02,4248,4320,4181,4253,263116,120129.0,26965000.0
2014-05-07,4215,4253,4029,4029,381042,113792.0,26965000.0
2014-05-08,4062,4630,3981,4631,4838739,130780.0,26965000.0
2014-05-09,4936,5298,4907,4955,7143306,139948.0,26965000.0
2014-05-12,5127,5193,4945,5079,3303202,143454.0,26965000.0
2014-05-13,5079,5117,4773,4869,2476267,137522.0,26965000.0
2014-05-14,4740,4831,4716,4802,1366632,135634.0,26965000.0
2014-05-15,4754,4964,4659,4946,3106447,139679.0,26965000.0
2014-05-16,4917,5050,4764,4869,2340638,137522.0,26965000.0
2014-05-19,4907,5203,4831,4917,4819867,138870.0,26965000.0
2014-05-20,4821,4878,4401,4401,2322008,124309.0,26965000.0
2014-05-21,4487,5060,4477,5060,5563155,142914.0,26965000.0
2014-05-22,5337,5633,5088,5280,9188544,149116.0,26965000.0
2014-05-23,5260,5384,5174,5261,2820020,148577.0,26965000.0
2014-05-26,5346,5356,5002,5003,2020895,141297.0,26965000.0
2014-05-27,5107,5413,5022,5070,3871372,143184.0,26965000.0
2014-05-28,5012,5165,4850,4936,1505868,139409.0,26965000.0
2014-05-29,4974,5050,4888,4965,1214360,140218.0,26965000.0
2014-05-30,4926,5232,4878,4879,2041957,137791.0,26965000.0
2014-06-02,4926,4945,4678,4678,782521,132128.0,26965000.0
2014-06-03,4850,5022,4697,4774,1250454,134825.0,26965000.0
2014-06-05,4754,4869,4692,4783,456478,135095.0,26965000.0
2014-06-09,4831,4945,4735,4879,709380,137791.0,26965000.0
2014-06-10,4907,5060,4850,4984,1340429,140757.0,26965000.0
2014-06-11,5031,5098,4926,4927,1136966,139139.0,26965000.0
2014-06-12,4993,5069,4897,5032,1243700,142106.0,26965000.0
2014-06-13,5012,5098,4683,4822,779987,136173.0,26965000.0
2014-06-16,4831,4878,4721,4802,545090,135634.0,26965000.0
2014-06-17,4802,4859,4764,4774,406700,134825.0,26965000.0
2014-06-18,4802,4831,4611,4612,423464,130241.0,26965000.0
2014-06-19,4668,4673,4449,4449,582711,125657.0,26965000.0
2014-06-20,4449,4492,4387,4449,277730,125657.0,26965000.0
2014-06-23,4439,4482,4229,4230,396270,119455.0,26965000.0
2014-06-24,4153,4339,4067,4296,323280,121342.0,26965000.0
2014-06-25,4296,4315,4210,4239,215292,119725.0,26965000.0
2014-06-26,4220,4286,4205,4206,204020,118781.0,26965000.0
2014-06-27,4200,4434,4181,4306,317523,121612.0,26965000.0
2014-06-30,4348,4415,4315,4354,204785,122960.0,26965000.0
2014-07-01,4353,4425,4325,4378,221017,123635.0,26965000.0
2014-07-02,4401,4463,4353,4406,233635,124443.0,26965000.0
2014-07-03,4415,4468,4387,4411,273326,124578.0,26965000.0
2014-07-04,4411,4425,4325,4349,229065,122826.0,26965000.0
2014-07-07,4387,4391,4210,4273,259065,120668.0,26965000.0
2014-07-08,4272,4458,4243,4335,585162,122421.0,26965000.0
2014-07-09,4334,4535,4267,4344,625234,122691.0,26965000.0
2014-07-10,4411,4506,4372,4440,308268,125387.0,26965000.0
2014-07-11,4396,4482,4377,4382,303531,123769.0,26965000.0
2014-07-14,4439,4458,4358,4359,321853,123095.0,26965000.0
2014-07-15,4401,4444,4372,4435,268579,125252.0,26965000.0
2014-07-16,4434,4568,4372,4373,510931,123500.0,26965000.0
2014-07-17,4396,4439,4344,4368,196135,123365.0,26965000.0
2014-07-18,4325,4325,3780,4249,366586,119994.0,26965000.0
2014-07-21,4263,4315,4158,4163,181146,117567.0,26965000.0
2014-07-22,4162,4196,4048,4091,388841,115545.0,26965000.0
2014-07-23,4072,4124,4067,4086,144494,115410.0,26965000.0
2014-07-24,4134,4186,4005,4015,390141,113388.0,26965000.0
2014-07-25,4024,4062,4000,4000,136034,112983.0,26965000.0
2014-07-28,4000,4129,3981,4020,225500,113523.0,26965000.0
2014-07-29,3909,4368,3833,4115,1863197,116219.0,26965000.0
2014-07-30,4124,4191,3947,3972,531186,112174.0,26965000.0
2014-07-31,3967,4029,3675,3800,358371,107321.0,26965000.0
2014-08-01,3628,3814,3628,3795,199930,107186.0,26965000.0
2014-08-04,3757,3838,3752,3814,116068,107725.0,26965000.0
2014-08-05,3799,3833,3341,3676,230769,103815.0,26965000.0
2014-08-06,3675,3871,3675,3781,389899,106781.0,26965000.0
2014-08-07,3771,3866,3546,3657,260928,103276.0,26965000.0
2014-08-08,3666,3666,3437,3461,251043,97748.0,26965000.0
2014-08-11,3437,3618,3437,3499,140812,98827.0,26965000.0
2014-08-12,3480,3523,3394,3418,133799,96535.0,26965000.0
2014-08-13,3437,3484,3389,3418,92796,96535.0,26965000.0
2014-08-14,3480,3480,3427,3475,78507,98153.0,26965000.0
2014-08-18,3475,3604,3475,3504,142589,98962.0,26965000.0
2014-08-19,3513,3556,3503,3504,124233,98962.0,26965000.0
2014-08-20,3542,3561,3484,3494,86611,98692.0,26965000.0
2014-08-21,3532,3532,3427,3442,99904,97209.0,26965000.0
2014-08-22,3427,3532,3418,3475,121859,98153.0,26965000.0
2014-08-25,3475,3604,3327,3447,401869,97344.0,26965000.0
2014-08-26,3465,3503,3418,3447,209648,97344.0,26965000.0
2014-08-27,3456,3499,3384,3399,170849,95995.0,26965000.0
2014-08-28,3408,3437,3336,3351,163555,94647.0,26965000.0
2014-08-29,3341,3422,3336,3356,97705,94782.0,26965000.0
2014-09-01,3389,3389,3327,3342,108574,94378.0,26965000.0
2014-09-02,3346,3375,3227,3251,315364,91816.0,26965000.0
2014-09-03,3265,3274,3150,3151,229188,88984.0,26965000.0
2014-09-04,3179,3227,3145,3198,169229,90333.0,26965000.0
2014-09-05,3217,3365,3217,3251,271401,91816.0,26965000.0
2014-09-11,3284,3341,3255,3294,126129,93029.0,26965000.0
2014-09-12,3384,3484,3284,3284,263622,92760.0,26965000.0
2014-09-15,3437,3776,3408,3776,2854746,106647.0,26965000.0
2014-09-16,3819,3876,3628,3724,1302814,105164.0,26965000.0
2014-09-17,3752,3862,3680,3776,1014822,106647.0,26965000.0
2014-09-18,3838,3838,3714,3786,549150,106916.0,26965000.0
2014-09-19,3828,3957,3737,3915,642947,110556.0,26965000.0
2014-09-22,3919,4024,3809,3810,1060110,107590.0,26965000.0
2014-09-23,3814,3842,3623,3652,546690,103141.0,26965000.0
2014-09-24,3699,3842,3680,3795,547316,107186.0,26965000.0
2014-09-25,3847,3862,3675,3676,334695,103815.0,26965000.0
2014-09-26,3690,4191,3685,3953,4255152,111635.0,26965000.0
2014-09-29,4010,4158,3857,3900,1504369,110152.0,26965000.0
2014-09-30,3957,4072,3885,3938,937721,111231.0,26965000.0
2014-10-01,4010,4138,3828,3872,1195882,109343.0,26965000.0
2014-10-02,3871,3962,3847,3910,465749,110422.0,26965000.0
2014-10-06,3909,3919,3742,3743,920066,105703.0,26965000.0
2014-10-07,3728,3780,3475,3475,382104,98153.0,26965000.0
2014-10-08,3422,3666,3403,3475,298782,98153.0,26965000.0
2014-10-10,3475,3518,3265,3294,228002,93029.0,26965000.0
2014-10-13,3279,3279,2945,3060,313350,86423.0,26965000.0
2014-10-14,3021,3155,3021,3103,125611,87636.0,26965000.0
2014-10-15,3102,3188,3102,3165,121008,89389.0,26965000.0
2014-10-16,3131,3422,3036,3194,447434,90198.0,26965000.0
2014-10-17,3332,3332,3131,3156,162750,89119.0,26965000.0
2014-10-20,3227,3284,3208,3256,98218,91951.0,26965000.0
2014-10-21,3317,3398,3203,3256,252172,91951.0,26965000.0
2014-10-22,3265,3313,3222,3227,112505,91142.0,26965000.0
2014-10-23,3227,3274,3160,3160,155048,89254.0,26965000.0
2014-10-24,3227,3227,3074,3122,131937,88176.0,26965000.0
2014-10-27,3188,3227,3131,3151,98906,88984.0,26965000.0
2014-10-28,3122,3212,3122,3189,80710,90063.0,26965000.0
2014-10-29,3260,3260,3198,3198,121657,90333.0,26965000.0
2014-10-30,3198,3241,3145,3160,101519,89254.0,26965000.0
2014-10-31,3274,3632,3241,3633,1555239,102602.0,26965000.0
2014-11-03,3819,3919,3680,3810,2410384,107590.0,26965000.0
2014-11-04,3866,3924,3642,3862,1744935,109073.0,26965000.0
2014-11-05,3876,4129,3585,3695,2712205,104355.0,26965000.0
2014-11-06,3799,3995,3742,3948,1790207,111500.0,26965000.0
2014-11-07,4186,4234,3871,3876,2309604,109478.0,26965000.0
2014-11-10,3904,3943,3704,3757,782535,106107.0,26965000.0
2014-11-11,3814,4320,3742,4320,3691713,122017.0,26965000.0
2014-11-12,4348,4420,4191,4392,2588202,124039.0,26965000.0
2014-11-13,4382,4458,4038,4105,1576459,115950.0,26965000.0
2014-11-14,4110,4162,3661,3685,2265552,104085.0,26965000.0
2014-11-17,3709,3771,3551,3623,851151,102332.0,26965000.0
2014-11-18,3623,3742,3532,3533,857191,99770.0,26965000.0
2014-11-19,3532,3604,3484,3552,505721,100310.0,26965000.0
2014-11-20,3632,3766,3566,3604,1357300,101793.0,26965000.0
2014-11-21,3580,3709,3580,3638,616424,102737.0,26965000.0
2014-11-24,3661,3671,3532,3576,421327,100984.0,26965000.0
2014-11-25,3647,3675,3594,3638,364917,102737.0,26965000.0
2014-11-26,3613,3723,3599,3657,353345,103276.0,26965000.0
2014-11-27,3651,3690,3537,3561,338451,100579.0,26965000.0
2014-11-28,3609,3685,3542,3552,272565,100310.0,26965000.0
2014-12-01,3551,3585,3341,3351,371544,94647.0,26965000.0
2014-12-02,3351,3408,3293,3351,192701,94647.0,26965000.0
2014-12-03,3370,3384,3332,3342,123816,94378.0,26965000.0
2014-12-04,3351,3513,3346,3423,247721,96670.0,26965000.0
2014-12-05,3418,3513,3418,3494,222997,98692.0,26965000.0
2014-12-08,3532,3795,3503,3628,1062504,102467.0,26965000.0
2014-12-09,3656,3685,3542,3542,481090,100040.0,26965000.0
2014-12-10,3594,3766,3518,3676,878916,103815.0,26965000.0
2014-12-11,3733,3814,3594,3599,1138736,101658.0,26965000.0
2014-12-12,3609,3718,3508,3509,511395,99096.0,26965000.0
2014-12-15,3484,3523,3398,3442,438248,97209.0,26965000.0
2014-12-16,3470,3513,3408,3432,287756,96939.0,26965000.0
2014-12-17,3408,3470,3394,3413,185690,96400.0,26965000.0
2014-12-18,3432,3489,3322,3356,154525,94782.0,26965000.0
2014-12-19,3432,3432,3356,3389,94383,95726.0,26965000.0
2014-12-22,3422,3456,3265,3265,228447,92220.0,26965000.0
2014-12-23,3293,3293,3212,3218,137002,90872.0,26965000.0
2014-12-24,3222,3270,3212,3246,123427,91681.0,26965000.0
2014-12-26,3274,3346,3241,3294,114870,93029.0,26965000.0
2014-12-29,3298,3341,3241,3251,95917,91816.0,26965000.0
2014-12-30,3284,3475,3241,3318,423315,93703.0,26965000.0
2015-01-02,3370,3375,3313,3342,129714,94378.0,26965000.0
2015-01-05,3370,3503,3336,3499,400807,98827.0,26965000.0
2015-01-06,3451,3656,3451,3523,573422,99501.0,26965000.0
2015-01-07,3580,3671,3484,3514,436742,99231.0,26965000.0
2015-01-08,3575,3575,3484,3499,184139,98827.0,26965000.0
2015-01-09,3508,3823,3508,3685,1712541,104085.0,26965000.0
2015-01-12,3709,3790,3656,3762,761012,106242.0,26965000.0
2015-01-13,3790,3938,3666,3757,1076927,106107.0,26965000.0
2015-01-14,3828,4267,3828,3919,4625564,110691.0,26965000.0
2015-01-15,3971,4072,3833,3857,924722,108939.0,26965000.0
2015-01-16,3852,3900,3685,3719,666384,105029.0,26965000.0
2015-01-19,3733,3771,3671,3695,691303,104355.0,26965000.0
2015-01-20,3714,3785,3694,3738,429899,105568.0,26965000.0
2015-01-21,3737,3742,3675,3695,253222,104355.0,26965000.0
2015-01-22,3680,3723,3561,3614,390749,102063.0,26965000.0
2015-01-23,3675,3714,3642,3685,195622,104085.0,26965000.0
2015-01-26,3704,3747,3675,3700,225839,104489.0,26965000.0
2015-01-27,3747,3766,3637,3714,405394,104894.0,26965000.0
2015-01-28,3728,3866,3699,3810,808615,107590.0,26965000.0
2015-01-29,3847,3857,3752,3776,289117,106647.0,26965000.0
2015-01-30,3809,3809,3618,3619,291403,102197.0,26965000.0
2015-02-02,3594,3694,3494,3537,396694,99905.0,26965000.0
2015-02-03,3542,3575,3398,3456,391213,97613.0,26965000.0
2015-02-04,3489,3561,3456,3485,224827,98422.0,26965000.0
2015-02-05,3499,3551,3451,3475,137982,98153.0,26965000.0
2015-02-06,3513,3532,3461,3480,141539,98287.0,26965000.0
2015-02-09,3513,3513,3356,3356,185173,94782.0,26965000.0
2015-02-10,3384,3418,3293,3337,123154,94243.0,26965000.0
2015-02-11,3341,3398,3322,3361,98598,94917.0,26965000.0
2015-02-12,3360,3441,3360,3423,137614,96670.0,26965000.0
2015-02-13,3441,3499,3427,3437,93214,97074.0,26965000.0
2015-02-16,3470,3470,3341,3346,170469,94512.0,26965000.0
2015-02-17,3360,3389,3346,3351,115828,94647.0,26965000.0
2015-02-23,3389,3484,3379,3456,220852,97613.0,26965000.0
2015-02-24,3418,3546,3408,3537,250071,99905.0,26965000.0
2015-02-25,3551,3618,3532,3533,236848,99770.0,26965000.0
2015-02-26,3542,3656,3503,3657,251467,103276.0,26965000.0
2015-02-27,3637,3790,3618,3743,390125,105703.0,26965000.0
2015-03-02,3685,3785,3680,3738,310821,105568.0,26965000.0
2015-03-03,3737,4296,3656,4287,3259416,121073.0,26965000.0
2015-03-04,4296,4649,4124,4201,2943620,118646.0,26965000.0
2015-03-05,4258,4812,4210,4631,3416467,130780.0,26965000.0
2015-03-06,4773,4955,4520,4664,1835002,131724.0,26965000.0
2015-03-09,4735,4792,4611,4764,688380,134555.0,26965000.0
2015-03-10,4831,5069,4678,4783,972855,135095.0,26965000.0
2015-03-11,4812,5241,4640,5194,1465903,146690.0,26965000.0
2015-03-12,5270,5967,5270,5967,5279184,168531.0,26965000.0
2015-03-13,6129,6540,5976,6235,2487131,176081.0,26965000.0
2015-03-16,6234,6778,6158,6578,1753153,185789.0,26965000.0
2015-03-17,6654,7561,6654,7562,2255085,213563.0,26965000.0
2015-03-18,7666,8039,7179,7543,2821130,213024.0,26965000.0
2015-03-19,7494,7638,7065,7419,1271946,209518.0,26965000.0
2015-03-20,7418,7848,6912,6913,1962796,195227.0,26965000.0
2015-03-23,6998,7160,6750,6913,911136,195227.0,26965000.0
2015-03-24,6922,7065,6817,7046,635251,199002.0,26965000.0
2015-03-25,7122,8096,7065,8096,3065331,228663.0,26965000.0
2015-03-26,8592,8755,7895,8221,2081205,232169.0,26965000.0
2015-03-27,8316,9261,8125,8660,1960530,244573.0,26965000.0
2015-03-30,8831,9499,8755,9385,1468136,265066.0,26965000.0
2015-03-31,9547,10788,9528,10789,1926777,304704.0,26965000.0
2015-04-01,10406,10645,9213,9213,1723642,260212.0,26965000.0
2015-04-02,8936,10454,8659,9834,2521232,277740.0,26965000.0
2015-04-03,10359,10550,9289,9930,602351,280436.0,26965000.0
2015-04-06,10025,10215,9442,9882,320042,279088.0,26965000.0
2015-04-07,9881,10072,9509,9977,254651,281784.0,26965000.0
2015-04-08,10215,10788,9929,10789,740155,304704.0,26965000.0
2015-04-09,11123,11218,10502,10884,365318,307401.0,26965000.0
2015-04-10,10979,10979,10263,10741,335994,303356.0,26965000.0
2015-04-13,10836,10836,9881,10502,361035,296615.0,26965000.0
2015-04-14,10406,11170,9834,10884,603212,307401.0,26965000.0
2015-04-15,11600,12507,11123,12316,1106698,347848.0,26965000.0
2015-04-16,12411,12889,11648,12364,551220,349197.0,26965000.0
2015-04-17,12221,13509,12125,13224,629541,373465.0,26965000.0
2015-04-20,12841,14369,12411,13414,1446139,378858.0,26965000.0
2015-04-21,13557,13987,13175,13558,587805,382903.0,26965000.0
2015-04-22,13796,14798,12411,13653,1406475,385600.0,26965000.0
2015-04-23,13987,14178,13032,13128,534053,370769.0,26965000.0
2015-04-24,13128,13271,12221,13271,574337,374814.0,26965000.0
2015-04-27,13509,13700,13175,13224,305614,373465.0,26965000.0
2015-04-28,13223,13223,12459,12460,528341,351893.0,26965000.0
2015-04-29,12555,12937,12221,12842,417242,362679.0,26965000.0
2015-04-30,13080,13175,12316,12555,429024,354590.0,26965000.0
2015-05-04,12555,12650,10693,10693,943297,302008.0,26965000.0
2015-05-06,10025,11075,9118,10741,5439263,303356.0,26965000.0
2015-05-07,11218,11791,10836,11123,1402925,314142.0,26965000.0
2015-05-08,11075,11075,9643,10598,2162151,299312.0,26965000.0
2015-05-11,10693,11075,10359,10646,942817,300660.0,26965000.0
2015-05-12,10597,11218,9977,10073,1380155,284481.0,26965000.0
2015-05-13,10311,11266,9881,10932,1566562,308749.0,26965000.0
2015-05-14,11027,11457,10693,10980,719738,310098.0,26965000.0
2015-05-15,11075,11123,10311,10693,563610,302008.0,26965000.0
2015-05-18,10597,10645,9834,10025,741037,283132.0,26965000.0
2015-05-19,10168,10741,10120,10502,604635,296615.0,26965000.0
2015-05-20,10550,10979,10263,10646,904425,300660.0,26965000.0
2015-05-21,10741,11218,10311,10359,1216781,292570.0,26965000.0
2015-05-22,10454,10454,9834,10025,1065789,283132.0,26965000.0
2015-05-26,10311,10359,9175,9452,1029773,266954.0,26965000.0
2015-05-27,9643,9786,9203,9452,593707,266954.0,26965000.0
2015-05-28,9452,10359,9356,9786,1446219,276391.0,26965000.0
2015-05-29,9643,9977,9471,9548,667575,269650.0,26965000.0
2015-06-01,9461,9499,8401,8612,968228,243224.0,26965000.0
2015-06-02,8526,9079,8449,8746,625174,246999.0,26965000.0
2015-06-03,8831,9003,8191,8345,545652,235674.0,26965000.0
2015-06-04,8210,8344,7762,7944,1029827,224349.0,26965000.0
2015-06-05,7867,8449,7848,8297,730219,234326.0,26965000.0
2015-06-08,8258,8401,7886,7925,527850,223810.0,26965000.0
2015-06-09,8000,9108,7924,9108,1284104,257246.0,26965000.0
2015-06-10,9165,9499,8210,8259,1640571,233247.0,26965000.0
2015-06-11,8354,8487,7991,7991,427265,225697.0,26965000.0
2015-06-12,8010,8115,7351,7562,756573,213563.0,26965000.0
2015-06-15,7561,7915,7313,7399,497710,208979.0,26965000.0
2015-06-16,7389,7972,7275,7839,659822,221383.0,26965000.0
2015-06-17,7771,7972,7542,7972,470825,225158.0,26965000.0
2015-06-18,7962,8086,7743,7877,310049,222461.0,26965000.0
2015-06-19,7972,8316,7771,7810,800347,220574.0,26965000.0
2015-06-22,8306,8306,7991,8077,665178,228124.0,26965000.0
2015-06-23,8287,8354,7800,7896,1017299,223001.0,26965000.0
2015-06-24,7934,7962,7704,7781,552150,219765.0,26965000.0
2015-06-25,7733,9012,7733,8631,2820950,243764.0,26965000.0
2015-06-26,8764,8802,8277,8545,843751,241337.0,26965000.0
2015-06-29,8258,9528,8144,8975,1936724,253471.0,26965000.0
2015-06-30,8955,9509,8678,9395,1693934,265336.0,26965000.0
2015-07-01,9595,9786,9223,9223,1082845,260482.0,26965000.0
2015-07-02,9328,9356,9022,9252,494794,261291.0,26965000.0
2015-07-03,9213,9270,8640,8698,624759,245651.0,26965000.0
2015-07-06,8592,8984,7991,8020,1008322,226506.0,26965000.0
2015-07-07,8210,8354,7685,7877,682710,222461.0,26965000.0
2015-07-08,7895,8249,7857,7991,416153,225697.0,26965000.0
2015-07-09,7809,7924,7447,7867,407223,222192.0,26965000.0
2015-07-10,7972,8191,7876,8116,353067,229202.0,26965000.0
2015-07-13,8401,8564,8096,8469,728123,239180.0,26965000.0
2015-07-14,8497,8802,8354,8593,794478,242685.0,26965000.0
2015-07-15,8640,8917,8382,8402,472676,237292.0,26965000.0
2015-07-16,8707,10884,8545,10884,4561328,307401.0,26965000.0
2015-07-17,11934,12984,11266,12078,13010397,341107.0,26965000.0
2015-07-20,12173,12746,11504,12173,5428876,343804.0,26965000.0
2015-07-21,11934,11982,11075,11600,2220105,327625.0,26965000.0
2015-07-22,11791,12698,10884,10980,5278591,310098.0,26965000.0
2015-07-23,11123,11743,10741,11457,1639319,323580.0,26965000.0
2015-07-24,11457,12459,11409,11696,3169015,330321.0,26965000.0
2015-07-27,11409,11552,10932,11028,1171411,311446.0,26965000.0
2015-07-28,10645,10788,9929,10502,1516001,296615.0,26965000.0
2015-07-29,10645,11600,10311,10693,2389297,302008.0,26965000.0
2015-07-30,11218,11695,10645,10980,1698340,310098.0,26965000.0
2015-07-31,11027,11648,10741,11648,1569305,328973.0,26965000.0
2015-08-03,12173,12507,11313,11314,3411175,319535.0,26965000.0
2015-08-04,11313,11886,11075,11887,1485962,335714.0,26965000.0
2015-08-05,11886,12316,11648,12269,1732734,346500.0,26965000.0
2015-08-06,12459,12841,12125,12126,2926140,342456.0,26965000.0
2015-08-07,11934,12077,11409,11791,1518562,333018.0,26965000.0
2015-08-10,11839,12221,11743,11744,1298179,331670.0,26965000.0
2015-08-11,11982,12077,10645,10646,1397146,300660.0,26965000.0
2015-08-12,10693,10884,9690,10646,1454146,300660.0,26965000.0
2015-08-13,10788,10932,10072,10693,1087627,302008.0,26965000.0
2015-08-17,10884,10979,10263,10359,844517,292570.0,26965000.0
2015-08-18,10502,10597,9547,10073,1585358,284481.0,26965000.0
2015-08-19,9786,10263,8879,8984,1831662,253741.0,26965000.0
2015-08-20,9184,10884,9184,10025,8069421,283132.0,26965000.0
2015-08-21,9308,10693,9308,9328,4594028,263448.0,26965000.0
2015-08-24,9394,10263,9366,9643,2704050,272346.0,26965000.0
2015-08-25,10263,10502,9834,10121,2669287,285829.0,26965000.0
2015-08-26,9977,10597,9929,10598,3301472,299312.0,26965000.0
2015-08-27,10741,10788,10263,10359,1807789,292570.0,26965000.0
2015-08-28,10645,11218,10502,10932,2414627,308749.0,26965000.0
2015-08-31,10884,11313,10741,11123,2103454,314142.0,26965000.0
2015-09-01,11123,11457,10788,10837,1777779,306053.0,26965000.0
2015-09-02,10550,13939,10502,13605,15410416,384251.0,26965000.0
2015-09-03,13748,13891,12459,12889,7506231,364028.0,26965000.0
2015-09-04,13128,14751,12889,13701,18362919,386948.0,26965000.0
2015-09-07,14035,14607,13462,13653,6910791,385600.0,26965000.0
2015-09-08,13557,13987,12364,13510,6246001,381555.0,26965000.0
2015-09-09,14082,14226,13366,13605,4010946,384251.0,26965000.0
2015-09-10,13414,13891,13032,13176,2862795,372117.0,26965000.0
2015-09-11,12937,13318,12364,12412,2597122,350545.0,26965000.0
2015-09-14,12650,15276,12650,14274,16102608,403127.0,26965000.0
2015-09-15,14178,14321,12984,13271,4667772,374814.0,26965000.0
2015-09-16,13557,15085,13509,14083,10793895,397734.0,26965000.0
2015-09-17,14226,17376,14178,16231,24364127,458405.0,26965000.0
2015-09-18,16565,20050,16278,17663,26116733,498852.0,26965000.0
2015-09-21,18379,19477,16565,17424,13096230,492111.0,26965000.0
2015-09-22,18188,18379,16899,17806,5897887,502897.0,26965000.0
2015-09-23,17424,18092,16040,16088,5513014,454360.0,26965000.0
2015-09-24,16469,17472,15419,17472,6173141,493460.0,26965000.0
2015-09-25,17376,18379,16947,17854,6085459,504246.0,26965000.0
2015-09-30,16994,18092,16708,17759,3349326,501549.0,26965000.0
2015-10-01,18236,19190,17472,17568,6096627,496156.0,26965000.0
2015-10-02,17663,18426,16660,18379,4790074,519076.0,26965000.0
2015-10-05,18236,18522,17281,17377,3581434,490763.0,26965000.0
2015-10-06,17663,17710,15944,15992,3303056,451664.0,26965000.0
2015-10-07,16278,17567,16135,16136,4169199,455708.0,26965000.0
2015-10-08,16231,16374,14846,15419,2701399,435485.0,26965000.0
