디엔에프(092070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-07-25,3970,3970,3557,3557,2866,33566.0,6297600.0
2008-07-28,3503,3663,3503,3510,3364,33125.0,6297600.0
2008-07-29,3623,3623,3403,3470,5537,32748.0,6297600.0
2008-07-30,3476,3590,3430,3590,6587,33881.0,6297600.0
2008-07-31,3590,3630,3443,3584,1037,33818.0,6297600.0
2008-08-01,3470,3570,3403,3530,4662,33314.0,6297600.0
2008-08-04,3530,3603,3403,3484,3365,32873.0,6297600.0
2008-08-05,3410,3483,3370,3484,49831,32873.0,6297600.0
2008-08-06,3410,3570,3410,3564,1585,33629.0,6297600.0
2008-08-07,3637,3637,3416,3517,4426,33188.0,6297600.0
2008-08-08,3416,3530,3416,3470,8241,32748.0,6297600.0
2008-08-11,3937,3937,3476,3477,3054,32810.0,6297600.0
2008-08-12,3537,3537,3403,3424,5873,32307.0,6297600.0
2008-08-13,3423,3483,3423,3430,763,32370.0,6297600.0
2008-08-14,3490,3937,3470,3557,8000,33566.0,6297600.0
2008-08-18,3470,3577,3443,3444,3469,32496.0,6297600.0
2008-08-19,3403,3483,3390,3390,6766,31992.0,6297600.0
2008-08-20,3463,3463,3383,3397,6660,32055.0,6297600.0
2008-08-21,3456,3496,3383,3397,1148,32055.0,6297600.0
2008-08-22,3450,3450,3336,3417,2029,32244.0,6297600.0
2008-08-25,3463,3503,3336,3457,6168,32622.0,6297600.0
2008-08-26,3530,3530,3343,3464,1432,32685.0,6297600.0
2008-08-27,3496,3496,3290,3390,911,31992.0,6297600.0
2008-08-28,3390,3450,3103,3384,1347,31929.0,6297600.0
2008-08-29,3383,3637,3236,3404,1921,32118.0,6297600.0
2008-09-01,3149,3403,3129,3130,5930,29536.0,6297600.0
2008-09-02,3263,3263,3113,3170,271,29914.0,6297600.0
2008-09-03,3169,3336,3136,3330,1626,31425.0,6297600.0
2008-09-04,3403,3403,3163,3310,1715,31236.0,6297600.0
2008-09-05,3026,3306,2872,3270,1433,30858.0,6297600.0
2008-09-08,3203,3383,3136,3223,7876,30417.0,6297600.0
2008-09-09,3153,3336,3153,3257,1120,30732.0,6297600.0
2008-09-10,3256,3323,3169,3253,319,30701.0,6297600.0
2008-09-11,3390,3390,3203,3270,219,30858.0,6297600.0
2008-09-12,3296,3376,3296,3323,4297,31362.0,6297600.0
2008-09-16,3326,3326,3310,3310,449,31236.0,6297600.0
2008-09-17,3310,3383,3003,3333,2164,31457.0,6297600.0
2008-09-18,3073,3270,3073,3263,155,30795.0,6297600.0
2008-09-19,3263,3383,3163,3300,2477,31142.0,6297600.0
2008-09-22,3333,3333,3236,3287,554,31016.0,6297600.0
2008-09-23,3286,3286,3136,3203,1989,30228.0,6297600.0
2008-09-24,3203,3280,2956,3203,3912,30228.0,6297600.0
2008-09-25,3203,3203,3199,3203,135,30228.0,6297600.0
2008-09-26,3236,3236,3196,3197,60,30166.0,6297600.0
2008-09-29,3203,3203,2883,2896,4183,27332.0,6297600.0
2008-09-30,2869,3003,2856,3003,1098,28339.0,6297600.0
2008-10-01,3003,3166,2936,3097,1648,29221.0,6297600.0
2008-10-02,3133,3133,2869,2870,3823,27080.0,6297600.0
2008-10-06,3193,3193,2746,2890,2072,27269.0,6297600.0
2008-10-07,2966,2966,2502,2850,275,26891.0,6297600.0
2008-10-08,2846,2846,2422,2423,4407,22860.0,6297600.0
2008-10-09,2102,2372,2082,2339,6630,22073.0,6297600.0
2008-10-10,2032,2265,1992,2126,9728,20058.0,6297600.0
2008-10-13,2128,2332,2068,2276,4491,21475.0,6297600.0
2008-10-14,2275,2602,1935,2526,9526,23836.0,6297600.0
2008-10-15,2502,2649,2325,2649,2331,25001.0,6297600.0
2008-10-16,2302,2469,2252,2326,2581,21947.0,6297600.0
2008-10-17,2666,2672,2095,2543,159,23994.0,6297600.0
2008-10-20,2729,2729,2542,2673,438,25222.0,6297600.0
2008-10-21,2676,3036,2272,2529,2551,23868.0,6297600.0
2008-10-22,2499,2569,2272,2439,2516,23018.0,6297600.0
2008-10-23,2449,2449,2092,2389,5418,22545.0,6297600.0
2008-10-24,2048,2459,2032,2032,5976,19176.0,6297600.0
2008-10-27,1995,1995,1728,1728,11173,16311.0,6297600.0
2008-10-28,1711,1932,1478,1855,8102,17507.0,6297600.0
2008-10-29,2105,2105,1855,1855,7527,17507.0,6297600.0
2008-10-30,2125,2128,1868,2122,5304,20026.0,6297600.0
2008-10-31,2322,2322,2042,2146,2228,20247.0,6297600.0
2008-11-03,2142,2452,1868,2202,7322,20782.0,6297600.0
2008-11-04,2299,2379,2128,2202,9450,20782.0,6297600.0
2008-11-05,2072,2345,2002,2062,17712,19460.0,6297600.0
2008-11-06,2068,2102,1901,2099,9091,19806.0,6297600.0
2008-11-07,2062,2165,1978,2149,8553,20278.0,6297600.0
2008-11-10,2182,2182,2142,2172,3388,20499.0,6297600.0
2008-11-11,2162,2192,2068,2136,8113,20152.0,6297600.0
2008-11-12,2135,2168,2125,2149,8405,20278.0,6297600.0
2008-11-13,2292,2292,2148,2196,11164,20719.0,6297600.0
2008-11-14,2108,2265,2108,2196,11797,20719.0,6297600.0
2008-11-17,2192,2192,2012,2069,12957,19523.0,6297600.0
2008-11-18,2095,2095,1968,1969,6761,18578.0,6297600.0
2008-11-19,2025,2042,1968,1969,5193,18578.0,6297600.0
2008-11-20,1928,1968,1928,1962,148968,18515.0,6297600.0
2008-11-21,1945,2078,1725,1969,20102,18578.0,6297600.0
2008-11-24,2262,2262,1935,2002,6543,18893.0,6297600.0
2008-11-25,2082,2082,1938,2022,5992,19082.0,6297600.0
2008-11-26,2055,2055,1858,1999,15497,18861.0,6297600.0
2008-11-27,1875,2292,1875,2049,16395,19334.0,6297600.0
2008-11-28,2062,2068,2035,2052,11524,19365.0,6297600.0
2008-12-01,2052,2068,1972,2055,6995,19397.0,6297600.0
2008-12-02,2068,2068,1768,1895,134351,17885.0,6297600.0
2008-12-03,1998,1998,1681,1862,16213,17570.0,6297600.0
2008-12-04,1765,2042,1668,1812,26905,17098.0,6297600.0
2008-12-05,1741,1808,1678,1708,18084,16122.0,6297600.0
2008-12-08,1685,1765,1658,1695,29624,15996.0,6297600.0
2008-12-09,1761,1915,1598,1915,36657,18074.0,6297600.0
2008-12-10,1861,1865,1635,1839,28563,17350.0,6297600.0
2008-12-11,1838,1962,1665,1819,31072,17161.0,6297600.0
2008-12-12,1775,1825,1661,1722,27041,16248.0,6297600.0
2008-12-15,1795,1841,1635,1738,22796,16405.0,6297600.0
2008-12-16,1738,1768,1668,1685,18206,15901.0,6297600.0
2008-12-17,1688,1725,1668,1712,11474,16153.0,6297600.0
2008-12-18,1711,1735,1681,1735,8596,16374.0,6297600.0
2008-12-19,1681,1781,1668,1769,14328,16689.0,6297600.0
2008-12-22,1735,1741,1711,1718,13544,16216.0,6297600.0
2008-12-23,1731,1735,1691,1718,5776,16216.0,6297600.0
2008-12-24,1695,1728,1668,1722,3846,16248.0,6297600.0
2008-12-26,1721,1935,1681,1769,67574,16689.0,6297600.0
2008-12-29,1831,1831,1681,1752,5043,16531.0,6297600.0
2008-12-30,1788,1788,1735,1735,8436,16374.0,6297600.0
2009-01-02,1735,1831,1725,1735,1578,16374.0,6297600.0
2009-01-05,1718,1735,1698,1728,1795,16311.0,6297600.0
2009-01-06,1728,1768,1715,1735,16193,16374.0,6297600.0
2009-01-07,1748,1898,1735,1889,29904,17822.0,6297600.0
2009-01-08,1785,1888,1785,1852,2034,17476.0,6297600.0
2009-01-09,1992,1992,1835,1952,7502,18420.0,6297600.0
2009-01-12,2045,2045,1835,1835,7672,17318.0,6297600.0
2009-01-13,1858,1858,1761,1835,5062,17318.0,6297600.0
2009-01-14,1895,1895,1788,1869,5118,17633.0,6297600.0
2009-01-15,1911,1911,1768,1825,8159,17224.0,6297600.0
2009-01-16,1825,1855,1788,1855,4198,17507.0,6297600.0
2009-01-19,1932,1932,1801,1815,6875,17129.0,6297600.0
2009-01-20,1801,1891,1781,1829,1851,17255.0,6297600.0
2009-01-21,1815,1815,1708,1802,3550,17004.0,6297600.0
2009-01-22,1815,1818,1758,1765,381,16657.0,6297600.0
2009-01-23,1768,1781,1708,1782,721,16815.0,6297600.0
2009-01-28,1781,1788,1741,1785,4866,16846.0,6297600.0
2009-01-29,1785,1891,1761,1822,8890,17192.0,6297600.0
2009-01-30,1818,1818,1775,1805,465,17035.0,6297600.0
2009-02-02,1801,1861,1745,1805,19171,17035.0,6297600.0
2009-02-03,1808,1891,1771,1869,5944,17633.0,6297600.0
2009-02-04,1932,1942,1868,1869,3393,17633.0,6297600.0
2009-02-05,1928,1932,1845,1869,3013,17633.0,6297600.0
2009-02-06,1928,2062,1825,1909,24889,18011.0,6297600.0
2009-02-09,1948,2055,1925,1995,14077,18830.0,6297600.0
2009-02-10,2005,2088,1955,2002,20752,18893.0,6297600.0
2009-02-11,1998,2142,1995,2116,13245,19963.0,6297600.0
2009-02-12,2135,2198,2102,2162,29833,20404.0,6297600.0
2009-02-13,2162,2198,2072,2162,11834,20404.0,6297600.0
2009-02-16,2228,2228,2072,2086,14303,19680.0,6297600.0
2009-02-17,2068,2102,1998,2049,11967,19334.0,6297600.0
2009-02-18,2002,2355,1998,2356,47667,22231.0,6297600.0
2009-02-19,2706,2706,2706,2706,20997,25537.0,6297600.0
2009-02-20,2862,3109,2475,2643,232852,24938.0,6297600.0
2009-02-23,2535,2559,2249,2556,80974,24120.0,6297600.0
2009-02-24,2289,2349,2192,2196,33587,20719.0,6297600.0
2009-02-25,2269,2395,2135,2136,26224,20152.0,6297600.0
2009-02-26,2098,2329,2098,2249,24548,21223.0,6297600.0
2009-02-27,2172,2228,2135,2136,12376,20152.0,6297600.0
2009-03-02,1968,2025,1815,1915,43164,18074.0,6297600.0
2009-03-03,1741,1988,1741,1989,12621,18767.0,6297600.0
2009-03-04,2198,2198,1975,2022,6061,19082.0,6297600.0
2009-03-05,2118,2118,2002,2035,3829,19208.0,6297600.0
2009-03-06,2035,2128,2035,2126,3368,20058.0,6297600.0
2009-03-09,2088,2429,2008,2129,22928,20089.0,6297600.0
2009-03-10,2128,2182,2068,2136,8192,20152.0,6297600.0
2009-03-11,2138,2208,2088,2136,5121,20152.0,6297600.0
2009-03-12,2135,2202,2102,2136,31260,20152.0,6297600.0
2009-03-13,2182,2182,2115,2139,6116,20184.0,6297600.0
2009-03-16,2175,2175,2082,2086,14312,19680.0,6297600.0
2009-03-17,2162,2162,2005,2039,15242,19239.0,6297600.0
2009-03-18,2062,2062,1998,2029,9552,19145.0,6297600.0
2009-03-19,2025,2135,1995,2069,23244,19523.0,6297600.0
2009-03-20,2052,2135,2052,2126,2402,20058.0,6297600.0
2009-03-23,2015,2155,2015,2116,8341,19963.0,6297600.0
2009-03-24,2135,2262,2118,2189,14619,20656.0,6297600.0
2009-03-25,2202,2402,2142,2336,31165,22042.0,6297600.0
2009-03-26,2379,2535,2339,2469,15065,23301.0,6297600.0
2009-03-27,2596,2596,2362,2369,7055,22356.0,6297600.0
2009-03-30,2329,2535,2269,2336,25899,22042.0,6297600.0
2009-03-31,2299,2469,2299,2409,18231,22734.0,6297600.0
2009-04-01,2522,2602,2409,2603,22693,24561.0,6297600.0
2009-04-02,2602,2796,2602,2736,17340,25820.0,6297600.0
2009-04-03,2742,2856,2736,2810,9561,26513.0,6297600.0
2009-04-06,2809,2936,2696,2876,15624,27143.0,6297600.0
2009-04-07,2876,2936,2669,2800,21001,26418.0,6297600.0
2009-04-08,2799,2869,2689,2870,14500,27080.0,6297600.0
2009-04-09,2776,3069,2776,3070,20984,28969.0,6297600.0
2009-04-10,3189,3189,2866,2866,36160,27048.0,6297600.0
2009-04-13,2969,2969,2689,2783,13032,26261.0,6297600.0
2009-04-14,2859,2869,2789,2806,9361,26481.0,6297600.0
2009-04-15,2702,2836,2639,2796,11838,26387.0,6297600.0
2009-04-16,2836,2836,2736,2746,2142,25915.0,6297600.0
2009-04-17,2799,2869,2669,2736,8641,25820.0,6297600.0
2009-04-20,2756,2832,2669,2669,14029,25190.0,6297600.0
2009-04-21,2729,2736,2669,2736,3778,25820.0,6297600.0
2009-04-22,2736,2836,2616,2676,19706,25253.0,6297600.0
2009-04-23,2676,2719,2676,2719,3934,25663.0,6297600.0
2009-04-24,2722,2736,2636,2709,3222,25568.0,6297600.0
2009-04-27,2802,2802,2602,2669,9846,25190.0,6297600.0
2009-04-28,2592,2716,2539,2539,8142,23962.0,6297600.0
2009-04-29,2669,2669,2415,2603,987,24561.0,6297600.0
2009-04-30,2636,2706,2535,2536,7508,23931.0,6297600.0
2009-05-04,2599,2599,2515,2576,2378,24309.0,6297600.0
2009-05-06,2702,2702,2569,2576,2140,24309.0,6297600.0
2009-05-07,2569,2692,2569,2599,4975,24529.0,6297600.0
2009-05-08,2569,2629,2502,2599,5539,24529.0,6297600.0
2009-05-11,2572,2656,2489,2603,6885,24561.0,6297600.0
2009-05-12,2535,2589,2505,2589,2536,24435.0,6297600.0
2009-05-13,2535,2656,2519,2609,5795,24624.0,6297600.0
2009-05-14,2579,2616,2512,2593,4443,24466.0,6297600.0
2009-05-15,2566,2566,2509,2523,5239,23805.0,6297600.0
2009-05-18,2535,2566,2475,2563,8091,24183.0,6297600.0
2009-05-19,2562,2622,2489,2623,15441,24750.0,6297600.0
2009-05-20,2629,2702,2622,2703,10359,25505.0,6297600.0
2009-05-21,2709,2729,2609,2709,8257,25568.0,6297600.0
2009-05-22,2729,3063,2669,2736,13837,25820.0,6297600.0
2009-05-25,2742,2822,2369,2730,7131,25757.0,6297600.0
2009-05-26,2722,2722,2519,2519,11078,23773.0,6297600.0
2009-05-27,2639,2639,2469,2469,11564,23301.0,6297600.0
2009-05-28,2342,2469,2335,2403,11219,22671.0,6297600.0
2009-05-29,2425,2656,2399,2403,7354,22671.0,6297600.0
2009-06-01,2422,2429,2369,2376,8042,22419.0,6297600.0
2009-06-02,2375,2666,2375,2533,7946,23899.0,6297600.0
2009-06-03,2569,2649,2569,2636,15737,24876.0,6297600.0
2009-06-04,2602,2736,2566,2569,5847,24246.0,6297600.0
2009-06-05,2666,2666,2462,2536,10194,23931.0,6297600.0
2009-06-08,2442,2709,2442,2603,5377,24561.0,6297600.0
2009-06-09,2686,2686,2482,2566,5286,24214.0,6297600.0
2009-06-10,2566,2696,2549,2653,7728,25033.0,6297600.0
2009-06-11,2626,2802,2535,2736,12791,25820.0,6297600.0
2009-06-12,2736,2802,2669,2750,6694,25946.0,6297600.0
2009-06-15,2749,2796,2669,2736,1943,25820.0,6297600.0
2009-06-16,2732,2732,2479,2666,10409,25159.0,6297600.0
2009-06-17,2936,2936,2626,2726,7894,25726.0,6297600.0
2009-06-18,2672,2716,2616,2629,1279,24813.0,6297600.0
2009-06-19,2669,2729,2535,2726,4060,25726.0,6297600.0
2009-06-22,2702,2726,2602,2703,4651,25505.0,6297600.0
2009-06-23,2542,2769,2542,2669,3600,25190.0,6297600.0
2009-06-24,2696,2696,2576,2576,1916,24309.0,6297600.0
2009-06-25,2636,2636,2522,2523,7925,23805.0,6297600.0
2009-06-26,2392,2666,2389,2629,4851,24813.0,6297600.0
2009-06-29,2662,2662,2602,2629,209,24813.0,6297600.0
2009-06-30,2669,2669,2535,2599,1184,24529.0,6297600.0
2009-07-01,2515,2589,2515,2519,1449,23773.0,6297600.0
2009-07-02,2662,2662,2435,2593,1621,24466.0,6297600.0
2009-07-03,2592,2629,2509,2559,655,24151.0,6297600.0
2009-07-06,2552,2662,2482,2519,9721,23773.0,6297600.0
2009-07-07,2519,2549,2519,2543,3117,23994.0,6297600.0
2009-07-08,2535,2569,2469,2503,9051,23616.0,6297600.0
2009-07-09,2522,2589,2522,2559,314,24151.0,6297600.0
2009-07-10,2555,2559,2489,2489,2733,23490.0,6297600.0
2009-07-13,2445,2662,2435,2499,6916,23585.0,6297600.0
2009-07-14,2469,2499,2469,2499,4689,23585.0,6297600.0
2009-07-15,2525,2589,2465,2533,1822,23899.0,6297600.0
2009-07-16,2485,2602,2472,2499,2020,23585.0,6297600.0
2009-07-17,2439,2515,2128,2486,1326,23459.0,6297600.0
2009-07-20,2482,2535,2469,2529,6448,23868.0,6297600.0
2009-07-21,2525,2529,2505,2523,2648,23805.0,6297600.0
2009-07-22,2505,2602,2492,2603,10757,24561.0,6297600.0
2009-07-23,2599,2602,2592,2603,744,24561.0,6297600.0
2009-07-24,2602,2659,2535,2603,6041,24561.0,6297600.0
2009-07-27,2639,2639,2562,2603,3462,24561.0,6297600.0
2009-07-28,2535,2602,2469,2469,11400,23301.0,6297600.0
2009-07-29,2475,2515,2449,2469,3789,23301.0,6297600.0
