엑세스바이오(950130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-02-13,5390,5540,5280,5300,122446,,
2018-02-14,5400,5400,5280,5390,45473,,
2018-02-19,5450,5470,5310,5450,50091,,
2018-02-20,5480,5490,5390,5420,46093,,
2018-02-21,5430,5450,5340,5380,73320,,
2018-02-22,5250,5380,5230,5280,109476,,
2018-02-23,5380,5390,5300,5360,64241,,
2018-02-26,5400,5440,5250,5340,82910,,
2018-02-27,5340,5400,5200,5400,80732,,
2018-02-28,5320,5400,5200,5210,48647,,
2018-03-02,5170,5270,5050,5150,50888,,
2018-03-05,5210,5210,5020,5070,71626,,
2018-03-06,5150,5150,4995,5050,53645,,
2018-03-07,5140,5140,4995,5040,61443,,
2018-03-08,5040,5110,4995,5100,28562,,
2018-03-09,5080,5120,5010,5090,42951,,
2018-03-12,5100,5240,5070,5240,121532,,
2018-03-13,5240,5290,5130,5270,50888,,
2018-03-14,5280,5350,5220,5330,54363,,
2018-03-15,5340,5340,5220,5290,35117,,
2018-03-16,5320,5320,5170,5200,55011,,
2018-03-19,5250,5250,5030,5040,84314,,
2018-03-20,5000,5110,5000,5080,56786,,
2018-03-21,5040,5170,5040,5170,97769,,
2018-03-22,5170,5250,5090,5110,89879,,
2018-03-23,5110,5110,4900,4920,111308,,
2018-03-26,4850,5200,4710,5050,167404,,
2018-03-27,5100,5140,4995,5060,46945,,
2018-03-28,4925,5040,4920,4960,74944,,
2018-03-29,4915,5040,4910,4980,22648,,
2018-03-30,4980,5050,4980,5050,50961,,
2018-04-02,5050,5080,4965,4995,50503,,
2018-04-03,4945,5050,4910,5030,41188,,
2018-04-04,4970,5070,4915,5000,89252,,
2018-04-05,5000,5070,4975,5060,120299,,
2018-04-06,5470,6200,5350,5430,4277751,,
2018-04-09,5320,5550,5230,5460,487334,,
2018-04-10,5530,5940,5350,5790,1327289,,
2018-04-11,5890,5940,5690,5780,511559,,
2018-04-12,5780,5980,5730,5810,430521,,
2018-04-13,5820,5890,5720,5890,264792,,
2018-04-16,5890,6280,5850,5940,798647,,
2018-04-17,5960,6060,5870,5900,199219,,
2018-04-18,5950,5960,5720,5790,238129,,
2018-04-19,5860,5880,5550,5790,273965,,
2018-04-20,5790,5840,5620,5670,196728,,
2018-04-23,5580,5670,5480,5520,206961,,
2018-04-24,5520,5590,5460,5500,109783,,
2018-04-25,5450,5720,5420,5480,131066,,
2018-04-26,5500,5540,5390,5520,131940,,
2018-04-27,5550,5550,5330,5380,192772,,
2018-04-30,5380,5380,5180,5250,170676,,
2018-05-02,5210,5640,5160,5400,284757,,
2018-05-03,5480,5480,5330,5400,103868,,
2018-05-04,5490,5730,5390,5500,366853,,
2018-05-08,5710,5880,5470,5490,506956,,
2018-05-09,5480,5750,5440,5740,382866,,
2018-05-10,5810,5880,5650,5700,445880,,
2018-05-11,5730,5730,5490,5520,336661,,
2018-05-14,5530,5740,5380,5400,321217,,
2018-05-15,5460,5490,5350,5410,129831,,
2018-05-16,5350,5600,5090,5110,343515,,
2018-05-17,5130,5250,5110,5150,114448,,
2018-05-18,5260,5270,5160,5230,63939,,
2018-05-21,5200,5280,5110,5180,92684,,
2018-05-23,5190,5250,5120,5120,101804,,
2018-05-24,5120,5190,4745,5050,133239,,
2018-05-25,4960,5080,4945,5010,78371,,
2018-05-28,5010,5060,4810,5000,115988,,
2018-05-29,5000,5010,4875,4905,90894,,
2018-05-30,4860,5090,4855,4965,136024,,
2018-05-31,4950,5060,4940,4965,46976,,
2018-06-01,4975,5040,4910,4970,54183,,
2018-06-04,4885,4970,4870,4900,131739,,
2018-06-05,4870,5040,4870,4940,76097,,
2018-06-07,4960,5180,4960,5140,150786,,
2018-06-08,5200,5380,5140,5280,238416,,
2018-06-11,5340,5380,5200,5200,118267,,
2018-06-12,5210,5400,5100,5280,136462,,
2018-06-14,5300,5500,5260,5320,165455,,
2018-06-15,5380,5380,5150,5170,90639,,
2018-06-18,5170,5250,4975,5010,99352,,
2018-06-19,5060,5130,4790,4800,118054,,
2018-06-20,4740,5000,4740,4985,82963,,
2018-06-21,4985,5020,4855,4855,94441,,
2018-06-22,4820,4910,4755,4850,47154,,
2018-06-25,4810,4870,4795,4825,24722,,
2018-06-26,4800,4825,4760,4820,41908,,
2018-06-27,4820,4975,4765,4855,49379,,
2018-06-28,4855,4855,4635,4640,123634,,
2018-06-29,4645,4700,4590,4645,70458,,
2018-07-02,4560,4650,4500,4535,61936,,
2018-07-03,4595,4700,4330,4385,114813,,
2018-07-04,4390,4535,4350,4395,51327,,
2018-07-05,4395,4455,4335,4400,41934,,
2018-07-06,4320,4420,4295,4420,35800,,
2018-07-09,4480,4480,4355,4470,24881,,
2018-07-10,4490,4630,4450,4630,30641,,
2018-07-11,4650,4650,4450,4500,37544,,
2018-07-12,4440,4550,4400,4425,32149,,
2018-07-13,4380,4465,4360,4425,54311,,
2018-07-16,4475,4480,4380,4450,28121,,
2018-07-17,4455,4495,4390,4425,24929,,
2018-07-18,4405,4440,4370,4370,28334,,
2018-07-19,4335,4365,4225,4270,48377,,
2018-07-20,4275,4700,4270,4360,181988,,
2018-07-23,4290,4340,4080,4080,81409,,
2018-07-24,4085,4235,4015,4085,54946,,
2018-07-25,4140,4170,3980,4000,58941,,
2018-07-26,4005,4135,3915,4050,62251,,
2018-07-27,4090,4190,4030,4180,41489,,
2018-07-30,4120,4200,4070,4160,23161,,
2018-07-31,4165,4355,4165,4335,97677,,
2018-08-01,4340,4430,4255,4325,28208,,
2018-08-02,4325,4370,4200,4230,38517,,
2018-08-03,4290,4290,4200,4260,17992,,
2018-08-06,4350,4350,4160,4160,20956,,
2018-08-07,4265,4265,4160,4160,7999,,
2018-08-08,4240,4300,4160,4220,32058,,
2018-08-09,4280,4280,4155,4235,21359,,
2018-08-10,4320,4320,4220,4240,22301,,
2018-08-13,4290,4290,4060,4065,67110,,
2018-08-14,4140,4760,4070,4335,629969,,
2018-08-16,4270,4300,4150,4205,68087,,
2018-08-17,4205,4415,4170,4385,145202,,
2018-08-20,4390,4505,4310,4380,46228,,
2018-08-21,4375,4630,4365,4515,72881,,
2018-08-22,4565,4565,4260,4270,303945,,
2018-08-23,4330,4330,4220,4285,34568,,
2018-08-24,4285,4405,4250,4370,62470,,
2018-08-27,4360,4405,4340,4390,76023,,
2018-08-28,4400,4520,4395,4480,122417,,
2018-08-29,4550,4550,4465,4515,57973,,
2018-08-30,4530,4565,4485,4520,57649,,
2018-08-31,4570,4610,4520,4585,81110,,
2018-09-03,4640,4640,4570,4575,62098,,
2018-09-04,4550,4740,4550,4715,96831,,
2018-09-05,4715,4720,4600,4650,67283,,
2018-09-06,4650,4685,4465,4555,103075,,
2018-09-07,4580,4580,4445,4520,63314,,
2018-09-10,4700,4750,4525,4570,109724,,
2018-09-11,4570,4690,4545,4640,84371,,
2018-09-12,4675,4690,4600,4615,41008,,
2018-09-13,4605,4680,4555,4585,43695,,
2018-09-14,4585,4760,4515,4665,127247,,
2018-09-17,4705,4720,4600,4685,61477,,
2018-09-18,4605,4740,4605,4700,53632,,
2018-09-19,4705,4730,4580,4585,138228,,
2018-09-20,4585,4660,4530,4560,67886,,
2018-09-21,4675,4940,4575,4900,603453,,
2018-09-27,4960,4975,4800,4895,171951,,
2018-09-28,4830,4965,4805,4960,97552,,
2018-10-01,4950,5070,4875,4895,115939,,
2018-10-02,4895,4925,4680,4680,115942,,
2018-10-04,4680,4740,4600,4710,58095,,
2018-10-05,4680,4680,4500,4545,77956,,
2018-10-08,4450,4650,4445,4635,58546,,
2018-10-10,4665,4665,4415,4415,101312,,
2018-10-11,4120,4340,4115,4115,109679,,
2018-10-12,3970,4135,3970,4085,98017,,
2018-10-15,4085,4270,4020,4130,55364,,
2018-10-16,4140,4295,4140,4200,72871,,
2018-10-17,4250,4335,4250,4335,54719,,
2018-10-18,4350,4465,4315,4430,47401,,
2018-10-19,4470,4545,4420,4425,50109,,
2018-10-22,4530,4545,4435,4545,57984,,
2018-10-23,4555,4565,4440,4500,54831,,
2018-10-24,4590,4600,4220,4285,60434,,
2018-10-25,4280,4280,4045,4125,100974,,
2018-10-26,4110,4200,3955,3990,100007,,
2018-10-29,3985,4070,3750,3855,92068,,
2018-10-30,3665,3990,3665,3955,76370,,
2018-10-31,3910,4100,3855,3985,42700,,
2018-11-01,4100,4100,3970,3990,68313,,
2018-11-02,3995,4170,3995,4135,62429,,
2018-11-05,4135,4170,4070,4135,36125,,
2018-11-06,4190,4230,4085,4130,22962,,
2018-11-07,4220,4335,4085,4085,64013,,
2018-11-08,4180,4180,4085,4180,40619,,
2018-11-09,4220,4220,4110,4210,21444,,
2018-11-12,4150,4210,4050,4100,31621,,
2018-11-13,4000,4115,3950,4115,39666,,
2018-11-14,4160,4160,4050,4090,14862,,
2018-11-15,4000,4045,3970,4025,42678,,
2018-11-16,4065,4125,4000,4065,31937,,
2018-11-19,4110,4230,4045,4190,50976,,
2018-11-20,4125,4200,4125,4180,20768,,
2018-11-21,4090,4195,4065,4195,15304,,
2018-11-22,4230,4230,4110,4140,25551,,
2018-11-23,4190,4190,4020,4080,32012,,
2018-11-26,4115,4125,3980,4040,26522,,
2018-11-27,4070,4105,3995,4055,41190,,
2018-11-28,4100,4100,4005,4060,24768,,
2018-11-29,4100,4130,4025,4025,33365,,
2018-11-30,4030,4285,4030,4150,103285,,
2018-12-03,4165,4320,4165,4295,60736,,
2018-12-04,4320,4350,4260,4310,44848,,
2018-12-05,4300,4365,4220,4360,71196,,
2018-12-06,4435,4435,4155,4220,60703,,
2018-12-07,4175,4230,4150,4160,22690,,
2018-12-10,4155,4155,4015,4045,22322,,
2018-12-11,4045,4185,4000,4025,34164,,
2018-12-12,4090,4090,3930,4020,70588,,
2018-12-13,4065,4120,3960,4090,31225,,
2018-12-14,4100,4160,3955,3955,36074,,
2018-12-17,3910,4040,3830,4030,22612,,
2018-12-18,4015,4015,3905,3910,25554,,
2018-12-19,3815,3985,3780,3820,82396,,
2018-12-20,3820,3825,3765,3805,323266,,
2018-12-21,3805,3805,3730,3765,48760,,
2018-12-24,3835,4010,3745,3875,105382,,
2018-12-26,3875,3915,3700,3875,105045,,
2018-12-27,4090,4090,3905,3990,97302,,
2018-12-28,4085,4345,4005,4285,211014,,
2019-01-02,4375,4600,4355,4410,384521,,
2019-01-03,4455,4535,4170,4180,237296,,
2019-01-04,4145,4400,4105,4365,220433,,
2019-01-07,4545,4700,4365,4470,348457,,
2019-01-08,4475,4600,4245,4305,157187,,
2019-01-09,4305,4455,4210,4330,188270,,
2019-01-10,4330,4330,4135,4160,153828,,
2019-01-11,4200,4215,4105,4160,90849,,
2019-01-14,4260,4260,4070,4115,95801,,
2019-01-15,4115,4215,4090,4110,49864,,
2019-01-16,4125,4130,3980,4080,133643,,
2019-01-17,4100,4100,4025,4045,51390,,
2019-01-18,4075,4075,4020,4045,69602,,
2019-01-21,4080,4085,4005,4050,85577,,
2019-01-22,4085,4085,4000,4040,67083,,
2019-01-23,4040,4090,4010,4040,51148,,
2019-01-24,4035,4075,4020,4070,47045,,
2019-01-25,4105,4105,4040,4090,52382,,
2019-01-28,4115,4180,4085,4115,124179,,
2019-01-29,4100,4155,4080,4115,62938,,
2019-01-30,4155,4155,4045,4055,79935,,
2019-01-31,4055,4075,3990,4015,109786,,
2019-02-01,4015,4015,3900,3990,135407,,
2019-02-07,4015,4025,3955,4000,31021,,
2019-02-08,4020,4030,3975,4005,26257,,
2019-02-11,3925,4020,3925,3985,73819,,
2019-02-12,4020,4020,3950,3965,32014,,
2019-02-13,4025,4025,3955,3995,42027,,
2019-02-14,4030,4030,3970,3995,50844,,
2019-02-15,3965,4015,3950,3960,49269,,
2019-02-18,4015,4015,3940,3975,40703,,
2019-02-19,4005,4005,3945,3960,46557,,
2019-02-20,3945,4050,3945,4045,131461,,
2019-02-21,4065,4130,4055,4075,108663,,
2019-02-22,4090,4090,4040,4085,51506,,
2019-02-25,4100,4210,4040,4075,84099,,
2019-02-26,4075,4100,4050,4060,30082,,
2019-02-27,4030,4120,4030,4110,35844,,
2019-02-28,4110,4155,3965,3980,84733,,
2019-03-04,3980,4120,3980,4075,77476,,
2019-03-05,4125,4280,4085,4265,290259,,
2019-03-06,4240,4320,4200,4225,95814,,
2019-03-07,4255,4275,4075,4160,98410,,
2019-03-08,4160,4160,4055,4090,45523,,
2019-03-11,4070,4100,3965,3975,122546,,
2019-03-12,4060,4060,3985,4035,45407,,
2019-03-13,4060,4160,4035,4155,75630,,
2019-03-14,4150,4230,4075,4225,63010,,
2019-03-15,4250,4250,4110,4150,81145,,
2019-03-18,4165,4200,4060,4155,67287,,
2019-03-19,4180,4190,4120,4135,67737,,
2019-03-20,4175,4180,4075,4075,54004,,
2019-03-21,4140,4150,4050,4095,65604,,
2019-03-22,4195,4360,4120,4250,156712,,
2019-03-25,4160,4295,4160,4235,63881,,
2019-03-26,4250,4330,4220,4315,96328,,
2019-03-27,4315,4315,4260,4280,52577,,
2019-03-28,4300,4325,4140,4165,52464,,
2019-03-29,4170,4195,4055,4080,75838,,
2019-04-01,4080,4150,4050,4100,47988,,
2019-04-02,4130,4135,4075,4085,32327,,
2019-04-03,4115,4115,4065,4105,40014,,
2019-04-04,4085,4765,4075,4225,1222171,,
2019-04-05,4195,4285,4150,4150,138296,,
2019-04-08,4160,4230,4150,4210,59206,,
2019-04-09,4205,4220,4175,4215,108528,,
2019-04-10,4360,4620,4240,4420,849142,,
2019-04-11,4425,4425,4300,4320,187617,,
2019-04-12,4320,4360,4265,4340,145785,,
2019-04-15,4340,4345,4180,4220,156458,,
2019-04-16,4220,4260,4135,4240,99307,,
2019-04-17,4250,4260,4200,4230,42111,,
2019-04-18,4255,4270,4215,4250,70731,,
2019-04-19,4265,4270,4200,4250,58077,,
2019-04-22,4250,4260,4155,4215,91778,,
2019-04-23,4160,4225,4130,4180,65204,,
2019-04-24,4200,4220,4030,4060,97815,,
2019-04-25,4285,4470,4125,4160,509404,,
2019-04-26,4160,4185,4015,4035,130056,,
2019-04-29,4040,4135,4040,4070,38091,,
2019-04-30,4125,4125,4040,4055,37399,,
2019-05-02,4055,4115,4015,4065,50382,,
2019-05-03,4035,4120,4035,4115,38234,,
2019-05-07,4050,4105,4030,4060,44699,,
2019-05-08,4030,4090,4000,4020,31681,,
2019-05-09,4120,4155,3950,3950,98600,,
2019-05-10,3955,4040,3890,4040,67190,,
2019-05-13,3990,4070,3960,4020,58682,,
2019-05-14,3930,4015,3930,3975,30977,,
2019-05-15,4000,4005,3940,3955,58340,,
2019-05-16,3950,4000,3900,3950,53471,,
2019-05-17,4040,4040,3920,3920,48773,,
2019-05-20,3870,3930,3820,3875,52370,,
2019-05-21,3875,3880,3800,3810,74173,,
2019-05-22,3810,3970,3805,3805,33514,,
2019-05-23,3895,3895,3730,3760,36098,,
2019-05-24,3710,3780,3640,3675,133551,,
2019-05-27,3585,3730,3585,3650,78995,,
2019-05-28,3600,3800,3575,3795,75384,,
2019-05-29,3795,3795,3610,3630,39403,,
2019-05-30,3605,3665,3555,3630,36928,,
2019-05-31,3630,3700,3570,3675,14454,,
2019-06-03,3680,3700,3600,3625,20937,,
2019-06-04,3625,3650,3585,3625,30416,,
2019-06-05,3630,3685,3610,3640,40188,,
2019-06-07,3640,3750,3625,3750,106772,,
2019-06-10,3750,3840,3740,3830,100451,,
2019-06-11,3820,3890,3800,3855,48955,,
2019-06-12,3865,3865,3770,3820,68729,,
2019-06-13,3780,3845,3730,3735,40688,,
2019-06-14,3720,3790,3675,3710,62127,,
2019-06-17,3750,3750,3655,3700,39207,,
2019-06-18,3640,3785,3640,3695,45022,,
2019-06-19,3700,3800,3680,3760,45679,,
2019-06-20,3870,3890,3770,3845,60244,,
2019-06-21,3820,3920,3820,3900,111152,,
2019-06-24,3880,3945,3880,3905,81797,,
2019-06-25,3850,4030,3850,4010,136691,,
2019-06-26,4030,4060,3935,3960,231926,,
2019-06-27,4000,4075,3970,4005,118792,,
2019-06-28,4010,4045,3935,3950,83737,,
2019-07-01,3905,4450,3815,3830,614476,,
2019-07-02,3835,3980,3835,3950,108449,,
2019-07-03,4050,4130,3905,4055,2359404,,
2019-07-04,4155,4465,3860,3885,1687748,,
2019-07-05,3885,3885,3655,3695,258860,,
2019-07-08,3770,3770,3630,3640,143767,,
2019-07-09,3610,3680,3480,3480,133302,,
2019-07-10,3480,3525,3380,3515,91417,,
2019-07-11,3545,3650,3510,3600,62495,,
2019-07-12,3665,3665,3560,3560,27900,,
2019-07-15,3520,3595,3405,3455,48849,,
2019-07-16,3500,3540,3435,3540,46877,,
2019-07-17,3560,3600,3440,3460,33239,,
2019-07-18,3425,3470,3415,3460,40706,,
2019-07-19,3525,3525,3405,3425,30728,,
2019-07-22,3430,3580,3420,3425,41300,,
2019-07-23,3440,3490,3395,3430,46837,,
2019-07-24,3460,3520,3385,3520,87247,,
2019-07-25,3510,3515,3400,3400,62557,,
2019-07-26,3400,3415,3280,3315,66493,,
2019-07-29,3255,3325,3020,3070,153815,,
2019-07-30,2975,3145,2975,3060,41865,,
2019-07-31,3100,3120,2980,3115,46786,,
2019-08-01,3120,3145,3055,3070,36655,,
2019-08-02,3055,3055,2930,2930,81412,,
2019-08-05,2930,2945,2380,2590,256162,,
2019-08-06,2350,2510,2010,2340,324814,,
2019-08-07,1815,1910,1640,1640,12261747,,
2019-08-08,1720,1845,1660,1730,3505657,,
2019-08-09,1730,1750,1655,1710,761784,,
2019-08-12,1690,1780,1690,1700,750279,,
2019-08-13,1690,1720,1670,1670,372098,,
2019-08-14,1710,1725,1660,1675,403529,,
2019-08-16,1645,1695,1580,1675,539646,,
2019-08-19,1700,1755,1680,1720,434776,,
2019-08-20,1725,2225,1725,2035,8308089,,
2019-08-21,2070,2080,1950,2005,1231820,,
2019-08-22,2005,2440,1960,2240,8967187,,
2019-08-23,2180,2280,2130,2140,1229463,,
2019-08-26,2075,2095,2000,2000,693863,,
2019-08-27,2020,2340,2000,2025,2989625,,
2019-08-28,2015,2170,2015,2140,1408063,,
2019-08-29,2195,2530,2135,2245,5770804,,
2019-08-30,2235,2365,2190,2220,1050716,,
2019-09-02,2210,2265,2200,2220,303824,,
2019-09-03,2210,2210,2090,2100,466497,,
2019-09-04,2105,2150,2080,2100,247707,,
2019-09-05,2100,2120,2070,2105,191833,,
2019-09-06,2115,2125,2020,2060,236880,,
2019-09-09,2080,2110,2035,2065,226614,,
2019-09-10,2090,2115,2015,2045,179007,,
2019-09-11,2045,2285,2025,2085,1005331,,
2019-09-16,2075,2145,2070,2140,206242,,
2019-09-17,2210,2380,2105,2215,1853081,,
2019-09-18,2250,2285,2140,2175,374852,,
2019-09-19,2175,2210,2145,2155,192809,,
2019-09-20,2135,2185,2130,2170,112611,,
2019-09-23,2170,2200,2135,2195,121145,,
2019-09-24,2200,2220,2150,2195,159775,,
2019-09-25,2190,2295,2155,2155,293189,,
2019-09-26,2210,2210,2145,2185,117957,,
2019-09-27,2170,2185,2030,2120,150399,,
2019-09-30,2160,2160,2050,2080,97615,,
2019-10-01,2090,2185,2090,2160,153941,,
2019-10-02,2160,2175,2100,2175,142395,,
2019-10-04,2185,2185,2105,2115,63789,,
2019-10-07,2115,2170,2060,2140,113131,,
