샘코(263540),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-21,8400,8490,8190,8260,170621,65557.0,7936681.0
2017-11-22,8350,8700,8220,8680,226996,68890.0,7936681.0
2017-11-23,8680,9050,8560,8870,396019,70398.0,7936681.0
2017-11-24,9000,9000,8620,8620,183429,68414.0,7936681.0
2017-11-27,8650,9050,8650,9020,267664,71589.0,7936681.0
2017-11-28,9040,9340,8740,8810,657716,69922.0,7936681.0
2017-11-29,8810,8890,8570,8600,178738,68255.0,7936681.0
2017-11-30,8700,9060,8560,9040,302003,71748.0,7936681.0
2017-12-01,9160,11000,9130,9800,4686384,77779.0,7936681.0
2017-12-04,9830,9990,9510,9880,625627,78414.0,7936681.0
2017-12-05,9800,10500,9610,9610,986481,76272.0,7936681.0
2017-12-06,9550,9780,8920,9250,513798,73414.0,7936681.0
2017-12-07,9300,9310,8840,9140,206441,72541.0,7936681.0
2017-12-08,9160,9240,8850,8850,138435,70240.0,7936681.0
2017-12-11,8810,8900,8310,8360,261482,66351.0,7936681.0
2017-12-12,8450,8510,8100,8150,142031,64684.0,7936681.0
2017-12-13,8190,8420,8130,8320,115707,66033.0,7936681.0
2017-12-14,8320,8400,8170,8300,79965,65874.0,7936681.0
2017-12-15,8300,8540,8210,8500,74311,67462.0,7936681.0
2017-12-18,8500,8800,8400,8630,85918,68494.0,7936681.0
2017-12-19,8630,8660,8230,8250,104630,65478.0,7936681.0
2017-12-20,8260,8450,8240,8240,40317,65398.0,7936681.0
2017-12-21,8130,8350,7820,7820,116834,62065.0,7936681.0
2017-12-22,7910,7910,7650,7810,38063,61985.0,7936681.0
2017-12-26,7920,7950,7840,7910,29077,62779.0,7936681.0
2017-12-27,7910,8100,7800,7940,24470,63017.0,7936681.0
2017-12-28,7940,8150,7940,8140,37624,64605.0,7936681.0
2018-01-02,8150,8360,8120,8160,46789,64763.0,7936681.0
2018-01-03,8270,8300,8160,8200,39625,65081.0,7936681.0
2018-01-04,8210,8290,7920,8000,58873,63493.0,7936681.0
2018-01-05,8050,8050,7780,7810,65528,61985.0,7936681.0
2018-01-08,7920,7920,7770,7810,40981,61985.0,7936681.0
2018-01-09,7810,7840,7700,7710,64672,61192.0,7936681.0
2018-01-10,7670,7870,7590,7740,52632,61430.0,7936681.0
2018-01-11,7750,8120,7740,7890,75377,62620.0,7936681.0
2018-01-12,8090,8150,7820,7970,71901,63255.0,7936681.0
2018-01-15,7980,8190,7850,8170,72312,64843.0,7936681.0
2018-01-16,8270,9770,8260,9000,2265154,71430.0,7936681.0
2018-01-17,9090,9380,9010,9150,351836,72621.0,7936681.0
2018-01-18,9280,9320,8980,9020,278381,71589.0,7936681.0
2018-01-19,9030,9180,9010,9030,110197,71668.0,7936681.0
2018-01-22,9020,9030,8600,8720,115776,69208.0,7936681.0
2018-01-23,8670,8840,8670,8840,66750,70160.0,7936681.0
2018-01-24,8910,8910,8740,8760,50603,69525.0,7936681.0
2018-01-25,8770,8850,8640,8650,75367,68652.0,7936681.0
2018-01-26,8660,8990,8660,8920,89621,70795.0,7936681.0
2018-01-29,8920,9160,8920,9050,118728,71827.0,7936681.0
2018-01-30,9280,9540,9140,9350,453176,74208.0,7936681.0
2018-01-31,9220,9220,8980,9000,117529,71430.0,7936681.0
2018-02-01,9020,9080,8860,8950,93161,71033.0,7936681.0
2018-02-02,8820,8950,8690,8690,76301,68970.0,7936681.0
2018-02-05,8620,8620,8250,8300,80487,65874.0,7936681.0
2018-02-06,7950,8200,7700,7970,115056,63255.0,7936681.0
2018-02-07,7990,8330,7970,7970,45202,63255.0,7936681.0
2018-02-08,8010,8250,8010,8150,20156,64684.0,7936681.0
2018-02-09,7890,8200,7800,8140,22376,64605.0,7936681.0
2018-02-12,8150,8320,8130,8150,21963,64684.0,7936681.0
2018-02-13,8150,8310,8040,8300,26449,65874.0,7936681.0
2018-02-14,8310,8550,8300,8390,37329,66589.0,7936681.0
2018-02-19,8430,8500,8240,8400,31934,66668.0,7936681.0
2018-02-20,8400,8400,8210,8210,27572,65160.0,7936681.0
2018-02-21,8210,8320,8130,8160,25253,64763.0,7936681.0
2018-02-22,8170,8300,7820,8110,18148,64366.0,7936681.0
2018-02-23,8110,8350,8040,8210,27571,65160.0,7936681.0
2018-02-26,8210,8300,8170,8210,21413,65160.0,7936681.0
2018-02-27,8220,8330,8200,8200,28164,65081.0,7936681.0
2018-02-28,8200,8200,8020,8030,14641,63732.0,7936681.0
2018-03-02,8030,8160,7830,7900,31363,62700.0,7936681.0
2018-03-05,7880,8000,7760,7760,28205,61589.0,7936681.0
2018-03-06,7780,7880,7720,7720,30348,61271.0,7936681.0
2018-03-07,7800,7800,7540,7550,29479,59922.0,7936681.0
2018-03-08,7600,7910,7600,7700,34824,61112.0,7936681.0
2018-03-09,7710,7860,7710,7810,13988,61985.0,7936681.0
2018-03-12,7900,7930,7840,7850,14756,62303.0,7936681.0
2018-03-13,7890,7910,7680,7850,28464,62303.0,7936681.0
2018-03-14,7860,7860,7710,7790,17746,61827.0,7936681.0
2018-03-15,7840,8100,7800,7870,33165,62462.0,7936681.0
2018-03-16,7870,7900,7790,7870,16965,62462.0,7936681.0
2018-03-19,7870,7900,7720,7720,26940,61271.0,7936681.0
2018-03-20,7700,7780,7650,7760,10016,61589.0,7936681.0
2018-03-21,7660,7760,7660,7710,25384,61192.0,7936681.0
2018-03-22,7660,7760,7650,7720,27684,61271.0,7936681.0
2018-03-23,7580,7670,7350,7540,29249,59843.0,7936681.0
2018-03-26,7850,7850,7350,7400,50095,58731.0,7936681.0
2018-03-27,7550,7550,7280,7330,42177,58176.0,7936681.0
2018-03-28,7300,7400,7210,7290,17237,57858.0,7936681.0
2018-03-29,7290,7390,7210,7250,23679,57541.0,7936681.0
2018-03-30,7280,7390,7230,7310,21435,58017.0,7936681.0
2018-04-02,7310,7380,7290,7290,31670,57858.0,7936681.0
2018-04-03,7400,7400,7210,7210,30939,57223.0,7936681.0
2018-04-04,7230,7270,7170,7210,24509,57223.0,7936681.0
2018-04-05,7200,7300,7190,7220,23406,57303.0,7936681.0
2018-04-06,7240,7350,7150,7220,45362,57303.0,7936681.0
2018-04-09,7180,7290,7120,7170,15815,56906.0,7936681.0
2018-04-10,7130,7230,6880,7000,92237,55557.0,7936681.0
2018-04-11,7000,7080,7000,7000,24135,55557.0,7936681.0
2018-04-12,7090,7090,6940,6940,26580,55081.0,7936681.0
2018-04-13,7040,7120,6920,7050,36297,55954.0,7936681.0
2018-04-16,7010,7100,6990,7090,11165,56271.0,7936681.0
2018-04-17,7090,7290,7030,7260,18169,57620.0,7936681.0
2018-04-18,7190,7290,7150,7200,23247,57144.0,7936681.0
2018-04-19,7180,7260,7000,7250,20996,57541.0,7936681.0
2018-04-20,7200,7250,7130,7230,18403,57382.0,7936681.0
2018-04-23,7260,7260,7060,7130,27538,56589.0,7936681.0
2018-04-24,7130,7150,7030,7090,33959,56271.0,7936681.0
2018-04-25,7100,7200,7040,7130,18778,56589.0,7936681.0
2018-04-26,7110,7820,7070,7450,236588,59128.0,7936681.0
2018-04-27,7450,7500,7340,7350,34942,58335.0,7936681.0
2018-04-30,7350,7350,7230,7330,27510,58176.0,7936681.0
2018-05-02,7230,7750,7230,7680,124377,60954.0,7936681.0
2018-05-03,7580,7680,7480,7560,38055,60001.0,7936681.0
2018-05-04,7560,7950,7520,7730,200769,61351.0,7936681.0
2018-05-08,7830,7920,7620,7620,60546,60478.0,7936681.0
2018-05-09,7610,7820,7280,7390,64828,58652.0,7936681.0
2018-05-10,7390,7430,7150,7270,67128,57700.0,7936681.0
2018-05-11,7340,7340,7180,7270,28926,57700.0,7936681.0
2018-05-14,7260,7270,7150,7270,23990,57700.0,7936681.0
2018-05-15,7260,7330,7140,7270,38659,57700.0,7936681.0
2018-05-16,7270,7270,7050,7170,67490,56906.0,7936681.0
2018-05-17,7200,7270,7000,7230,70494,57382.0,7936681.0
2018-05-18,7280,7320,7100,7250,37482,57541.0,7936681.0
2018-05-21,7300,7300,7210,7240,10534,57462.0,7936681.0
2018-05-23,7240,7340,7240,7270,20588,57700.0,7936681.0
2018-05-24,7350,7350,7180,7280,27208,57779.0,7936681.0
2018-05-25,7090,7330,7070,7260,24113,57620.0,7936681.0
2018-05-28,7250,7260,7080,7250,29921,57541.0,7936681.0
2018-05-29,7240,7240,7120,7120,15136,56509.0,7936681.0
2018-05-30,7120,7190,6910,6990,32923,55477.0,7936681.0
2018-05-31,6930,7000,6790,6950,44703,55160.0,7936681.0
2018-06-01,6880,6940,6840,6930,19664,55001.0,7936681.0
2018-06-04,6980,7030,6900,6970,16134,55319.0,7936681.0
2018-06-05,6970,7040,6900,6960,8418,55239.0,7936681.0
2018-06-07,6980,7040,6940,7030,20956,55795.0,7936681.0
2018-06-08,7080,7180,7000,7120,24510,56509.0,7936681.0
2018-06-11,7150,7250,7070,7180,29949,56985.0,7936681.0
2018-06-12,7150,7160,6930,7010,31778,55636.0,7936681.0
2018-06-14,6980,7170,6900,6990,16539,55477.0,7936681.0
2018-06-15,6990,7050,6950,7050,18511,55954.0,7936681.0
2018-06-18,6900,7000,6760,6880,24904,54604.0,7936681.0
2018-06-19,6800,6880,6360,6480,47216,51430.0,7936681.0
2018-06-20,6470,6710,6400,6460,13884,51271.0,7936681.0
2018-06-21,6460,6600,6370,6500,4916,51588.0,7936681.0
2018-06-22,6500,6500,6350,6500,12924,51588.0,7936681.0
2018-06-25,6500,6650,6450,6550,8174,51985.0,7936681.0
2018-06-26,6550,6550,6370,6480,4208,51430.0,7936681.0
2018-06-27,6420,6730,6420,6470,4683,51350.0,7936681.0
2018-06-28,6500,6500,6300,6410,7803,50874.0,7936681.0
2018-06-29,6330,6390,6020,6070,28909,48176.0,7936681.0
2018-07-02,6070,6180,5790,5900,21952,46826.0,7936681.0
2018-07-03,5770,5950,5510,5580,43278,44287.0,7936681.0
2018-07-04,5500,5590,5460,5550,18448,44049.0,7936681.0
2018-07-05,5690,5690,5290,5560,14808,44128.0,7936681.0
2018-07-06,5470,5730,5400,5670,13252,45001.0,7936681.0
2018-07-09,5700,5810,5490,5670,6477,45001.0,7936681.0
2018-07-10,5670,5880,5670,5810,14088,46112.0,7936681.0
2018-07-11,5840,5840,5670,5800,11533,46033.0,7936681.0
2018-07-12,5830,5990,5700,5990,9705,47541.0,7936681.0
2018-07-13,5900,6090,5880,5970,11794,47382.0,7936681.0
2018-07-16,6120,6250,5860,6190,20163,49128.0,7936681.0
2018-07-17,6190,6370,6100,6170,8203,48969.0,7936681.0
2018-07-18,6120,6290,6100,6180,23019,49049.0,7936681.0
2018-07-19,6180,6240,5990,6090,12027,48334.0,7936681.0
2018-07-20,6090,6090,5830,5840,7985,46350.0,7936681.0
2018-07-23,5840,5840,5480,5480,16933,43493.0,7936681.0
2018-07-24,5400,5480,5360,5410,14486,42937.0,7936681.0
2018-07-25,5410,5620,5330,5520,12297,43810.0,7936681.0
2018-07-26,5520,5560,5450,5560,14663,44128.0,7936681.0
2018-07-27,5550,5990,5550,5630,21919,44684.0,7936681.0
2018-07-30,5540,5860,5540,5600,13006,44445.0,7936681.0
2018-07-31,5550,5680,5490,5590,36456,44366.0,7936681.0
2018-08-01,5680,5680,5540,5570,16535,44207.0,7936681.0
2018-08-02,5640,5690,5520,5600,20187,44445.0,7936681.0
2018-08-03,5600,5670,5530,5640,4304,44763.0,7936681.0
2018-08-06,5640,5710,5510,5640,11025,44763.0,7936681.0
2018-08-07,5640,5660,5550,5640,6530,44763.0,7936681.0
2018-08-08,5660,5670,5550,5600,7991,44445.0,7936681.0
2018-08-09,5600,5620,5530,5560,5721,44128.0,7936681.0
2018-08-10,5600,5600,5440,5550,16304,44049.0,7936681.0
2018-08-13,5580,5580,5200,5280,15834,41906.0,7936681.0
2018-08-14,5210,5490,5210,5350,8504,42461.0,7936681.0
2018-08-16,5450,5450,5150,5350,15647,42461.0,7936681.0
2018-08-17,5220,5430,5220,5420,13430,43017.0,7936681.0
2018-08-20,5360,5560,5290,5360,5862,42541.0,7936681.0
2018-08-21,5320,5400,5250,5330,26827,42303.0,7936681.0
2018-08-22,5350,5430,5270,5380,6707,42699.0,7936681.0
2018-08-23,5310,5360,5200,5330,35593,42303.0,7936681.0
2018-08-24,5330,5370,5240,5370,7978,42620.0,7936681.0
2018-08-27,5370,5450,5260,5370,17127,42620.0,7936681.0
2018-08-28,5400,5400,5290,5380,14068,42699.0,7936681.0
2018-08-29,5390,5600,5370,5530,16538,43890.0,7936681.0
2018-08-30,5590,5600,5500,5550,7263,44049.0,7936681.0
2018-08-31,5580,5630,5490,5580,9640,44287.0,7936681.0
2018-09-03,5490,5630,5460,5610,12785,44525.0,7936681.0
2018-09-04,5610,5760,5590,5680,26332,45080.0,7936681.0
2018-09-05,5700,5730,5610,5680,7957,45080.0,7936681.0
2018-09-06,5600,5650,5490,5570,12460,44207.0,7936681.0
2018-09-07,5570,5600,5430,5560,9393,44128.0,7936681.0
2018-09-10,5550,5560,5360,5540,6382,43969.0,7936681.0
2018-09-11,5520,5600,5460,5560,10924,44128.0,7936681.0
2018-09-12,5510,5600,5470,5600,19300,44445.0,7936681.0
2018-09-13,5600,5600,5470,5500,19161,43652.0,7936681.0
2018-09-14,5500,5610,5420,5540,25112,43969.0,7936681.0
2018-09-17,5520,5580,5480,5580,21234,44287.0,7936681.0
2018-09-18,5580,5850,5580,5690,42601,45160.0,7936681.0
2018-09-19,5650,7210,5650,6110,2487837,48493.0,7936681.0
2018-09-20,6130,6600,6000,6140,342428,48731.0,7936681.0
2018-09-21,6190,6210,5920,6020,169432,47779.0,7936681.0
2018-09-27,6020,6190,5950,6170,127308,48969.0,7936681.0
2018-09-28,6170,6170,5800,5940,129285,47144.0,7936681.0
2018-10-01,5880,5950,5770,5800,45180,46033.0,7936681.0
2018-10-02,5760,5880,5690,5780,47845,45874.0,7936681.0
2018-10-04,5700,5850,5500,5660,43232,44922.0,7936681.0
2018-10-05,5550,5770,5550,5700,25117,45239.0,7936681.0
2018-10-08,5640,5880,5550,5870,26565,46588.0,7936681.0
2018-10-10,5870,5890,5550,5690,19450,45160.0,7936681.0
2018-10-11,5410,5560,5000,5000,55314,39683.0,7936681.0
2018-10-12,4750,5070,4750,4960,51740,39366.0,7936681.0
2018-10-15,4990,5170,4880,4980,18600,39525.0,7936681.0
2018-10-16,4980,5240,4980,5080,10591,40318.0,7936681.0
2018-10-17,5080,5230,5000,5180,20618,41112.0,7936681.0
2018-10-18,5180,5230,5130,5210,7501,41350.0,7936681.0
2018-10-19,5230,5230,5050,5180,10650,41112.0,7936681.0
2018-10-22,5160,5170,5050,5110,5404,40556.0,7936681.0
2018-10-23,5030,5330,5000,5070,13570,40239.0,7936681.0
2018-10-24,5070,5150,4880,4945,13477,39247.0,7936681.0
2018-10-25,4700,4870,4620,4705,28790,37342.0,7936681.0
2018-10-26,4535,4670,4330,4410,42334,35001.0,7936681.0
2018-10-29,4260,4410,3860,3860,30807,30636.0,7936681.0
2018-10-30,3570,3970,3530,3935,34838,31231.0,7936681.0
2018-10-31,3970,4090,3830,4040,17038,32064.0,7936681.0
2018-11-01,4100,4175,4010,4150,16052,32937.0,7936681.0
2018-11-02,4075,4310,4050,4270,45016,33890.0,7936681.0
2018-11-05,4270,4410,4150,4270,22803,33890.0,7936681.0
2018-11-06,4270,4395,4185,4290,12596,34048.0,7936681.0
2018-11-07,4300,4365,4190,4310,18826,34207.0,7936681.0
2018-11-08,4370,4370,4270,4330,10605,34366.0,7936681.0
2018-11-09,4370,4680,4305,4490,34748,35636.0,7936681.0
2018-11-12,4355,4500,4350,4495,13098,35675.0,7936681.0
2018-11-13,4380,4470,4340,4460,6370,35398.0,7936681.0
2018-11-14,4550,4650,4350,4350,15026,34525.0,7936681.0
2018-11-15,4380,4490,4300,4400,3012,34921.0,7936681.0
2018-11-16,4400,4580,4400,4500,5390,35715.0,7936681.0
2018-11-19,4430,4650,4430,4560,10576,36191.0,7936681.0
2018-11-20,4600,4600,4465,4555,3715,36152.0,7936681.0
2018-11-21,4545,4740,4425,4730,7539,37541.0,7936681.0
2018-11-22,5350,5630,4690,4730,215932,37541.0,7936681.0
2018-11-23,4790,4790,4415,4415,34442,35040.0,7936681.0
2018-11-26,4400,4545,4400,4465,11191,35437.0,7936681.0
2018-11-27,4485,4505,4410,4485,9609,35596.0,7936681.0
2018-11-28,4490,4640,4480,4565,6190,36231.0,7936681.0
2018-11-29,4600,4645,4570,4615,11988,36628.0,7936681.0
2018-11-30,4540,4685,4540,4615,4881,36628.0,7936681.0
2018-12-03,4615,4940,4615,4705,7663,37342.0,7936681.0
2018-12-04,4720,4750,4560,4650,10422,36906.0,7936681.0
2018-12-05,4585,4665,4565,4665,7004,37025.0,7936681.0
2018-12-06,4710,4710,4550,4550,5540,36112.0,7936681.0
2018-12-07,4665,4705,4475,4540,3632,36033.0,7936681.0
2018-12-10,4460,4705,4305,4425,11703,35120.0,7936681.0
2018-12-11,4320,4395,4255,4255,13232,33771.0,7936681.0
2018-12-12,4370,4400,4220,4300,4561,34128.0,7936681.0
2018-12-13,4310,4360,4290,4330,2912,34366.0,7936681.0
2018-12-14,4365,4365,4250,4285,4260,34009.0,7936681.0
2018-12-17,4280,4285,4190,4190,12229,33255.0,7936681.0
2018-12-18,4295,4305,4190,4300,5344,34128.0,7936681.0
2018-12-19,4300,4315,4225,4300,4177,34128.0,7936681.0
2018-12-20,4300,4300,4105,4185,4929,33215.0,7936681.0
2018-12-21,4260,4265,4155,4235,5373,33612.0,7936681.0
2018-12-24,4175,4300,4170,4265,3249,33850.0,7936681.0
2018-12-26,4155,4220,4120,4200,3849,33334.0,7936681.0
2018-12-27,4150,4200,4105,4150,2353,32937.0,7936681.0
2018-12-28,4135,4200,4135,4200,3174,33334.0,7936681.0
2019-01-02,4275,4290,4180,4270,3202,33890.0,7936681.0
2019-01-03,4180,4265,4180,4220,4732,33493.0,7936681.0
2019-01-04,4220,4495,4140,4385,18907,34802.0,7936681.0
2019-01-07,4495,4495,4320,4360,4831,34604.0,7936681.0
2019-01-08,4360,4400,4300,4330,2472,34366.0,7936681.0
2019-01-09,4425,4445,4200,4240,37594,33652.0,7936681.0
2019-01-10,4280,4310,4200,4230,40872,33572.0,7936681.0
2019-01-11,4240,5200,4240,4460,1661935,35398.0,7936681.0
2019-01-14,4500,4635,4420,4535,132543,35993.0,7936681.0
2019-01-15,4585,4630,4500,4510,64350,35794.0,7936681.0
2019-01-16,4560,4580,4505,4550,39549,36112.0,7936681.0
2019-01-17,4590,4625,4505,4545,47803,36072.0,7936681.0
2019-01-18,4595,4630,4500,4600,70743,36509.0,7936681.0
2019-01-21,4600,4635,4505,4585,26671,36390.0,7936681.0
2019-01-22,4595,4615,4525,4565,28060,36231.0,7936681.0
2019-01-23,4580,4620,4535,4535,49955,35993.0,7936681.0
2019-01-24,4540,4635,4540,4615,37070,36628.0,7936681.0
2019-01-25,4620,4665,4550,4625,45162,36707.0,7936681.0
2019-01-28,4625,4645,4585,4620,55897,36667.0,7936681.0
2019-01-29,4605,4640,4555,4615,29880,36628.0,7936681.0
2019-01-30,4635,4635,4555,4610,11674,36588.0,7936681.0
2019-01-31,4610,4610,4565,4580,11938,36350.0,7936681.0
2019-02-01,4600,4635,4560,4600,19969,36509.0,7936681.0
2019-02-07,4635,4635,4570,4615,23524,36628.0,7936681.0
2019-02-08,4620,4685,4600,4660,38756,36985.0,7936681.0
2019-02-11,4680,4710,4615,4640,11433,36826.0,7936681.0
2019-02-12,4640,4640,4580,4625,33612,36707.0,7936681.0
2019-02-13,4675,4675,4605,4605,24333,36548.0,7936681.0
2019-02-14,4630,4810,4615,4745,76923,37660.0,7936681.0
2019-02-15,4760,4805,4735,4770,42675,37858.0,7936681.0
2019-02-18,4980,5090,4820,4935,119830,39168.0,7936681.0
2019-02-19,4935,4980,4870,4980,41819,39525.0,7936681.0
2019-02-20,4940,5070,4880,4910,51617,38969.0,7936681.0
2019-02-21,4950,4955,4850,4860,32474,38572.0,7936681.0
2019-02-22,4860,4930,4765,4790,24844,38017.0,7936681.0
2019-02-25,4890,4890,4785,4860,17645,38572.0,7936681.0
2019-02-26,4890,4890,4795,4845,22444,38453.0,7936681.0
2019-02-27,4825,4950,4800,4915,27238,39009.0,7936681.0
2019-02-28,4915,5040,4695,4700,88309,37302.0,7936681.0
2019-03-04,4710,4895,4710,4805,29451,38136.0,7936681.0
2019-03-05,4805,4900,4800,4840,20698,38414.0,7936681.0
2019-03-06,4840,5040,4800,5040,56981,40001.0,7936681.0
2019-03-07,5320,5320,4945,5050,163049,40080.0,7936681.0
2019-03-08,5050,5180,5000,5030,40358,39922.0,7936681.0
2019-03-11,5030,5060,4870,4940,25424,39207.0,7936681.0
2019-03-12,5050,5070,4960,5070,35248,40239.0,7936681.0
2019-03-13,5020,5170,4905,5150,87769,40874.0,7936681.0
2019-03-14,5160,5670,5150,5170,516539,41033.0,7936681.0
2019-03-15,5180,5320,5100,5190,71799,41191.0,7936681.0
2019-03-18,5220,5400,5220,5350,87383,42461.0,7936681.0
2019-03-19,5300,5420,5280,5360,44944,42541.0,7936681.0
2019-03-20,5330,5440,5190,5250,36424,41668.0,7936681.0
2019-03-21,5160,5250,5080,5150,44934,40874.0,7936681.0
2019-03-22,5100,5360,5010,5200,72517,41271.0,7936681.0
2019-03-25,5100,5340,5080,5270,65607,41826.0,7936681.0
2019-03-26,5250,5390,5240,5280,50392,41906.0,7936681.0
2019-03-27,5280,5350,5210,5320,28416,42223.0,7936681.0
2019-03-28,5350,5350,5070,5170,51888,41033.0,7936681.0
2019-03-29,5090,5200,5070,5170,17545,41033.0,7936681.0
2019-04-01,5170,5200,5080,5160,20705,40953.0,7936681.0
2019-04-02,5160,5220,5160,5210,49771,41350.0,7936681.0
2019-04-03,5210,5300,5200,5280,25285,41906.0,7936681.0
2019-04-04,5270,5330,5180,5180,24781,41112.0,7936681.0
2019-04-05,5200,5280,5150,5260,29289,41747.0,7936681.0
2019-04-08,5260,5330,5210,5280,16951,41906.0,7936681.0
2019-04-09,5280,5460,5220,5430,40545,43096.0,7936681.0
2019-04-10,5370,5480,5360,5460,28489,43334.0,7936681.0
2019-04-11,5450,5510,5420,5470,37879,43414.0,7936681.0
2019-04-12,5470,5510,5390,5490,30628,43572.0,7936681.0
2019-04-15,5500,5610,5470,5530,40368,43890.0,7936681.0
2019-04-16,5450,5480,5320,5360,44316,42541.0,7936681.0
2019-04-17,5360,5480,5250,5400,35121,42858.0,7936681.0
2019-04-18,5390,5410,5290,5340,16703,42382.0,7936681.0
2019-04-19,5340,5380,5230,5310,33618,42144.0,7936681.0
2019-04-22,5270,5310,5160,5280,26919,41906.0,7936681.0
2019-04-23,5290,5300,5190,5270,9084,41826.0,7936681.0
2019-04-24,5230,5410,5220,5250,16268,41668.0,7936681.0
2019-04-25,5210,5300,5210,5260,9057,41747.0,7936681.0
2019-04-26,5210,5320,5080,5260,16743,41747.0,7936681.0
2019-04-29,5260,5290,5250,5290,11313,41985.0,7936681.0
2019-04-30,5270,5380,5230,5310,15161,42144.0,7936681.0
2019-05-02,5260,5410,5200,5400,35448,42858.0,7936681.0
2019-05-03,5360,5570,5350,5540,58275,43969.0,7936681.0
2019-05-07,5410,5870,5410,5780,172904,45874.0,7936681.0
2019-05-08,5800,6740,5800,6440,2173840,51112.0,7936681.0
2019-05-09,6440,6850,6330,6470,482253,51350.0,7936681.0
2019-05-10,6490,6760,6300,6750,344619,53573.0,7936681.0
2019-05-13,6900,8300,6840,8000,3266373,63493.0,7936681.0
2019-05-14,7620,8100,7510,7900,529224,62700.0,7936681.0
2019-05-15,7840,8010,7530,7950,315759,63097.0,7936681.0
2019-05-16,7950,8320,7730,8040,425935,63811.0,7936681.0
2019-05-17,8050,8500,8000,8350,541701,66271.0,7936681.0
2019-05-20,8600,9450,8600,9000,2720158,71430.0,7936681.0
2019-05-21,8750,9050,8050,8980,1174146,71271.0,7936681.0
2019-05-22,9000,9400,8910,9400,478272,74605.0,7936681.0
2019-05-23,9380,9600,9000,9490,427222,75319.0,7936681.0
2019-05-24,9600,11800,9350,10350,1930108,82145.0,7936681.0
2019-05-27,9900,11900,9800,10700,1998098,84922.0,7936681.0
2019-05-28,10750,13900,10050,13300,5666609,105558.0,7936681.0
2019-05-29,12650,13850,12650,13450,624032,106748.0,7936681.0
2019-05-30,13600,13600,13200,13300,271423,105558.0,7936681.0
2019-05-31,13450,14200,13300,13300,430507,105558.0,7936681.0
2019-06-03,14000,17200,13400,16400,2393541,130162.0,7936681.0
2019-06-04,16950,20600,16900,20500,3704414,162702.0,7936681.0
2019-06-05,0,0,0,20500,0,162702.0,7936681.0
2019-06-07,21050,26650,21000,21000,3539458,166670.0,7936681.0
2019-06-10,0,0,0,21000,0,166670.0,7936681.0
2019-06-11,21650,25300,21600,25300,4079530,200798.0,7936681.0
2019-06-12,27450,32000,27050,32000,3841581,253974.0,7936681.0
