유에스티(263770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-17,6870,6890,6310,6350,532526,150496.0,23700172.0
2019-01-18,6300,7070,6210,6830,675234,161872.0,23700172.0
2019-01-21,6880,7030,6500,6930,773203,164242.0,23700172.0
2019-01-22,6950,7000,6610,6610,434418,156658.0,23700172.0
2019-01-23,6530,6690,6370,6470,338944,153340.0,23700172.0
2019-01-24,6520,6660,6440,6500,202745,154051.0,23700172.0
2019-01-25,6530,6600,6410,6460,215531,153103.0,23700172.0
2019-01-28,6460,6500,6340,6380,190092,151207.0,23700172.0
2019-01-29,6380,6440,6140,6210,220653,147178.0,23700172.0
2019-01-30,6230,6290,6000,6040,249967,143149.0,23700172.0
2019-01-31,6040,6220,5950,6200,161014,146941.0,23700172.0
2019-02-01,6170,6420,6160,6400,241331,151681.0,23700172.0
2019-02-07,6560,6650,6500,6500,485168,154051.0,23700172.0
2019-02-08,6420,6730,6410,6670,418751,158080.0,23700172.0
2019-02-11,6690,6700,6510,6620,172946,156895.0,23700172.0
2019-02-12,6520,6650,6300,6370,240015,150970.0,23700172.0
2019-02-13,6340,6470,6240,6470,152903,153340.0,23700172.0
2019-02-14,6470,6540,6350,6450,181962,152866.0,23700172.0
2019-02-15,6470,6470,6150,6350,188578,150496.0,23700172.0
2019-02-18,6310,6470,6310,6400,111951,151681.0,23700172.0
2019-02-19,6350,6430,6300,6400,118096,151681.0,23700172.0
2019-02-20,6350,6430,6220,6350,162431,150496.0,23700172.0
2019-02-21,6220,6340,6220,6300,136092,149311.0,23700172.0
2019-02-22,6270,6300,6140,6170,121363,146230.0,23700172.0
2019-02-25,6140,6210,6130,6210,69291,147178.0,23700172.0
2019-02-26,6210,6270,6160,6240,73266,147889.0,23700172.0
2019-02-27,6240,6270,6140,6190,82363,146704.0,23700172.0
2019-02-28,6160,6200,5260,5800,174419,137461.0,23700172.0
2019-03-04,5580,5800,5400,5560,313004,131773.0,23700172.0
2019-03-05,5450,5650,5290,5350,310502,126796.0,23700172.0
2019-03-06,5420,5510,5340,5460,97500,129403.0,23700172.0
2019-03-07,5380,5580,5380,5390,88796,127744.0,23700172.0
2019-03-08,5390,5440,5270,5270,47190,124900.0,23700172.0
2019-03-11,5220,5330,5060,5130,84027,121582.0,23700172.0
2019-03-12,5110,5730,5110,5500,294651,130351.0,23700172.0
2019-03-13,5470,5630,5390,5390,65231,127744.0,23700172.0
2019-03-14,5360,5610,5360,5500,87027,130351.0,23700172.0
2019-03-15,5600,5600,5210,5390,92343,127744.0,23700172.0
2019-03-18,5480,5560,5410,5520,39141,130825.0,23700172.0
2019-03-19,5470,5590,5440,5520,36367,130825.0,23700172.0
2019-03-20,5470,5520,5300,5360,63585,127033.0,23700172.0
2019-03-21,5360,5520,5100,5270,90483,124900.0,23700172.0
2019-03-22,5270,5400,5070,5210,53801,123478.0,23700172.0
2019-03-25,5290,5290,5010,5050,89239,119686.0,23700172.0
2019-03-26,5030,5130,5000,5100,57774,120871.0,23700172.0
2019-03-27,5120,5150,4995,5090,53465,120634.0,23700172.0
2019-03-28,5020,5100,4970,4975,42294,117908.0,23700172.0
2019-03-29,4930,5100,4905,5080,80481,120397.0,23700172.0
2019-04-01,5110,5220,5070,5220,62717,123715.0,23700172.0
2019-04-02,5190,5280,5140,5190,48599,123004.0,23700172.0
2019-04-03,5300,5420,5250,5350,80296,126796.0,23700172.0
2019-04-04,5390,5460,5290,5430,84562,128692.0,23700172.0
2019-04-05,5480,5500,5300,5330,100591,126322.0,23700172.0
2019-04-08,5330,5470,5280,5330,51826,126322.0,23700172.0
2019-04-09,5300,5370,5230,5250,55000,124426.0,23700172.0
2019-04-10,5290,5290,5160,5210,57800,123478.0,23700172.0
2019-04-11,5290,6050,5210,5420,669545,128455.0,23700172.0
2019-04-12,5960,5960,5310,5410,316636,128218.0,23700172.0
2019-04-15,5410,5490,5370,5410,112477,128218.0,23700172.0
2019-04-16,5410,5450,5300,5360,97662,127033.0,23700172.0
2019-04-17,5360,5450,5330,5420,82486,128455.0,23700172.0
2019-04-18,5370,5440,5310,5340,73799,126559.0,23700172.0
2019-04-19,5330,5440,5330,5360,52762,127033.0,23700172.0
2019-04-22,5430,5430,5360,5380,38109,127507.0,23700172.0
2019-04-23,5330,5410,5310,5320,50882,126085.0,23700172.0
2019-04-24,5320,5360,5200,5210,73530,123478.0,23700172.0
2019-04-25,5190,5260,5100,5130,63802,121582.0,23700172.0
2019-04-26,5100,5180,4990,4990,113845,118264.0,23700172.0
2019-04-29,4990,5080,4965,5010,41781,118738.0,23700172.0
2019-04-30,4985,5050,4985,4985,47361,118145.0,23700172.0
2019-05-02,4970,5060,4965,5010,58434,118738.0,23700172.0
2019-05-03,5000,5330,5000,5160,85408,122293.0,23700172.0
2019-05-07,5150,5150,4800,5060,44604,119923.0,23700172.0
2019-05-08,4970,5060,4930,4970,54713,117790.0,23700172.0
2019-05-09,4990,4990,4700,4700,122381,111391.0,23700172.0
2019-05-10,4710,4780,4545,4570,102576,108310.0,23700172.0
2019-05-13,4550,4700,4525,4570,48421,108310.0,23700172.0
2019-05-14,4380,4635,4380,4590,66143,108784.0,23700172.0
2019-05-15,4545,4695,4545,4645,38043,110087.0,23700172.0
2019-05-16,4605,4740,4525,4535,35511,107480.0,23700172.0
2019-05-17,4600,4730,4590,4590,40435,108784.0,23700172.0
2019-05-20,4570,4770,4510,4565,37635,108191.0,23700172.0
2019-05-21,4495,4680,4475,4510,27415,106888.0,23700172.0
2019-05-22,4475,4570,4380,4430,51108,104992.0,23700172.0
2019-05-23,4340,4425,4215,4350,65708,103096.0,23700172.0
2019-05-24,4350,4350,4120,4170,64100,98830.0,23700172.0
2019-05-27,4140,4290,4140,4170,37521,98830.0,23700172.0
2019-05-28,4170,4300,4170,4265,33546,101081.0,23700172.0
2019-05-29,4235,4280,4170,4180,30711,99067.0,23700172.0
2019-05-30,4130,4200,4075,4080,26433,96697.0,23700172.0
2019-05-31,4100,4245,4100,4180,27857,99067.0,23700172.0
2019-06-03,4125,4220,4085,4120,44967,97645.0,23700172.0
2019-06-04,4130,4350,4130,4280,54671,101437.0,23700172.0
2019-06-05,4410,4460,4335,4350,33210,103096.0,23700172.0
2019-06-07,4380,4490,4290,4325,36296,102503.0,23700172.0
2019-06-10,4330,4445,4330,4410,36758,104518.0,23700172.0
2019-06-11,4350,4550,4350,4520,51813,107125.0,23700172.0
2019-06-12,4575,4700,4520,4520,59798,107125.0,23700172.0
2019-06-13,4500,4640,4500,4565,30152,108191.0,23700172.0
2019-06-14,4600,4640,4565,4570,29652,108310.0,23700172.0
2019-06-17,4570,4610,4555,4565,36484,108191.0,23700172.0
2019-06-18,4535,4625,4440,4520,35871,107125.0,23700172.0
2019-06-19,4520,4600,4300,4535,42987,107480.0,23700172.0
2019-06-20,4535,4590,4505,4515,36341,107006.0,23700172.0
2019-06-21,4510,4585,4465,4545,28262,107717.0,23700172.0
2019-06-24,4550,4690,4530,4635,74401,109850.0,23700172.0
2019-06-25,4635,4650,4490,4530,39912,107362.0,23700172.0
2019-06-26,4510,4590,4475,4540,60137,107599.0,23700172.0
2019-06-27,4595,5300,4510,4935,2694280,116960.0,23700172.0
2019-06-28,4945,5180,4870,4950,532990,117316.0,23700172.0
2019-07-01,5100,5140,4800,4810,309409,113998.0,23700172.0
2019-07-02,4810,5040,4735,4865,222169,115301.0,23700172.0
2019-07-03,4880,5600,4880,5080,1880656,120397.0,23700172.0
2019-07-04,5080,5180,4630,5020,300802,118975.0,23700172.0
2019-07-05,5020,5140,4950,5020,124292,118975.0,23700172.0
2019-07-08,5030,5050,4750,4835,155316,114590.0,23700172.0
2019-07-09,4750,5160,4710,4835,234129,114590.0,23700172.0
2019-07-10,5000,5370,4950,5090,839205,120634.0,23700172.0
2019-07-11,5120,5460,5020,5420,879053,128455.0,23700172.0
2019-07-12,5580,5590,5240,5310,609789,125848.0,23700172.0
2019-07-15,5250,5480,5240,5360,280498,127033.0,23700172.0
2019-07-16,5340,5520,5170,5260,438352,124663.0,23700172.0
2019-07-17,5260,5260,4920,5020,341595,118975.0,23700172.0
2019-07-18,5020,5160,4955,5070,138705,120160.0,23700172.0
2019-07-19,5030,5200,5030,5200,198723,123241.0,23700172.0
2019-07-22,5210,5370,5170,5290,168084,125374.0,23700172.0
2019-07-23,5290,5320,5130,5130,94877,121582.0,23700172.0
2019-07-24,5150,5300,4960,5000,125589,118501.0,23700172.0
2019-07-25,5060,5060,4640,4720,227662,111865.0,23700172.0
2019-07-26,4690,4975,4630,4800,334965,113761.0,23700172.0
2019-07-29,5170,5940,4805,4805,3693918,113879.0,23700172.0
2019-07-30,4650,4800,4455,4725,604057,111983.0,23700172.0
2019-07-31,4725,4970,4520,4700,594053,111391.0,23700172.0
2019-08-01,4620,4770,4580,4580,219531,108547.0,23700172.0
2019-08-02,4580,4680,4500,4555,146005,107954.0,23700172.0
2019-08-05,4515,4580,4010,4230,339062,100252.0,23700172.0
2019-08-06,4100,4280,3880,3950,239285,93616.0,23700172.0
2019-08-07,3830,4095,3830,3955,204089,93734.0,23700172.0
2019-08-08,3960,4235,3960,4170,126510,98830.0,23700172.0
2019-08-09,4200,4300,4130,4130,91115,97882.0,23700172.0
2019-08-12,4125,4215,4100,4175,74483,98948.0,23700172.0
2019-08-13,4150,4240,4110,4150,33277,98356.0,23700172.0
2019-08-14,4160,4270,4150,4165,75007,98711.0,23700172.0
2019-08-16,3970,4155,3970,4125,78355,97763.0,23700172.0
2019-08-19,4120,4200,4045,4165,57965,98711.0,23700172.0
2019-08-20,4170,4290,4170,4230,67888,100252.0,23700172.0
2019-08-21,4230,4410,4175,4355,185535,103214.0,23700172.0
2019-08-22,4355,4450,4270,4320,136212,102385.0,23700172.0
2019-08-23,4375,4375,4220,4250,75650,100726.0,23700172.0
2019-08-26,4135,4210,4025,4090,77840,96934.0,23700172.0
2019-08-27,4150,4300,4120,4175,72553,98948.0,23700172.0
2019-08-28,4260,4300,4185,4300,85734,101911.0,23700172.0
2019-08-29,4335,4460,4260,4460,386056,105703.0,23700172.0
2019-08-30,4660,4770,4380,4430,488839,104992.0,23700172.0
2019-09-02,4390,4460,4305,4420,112749,104755.0,23700172.0
2019-09-03,4370,4490,4350,4405,60099,104399.0,23700172.0
2019-09-04,4450,4450,4340,4400,90311,104281.0,23700172.0
2019-09-05,4420,4510,4395,4470,113847,105940.0,23700172.0
2019-09-06,4500,4550,4430,4485,77549,106295.0,23700172.0
2019-09-09,4500,4570,4325,4445,52600,105347.0,23700172.0
2019-09-10,4445,4560,4390,4500,125362,106651.0,23700172.0
2019-09-11,4780,5250,4550,4550,3421057,107836.0,23700172.0
2019-09-16,4585,4760,4500,4690,364422,111154.0,23700172.0
2019-09-17,4690,4970,4670,4810,466849,113998.0,23700172.0
2019-09-18,4805,4915,4755,4855,174951,115064.0,23700172.0
2019-09-19,4800,4885,4715,4780,131858,113287.0,23700172.0
2019-09-20,4800,4830,4675,4815,125983,114116.0,23700172.0
2019-09-23,4820,4960,4710,4920,325157,116605.0,23700172.0
2019-09-24,4850,4940,4805,4865,104922,115301.0,23700172.0
2019-09-25,4850,4850,4635,4635,149208,109850.0,23700172.0
2019-09-26,4645,4750,4585,4585,44682,108665.0,23700172.0
2019-09-27,4610,4690,4565,4620,27738,109495.0,23700172.0
2019-09-30,4620,4630,4470,4500,50924,106651.0,23700172.0
2019-10-01,4555,4605,4505,4520,18541,107125.0,23700172.0
2019-10-02,4520,4660,4400,4400,82477,104281.0,23700172.0
2019-10-04,4380,4450,4225,4290,58432,101674.0,23700172.0
2019-10-07,4205,4285,4105,4170,109078,98830.0,23700172.0
