에코마케팅(230360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-01,8159,8184,8109,8109,4840,131276.0,8128571.0
2017-06-02,8134,8310,7983,8260,22053,133715.0,8128571.0
2017-06-05,8209,8335,8084,8260,5599,133715.0,8128571.0
2017-06-07,8184,8561,8184,8511,24779,137779.0,8128571.0
2017-06-08,8586,8586,8410,8461,8051,136966.0,8128571.0
2017-06-09,8410,9314,8410,8963,114690,145095.0,8128571.0
2017-06-12,9013,9013,8661,8787,33911,142250.0,8128571.0
2017-06-13,8787,8937,8762,8938,11688,144689.0,8128571.0
2017-06-14,8937,9038,8812,8938,17659,144689.0,8128571.0
2017-06-15,8962,8962,8737,8913,9315,144282.0,8128571.0
2017-06-16,8937,9038,8787,8812,7749,142656.0,8128571.0
2017-06-19,8837,8837,8661,8787,5287,142250.0,8128571.0
2017-06-20,8737,8787,8435,8561,10799,138592.0,8128571.0
2017-06-21,8485,8611,8435,8536,2807,138186.0,8128571.0
2017-06-22,8536,8636,8385,8461,10218,136966.0,8128571.0
2017-06-23,8460,8536,8310,8461,6447,136966.0,8128571.0
2017-06-26,8385,8435,8209,8411,12213,136154.0,8128571.0
2017-06-27,8435,8661,8360,8662,10844,140218.0,8128571.0
2017-06-28,8661,9088,8611,8787,29138,142250.0,8128571.0
2017-06-29,8887,8988,8737,8938,13352,144689.0,8128571.0
2017-06-30,8962,8988,8737,8888,6628,143876.0,8128571.0
2017-07-03,8862,8962,8636,8762,10179,141844.0,8128571.0
2017-07-04,8762,8762,8410,8586,16168,138999.0,8128571.0
2017-07-05,8485,8686,8435,8611,4138,139405.0,8128571.0
2017-07-06,8636,8737,8435,8611,11356,139405.0,8128571.0
2017-07-07,8611,8611,8410,8561,12863,138592.0,8128571.0
2017-07-10,8511,8561,8460,8511,4242,137779.0,8128571.0
2017-07-11,8485,8511,8385,8436,9219,136560.0,8128571.0
2017-07-12,8435,8536,8385,8486,5923,137373.0,8128571.0
2017-07-13,8536,8536,8385,8536,11492,138186.0,8128571.0
2017-07-14,8536,8636,8410,8536,11182,138186.0,8128571.0
2017-07-17,8536,8536,8435,8461,5067,136966.0,8128571.0
2017-07-18,8460,8862,8360,8812,14420,142656.0,8128571.0
2017-07-19,8837,8988,8812,8938,15604,144689.0,8128571.0
2017-07-20,8937,9088,8812,8812,36175,142656.0,8128571.0
2017-07-21,8812,9088,8787,9089,21989,147127.0,8128571.0
2017-07-24,9113,9339,8988,9139,42670,147940.0,8128571.0
2017-07-25,9214,9214,8862,9063,20730,146721.0,8128571.0
2017-07-26,9138,9138,8762,8938,11168,144689.0,8128571.0
2017-07-27,8962,8962,8762,8888,8310,143876.0,8128571.0
2017-07-28,8812,8912,8561,8687,10756,140624.0,8128571.0
2017-07-31,8611,8762,8536,8762,6133,141844.0,8128571.0
2017-08-01,8611,8912,8611,8762,4635,141844.0,8128571.0
2017-08-02,8862,8862,8661,8737,8694,141437.0,8128571.0
2017-08-03,8737,8787,8134,8486,10158,137373.0,8128571.0
2017-08-04,8536,8536,8209,8411,11156,136154.0,8128571.0
2017-08-07,8410,8536,8335,8411,9154,136154.0,8128571.0
2017-08-08,8410,8460,8285,8386,5889,135747.0,8128571.0
2017-08-09,8310,8561,8285,8436,22967,136560.0,8128571.0
2017-08-10,8335,8511,8285,8310,8849,134528.0,8128571.0
2017-08-11,8234,8686,8109,8687,28125,140624.0,8128571.0
2017-08-14,8711,8711,8435,8436,23460,136560.0,8128571.0
2017-08-16,8536,8586,8285,8411,9028,136154.0,8128571.0
2017-08-17,8435,8485,8310,8436,3747,136560.0,8128571.0
2017-08-18,8335,8561,8335,8436,8752,136560.0,8128571.0
2017-08-21,8410,8485,8385,8436,2487,136560.0,8128571.0
2017-08-22,8536,8586,8435,8511,3466,137779.0,8128571.0
2017-08-23,8460,8586,8234,8561,7213,138592.0,8128571.0
2017-08-24,8586,8812,8460,8787,11460,142250.0,8128571.0
2017-08-25,8686,9138,8686,8988,42026,145501.0,8128571.0
2017-08-28,9038,9038,8762,8963,10348,145095.0,8128571.0
2017-08-29,8837,9038,8762,9013,10737,145908.0,8128571.0
2017-08-30,8887,9038,8862,9013,7372,145908.0,8128571.0
2017-08-31,9038,9038,8812,8963,16900,145095.0,8128571.0
2017-09-01,8988,9013,8762,9013,11835,145908.0,8128571.0
2017-09-04,8762,8937,8686,8787,9250,142250.0,8128571.0
2017-09-05,8812,8812,8661,8737,4393,141437.0,8128571.0
2017-09-06,8636,8711,8611,8611,5176,139405.0,8128571.0
2017-09-07,8586,8711,8511,8637,4690,139811.0,8128571.0
2017-09-08,8686,8711,8561,8586,10585,138999.0,8128571.0
2017-09-11,8711,8711,8410,8411,7627,136154.0,8128571.0
2017-09-12,8410,8561,8285,8536,13915,138186.0,8128571.0
2017-09-13,8536,8561,8059,8235,50951,133309.0,8128571.0
2017-09-14,8209,8285,8109,8210,12617,132902.0,8128571.0
2017-09-15,8159,8209,8034,8134,12136,131683.0,8128571.0
2017-09-18,8084,8184,8034,8084,13437,130870.0,8128571.0
2017-09-19,8159,8285,8034,8235,9948,133309.0,8128571.0
2017-09-20,8184,8310,8134,8134,8070,131683.0,8128571.0
2017-09-21,8234,8234,7983,8059,5943,130464.0,8128571.0
2017-09-22,7983,8134,7808,8009,12568,129651.0,8128571.0
2017-09-25,8008,8059,7782,7984,4919,129244.0,8128571.0
2017-09-26,8034,8109,8008,8009,7756,129651.0,8128571.0
2017-09-27,8084,8134,8008,8109,3934,131276.0,8128571.0
2017-09-28,8109,8209,8034,8109,14140,131276.0,8128571.0
2017-09-29,8034,8184,8034,8185,7529,132496.0,8128571.0
2017-10-10,8184,8360,8059,8310,12120,134528.0,8128571.0
2017-10-11,8310,8485,8260,8461,17513,136966.0,8128571.0
2017-10-12,8385,8536,8285,8436,24278,136560.0,8128571.0
2017-10-13,8335,8435,8134,8260,27672,133715.0,8128571.0
2017-10-16,8260,8260,8084,8235,11755,133309.0,8128571.0
2017-10-17,8134,8234,8059,8134,12319,131683.0,8128571.0
2017-10-18,8084,8234,8084,8160,6287,132089.0,8128571.0
2017-10-19,8184,8209,8059,8134,4910,131683.0,8128571.0
2017-10-20,8184,8310,8084,8235,7325,133309.0,8128571.0
2017-10-23,8234,8335,8159,8260,10262,133715.0,8128571.0
2017-10-24,8209,8310,8184,8185,6372,132496.0,8128571.0
2017-10-25,8184,8435,8184,8386,8536,135747.0,8128571.0
2017-10-26,8234,8410,8234,8411,10081,136154.0,8128571.0
2017-10-27,8410,8636,8360,8561,9679,138592.0,8128571.0
2017-10-30,8561,8661,8485,8561,7107,138592.0,8128571.0
2017-10-31,8661,9038,8536,8712,82039,141031.0,8128571.0
2017-11-01,8711,8762,8485,8486,19149,137373.0,8128571.0
2017-11-02,8586,8636,8410,8511,19426,137779.0,8128571.0
2017-11-03,8536,8737,8410,8436,29432,136560.0,8128571.0
2017-11-06,8435,8536,8360,8436,15610,136560.0,8128571.0
2017-11-07,8435,10494,8435,9515,781331,154036.0,8128571.0
2017-11-08,9791,9841,9289,9766,321265,158101.0,8128571.0
2017-11-09,9741,10168,9565,9917,160088,160539.0,8128571.0
2017-11-10,10017,10017,9590,9641,70187,156069.0,8128571.0
2017-11-13,9565,9791,9239,9741,105875,157694.0,8128571.0
2017-11-14,9791,9891,9389,9691,90305,156881.0,8128571.0
2017-11-15,9691,10343,9239,9289,136252,150379.0,8128571.0
2017-11-16,9314,9565,9289,9440,38880,152817.0,8128571.0
2017-11-17,9540,10142,9389,9867,120115,159726.0,8128571.0
2017-11-20,10193,10318,9866,10118,82668,163791.0,8128571.0
2017-11-21,9992,10444,9841,10444,70539,169074.0,8128571.0
2017-11-22,10494,10820,10117,10294,116808,166636.0,8128571.0
2017-11-23,10293,10419,10042,10143,42031,164197.0,8128571.0
2017-11-24,10218,10544,10067,10193,68732,165010.0,8128571.0
2017-11-27,10142,10243,9942,9942,38209,160946.0,8128571.0
2017-11-28,10042,10042,9665,9791,42541,158507.0,8128571.0
2017-11-29,9665,9841,9540,9741,33358,157694.0,8128571.0
2017-11-30,9665,10117,9590,9942,42693,160946.0,8128571.0
2017-12-01,9866,10017,9766,9942,20670,160946.0,8128571.0
2017-12-04,10218,10670,10142,10193,119271,165010.0,8128571.0
2017-12-05,10042,10193,9791,9867,56916,159726.0,8128571.0
2017-12-06,9766,9992,9665,9666,26808,156475.0,8128571.0
2017-12-07,9665,9766,9113,9314,59708,150785.0,8128571.0
2017-12-08,9414,9414,9163,9264,18589,149972.0,8128571.0
2017-12-11,9339,9465,9239,9289,21213,150379.0,8128571.0
2017-12-12,9389,9440,9289,9365,9287,151598.0,8128571.0
2017-12-13,9439,9439,9188,9264,24617,149972.0,8128571.0
2017-12-14,9188,9339,9038,9139,33837,147940.0,8128571.0
2017-12-15,9214,9414,9038,9415,19822,152411.0,8128571.0
2017-12-18,9414,9465,9138,9365,38850,151598.0,8128571.0
2017-12-19,9289,9314,9138,9239,20568,149566.0,8128571.0
2017-12-20,9389,9440,9038,9189,25247,148753.0,8128571.0
2017-12-21,9088,9314,8837,8863,88171,143469.0,8128571.0
2017-12-22,8887,8988,8485,8913,85502,144282.0,8128571.0
2017-12-26,8912,8912,8561,8712,33616,141031.0,8128571.0
2017-12-27,8711,8787,8485,8737,37420,141437.0,8128571.0
2017-12-28,8661,8988,8661,8837,19601,143063.0,8128571.0
2018-01-02,8737,8988,8737,8888,16797,143876.0,8128571.0
2018-01-03,8912,9038,8737,8863,43863,143469.0,8128571.0
2018-01-04,8862,9038,8711,8712,32634,141031.0,8128571.0
2018-01-05,8711,8762,8485,8586,54915,138999.0,8128571.0
2018-01-08,8586,8611,8511,8586,19762,138999.0,8128571.0
2018-01-09,8586,8636,8511,8586,16628,138999.0,8128571.0
2018-01-10,8636,8636,8435,8436,20229,136560.0,8128571.0
2018-01-11,8435,8511,8285,8461,27214,136966.0,8128571.0
2018-01-12,8410,8460,8285,8386,23550,135747.0,8128571.0
2018-01-15,8360,8586,8335,8486,32514,137373.0,8128571.0
2018-01-16,8485,8737,8360,8712,36141,141031.0,8128571.0
2018-01-17,8636,8988,8561,8913,54650,144282.0,8128571.0
2018-01-18,8988,8988,8711,8737,42216,141437.0,8128571.0
2018-01-19,8812,8862,8711,8737,22497,141437.0,8128571.0
2018-01-22,8737,9766,8737,9515,144535,154036.0,8128571.0
2018-01-23,9540,9967,9389,9892,141417,160133.0,8128571.0
2018-01-24,9866,9942,9791,9842,45329,159320.0,8128571.0
2018-01-25,9716,9841,9540,9766,48099,158101.0,8128571.0
2018-01-26,9816,9866,9615,9791,35374,158507.0,8128571.0
2018-01-29,9766,10218,9691,10043,91056,162571.0,8128571.0
2018-01-30,10168,10168,9866,9892,28505,160133.0,8128571.0
2018-01-31,9841,9841,9490,9515,33011,154036.0,8128571.0
2018-02-01,9515,10042,9414,10043,61180,162571.0,8128571.0
2018-02-02,10193,10268,9791,10043,77571,162571.0,8128571.0
2018-02-05,9866,10117,9590,9591,58970,155256.0,8128571.0
2018-02-06,9188,9515,8812,9063,82341,146721.0,8128571.0
2018-02-07,9289,9414,9013,9089,38732,147127.0,8128571.0
2018-02-08,8988,9264,8887,9063,41074,146721.0,8128571.0
2018-02-09,8737,8912,8686,8762,34981,141844.0,8128571.0
2018-02-12,8837,9791,8636,9139,109953,147940.0,8128571.0
2018-02-13,9289,9741,9038,9289,80045,150379.0,8128571.0
2018-02-14,9440,9741,9264,9365,50503,151598.0,8128571.0
2018-02-19,9389,9615,9364,9465,34744,153224.0,8128571.0
2018-02-20,9515,9590,9389,9566,30291,154849.0,8128571.0
2018-02-21,9565,9565,9314,9390,82854,152004.0,8128571.0
2018-02-22,9389,9716,9389,9440,74522,152817.0,8128571.0
2018-02-23,9700,11950,9480,10500,2112026,85350.0,8128571.0
2018-02-26,10600,10750,10200,10450,380678,84944.0,8128571.0
2018-02-27,10450,10700,10250,10250,193089,83318.0,8128571.0
2018-02-28,10150,10450,9970,10100,155711,82099.0,8128571.0
2018-03-02,9950,10000,9700,9800,93668,79660.0,8128571.0
2018-03-05,9800,10250,9800,10250,98352,83318.0,8128571.0
2018-03-06,10450,10450,10000,10050,90051,81692.0,8128571.0
2018-03-07,10050,10650,9920,10050,176130,81692.0,8128571.0
2018-03-08,10150,10450,10050,10300,70596,83724.0,8128571.0
2018-03-09,10450,10550,10150,10350,123288,84131.0,8128571.0
2018-03-12,10450,10500,10250,10350,64586,84131.0,8128571.0
2018-03-13,10400,10750,10150,10700,150895,86976.0,8128571.0
2018-03-14,10450,10600,10100,10250,162278,83318.0,8128571.0
2018-03-15,10050,10650,10050,10450,149691,84944.0,8128571.0
2018-03-16,10150,10250,9980,10000,299934,161989.0,16198937.0
2018-03-19,10050,10100,9650,9740,131364,157778.0,16198937.0
2018-03-20,9990,10050,9730,10000,123100,161989.0,16198937.0
2018-03-21,10000,10000,9690,9730,89908,157616.0,16198937.0
2018-03-22,9800,9900,9650,9730,47023,157616.0,16198937.0
2018-03-23,9550,9690,9120,9190,110727,148868.0,16198937.0
2018-03-26,9100,9240,8980,9170,116367,148544.0,16198937.0
2018-03-27,9210,9720,9200,9640,91681,156158.0,16198937.0
2018-03-28,9600,9610,9170,9350,106475,151460.0,16198937.0
2018-03-29,9360,9450,9270,9350,58335,151460.0,16198937.0
2018-03-30,9360,9570,9200,9520,77255,154214.0,16198937.0
2018-04-02,9540,9810,9520,9630,101460,155996.0,16198937.0
2018-04-03,9580,9610,9330,9580,66362,155186.0,16198937.0
2018-04-04,9680,9680,9300,9340,70089,151298.0,16198937.0
2018-04-05,9360,9500,9260,9340,63731,151298.0,16198937.0
2018-04-06,9300,9330,9190,9250,38140,149840.0,16198937.0
2018-04-09,9180,9300,9090,9200,46883,149030.0,16198937.0
2018-04-10,9200,9210,8990,9000,81428,145790.0,16198937.0
2018-04-11,9080,9080,8820,8970,81893,145304.0,16198937.0
2018-04-12,9020,9290,8910,9230,58016,149516.0,16198937.0
2018-04-13,9280,9340,9100,9230,45140,149516.0,16198937.0
2018-04-16,9230,9310,9190,9270,32873,150164.0,16198937.0
2018-04-17,9330,9330,9210,9250,28794,149840.0,16198937.0
2018-04-18,9230,9330,9200,9280,51161,150326.0,16198937.0
2018-04-19,9350,9720,9220,9620,180128,155834.0,16198937.0
2018-04-20,9660,9800,9630,9700,82313,157130.0,16198937.0
2018-04-23,9700,9700,9410,9540,87867,154538.0,16198937.0
2018-04-24,9550,9770,9540,9750,72788,157940.0,16198937.0
2018-04-25,9740,9780,9380,9460,90236,153242.0,16198937.0
