옵트론텍(082210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-20,39269,39269,38158,38641,76971,84054.0,10506741.0
2006-03-21,38254,39075,38254,39028,68197,84894.0,10506741.0
2006-03-22,38786,38883,38303,38835,68005,84474.0,10506741.0
2006-03-23,39221,39607,38545,38641,102118,84054.0,10506741.0
2006-03-24,38641,38883,37820,38351,90410,83424.0,10506741.0
2006-03-27,37675,38546,37531,37917,89249,82478.0,10506741.0
2006-03-28,37240,38110,36951,37675,51056,81953.0,10506741.0
2006-03-29,36950,37143,36225,36468,64378,79326.0,10506741.0
2006-03-30,36516,36902,36226,36565,63331,79536.0,10506741.0
2006-03-31,36805,36951,36612,36903,46727,80272.0,10506741.0
2006-04-03,37675,37917,37289,37675,91016,81953.0,10506741.0
2006-04-04,37820,37965,37433,37820,63316,82268.0,10506741.0
2006-04-05,37868,38883,37868,38641,65207,84054.0,10506741.0
2006-04-06,39125,39125,38159,38545,90118,83844.0,10506741.0
2006-04-07,38544,38544,37432,37434,91544,81427.0,10506741.0
2006-04-10,37433,37723,37095,37482,65396,84427.0,10879741.0
2006-04-11,37337,37772,36952,37579,67355,84644.0,10879741.0
2006-04-12,37192,38158,37192,38013,62218,85624.0,10879741.0
2006-04-13,37723,38109,37433,37966,55046,85515.0,10879741.0
2006-04-14,37917,38786,36419,38641,305647,87038.0,10879741.0
2006-04-17,38302,39992,38302,39704,237358,89431.0,10879741.0
2006-04-18,39511,40138,39365,40090,150001,90302.0,10879741.0
2006-04-19,40089,40572,39510,40332,120931,90846.0,10879741.0
2006-04-20,39752,40090,38689,38786,58328,87364.0,10879741.0
2006-04-21,38351,39076,38303,38641,70025,87038.0,10879741.0
2006-04-24,38399,38593,37530,38448,52641,86603.0,10879741.0
2006-04-25,37675,38545,37482,37675,65371,84862.0,10879741.0
2006-04-26,37290,38159,37290,38158,49333,85950.0,10879741.0
2006-04-27,37675,38158,37192,38110,49510,85841.0,10879741.0
2006-04-28,37724,37772,36275,37192,44443,83774.0,10879741.0
2006-05-02,36854,37482,35742,37000,153465,83339.0,10879741.0
2006-05-03,37144,37144,36709,36757,27997,82795.0,10879741.0
2006-05-04,36322,36950,36177,36468,46205,82142.0,10879741.0
2006-05-08,36369,36756,35646,36130,41727,81380.0,10879741.0
2006-05-09,35887,36225,35259,35405,44720,79749.0,10879741.0
2006-05-10,35260,35888,34535,34777,58789,78334.0,10879741.0
2006-05-11,35019,35936,34777,35453,55405,79857.0,10879741.0
2006-05-12,34585,35261,34246,35260,59560,79422.0,10879741.0
2006-05-15,35019,35019,34100,34777,44387,78334.0,10879741.0
2006-05-16,34921,34921,33617,34536,48710,77790.0,10879741.0
2006-05-17,34294,34294,33231,33521,101820,75505.0,10879741.0
2006-05-18,33230,33327,30719,31831,134725,71697.0,10879741.0
2006-05-19,30911,31829,30719,31831,87806,71697.0,10879741.0
2006-05-22,31830,32603,31589,32217,66925,72568.0,10879741.0
2006-05-23,31395,31829,30863,31831,47514,71697.0,10879741.0
2006-05-24,31009,31783,30671,30816,47618,69413.0,10879741.0
2006-05-25,30817,31107,28402,28498,134594,64190.0,10879741.0
2006-05-26,29030,29271,27484,27822,152594,62667.0,10879741.0
2006-05-29,27532,28256,27532,27774,123810,62559.0,10879741.0
2006-05-30,27773,28304,25599,26952,139324,60709.0,10879741.0
2006-06-01,26228,26856,24971,25117,85592,56575.0,10879741.0
2006-06-02,24923,25261,23957,24779,297984,55813.0,10879741.0
2006-06-05,24633,24778,23329,23329,163197,52549.0,10879741.0
2006-06-07,22460,22701,20286,20287,360391,45695.0,10879741.0
2006-06-08,20335,21615,19610,20407,133633,45967.0,10879741.0
2006-06-09,21251,21928,20672,20818,182906,46892.0,10879741.0
2006-06-12,20963,21929,20769,21881,137501,49285.0,10879741.0
2006-06-13,21059,21735,21059,21543,114439,48524.0,10879741.0
2006-06-14,21397,22725,21252,22509,100858,50700.0,10879741.0
2006-06-15,23184,23281,21905,22363,91011,50373.0,10879741.0
2006-06-16,22943,23306,22315,22944,107900,51679.0,10879741.0
2006-06-19,22509,22992,22340,22871,56812,51516.0,10879741.0
2006-06-20,22872,22872,21157,21591,111508,48632.0,10879741.0
2006-06-21,21277,21783,20963,21397,48649,48197.0,10879741.0
2006-06-22,21542,21832,20576,20577,74976,46348.0,10879741.0
2006-06-23,20311,20576,20068,20287,81332,45695.0,10879741.0
2006-06-26,20285,21155,20285,20770,57928,46783.0,10879741.0
2006-06-27,20793,21204,20165,20239,96454,45586.0,10879741.0
2006-06-28,19900,21494,19900,21253,123818,47871.0,10879741.0
2006-06-29,21686,21928,21251,21784,44968,49068.0,10879741.0
2006-06-30,22266,22942,21952,22171,72760,49938.0,10879741.0
2006-07-03,22557,22557,21591,21832,63754,49176.0,10879741.0
2006-07-04,22363,23885,21929,23426,172919,52767.0,10879741.0
2006-07-05,23281,23595,22605,23088,113252,52005.0,10879741.0
2006-07-06,23184,23764,22870,23161,88743,52168.0,10879741.0
2006-07-07,23667,23909,23281,23643,109678,53256.0,10879741.0
2006-07-10,23763,24294,23062,23378,190261,52658.0,10879741.0
2006-07-11,23185,23572,22654,22654,98100,51026.0,10879741.0
2006-07-12,22653,23136,22653,22944,56105,51679.0,10879741.0
2006-07-13,22388,23185,22388,22557,61920,50808.0,10879741.0
2006-07-14,21808,22411,21591,21978,58912,49503.0,10879741.0
2006-07-18,21349,21687,20673,20674,72216,46565.0,10879741.0
2006-07-19,20697,22653,20697,21881,166247,49285.0,10879741.0
2006-07-20,22169,24585,22169,24127,219038,54344.0,10879741.0
2006-07-21,23909,25599,23184,23813,231337,53637.0,10879741.0
2006-07-24,23329,23426,22943,23329,63212,52549.0,10879741.0
2006-07-25,23714,24149,22604,23137,80333,52114.0,10879741.0
2006-07-26,22992,24779,22992,24489,196491,55160.0,10879741.0
2006-07-27,24585,25358,24005,25117,103258,56575.0,10879741.0
2006-07-28,25456,25456,24393,24489,72243,55160.0,10879741.0
2006-07-31,24972,25069,24296,24586,75617,55378.0,10879741.0
2006-08-01,24875,24875,24054,24392,52683,54943.0,10879741.0
2006-08-02,23765,24586,23765,24489,56356,55160.0,10879741.0
2006-08-03,24490,24925,24490,24924,68140,56139.0,10879741.0
2006-08-04,24971,26324,24054,24392,206615,54943.0,10879741.0
2006-08-07,23957,24246,23787,23789,85455,53583.0,10879741.0
2006-08-08,23787,23932,22724,23137,209369,52114.0,10879741.0
2006-08-09,22799,24441,22799,23861,257388,53746.0,10879741.0
2006-08-10,24294,24294,23305,23475,132738,52876.0,10879741.0
2006-08-11,23787,24729,23449,24634,111742,55487.0,10879741.0
2006-08-14,25115,26033,25067,25745,301970,57989.0,10879741.0
2006-08-16,26274,26274,25019,25745,160323,57989.0,10879741.0
2006-08-17,25744,27048,25358,26808,249804,60383.0,10879741.0
2006-08-18,26372,26469,25599,26180,191382,58968.0,10879741.0
2006-08-21,25745,26035,25117,25455,101889,57336.0,10879741.0
2006-08-22,25261,25840,25019,25600,91911,57663.0,10879741.0
2006-08-23,25599,26179,25503,25696,69526,57880.0,10879741.0
2006-08-24,25600,25600,25021,25262,61386,56901.0,10879741.0
2006-08-25,25263,25648,25166,25262,41065,56901.0,10879741.0
2006-08-28,25164,25551,24923,25069,64203,56466.0,10879741.0
2006-08-29,25166,26325,24731,25165,289971,56683.0,10879741.0
2006-08-30,25309,25455,24827,25020,59414,56357.0,10879741.0
2006-08-31,25115,25646,24923,25407,101732,57227.0,10879741.0
2006-09-01,25164,26612,25164,26035,160702,58642.0,10879741.0
2006-09-04,26274,26902,25695,26614,126597,59947.0,10879741.0
2006-09-05,26709,28062,26709,27580,312969,62123.0,10879741.0
2006-09-06,27532,27918,26613,26952,137818,60709.0,10879741.0
2006-09-07,26612,27289,26323,26614,75392,59947.0,10879741.0
2006-09-08,26420,27144,26420,26614,69668,59947.0,10879741.0
2006-09-11,26759,27048,26082,26180,100208,58968.0,10879741.0
2006-09-12,26130,26468,26033,26276,105308,59186.0,10879741.0
2006-09-13,26612,26999,26227,26373,106345,59403.0,10879741.0
2006-09-14,26421,26566,25647,26470,147499,59621.0,10879741.0
2006-09-15,26229,27242,26229,27194,161814,61253.0,10879741.0
2006-09-18,27726,27774,27195,27194,111857,61253.0,10879741.0
2006-09-19,27096,28303,26902,28305,240807,63755.0,10879741.0
2006-09-20,28400,28690,27772,28305,270995,63755.0,10879741.0
2006-09-21,28835,28835,27965,28015,147868,63102.0,10879741.0
2006-09-22,28014,28014,26807,26808,122435,60383.0,10879741.0
2006-09-25,26711,27049,26276,26566,101336,59839.0,10879741.0
2006-09-26,26566,26952,25744,25842,225587,58207.0,10879741.0
2006-09-27,26323,26420,25357,25648,110526,57771.0,10879741.0
2006-09-28,25551,26081,25357,25745,88539,57989.0,10879741.0
2006-09-29,25744,26034,25358,25358,108892,57119.0,10879741.0
2006-10-02,25116,25599,25116,25358,49648,57119.0,10879741.0
2006-10-04,25358,25599,24875,25358,54702,57119.0,10879741.0
2006-10-09,24730,25358,21639,22025,233944,49612.0,10879741.0
2006-10-10,22074,22944,22074,22557,87231,50808.0,10879741.0
2006-10-11,22218,22629,21856,22363,92232,50373.0,10879741.0
2006-10-12,21977,23184,21977,22991,74755,51788.0,10879741.0
2006-10-13,23113,23862,23113,23523,69856,52984.0,10879741.0
2006-10-16,23571,24295,23571,24295,37201,54725.0,10879741.0
2006-10-17,24391,24391,23328,23668,46393,53311.0,10879741.0
2006-10-18,23642,24101,23183,24103,37634,54290.0,10879741.0
2006-10-19,23692,24103,23475,23620,33435,53202.0,10879741.0
2006-10-20,23619,23957,23522,23668,57958,53311.0,10879741.0
2006-10-23,23763,24125,23619,23668,29566,53311.0,10879741.0
2006-10-24,23692,24006,23620,23620,46515,53202.0,10879741.0
2006-10-25,23427,23862,23137,23209,88580,52277.0,10879741.0
2006-10-26,23210,23378,22871,22895,88619,51570.0,10879741.0
2006-10-27,23183,23256,22556,22823,46460,51407.0,10879741.0
2006-10-30,22435,22942,22435,22702,45044,51135.0,10879741.0
2006-10-31,22702,23427,22702,23209,51300,52277.0,10879741.0
2006-11-01,23281,23667,22943,23572,70382,53093.0,10879741.0
2006-11-02,23523,23547,23209,23426,31935,52767.0,10879741.0
2006-11-03,23280,23546,23183,23475,27029,52876.0,10879741.0
2006-11-06,23233,24150,22943,24151,49081,54399.0,10879741.0
2006-11-07,24102,24586,23837,23981,29713,54018.0,10879741.0
2006-11-08,24343,24440,24054,24248,53058,54616.0,10879741.0
2006-11-09,24586,24682,23934,24586,77526,55378.0,10879741.0
2006-11-10,24200,24925,24200,24199,79383,54508.0,10879741.0
2006-11-13,24344,24634,23910,24586,87188,55378.0,10879741.0
2006-11-14,24342,26420,24342,24634,215117,55487.0,10879741.0
2006-11-15,24876,25117,24490,24924,63113,56139.0,10879741.0
2006-11-16,24924,25020,24585,24876,59077,56031.0,10879741.0
2006-11-17,24779,25697,24490,25552,125899,57554.0,10879741.0
2006-11-20,25504,25891,25117,25165,43322,56683.0,10879741.0
2006-11-21,24923,25454,24680,24682,28274,55595.0,10879741.0
2006-11-22,24634,25842,24634,25793,81343,58098.0,10879741.0
2006-11-23,25840,25985,25502,25745,57353,57989.0,10879741.0
2006-11-24,25552,25987,25117,25455,59748,57336.0,10879741.0
2006-11-27,25455,25744,25262,25358,55828,57119.0,10879741.0
2006-11-28,25116,25455,24633,25358,46197,57119.0,10879741.0
2006-11-29,25599,25841,25116,25358,49167,57119.0,10879741.0
2006-11-30,25357,25598,24874,25069,44885,56466.0,10879741.0
2006-12-01,24924,25116,24150,24876,97907,56031.0,10879741.0
2006-12-04,24826,24826,24149,24344,41216,54834.0,10879741.0
2006-12-05,24199,24392,23281,23282,75533,52440.0,10879741.0
2006-12-06,23329,23667,22121,23572,116438,53093.0,10879741.0
2006-12-07,23714,23714,22748,22750,45242,51244.0,10879741.0
2006-12-08,22749,22749,21349,21543,124583,48524.0,10879741.0
2006-12-11,21734,22314,20889,21108,81771,47544.0,10879741.0
2006-12-12,21010,21396,19633,19731,132372,44444.0,10879741.0
2006-12-13,20092,20285,19778,19804,40446,44607.0,10879741.0
2006-12-14,19827,20238,19803,19949,61033,44933.0,10879741.0
2006-12-15,19803,20576,19803,20190,80027,45477.0,10879741.0
2006-12-18,20190,20793,20190,20745,59544,46728.0,10879741.0
2006-12-19,21011,21011,20238,20842,61962,46946.0,10879741.0
2006-12-20,20576,21156,20576,20915,63738,47109.0,10879741.0
2006-12-21,20914,21156,20382,20601,68461,46402.0,10879741.0
2006-12-22,20431,20842,20165,20287,79922,45695.0,10879741.0
2006-12-26,20431,20721,19803,20287,60866,45695.0,10879741.0
2006-12-27,19998,20383,19321,19369,113027,43628.0,10879741.0
2006-12-28,19394,19708,19225,19586,123002,44117.0,10879741.0
2007-01-02,20189,20189,19561,19731,46033,44444.0,10879741.0
2007-01-03,19804,20142,19514,19659,45686,44281.0,10879741.0
2007-01-04,19563,20287,19490,19997,71149,45042.0,10879741.0
2007-01-05,20238,20866,19948,20866,71098,47000.0,10879741.0
2007-01-08,20769,21542,20528,21012,120388,47327.0,10879741.0
2007-01-09,20673,21349,20673,21205,61386,47762.0,10879741.0
2007-01-10,21252,21445,20262,20698,69673,46620.0,10879741.0
2007-01-11,20335,21349,20335,21205,129960,47762.0,10879741.0
2007-01-12,21252,21397,20697,20745,54674,46728.0,10879741.0
2007-01-15,21131,21252,20335,20721,96077,46674.0,10879741.0
2007-01-16,20504,21060,20504,20625,51874,46456.0,10879741.0
2007-01-17,20649,20649,20190,20190,66411,45477.0,10879741.0
2007-01-18,20044,20503,19972,20142,27133,45369.0,10879741.0
2007-01-19,20046,20046,19225,19369,96244,43628.0,10879741.0
2007-01-22,19077,19537,18643,19079,51562,42975.0,10879741.0
2007-01-23,19056,19103,18283,18596,47825,41887.0,10879741.0
2007-01-24,18257,18957,18257,18886,22638,42540.0,10879741.0
2007-01-25,18838,19032,18427,18596,49252,41887.0,10879741.0
2007-01-26,18283,18524,17945,17968,43766,40473.0,10879741.0
2007-01-29,18016,19078,17895,18789,52796,42322.0,10879741.0
2007-01-30,18789,19078,18379,18499,30959,41669.0,10879741.0
2007-01-31,18306,18789,18065,18355,36639,41343.0,10879741.0
2007-02-01,18354,18523,18258,18355,26931,41343.0,10879741.0
2007-02-02,18233,18693,18112,18645,43006,41996.0,10879741.0
2007-02-05,19006,19513,18693,18959,85528,42703.0,10879741.0
2007-02-06,18958,18958,18596,18645,29800,41996.0,10879741.0
2007-02-07,18500,18694,18210,18282,31379,41180.0,10879741.0
2007-02-08,18353,18449,18088,18113,60632,40799.0,10879741.0
2007-02-09,18041,18403,18041,18185,40980,40962.0,10879741.0
2007-02-12,18475,18499,18136,18258,49956,41125.0,10879741.0
2007-02-13,18257,20141,18209,18983,97102,42757.0,10879741.0
2007-02-14,19030,19440,19030,19417,57752,43737.0,10879741.0
2007-02-15,19682,19682,19101,19176,39258,43193.0,10879741.0
2007-02-16,19513,19513,19031,19441,22213,43791.0,10879741.0
2007-02-20,19683,19683,19248,19321,30712,43519.0,10879741.0
2007-02-21,19441,20021,19416,19779,57257,44553.0,10879741.0
2007-02-22,19827,20407,19586,20214,53431,45532.0,10879741.0
2007-02-23,20046,20674,20046,20625,74922,46456.0,10879741.0
2007-02-26,20600,21204,20528,21059,81280,47436.0,10879741.0
2007-02-27,21204,21204,20190,20601,82079,46402.0,10879741.0
2007-02-28,18934,21107,18934,19876,143389,44770.0,10879741.0
2007-03-02,20141,20141,19659,19755,91581,44498.0,10879741.0
