포시에스(189690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-19,6842,6928,6594,6651,19629,49965.0,7168563.0
2018-07-20,6441,6622,6346,6356,19186,47743.0,7168563.0
2018-07-23,6355,6355,6174,6184,14627,46452.0,7168563.0
2018-07-24,6145,6307,6059,6308,27710,47384.0,7168563.0
2018-07-25,6260,6346,6012,6155,30158,46237.0,7168563.0
2018-07-26,6183,6393,6136,6212,17057,46667.0,7168563.0
2018-07-27,6269,6298,6155,6232,14088,46811.0,7168563.0
2018-07-30,6126,6231,6126,6174,8519,46381.0,7168563.0
2018-07-31,6174,6231,6069,6146,19520,46166.0,7168563.0
2018-08-01,6202,6489,6145,6394,19411,48029.0,7168563.0
2018-08-02,6441,6441,6298,6308,13752,47384.0,7168563.0
2018-08-03,6307,6374,6269,6279,3839,47169.0,7168563.0
2018-08-06,6212,6298,6174,6260,9252,47026.0,7168563.0
2018-08-07,6202,6260,6145,6146,21183,46166.0,7168563.0
2018-08-08,6107,6221,6050,6146,19276,46166.0,7168563.0
2018-08-09,6145,6202,6059,6127,11562,46022.0,7168563.0
2018-08-10,6126,6193,6040,6127,2928,46022.0,7168563.0
2018-08-13,6126,6298,5964,6165,19167,46309.0,7168563.0
2018-08-14,6155,6164,6012,6050,8785,45449.0,7168563.0
2018-08-16,6050,6050,5897,5907,16672,44373.0,7168563.0
2018-08-17,5916,6069,5907,5917,10984,44445.0,7168563.0
2018-08-20,5926,6078,5887,5907,15464,44373.0,7168563.0
2018-08-21,5907,6040,5897,5964,7904,44804.0,7168563.0
2018-08-22,6021,6088,5916,5993,6901,45019.0,7168563.0
2018-08-23,6040,7481,5964,6241,342700,46882.0,7168563.0
2018-08-24,6221,6298,6107,6270,71871,47097.0,7168563.0
2018-08-27,6269,6279,6126,6174,26729,46381.0,7168563.0
2018-08-28,6174,6288,6107,6203,27988,46596.0,7168563.0
2018-08-29,6202,6202,6002,6174,43527,46381.0,7168563.0
2018-08-30,6202,6202,6031,6107,21803,45879.0,7168563.0
2018-08-31,6136,6202,6002,6050,40292,45449.0,7168563.0
2018-09-03,6050,6078,5916,6050,18255,45449.0,7168563.0
2018-09-04,6050,6183,6021,6107,14458,45879.0,7168563.0
2018-09-05,6117,6145,5992,6050,15326,45449.0,7168563.0
2018-09-06,6012,6050,5802,5812,70468,43657.0,7168563.0
2018-09-07,5811,5954,5716,5802,35956,43585.0,7168563.0
2018-09-10,5811,5887,5754,5812,14358,43657.0,7168563.0
2018-09-11,5802,5821,5649,5678,49123,42653.0,7168563.0
2018-09-12,5678,5725,5553,5649,41592,42438.0,7168563.0
2018-09-13,5649,5973,5601,5878,38552,44158.0,7168563.0
2018-09-14,5849,5992,5821,5974,14324,44875.0,7168563.0
2018-09-17,5926,5973,5849,5888,8978,44230.0,7168563.0
2018-09-18,5802,5907,5802,5869,8075,44087.0,7168563.0
2018-09-19,5811,5887,5725,5821,13965,43728.0,7168563.0
2018-09-20,5821,5887,5763,5888,13375,44230.0,7168563.0
2018-09-21,5945,5945,5725,5888,16586,44230.0,7168563.0
2018-09-27,5859,5887,5744,5859,12004,44015.0,7168563.0
2018-09-28,5802,5859,5725,5821,11200,43728.0,7168563.0
2018-10-01,5887,6680,5754,5964,214036,44804.0,7168563.0
2018-10-02,5935,6088,5926,5964,33668,44804.0,7168563.0
2018-10-04,5992,5992,5878,5945,23289,44660.0,7168563.0
2018-10-05,6040,6040,5763,5859,33907,44015.0,7168563.0
2018-10-08,5821,5840,5706,5754,26040,43226.0,7168563.0
2018-10-10,5792,5792,5534,5649,18239,42438.0,7168563.0
2018-10-11,5296,5534,5296,5439,47757,40861.0,7168563.0
2018-10-12,5296,5487,5296,5354,34963,40216.0,7168563.0
2018-10-15,5363,5391,5267,5268,14464,39570.0,7168563.0
2018-10-16,5248,5477,5248,5354,19241,40216.0,7168563.0
2018-10-17,5363,5468,5344,5411,12088,40646.0,7168563.0
2018-10-18,5439,5525,5382,5487,3943,41219.0,7168563.0
2018-10-19,5391,5525,5391,5516,13704,43441.0,7515763.0
2018-10-22,5487,5582,5372,5487,23874,43216.0,7515763.0
2018-10-23,5487,5487,5334,5430,15319,42765.0,7515763.0
2018-10-24,5363,5429,5267,5363,29450,42239.0,7515763.0
2018-10-25,5286,5324,5115,5249,17484,41337.0,7515763.0
2018-10-26,5210,5334,5048,5086,33570,40059.0,7515763.0
2018-10-29,4981,5200,4771,4896,14821,38556.0,7515763.0
2018-10-30,4895,5000,4537,4791,30716,37729.0,7515763.0
2018-10-31,4704,5124,4699,5125,28150,40360.0,7515763.0
2018-11-01,5219,5277,5086,5239,15615,41262.0,7515763.0
2018-11-02,5324,5344,5210,5344,7926,42088.0,7515763.0
2018-11-05,5372,5372,5210,5249,17373,41337.0,7515763.0
2018-11-06,5391,5420,5277,5363,7577,42239.0,7515763.0
2018-11-07,5382,5449,5248,5249,13159,41337.0,7515763.0
2018-11-08,5258,5353,5153,5191,10938,40886.0,7515763.0
2018-11-09,5258,5258,5067,5115,8319,40284.0,7515763.0
2018-11-12,5162,5200,5029,5134,8244,40435.0,7515763.0
2018-11-13,4990,5134,4809,4886,46698,38481.0,7515763.0
2018-11-14,4895,5057,4847,4886,67367,38481.0,7515763.0
2018-11-15,4914,5038,4838,4962,21500,39082.0,7515763.0
2018-11-16,5010,5172,4933,5029,46183,39608.0,7515763.0
2018-11-19,5010,5172,4990,5105,14931,40209.0,7515763.0
2018-11-20,5029,5095,4933,5039,5300,39683.0,7515763.0
2018-11-21,4905,5134,4895,4981,32299,39232.0,7515763.0
2018-11-22,5010,5057,4914,4991,6824,39307.0,7515763.0
2018-11-23,4981,5439,4981,5067,68630,39909.0,7515763.0
2018-11-26,5048,5153,5029,5134,15635,40435.0,7515763.0
2018-11-27,5095,5181,5067,5182,17600,40811.0,7515763.0
2018-11-28,5181,5296,5134,5134,9721,40435.0,7515763.0
2018-11-29,5191,5191,5105,5125,19908,40360.0,7515763.0
2018-11-30,5124,5353,5124,5249,36772,41337.0,7515763.0
2018-12-03,5334,5344,5181,5306,9537,41788.0,7515763.0
2018-12-04,5324,5420,5210,5239,12426,41262.0,7515763.0
2018-12-05,5248,5277,5162,5249,14037,41337.0,7515763.0
2018-12-06,5200,5286,5105,5125,12872,40360.0,7515763.0
2018-12-07,5124,5191,5067,5163,19728,40660.0,7515763.0
2018-12-10,5134,5153,5010,5115,13021,40284.0,7515763.0
2018-12-11,5095,5115,4943,4972,17742,39157.0,7515763.0
2018-12-12,4952,5057,4952,5058,9830,39834.0,7515763.0
2018-12-13,5086,5105,5010,5105,4367,40209.0,7515763.0
2018-12-14,5095,5153,5038,5125,9538,40360.0,7515763.0
2018-12-17,5067,5134,4990,5048,16703,39758.0,7515763.0
2018-12-18,5048,5048,4971,5048,18873,39758.0,7515763.0
2018-12-19,5019,5067,4971,5029,9319,39608.0,7515763.0
2018-12-20,5029,5076,4990,5048,7485,39758.0,7515763.0
2018-12-21,5019,5095,5019,5048,2279,39758.0,7515763.0
2018-12-24,5048,5048,5000,5029,4777,39608.0,7515763.0
2018-12-26,4981,5191,4933,4934,10041,38856.0,7515763.0
2018-12-27,4981,5067,4981,5010,3984,39458.0,7515763.0
2018-12-28,5010,5076,4981,5048,5998,39758.0,7515763.0
2019-01-02,5048,5258,5010,5258,59421,41412.0,7515763.0
2019-01-03,5181,5258,5010,5010,34045,39458.0,7515763.0
2019-01-04,4990,5048,4828,5039,8573,39683.0,7515763.0
2019-01-07,5048,5076,4981,5048,6814,39758.0,7515763.0
2019-01-08,5048,5076,5010,5077,1368,39984.0,7515763.0
2019-01-09,5038,5134,5038,5096,11111,40134.0,7515763.0
2019-01-10,5095,5181,5067,5096,5276,40134.0,7515763.0
2019-01-11,5095,5210,5067,5201,12870,40961.0,7515763.0
2019-01-14,5334,5525,5172,5230,49132,41186.0,7515763.0
2019-01-15,5248,5248,5153,5153,20850,40585.0,7515763.0
2019-01-16,5162,5210,5153,5191,8371,40886.0,7515763.0
2019-01-17,5277,5277,5172,5201,8872,40961.0,7515763.0
2019-01-18,5200,5267,5115,5220,24733,41111.0,7515763.0
2019-01-21,5219,5477,5219,5392,27844,42464.0,7515763.0
2019-01-22,5439,5439,5324,5430,17667,42765.0,7515763.0
2019-01-23,5429,5582,5391,5487,18872,43216.0,7515763.0
2019-01-24,5553,5601,5477,5583,20337,43967.0,7515763.0
2019-01-25,5582,5630,5525,5621,22518,44268.0,7515763.0
2019-01-28,5639,5706,5601,5678,22303,44719.0,7515763.0
2019-01-29,5678,5697,5573,5630,17811,44343.0,7515763.0
2019-01-30,5592,5725,5592,5716,13598,45019.0,7515763.0
2019-01-31,5725,5773,5658,5726,18621,45095.0,7515763.0
2019-02-01,5725,5811,5668,5793,15131,45621.0,7515763.0
2019-02-07,5868,5868,5744,5831,6378,45921.0,7515763.0
2019-02-08,5830,5849,5725,5802,7938,45696.0,7515763.0
2019-02-11,5849,5849,5773,5850,15222,46072.0,7515763.0
2019-02-12,5868,5907,5783,5888,44974,46372.0,7515763.0
2019-02-13,5830,5916,5773,5773,23005,45470.0,7515763.0
2019-02-14,5783,5973,5773,5917,30507,46598.0,7515763.0
2019-02-15,5907,5945,5773,5812,24038,45771.0,7515763.0
2019-02-18,5821,5926,5811,5869,10931,46222.0,7515763.0
2019-02-19,5868,5916,5821,5888,8424,46372.0,7515763.0
2019-02-20,5887,5897,5783,5869,12072,46222.0,7515763.0
2019-02-21,5887,5897,5821,5840,14419,45996.0,7515763.0
2019-02-22,5840,5840,5687,5688,36539,44794.0,7515763.0
2019-02-25,5687,5735,5678,5735,19844,45170.0,7515763.0
2019-02-26,5763,5763,5649,5726,10846,45095.0,7515763.0
2019-02-27,5754,5754,5687,5716,8488,45019.0,7515763.0
2019-02-28,5649,5763,5601,5764,21937,45395.0,7515763.0
2019-03-04,5783,5802,5678,5726,4836,45095.0,7515763.0
2019-03-05,5630,5725,5630,5688,3471,44794.0,7515763.0
2019-03-06,5725,5744,5639,5716,5024,45019.0,7515763.0
2019-03-07,5716,5735,5363,5420,66198,42690.0,7515763.0
2019-03-08,5487,5534,5401,5439,56993,42840.0,7515763.0
2019-03-11,5439,5553,5439,5459,22191,42990.0,7515763.0
2019-03-12,5449,5592,5449,5564,10145,43817.0,7515763.0
2019-03-13,5420,5563,5420,5497,33103,43291.0,7515763.0
2019-03-14,5553,5716,5515,5602,14661,44118.0,7515763.0
2019-03-15,5582,5649,5544,5630,9560,44343.0,7515763.0
2019-03-18,5716,5783,5658,5783,7585,45546.0,7515763.0
2019-03-19,5821,5821,5735,5793,3019,45621.0,7515763.0
2019-03-20,5859,5859,5725,5783,24692,45546.0,7515763.0
2019-03-21,5859,5859,5697,5802,13901,45696.0,7515763.0
2019-03-22,5811,5964,5783,5888,30965,46372.0,7515763.0
2019-03-25,5916,5954,5849,5888,30894,46372.0,7515763.0
2019-03-26,5897,5964,5840,5898,26002,46447.0,7515763.0
2019-03-27,5954,5983,5887,5936,13945,46748.0,7515763.0
2019-03-28,5935,5954,5821,5907,22670,46523.0,7515763.0
2019-03-29,5916,5964,5868,5964,10245,46974.0,7515763.0
2019-04-01,5973,5992,5840,5936,15386,46748.0,7515763.0
2019-04-02,5983,5983,5773,5840,31770,45996.0,7515763.0
2019-04-03,5916,5945,5840,5859,19012,46147.0,7515763.0
2019-04-04,5935,5954,5878,5878,20831,46297.0,7515763.0
2019-04-05,5916,5916,5811,5869,17162,46222.0,7515763.0
2019-04-08,5868,6059,5868,6031,32083,47500.0,7515763.0
2019-04-09,6040,6059,5983,6022,6847,47424.0,7515763.0
2019-04-10,6021,6059,5935,5983,8099,47124.0,7515763.0
2019-04-11,6040,6097,5983,6041,21282,47575.0,7515763.0
2019-04-12,6078,6622,5964,6346,124329,49980.0,7515763.0
2019-04-15,6451,6823,6422,6422,82857,50581.0,7515763.0
2019-04-16,6422,7061,6365,6699,233038,52761.0,7515763.0
2019-04-17,6660,7099,6536,6804,112239,53587.0,7515763.0
2019-04-18,6804,6947,6680,6785,42572,53437.0,7515763.0
2019-04-19,6880,6966,6699,6823,24905,53738.0,7515763.0
2019-04-22,6746,6842,6594,6690,31516,52685.0,7515763.0
2019-04-23,6689,6813,6584,6709,18126,52836.0,7515763.0
2019-04-24,6708,6708,6451,6594,35679,51934.0,7515763.0
2019-04-25,6584,6708,6374,6394,21408,50356.0,7515763.0
2019-04-26,6460,6470,6307,6413,17573,50506.0,7515763.0
2019-04-29,6470,6536,6346,6518,8716,51333.0,7515763.0
2019-04-30,6584,6699,6498,6680,14143,52610.0,7515763.0
2019-05-02,6832,7243,6699,6938,165300,54640.0,7515763.0
2019-05-03,7023,7271,6699,6842,120846,53888.0,7515763.0
2019-05-07,6765,6775,6622,6737,41633,53061.0,7515763.0
2019-05-08,6708,6804,6575,6718,28863,52911.0,7515763.0
2019-05-09,6737,6746,6298,6441,41355,50731.0,7515763.0
2019-05-10,6279,6498,6202,6356,26162,50055.0,7515763.0
2019-05-13,6355,6660,6155,6413,27495,50506.0,7515763.0
2019-05-14,6412,6460,6202,6394,25417,50356.0,7515763.0
2019-05-15,6346,6536,6260,6298,31885,49604.0,7515763.0
2019-05-16,6298,6393,6145,6174,25144,48627.0,7515763.0
2019-05-17,6212,6470,6145,6212,23440,48928.0,7515763.0
2019-05-20,6231,6326,5945,6060,34002,47725.0,7515763.0
2019-05-21,6117,6117,5878,5936,35682,46748.0,7515763.0
2019-05-22,5935,6059,5907,6003,10452,47274.0,7515763.0
2019-05-23,5935,6031,5773,5917,20589,46598.0,7515763.0
2019-05-24,5878,6012,5725,5783,22388,45546.0,7515763.0
2019-05-27,5783,5964,5754,5878,16467,46297.0,7515763.0
2019-05-28,5878,5992,5849,5983,4918,47124.0,7515763.0
2019-05-29,6002,6078,5868,6041,11613,47575.0,7515763.0
2019-05-30,5916,6088,5916,6041,14993,47575.0,7515763.0
2019-05-31,5926,6078,5926,6079,8659,47875.0,7515763.0
2019-06-03,6078,6183,5992,6184,6439,48702.0,7515763.0
2019-06-04,6183,6250,6126,6232,15687,49078.0,7515763.0
2019-06-05,6221,6517,6221,6394,34746,50356.0,7515763.0
2019-06-07,6536,6536,6393,6489,24707,51107.0,7515763.0
2019-06-10,6489,6555,6451,6537,14491,51483.0,7515763.0
2019-06-11,6536,6594,6498,6575,15012,51784.0,7515763.0
2019-06-12,6584,6651,6536,6623,27799,52159.0,7515763.0
2019-06-13,6660,6660,6508,6642,13870,52310.0,7515763.0
2019-06-14,6603,6622,6479,6585,11988,51859.0,7515763.0
2019-06-17,6584,6584,6393,6566,20473,51708.0,7515763.0
2019-06-18,6622,6622,6441,6546,9844,51558.0,7515763.0
2019-06-19,6575,6594,6479,6585,51452,51859.0,7515763.0
2019-06-20,6489,6775,6479,6594,44733,51934.0,7515763.0
2019-06-21,6680,6851,6641,6785,106113,53437.0,7515763.0
2019-06-24,6890,7004,6622,6871,69075,54113.0,7515763.0
2019-06-25,6861,6928,6727,6880,35856,54189.0,7515763.0
2019-06-26,6813,6956,6746,6890,26195,54264.0,7515763.0
2019-06-27,6820,6900,6580,6580,25124,49454.0,7515763.0
2019-06-28,6570,6740,6450,6740,9577,50656.0,7515763.0
2019-07-01,6740,6780,6500,6670,12732,50130.0,7515763.0
2019-07-02,6690,6890,6620,6770,13027,50882.0,7515763.0
2019-07-03,6890,6890,6610,6790,8915,51032.0,7515763.0
2019-07-04,6750,6870,6690,6780,22673,50957.0,7515763.0
2019-07-05,6630,6810,6590,6780,17913,50957.0,7515763.0
2019-07-08,6750,6750,6560,6650,11034,49980.0,7515763.0
2019-07-09,6650,6650,6370,6470,18931,48627.0,7515763.0
2019-07-10,6350,6890,6350,6590,9627,49529.0,7515763.0
2019-07-11,6660,6660,6390,6470,12709,48627.0,7515763.0
2019-07-12,6540,6610,6460,6570,7619,49379.0,7515763.0
2019-07-15,6560,6650,6380,6500,5805,48852.0,7515763.0
2019-07-16,6510,6560,6180,6400,10957,48101.0,7515763.0
2019-07-17,6400,6400,6170,6340,16438,47650.0,7515763.0
2019-07-18,6340,6690,6140,6470,12025,48627.0,7515763.0
2019-07-19,6420,6600,6420,6540,3454,49153.0,7515763.0
2019-07-22,6540,6620,6340,6520,11680,49003.0,7515763.0
2019-07-23,6410,6600,6400,6550,9040,49228.0,7515763.0
2019-07-24,6500,6600,6430,6520,3166,49003.0,7515763.0
2019-07-25,6420,6510,6180,6460,14167,48552.0,7515763.0
2019-07-26,6410,6480,6280,6460,2751,48552.0,7515763.0
2019-07-29,6400,6490,6210,6380,20031,47951.0,7515763.0
2019-07-30,6370,6480,6270,6380,3055,47951.0,7515763.0
2019-07-31,6380,6460,6300,6380,3305,47951.0,7515763.0
2019-08-01,6430,6540,6180,6380,13272,47951.0,7515763.0
2019-08-02,6250,6450,6200,6380,5387,47951.0,7515763.0
2019-08-05,6250,6460,6120,6200,17016,46598.0,7515763.0
2019-08-06,6000,6200,5810,6090,15938,45771.0,7515763.0
2019-08-07,6290,6290,5700,6000,15485,45095.0,7515763.0
2019-08-08,5750,6190,5750,6060,25901,45546.0,7515763.0
2019-08-09,6060,6270,6020,6110,7149,45921.0,7515763.0
2019-08-12,6080,6480,6000,6400,4805,48101.0,7515763.0
2019-08-13,6400,6480,6250,6390,3630,48026.0,7515763.0
2019-08-14,6400,6580,6310,6390,3765,48026.0,7515763.0
2019-08-16,6410,6410,6150,6270,13937,47124.0,7515763.0
2019-08-19,6580,6610,6020,6390,14188,48026.0,7515763.0
2019-08-20,6340,6440,6170,6280,5912,47199.0,7515763.0
2019-08-21,6350,6350,6150,6200,4045,46598.0,7515763.0
2019-08-22,6240,6400,6030,6100,14237,45846.0,7515763.0
2019-08-23,6110,6160,5910,6080,5842,45696.0,7515763.0
2019-08-26,6080,6100,5660,5900,25039,44343.0,7515763.0
2019-08-27,5890,6040,5510,5580,59976,41938.0,7515763.0
2019-08-28,5660,5880,5520,5790,13817,43516.0,7515763.0
2019-08-29,5830,5830,5660,5740,2815,43140.0,7515763.0
2019-08-30,5750,5880,5700,5870,13319,44118.0,7515763.0
2019-09-02,5900,5940,5800,5940,8190,44644.0,7515763.0
2019-09-03,5950,5960,5780,5940,17800,44644.0,7515763.0
2019-09-04,5880,5950,5840,5950,4880,44719.0,7515763.0
2019-09-05,5950,6050,5900,6000,3337,45095.0,7515763.0
2019-09-06,6010,6150,5960,6100,2968,45846.0,7515763.0
2019-09-09,6100,6150,6000,6110,2176,45921.0,7515763.0
2019-09-10,6140,6140,5910,6100,7122,45846.0,7515763.0
2019-09-11,6100,6160,5810,6040,11052,45395.0,7515763.0
2019-09-16,6180,6190,5980,6160,10554,46297.0,7515763.0
2019-09-17,6060,6190,6060,6140,5380,46147.0,7515763.0
2019-09-18,6300,6300,6020,6120,8080,45996.0,7515763.0
2019-09-19,6120,6200,6030,6170,17146,46372.0,7515763.0
2019-09-20,6170,6260,6020,6130,10341,46072.0,7515763.0
2019-09-23,6120,6180,6060,6160,12737,46297.0,7515763.0
2019-09-24,6100,6240,6100,6220,13848,46748.0,7515763.0
2019-09-25,6240,6250,6140,6220,4168,46748.0,7515763.0
2019-09-26,6220,6580,6220,6380,24464,47951.0,7515763.0
2019-09-27,6380,6500,6310,6390,3640,48026.0,7515763.0
2019-09-30,6300,6380,6210,6330,1785,47575.0,7515763.0
2019-10-01,6260,6320,6180,6180,7578,46447.0,7515763.0
2019-10-02,6170,6180,6000,6160,9933,46297.0,7515763.0
2019-10-04,6160,6160,5970,6110,3694,45921.0,7515763.0
2019-10-07,6110,6180,5980,6090,2865,45771.0,7515763.0
