포시에스(189690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-14,7102,7359,7053,7262,57736,54362.0,6212799.0
2015-07-15,7351,7493,7219,7436,42057,55667.0,6212799.0
2015-07-16,7384,7542,7384,7527,28279,56350.0,6212799.0
2015-07-17,7550,7550,7384,7503,19035,56164.0,6212799.0
2015-07-20,7368,7484,7285,7295,27653,54611.0,6212799.0
2015-07-21,7293,7442,7219,7327,26853,54859.0,6212799.0
2015-07-22,7393,7566,7285,7544,33042,56474.0,6212799.0
2015-07-23,7608,7608,7384,7427,23126,55605.0,6212799.0
2015-07-24,7384,7882,7384,7718,149255,57779.0,6212799.0
2015-07-27,7783,8215,7716,7934,129851,59394.0,6212799.0
2015-07-28,7924,8006,7558,7668,41071,57406.0,6212799.0
2015-07-29,7692,8115,7260,7468,57910,55915.0,6212799.0
2015-07-30,7474,7634,7060,7361,32428,55108.0,6212799.0
2015-07-31,7468,7516,7102,7304,49070,54673.0,6212799.0
2015-08-03,7359,7442,7144,7145,27416,53492.0,6212799.0
2015-08-04,7144,7368,7012,7236,25956,54176.0,6212799.0
2015-08-05,7375,7417,7219,7304,33194,54673.0,6212799.0
2015-08-06,7285,7516,7285,7427,23381,55605.0,6212799.0
2015-08-07,7474,7575,7384,7503,23053,56164.0,6212799.0
2015-08-10,7592,7592,7426,7478,18258,55977.0,6212799.0
2015-08-11,7451,7550,7301,7444,21025,55729.0,6212799.0
2015-08-12,7359,7468,6986,7304,44567,54673.0,6212799.0
2015-08-13,7177,7343,7168,7337,21516,54921.0,6212799.0
2015-08-17,7243,7375,7177,7286,22814,54548.0,6212799.0
2015-08-18,7285,7317,7012,7022,30462,52560.0,6212799.0
2015-08-19,6994,7053,6297,6449,54819,48273.0,6212799.0
2015-08-20,6222,6472,6148,6149,38334,46037.0,6212799.0
2015-08-21,5716,5973,5475,5576,58654,41750.0,6212799.0
2015-08-24,5475,5790,5418,5685,40906,42558.0,6212799.0
2015-08-25,5800,6181,5641,6059,36666,45353.0,6212799.0
2015-08-26,6055,6472,6055,6391,13018,47839.0,6212799.0
2015-08-27,6620,6679,6381,6515,24983,48770.0,6212799.0
2015-08-28,6579,6638,6495,6622,20348,49578.0,6212799.0
2015-08-31,6662,7053,6612,7054,58398,52809.0,6212799.0
2015-09-01,7002,7093,6887,7038,21276,52685.0,6212799.0
2015-09-02,6763,7161,6763,7137,7155,53430.0,6212799.0
2015-09-03,7135,7202,7036,7171,25527,53679.0,6212799.0
2015-09-04,7177,7202,6820,6831,16714,51131.0,6212799.0
2015-09-07,6803,7053,6729,7054,9540,52809.0,6212799.0
2015-09-08,7036,7036,6721,6880,8707,51504.0,6212799.0
2015-09-09,6877,7086,6795,7012,30660,52498.0,6212799.0
2015-09-10,6994,7442,6994,7344,26134,54983.0,6212799.0
2015-09-11,7550,7550,7301,7403,29901,55418.0,6212799.0
2015-09-14,7276,7301,6811,6963,43572,52125.0,6212799.0
2015-09-15,6911,6961,6779,6963,13664,52125.0,6212799.0
2015-09-16,7036,7086,6870,7029,4424,52622.0,6212799.0
2015-09-17,6929,7019,6820,6831,40957,51131.0,6212799.0
2015-09-18,6795,7102,6795,6945,26328,52001.0,6212799.0
2015-09-21,6845,6970,6721,6880,15065,51504.0,6212799.0
2015-09-22,6970,6970,6753,6847,9822,51256.0,6212799.0
2015-09-23,6695,6861,6679,6796,18664,50883.0,6212799.0
2015-09-24,6795,6861,6721,6831,6243,51131.0,6212799.0
2015-09-25,6828,6877,6704,6780,3607,50759.0,6212799.0
2015-09-30,6770,6845,6670,6822,10950,51069.0,6212799.0
2015-10-01,6887,6887,6679,6789,32260,50821.0,6212799.0
2015-10-02,6786,6853,6753,6789,10394,50821.0,6212799.0
2015-10-05,6870,6870,6763,6780,10612,50759.0,6212799.0
2015-10-06,6745,6853,6737,6773,22397,50696.0,6212799.0
2015-10-07,6753,6845,6753,6789,6416,50821.0,6212799.0
2015-10-08,6861,6887,6770,6838,10499,51193.0,6212799.0
2015-10-12,6911,7119,6820,7112,19186,53244.0,6212799.0
2015-10-13,7119,7210,7019,7080,8966,52995.0,6212799.0
2015-10-14,7086,7093,6763,7080,12846,52995.0,6212799.0
2015-10-15,7060,7210,6935,7070,9546,52933.0,6212799.0
2015-10-16,7069,7135,6977,7087,4687,53057.0,6212799.0
2015-10-19,7077,7093,7012,7096,5837,53119.0,6212799.0
2015-10-20,6977,7002,6877,6987,33993,54923.0,6522975.0
2015-10-21,6961,6970,6770,6822,19996,53619.0,6522975.0
2015-10-22,6803,6894,6679,6822,15283,53619.0,6522975.0
2015-10-23,6845,6845,6679,6722,11816,52836.0,6522975.0
2015-10-26,6679,6795,6588,6722,20971,52836.0,6522975.0
2015-10-27,6721,6729,6554,6705,8719,52706.0,6522975.0
2015-10-28,6662,6753,6638,6747,14660,53032.0,6522975.0
2015-10-29,6795,6803,6638,6714,16609,52771.0,6522975.0
2015-10-30,6711,6763,6430,6640,12051,52184.0,6522975.0
2015-11-02,6638,6704,6537,6640,3635,52184.0,6522975.0
2015-11-03,6638,6687,6571,6598,9782,51858.0,6522975.0
2015-11-04,6596,6679,6505,6622,7023,52053.0,6522975.0
2015-11-05,6620,6745,6563,6731,11572,52901.0,6522975.0
2015-11-06,6779,6795,6638,6731,15755,52901.0,6522975.0
2015-11-09,6646,6763,6521,6547,6497,51466.0,6522975.0
2015-11-10,6479,6530,6230,6232,16452,48988.0,6522975.0
2015-11-11,6264,6430,6264,6349,6721,49901.0,6522975.0
2015-11-12,6355,6413,6313,6407,5677,50357.0,6522975.0
2015-11-13,6405,6513,6264,6482,10661,50944.0,6522975.0
2015-11-16,6388,6388,6172,6323,13743,49705.0,6522975.0
2015-11-17,6305,6371,5931,6158,28508,48400.0,6522975.0
2015-11-18,6206,6222,5973,6049,8314,47552.0,6522975.0
2015-11-19,6114,6165,5948,6042,7573,47487.0,6522975.0
2015-11-20,5973,6090,5832,5876,19538,46183.0,6522975.0
2015-11-23,5873,5957,5841,5876,7423,46183.0,6522975.0
2015-11-24,5883,6015,5857,6009,15626,47226.0,6522975.0
2015-11-25,6048,6081,5890,6042,10688,47487.0,6522975.0
2015-11-26,6081,6107,5998,6107,9244,48009.0,6522975.0
2015-11-27,6156,6305,6023,6299,10753,49509.0,6522975.0
2015-11-30,6388,6447,6189,6391,16569,50227.0,6522975.0
2015-12-01,6388,6919,6297,6922,74386,54402.0,6522975.0
2015-12-02,6894,6894,6604,6606,32772,51923.0,6522975.0
2015-12-03,6679,6679,6371,6407,16852,50357.0,6522975.0
2015-12-04,6405,6463,6281,6365,6976,50031.0,6522975.0
2015-12-07,6405,6405,6305,6307,5337,49575.0,6522975.0
2015-12-08,6222,6305,6156,6208,11179,48792.0,6522975.0
2015-12-09,6206,6272,6107,6182,4268,48596.0,6522975.0
2015-12-10,6239,6247,6023,6124,2175,48140.0,6522975.0
2015-12-11,6189,6222,6055,6182,6966,48596.0,6522975.0
2015-12-14,6165,6165,5890,5893,6498,46313.0,6522975.0
2015-12-15,5948,6055,5800,5893,9416,46313.0,6522975.0
2015-12-16,5957,6039,5816,5934,14415,46639.0,6522975.0
2015-12-17,5990,6612,5990,6441,104891,50618.0,6522975.0
2015-12-18,6513,6763,6305,6557,45110,51532.0,6522975.0
2015-12-21,6455,6588,6388,6557,7767,51532.0,6522975.0
2015-12-22,6638,6721,6405,6523,15952,51271.0,6522975.0
2015-12-23,6472,6513,6371,6506,6731,51140.0,6522975.0
2015-12-24,6537,6547,6388,6473,19292,50879.0,6522975.0
2015-12-28,6472,6537,6347,6441,8687,50618.0,6522975.0
2015-12-29,6430,6430,6156,6358,7086,49966.0,6522975.0
2015-12-30,6388,6388,6181,6365,16254,50031.0,6522975.0
2016-01-04,6371,6381,6172,6232,13804,48988.0,6522975.0
2016-01-05,6214,6272,6148,6149,13008,48335.0,6522975.0
2016-01-06,6222,6222,6074,6182,2695,48596.0,6522975.0
2016-01-07,6222,6222,5957,6084,14002,47813.0,6522975.0
2016-01-08,6081,6198,5973,6133,12095,48205.0,6522975.0
2016-01-11,6198,6198,6015,6100,11262,47944.0,6522975.0
2016-01-12,6055,6172,6015,6017,16166,47292.0,6522975.0
2016-01-13,6015,6081,5982,6084,12005,47813.0,6522975.0
2016-01-14,6123,6156,5973,6158,6987,48400.0,6522975.0
2016-01-15,6172,6172,5957,6049,24849,47552.0,6522975.0
2016-01-18,6032,6048,5924,6049,8527,47552.0,6522975.0
2016-01-19,6048,6048,5857,5951,17053,46770.0,6522975.0
2016-01-20,5948,5982,5475,5618,25318,44161.0,6522975.0
2016-01-21,5350,5816,5350,5651,32459,44421.0,6522975.0
2016-01-22,5666,5841,5650,5800,13697,45596.0,6522975.0
2016-01-25,5758,5857,5732,5835,6456,45857.0,6522975.0
2016-01-26,5848,5848,5625,5794,12192,45530.0,6522975.0
2016-01-27,5816,5841,5600,5768,14354,45335.0,6522975.0
2016-01-28,5725,5766,5625,5752,6553,45204.0,6522975.0
2016-01-29,5749,5749,5583,5602,8886,44030.0,6522975.0
2016-02-01,5608,7276,5600,6391,1617813,50227.0,6522975.0
2016-02-02,6206,6206,5807,5810,314444,45661.0,6522975.0
2016-02-03,5841,5883,5625,5710,139068,44878.0,6522975.0
2016-02-04,5708,5825,5634,5693,59282,44748.0,6522975.0
2016-02-05,5692,5931,5692,5800,41385,45596.0,6522975.0
2016-02-11,5641,5783,5566,5610,42240,44095.0,6522975.0
2016-02-12,5592,5608,5360,5511,43628,43313.0,6522975.0
2016-02-15,5450,5583,5418,5477,33085,43052.0,6522975.0
2016-02-16,5641,5708,5559,5710,25963,44878.0,6522975.0
2016-02-17,5732,5766,5600,5742,22097,45139.0,6522975.0
2016-02-18,5790,5800,5683,5759,37148,45269.0,6522975.0
2016-02-19,5807,5807,5716,5776,18676,45400.0,6522975.0
2016-02-22,5774,5866,5732,5835,30054,45857.0,6522975.0
2016-02-23,5883,5890,5749,5826,30249,45791.0,6522975.0
2016-02-24,5841,6081,5774,6049,47964,47552.0,6522975.0
2016-02-25,6097,6148,5990,6059,31781,47618.0,6522975.0
2016-02-26,6055,6097,5973,6059,11451,47618.0,6522975.0
2016-02-29,6114,6355,6015,6133,35764,48205.0,6522975.0
2016-03-02,6181,6222,6097,6175,19395,48531.0,6522975.0
2016-03-03,6214,6222,6107,6224,17217,48922.0,6522975.0
2016-03-04,6239,6297,6139,6191,29991,48661.0,6522975.0
2016-03-07,6222,6222,6131,6141,30867,48270.0,6522975.0
2016-03-08,6139,6206,6039,6124,25029,48140.0,6522975.0
2016-03-09,6165,6230,6023,6216,13619,48857.0,6522975.0
2016-03-10,6214,6297,6165,6266,30547,49248.0,6522975.0
2016-03-11,6230,6230,6123,6166,12657,48466.0,6522975.0
2016-03-14,6181,6281,6148,6149,16122,48335.0,6522975.0
2016-03-15,6198,6329,6081,6291,45442,49444.0,6522975.0
2016-03-16,6305,6505,6256,6482,61200,50944.0,6522975.0
2016-03-17,6554,6687,6479,6672,52989,52445.0,6522975.0
2016-03-18,6687,6704,6530,6622,23761,52053.0,6522975.0
2016-03-21,6563,6579,6388,6391,39069,50227.0,6522975.0
2016-03-22,6413,6455,6222,6266,45793,49248.0,6522975.0
2016-03-23,6323,6554,6256,6557,43956,51532.0,6522975.0
2016-03-24,6547,6654,6505,6557,21641,51532.0,6522975.0
2016-03-25,6513,6588,6455,6473,19015,50879.0,6522975.0
2016-03-28,6530,6530,6347,6465,39980,50814.0,6522975.0
2016-03-29,6438,6489,6347,6473,15764,50879.0,6522975.0
2016-03-30,6472,6489,6139,6423,25802,50488.0,6522975.0
2016-03-31,6447,6695,6405,6515,35396,51205.0,6522975.0
2016-04-01,6563,6563,6355,6399,15563,50292.0,6522975.0
2016-04-04,6397,6530,6305,6449,8886,50684.0,6522975.0
2016-04-05,6447,6495,6355,6473,5337,50879.0,6522975.0
2016-04-06,6405,6495,6388,6399,5394,50292.0,6522975.0
2016-04-07,6455,6588,6339,6381,18135,50162.0,6522975.0
2016-04-08,6430,6463,6329,6415,15546,50423.0,6522975.0
2016-04-11,6463,6463,6388,6431,4804,50553.0,6522975.0
2016-04-12,6521,6530,6397,6465,10978,50814.0,6522975.0
2016-04-14,6495,6495,6388,6423,11773,50488.0,6522975.0
2016-04-15,6388,6571,6329,6333,22248,49770.0,6522975.0
2016-04-18,6388,6388,6323,6340,20469,49836.0,6522975.0
2016-04-19,6329,6447,6297,6307,60250,49575.0,6522975.0
2016-04-20,6381,6405,6313,6374,32052,50096.0,6522975.0
2016-04-21,6339,6430,6329,6391,28196,50227.0,6522975.0
2016-04-22,6430,6447,6313,6415,50233,50423.0,6522975.0
2016-04-25,6413,6455,6371,6449,20793,50684.0,6522975.0
2016-04-26,6495,7268,6495,6763,188934,53162.0,6522975.0
2016-04-27,6763,6845,6654,6847,53669,53815.0,6522975.0
2016-04-28,6911,7202,6803,7187,148511,56489.0,6522975.0
2016-04-29,7276,7783,6961,6980,309095,54858.0,6522975.0
2016-05-02,6970,7028,6786,6847,33081,53815.0,6522975.0
2016-05-03,6929,6929,6753,6897,27171,54206.0,6522975.0
2016-05-04,6861,6877,6721,6805,23574,53488.0,6522975.0
2016-05-09,6803,6877,6654,6714,29050,52771.0,6522975.0
2016-05-10,6654,6803,6654,6739,14815,52967.0,6522975.0
2016-05-11,6837,7177,6753,7178,50161,56424.0,6522975.0
2016-05-12,7177,7177,6786,7012,44381,55119.0,6522975.0
2016-05-13,7053,7161,6929,7054,27198,55445.0,6522975.0
2016-05-16,7119,7666,6919,7129,204964,56032.0,6522975.0
2016-05-17,7285,7301,7102,7104,76734,55837.0,6522975.0
2016-05-18,7077,7135,6763,6871,69263,54010.0,6522975.0
2016-05-19,6870,6911,6721,6722,24900,52836.0,6522975.0
2016-05-20,6786,6861,6670,6714,14799,52771.0,6522975.0
2016-05-23,6786,6828,6670,6763,18407,53162.0,6522975.0
2016-05-24,6803,6803,6620,6648,24265,52249.0,6522975.0
2016-05-25,6646,6704,6604,6648,23806,52249.0,6522975.0
2016-05-26,6704,6870,6620,6731,13209,52901.0,6522975.0
2016-05-27,6763,6763,6662,6747,11717,53032.0,6522975.0
2016-05-30,6745,6745,6662,6697,15871,52640.0,6522975.0
2016-05-31,6704,6795,6638,6796,14189,53423.0,6522975.0
2016-06-01,6795,6952,6753,6838,18411,53749.0,6522975.0
2016-06-02,6903,6903,6670,6731,13169,52901.0,6522975.0
2016-06-03,6786,6786,6646,6722,24368,52836.0,6522975.0
2016-06-07,6786,6803,6695,6714,29634,52771.0,6522975.0
2016-06-08,6763,6786,6679,6731,16522,52901.0,6522975.0
2016-06-09,6737,6803,6654,6722,40683,52836.0,6522975.0
2016-06-10,6687,6745,6662,6739,15783,52967.0,6522975.0
2016-06-13,6687,6737,6521,6557,43899,51532.0,6522975.0
2016-06-14,6554,6620,6521,6589,27978,51792.0,6522975.0
2016-06-15,6588,6638,6571,6640,10786,52184.0,6522975.0
2016-06-16,6721,6721,6305,6499,32316,51075.0,6522975.0
2016-06-17,6554,6604,6489,6489,13437,51010.0,6522975.0
2016-06-20,6489,6554,6388,6515,16442,51205.0,6522975.0
2016-06-21,6803,6820,6638,6681,47573,52510.0,6522975.0
2016-06-22,6745,6795,6654,6722,31508,52836.0,6522975.0
2016-06-23,6721,6786,6638,6755,23638,53097.0,6522975.0
2016-06-24,6763,6820,6305,6581,75074,51727.0,6522975.0
2016-06-27,6455,6620,6430,6589,20756,51792.0,6522975.0
2016-06-28,6554,6753,6554,6731,58331,52901.0,6522975.0
2016-06-29,6869,6911,6686,6913,60708,51858.0,6522975.0
2016-06-30,6920,6920,6755,6809,50273,51075.0,6522975.0
2016-07-01,6859,6886,6738,6843,29020,51336.0,6522975.0
2016-07-04,6877,7042,6807,7044,61902,52836.0,6522975.0
2016-07-05,7059,7086,6964,7035,16668,52771.0,6522975.0
2016-07-06,7051,7051,6842,6930,26321,51988.0,6522975.0
2016-07-07,6991,6991,6877,6913,24796,51858.0,6522975.0
2016-07-08,6886,6998,6764,6765,22358,50749.0,6522975.0
2016-07-11,6825,6833,6721,6800,15614,51010.0,6522975.0
2016-07-12,6825,6903,6782,6887,24529,51662.0,6522975.0
2016-07-13,6920,6991,6825,6869,26721,51532.0,6522975.0
2016-07-14,7025,7025,6833,6991,37370,52445.0,6522975.0
2016-07-15,7086,7086,6825,6930,61588,51988.0,6522975.0
2016-07-18,6877,6930,6825,6887,15796,51662.0,6522975.0
2016-07-19,6886,6886,6746,6861,38104,51466.0,6522975.0
2016-07-20,6859,6903,6825,6869,20578,51532.0,6522975.0
2016-07-21,6911,6911,6729,6782,35881,50879.0,6522975.0
2016-07-22,6842,6842,6694,6774,21843,50814.0,6522975.0
2016-07-25,6825,7120,6764,7008,164472,52575.0,6522975.0
2016-07-26,7025,7069,6825,6826,65872,51205.0,6522975.0
2016-07-27,6807,6894,6668,6739,44279,50553.0,6522975.0
2016-07-28,6746,6807,6694,6792,17235,50944.0,6522975.0
2016-07-29,6833,6842,6721,6843,20052,51336.0,6522975.0
2016-08-01,6859,6859,6782,6826,18868,51205.0,6522975.0
2016-08-02,6790,6851,6711,6722,30143,50423.0,6522975.0
2016-08-03,6764,6782,6616,6756,29715,50684.0,6522975.0
2016-08-04,6816,6816,6677,6774,27150,50814.0,6522975.0
2016-08-05,6807,6816,6729,6817,13135,51140.0,6522975.0
2016-08-08,6851,6954,6764,6861,39684,51466.0,6522975.0
2016-08-09,6911,6911,6764,6817,26800,51140.0,6522975.0
2016-08-10,6825,6851,6764,6792,21441,50944.0,6522975.0
2016-08-11,6772,6911,6755,6835,30424,51271.0,6522975.0
2016-08-12,6894,6903,6825,6843,28076,51336.0,6522975.0
2016-08-16,6842,6903,6782,6835,21142,51271.0,6522975.0
2016-08-17,6869,6869,6686,6722,30638,50423.0,6522975.0
2016-08-18,6755,6869,6668,6696,19435,50227.0,6522975.0
2016-08-19,6755,6755,6642,6670,15384,50031.0,6522975.0
2016-08-22,6721,6721,6572,6635,14759,49770.0,6522975.0
2016-08-23,6721,6721,6581,6652,8738,49901.0,6522975.0
2016-08-24,6650,6790,6572,6739,27654,50553.0,6522975.0
2016-08-25,6711,6930,6694,6904,35126,51792.0,6522975.0
2016-08-26,6920,6947,6825,6869,36560,51532.0,6522975.0
2016-08-29,6869,6920,6694,6913,43051,51858.0,6522975.0
2016-08-30,7015,7937,6930,7539,875249,56554.0,6522975.0
2016-08-31,7476,7520,7120,7200,240559,54010.0,6522975.0
2016-09-01,7224,7364,7033,7087,146067,53162.0,6522975.0
2016-09-02,7059,7303,6973,7304,88288,54793.0,6522975.0
2016-09-05,7364,7398,7112,7200,74444,54010.0,6522975.0
2016-09-06,7155,7216,7015,7165,51792,53749.0,6522975.0
2016-09-07,7164,7312,7051,7296,56311,54728.0,6522975.0
2016-09-08,7320,7660,6964,7313,236484,54858.0,6522975.0
2016-09-09,7320,7373,7129,7304,48419,54793.0,6522975.0
2016-09-12,7216,7216,7025,7174,30804,53815.0,6522975.0
2016-09-13,7164,7312,7069,7296,30038,54728.0,6522975.0
2016-09-19,7354,7590,7347,7383,74097,55380.0,6522975.0
2016-09-20,7408,7503,7329,7505,27563,56293.0,6522975.0
2016-09-21,7564,7564,7329,7330,52342,54989.0,6522975.0
2016-09-22,7329,7459,7173,7192,51323,53945.0,6522975.0
2016-09-23,7190,7303,7077,7156,46912,53684.0,6522975.0
2016-09-26,7173,7224,7025,7087,28422,53162.0,6522975.0
2016-09-27,7086,7138,7042,7113,19816,53358.0,6522975.0
2016-09-28,7129,7146,7051,7130,28220,53488.0,6522975.0
2016-09-29,7164,7207,7042,7209,27868,54075.0,6522975.0
2016-09-30,7251,7398,7146,7192,85600,53945.0,6522975.0
2016-10-04,7155,7277,7103,7217,31360,54141.0,6522975.0
2016-10-05,7268,7268,7155,7165,18317,53749.0,6522975.0
2016-10-06,7164,7216,7086,7130,24145,53488.0,6522975.0
2016-10-07,7182,7207,7015,7087,36625,53162.0,6522975.0
2016-10-10,7120,7251,7033,7252,31836,54402.0,6522975.0
2016-10-11,7303,7503,7182,7505,67206,56293.0,6522975.0
2016-10-12,7459,7737,7312,7644,137078,57337.0,6522975.0
2016-10-13,7624,7695,7320,7339,85255,55054.0,6522975.0
2016-10-14,7354,7415,7224,7391,45317,55445.0,6522975.0
2016-10-17,7337,7451,7224,7226,37659,54206.0,6522975.0
2016-10-18,7199,7303,7086,7235,14714,54271.0,6522975.0
2016-10-19,7268,7268,7094,7148,41187,53619.0,6522975.0
2016-10-20,7094,7207,7051,7165,33320,53749.0,6522975.0
2016-10-21,7094,7173,7069,7130,32679,56071.0,6837896.0
2016-10-24,7086,7182,7051,7122,31763,56002.0,6837896.0
2016-10-25,7103,7120,6807,6809,72121,53541.0,6837896.0
2016-10-26,6782,6833,6503,6687,84968,52583.0,6837896.0
2016-10-27,6598,6851,6581,6826,33947,53677.0,6837896.0
