램테크놀러지(171010),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-02-11,5169,5292,4984,5146,59683,58578.0,8756128.0
2014-02-12,5184,5207,5061,5154,26843,58666.0,8756128.0
2014-02-13,5084,5230,5084,5177,42447,58929.0,8756128.0
2014-02-14,5500,5500,5153,5154,15114,58666.0,8756128.0
2014-02-17,5230,5230,5007,5038,20979,57353.0,8756128.0
2014-02-18,4976,5107,4946,5100,38301,58053.0,8756128.0
2014-02-19,5076,5076,4976,4985,36994,56740.0,8756128.0
2014-02-20,5000,5000,4730,4800,52377,54638.0,8756128.0
2014-02-21,4776,4838,4653,4731,31218,53850.0,8756128.0
2014-02-24,4707,4746,4615,4746,29313,54025.0,8756128.0
2014-02-25,4838,4838,4623,4662,22401,53062.0,8756128.0
2014-02-26,4723,4753,4515,4615,86261,52537.0,8756128.0
2014-02-27,4546,4630,4500,4615,33167,52537.0,8756128.0
2014-02-28,4646,4646,4438,4469,78086,50873.0,8756128.0
2014-03-03,4469,4469,4284,4300,45225,48947.0,8756128.0
2014-03-04,4284,4446,4284,4338,45462,49385.0,8756128.0
2014-03-05,4423,4438,4300,4377,58246,49822.0,8756128.0
2014-03-06,4346,4769,4346,4746,80947,54025.0,8756128.0
2014-03-07,4769,4769,4653,4692,10754,53412.0,8756128.0
2014-03-10,4653,4653,4538,4646,30162,52887.0,8756128.0
2014-03-11,4738,5023,4723,4900,125489,55777.0,8756128.0
2014-03-12,4900,4915,4800,4846,41828,55164.0,8756128.0
2014-03-13,4823,4915,4784,4892,40364,55689.0,8756128.0
2014-03-14,4923,4984,4838,4877,40078,55514.0,8756128.0
2014-03-17,4876,4884,4669,4746,27397,54025.0,8756128.0
2014-03-18,4892,4892,4684,4731,26046,53850.0,8756128.0
2014-03-19,4738,4823,4676,4808,46370,54726.0,8756128.0
2014-03-20,4799,5115,4792,5023,113184,57178.0,8756128.0
2014-03-21,5061,5192,4946,4985,65710,56740.0,8756128.0
2014-03-24,5000,5000,4715,4854,52418,55251.0,8756128.0
2014-03-25,4853,4853,4738,4777,12088,54376.0,8756128.0
2014-03-26,4723,4800,4692,4738,12019,53938.0,8756128.0
2014-03-27,4723,4830,4623,4762,10634,54200.0,8756128.0
2014-03-28,4769,4884,4669,4823,19708,54901.0,8756128.0
2014-03-31,4700,4815,4700,4769,7821,54288.0,8756128.0
2014-04-01,4700,4869,4676,4700,19115,53500.0,8756128.0
2014-04-02,4676,4753,4607,4615,50910,52537.0,8756128.0
2014-04-03,4623,5307,4592,5200,272269,59191.0,8756128.0
2014-04-04,5200,5346,5046,5154,168986,58666.0,8756128.0
2014-04-07,5153,5284,5076,5146,116791,58578.0,8756128.0
2014-04-08,5076,5215,5000,5208,45666,59279.0,8756128.0
2014-04-09,5200,5330,5023,5185,52336,59016.0,8756128.0
2014-04-10,5207,5230,5076,5100,21100,58053.0,8756128.0
2014-04-11,5076,5223,4907,5100,34058,58053.0,8756128.0
2014-04-14,5146,5253,4992,5192,79982,59104.0,8756128.0
2014-04-15,5307,5307,5015,5115,46222,58228.0,8756128.0
2014-04-16,5092,5700,5053,5631,189119,64095.0,8756128.0
2014-04-17,5692,5769,5438,5454,274026,62081.0,8756128.0
2014-04-18,5561,5746,5515,5746,137783,65408.0,8756128.0
2014-04-21,5730,6053,5615,5692,50826,64795.0,8756128.0
2014-04-22,5646,5676,5384,5469,134920,62256.0,8756128.0
2014-04-23,5430,5507,5392,5423,39665,61731.0,8756128.0
2014-04-24,5453,5615,5384,5615,89532,63920.0,8756128.0
2014-04-25,5646,5676,5353,5354,157880,60943.0,8756128.0
2014-04-28,5415,5415,5153,5323,113796,60592.0,8756128.0
2014-04-29,5238,5507,5238,5377,88789,61205.0,8756128.0
2014-04-30,5492,5492,5346,5385,47984,61293.0,8756128.0
2014-05-02,5453,5476,5323,5446,33390,61993.0,8756128.0
2014-05-07,5446,5446,5276,5369,37437,61118.0,8756128.0
2014-05-08,5292,5369,5130,5215,98258,59367.0,8756128.0
2014-05-09,5146,5300,5092,5185,17821,59016.0,8756128.0
2014-05-12,5176,5176,4892,4938,77306,56214.0,8756128.0
2014-05-13,4946,4984,4738,4831,66115,54988.0,8756128.0
2014-05-14,4830,5069,4769,5062,49300,57615.0,8756128.0
2014-05-15,5076,5146,5000,5138,22198,58491.0,8756128.0
2014-05-16,4953,5069,4946,4946,25790,56302.0,8756128.0
2014-05-19,5023,5061,4823,4992,3517,56827.0,8756128.0
2014-05-20,4923,4992,4715,4800,22186,54638.0,8756128.0
2014-05-21,4753,4923,4692,4877,23034,55514.0,8756128.0
2014-05-22,4961,4961,4738,4846,27270,55164.0,8756128.0
2014-05-23,4738,4915,4738,4915,1726,55952.0,8756128.0
2014-05-26,4769,4953,4769,4954,5870,56389.0,8756128.0
2014-05-27,4953,5000,4830,4846,37316,55164.0,8756128.0
2014-05-28,4853,4892,4776,4846,8267,55164.0,8756128.0
2014-05-29,4884,5176,4869,5115,35862,58228.0,8756128.0
2014-05-30,5115,5269,5007,5231,48392,59542.0,8756128.0
2014-06-02,5376,5376,4969,5023,40765,57178.0,8756128.0
2014-06-03,5007,5184,4900,5008,28029,57002.0,8756128.0
2014-06-05,5030,5184,5030,5062,33203,57615.0,8756128.0
2014-06-09,5230,5230,4907,5069,14821,57703.0,8756128.0
2014-06-10,5023,5153,4876,4900,11985,55777.0,8756128.0
2014-06-11,4800,5046,4800,5046,12299,57440.0,8756128.0
2014-06-12,5130,5130,4930,4931,1602,56127.0,8756128.0
2014-06-13,4930,5046,4892,5038,2068,57353.0,8756128.0
2014-06-16,5038,5153,4953,5077,9625,57790.0,8756128.0
2014-06-17,5046,5146,4946,4977,4003,56652.0,8756128.0
2014-06-18,4976,5084,4915,5046,672,57440.0,8756128.0
2014-06-19,5046,5046,4961,5038,2889,57353.0,8756128.0
2014-06-20,5023,5107,4946,5046,6370,57440.0,8756128.0
2014-06-23,5000,5000,4915,4915,6770,55952.0,8756128.0
2014-06-24,4915,5046,4815,4877,4132,55514.0,8756128.0
2014-06-25,4853,4923,4638,4715,14190,53675.0,8756128.0
2014-06-26,4869,4869,4684,4692,11129,53412.0,8756128.0
2014-06-27,4769,4769,4576,4731,13614,53850.0,8756128.0
2014-06-30,4884,4884,4630,4723,9148,53763.0,8756128.0
2014-07-01,4838,4838,4638,4662,5084,53062.0,8756128.0
2014-07-02,4630,4684,4592,4592,12941,52274.0,8756128.0
2014-07-03,4576,4615,4484,4485,10659,51048.0,8756128.0
2014-07-04,4484,4507,4346,4346,41766,49472.0,8756128.0
2014-07-07,4400,4400,4253,4377,18488,49822.0,8756128.0
2014-07-08,4307,4492,4307,4392,5967,49997.0,8756128.0
2014-07-09,4500,4500,4307,4308,18030,49034.0,8756128.0
2014-07-10,4307,4461,4292,4362,10315,49647.0,8756128.0
2014-07-11,4461,4461,4315,4415,12881,50260.0,8756128.0
2014-07-14,4430,4576,4376,4377,12721,49822.0,8756128.0
2014-07-15,4300,4530,4284,4338,11566,49385.0,8756128.0
2014-07-16,4315,4376,4261,4308,12999,49034.0,8756128.0
2014-07-17,4230,4307,4169,4200,23739,47808.0,8756128.0
2014-07-18,4200,4246,4076,4185,17089,47633.0,8756128.0
2014-07-21,4346,4346,4123,4162,10399,47371.0,8756128.0
2014-07-22,4200,4261,4146,4177,10162,47546.0,8756128.0
2014-07-23,4200,4200,4130,4192,20099,47721.0,8756128.0
2014-07-24,4261,4261,4115,4192,6155,47721.0,8756128.0
2014-07-25,4200,4261,4161,4215,4918,47984.0,8756128.0
2014-07-28,4238,4338,4223,4262,16931,48509.0,8756128.0
2014-07-29,4369,4369,4076,4246,14094,48334.0,8756128.0
2014-07-30,4338,4338,4153,4231,5306,48159.0,8756128.0
2014-07-31,4100,4276,4000,4023,31335,45795.0,8756128.0
2014-08-01,3961,4223,3961,4054,9029,46145.0,8756128.0
2014-08-04,4015,4200,4000,4115,13100,46845.0,8756128.0
2014-08-05,4084,4238,4084,4231,8339,48159.0,8756128.0
2014-08-06,4238,4238,4176,4223,10520,48071.0,8756128.0
2014-08-07,4446,4446,4238,4269,7260,48597.0,8756128.0
2014-08-08,4346,4346,4176,4200,7036,47808.0,8756128.0
2014-08-11,4215,4215,4107,4177,5692,47546.0,8756128.0
2014-08-12,4207,4800,4153,4154,11737,47283.0,8756128.0
2014-08-13,4176,4346,4030,4154,21737,47283.0,8756128.0
2014-08-14,4215,4215,4100,4208,2855,47896.0,8756128.0
2014-08-18,4207,4292,4115,4123,10144,46933.0,8756128.0
2014-08-19,4146,4192,3853,4138,4576,47108.0,8756128.0
2014-08-20,4100,4184,3969,3985,7992,45357.0,8756128.0
2014-08-21,3984,4076,3684,3808,124126,43343.0,8756128.0
2014-08-22,3807,3807,3546,3654,59786,41592.0,8756128.0
2014-08-25,3580,3584,3480,3535,38936,40234.0,8756128.0
2014-08-26,3380,3523,3380,3485,38232,39665.0,8756128.0
2014-08-27,3457,3565,3453,3515,21852,40016.0,8756128.0
2014-08-28,3403,3503,3380,3423,26541,38965.0,8756128.0
2014-08-29,3423,3423,3215,3231,76920,36776.0,8756128.0
2014-09-01,3192,3219,2934,2985,113179,33974.0,8756128.0
2014-09-02,2984,2984,2842,2904,46840,33054.0,8756128.0
2014-09-03,2869,3330,2869,3146,60870,35813.0,8756128.0
2014-09-04,3115,3226,3015,3065,44777,34893.0,8756128.0
2014-09-05,3184,3184,2961,3046,18237,34674.0,8756128.0
2014-09-11,3092,3092,2969,2988,14490,34018.0,8756128.0
2014-09-12,3000,3061,2923,2938,20713,33448.0,8756128.0
2014-09-15,2919,2953,2861,2865,9036,32617.0,8756128.0
2014-09-16,2865,3176,2865,3069,10594,34937.0,8756128.0
2014-09-17,3115,3130,3000,3077,10087,35025.0,8756128.0
2014-09-18,3115,3115,3038,3088,15016,35156.0,8756128.0
2014-09-19,3123,3123,2988,3008,24190,34236.0,8756128.0
2014-09-22,2992,3011,2923,2992,11246,34061.0,8756128.0
2014-09-23,2923,2988,2876,2892,71847,32923.0,8756128.0
2014-09-24,2892,2976,2876,2885,19244,32835.0,8756128.0
2014-09-25,2957,2957,2846,2854,68997,32485.0,8756128.0
2014-09-26,2884,2900,2819,2846,16645,32398.0,8756128.0
2014-09-29,2900,2900,2776,2846,13214,32398.0,8756128.0
2014-09-30,2769,2826,2769,2808,12471,31960.0,8756128.0
2014-10-01,2792,2823,2715,2731,18558,31084.0,8756128.0
2014-10-02,2707,2776,2700,2723,7281,30997.0,8756128.0
2014-10-06,2734,2884,2657,2715,14601,30909.0,8756128.0
2014-10-07,2646,2707,2550,2569,46924,29245.0,8756128.0
2014-10-08,2465,2503,2411,2454,49053,27932.0,8756128.0
2014-10-10,2461,2499,2315,2365,44392,26925.0,8756128.0
2014-10-13,2361,2484,2323,2346,27605,26706.0,8756128.0
2014-10-14,2346,2530,2326,2515,33449,28633.0,8756128.0
2014-10-15,2515,2569,2473,2477,41671,28195.0,8756128.0
2014-10-16,2484,2815,2426,2646,42290,30121.0,8756128.0
2014-10-17,2646,2869,2584,2635,72542,29990.0,8756128.0
2014-10-20,2600,2769,2600,2750,22934,31303.0,8756128.0
2014-10-21,2761,2796,2711,2769,39727,31522.0,8756128.0
2014-10-22,2730,2784,2615,2631,53629,29946.0,8756128.0
2014-10-23,2630,2726,2488,2631,31785,29946.0,8756128.0
2014-10-24,2615,2757,2492,2600,17356,29596.0,8756128.0
2014-10-27,2592,2592,2450,2519,40431,28676.0,8756128.0
2014-10-28,2526,2576,2507,2535,13394,28851.0,8756128.0
2014-10-29,2576,2665,2503,2658,15302,30252.0,8756128.0
2014-10-30,2676,2826,2653,2723,15019,30997.0,8756128.0
2014-10-31,2792,2796,2657,2692,27425,30646.0,8756128.0
2014-11-03,2692,2900,2630,2831,21049,32223.0,8756128.0
2014-11-04,2830,2830,2676,2765,19052,31478.0,8756128.0
2014-11-05,2769,2769,2630,2762,25979,31434.0,8756128.0
2014-11-06,2765,2823,2630,2723,10457,30997.0,8756128.0
2014-11-07,2726,2823,2603,2673,20990,30428.0,8756128.0
2014-11-10,2642,2750,2638,2673,11997,30428.0,8756128.0
2014-11-11,2669,3073,2669,3038,41134,34587.0,8756128.0
2014-11-12,3215,3215,2884,2931,29015,33361.0,8756128.0
2014-11-13,2930,2992,2892,2977,9090,33886.0,8756128.0
2014-11-14,2988,2988,2784,2904,37701,33054.0,8756128.0
2014-11-17,2961,2984,2846,2927,16685,33317.0,8756128.0
2014-11-18,2896,3065,2807,2846,20433,32398.0,8756128.0
2014-11-19,2846,2961,2826,2954,15534,33624.0,8756128.0
2014-11-20,2953,3030,2830,2831,17167,32223.0,8756128.0
2014-11-21,2830,2888,2723,2846,8875,32398.0,8756128.0
2014-11-24,2846,3000,2823,2954,20562,33624.0,8756128.0
2014-11-25,3003,3003,2842,2900,24028,33011.0,8756128.0
2014-11-26,2903,3000,2884,2954,11766,33624.0,8756128.0
2014-11-27,2869,3011,2869,2877,8550,32748.0,8756128.0
2014-11-28,2869,2926,2811,2892,11130,32923.0,8756128.0
2014-12-01,2892,2988,2800,2873,8197,32704.0,8756128.0
2014-12-02,2819,2923,2819,2854,3096,32485.0,8756128.0
2014-12-03,2857,2992,2811,2812,15108,32004.0,8756128.0
2014-12-04,2811,2919,2811,2854,6841,32485.0,8756128.0
2014-12-05,2853,2953,2846,2873,6076,32704.0,8756128.0
2014-12-08,2873,2923,2819,2865,2074,32617.0,8756128.0
2014-12-09,2865,2896,2826,2838,2850,32310.0,8756128.0
2014-12-10,2892,3000,2826,2827,8346,32179.0,8756128.0
2014-12-11,2823,2938,2792,2923,5806,33273.0,8756128.0
2014-12-12,2884,2923,2815,2869,4275,32660.0,8756128.0
2014-12-15,2807,2900,2707,2900,9500,33011.0,8756128.0
2014-12-16,2815,2934,2815,2915,7173,33186.0,8756128.0
2014-12-17,2915,3088,2884,2904,4661,33054.0,8756128.0
2014-12-18,2903,3050,2830,2862,17513,32573.0,8756128.0
2014-12-19,2865,2973,2865,2904,117,33054.0,8756128.0
2014-12-22,2907,2957,2788,2873,7911,32704.0,8756128.0
2014-12-23,2846,2938,2738,2915,10447,33186.0,8756128.0
2014-12-24,2888,2888,2784,2835,19375,32266.0,8756128.0
2014-12-26,2776,2873,2746,2769,11623,31522.0,8756128.0
2014-12-29,2750,2846,2730,2835,7118,32266.0,8756128.0
2014-12-30,2838,2896,2811,2815,3734,32047.0,8756128.0
2015-01-02,2823,2907,2769,2785,6603,31697.0,8756128.0
2015-01-05,2788,2880,2788,2842,905,32354.0,8756128.0
2015-01-06,2842,2976,2734,2788,17437,31741.0,8756128.0
2015-01-07,2792,2880,2707,2792,14150,31785.0,8756128.0
2015-01-08,2915,2923,2803,2869,7135,32660.0,8756128.0
2015-01-09,2869,2919,2853,2862,13207,32573.0,8756128.0
2015-01-12,2861,2961,2807,2938,8612,33448.0,8756128.0
2015-01-13,2892,2950,2869,2923,9530,33273.0,8756128.0
2015-01-14,2946,3015,2923,2938,37198,33448.0,8756128.0
2015-01-15,2980,3376,2953,3377,251112,38439.0,8756128.0
2015-01-16,3469,3669,3230,3231,281480,36776.0,8756128.0
2015-01-19,3230,3653,3230,3485,167953,39665.0,8756128.0
2015-01-20,3576,3630,3346,3515,76376,40016.0,8756128.0
2015-01-21,3523,3600,3196,3223,88626,36688.0,8756128.0
2015-01-22,3230,3261,3015,3015,160083,34324.0,8756128.0
2015-01-23,3019,3115,3003,3054,49091,34762.0,8756128.0
2015-01-26,3092,3273,3065,3177,55638,36163.0,8756128.0
2015-01-27,3084,3211,3084,3135,32455,35681.0,8756128.0
2015-01-28,3142,3284,3142,3150,37878,35856.0,8756128.0
2015-01-29,3157,3315,3157,3235,42321,36820.0,8756128.0
2015-01-30,3234,3369,3211,3346,29776,38089.0,8756128.0
2015-02-02,3480,3484,3346,3350,37098,38133.0,8756128.0
2015-02-03,3315,3357,3265,3327,37435,37870.0,8756128.0
2015-02-04,3423,3492,3330,3469,80132,39490.0,8756128.0
2015-02-05,3492,3715,3492,3638,78838,41416.0,8756128.0
2015-02-06,3673,3834,3638,3815,107811,43430.0,8756128.0
2015-02-09,3846,3992,3784,3977,105159,45269.0,8756128.0
2015-02-10,4107,4107,3688,3815,62466,43430.0,8756128.0
2015-02-11,3769,3846,3676,3769,57013,42905.0,8756128.0
2015-02-12,3746,4107,3746,4038,58246,45970.0,8756128.0
2015-02-13,4046,4323,4046,4115,94369,46845.0,8756128.0
2015-02-16,3953,4215,3853,4208,85505,47896.0,8756128.0
2015-02-17,4323,4323,4192,4215,35035,47984.0,8756128.0
2015-02-23,4215,4453,4130,4362,40929,49647.0,8756128.0
2015-02-24,4361,4461,4238,4315,27091,49122.0,8756128.0
2015-02-25,4461,4461,4200,4262,52116,48509.0,8756128.0
2015-02-26,4261,4261,4053,4262,31914,48509.0,8756128.0
2015-02-27,4246,4369,4215,4277,31064,48684.0,8756128.0
2015-03-02,4346,4346,4200,4246,31690,48334.0,8756128.0
2015-03-03,4223,4223,3969,3992,57216,45444.0,8756128.0
2015-03-04,3992,4138,3953,4062,48043,46232.0,8756128.0
2015-03-05,4076,4076,3930,4000,22773,45532.0,8756128.0
2015-03-06,4000,4015,3792,3808,52242,43343.0,8756128.0
2015-03-09,3830,3830,3638,3738,54236,42555.0,8756128.0
2015-03-10,3796,3796,3507,3550,36966,40410.0,8756128.0
2015-03-11,3473,3592,3450,3550,28175,40410.0,8756128.0
2015-03-12,3592,3607,3473,3492,44635,39753.0,8756128.0
2015-03-13,3496,3588,3315,3381,86232,38483.0,8756128.0
2015-03-16,3461,3461,3346,3419,14556,38921.0,8756128.0
2015-03-17,3569,3569,3461,3527,17002,40147.0,8756128.0
2015-03-18,3530,3615,3530,3592,24823,40891.0,8756128.0
2015-03-19,3615,3803,3561,3800,30484,43255.0,8756128.0
2015-03-20,3738,3800,3688,3723,18162,42380.0,8756128.0
2015-03-23,3630,3684,3523,3546,35770,40366.0,8756128.0
2015-03-24,3542,3542,3438,3515,14045,40016.0,8756128.0
2015-03-25,3515,3846,3507,3623,21693,41241.0,8756128.0
2015-03-26,3573,3623,3515,3515,16943,40016.0,8756128.0
2015-03-27,3457,3550,3423,3531,21335,40191.0,8756128.0
2015-03-30,3730,3730,3550,3600,17190,40979.0,8756128.0
2015-03-31,3600,3757,3600,3708,28540,42205.0,8756128.0
2015-04-01,3688,3792,3634,3712,9899,42248.0,8756128.0
2015-04-02,3719,3961,3680,3723,18900,42380.0,8756128.0
2015-04-03,3807,3923,3730,3915,28404,44569.0,8756128.0
2015-04-06,4000,4038,3846,3900,17218,44394.0,8756128.0
2015-04-07,3984,3992,3811,3900,12919,44394.0,8756128.0
2015-04-08,3938,3969,3796,3796,12316,43211.0,8756128.0
2015-04-09,3769,3953,3753,3796,15019,43211.0,8756128.0
2015-04-10,3807,3892,3696,3731,20317,42467.0,8756128.0
2015-04-13,3838,3846,3576,3608,28834,41066.0,8756128.0
2015-04-14,3746,3746,3500,3615,23537,41154.0,8756128.0
2015-04-15,3900,3900,3507,3565,9270,40585.0,8756128.0
2015-04-16,3569,3730,3523,3692,8744,42029.0,8756128.0
2015-04-17,3696,3915,3530,3615,22204,41154.0,8756128.0
2015-04-20,3561,3565,3453,3485,46950,39665.0,8756128.0
2015-04-21,3419,3530,3415,3435,54250,39096.0,8756128.0
2015-04-22,3469,3750,3373,3431,47799,39052.0,8756128.0
2015-04-23,3534,3673,3442,3619,24339,41198.0,8756128.0
2015-04-24,3580,3750,3473,3515,43985,40016.0,8756128.0
2015-04-27,3600,3803,3550,3804,31871,43299.0,8756128.0
2015-04-28,3765,3853,3734,3800,23054,43255.0,8756128.0
2015-04-29,3769,3800,3657,3750,9875,42686.0,8756128.0
2015-04-30,3750,3800,3707,3712,7957,42248.0,8756128.0
2015-05-04,3711,3711,3500,3562,10491,40541.0,8756128.0
2015-05-06,3496,3573,3403,3515,17924,40016.0,8756128.0
2015-05-07,3569,3573,3434,3569,4036,40628.0,8756128.0
2015-05-08,3569,3846,3569,3746,27312,42642.0,8756128.0
2015-05-11,3780,3780,3619,3650,20256,41548.0,8756128.0
2015-05-12,3580,3692,3557,3615,17719,41154.0,8756128.0
2015-05-13,3615,4107,3538,3815,103107,43430.0,8756128.0
2015-05-14,3780,4161,3780,4015,111837,45707.0,8756128.0
2015-05-15,4076,4615,4076,4423,490726,50348.0,8756128.0
2015-05-18,4307,5084,4246,4808,287386,54726.0,8756128.0
2015-05-19,4830,5138,4769,5023,182179,57178.0,8756128.0
2015-05-20,5023,5115,4938,5023,85050,57178.0,8756128.0
2015-05-21,4930,5300,4923,5000,120631,56915.0,8756128.0
2015-05-22,5292,5292,4884,4977,143097,56652.0,8756128.0
2015-05-26,4976,5000,4876,4954,91852,56389.0,8756128.0
2015-05-27,5061,5061,4784,4962,31626,56477.0,8756128.0
2015-05-28,4999,5069,4846,4923,50883,56039.0,8756128.0
2015-05-29,4923,4923,4807,4846,29153,55164.0,8756128.0
2015-06-01,4846,5007,4753,4985,20358,56740.0,8756128.0
2015-06-02,5015,5038,4938,5015,54590,57090.0,8756128.0
2015-06-03,4961,5230,4884,5185,107237,59016.0,8756128.0
2015-06-04,5284,5300,4938,4977,65835,56652.0,8756128.0
2015-06-05,4923,5038,4876,4977,17696,56652.0,8756128.0
2015-06-08,4907,4923,4792,4869,18439,55426.0,8756128.0
2015-06-09,4869,4992,4769,4992,20535,56827.0,8756128.0
2015-06-10,4992,5038,4807,4900,16679,55777.0,8756128.0
2015-06-11,4884,4884,4484,4485,138733,51048.0,8756128.0
2015-06-12,4453,4569,4076,4115,162196,46845.0,8756128.0
2015-06-15,4069,4346,4007,4215,55680,47984.0,8756128.0
2015-06-16,4100,4330,4015,4215,42941,47984.0,8756128.0
2015-06-17,4215,4215,3884,3885,67804,44218.0,8756128.0
2015-06-18,3884,3992,3726,3731,129826,42467.0,8756128.0
2015-06-19,3830,3869,3726,3846,47204,43781.0,8756128.0
2015-06-22,3753,4038,3753,4015,29173,45707.0,8756128.0
2015-06-23,3961,4200,3946,4000,74229,45532.0,8756128.0
2015-06-24,3961,4300,3961,4215,48724,47984.0,8756128.0
2015-06-25,4238,4615,4238,4346,32431,49472.0,8756128.0
2015-06-26,4476,4492,4238,4308,31639,49034.0,8756128.0
2015-06-29,4384,4384,4123,4185,15280,47633.0,8756128.0
2015-06-30,4038,4184,3946,4169,19594,47458.0,8756128.0
2015-07-01,4415,4415,4107,4277,18137,48684.0,8756128.0
2015-07-02,4423,4423,4200,4262,3730,48509.0,8756128.0
2015-07-03,4415,4415,3923,4154,51137,47283.0,8756128.0
2015-07-06,4153,4307,3961,4000,30246,45532.0,8756128.0
2015-07-07,3984,4115,3773,3862,64571,43956.0,8756128.0
2015-07-08,3853,3976,3757,3885,35539,44218.0,8756128.0
2015-07-09,3861,3938,3807,3900,6628,44394.0,8756128.0
2015-07-10,3773,4123,3773,3869,25389,44043.0,8756128.0
2015-07-13,4253,4253,3876,3931,19568,44744.0,8756128.0
2015-07-14,4076,4076,3846,3915,35984,44569.0,8756128.0
2015-07-15,3853,4000,3846,4000,11137,45532.0,8756128.0
2015-07-16,4030,4030,3876,3931,18105,44744.0,8756128.0
2015-07-17,4023,4153,3923,4046,29260,46057.0,8756128.0
2015-07-20,4046,4184,3976,4015,17942,45707.0,8756128.0
2015-07-21,4053,4076,3846,3846,28142,43781.0,8756128.0
2015-07-22,3884,3884,3769,3846,36353,43781.0,8756128.0
2015-07-23,3846,3846,3692,3731,40133,42467.0,8756128.0
2015-07-24,3730,3838,3684,3738,18158,42555.0,8756128.0
2015-07-27,3730,4000,3546,3731,28098,42467.0,8756128.0
2015-07-28,3730,3730,3519,3635,27516,41373.0,8756128.0
2015-07-29,3634,3834,3542,3631,18659,41329.0,8756128.0
2015-07-30,3630,3630,3484,3565,15342,40585.0,8756128.0
2015-07-31,3580,3661,3384,3523,39810,40103.0,8756128.0
2015-08-03,3811,3811,3234,3292,92136,37476.0,8756128.0
