삼성스팩2호(291230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-08,2025,2025,2020,2020,809,15251.0,7550000.0
2019-02-11,2025,2025,2015,2020,1435,15251.0,7550000.0
2019-02-12,2020,2020,2015,2020,1900,15251.0,7550000.0
2019-02-13,2025,2025,2015,2020,6581,15251.0,7550000.0
2019-02-14,2025,2025,2025,2025,4,15289.0,7550000.0
2019-02-15,2025,2030,2020,2025,3706,15289.0,7550000.0
2019-02-18,2025,2025,2015,2020,6463,15251.0,7550000.0
2019-02-19,2025,2025,2020,2020,2523,15251.0,7550000.0
2019-02-20,2020,2020,2015,2015,4145,15213.0,7550000.0
2019-02-21,2025,2025,2015,2015,3860,15213.0,7550000.0
2019-02-22,2025,2025,2020,2020,4,15251.0,7550000.0
2019-02-25,2025,2025,2025,2025,1502,15289.0,7550000.0
2019-02-26,2025,2025,2010,2015,77458,15213.0,7550000.0
2019-02-27,2030,2030,2010,2020,5254,15251.0,7550000.0
2019-02-28,2025,2025,2010,2020,5484,15251.0,7550000.0
2019-03-04,2025,2025,2010,2015,11264,15213.0,7550000.0
2019-03-05,2020,2025,2015,2025,36161,15289.0,7550000.0
2019-03-06,2025,2025,2010,2025,58353,15289.0,7550000.0
2019-03-07,2025,2025,2025,2025,2,15289.0,7550000.0
2019-03-08,2025,2025,2025,2025,52,15289.0,7550000.0
2019-03-11,2025,2025,2020,2025,10760,15289.0,7550000.0
2019-03-12,2030,2030,2020,2030,7766,15326.0,7550000.0
2019-03-13,2030,2035,2020,2030,50036,15326.0,7550000.0
2019-03-14,2030,2030,2020,2030,16466,15326.0,7550000.0
2019-03-15,2030,2030,2030,2030,2565,15326.0,7550000.0
2019-03-18,2030,2030,2020,2030,11011,15326.0,7550000.0
2019-03-19,2030,2030,2030,2030,17009,15326.0,7550000.0
2019-03-20,2035,2035,2020,2030,15935,15326.0,7550000.0
2019-03-21,2030,2040,2030,2035,8247,15364.0,7550000.0
2019-03-22,2040,2040,2015,2035,6283,15364.0,7550000.0
2019-03-25,2040,2040,2020,2035,10053,15364.0,7550000.0
2019-03-26,2035,2035,2025,2030,11260,15326.0,7550000.0
2019-03-27,2040,2040,2025,2035,255,15364.0,7550000.0
2019-03-28,2040,2040,2030,2030,12,15326.0,7550000.0
2019-03-29,2030,2035,2020,2025,3556,15289.0,7550000.0
2019-04-01,2035,2035,2015,2030,23008,15326.0,7550000.0
2019-04-02,2030,2030,2020,2030,909,15326.0,7550000.0
2019-04-03,2030,2035,2030,2030,20015,15326.0,7550000.0
2019-04-04,2035,2035,2020,2035,11112,15364.0,7550000.0
2019-04-05,2035,2035,2020,2020,35852,15251.0,7550000.0
2019-04-08,2020,2035,2020,2030,20323,15326.0,7550000.0
2019-04-09,2035,2035,2030,2030,65,15326.0,7550000.0
2019-04-10,2030,2050,2030,2040,15820,15402.0,7550000.0
2019-04-11,2040,2040,2025,2035,18758,15364.0,7550000.0
2019-04-12,2040,2040,2025,2035,6519,15364.0,7550000.0
2019-04-15,2040,2040,2030,2040,39301,15402.0,7550000.0
2019-04-16,2040,2045,2025,2035,8196,15364.0,7550000.0
2019-04-17,2045,2045,2030,2045,23560,15440.0,7550000.0
2019-04-18,2045,2045,2030,2045,7646,15440.0,7550000.0
2019-04-19,2045,2060,2030,2060,8810,15553.0,7550000.0
2019-04-22,2065,2065,2040,2060,4301,15553.0,7550000.0
2019-04-23,2065,2070,2050,2060,14691,15553.0,7550000.0
2019-04-24,2070,2070,2050,2065,14139,15591.0,7550000.0
2019-04-25,2055,2065,2050,2060,2710,15553.0,7550000.0
2019-04-26,2065,2070,2050,2065,4665,15591.0,7550000.0
2019-04-29,2070,2070,2050,2065,4845,15591.0,7550000.0
2019-04-30,2070,2070,2045,2060,4254,15553.0,7550000.0
2019-05-02,2065,2070,2055,2070,3060,15628.0,7550000.0
2019-05-03,2070,2080,2050,2080,17262,15704.0,7550000.0
2019-05-07,2075,2080,2055,2075,5103,15666.0,7550000.0
2019-05-08,2075,2075,2050,2060,83597,15553.0,7550000.0
2019-05-09,2070,2075,2060,2075,19114,15666.0,7550000.0
2019-05-10,2075,2085,2050,2075,133066,15666.0,7550000.0
2019-05-13,2070,2090,2065,2090,18237,15780.0,7550000.0
2019-05-14,2090,2305,2050,2065,1946450,15591.0,7550000.0
2019-05-15,2065,2075,2055,2060,164950,15553.0,7550000.0
2019-05-16,2070,2070,2050,2060,59598,15553.0,7550000.0
2019-05-17,2085,2085,2055,2065,75500,15591.0,7550000.0
2019-05-20,2070,2070,2055,2055,22618,15515.0,7550000.0
2019-05-21,2070,2075,2060,2060,17890,15553.0,7550000.0
2019-05-22,2075,2075,2060,2075,14745,15666.0,7550000.0
2019-05-23,2075,2075,2070,2075,3940,15666.0,7550000.0
2019-05-24,2075,2080,2060,2075,37343,15666.0,7550000.0
2019-05-27,2075,2075,2060,2075,11019,15666.0,7550000.0
2019-05-28,2080,2080,2070,2080,17507,15704.0,7550000.0
2019-05-29,2075,2075,2065,2075,15816,15666.0,7550000.0
2019-05-30,2075,2075,2065,2070,722,15628.0,7550000.0
2019-05-31,2065,2080,2065,2075,9362,15666.0,7550000.0
2019-06-03,2080,2085,2075,2080,16140,15704.0,7550000.0
2019-06-04,2090,2090,2075,2080,19273,15704.0,7550000.0
2019-06-05,2090,2090,2070,2080,32242,15704.0,7550000.0
2019-06-07,2080,2090,2080,2085,21250,15742.0,7550000.0
2019-06-10,2090,2090,2085,2085,179491,15742.0,7550000.0
2019-06-11,2090,2090,2080,2085,1866,15742.0,7550000.0
2019-06-12,2090,2095,2080,2085,7507,15742.0,7550000.0
2019-06-13,2090,2100,2085,2095,20659,15817.0,7550000.0
2019-06-14,2100,2120,2090,2105,17235,15893.0,7550000.0
2019-06-17,2125,2125,2100,2105,38307,15893.0,7550000.0
2019-06-18,2120,2120,2085,2095,30201,15817.0,7550000.0
2019-06-19,2125,2125,2100,2110,3477,15930.0,7550000.0
2019-06-20,2125,2125,2110,2115,10592,15968.0,7550000.0
2019-06-21,2130,2130,2100,2115,20757,15968.0,7550000.0
2019-06-24,2130,2130,2105,2105,10522,15893.0,7550000.0
2019-06-25,2125,2130,2105,2110,45383,15930.0,7550000.0
2019-06-26,2125,2125,2105,2125,11485,16044.0,7550000.0
2019-06-27,2130,2130,2110,2120,11644,16006.0,7550000.0
2019-06-28,2125,2125,2115,2125,425,16044.0,7550000.0
2019-07-01,2110,2130,2110,2125,20651,16044.0,7550000.0
2019-07-02,2135,2135,2120,2130,13706,16082.0,7550000.0
2019-07-03,2135,2135,2115,2125,2083,16044.0,7550000.0
2019-07-04,2135,2135,2115,2115,21658,15968.0,7550000.0
2019-07-05,2130,2130,2110,2125,19821,16044.0,7550000.0
2019-07-08,2125,2140,2110,2120,11321,16006.0,7550000.0
2019-07-09,2135,2135,2110,2125,20983,16044.0,7550000.0
2019-07-10,2135,2135,2115,2130,3864,16082.0,7550000.0
2019-07-11,2135,2135,2120,2135,2040,16119.0,7550000.0
2019-07-12,2135,2135,2130,2130,223,16082.0,7550000.0
2019-07-15,2135,2135,2115,2115,10412,15968.0,7550000.0
2019-07-16,2135,2135,2090,2100,17826,15855.0,7550000.0
2019-07-17,2120,2120,2085,2095,16025,15817.0,7550000.0
2019-07-18,2115,2115,2080,2095,15111,15817.0,7550000.0
2019-07-19,2095,2105,2095,2100,4261,15855.0,7550000.0
2019-07-22,2100,2100,2080,2100,21134,15855.0,7550000.0
2019-07-23,2115,2115,2090,2115,1506,15968.0,7550000.0
2019-07-24,2115,2120,2105,2105,2009,15893.0,7550000.0
2019-07-25,2125,2125,2100,2115,791,15968.0,7550000.0
2019-07-26,2125,2125,2095,2120,416,16006.0,7550000.0
2019-07-29,2125,2125,2100,2120,3633,16006.0,7550000.0
2019-07-30,2130,2130,2085,2125,171,16044.0,7550000.0
2019-07-31,2125,2125,2120,2120,1604,16006.0,7550000.0
2019-08-01,2120,2120,2095,2115,6137,15968.0,7550000.0
2019-08-02,2115,2115,2100,2110,8376,15930.0,7550000.0
2019-08-05,2115,2115,2075,2075,37331,15666.0,7550000.0
2019-08-06,2075,2095,2075,2085,19893,15742.0,7550000.0
2019-08-07,2085,2110,2070,2095,76681,15817.0,7550000.0
2019-08-08,2095,2105,2075,2100,7573,15855.0,7550000.0
2019-08-09,2100,2100,2100,2100,5146,15855.0,7550000.0
2019-08-12,2105,2105,2095,2095,4014,15817.0,7550000.0
2019-08-13,2105,2105,2095,2100,9387,15855.0,7550000.0
2019-08-14,2100,2105,2090,2100,5771,15855.0,7550000.0
2019-08-16,2105,2105,2090,2100,3041,15855.0,7550000.0
2019-08-19,2100,2105,2080,2095,12765,15817.0,7550000.0
2019-08-20,2095,2095,2080,2090,7873,15780.0,7550000.0
2019-08-21,2105,2105,2080,2080,5950,15704.0,7550000.0
2019-08-22,2090,2090,2080,2080,2865,15704.0,7550000.0
2019-08-23,2115,2115,2095,2100,3,15855.0,7550000.0
2019-08-26,2080,2105,2080,2100,4915,15855.0,7550000.0
2019-08-27,2100,2100,2080,2095,11568,15817.0,7550000.0
2019-08-28,2100,2100,2090,2095,3187,15817.0,7550000.0
2019-08-29,2100,2100,2080,2095,485,15817.0,7550000.0
2019-08-30,2095,2095,2070,2090,4879,15780.0,7550000.0
2019-09-02,2105,2105,2070,2085,34581,15742.0,7550000.0
2019-09-03,2085,2085,2070,2085,6757,15742.0,7550000.0
2019-09-04,2090,2090,2070,2090,5342,15780.0,7550000.0
2019-09-05,2090,2090,2070,2090,4585,15780.0,7550000.0
2019-09-06,2070,2090,2070,2085,2260,15742.0,7550000.0
2019-09-09,2075,2100,2070,2085,3221,15742.0,7550000.0
2019-09-10,2075,2105,2075,2095,22470,15817.0,7550000.0
2019-09-11,2100,2105,2095,2105,4826,15893.0,7550000.0
2019-09-16,2115,2115,2100,2115,6510,15968.0,7550000.0
2019-09-17,2110,2110,2085,2105,38988,15893.0,7550000.0
2019-09-18,2120,2120,2085,2100,31938,15855.0,7550000.0
2019-09-19,2100,2100,2085,2100,2787,15855.0,7550000.0
2019-09-20,2100,2100,2090,2100,4914,15855.0,7550000.0
2019-09-23,2095,2120,2085,2120,20657,16006.0,7550000.0
2019-09-24,2120,2120,2090,2100,2686,15855.0,7550000.0
2019-09-25,2100,2110,2070,2090,17611,15780.0,7550000.0
2019-09-26,2100,2100,2065,2075,36221,15666.0,7550000.0
2019-09-27,2100,2100,2075,2075,16825,15666.0,7550000.0
2019-09-30,2105,2105,2080,2100,33282,15855.0,7550000.0
2019-10-01,2090,2100,2085,2090,38393,15780.0,7550000.0
2019-10-02,2100,2100,2085,2090,31157,15780.0,7550000.0
2019-10-04,2100,2100,2085,2095,6674,15817.0,7550000.0
2019-10-07,2095,2095,2085,2095,4100,15817.0,7550000.0
