티엘아이(062860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-09-27,11000,11500,10900,11400,327785,46740.0,4100000.0
2006-09-28,11500,12100,11350,11500,244531,47150.0,4100000.0
2006-09-29,11850,12050,11450,11600,219951,47560.0,4100000.0
2006-10-02,11500,11550,11150,11150,109185,45715.0,4100000.0
2006-10-04,10850,11000,10300,10500,103970,43050.0,4100000.0
2006-10-09,10500,10850,8950,8950,188565,36695.0,4100000.0
2006-10-10,9060,9590,9060,9410,148899,38581.0,4100000.0
2006-10-11,9340,9670,8510,9570,199015,39237.0,4100000.0
2006-10-12,9570,9990,9480,9820,128456,40262.0,4100000.0
2006-10-13,9930,10150,9710,9710,154298,39811.0,4100000.0
2006-10-16,9730,10400,9730,10300,163732,42230.0,4100000.0
2006-10-17,10800,10800,10150,10200,221118,41820.0,4100000.0
2006-10-18,10100,10400,9760,10400,98956,42640.0,4100000.0
2006-10-19,10350,10400,9970,10100,86059,41410.0,4100000.0
2006-10-20,10100,10300,9900,9980,79392,40918.0,4100000.0
2006-10-23,10150,10150,9700,9800,75388,40180.0,4100000.0
2006-10-24,9810,9890,9750,9770,49918,40057.0,4100000.0
2006-10-25,9720,9800,9510,9510,76713,38991.0,4100000.0
2006-10-26,9510,9740,9400,9500,35920,38950.0,4100000.0
2006-10-27,9650,9810,9430,9500,99041,38950.0,4100000.0
2006-10-30,9570,9730,9420,9690,162105,39729.0,4100000.0
2006-10-31,9700,9800,9400,9410,158153,38581.0,4100000.0
2006-11-01,9450,9490,9200,9250,120856,37925.0,4100000.0
2006-11-02,9300,9510,9150,9510,143256,38991.0,4100000.0
2006-11-03,9620,9950,9620,9820,127456,40262.0,4100000.0
2006-11-06,9820,9820,9570,9770,40608,40057.0,4100000.0
2006-11-07,9890,9970,9790,9790,52758,40139.0,4100000.0
2006-11-08,9840,9900,9680,9780,38497,40098.0,4100000.0
2006-11-09,9780,9780,9450,9580,67836,39278.0,4100000.0
2006-11-10,9450,9550,9360,9360,44194,38376.0,4100000.0
2006-11-13,9370,9510,8520,9000,111027,36900.0,4100000.0
2006-11-14,9070,9400,9010,9400,93466,38540.0,4100000.0
2006-11-15,9500,9550,9360,9450,70646,38745.0,4100000.0
2006-11-16,9530,9530,9270,9270,50516,38007.0,4100000.0
2006-11-17,9200,9310,9100,9280,75454,38048.0,4100000.0
2006-11-20,9270,9270,8940,8980,64376,36818.0,4100000.0
2006-11-21,8930,9100,8930,9040,38136,37064.0,4100000.0
2006-11-22,9030,9090,8850,9030,69469,37023.0,4100000.0
2006-11-23,9000,9030,8560,8800,115429,36080.0,4100000.0
2006-11-24,8700,8760,8470,8520,165886,34932.0,4100000.0
2006-11-27,8500,9180,8420,9100,143196,54522.0,5991435.0
2006-11-28,9100,9100,8870,8900,63143,53324.0,5991435.0
2006-11-29,8920,9500,8920,9300,115075,55720.0,5991435.0
2006-11-30,9680,9850,9330,9430,131205,56499.0,5991435.0
2006-12-01,9460,9700,9280,9280,97898,55601.0,5991435.0
2006-12-04,9450,9530,9110,9320,88965,55840.0,5991435.0
2006-12-05,9400,9450,8900,8990,73154,53863.0,5991435.0
2006-12-06,8850,8990,8360,8470,177591,50747.0,5991435.0
2006-12-07,8430,8550,8190,8290,131347,49669.0,5991435.0
2006-12-08,8200,8260,8080,8230,66467,49310.0,5991435.0
2006-12-11,8150,8330,8090,8090,55128,48471.0,5991435.0
2006-12-12,8010,8090,7550,7560,138585,45295.0,5991435.0
2006-12-13,7560,7900,7470,7650,124566,45834.0,5991435.0
2006-12-14,7700,8670,7700,8550,257226,51227.0,5991435.0
2006-12-15,8500,8570,8300,8400,78883,50328.0,5991435.0
2006-12-18,8400,8800,8400,8800,144027,52725.0,5991435.0
2006-12-19,8810,8830,8510,8680,70348,55044.0,6341435.0
2006-12-20,8680,9300,8200,8880,672506,56312.0,6341435.0
2006-12-21,9120,9150,8710,8710,168085,55234.0,6341435.0
2006-12-22,8770,8770,8410,8650,102440,54853.0,6341435.0
2006-12-26,8500,8840,8500,8700,178334,55170.0,6341435.0
2006-12-27,8850,8850,8500,8500,70257,53902.0,6341435.0
2006-12-28,8700,8890,8410,8850,147919,56122.0,6341435.0
2007-01-02,8900,9230,8770,9230,97748,58531.0,6341435.0
2007-01-03,9410,9500,9070,9100,86887,57707.0,6341435.0
2007-01-04,9150,9490,8900,9470,143993,60053.0,6341435.0
2007-01-05,9470,9590,9170,9550,153864,60561.0,6341435.0
2007-01-08,9550,9600,9330,9330,101409,59166.0,6341435.0
2007-01-09,9280,9390,9100,9290,56527,58912.0,6341435.0
2007-01-10,9160,9160,8480,9100,78764,57707.0,6341435.0
2007-01-11,8870,9250,8870,9130,42617,57897.0,6341435.0
2007-01-12,9200,9230,8950,9160,57714,58088.0,6341435.0
2007-01-15,9160,9370,9070,9100,46139,57707.0,6341435.0
2007-01-16,9150,9150,8710,8950,40005,56756.0,6341435.0
2007-01-17,8900,8900,8550,8800,77219,55805.0,6341435.0
2007-01-18,8620,8880,8480,8800,41669,55805.0,6341435.0
2007-01-19,8580,8700,8400,8700,68150,55170.0,6341435.0
2007-01-22,8790,8900,8470,8870,27283,56249.0,6341435.0
2007-01-23,8750,8890,8500,8730,30514,55361.0,6341435.0
2007-01-24,8710,8980,8710,8900,25394,56439.0,6341435.0
2007-01-25,8950,9200,8800,8850,34752,56122.0,6341435.0
2007-01-26,8920,8920,8660,8660,8832,54917.0,6341435.0
2007-01-29,8660,8740,8500,8600,25846,54536.0,6341435.0
2007-01-30,8600,8700,8500,8530,38463,54092.0,6341435.0
2007-01-31,8500,8590,8280,8540,38797,54156.0,6341435.0
2007-02-01,8650,8650,8400,8540,11585,54156.0,6341435.0
2007-02-02,8540,8800,8540,8800,25762,55805.0,6341435.0
2007-02-05,8720,8890,8680,8740,11073,55424.0,6341435.0
2007-02-06,8700,8790,8670,8780,14310,55678.0,6341435.0
2007-02-07,8720,8890,8700,8740,13090,55424.0,6341435.0
2007-02-08,8750,8750,8550,8600,373961,54536.0,6341435.0
2007-02-09,8600,8600,8120,8140,106984,51619.0,6341435.0
2007-02-12,8140,8350,8080,8350,70171,52951.0,6341435.0
2007-02-13,8350,8350,8200,8320,20057,52761.0,6341435.0
2007-02-14,8210,8450,8210,8450,62846,53585.0,6341435.0
2007-02-15,8450,8580,8350,8440,50453,53522.0,6341435.0
2007-02-16,8310,8530,8230,8450,40273,53585.0,6341435.0
2007-02-20,8480,8480,8230,8350,17688,52951.0,6341435.0
2007-02-21,8300,8390,8180,8200,51995,52000.0,6341435.0
2007-02-22,8200,8480,8200,8350,101434,52951.0,6341435.0
2007-02-23,8530,8840,8380,8570,122826,54346.0,6341435.0
2007-02-26,8800,9130,8620,8800,201432,55805.0,6341435.0
2007-02-27,8850,9100,8450,8500,103710,53902.0,6341435.0
2007-02-28,8000,8300,7800,8160,106738,51746.0,6341435.0
2007-03-02,8110,8280,8100,8160,32899,51746.0,6341435.0
2007-03-05,8030,8240,8010,8160,47868,51746.0,6341435.0
2007-03-06,8160,8300,8100,8210,38948,52063.0,6341435.0
2007-03-07,8240,8370,8150,8240,45792,52253.0,6341435.0
2007-03-08,8240,8400,8160,8240,29105,52253.0,6341435.0
2007-03-09,8380,8380,8200,8260,29667,52380.0,6341435.0
2007-03-12,8200,8500,8200,8400,51591,53268.0,6341435.0
2007-03-13,8410,8830,8310,8550,220144,54219.0,6341435.0
2007-03-14,8390,8430,8150,8230,63219,52190.0,6341435.0
2007-03-15,8260,8660,8260,8550,75448,54219.0,6341435.0
2007-03-16,8540,8690,8430,8430,59655,53458.0,6341435.0
2007-03-19,8400,9050,8400,9050,193967,57390.0,6341435.0
2007-03-20,9210,9250,8930,9090,124633,57644.0,6341435.0
2007-03-21,9140,9140,8830,9000,88380,57073.0,6341435.0
2007-03-22,9110,9260,8900,8920,88619,56566.0,6341435.0
2007-03-23,8900,9000,8680,8800,80914,55805.0,6341435.0
2007-03-26,8810,9060,8730,8920,68496,56566.0,6341435.0
2007-03-27,9050,9080,8870,8930,47389,56629.0,6341435.0
2007-03-28,8980,9350,8800,9010,183348,57136.0,6341435.0
2007-03-29,9020,9230,8940,9140,123918,57961.0,6341435.0
2007-03-30,9250,9250,9040,9120,74261,57834.0,6341435.0
2007-04-02,9100,9180,9020,9090,43557,57644.0,6341435.0
2007-04-03,9120,9170,8850,8930,66501,56629.0,6341435.0
2007-04-04,9090,9120,8880,8940,61536,56692.0,6341435.0
2007-04-05,8940,9240,8920,9120,156674,57834.0,6341435.0
2007-04-06,9080,9120,8830,9020,119765,57200.0,6341435.0
2007-04-09,9020,9250,9020,9180,111637,58214.0,6341435.0
2007-04-10,9190,9210,9020,9160,62748,58088.0,6341435.0
2007-04-11,9170,9650,9090,9650,173031,61195.0,6341435.0
2007-04-12,9700,9770,9480,9600,116297,60878.0,6341435.0
2007-04-13,9650,9880,9480,9550,88005,60561.0,6341435.0
2007-04-16,9550,9730,9360,9710,100339,61575.0,6341435.0
2007-04-17,9710,9710,9120,9120,170969,57834.0,6341435.0
2007-04-18,9140,9200,8980,9080,95205,57580.0,6341435.0
2007-04-19,9060,9070,8770,8800,83377,55805.0,6341435.0
2007-04-20,8810,9120,8810,9050,51859,57390.0,6341435.0
2007-04-23,9220,9220,8950,8950,73133,56756.0,6341435.0
2007-04-24,8980,9400,8850,9020,94748,57200.0,6341435.0
2007-04-25,9060,9100,8800,8890,65044,56375.0,6341435.0
2007-04-26,8890,9040,8830,9010,82980,57136.0,6341435.0
2007-04-27,9000,9050,8780,9000,42123,57073.0,6341435.0
2007-04-30,9030,9030,8950,9000,28741,57073.0,6341435.0
2007-05-02,9200,9260,9070,9200,69397,58341.0,6341435.0
2007-05-03,9250,9320,9070,9110,55823,57770.0,6341435.0
2007-05-04,9120,9220,8800,8850,88199,56122.0,6341435.0
2007-05-07,8880,9080,8850,8990,42109,57010.0,6341435.0
2007-05-08,8990,9170,8980,9100,53070,57707.0,6341435.0
2007-05-09,9170,9640,9130,9500,158039,60244.0,6341435.0
2007-05-10,9430,9670,9330,9400,61998,59609.0,6341435.0
2007-05-11,9480,9480,9210,9350,67044,59292.0,6341435.0
2007-05-14,9320,9320,8940,8960,56100,56819.0,6341435.0
2007-05-15,8990,9180,8910,8930,66241,56629.0,6341435.0
2007-05-16,9160,9460,9120,9280,132439,58849.0,6341435.0
2007-05-17,9400,9730,9360,9650,129496,61195.0,6341435.0
2007-05-18,9740,10100,9510,10100,163088,64048.0,6341435.0
2007-05-21,10300,10600,10100,10250,246995,65000.0,6341435.0
2007-05-22,10350,10400,9800,10400,102647,65951.0,6341435.0
2007-05-23,10500,10500,10100,10400,67514,65951.0,6341435.0
2007-05-25,10200,10950,10100,10700,118893,67853.0,6341435.0
2007-05-28,10700,10850,10500,10600,32175,67219.0,6341435.0
2007-05-29,10600,11150,10300,10950,137499,69439.0,6341435.0
2007-05-30,11000,11450,11000,11100,154624,70390.0,6341435.0
2007-05-31,11100,11250,10850,10950,57669,69439.0,6341435.0
2007-06-01,11000,11150,10500,10500,77503,66585.0,6341435.0
2007-06-04,10700,10800,10150,10400,91024,65951.0,6341435.0
2007-06-05,10500,10700,10000,10350,92713,65634.0,6341435.0
2007-06-07,10450,11100,10400,10900,101939,69122.0,6341435.0
2007-06-08,10800,11450,10750,11300,86472,71658.0,6341435.0
2007-06-11,12000,12000,11300,11350,131977,71975.0,6341435.0
2007-06-12,11500,11600,11200,11300,58668,71658.0,6341435.0
2007-06-13,11250,11900,11100,11850,80908,75146.0,6341435.0
2007-06-14,12000,12350,11450,12350,258262,78317.0,6341435.0
2007-06-15,12600,13400,12600,13400,591311,84975.0,6341435.0
2007-06-18,13850,14200,13450,13550,303940,85926.0,6341435.0
2007-06-19,13750,13900,13400,13400,115203,84975.0,6341435.0
2007-06-20,13400,13450,12300,13000,193897,82439.0,6341435.0
2007-06-21,13000,14000,12500,13750,192825,87195.0,6341435.0
2007-06-22,13800,14250,12900,13050,142855,82756.0,6341435.0
2007-06-25,12550,12900,12300,12300,100819,78000.0,6341435.0
2007-06-26,12300,12600,11200,12300,133156,78000.0,6341435.0
2007-06-27,12250,12250,11700,11750,34706,77781.0,6619700.0
2007-06-28,11900,12300,11750,12200,27557,80760.0,6619700.0
2007-06-29,12450,12450,11950,11950,14928,79105.0,6619700.0
2007-07-02,11950,12150,11700,12100,26538,80098.0,6619700.0
2007-07-03,12400,12400,11800,12050,62371,79767.0,6619700.0
2007-07-04,12200,12350,11850,12000,70616,79436.0,6619700.0
2007-07-05,12000,12750,11850,12250,125287,81091.0,6619700.0
2007-07-06,12250,12450,12000,12150,75195,80429.0,6619700.0
2007-07-09,12300,13200,12250,13100,259765,86718.0,6619700.0
2007-07-10,13100,13350,12750,12900,80098,85394.0,6619700.0
2007-07-11,13200,13200,12600,12600,64846,83408.0,6619700.0
2007-07-12,12700,12800,12200,12200,94033,80760.0,6619700.0
2007-07-13,12450,12650,11900,12100,107155,80098.0,6619700.0
2007-07-16,12100,12100,11150,12100,91078,80098.0,6619700.0
2007-07-18,11950,12100,11650,11650,28666,77120.0,6619700.0
2007-07-19,11650,11700,11350,11700,41962,77450.0,6619700.0
2007-07-20,11800,12250,11800,12200,58317,80760.0,6619700.0
2007-07-23,11950,12100,11750,12100,67581,80098.0,6619700.0
2007-07-24,12100,12100,11700,12100,75190,80098.0,6619700.0
2007-07-25,12050,13000,11800,12750,79334,84401.0,6619700.0
2007-07-26,12550,12750,11900,11950,63528,79105.0,6619700.0
2007-07-27,11550,11700,10250,11250,49341,74472.0,6619700.0
2007-07-30,10800,11350,10800,11350,29761,75134.0,6619700.0
2007-07-31,11300,12000,11100,11700,97696,77450.0,6619700.0
2007-08-01,11300,11700,10700,10700,46554,70831.0,6619700.0
2007-08-02,10950,11500,10750,10900,52572,72155.0,6619700.0
2007-08-03,11250,11400,11000,11300,17494,74803.0,6619700.0
2007-08-06,11250,12050,11200,11650,42606,77120.0,6619700.0
2007-08-07,11850,12300,11350,11700,65513,77450.0,6619700.0
2007-08-08,12000,12000,11550,11550,23057,76458.0,6619700.0
2007-08-09,11750,11900,11450,11750,56791,77781.0,6619700.0
2007-08-10,11500,11650,11000,11400,23915,75465.0,6619700.0
2007-08-13,11800,12000,11400,11900,51326,78774.0,6619700.0
2007-08-14,11900,12000,11650,11900,26042,78774.0,6619700.0
2007-08-16,11300,11300,10300,10850,41176,71824.0,6619700.0
2007-08-17,11000,11000,10250,10250,18777,67852.0,6619700.0
2007-08-20,10700,11450,10700,11050,25454,73148.0,6619700.0
2007-08-21,11050,11400,10700,11000,14237,72817.0,6619700.0
2007-08-22,10850,11150,10850,10950,10392,72486.0,6619700.0
2007-08-23,11100,11750,11100,11750,50733,77781.0,6619700.0
2007-08-24,12150,12650,11750,11950,115118,79105.0,6619700.0
2007-08-27,12450,12450,11850,11850,45105,78443.0,6619700.0
2007-08-28,11950,12150,11700,12000,56071,80125.0,6677075.0
2007-08-29,11450,12000,11450,11900,24765,79457.0,6677075.0
2007-08-30,12050,12100,11900,12050,20834,80459.0,6677075.0
2007-08-31,12100,12650,11950,12300,79756,82128.0,6677075.0
2007-09-03,12400,12400,11950,12000,23377,80125.0,6677075.0
2007-09-04,12000,12150,11700,11850,22502,79123.0,6677075.0
2007-09-05,11900,12100,11700,11700,27338,78122.0,6677075.0
2007-09-06,11450,11950,11450,11950,15378,79791.0,6677075.0
2007-09-07,11950,11950,11650,11800,15277,78789.0,6677075.0
2007-09-10,11600,11600,11000,11200,26995,74783.0,6677075.0
2007-09-11,11250,11500,11100,11300,17125,75451.0,6677075.0
2007-09-12,11450,11600,10450,11000,47435,73448.0,6677075.0
2007-09-13,11150,11200,10650,11100,31431,74116.0,6677075.0
2007-09-14,11250,12200,11200,12150,146856,81126.0,6677075.0
2007-09-17,12350,12900,12000,12600,149838,84131.0,6677075.0
2007-09-18,12800,13250,12450,12500,363395,83463.0,6677075.0
2007-09-19,12900,12950,12350,12500,130539,83463.0,6677075.0
2007-09-20,12500,12700,12000,12450,72211,83130.0,6677075.0
2007-09-21,12900,13400,12550,12600,195257,84131.0,6677075.0
2007-09-27,13200,13400,12900,13050,114143,87136.0,6677075.0
2007-09-28,13000,13400,12600,12750,83934,85133.0,6677075.0
2007-10-01,12800,12900,12350,12400,80156,82796.0,6677075.0
2007-10-02,12600,12700,12150,12150,69351,81126.0,6677075.0
2007-10-04,12150,12350,11950,12200,53339,81460.0,6677075.0
2007-10-05,12250,12350,11600,11650,68341,77788.0,6677075.0
2007-10-08,11800,12400,11800,11950,71806,79791.0,6677075.0
2007-10-09,12000,12250,11600,11700,37114,78122.0,6677075.0
2007-10-10,12100,12950,11900,12600,309448,84131.0,6677075.0
2007-10-11,12800,12850,12100,12150,111899,81126.0,6677075.0
2007-10-12,12150,12150,11050,11300,84926,75451.0,6677075.0
2007-10-15,11450,11550,10900,11150,73387,74449.0,6677075.0
2007-10-16,11100,11100,10400,10400,74102,69442.0,6677075.0
2007-10-17,10400,10500,9960,10400,70377,69442.0,6677075.0
2007-10-18,10500,10950,10400,10400,40040,69442.0,6677075.0
2007-10-19,10450,10850,10200,10700,26840,71445.0,6677075.0
2007-10-22,10200,10200,9750,10000,44785,66771.0,6677075.0
2007-10-23,10200,10500,10050,10400,42419,69442.0,6677075.0
2007-10-24,10450,10500,10000,10000,36788,66771.0,6677075.0
2007-10-25,10000,10100,9610,9650,58858,64434.0,6677075.0
2007-10-26,9660,9760,9390,9760,46748,65168.0,6677075.0
2007-10-29,9800,10750,9800,10350,94540,69108.0,6677075.0
2007-10-30,10400,10450,10000,10150,38981,67772.0,6677075.0
2007-10-31,10000,10200,9930,10100,28301,67438.0,6677075.0
2007-11-01,10150,10450,9850,9870,63666,65903.0,6677075.0
2007-11-02,9760,9880,9510,9700,25845,64768.0,6677075.0
2007-11-05,9600,9740,9310,9500,46228,63432.0,6677075.0
2007-11-06,9380,9620,9350,9360,54497,62497.0,6677075.0
2007-11-07,9550,9560,9250,9250,57701,61763.0,6677075.0
2007-11-08,9140,9250,8850,9090,42117,60695.0,6677075.0
2007-11-09,9100,9400,9090,9200,47766,61429.0,6677075.0
2007-11-12,9190,9190,8820,8950,39153,59760.0,6677075.0
2007-11-13,8950,9200,8850,9050,44949,60428.0,6677075.0
2007-11-14,9170,9880,9170,9780,88537,65302.0,6677075.0
2007-11-15,9990,10500,9800,10500,122404,70109.0,6677075.0
2007-11-16,10500,10500,9920,10050,14728,67105.0,6677075.0
2007-11-19,10350,10350,9900,10050,16216,67105.0,6677075.0
2007-11-20,9810,9900,9600,9770,19152,65235.0,6677075.0
2007-11-21,9700,9970,9600,9690,17461,64701.0,6677075.0
2007-11-22,9700,9700,9200,9540,18613,63699.0,6677075.0
2007-11-23,9320,9700,8970,8970,29738,59893.0,6677075.0
2007-11-26,9290,9340,9010,9340,21321,62364.0,6677075.0
2007-11-27,9050,9220,8950,9150,45575,61095.0,6677075.0
2007-11-28,9160,9270,9020,9070,23467,60561.0,6677075.0
2007-11-29,9330,9490,9170,9170,22057,61229.0,6677075.0
2007-11-30,9240,9240,9100,9100,19971,60761.0,6677075.0
2007-12-03,9240,9240,9090,9100,18690,60761.0,6677075.0
2007-12-04,9020,9200,9020,9120,20613,60895.0,6677075.0
2007-12-05,9170,9360,9030,9330,41591,62297.0,6677075.0
2007-12-06,9400,9400,9250,9250,27572,61763.0,6677075.0
2007-12-07,9250,9450,9100,9350,25699,62431.0,6677075.0
2007-12-10,9490,9700,9350,9490,23444,63365.0,6677075.0
2007-12-11,9370,9490,9300,9430,10258,62965.0,6677075.0
2007-12-12,9300,9450,9200,9300,26195,62097.0,6677075.0
2007-12-13,9300,9360,9130,9240,39585,61696.0,6677075.0
2007-12-14,9110,9240,9010,9190,20185,61362.0,6677075.0
2007-12-17,9100,9300,8930,9160,11955,61162.0,6677075.0
2007-12-18,8900,9190,8900,9020,12113,60227.0,6677075.0
2007-12-20,9020,9300,8780,9300,47889,62097.0,6677075.0
2007-12-21,9280,9340,8910,9130,11454,60962.0,6677075.0
2007-12-24,9200,9200,9000,9000,24139,60094.0,6677075.0
2007-12-26,8920,9150,8900,9060,11238,60494.0,6677075.0
2007-12-27,9100,9100,8970,9050,3618,60428.0,6677075.0
2007-12-28,8910,9080,8790,8900,16557,59426.0,6677075.0
2008-01-02,8900,9110,8800,8800,17145,58758.0,6677075.0
2008-01-03,8710,8990,8710,8900,16869,59426.0,6677075.0
2008-01-04,8900,8950,8800,8930,4935,59626.0,6677075.0
2008-01-07,8620,8820,8510,8530,32048,56955.0,6677075.0
2008-01-08,8510,8660,8480,8520,10650,56889.0,6677075.0
2008-01-09,8520,8520,8350,8400,19723,56087.0,6677075.0
2008-01-10,8410,8530,8320,8420,15492,56221.0,6677075.0
2008-01-11,8370,8840,8370,8750,47042,58424.0,6677075.0
2008-01-14,8660,8870,8610,8650,18924,57757.0,6677075.0
2008-01-15,8760,8870,8520,8670,17067,57890.0,6677075.0
2008-01-16,8600,9340,8600,8900,65056,59426.0,6677075.0
2008-01-17,9090,9290,8780,9150,28190,61095.0,6677075.0
2008-01-18,9150,9290,8900,9240,30078,61696.0,6677075.0
2008-01-21,9270,9750,9160,9550,56867,63766.0,6677075.0
2008-01-22,9150,9580,9070,9300,47825,62097.0,6677075.0
2008-01-23,9310,9600,9180,9190,31913,61362.0,6677075.0
2008-01-24,9480,9630,9220,9620,54126,64233.0,6677075.0
2008-01-25,9650,10650,9610,9900,86658,66103.0,6677075.0
2008-01-28,10100,10200,9810,9810,12958,65502.0,6677075.0
2008-01-29,9930,10100,9760,9850,20623,65769.0,6677075.0
2008-01-30,9850,10200,9600,9770,9292,65235.0,6677075.0
2008-01-31,9970,10200,9720,10150,26868,67772.0,6677075.0
2008-02-01,10300,10300,9830,9990,7614,66704.0,6677075.0
2008-02-04,9990,10500,9800,9890,103108,66036.0,6677075.0
2008-02-05,9980,9980,9510,9750,19954,65101.0,6677075.0
2008-02-11,9560,9730,9450,9510,13233,63499.0,6677075.0
2008-02-12,9420,10100,9420,9950,56927,66437.0,6677075.0
2008-02-13,10150,10150,9610,9750,27557,65101.0,6677075.0
2008-02-14,9820,10000,9770,9980,24296,66637.0,6677075.0
2008-02-15,9850,9990,9750,9940,18880,66370.0,6677075.0
2008-02-18,9810,10150,9810,10050,26658,67105.0,6677075.0
2008-02-19,10100,10550,9960,10500,17950,70109.0,6677075.0
2008-02-20,10500,10500,9910,10250,12871,68440.0,6677075.0
2008-02-21,10200,10800,10200,10550,20841,70443.0,6677075.0
2008-02-22,10550,10700,10250,10500,10331,70109.0,6677075.0
2008-02-25,10500,10550,10200,10300,14636,68774.0,6677075.0
2008-02-26,10350,10750,10350,10500,11170,70109.0,6677075.0
2008-02-27,10500,10600,10350,10500,19215,70109.0,6677075.0
2008-02-28,10400,10850,10400,10700,19599,71445.0,6677075.0
2008-02-29,10550,10900,10500,10800,30106,72112.0,6677075.0
2008-03-03,10550,10800,10550,10650,14081,71111.0,6677075.0
2008-03-04,10800,10800,10550,10700,17961,71445.0,6677075.0
2008-03-05,10700,11400,10700,11400,48821,76119.0,6677075.0
2008-03-06,11500,11500,11200,11400,26472,76119.0,6677075.0
2008-03-07,11200,11550,11200,11500,8566,76786.0,6677075.0
2008-03-10,11300,11500,10800,11100,13079,74116.0,6677075.0
2008-03-11,10700,11700,10700,11700,53366,78122.0,6677075.0
2008-03-12,12000,12300,11000,11000,90826,73448.0,6677075.0
2008-03-13,11050,11250,10700,10700,15817,71445.0,6677075.0
2008-03-14,11000,11150,10500,10700,29856,71445.0,6677075.0
2008-03-17,10600,10800,10100,10650,16579,71111.0,6677075.0
2008-03-18,10700,10950,10500,10700,9599,71445.0,6677075.0
2008-03-19,11000,11200,10450,10500,25627,70109.0,6677075.0
2008-03-20,10350,10750,10100,10300,18444,68774.0,6677075.0
2008-03-21,10550,11100,10200,11100,47065,74116.0,6677075.0
2008-03-24,11300,11300,10900,11250,22534,75117.0,6677075.0
2008-03-25,11300,11550,11250,11250,39342,75117.0,6677075.0
2008-03-26,10950,11650,10950,11300,42413,75451.0,6677075.0
2008-03-27,11200,11700,10900,11100,43965,74116.0,6677075.0
2008-03-28,11000,11400,11000,11400,16643,76119.0,6677075.0
2008-03-31,11450,11550,11100,11450,62515,76453.0,6677075.0
2008-04-01,12250,12650,11800,11950,288867,79791.0,6677075.0
2008-04-02,12300,12400,11700,11950,131987,79791.0,6677075.0
2008-04-03,12100,12100,11800,11850,22743,79123.0,6677075.0
2008-04-04,12000,12000,11450,11500,38764,76786.0,6677075.0
2008-04-07,11500,11750,11300,11500,26084,76786.0,6677075.0
2008-04-08,11400,11400,11150,11250,32632,75117.0,6677075.0
