제넥신(095700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-23,6449,7300,6425,7025,61644,65039.0,4629120.0
2010-12-24,7100,7200,6800,7025,29826,65039.0,4629120.0
2010-12-27,7275,8000,7275,7525,187546,69668.0,4629120.0
2010-12-28,7700,7700,7074,7150,110901,66196.0,4629120.0
2010-12-29,7250,7400,6900,7000,40271,64808.0,4629120.0
2010-12-30,6975,7225,6850,6875,40401,63650.0,4629120.0
2011-01-03,7000,7024,6824,6850,39653,63419.0,4629120.0
2011-01-04,6975,7000,6850,7000,25236,64808.0,4629120.0
2011-01-05,6925,7225,6900,6950,40786,64345.0,4629120.0
2011-01-06,6975,6975,6825,6925,39215,64113.0,4629120.0
2011-01-07,6875,6975,6700,6900,35713,63882.0,4629120.0
2011-01-10,6924,7075,6850,7050,23190,65271.0,4629120.0
2011-01-11,7050,7075,6900,6900,19296,63882.0,4629120.0
2011-01-12,6875,7400,6825,7400,68556,68511.0,4629120.0
2011-01-13,7400,7400,7025,7025,40375,65039.0,4629120.0
2011-01-14,6974,7125,6900,6950,18200,64345.0,4629120.0
2011-01-17,6950,7075,6700,6700,23809,62030.0,4629120.0
2011-01-18,6750,6849,6675,6725,26409,62262.0,4629120.0
2011-01-19,6875,7149,6875,7075,51311,65502.0,4629120.0
2011-01-20,7075,7150,6775,7125,31729,65965.0,4629120.0
2011-01-21,7025,7150,6925,6925,13404,64113.0,4629120.0
2011-01-24,6874,6925,6725,6750,20558,62493.0,4629120.0
2011-01-25,6750,6875,6625,6725,21295,62262.0,4629120.0
2011-01-26,6800,6850,6550,6650,16508,61567.0,4629120.0
2011-01-27,6649,6800,6625,6625,17696,61336.0,4629120.0
2011-01-28,6825,6825,6525,6525,14582,60410.0,4629120.0
2011-01-31,6500,6650,6500,6500,11799,60179.0,4629120.0
2011-02-01,6550,6675,6475,6500,14989,60179.0,4629120.0
2011-02-07,6525,6700,6475,6525,16793,60436.0,4631120.0
2011-02-08,6475,6650,6450,6600,12521,61131.0,4631120.0
2011-02-09,6475,6600,6425,6500,13970,60205.0,4631120.0
2011-02-10,6424,6500,6150,6250,13663,57889.0,4631120.0
2011-02-11,6350,6350,5950,5950,20990,55110.0,4631120.0
2011-02-14,5950,6225,5900,6000,15149,55573.0,4631120.0
2011-02-15,6025,6025,5775,6000,13444,55573.0,4631120.0
2011-02-16,5900,6075,5875,5875,9348,54416.0,4631120.0
2011-02-17,6000,6675,5925,6275,80054,58121.0,4631120.0
2011-02-18,6275,6500,6075,6425,25570,59510.0,4631120.0
2011-02-21,6449,6975,6449,6825,59742,63215.0,4631120.0
2011-02-22,6849,6849,6375,6425,40260,59510.0,4631120.0
2011-02-23,6324,6724,6324,6650,21444,61594.0,4631120.0
2011-02-24,6500,6675,6425,6500,22639,60205.0,4631120.0
2011-02-25,7425,7475,6550,6625,648928,61362.0,4631120.0
2011-02-28,6625,7600,6425,7600,617211,70393.0,4631120.0
2011-03-02,7750,8724,7625,7700,1447749,71319.0,4631120.0
2011-03-03,7850,8050,7500,8050,555751,74561.0,4631120.0
2011-03-04,7550,7650,7100,7400,448049,68541.0,4631120.0
2011-03-07,7350,7775,7200,7225,273759,66920.0,4631120.0
2011-03-08,7250,7524,7000,7250,202648,67151.0,4631120.0
2011-03-09,7950,8325,7900,8325,866240,77108.0,4631120.0
2011-03-10,8650,8825,7300,7475,1079894,69235.0,4631120.0
2011-03-11,7325,7700,7200,7600,202905,70393.0,4631120.0
2011-03-14,7450,7549,6549,7075,247855,65530.0,4631120.0
2011-03-15,7100,7350,6650,7150,110160,66225.0,4631120.0
2011-03-16,7200,7375,6950,7125,105430,65993.0,4631120.0
2011-03-17,6800,7000,6650,6950,85260,64373.0,4631120.0
2011-03-18,7074,7350,6850,7350,101264,68077.0,4631120.0
2011-03-21,7400,7675,7250,7500,188166,69467.0,4631120.0
2011-03-22,7500,7524,7275,7450,58951,69004.0,4631120.0
2011-03-23,7475,7475,7250,7275,54488,67383.0,4631120.0
2011-03-24,7300,7425,7100,7150,57720,66225.0,4631120.0
2011-03-25,7100,7200,6950,7050,64168,65299.0,4631120.0
2011-03-28,6950,7100,6800,6800,51074,62983.0,4631120.0
2011-03-29,6774,6800,6600,6750,52936,62520.0,4631120.0
2011-03-30,6900,6900,6725,6725,55505,62289.0,4631120.0
2011-03-31,6800,6950,6750,6900,31372,63909.0,4631120.0
2011-04-01,6900,6900,6775,6875,32988,63699.0,4632620.0
2011-04-04,6775,6875,6700,6700,34252,62077.0,4632620.0
2011-04-05,6750,6825,6650,6700,32592,62077.0,4632620.0
2011-04-06,6950,7375,6849,6925,138990,64162.0,4632620.0
2011-04-07,7000,7000,6724,6850,45163,63467.0,4632620.0
2011-04-08,6900,6900,6700,6775,33836,62772.0,4632620.0
2011-04-11,6800,6875,6650,6775,34420,62772.0,4632620.0
2011-04-12,6950,7300,6850,7000,219596,64857.0,4632620.0
2011-04-13,6975,6975,6700,6725,67697,62309.0,4632620.0
2011-04-14,6750,6950,6725,6725,50882,62309.0,4632620.0
2011-04-15,6775,7000,6749,6975,49940,64625.0,4632620.0
2011-04-18,7225,7225,6950,7150,62564,66246.0,4632620.0
2011-04-19,7150,7275,7075,7225,68400,66941.0,4632620.0
2011-04-20,7400,7650,7224,7650,106353,70879.0,4632620.0
2011-04-21,7850,7850,6925,6975,105674,64625.0,4632620.0
2011-04-22,6900,7075,6725,6775,52463,62772.0,4632620.0
2011-04-25,6700,6925,6675,6675,42778,61845.0,4632620.0
2011-04-26,6700,6850,6275,6275,65131,58139.0,4632620.0
2011-04-27,6300,6550,6300,6400,22810,59298.0,4632620.0
2011-04-28,6425,6550,6100,6225,36822,57676.0,4632620.0
2011-04-29,6074,6274,5774,5950,57246,55128.0,4632620.0
2011-05-02,6000,6575,6000,6200,75210,57444.0,4632620.0
2011-05-03,6300,6374,6100,6150,22733,56981.0,4632620.0
2011-05-04,6025,6325,6000,6275,19304,58139.0,4632620.0
2011-05-06,6150,6300,6025,6100,11339,56518.0,4632620.0
2011-05-09,6200,6250,6050,6050,12923,56055.0,4632620.0
2011-05-11,6075,6200,6000,6025,14517,55823.0,4632620.0
2011-05-12,6075,6100,5900,5925,12210,54897.0,4632620.0
2011-05-13,6050,6125,5900,5900,13338,54665.0,4632620.0
2011-05-16,5800,6025,5775,6000,21196,55591.0,4632620.0
2011-05-17,6000,6050,5875,5975,13930,55360.0,4632620.0
2011-05-18,5900,6000,5900,5925,13180,54897.0,4632620.0
2011-05-19,5925,6000,5725,5725,23828,53043.0,4632620.0
2011-05-20,5725,6150,5725,5950,16249,55128.0,4632620.0
2011-05-23,5925,5949,5775,5775,13961,53507.0,4632620.0
