미래컴퍼니(049950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-03-16,19607,20288,18109,19880,272467,161492.0,7374084.0
2005-03-17,19790,19835,18837,18836,71176,153012.0,7374084.0
2005-03-18,19153,20152,19153,19427,255586,157805.0,7374084.0
2005-03-21,18972,19653,18518,19154,72781,155593.0,7374084.0
2005-03-22,19425,19834,18836,19381,123410,157437.0,7374084.0
2005-03-23,19381,19699,18927,19063,116309,154856.0,7374084.0
2005-03-24,19380,19607,18745,19200,107001,155962.0,7374084.0
2005-03-25,19199,19835,19199,19472,129817,158174.0,7374084.0
2005-03-28,19790,20289,19518,20062,260813,162967.0,7374084.0
2005-03-29,20244,21152,20108,20925,285842,169973.0,7374084.0
2005-03-30,20879,21106,20379,20925,125334,169973.0,7374084.0
2005-03-31,21287,21332,20516,20834,115568,169235.0,7374084.0
2005-04-01,21014,22058,21014,21787,228500,176978.0,7374084.0
2005-04-04,21559,22058,21514,21560,100873,175134.0,7374084.0
2005-04-06,21605,21877,20925,21288,104047,172922.0,7374084.0
2005-04-07,21014,21968,21014,21832,181479,177347.0,7374084.0
2005-04-08,21924,22241,21424,21425,130931,174028.0,7374084.0
2005-04-11,21333,21333,20517,20698,122932,168129.0,7374084.0
2005-04-12,20517,20925,20471,20471,58032,166286.0,7374084.0
2005-04-13,20605,21196,20605,21061,120705,171079.0,7374084.0
2005-04-14,20787,20878,20243,20879,64323,169604.0,7374084.0
2005-04-15,20517,20606,19971,20516,84488,166654.0,7374084.0
2005-04-18,19790,20244,18791,19518,99872,158543.0,7374084.0
2005-04-19,20153,20153,19608,19699,43165,160018.0,7374084.0
2005-04-20,20016,20061,19336,19336,53719,157068.0,7374084.0
2005-04-21,18609,19245,18336,18610,90091,151169.0,7374084.0
2005-04-22,19064,19790,18791,19563,93631,158912.0,7374084.0
2005-04-25,19336,19563,19246,19245,39312,156331.0,7374084.0
2005-04-26,19380,19425,18609,18610,74964,151169.0,7374084.0
2005-04-27,18337,18701,17838,18247,74232,148219.0,7374084.0
2005-04-28,18246,18382,17700,17974,49382,146007.0,7374084.0
2005-04-29,17384,18066,16885,17294,87101,140476.0,7374084.0
2005-05-02,17248,17475,16975,17339,43565,140845.0,7374084.0
2005-05-03,17338,17565,17156,17158,35543,139370.0,7374084.0
2005-05-04,17157,17793,17157,17566,60359,142689.0,7374084.0
2005-05-06,17521,17884,17521,17611,49360,143057.0,7374084.0
2005-05-09,17611,17657,17203,17294,33382,140476.0,7374084.0
2005-05-10,17338,17610,17156,17385,30064,141214.0,7374084.0
2005-05-11,17156,17292,16974,17202,23951,139739.0,7374084.0
2005-05-12,17111,17927,17021,17929,33724,145638.0,7374084.0
2005-05-13,17520,18336,17520,18156,47911,147482.0,7374084.0
2005-05-16,18155,18473,17928,18292,27629,148588.0,7374084.0
2005-05-17,18563,18745,18155,18156,32749,147482.0,7374084.0
2005-05-18,17883,18427,17883,18201,49345,147850.0,7374084.0
2005-05-19,18519,18519,17884,18065,43599,146744.0,7374084.0
2005-05-20,18020,18791,18020,18338,63848,148956.0,7374084.0
2005-05-23,18336,18518,17973,18383,42212,149325.0,7374084.0
2005-05-24,18246,18336,17883,17974,40452,146007.0,7374084.0
2005-05-25,18019,18019,16884,16885,105703,137158.0,7374084.0
2005-05-26,16703,16703,14389,14389,568780,116879.0,7374084.0
2005-05-27,14161,14388,13434,13798,422693,112086.0,7374084.0
2005-05-30,14069,14161,13752,13753,186645,111717.0,7374084.0
2005-05-31,13617,14070,13571,13934,198199,113192.0,7374084.0
2005-06-01,13980,14615,13935,14072,222798,114298.0,7374084.0
2005-06-02,14207,15115,14117,15115,287551,122778.0,7374084.0
2005-06-03,15206,15250,14752,15070,120005,122410.0,7374084.0
2005-06-07,15069,15795,15069,15432,262062,125359.0,7374084.0
2005-06-08,15476,16521,15431,15977,308039,129784.0,7374084.0
2005-06-09,16250,16295,15750,16068,110630,130521.0,7374084.0
2005-06-10,16067,16294,15704,15977,82781,129784.0,7374084.0
2005-06-13,15886,15977,15432,15887,68227,129046.0,7374084.0
2005-06-14,15976,15976,14705,14933,94785,121304.0,7374084.0
2005-06-15,14797,15342,14752,15342,54101,124622.0,7374084.0
2005-06-16,15205,15431,14887,14933,60015,121304.0,7374084.0
2005-06-17,14932,15159,14614,14797,56606,120198.0,7374084.0
2005-06-20,14841,14978,14705,14751,36095,119829.0,7374084.0
2005-06-21,14706,14888,14070,14343,78113,116511.0,7374084.0
2005-06-22,14343,14660,14343,14480,51407,117617.0,7374084.0
2005-06-23,14478,14660,14388,14524,44602,117985.0,7374084.0
2005-06-24,14344,14479,13617,13934,143739,113192.0,7374084.0
2005-06-27,13890,13890,13208,13390,105173,108768.0,7374084.0
2005-06-28,13253,13480,11618,12346,467736,100288.0,7374084.0
2005-06-29,12345,12845,12164,12619,198905,102500.0,7374084.0
2005-06-30,12528,13026,12528,12936,167713,105081.0,7374084.0
2005-07-01,12799,13208,12754,12936,110773,105081.0,7374084.0
2005-07-04,13253,13298,12980,13254,125556,107662.0,7374084.0
2005-07-05,13163,13163,12571,12982,175653,105449.0,7374084.0
2005-07-06,13117,13253,12798,13027,133380,105818.0,7374084.0
2005-07-07,12844,13117,12844,12982,78148,105449.0,7374084.0
2005-07-08,12890,13071,12890,12982,84874,105449.0,7374084.0
2005-07-11,13117,14251,13117,13980,309553,113561.0,7374084.0
2005-07-12,14025,14479,13662,13889,139738,112823.0,7374084.0
2005-07-13,13843,14069,13616,13980,100506,113561.0,7374084.0
2005-07-14,14162,14615,14162,14389,139892,116879.0,7374084.0
2005-07-15,14388,14660,13889,14298,76668,116142.0,7374084.0
2005-07-18,14433,14433,14069,14207,64034,115404.0,7374084.0
2005-07-19,13935,14389,13708,14072,99165,114298.0,7374084.0
2005-07-20,14024,14069,13616,13707,104302,111349.0,7374084.0
2005-07-21,13707,13979,12980,12982,79148,105449.0,7374084.0
2005-07-22,12799,13163,12799,13163,40107,106924.0,7374084.0
2005-07-25,13163,13298,12980,13071,41255,106187.0,7374084.0
2005-07-26,12936,13661,12936,13480,67255,109505.0,7374084.0
2005-07-27,13661,13707,13163,13480,59930,109505.0,7374084.0
2005-07-28,13481,13617,13299,13436,32744,109136.0,7374084.0
2005-07-29,13435,13617,13208,13436,49177,109136.0,7374084.0
2005-08-01,13344,13434,12980,13071,29469,106187.0,7374084.0
2005-08-02,13025,13571,13025,13027,41082,105818.0,7374084.0
2005-08-03,13026,13164,11846,11983,148541,97338.0,7374084.0
2005-08-04,11846,11983,11075,11665,102881,94757.0,7374084.0
2005-08-05,11256,12163,11074,11347,82637,92176.0,7374084.0
2005-08-08,10848,11257,10848,11167,45250,90701.0,7374084.0
2005-08-09,10893,11165,10893,11029,92903,89595.0,7374084.0
2005-08-10,11074,11256,10983,11120,101941,90333.0,7374084.0
2005-08-11,11119,11573,11119,11347,116481,92176.0,7374084.0
2005-08-12,11346,11346,10938,11075,129610,89964.0,7374084.0
2005-08-16,11074,11074,10302,10531,140589,85539.0,7374084.0
2005-08-17,10439,10666,10167,10531,142758,85539.0,7374084.0
2005-08-18,10439,10711,10302,10393,39227,84433.0,7374084.0
2005-08-19,10302,10393,9940,10303,101696,83696.0,7374084.0
2005-08-22,10258,10302,10076,10122,80306,82221.0,7374084.0
2005-08-23,10121,10303,10031,10168,42540,82590.0,7374084.0
2005-08-24,10076,10530,10076,10440,77347,84802.0,7374084.0
2005-08-25,10347,10620,10302,10303,72189,83696.0,7374084.0
2005-08-26,10347,10620,10212,10349,49751,84065.0,7374084.0
2005-08-29,10258,10258,9349,9577,94129,77797.0,7374084.0
2005-08-30,9712,9893,9441,9577,33052,77797.0,7374084.0
2005-08-31,9441,9803,9349,9351,32620,75953.0,7374084.0
2005-09-01,9486,10031,9486,10031,74233,81484.0,7374084.0
2005-09-02,10076,10348,9894,10213,76995,82958.0,7374084.0
2005-09-05,10258,10258,9712,9895,86039,80378.0,7374084.0
2005-09-06,9986,10213,9759,10031,50991,81484.0,7374084.0
2005-09-07,10167,11527,10167,11529,327027,93651.0,7374084.0
2005-09-08,11755,11800,11074,11302,161280,91807.0,7374084.0
2005-09-09,11439,11666,10984,11665,110564,94757.0,7374084.0
2005-09-12,11756,12664,11347,12165,311104,98813.0,7374084.0
2005-09-13,12436,12708,12209,12255,173652,99550.0,7374084.0
2005-09-14,12254,12391,11892,12073,104826,98075.0,7374084.0
2005-09-15,11893,12391,10984,11438,137869,92913.0,7374084.0
2005-09-16,11439,11484,11075,11438,64013,92913.0,7374084.0
2005-09-20,11711,11711,10939,11167,83604,90701.0,7374084.0
2005-09-21,10983,11210,10756,11075,94900,89964.0,7374084.0
2005-09-22,11074,11618,10983,11529,118176,93651.0,7374084.0
2005-09-23,11438,11665,11074,11075,34632,89964.0,7374084.0
2005-09-26,10939,11302,10894,10985,59068,89226.0,7374084.0
2005-09-27,11074,12391,11074,11801,184820,95863.0,7374084.0
2005-09-28,11846,12028,11574,11938,76226,96969.0,7374084.0
2005-09-29,11937,12345,11801,12165,83527,98813.0,7374084.0
2005-09-30,12074,12255,11893,11892,58999,96601.0,7374084.0
2005-10-04,11892,12345,11892,12300,78827,99919.0,7374084.0
2005-10-05,12254,12618,12073,12527,62810,101762.0,7374084.0
2005-10-06,12391,12391,11892,12255,36488,99550.0,7374084.0
2005-10-07,12345,12437,11983,12119,37154,98444.0,7374084.0
2005-10-10,12345,12391,11936,12073,71510,98075.0,7374084.0
2005-10-11,12163,12163,11936,12073,46858,98075.0,7374084.0
2005-10-12,12210,12437,11666,11665,102672,94757.0,7374084.0
2005-10-13,11527,11755,10802,11075,132229,89964.0,7374084.0
2005-10-14,10938,11029,10439,10531,91483,85539.0,7374084.0
2005-10-17,10530,10667,10348,10485,53792,85171.0,7374084.0
2005-10-18,10439,10711,10076,10122,48955,82221.0,7374084.0
2005-10-19,9713,10031,9305,9487,86112,77059.0,7374084.0
2005-10-20,9713,9804,9486,9532,47987,77428.0,7374084.0
2005-10-21,9531,9940,9441,9849,55370,80009.0,7374084.0
2005-10-24,9758,10030,9622,9622,47576,78165.0,7374084.0
2005-10-25,9804,10031,9759,9986,72509,81115.0,7374084.0
2005-10-26,9894,10440,9804,10258,90180,83327.0,7374084.0
2005-10-27,10348,10348,9850,9941,52816,80746.0,7374084.0
2005-10-28,9803,9940,9441,9622,53577,78165.0,7374084.0
2005-10-31,9713,9894,9668,9759,39911,79271.0,7374084.0
2005-11-01,9622,9985,9622,9849,34570,80009.0,7374084.0
2005-11-02,9759,9941,8996,9214,184658,74847.0,7374084.0
2005-11-03,9305,9669,9050,9214,57059,74847.0,7374084.0
2005-11-04,9214,9849,9167,9804,104863,79640.0,7374084.0
2005-11-07,9804,10213,9532,10213,109933,82958.0,7374084.0
2005-11-08,10121,10348,9668,9941,83920,80746.0,7374084.0
2005-11-09,9668,9759,9350,9759,56223,79271.0,7374084.0
2005-11-10,9894,9986,9577,9714,42177,78903.0,7374084.0
2005-11-11,9713,9850,9486,9487,60490,77059.0,7374084.0
2005-11-14,9577,9986,9577,9941,114353,80746.0,7374084.0
2005-11-15,9986,10031,9668,9714,55474,78903.0,7374084.0
2005-11-16,9713,9713,9486,9669,113241,78534.0,7374084.0
2005-11-17,9667,10076,9622,9895,145787,80378.0,7374084.0
2005-11-18,10031,10303,9804,10258,113752,83327.0,7374084.0
2005-11-21,10259,10394,10076,10168,73422,82590.0,7374084.0
2005-11-22,10076,10258,9940,10122,50734,82221.0,7374084.0
2005-11-23,10258,10347,10030,10122,77955,82221.0,7374084.0
2005-11-24,10076,10938,9893,10576,217207,85908.0,7374084.0
2005-11-25,10575,10575,10120,10303,102968,83696.0,7374084.0
2005-11-28,10394,10712,10213,10667,160230,86645.0,7374084.0
2005-11-29,10667,10757,9941,10258,142786,83327.0,7374084.0
2005-11-30,10168,10894,10121,10894,202211,88489.0,7374084.0
2005-12-01,11211,12528,11166,12119,1119918,98444.0,7374084.0
2005-12-02,12391,12391,11845,12255,226589,99550.0,7374084.0
2005-12-05,12481,13163,11936,12573,394376,102131.0,7374084.0
2005-12-06,12437,12981,12301,12709,290511,103237.0,7374084.0
2005-12-07,12708,12708,11573,11620,402766,94388.0,7374084.0
2005-12-08,11528,11711,11030,11394,165240,92545.0,7374084.0
2005-12-09,11211,11711,10894,10894,140785,88489.0,7374084.0
2005-12-12,11075,11846,11075,11711,192484,95126.0,7374084.0
2005-12-13,11710,11982,11346,11620,160981,94388.0,7374084.0
2005-12-14,11618,11800,11165,11347,120668,92176.0,7374084.0
2005-12-15,11527,11573,11210,11256,81704,91439.0,7374084.0
2005-12-16,11030,11030,10440,10712,144541,87014.0,7374084.0
2005-12-19,10620,10983,10575,10802,120888,87752.0,7374084.0
2005-12-20,10803,11211,10621,10939,86638,88858.0,7374084.0
2005-12-21,11210,11665,11074,11529,148062,93651.0,7374084.0
2005-12-22,11665,11800,10938,11075,121400,89964.0,7374084.0
2005-12-23,11030,11257,10757,11212,68371,91070.0,7374084.0
2005-12-26,11393,11893,11257,11665,217046,94757.0,7374084.0
2005-12-27,11845,11845,11119,11256,123404,91439.0,7374084.0
2005-12-28,11115,11538,10643,10833,140813,84802.0,7374084.0
2005-12-29,10926,11256,10832,10927,127841,85539.0,7374084.0
2006-01-02,10926,11209,10926,11163,90072,87383.0,7374084.0
2006-01-03,11209,11350,10926,11163,110203,87383.0,7374084.0
2006-01-04,11161,12010,11067,11681,229167,91439.0,7374084.0
2006-01-05,11585,11633,11256,11586,75495,90701.0,7374084.0
2006-01-06,11679,12151,11491,11822,162284,92545.0,7374084.0
2006-01-09,11679,11962,11209,11256,105700,88120.0,7374084.0
2006-01-10,11209,11397,10973,11115,85817,87014.0,7374084.0
2006-01-11,11161,11538,11115,11304,103719,88489.0,7374084.0
2006-01-12,11303,11397,11067,11163,83978,87383.0,7374084.0
2006-01-13,11067,11067,10643,10833,91885,84802.0,7374084.0
2006-01-16,10832,11115,10832,11022,61907,86277.0,7374084.0
2006-01-17,10926,11161,10361,10550,88355,82590.0,7374084.0
2006-01-18,10408,10549,9371,9843,167388,77059.0,7374084.0
2006-01-19,9702,10031,9513,9514,82342,74478.0,7374084.0
2006-01-20,9607,9843,9071,9345,144776,73151.0,7374084.0
2006-01-23,9089,9315,8184,8289,78564,64892.0,7374084.0
2006-01-24,8034,8458,7771,8252,123556,64597.0,7374084.0
2006-01-25,8213,8656,8213,8430,82220,65998.0,7374084.0
2006-01-26,8448,8581,8298,8430,48913,65998.0,7374084.0
2006-01-27,8599,8731,8496,8666,56858,67842.0,7374084.0
2006-01-31,8760,8948,8712,8714,41077,68210.0,7374084.0
2006-02-01,8722,8722,8053,8280,97401,64818.0,7374084.0
2006-02-02,8317,8373,8015,8101,57267,63417.0,7374084.0
2006-02-03,8091,8091,7799,7819,57875,61205.0,7374084.0
2006-02-06,7817,7817,7440,7791,60078,60984.0,7374084.0
2006-02-07,7799,8006,7733,7940,36810,62164.0,7374084.0
2006-02-08,7780,8091,7771,7781,43578,60910.0,7374084.0
2006-02-09,7883,7958,7827,7847,38235,61426.0,7374084.0
2006-02-10,7855,7978,7817,7865,31169,61574.0,7374084.0
2006-02-13,7940,8166,7912,8083,43760,63270.0,7374084.0
2006-02-14,8091,8242,7950,8083,39794,63270.0,7374084.0
2006-02-15,8147,8176,7704,7706,39733,60320.0,7374084.0
2006-02-16,7704,7771,7591,7630,41919,59730.0,7374084.0
2006-02-17,7666,7845,7629,7640,38490,59804.0,7374084.0
2006-02-20,7676,7771,7658,7678,25526,60099.0,7374084.0
2006-02-21,7686,7799,7582,7630,47334,59730.0,7374084.0
2006-02-22,7582,7676,7478,7479,223679,58550.0,7374084.0
2006-02-23,7553,7582,7450,7517,76088,58845.0,7374084.0
2006-02-24,7460,7545,7394,7422,101946,58108.0,7374084.0
2006-02-27,7290,7347,7158,7206,256117,56412.0,7374084.0
2006-02-28,7148,7252,7035,7131,98418,55822.0,7374084.0
2006-03-02,7092,7186,7083,7159,134406,56043.0,7374084.0
2006-03-03,7111,7186,6970,7065,75790,55306.0,7374084.0
2006-03-06,6970,7092,6970,7065,71321,55306.0,7374084.0
2006-03-07,6979,7045,6819,6820,63112,53388.0,7374084.0
2006-03-08,6706,6866,6583,6622,88640,51840.0,7374084.0
2006-03-09,6593,6829,6593,6791,50889,53167.0,7374084.0
2006-03-10,6734,6847,6696,6829,59328,53462.0,7374084.0
2006-03-13,6781,7158,6781,7055,31744,55232.0,7374084.0
2006-03-14,7064,7299,7064,7216,35079,56485.0,7374084.0
2006-03-15,7092,7422,7092,7301,51712,57149.0,7374084.0
2006-03-16,7214,7290,7017,7103,26086,55601.0,7374084.0
2006-03-17,6989,7092,6847,7065,22100,55306.0,7374084.0
2006-03-20,6979,7186,6960,7140,21521,55896.0,7374084.0
2006-03-21,7158,7233,7064,7084,29392,55453.0,7374084.0
2006-03-22,7130,7130,6876,6942,30067,54347.0,7374084.0
2006-03-23,6876,6989,6753,6858,29321,53683.0,7374084.0
2006-03-24,6696,6857,6696,6745,10457,52798.0,7374084.0
2006-03-27,6658,6951,6602,6811,31589,53315.0,7374084.0
2006-03-28,6696,6772,6602,6613,16491,51766.0,7374084.0
2006-03-29,6612,6734,6612,6688,8627,52356.0,7374084.0
2006-03-30,6734,6809,6630,6763,14825,52946.0,7374084.0
2006-03-31,6696,6819,6696,6783,10626,53093.0,7374084.0
2006-04-03,6791,6914,6791,6820,14741,53388.0,7374084.0
2006-04-04,6838,6942,6801,6942,20680,54347.0,7374084.0
2006-04-05,7045,7055,6932,7017,15093,54937.0,7374084.0
2006-04-06,7017,7130,7017,7037,19868,55084.0,7374084.0
2006-04-07,6951,7055,6847,7027,20120,55011.0,7374084.0
2006-04-10,6922,7073,6876,7027,36873,57150.0,7660828.0
2006-04-11,7027,7035,6894,7037,30805,57226.0,7660828.0
2006-04-12,7055,7064,6932,7065,20946,57456.0,7660828.0
2006-04-13,7064,7130,6960,7093,14063,57686.0,7660828.0
2006-04-14,7252,7629,7176,7527,87581,61210.0,7660828.0
2006-04-17,7525,7902,7525,7630,56440,62053.0,7660828.0
2006-04-18,7629,7865,7347,7479,26862,60827.0,7660828.0
2006-04-19,7422,7573,7356,7357,25359,59831.0,7660828.0
2006-04-20,7356,7629,7214,7630,66544,62053.0,7660828.0
2006-04-21,7723,7771,7507,7517,50904,61133.0,7660828.0
2006-04-24,7432,7432,7252,7291,23566,59295.0,7660828.0
2006-04-25,7205,7299,7101,7159,31842,58222.0,7660828.0
2006-04-26,7205,7205,7045,7084,29985,57609.0,7660828.0
2006-04-27,7055,7111,6979,7017,14765,57073.0,7660828.0
2006-04-28,6942,7055,6942,6952,17042,56537.0,7660828.0
2006-05-02,6894,7440,6876,7065,68150,57456.0,7660828.0
2006-05-03,7233,7233,7092,7140,23361,58069.0,7660828.0
2006-05-04,7319,7319,6989,6999,16044,56920.0,7660828.0
2006-05-08,6970,7092,6876,7093,24828,57686.0,7660828.0
2006-05-09,6932,7582,6932,7536,139566,61287.0,7660828.0
2006-05-10,7573,7723,7243,7253,154855,58988.0,7660828.0
2006-05-11,7299,7299,7083,7131,18898,57992.0,7660828.0
2006-05-12,6932,7205,6922,6924,23201,56307.0,7660828.0
2006-05-15,6706,6922,6706,6726,30283,54698.0,7660828.0
2006-05-16,6753,6838,6706,6735,18636,54775.0,7660828.0
2006-05-17,6829,6829,6650,6726,21742,54698.0,7660828.0
2006-05-18,6640,6640,6140,6311,21640,51328.0,7660828.0
2006-05-19,6132,6480,6132,6452,5372,52477.0,7660828.0
2006-05-22,6452,6555,6404,6519,22389,53013.0,7660828.0
2006-05-23,6358,6593,6358,6386,8460,51940.0,7660828.0
2006-05-24,6245,6480,6235,6255,13099,50868.0,7660828.0
2006-05-25,6253,6339,5971,6076,31113,49412.0,7660828.0
2006-05-26,5990,6386,5990,6123,16368,49795.0,7660828.0
2006-05-29,6037,6348,5981,6104,14236,49642.0,7660828.0
2006-05-30,6122,6311,5934,6217,20480,50561.0,7660828.0
2006-06-01,6253,6273,5981,5981,18349,48646.0,7660828.0
2006-06-02,5924,6122,5717,5934,26669,48263.0,7660828.0
2006-06-05,5839,6027,5698,6019,18215,48953.0,7660828.0
2006-06-07,5896,6019,5132,5407,21665,43973.0,7660828.0
2006-06-08,5086,5350,4878,5181,12990,42135.0,7660828.0
2006-06-09,5576,5576,5227,5275,5011,42901.0,7660828.0
2006-06-12,5189,5453,5180,5398,15385,43897.0,7660828.0
2006-06-13,5227,5396,5132,5162,3167,41981.0,7660828.0
2006-06-14,5086,5208,4991,5181,7678,42135.0,7660828.0
2006-06-15,5359,5416,5180,5285,4667,42977.0,7660828.0
2006-06-16,5509,5509,5312,5416,13203,44050.0,7660828.0
2006-06-19,5274,5368,4822,5275,5728,42901.0,7660828.0
2006-06-20,5491,5491,5001,5294,4027,43054.0,7660828.0
2006-06-21,5227,5529,5048,5124,2943,41675.0,7660828.0
2006-06-22,5124,5199,4954,5106,15534,41522.0,7660828.0
2006-06-23,5104,5104,4794,5068,25460,41215.0,7660828.0
2006-06-26,5132,5132,4916,4927,6813,40066.0,7660828.0
2006-06-27,4926,4991,4803,4927,21747,40066.0,7660828.0
2006-06-28,4775,4860,4709,4710,21530,38304.0,7660828.0
2006-06-29,4737,4841,4737,4747,13242,38611.0,7660828.0
2006-06-30,4832,5124,4812,4898,17542,39836.0,7660828.0
2006-07-03,4898,4991,4822,4973,8140,40449.0,7660828.0
2006-07-04,4973,5029,4850,4852,13742,39453.0,7660828.0
2006-07-05,4709,4784,4681,4747,13390,38611.0,7660828.0
2006-07-06,4709,4747,4662,4729,10477,38457.0,7660828.0
2006-07-07,4727,4822,4699,4701,9225,38228.0,7660828.0
2006-07-10,4671,4926,4643,4908,12196,39913.0,7660828.0
2006-07-11,4878,5019,4709,4880,6931,39683.0,7660828.0
2006-07-12,4850,4860,4765,4852,9321,39453.0,7660828.0
2006-07-13,4907,4907,4765,4814,4167,39147.0,7660828.0
2006-07-14,4803,4803,4629,4696,4694,38189.0,7660828.0
2006-07-18,4671,4671,4478,4480,8763,36427.0,7660828.0
2006-07-19,4511,4535,4412,4483,6132,36466.0,7660828.0
2006-07-20,4643,4662,4521,4616,3522,37538.0,7660828.0
2006-07-21,4549,4643,4511,4568,6406,37155.0,7660828.0
2006-07-24,4521,4671,4521,4634,3047,37691.0,7660828.0
2006-07-25,4624,4690,4614,4663,4157,37921.0,7660828.0
2006-07-26,4614,4699,4577,4634,8797,37691.0,7660828.0
2006-07-27,4662,4737,4568,4710,4507,38304.0,7660828.0
2006-07-28,4624,4709,4624,4691,4307,38151.0,7660828.0
2006-07-31,4681,4747,4606,4705,8237,38266.0,7660828.0
2006-08-01,4676,4727,4606,4644,8470,37768.0,7660828.0
2006-08-02,4530,4756,4530,4606,1167,37461.0,7660828.0
2006-08-03,4606,4709,4521,4521,8618,36772.0,7660828.0
2006-08-04,4521,4568,4426,4493,7147,36542.0,7660828.0
2006-08-07,4511,4511,4351,4423,10938,35968.0,7660828.0
2006-08-08,4332,4440,4332,4432,635,36044.0,7660828.0
2006-08-09,4290,4445,4290,4399,12981,35776.0,7660828.0
2006-08-10,4417,4417,4313,4404,14046,35814.0,7660828.0
2006-08-11,4422,4601,4422,4559,19613,37078.0,7660828.0
2006-08-14,4586,4586,4497,4578,6081,37232.0,7660828.0
2006-08-16,4624,4690,4506,4508,8705,36657.0,7660828.0
2006-08-17,4342,4573,4332,4342,8298,35316.0,7660828.0
2006-08-18,4351,4417,4318,4357,6358,35431.0,7660828.0
2006-08-21,4347,4426,4332,4395,7781,35738.0,7660828.0
2006-08-22,4398,4488,4398,4483,6866,36466.0,7660828.0
2006-08-23,4511,4614,4445,4616,14670,37538.0,7660828.0
2006-08-24,4596,4699,4563,4616,23590,37538.0,7660828.0
2006-08-25,4577,4850,4577,4691,20771,38151.0,7660828.0
2006-08-28,4662,4737,4591,4593,14113,37347.0,7660828.0
2006-08-29,4614,4756,4586,4729,6887,38457.0,7660828.0
2006-08-30,4727,4822,4709,4804,16894,39070.0,7660828.0
2006-08-31,4841,4841,4681,4804,17030,39070.0,7660828.0
2006-09-01,4803,5057,4803,4945,78694,40219.0,7660828.0
2006-09-04,4991,5086,4963,4993,55291,40602.0,7660828.0
2006-09-05,5011,5076,4935,5021,38033,40832.0,7660828.0
2006-09-06,4991,5048,4973,5001,16056,40679.0,7660828.0
2006-09-07,4991,5048,4860,4983,19315,40526.0,7660828.0
2006-09-08,4982,5265,4888,5001,72786,40679.0,7660828.0
2006-09-11,5019,5057,4832,4832,8076,39300.0,7660828.0
