멜파스(096640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-05-11,24482,24583,23549,23549,56112,367085.0,5199501.0
2010-05-12,23849,24149,23649,23649,29906,368645.0,5199501.0
2010-05-13,24216,24249,23782,24016,36112,374364.0,5199501.0
2010-05-14,24082,24249,23649,23782,38289,370724.0,5199501.0
2010-05-17,23515,23515,22381,22382,77322,348887.0,5199501.0
2010-05-18,22381,22414,20113,20714,147372,322889.0,5199501.0
2010-05-19,20313,20513,18879,19113,217293,297931.0,5199501.0
2010-05-20,19112,19646,17845,18512,227513,288572.0,5199501.0
2010-05-24,18045,18478,17211,17211,167711,268294.0,5199501.0
2010-05-25,16911,17378,15160,15610,284176,243337.0,5199501.0
2010-05-26,16194,17945,16194,17945,284884,279733.0,5199501.0
2010-05-27,18645,20146,18011,19079,455993,297411.0,5199501.0
2010-05-28,19679,19913,18979,19079,191885,297411.0,5199501.0
2010-05-31,19246,20513,19146,20147,170996,314050.0,5199501.0
2010-06-01,20513,20813,20180,20280,94315,316130.0,5199501.0
2010-06-03,20380,20680,19813,19947,71337,310930.0,5199501.0
2010-06-04,20346,20413,19613,19746,57131,307810.0,5199501.0
2010-06-07,18912,19112,18512,18679,92432,291172.0,5199501.0
2010-06-08,18412,19846,18378,19446,83756,303131.0,5199501.0
2010-06-09,19613,19979,19279,19279,53966,300531.0,5199501.0
2010-06-10,19512,19512,18712,18813,77878,293252.0,5199501.0
2010-06-11,19146,19312,18712,18813,87201,293252.0,5199501.0
2010-06-14,19112,19646,18812,18879,58663,294292.0,5199501.0
2010-06-15,19146,19512,18945,19413,41517,302611.0,5199501.0
2010-06-16,19713,19846,18845,18846,90665,293772.0,5199501.0
2010-06-17,18979,18979,18245,18279,101555,284933.0,5199501.0
2010-06-18,18378,18579,17745,18012,73233,280773.0,5199501.0
2010-06-21,18045,18145,17444,17645,130167,275054.0,5199501.0
2010-06-22,17444,17811,17244,17278,92088,269334.0,5199501.0
2010-06-23,17344,17444,17011,17011,83108,265175.0,5199501.0
2010-06-24,16944,17444,16944,17145,86806,267254.0,5199501.0
2010-06-25,17044,17244,16811,16878,69941,263095.0,5199501.0
2010-06-28,17011,17044,16744,16744,68354,261015.0,5199501.0
2010-06-29,16844,17978,16744,17378,256568,270894.0,5199501.0
2010-06-30,17311,17745,17044,17512,93744,272974.0,5199501.0
2010-07-01,17511,17545,16777,17178,84602,267774.0,5199501.0
2010-07-02,17344,19646,17244,19446,419127,303131.0,5199501.0
2010-07-05,19546,20580,19546,19947,245193,310930.0,5199501.0
2010-07-06,20146,20346,19246,19446,132698,303131.0,5199501.0
2010-07-07,19979,20446,19713,20147,189797,314050.0,5199501.0
2010-07-08,20613,20980,20346,20580,147505,320809.0,5199501.0
2010-07-09,20847,21114,19779,20314,140041,316650.0,5199501.0
2010-07-12,20580,22281,20346,21681,217910,337968.0,5199501.0
2010-07-13,21714,22881,21681,22748,197207,354606.0,5199501.0
2010-07-14,23315,25250,23048,24283,411886,378524.0,5199501.0
2010-07-15,24349,24549,23382,23482,194075,366045.0,5199501.0
2010-07-16,23415,23482,22014,22048,254429,343687.0,5199501.0
2010-07-19,21714,22781,21380,22648,128152,353046.0,5199501.0
2010-07-20,23015,23849,22981,23049,142256,359286.0,5199501.0
2010-07-21,23248,23282,21781,21848,135736,340567.0,5199501.0
2010-07-22,21847,22248,20847,21314,95443,332248.0,5199501.0
2010-07-23,21681,21881,20680,21348,77437,335968.0,5249501.0
2010-07-26,21380,22781,21380,22582,89163,355391.0,5249501.0
2010-07-27,22748,22815,22048,22081,62523,347517.0,5249501.0
2010-07-28,21847,22348,21547,21614,36554,340168.0,5249501.0
2010-07-29,21447,22815,21280,22682,113228,356966.0,5249501.0
2010-07-30,22781,22881,21947,22048,70418,349173.0,5282501.0
2010-08-02,22181,22948,22181,22915,76252,362908.0,5282501.0
2010-08-03,23215,23215,22448,22915,85373,362908.0,5282501.0
2010-08-04,23148,23682,23015,23349,90059,369775.0,5282501.0
2010-08-05,23315,23515,22348,22415,69329,354984.0,5282501.0
2010-08-06,22481,23015,22448,22615,33979,358154.0,5282501.0
2010-08-09,22548,22881,21547,21614,89696,342306.0,5282501.0
2010-08-10,21681,21747,20647,20680,126995,327515.0,5282501.0
2010-08-11,20513,21180,20480,20580,41035,325930.0,5282501.0
2010-08-12,19746,20413,19746,19813,80331,313781.0,5282501.0
2010-08-13,20146,20280,19579,20147,59591,319063.0,5282501.0
2010-08-16,20180,20180,19012,19146,81505,303216.0,5282501.0
2010-08-17,19279,19846,19012,19013,79404,301103.0,5282501.0
2010-08-18,19246,19512,18478,18579,86670,294235.0,5282501.0
2010-08-19,18779,19746,18679,19613,97716,310611.0,5282501.0
2010-08-20,19412,20046,19312,19713,49797,312196.0,5282501.0
2010-08-23,19713,19913,19212,19246,35098,304800.0,5282501.0
2010-08-24,19212,19212,18645,18712,35915,296348.0,5282501.0
2010-08-25,18345,18612,17945,18045,53805,285783.0,5282501.0
2010-08-26,18112,18345,17111,17178,154031,272049.0,5282501.0
2010-08-27,17178,19246,17178,19113,164563,302687.0,5282501.0
2010-08-30,19412,19879,19312,19746,94953,312724.0,5282501.0
2010-08-31,19546,19613,19279,19413,35679,307442.0,5282501.0
2010-09-01,0,0,0,20847,105682,330156.0,5282501.0
2010-09-02,23949,23949,23182,23949,388905,379284.0,5282501.0
2010-09-03,24349,24382,23348,23416,241403,370832.0,5282501.0
2010-09-06,23348,23615,22481,23516,155139,372416.0,5282501.0
2010-09-07,24015,25550,23882,24750,214028,391962.0,5282501.0
2010-09-08,24416,25683,24282,24950,129480,395131.0,5282501.0
2010-09-09,25216,26250,24983,25717,146659,407281.0,5282501.0
2010-09-10,26250,26284,25750,25917,80811,410450.0,5282501.0
2010-09-13,25783,26117,25250,25384,81438,401998.0,5282501.0
2010-09-14,25617,25783,25116,25183,67511,398829.0,5282501.0
2010-09-15,25216,25850,25216,25350,79052,401470.0,5282501.0
2010-09-16,24583,25650,24583,25050,122387,396716.0,5282501.0
2010-09-17,26950,28800,26500,28350,539360,149759.0,5282501.0
2010-09-20,27350,28050,26950,27000,173561,142628.0,5282501.0
2010-09-24,26600,27250,26100,26100,106776,137873.0,5282501.0
2010-09-27,26500,27050,25600,26100,145626,137873.0,5282501.0
2010-09-28,25850,26300,25550,25700,82482,135760.0,5282501.0
2010-09-29,25600,28550,25100,27300,217388,144212.0,5282501.0
2010-09-30,27300,27950,27000,27100,124745,143156.0,5282501.0
2010-10-01,27450,27450,26500,26700,58437,141043.0,5282501.0
2010-10-04,27000,27400,26700,27100,83681,143156.0,5282501.0
2010-10-05,27400,27400,26800,26900,50402,142099.0,5282501.0
2010-10-06,27500,28350,27250,28050,176349,148174.0,5282501.0
2010-10-07,28400,32250,28250,28600,760130,151080.0,5282501.0
2010-10-08,29300,30150,29050,29400,252011,155306.0,5282501.0
2010-10-11,29950,29950,28350,28950,106728,152928.0,5282501.0
2010-10-12,28950,29850,28250,28400,103950,150023.0,5282501.0
2010-10-13,28650,29000,28150,29000,99124,153193.0,5282501.0
2010-10-14,29050,30700,28650,30500,199756,161116.0,5282501.0
2010-10-15,28600,30000,28550,29500,602390,467501.0,15847503.0
2010-10-18,29800,29900,28450,28600,459989,453239.0,15847503.0
2010-10-19,28800,28850,27100,27450,427627,435014.0,15847503.0
2010-10-20,26950,28700,26700,28200,341330,446900.0,15847503.0
2010-10-21,28450,29200,28050,28050,278583,444522.0,15847503.0
2010-10-22,28450,28600,27200,27250,227928,431844.0,15847503.0
2010-10-25,27300,27700,26700,27400,206287,434222.0,15847503.0
2010-10-26,28100,28100,27500,27700,206207,438976.0,15847503.0
2010-10-27,27950,28450,27800,28000,212352,443730.0,15847503.0
2010-10-28,28300,28450,27600,27850,128469,441353.0,15847503.0
2010-10-29,28150,28150,27350,27600,138922,437391.0,15847503.0
2010-11-01,27850,29850,27800,29850,882523,473048.0,15847503.0
2010-11-02,29700,29900,28600,29750,539040,471463.0,15847503.0
2010-11-03,30000,30050,28850,28850,350571,457200.0,15847503.0
2010-11-04,28800,29450,27900,28050,304911,444522.0,15847503.0
2010-11-05,28350,28750,27500,27850,252227,441353.0,15847503.0
2010-11-08,28100,28150,27600,27850,122184,441353.0,15847503.0
2010-11-09,27500,28200,27500,27600,170944,437391.0,15847503.0
2010-11-10,27900,28800,27000,28300,432917,448484.0,15847503.0
2010-11-11,28450,28550,27750,28200,199966,446900.0,15847503.0
2010-11-12,28400,28400,26000,26850,245137,425505.0,15847503.0
2010-11-15,26450,27450,26450,27100,205614,429467.0,15847503.0
2010-11-16,26950,27700,26550,27300,143062,453112.0,16597501.0
2010-11-17,27000,28100,26850,27800,173641,461411.0,16597501.0
2010-11-18,28200,28350,27800,28200,142982,468050.0,16597501.0
2010-11-19,28400,29250,28400,28500,224772,473029.0,16597501.0
2010-11-22,28500,28950,28150,28150,837991,467220.0,16597501.0
2010-11-23,28750,29600,28700,28800,484609,478008.0,16597501.0
2010-11-24,27400,28450,27300,28350,264285,470539.0,16597501.0
2010-11-25,29150,29700,28750,28800,323829,478008.0,16597501.0
2010-11-26,28800,28900,27550,27800,202316,461411.0,16597501.0
2010-11-29,27500,27900,27000,27300,156247,453112.0,16597501.0
2010-11-30,27500,27950,27350,27600,72336,458091.0,16597501.0
2010-12-01,27450,27800,26950,27400,123447,454772.0,16597501.0
2010-12-02,27750,28400,27650,27900,135736,463070.0,16597501.0
2010-12-03,28050,28150,26800,26800,161106,444813.0,16597501.0
2010-12-06,27100,27650,26600,27000,144061,448133.0,16597501.0
2010-12-07,27050,27600,27000,27300,111609,453112.0,16597501.0
2010-12-08,27100,27500,26850,26850,89871,445643.0,16597501.0
2010-12-09,26800,27550,26700,27100,113201,449792.0,16597501.0
2010-12-10,27400,28700,27200,28700,384528,476348.0,16597501.0
2010-12-13,29200,29550,28700,28850,366796,478838.0,16597501.0
2010-12-14,28800,29100,28300,28550,228257,473859.0,16597501.0
2010-12-15,28600,28900,28200,28900,176844,479668.0,16597501.0
2010-12-16,28550,28850,28050,28300,197753,469709.0,16597501.0
2010-12-17,28300,28700,28200,28550,120881,473859.0,16597501.0
2010-12-20,27800,28450,27350,28000,183780,464730.0,16597501.0
2010-12-21,28350,28600,27750,27750,164954,460581.0,16597501.0
2010-12-22,28050,29250,28000,28700,294520,476348.0,16597501.0
2010-12-23,29050,29150,28550,28700,141990,476348.0,16597501.0
2010-12-24,29000,29000,27750,28300,129482,472256.0,16687501.0
2010-12-27,27800,28250,27550,27600,73235,460575.0,16687501.0
2010-12-28,27500,27900,27100,27300,117273,455569.0,16687501.0
2010-12-29,27250,27850,27250,27850,54691,464747.0,16687501.0
2010-12-30,28250,29100,27750,29000,177714,483938.0,16687501.0
2011-01-03,29350,31550,28950,31300,893297,522319.0,16687501.0
2011-01-04,31750,32400,30650,31400,848975,523988.0,16687501.0
2011-01-05,31950,33350,31900,32450,847659,541509.0,16687501.0
2011-01-06,33200,34200,32550,32950,914144,549853.0,16687501.0
2011-01-07,33000,33300,32000,32300,463697,539006.0,16687501.0
2011-01-10,32000,33600,31650,33600,418677,560700.0,16687501.0
2011-01-11,34000,35550,33900,35000,852952,584063.0,16687501.0
2011-01-12,35450,35800,34250,35000,488487,584063.0,16687501.0
2011-01-13,34900,37400,34400,36800,839793,614100.0,16687501.0
2011-01-14,37450,39000,36900,37000,792361,617438.0,16687501.0
2011-01-17,37350,37700,36550,37000,353287,617438.0,16687501.0
2011-01-18,36500,37900,36450,37400,316201,624113.0,16687501.0
2011-01-19,37150,38550,37000,38550,469004,643303.0,16687501.0
2011-01-20,38500,40200,38100,39500,377878,663600.0,16800001.0
2011-01-21,39400,39450,36950,37000,748699,621600.0,16800001.0
2011-01-24,36700,37550,36700,36900,249205,619920.0,16800001.0
2011-01-25,37700,37800,36900,36950,308760,620760.0,16800001.0
2011-01-26,37100,38500,37100,37150,247156,624120.0,16800001.0
2011-01-27,37650,38300,37150,38200,165749,641760.0,16800001.0
2011-01-28,38450,38500,37150,37250,212247,625800.0,16800001.0
2011-01-31,35350,36800,35250,35400,407296,594720.0,16800001.0
2011-02-01,36050,38200,36050,37350,354523,627480.0,16800001.0
2011-02-07,38900,40500,38550,39500,789417,663600.0,16800001.0
2011-02-08,40100,40500,38050,38200,596149,641760.0,16800001.0
2011-02-09,38250,40200,37200,39950,488791,671160.0,16800001.0
2011-02-10,39950,45850,39900,45650,1391560,766920.0,16800001.0
2011-02-11,44900,48600,42350,43300,1217956,727440.0,16800001.0
2011-02-14,43950,45500,43700,44500,745485,747600.0,16800001.0
2011-02-15,45050,46450,44550,45800,562931,769440.0,16800001.0
2011-02-16,46050,49350,46000,47750,860752,802200.0,16800001.0
2011-02-17,48500,49650,45500,48850,793784,820680.0,16800001.0
2011-02-18,49400,49450,45650,45850,838710,770280.0,16800001.0
2011-02-21,45050,45250,42850,42950,922623,721560.0,16800001.0
2011-02-22,43250,45450,43250,43750,563937,735000.0,16800001.0
2011-02-23,43100,43700,41600,42450,383036,713160.0,16800001.0
2011-02-24,42450,44400,42450,44000,443110,739200.0,16800001.0
2011-02-25,44950,47350,44600,47350,801416,795480.0,16800001.0
2011-02-28,48000,50000,46700,49000,992339,823200.0,16800001.0
2011-03-02,49550,51000,48550,50500,800631,848400.0,16800001.0
2011-03-03,50600,50900,47700,47800,842975,803040.0,16800001.0
2011-03-04,48500,49750,48000,49300,394943,828240.0,16800001.0
2011-03-07,49600,49750,48150,49050,307678,824040.0,16800001.0
2011-03-08,48850,50000,48650,49700,339554,834960.0,16800001.0
2011-03-09,50100,50200,46850,46850,681314,787080.0,16800001.0
2011-03-10,45500,46050,42750,43100,1038234,724080.0,16800001.0
2011-03-11,41900,45000,41750,44000,626460,739200.0,16800001.0
2011-03-14,42800,42800,38950,41000,1127715,688800.0,16800001.0
2011-03-15,40200,41700,36150,38300,975452,643440.0,16800001.0
2011-03-16,38700,40950,38650,39900,936035,670320.0,16800001.0
2011-03-17,38550,40550,38300,40100,486992,673680.0,16800001.0
2011-03-18,40750,41000,39150,41000,591304,688800.0,16800001.0
2011-03-21,41500,43000,40900,42550,546716,714840.0,16800001.0
2011-03-22,43450,43750,42100,42150,391279,708120.0,16800001.0
2011-03-23,42600,43100,41500,42200,315603,708960.0,16800001.0
2011-03-24,42650,42900,41200,41250,331384,693000.0,16800001.0
2011-03-25,41700,42550,40400,42000,467772,705600.0,16800001.0
2011-03-28,42400,42750,41600,41900,227898,703920.0,16800001.0
2011-03-29,42100,42100,41200,41600,207552,698880.0,16800001.0
2011-03-30,41850,44150,41550,44150,482559,741720.0,16800001.0
2011-03-31,44750,45400,43500,44950,435601,755160.0,16800001.0
2011-04-01,45650,46400,45050,45100,470918,757680.0,16800001.0
2011-04-04,45850,46400,45050,45650,259868,766920.0,16800001.0
2011-04-05,45600,49550,45350,49550,1206384,832440.0,16800001.0
2011-04-06,49550,49900,47800,48000,793988,806400.0,16800001.0
2011-04-07,48700,49250,47000,47250,454197,793800.0,16800001.0
2011-04-08,47800,48850,47100,47550,455804,798840.0,16800001.0
2011-04-11,47700,48050,44000,44000,1155439,739200.0,16800001.0
2011-04-12,43550,45000,42750,42900,398848,720720.0,16800001.0
2011-04-13,43500,44800,43100,44700,359675,750960.0,16800001.0
2011-04-14,44950,45400,44500,45200,215176,759360.0,16800001.0
2011-04-15,45400,45500,43150,43800,412771,735840.0,16800001.0
2011-04-18,43800,43800,40300,40300,852304,677040.0,16800001.0
2011-04-19,39350,41850,39350,40000,520009,672000.0,16800001.0
2011-04-20,41100,41700,40550,41250,443976,693000.0,16800001.0
2011-04-21,42150,42600,40500,41300,390462,693840.0,16800001.0
2011-04-22,42100,42100,40100,40400,278794,678720.0,16800001.0
2011-04-25,40400,41500,39900,40100,407003,673680.0,16800001.0
2011-04-26,40400,41100,39500,41100,479598,690480.0,16800001.0
2011-04-27,41950,47000,41650,46800,1796069,786240.0,16800001.0
2011-04-28,46400,46400,44150,44150,681254,741720.0,16800001.0
2011-04-29,44800,45600,43300,43950,470449,738360.0,16800001.0
2011-05-02,44900,46450,44900,46300,618280,777840.0,16800001.0
2011-05-03,46700,47350,44800,44900,756277,754320.0,16800001.0
2011-05-04,44900,45200,43700,43900,285889,737520.0,16800001.0
2011-05-06,44100,45150,43850,44100,366491,740880.0,16800001.0
2011-05-09,44300,44950,43800,44050,184264,740040.0,16800001.0
2011-05-11,44700,45950,44400,45950,360979,771960.0,16800001.0
2011-05-12,45300,47400,44750,45000,610418,756000.0,16800001.0
2011-05-13,45600,48000,45550,47900,893597,804720.0,16800001.0
2011-05-16,48050,48700,47300,48000,545060,806400.0,16800001.0
2011-05-17,47800,48750,42700,42700,503321,717360.0,16800001.0
2011-05-18,45650,47000,41600,42950,918587,721560.0,16800001.0
2011-05-19,43100,44000,39800,41100,992585,690480.0,16800001.0
2011-05-20,40750,41900,40650,41150,272134,691320.0,16800001.0
2011-05-23,40900,41900,39600,39600,309847,665280.0,16800001.0
2011-05-24,39000,40250,37500,39850,263144,669480.0,16800001.0
2011-05-25,40000,40900,39200,39200,198132,658560.0,16800001.0
2011-05-26,39700,41500,39550,41200,239920,692160.0,16800001.0
2011-05-27,41550,42100,41200,41950,198624,704760.0,16800001.0
2011-05-30,42100,42500,41250,41400,108914,695520.0,16800001.0
2011-05-31,41350,41800,40250,40800,331716,685440.0,16800001.0
2011-06-01,40700,41650,40400,40600,207768,682080.0,16800001.0
2011-06-02,39400,39900,38750,38850,243659,652680.0,16800001.0
2011-06-03,39000,39650,37050,37250,294368,625800.0,16800001.0
2011-06-07,36900,37600,35100,35350,410365,593880.0,16800001.0
2011-06-08,35000,35350,33000,33150,741427,556920.0,16800001.0
2011-06-09,33100,34350,33100,33750,368137,567000.0,16800001.0
2011-06-10,33850,34200,31250,31400,625174,527520.0,16800001.0
2011-06-13,30450,30900,28800,29500,711140,505490.0,17135251.0
2011-06-14,29400,31450,29400,30950,735265,530336.0,17135251.0
2011-06-15,31500,31600,29900,30750,504647,526909.0,17135251.0
2011-06-16,29600,30350,29600,29850,319117,511487.0,17135251.0
2011-06-17,30000,30400,28750,29100,418915,498636.0,17135251.0
2011-06-20,29100,29600,28300,28700,273421,491782.0,17135251.0
2011-06-21,29200,29500,28400,29400,376855,503776.0,17135251.0
2011-06-22,29950,30250,29300,29300,410020,502063.0,17135251.0
2011-06-23,29700,31800,29500,30500,645911,522625.0,17135251.0
2011-06-24,31100,31900,30250,31800,480790,544901.0,17135251.0
2011-06-27,31300,31700,30950,31100,260152,532906.0,17135251.0
2011-06-28,31750,31800,30350,30350,240044,520055.0,17135251.0
2011-06-29,31000,31050,29850,30050,229490,514914.0,17135251.0
2011-06-30,30050,30950,30050,30650,165229,525195.0,17135251.0
2011-07-01,31200,32600,31000,32450,494075,556039.0,17135251.0
2011-07-04,33050,34500,33050,34450,642315,590309.0,17135251.0
2011-07-05,34500,34700,33300,34450,443205,590309.0,17135251.0
2011-07-06,34350,34350,33500,33500,236575,574031.0,17135251.0
2011-07-07,33500,34350,32750,33250,257011,569747.0,17135251.0
2011-07-08,34250,35300,33650,35300,501110,604874.0,17135251.0
2011-07-11,35500,35850,34400,34400,337742,589453.0,17135251.0
2011-07-12,33400,33900,32200,32300,322621,553469.0,17135251.0
2011-07-13,32650,33100,30400,30500,930040,522625.0,17135251.0
2011-07-14,30800,30800,29700,30000,402683,514058.0,17135251.0
2011-07-15,29950,30650,29900,30250,450409,518341.0,17135251.0
2011-07-18,31150,31900,30850,31750,692262,544044.0,17135251.0
2011-07-19,31200,31400,30100,30650,579417,525195.0,17135251.0
2011-07-20,31400,31850,30500,30800,490075,527766.0,17135251.0
2011-07-21,30600,30900,30100,30500,235783,522625.0,17135251.0
2011-07-22,31150,31450,30650,31000,278167,531193.0,17135251.0
2011-07-25,31000,31150,30500,30550,199485,523482.0,17135251.0
2011-07-26,30800,31400,30600,31300,307530,536333.0,17135251.0
2011-07-27,31150,31300,30800,30800,200681,527766.0,17135251.0
2011-07-28,29900,30500,29900,30200,252605,517485.0,17135251.0
2011-07-29,30450,31550,30100,31550,523493,540617.0,17135251.0
2011-08-01,32500,34500,32300,34400,967998,589453.0,17135251.0
2011-08-02,34100,34300,33100,33150,731787,568034.0,17135251.0
2011-08-03,31900,32500,31200,32350,370267,554325.0,17135251.0
2011-08-04,33000,33300,30500,30550,415327,523482.0,17135251.0
2011-08-05,27000,29300,27000,28300,566191,484928.0,17135251.0
2011-08-08,27000,27900,24100,24200,859170,414673.0,17135251.0
2011-08-09,22700,23050,20600,22200,817948,380403.0,17135251.0
2011-08-10,24200,25500,23600,25500,512416,436949.0,17135251.0
2011-08-11,23500,26900,23500,26100,628038,447230.0,17135251.0
2011-08-12,27100,27350,25650,25700,454800,440376.0,17135251.0
2011-08-16,27050,27600,26800,26900,312897,460938.0,17135251.0
2011-08-17,25500,26050,23450,23550,1600800,403535.0,17135251.0
2011-08-18,23600,24700,20750,21400,1648231,366694.0,17135251.0
2011-08-19,19850,20300,18200,18200,1251957,311862.0,17135251.0
2011-08-22,17800,19300,17700,18000,731425,308435.0,17135251.0
2011-08-23,18600,19300,18400,19000,547866,325570.0,17135251.0
2011-08-24,19350,19850,18050,18200,849757,311862.0,17135251.0
2011-08-25,18550,18800,16100,16600,2109923,284445.0,17135251.0
2011-08-26,16350,16900,15400,16250,1143618,278448.0,17135251.0
