액토즈소프트(052790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-10-16,6946,7331,6946,7267,490401,67453.0,5943000.0
2001-10-17,7427,7907,7203,7619,657672,70722.0,5943000.0
2001-10-18,7363,8515,7298,8515,806315,79042.0,5943000.0
2001-10-19,9507,9507,8418,8642,1005362,80230.0,5943000.0
2001-10-22,8899,8899,8387,8835,340170,82013.0,5943000.0
2001-10-23,8963,8963,8451,8515,423849,79042.0,5943000.0
2001-10-24,8515,9508,8515,8835,1336323,82013.0,5943000.0
2001-10-25,8963,9220,8611,9027,503292,83796.0,5943000.0
2001-10-26,9124,10084,9091,10084,1706272,93602.0,5943000.0
2001-10-29,10211,10595,9635,9859,1182924,91522.0,5943000.0
2001-10-30,9668,9699,8739,8963,674493,83202.0,5943000.0
2001-10-31,9058,9346,8835,9251,435556,85876.0,5943000.0
2001-11-01,9219,9442,9058,9059,467302,84093.0,5943000.0
2001-11-02,9219,9346,8675,8707,415974,80825.0,5943000.0
2001-11-05,8836,9155,8707,8963,204529,83202.0,5943000.0
2001-11-06,9155,9188,8803,8963,274080,83202.0,5943000.0
2001-11-07,8835,9090,8738,8738,161328,81122.0,5943000.0
2001-11-08,8738,9315,8738,9059,485280,84093.0,5943000.0
2001-11-09,9091,9507,9091,9283,428477,86174.0,5943000.0
2001-11-12,9411,9475,9123,9443,254826,87659.0,5943000.0
2001-11-13,9315,9507,9187,9251,257165,85876.0,5943000.0
2001-11-14,9347,9828,9347,9571,462786,88848.0,5943000.0
2001-11-15,9699,9699,8963,9283,415695,86174.0,5943000.0
2001-11-16,9412,9732,9188,9187,378177,85282.0,5943000.0
2001-11-19,9251,9347,8836,9027,307367,83796.0,5943000.0
2001-11-20,9251,9891,9220,9379,710617,87065.0,5943000.0
2001-11-21,9284,9443,9155,9187,166712,85282.0,5943000.0
2001-11-22,9187,9667,9187,9603,390093,89145.0,5943000.0
2001-11-23,9795,10756,9795,9988,1002757,92711.0,5943000.0
2001-11-26,10242,10563,9923,10243,391432,95088.0,5943000.0
2001-11-27,10372,11076,10212,10884,524349,101031.0,5943000.0
2001-11-28,10627,11684,10627,10947,713355,101625.0,5943000.0
2001-11-29,10883,11171,10019,10659,480932,98951.0,5943000.0
2001-11-30,10563,11907,10083,11395,1049121,105785.0,5943000.0
2001-12-03,11652,12164,11589,11780,709272,109351.0,5943000.0
2001-12-04,11780,12899,11459,12100,1031172,112323.0,5943000.0
2001-12-05,12163,12355,11843,12100,475716,112323.0,5943000.0
2001-12-06,12229,12485,11652,11876,366224,110243.0,5943000.0
2001-12-07,11684,12388,11523,11843,436394,109946.0,5943000.0
2001-12-10,11781,12356,11652,11780,269244,109351.0,5943000.0
2001-12-11,11651,11907,11459,11460,220793,106380.0,5943000.0
2001-12-12,11363,12259,11332,12004,424310,111431.0,5943000.0
2001-12-13,11652,12068,11460,11524,232344,106974.0,5943000.0
2001-12-14,11715,12067,11715,11908,290044,110540.0,5943000.0
2001-12-17,11907,12067,11395,11395,170579,105785.0,5943000.0
2001-12-18,11395,11588,10179,10499,273926,97465.0,5943000.0
2001-12-19,10339,10564,9476,9923,306096,92116.0,5943000.0
2001-12-20,10180,10339,9860,10115,186712,93899.0,5943000.0
2001-12-21,10180,10564,9860,9923,165491,92116.0,5943000.0
2001-12-24,9699,10116,9572,9923,161245,92116.0,5943000.0
2001-12-26,10180,10243,9924,9923,127316,92116.0,5943000.0
2001-12-27,9924,10180,9924,10115,129152,93899.0,5943000.0
2001-12-28,10211,10851,10147,10755,216069,99842.0,5943000.0
2002-01-02,10883,10883,10563,10691,196254,99248.0,5943000.0
2002-01-03,10756,10980,10243,10372,206163,96277.0,5943000.0
2002-01-04,10564,10660,10339,10372,180558,96277.0,5943000.0
2002-01-07,10308,10372,9956,9988,310351,92711.0,5943000.0
2002-01-08,9794,10211,9794,9955,247104,92414.0,5943000.0
2002-01-09,9924,11141,9924,11140,633040,103408.0,5943000.0
2002-01-10,11395,12451,11332,12260,1072972,113808.0,5943000.0
2002-01-11,12741,12869,11237,11524,466048,106974.0,5943000.0
2002-01-14,11299,12355,11203,12100,392148,112323.0,5943000.0
2002-01-15,11843,12036,11203,11203,225623,104002.0,5943000.0
2002-01-16,10979,11395,10723,10755,228837,99842.0,5943000.0
2002-01-17,10468,10884,10436,10884,144236,101031.0,5943000.0
2002-01-18,10756,11716,10564,10916,321609,101328.0,5943000.0
2002-01-21,10883,11651,10819,11652,192570,108163.0,5943000.0
2002-01-22,11812,12229,11332,11524,368138,106974.0,5943000.0
2002-01-23,11332,11748,11268,11268,218496,104597.0,5943000.0
2002-01-24,11620,12037,11396,11524,427756,106974.0,5943000.0
2002-01-25,11843,12899,11588,12900,881143,119751.0,5943000.0
2002-01-28,14438,14438,14181,14437,251604,134015.0,5943000.0
2002-01-29,15301,15878,14085,14085,1307391,130746.0,5943000.0
2002-01-30,14085,15046,13637,15045,548962,139660.0,5943000.0
2002-01-31,15686,16838,15494,16838,1084615,156301.0,5943000.0
2002-02-01,16837,17381,16004,16005,463719,148575.0,5943000.0
2002-02-04,15878,16134,14085,14085,415288,130746.0,5943000.0
2002-02-05,13764,14693,13347,14596,350635,135500.0,5943000.0
2002-02-06,13957,15046,13957,14181,272275,131637.0,5943000.0
2002-02-07,13765,14053,12869,12868,294894,119454.0,5943000.0
2002-02-08,13125,14405,12996,14181,315361,131637.0,5943000.0
2002-02-14,14500,14916,14148,14244,267797,132232.0,5943000.0
2002-02-15,14085,14790,14085,14341,217858,133123.0,5943000.0
2002-02-18,14500,14596,13796,13956,211148,129557.0,5943000.0
2002-02-19,14052,15556,14052,15109,507215,140255.0,5943000.0
2002-02-20,15365,15974,14821,15077,442088,139958.0,5943000.0
2002-02-21,15173,15621,14756,15461,320466,143523.0,5943000.0
2002-02-22,15334,16262,15205,15429,365919,143226.0,5943000.0
2002-02-25,15557,15878,14725,14725,253830,136689.0,5943000.0
2002-02-26,15046,15174,14277,14373,316983,133420.0,5943000.0
2002-02-27,14212,14372,13732,13956,398001,129557.0,5943000.0
2002-02-28,14148,15621,14020,15621,718916,145009.0,5943000.0
2002-03-04,16390,17414,16101,16838,775392,156301.0,5943000.0
2002-03-05,17285,17861,16517,16709,609923,155112.0,5943000.0
2002-03-06,16965,16998,16293,16613,267171,154221.0,5943000.0
2002-03-07,16838,17606,16518,16774,506254,155707.0,5943000.0
2002-03-08,16518,16966,15813,16294,288661,151249.0,5943000.0
2002-03-11,16453,17477,16453,17222,443978,159867.0,5943000.0
2002-03-12,17286,18439,17030,17286,666168,160461.0,5943000.0
2002-03-13,17477,18086,17349,17349,263806,161055.0,5943000.0
2002-03-14,17733,17765,17093,17509,208491,162541.0,5943000.0
2002-03-15,17606,18854,17606,17990,509147,166998.0,5943000.0
2002-03-18,18247,19239,18183,18951,432895,175913.0,5943000.0
2002-03-19,18950,19398,18469,18662,236120,173238.0,5943000.0
2002-03-20,18886,19014,18309,18374,234759,170564.0,5943000.0
2002-03-21,17957,18309,17638,17766,202782,164918.0,5943000.0
2002-03-22,18117,19014,17990,18822,281505,174724.0,5943000.0
2002-03-25,19846,20839,19334,20070,681357,186313.0,5943000.0
2002-03-26,20166,20199,19205,20102,287730,186610.0,5943000.0
2002-03-27,20166,20999,19782,20166,312287,187204.0,5943000.0
2002-03-28,21126,22247,21062,21607,537727,200576.0,5943000.0
2002-03-29,22248,24201,22088,23240,694132,215731.0,5943000.0
2002-04-01,23687,24200,20486,20614,533949,191365.0,5943000.0
2002-04-02,20806,21414,19205,21063,472335,195525.0,5943000.0
2002-04-03,20487,22184,20487,21383,260438,198496.0,5943000.0
2002-04-04,21318,21766,20678,21127,185434,196119.0,5943000.0
2002-04-08,20551,21383,20070,20102,246981,186610.0,5943000.0
2002-04-09,19527,20039,18439,18599,412602,172644.0,5943000.0
2002-04-10,18247,18247,16966,17734,326167,164621.0,5943000.0
2002-04-11,18149,18886,17798,18566,247077,172347.0,5943000.0
2002-04-12,17733,19078,17733,18758,189352,174130.0,5943000.0
2002-04-15,18566,19143,18439,18886,173819,175318.0,5943000.0
2002-04-16,18758,19495,18758,19078,137636,177101.0,5943000.0
2002-04-17,19527,20103,18631,18982,174811,176210.0,5943000.0
2002-04-18,19079,19143,18278,18599,152141,172644.0,5943000.0
2002-04-19,18247,18566,17510,17734,216401,164621.0,5943000.0
2002-04-22,17861,17990,15748,16197,231551,150358.0,5943000.0
2002-04-23,16005,16902,15109,16646,252652,154518.0,5943000.0
2002-04-24,16646,17543,15046,15045,435257,139660.0,5943000.0
2002-04-25,14405,14790,13797,14021,271192,130152.0,5943000.0
2002-04-26,14277,14853,14021,14533,231310,134906.0,5943000.0
2002-04-29,14084,15685,13828,14661,363681,136095.0,5943000.0
2002-04-30,15046,15365,14373,14821,179904,137580.0,5943000.0
2002-05-02,15493,16293,15237,16005,329979,148575.0,5943000.0
2002-05-03,15589,16004,15396,15909,193768,147684.0,5943000.0
2002-05-06,15334,15494,14373,14373,352903,133420.0,5943000.0
2002-05-07,14149,14886,13573,14789,436228,137283.0,5943000.0
2002-05-08,15301,15557,14949,15077,310697,139958.0,5943000.0
2002-05-09,15942,15942,14661,14725,220046,136689.0,5943000.0
2002-05-10,14405,14982,14405,14533,188652,134906.0,5943000.0
2002-05-13,14724,15141,14564,14596,284966,135500.0,5943000.0
2002-05-14,14756,14948,13956,14148,339800,131340.0,5943000.0
2002-05-15,14533,14533,14021,14181,401107,131637.0,5943000.0
2002-05-16,14053,14085,13029,13220,527208,122723.0,5943000.0
2002-05-17,12899,13092,11651,11652,1471938,108163.0,5943000.0
2002-05-20,11524,11589,10628,10884,1340648,101031.0,5943000.0
2002-05-21,10756,11076,10436,10916,1199387,101328.0,5943000.0
2002-05-22,10756,11076,10628,10628,869482,98654.0,5943000.0
2002-05-23,10436,10756,9380,9379,1031552,87065.0,5943000.0
2002-05-24,8867,9507,8580,9219,1996854,85579.0,5943000.0
2002-05-27,9379,9987,9250,9539,1369339,88551.0,5943000.0
2002-05-28,9347,9476,8419,8419,1208691,78150.0,5943000.0
2002-05-29,8706,8962,8194,8386,1205414,77853.0,5943000.0
2002-05-30,8387,8707,8003,8227,639663,76368.0,5943000.0
2002-05-31,8291,8515,8131,8227,488141,76368.0,5943000.0
2002-06-03,8227,9028,7907,9027,899844,83796.0,5943000.0
2002-06-04,8642,9346,8579,9347,935216,86768.0,5943000.0
2002-06-05,9412,9828,9155,9283,786263,86174.0,5943000.0
2002-06-07,9091,9443,8195,8579,885019,79636.0,5943000.0
2002-06-10,8962,9187,8802,9155,813838,84985.0,5943000.0
2002-06-11,8962,9154,8706,8803,657144,81716.0,5943000.0
2002-06-12,8642,8994,8642,8899,381559,82608.0,5943000.0
2002-06-14,8706,8898,8483,8547,394038,79339.0,5943000.0
2002-06-17,8706,8738,8386,8451,211583,78448.0,5943000.0
2002-06-18,8643,8739,8163,8163,318304,75773.0,5943000.0
2002-06-19,7939,8132,7203,7362,710467,68344.0,5943000.0
2002-06-20,7426,7554,7137,7298,588648,67750.0,5943000.0
2002-06-21,7171,7203,6850,7075,395123,65670.0,5943000.0
2002-06-24,6755,6883,6402,6531,402001,60619.0,5943000.0
2002-06-25,6594,6851,6172,6172,478020,57291.0,5943000.0
2002-06-26,5846,5852,5436,5436,258665,50456.0,5943000.0
2002-06-27,5442,5986,5442,5724,645998,53130.0,5943000.0
2002-06-28,5851,6401,5851,6402,550964,59430.0,5943000.0
2002-07-02,5967,6627,5890,6531,560437,60619.0,5943000.0
2002-07-03,6402,7299,6287,7075,894783,65670.0,5943000.0
2002-07-04,7171,7363,6723,6979,794892,64779.0,5943000.0
2002-07-05,7010,7234,6850,6850,417816,63590.0,5943000.0
2002-07-08,7106,7650,7041,7650,1218933,71019.0,5943000.0
2002-07-09,7811,8099,7523,8035,744008,74585.0,5943000.0
2002-07-10,7811,8099,7619,7971,519528,73990.0,5943000.0
2002-07-11,7842,8546,7746,8002,964569,74288.0,5943000.0
2002-07-12,8323,8451,7907,8067,614654,74882.0,5943000.0
2002-07-15,7874,8066,7458,7458,524209,69236.0,5943000.0
2002-07-16,7459,7587,6690,6914,585092,64184.0,5943000.0
2002-07-18,6914,7106,6658,6786,353722,62996.0,5943000.0
2002-07-19,6562,6658,6210,6498,448690,60321.0,5943000.0
2002-07-22,5768,6241,5768,5954,288167,55270.0,5943000.0
2002-07-23,5762,6531,5762,6466,537923,60024.0,5943000.0
2002-07-24,6307,6307,6019,6082,312201,56458.0,5943000.0
2002-07-25,6593,6593,6049,6050,481938,56161.0,5943000.0
2002-07-26,5832,6069,5448,5602,408517,52001.0,5943000.0
2002-07-29,5666,5807,5467,5506,210366,51110.0,5943000.0
2002-07-30,5762,5871,5666,5666,301319,52596.0,5943000.0
2002-07-31,5666,5730,5479,5506,273569,51110.0,5943000.0
2002-08-01,5505,5730,5429,5467,210858,50753.0,5943000.0
2002-08-02,5416,5441,5057,5185,267337,48138.0,5943000.0
2002-08-05,5071,5123,4622,4655,347802,43206.0,5943000.0
2002-08-06,4514,4834,4385,4674,427235,43384.0,5943000.0
2002-08-07,4865,4949,4743,4756,355432,44156.0,5943000.0
2002-08-08,4801,5237,4801,5166,598947,47960.0,5943000.0
2002-08-09,5257,5340,4892,4930,450242,45761.0,5943000.0
2002-08-12,5012,5045,4897,4993,211739,46355.0,5943000.0
2002-08-13,4994,5218,4994,5160,288986,47901.0,5943000.0
2002-08-14,4897,5307,4897,5204,309293,48317.0,5943000.0
2002-08-16,5441,5505,5223,5365,512693,49802.0,5943000.0
2002-08-19,5345,5467,5204,5250,229405,48733.0,5943000.0
2002-08-20,5390,5877,5345,5698,818048,52893.0,5943000.0
2002-08-21,5731,5852,5595,5788,408117,53725.0,5943000.0
2002-08-22,5878,6352,5878,6018,539146,55864.0,5943000.0
2002-08-23,6146,6268,5813,5826,280963,54081.0,5943000.0
2002-08-26,5691,5711,5512,5614,202430,52120.0,5943000.0
2002-08-27,5633,5755,5570,5633,147913,52298.0,5943000.0
2002-08-28,5666,5973,5313,5614,493724,52120.0,5943000.0
2002-08-29,5570,5782,5519,5692,212709,52833.0,5943000.0
2002-08-30,5705,5858,5666,5762,188592,53487.0,5943000.0
2002-09-02,5819,5857,5672,5717,146704,53071.0,5943000.0
2002-09-03,5679,5775,5557,5570,203699,51704.0,5943000.0
2002-09-04,5506,5506,5327,5448,176753,50575.0,5943000.0
2002-09-05,5506,5647,5391,5397,190419,50099.0,5943000.0
2002-09-06,5192,5313,5185,5185,168850,48138.0,5943000.0
2002-09-09,5186,5257,4668,4693,227805,43562.0,5943000.0
2002-09-10,4705,4865,4641,4660,117310,43265.0,5943000.0
2002-09-11,4744,4847,4718,4847,121873,44989.0,5943000.0
2002-09-12,4802,5020,4802,4962,103419,46058.0,5943000.0
2002-09-13,4801,4852,4686,4763,100960,44216.0,5943000.0
2002-09-16,4814,4828,4674,4770,82629,44275.0,5943000.0
2002-09-17,4885,4962,4828,4962,103702,46058.0,5943000.0
2002-09-18,4679,4801,4679,4686,67871,43503.0,5943000.0
2002-09-19,4699,4834,4680,4789,46550,44454.0,5943000.0
2002-09-23,4686,4737,4526,4545,87867,42195.0,5943000.0
2002-09-24,4353,4480,4353,4449,116695,41304.0,5943000.0
2002-09-25,4365,4385,4032,4097,127797,38035.0,5943000.0
2002-09-26,4225,4314,3854,3905,146290,36252.0,5943000.0
2002-09-27,3758,4027,3649,3783,167317,35123.0,5943000.0
2002-09-30,3656,3676,3470,3483,93232,32330.0,5943000.0
2002-10-01,3239,3521,3239,3489,159614,32389.0,5943000.0
2002-10-02,3585,3643,3445,3457,164513,32092.0,5943000.0
2002-10-04,3278,3426,3278,3380,95053,31379.0,5943000.0
2002-10-07,3277,3425,3265,3278,70621,30428.0,5943000.0
2002-10-08,3200,3309,3188,3297,108949,30606.0,5943000.0
2002-10-09,3335,3354,3200,3201,103109,29715.0,5943000.0
2002-10-10,3079,3136,2913,2964,129180,27516.0,5943000.0
2002-10-11,3099,3137,2881,2952,157143,27397.0,5943000.0
2002-10-14,3041,3304,3022,3304,242811,30666.0,5943000.0
2002-10-15,3489,3695,3438,3694,178008,34291.0,5943000.0
2002-10-16,4136,4136,3874,3970,813859,36847.0,5943000.0
2002-10-17,3905,4442,3816,4443,815855,41244.0,5943000.0
2002-10-18,4481,4917,4481,4559,573746,42314.0,5943000.0
2002-10-21,4404,4698,4161,4449,618273,41304.0,5943000.0
2002-10-22,4738,4917,4488,4635,657844,43027.0,5943000.0
2002-10-23,4635,5185,4635,5185,1049089,48138.0,5943000.0
2002-10-24,5378,5755,5217,5602,809229,52001.0,5943000.0
2002-10-25,5505,5807,4942,5269,538362,48911.0,5943000.0
2002-10-28,5282,5691,5282,5595,591135,51942.0,5943000.0
2002-10-29,5531,5857,5448,5563,575094,51645.0,5943000.0
2002-10-30,5512,5627,4961,5243,517458,48673.0,5943000.0
2002-10-31,5313,5397,4968,5013,318646,46534.0,5943000.0
2002-11-01,4930,5102,4833,4852,257490,45048.0,5943000.0
2002-11-04,4852,5121,4852,4955,334340,45999.0,5943000.0
2002-11-05,4993,5544,4865,5544,980402,51466.0,5943000.0
2002-11-06,6044,6057,5769,5800,1050126,53844.0,5943000.0
2002-11-07,5832,5922,5582,5583,421279,51823.0,5943000.0
2002-11-08,5441,5793,5364,5525,628063,51288.0,5943000.0
2002-11-11,5525,5871,5525,5570,453654,51704.0,5943000.0
2002-11-12,5410,5538,5334,5333,324884,49505.0,5943000.0
2002-11-13,5384,5480,5090,5122,396669,47544.0,5943000.0
2002-11-14,5065,5314,4930,5038,348872,46771.0,5943000.0
2002-11-15,5263,5429,5135,5275,523641,48970.0,5943000.0
2002-11-18,5256,5333,5089,5089,298438,47247.0,5943000.0
2002-11-19,5089,5582,5045,5499,947761,51050.0,5943000.0
2002-11-20,5448,5614,5268,5441,445944,50516.0,5943000.0
2002-11-21,5647,5705,5321,5378,497322,49921.0,5943000.0
2002-11-22,5475,5602,5410,5429,669391,50397.0,5943000.0
2002-11-25,5494,6076,5442,6076,926685,56399.0,5943000.0
2002-11-26,6146,6755,5762,5762,1608462,53487.0,5943000.0
2002-11-27,5575,6049,5544,5890,888768,54676.0,5943000.0
2002-11-28,6069,6351,5896,6088,570802,56518.0,5943000.0
2002-11-29,6056,6363,6037,6338,499600,58836.0,5943000.0
2002-12-02,6467,7075,6371,7075,725044,65670.0,5943000.0
2002-12-03,7267,7811,6786,6818,1263444,63293.0,5943000.0
2002-12-04,6723,7267,6690,7075,769367,65670.0,5943000.0
2002-12-05,7298,7906,7074,7907,925545,73396.0,5943000.0
2002-12-06,7906,8675,7906,8355,1226064,77556.0,5943000.0
2002-12-09,8514,8675,7874,8290,815832,76962.0,5943000.0
2002-12-10,8067,9284,7875,9283,1271854,86174.0,5943000.0
2002-12-11,9603,10339,8899,9315,2175004,86471.0,5943000.0
2002-12-12,9475,9731,9090,9411,942521,87362.0,5943000.0
2002-12-13,9603,9636,9059,9123,642195,84688.0,5943000.0
2002-12-16,8772,9028,8036,8035,996473,74585.0,5943000.0
2002-12-17,8162,8675,7938,8290,994361,76962.0,5943000.0
2002-12-18,8131,8706,8098,8355,745992,77556.0,5943000.0
2002-12-20,8227,8643,7971,8131,521850,75476.0,5943000.0
2002-12-23,8163,8324,7171,7171,616697,66562.0,5943000.0
2002-12-24,7042,7363,6383,7075,1289706,65670.0,5943000.0
2002-12-26,7106,7490,6946,7138,989628,66264.0,5943000.0
2002-12-27,7010,7426,7010,7202,712843,66859.0,5943000.0
2002-12-30,7395,7939,6690,7779,2195671,72207.0,5943000.0
2003-01-02,8066,8706,8066,8707,882762,80825.0,5943000.0
2003-01-03,9251,9732,9091,9732,1738789,90334.0,5943000.0
2003-01-06,10116,10820,9411,10084,2608295,93602.0,5943000.0
2003-01-07,10338,10371,8898,8899,1843257,82608.0,5943000.0
2003-01-08,9058,9411,8771,8995,1314103,83499.0,5943000.0
2003-01-09,8931,10051,8738,10051,1737158,93305.0,5943000.0
2003-01-10,10338,10851,9219,9539,4519393,88551.0,5943000.0
2003-01-13,9476,10532,9155,10084,3122173,93602.0,5943000.0
2003-01-14,10116,10468,9124,9219,2417218,85579.0,5943000.0
2003-01-15,9476,9539,8867,9027,1090453,83796.0,5943000.0
2003-01-16,8835,9411,8675,8995,920479,83499.0,5943000.0
2003-01-17,8771,9154,8098,8355,1244694,77556.0,5943000.0
2003-01-20,8098,8610,8098,8611,834223,79933.0,5943000.0
2003-01-21,8643,9059,7939,8067,1947447,74882.0,5943000.0
2003-01-22,8003,8259,7491,7619,1112463,70722.0,5943000.0
2003-01-23,7842,8098,7586,8098,1237196,75179.0,5943000.0
2003-01-24,8098,8290,7137,7202,1442253,66859.0,5943000.0
2003-01-27,6337,6754,6337,6338,1219388,58836.0,5943000.0
2003-01-28,6287,6594,6121,6172,1505157,57291.0,5943000.0
2003-01-29,6318,6370,5448,5499,1110581,51050.0,5943000.0
2003-01-30,5589,5889,5582,5858,890695,54378.0,5943000.0
2003-02-03,5705,6531,5705,6531,1204288,60619.0,5943000.0
2003-02-04,6659,6883,6434,6466,1553031,60024.0,5943000.0
2003-02-05,6467,6594,6294,6389,678688,59311.0,5943000.0
2003-02-06,6531,6755,6306,6466,1231270,60024.0,5943000.0
2003-02-07,6498,6594,6024,6178,641563,57350.0,5943000.0
2003-02-10,6075,6466,6075,6242,714672,57944.0,5943000.0
2003-02-11,6562,6850,6293,6690,2392316,62104.0,5943000.0
2003-02-12,6627,6915,6371,6562,1046729,60916.0,5943000.0
2003-02-13,6690,6723,6294,6294,655732,58420.0,5943000.0
2003-02-14,6023,6260,5903,6165,785778,57231.0,5943000.0
2003-02-17,6563,6883,6390,6883,1009536,63887.0,5943000.0
2003-02-18,6915,6979,6627,6818,945495,63293.0,5943000.0
2003-02-19,7074,7298,6722,6754,1242316,62699.0,5943000.0
2003-02-20,6819,6915,6563,6914,607879,64184.0,5943000.0
2003-02-21,6915,7267,6786,7010,1008992,65076.0,5943000.0
2003-02-24,7137,7234,6882,7042,599049,65373.0,5943000.0
2003-02-25,6818,6850,6222,6280,653846,58301.0,5943000.0
2003-02-26,6402,6498,6191,6236,437956,57885.0,5943000.0
2003-02-27,6038,6146,5928,6082,484717,56458.0,5943000.0
2003-02-28,6165,6319,5948,6037,456763,56042.0,5943000.0
2003-03-03,6004,6152,5998,6127,291462,56875.0,5943000.0
2003-03-04,6044,6070,5634,5647,334332,52417.0,5943000.0
2003-03-05,5442,5480,5013,5058,419473,46950.0,5943000.0
2003-03-06,5121,5185,4654,4756,412874,44156.0,5943000.0
2003-03-07,4494,4737,4334,4392,542581,40769.0,5943000.0
2003-03-10,4353,4731,4353,4469,517043,41482.0,5943000.0
2003-03-11,4353,4839,4238,4660,779607,43265.0,5943000.0
2003-03-12,4770,5218,4770,5218,937512,48435.0,5943000.0
2003-03-13,5302,5327,4898,5038,666544,46771.0,5943000.0
2003-03-14,5506,5576,5250,5314,547336,49327.0,5943000.0
2003-03-17,5185,5242,4679,4680,353342,43443.0,5943000.0
2003-03-18,5121,5217,4974,5166,466171,47960.0,5943000.0
2003-03-19,5122,5353,4969,5064,455838,47009.0,5943000.0
2003-03-20,5313,5640,5185,5633,591873,52298.0,5943000.0
2003-03-21,5697,6222,5512,6050,1058935,56161.0,5943000.0
2003-03-24,6018,6210,5666,5717,761327,53071.0,5943000.0
2003-03-25,5327,5609,5302,5352,549922,49683.0,5943000.0
2003-03-26,5505,5915,5422,5633,1005666,52298.0,5943000.0
2003-03-27,5505,5685,5429,5480,536431,50872.0,5943000.0
2003-03-28,5556,5838,5512,5698,862362,52893.0,5943000.0
2003-03-31,5620,5633,5064,5192,466090,48198.0,5943000.0
2003-04-01,5128,5410,5077,5391,426155,50040.0,5943000.0
2003-04-02,5474,5889,5378,5640,878562,52358.0,5943000.0
2003-04-03,5845,5922,5390,5441,671691,50516.0,5943000.0
2003-04-04,5345,5582,5333,5506,297508,51110.0,5943000.0
2003-04-07,5659,6164,5646,6165,1377440,57231.0,5943000.0
2003-04-08,6049,6530,5985,6364,1185128,59073.0,5943000.0
2003-04-09,6306,6363,5960,6005,572359,55745.0,5943000.0
2003-04-10,6088,6722,6018,6690,1434906,62104.0,5943000.0
2003-04-11,6562,6850,6274,6434,891923,59727.0,5943000.0
2003-04-14,6593,6722,6466,6594,383636,61213.0,5943000.0
2003-04-15,6786,7107,6659,6818,943255,63293.0,5943000.0
2003-04-16,7010,7106,6626,6850,754729,63590.0,5943000.0
2003-04-17,7042,7587,6946,7171,1499308,66562.0,5943000.0
2003-04-18,7458,7490,7041,7298,683196,67750.0,5943000.0
2003-04-21,7395,7779,7331,7619,771588,70722.0,5943000.0
2003-04-22,7618,7618,7362,7490,322312,69533.0,5943000.0
2003-04-23,7811,7907,7267,7267,633782,67453.0,5943000.0
2003-04-24,7203,7395,6786,6979,516271,64779.0,5943000.0
2003-04-25,6754,6785,6145,6376,580147,59192.0,5943000.0
