에이치엘사이언스(239610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-02-24,25000,25300,24650,24800,12991,127525.0,5142148.0
2017-02-27,24950,25250,24600,24900,10419,128039.0,5142148.0
2017-02-28,25100,25100,24350,24700,12167,127011.0,5142148.0
2017-03-02,24800,24800,23800,24000,15575,123412.0,5142148.0
2017-03-03,23700,23800,23000,23150,17361,119041.0,5142148.0
2017-03-06,22850,24100,22400,23900,14911,122897.0,5142148.0
2017-03-07,24300,24300,23600,24100,6639,123926.0,5142148.0
2017-03-08,24000,24400,23600,24000,13374,123412.0,5142148.0
2017-03-09,24200,24200,23750,23950,4235,123154.0,5142148.0
2017-03-10,23950,24200,23250,24000,8763,123412.0,5142148.0
2017-03-13,24300,24300,23200,23650,7224,121612.0,5142148.0
2017-03-14,24000,24000,23450,23650,10007,121612.0,5142148.0
2017-03-15,23400,23900,23100,23650,14756,121612.0,5142148.0
2017-03-16,24150,25400,23650,24750,26240,127268.0,5142148.0
2017-03-17,24800,24800,23900,24150,14836,124183.0,5142148.0
2017-03-20,24050,24400,23000,23150,24105,119041.0,5142148.0
2017-03-21,23350,23550,22800,23300,14128,119812.0,5142148.0
2017-03-22,23550,23550,22550,22700,14633,116727.0,5142148.0
2017-03-23,23300,23300,21500,21500,18989,110556.0,5142148.0
2017-03-24,21500,22200,21300,21600,17057,111070.0,5142148.0
2017-03-27,21900,22300,21600,21850,14433,112356.0,5142148.0
2017-03-28,21700,22250,21700,22250,4533,114413.0,5142148.0
2017-03-29,22150,22500,21500,21700,12278,111585.0,5142148.0
2017-03-30,22000,22650,21700,22400,17023,115184.0,5142148.0
2017-03-31,22400,22600,22100,22200,6290,114156.0,5142148.0
2017-04-03,22550,23600,22250,23500,11866,120840.0,5142148.0
2017-04-04,23650,24900,23500,24350,36300,125211.0,5142148.0
2017-04-05,24800,24800,23950,24200,9108,124440.0,5142148.0
2017-04-06,24400,24400,24000,24250,10785,124697.0,5142148.0
2017-04-07,24000,25050,24000,24650,13422,126754.0,5142148.0
2017-04-10,24200,25100,24000,24700,13040,127011.0,5142148.0
2017-04-11,25050,25050,24100,24900,7697,128039.0,5142148.0
2017-04-12,25100,25100,23400,24800,13200,127525.0,5142148.0
2017-04-13,24900,24900,24150,24800,8264,127525.0,5142148.0
2017-04-14,24800,24800,24250,24500,8001,125983.0,5142148.0
2017-04-17,24750,24750,24100,24500,10304,125983.0,5142148.0
2017-04-18,24200,24550,23400,24000,55661,123412.0,5142148.0
2017-04-19,23550,23850,23050,23450,17448,120583.0,5142148.0
2017-04-20,23400,24350,23000,24350,20017,125211.0,5142148.0
2017-04-21,24500,25000,24000,24800,19305,127525.0,5142148.0
2017-04-24,24800,25000,23500,23900,9741,122897.0,5142148.0
2017-04-25,24000,24100,23250,23500,12606,120840.0,5142148.0
2017-04-26,23750,23900,23150,23450,9396,120583.0,5142148.0
2017-04-27,23500,23500,22800,23100,16460,118784.0,5142148.0
2017-04-28,23350,23350,22850,23200,6837,119298.0,5142148.0
2017-05-02,23500,23500,22850,23250,9760,119555.0,5142148.0
2017-05-04,23500,23700,23100,23350,6705,120069.0,5142148.0
2017-05-08,23350,26350,23350,25100,60071,129068.0,5142148.0
2017-05-10,25000,25000,24050,24400,18475,125468.0,5142148.0
2017-05-11,24400,24850,24400,24600,7108,126497.0,5142148.0
2017-05-12,24100,24100,22800,23300,65327,119812.0,5142148.0
2017-05-15,23300,23300,21750,21850,56447,112356.0,5142148.0
2017-05-16,22100,22200,21700,21800,9720,112099.0,5142148.0
2017-05-17,21700,22350,21700,22000,12541,113127.0,5142148.0
2017-05-18,21650,22800,21600,22100,14152,113641.0,5142148.0
2017-05-19,22100,22700,22100,22600,8388,116213.0,5142148.0
2017-05-22,22900,22900,22500,22750,9307,116984.0,5142148.0
2017-05-23,22700,22950,22600,22700,13876,116727.0,5142148.0
2017-05-24,22900,22950,22250,22550,21139,115955.0,5142148.0
2017-05-25,22550,22600,22000,22350,17765,114927.0,5142148.0
2017-05-26,22600,22600,22000,22250,13863,114413.0,5142148.0
2017-05-29,22400,22750,21850,22150,28581,113899.0,5142148.0
2017-05-30,22400,23250,22200,23000,19099,118269.0,5142148.0
2017-05-31,23200,23600,22900,23600,22951,121355.0,5142148.0
2017-06-01,23450,23850,23400,23600,11707,121355.0,5142148.0
2017-06-02,23800,23850,23600,23800,12916,122383.0,5142148.0
2017-06-05,23800,24250,23600,24200,13823,124440.0,5142148.0
2017-06-07,24200,24550,24100,24300,20657,124954.0,5142148.0
2017-06-08,24300,24400,23800,23900,14770,122897.0,5142148.0
2017-06-09,24100,24100,23350,23650,21178,121612.0,5142148.0
2017-06-12,23950,26950,23700,25750,161421,132410.0,5142148.0
2017-06-13,25850,26300,25500,25800,89036,132667.0,5142148.0
2017-06-14,26050,26250,25550,25950,41417,133439.0,5142148.0
2017-06-15,25950,25950,24900,25250,46808,129839.0,5142148.0
2017-06-16,25250,25550,24250,24550,27019,126240.0,5142148.0
2017-06-19,24800,24800,24200,24500,15738,125983.0,5142148.0
2017-06-20,25000,25000,24300,24300,29279,124954.0,5142148.0
2017-06-21,24150,24750,24050,24750,16082,127268.0,5142148.0
2017-06-22,24750,25100,24350,24650,11591,126754.0,5142148.0
2017-06-23,24900,24900,24600,24800,11676,127525.0,5142148.0
2017-06-26,24950,25600,24500,25100,23497,129068.0,5142148.0
2017-06-27,24700,25350,24450,25100,18439,129068.0,5142148.0
2017-06-28,25100,25100,24500,25000,17163,128554.0,5142148.0
2017-06-29,25000,26300,24650,26050,67414,133953.0,5142148.0
2017-06-30,26300,28350,25700,27150,168493,139609.0,5142148.0
2017-07-03,27400,27400,26400,27100,50216,139352.0,5142148.0
2017-07-04,26700,27100,26100,26100,22920,134210.0,5142148.0
2017-07-05,26000,27000,26000,26300,30955,135238.0,5142148.0
2017-07-06,26400,29900,26350,28550,213992,146808.0,5142148.0
2017-07-07,28500,28800,27500,27850,70168,143209.0,5142148.0
2017-07-10,28300,29500,27500,29200,55862,150151.0,5142148.0
2017-07-11,29400,29950,28950,29400,37573,151179.0,5142148.0
2017-07-12,29200,29850,28500,29400,41783,151179.0,5142148.0
2017-07-13,29300,30150,29050,29750,33668,152979.0,5142148.0
2017-07-14,29750,29750,28100,28250,44356,145266.0,5142148.0
2017-07-17,28250,28350,27500,28200,26370,145009.0,5142148.0
2017-07-18,28300,28300,27500,28100,21810,144494.0,5142148.0
2017-07-19,28050,28800,27600,27800,20326,142952.0,5142148.0
2017-07-20,27800,29050,27750,29000,30940,149122.0,5142148.0
2017-07-21,28900,28900,28250,28800,17392,148094.0,5142148.0
2017-07-24,29050,29100,28150,28550,14087,146808.0,5142148.0
2017-07-25,28700,28700,27050,27200,33646,139866.0,5142148.0
2017-07-26,27350,27450,26250,26950,22393,138581.0,5142148.0
2017-07-27,26550,27300,26250,26400,16680,135753.0,5142148.0
2017-07-28,26400,26700,25400,25750,18495,132410.0,5142148.0
2017-07-31,25800,26600,25350,26550,20677,136524.0,5142148.0
2017-08-01,26550,26850,25650,25750,18244,132410.0,5142148.0
2017-08-02,25900,26350,25600,26100,10330,134210.0,5142148.0
2017-08-03,26000,26000,24750,24900,22283,128039.0,5142148.0
2017-08-04,25700,25700,24600,25200,7758,129582.0,5142148.0
2017-08-07,25400,26550,25350,26300,17015,135238.0,5142148.0
2017-08-08,26300,27300,25750,27000,12062,138838.0,5142148.0
2017-08-09,26750,28000,26400,27100,45889,139352.0,5142148.0
2017-08-10,27150,27450,26200,27200,17908,139866.0,5142148.0
2017-08-11,27150,27300,26350,26750,23247,137552.0,5142148.0
2017-08-14,26650,26650,24650,24650,44222,126754.0,5142148.0
2017-08-16,24750,25650,24750,24950,17733,128297.0,5142148.0
2017-08-17,25200,26150,24950,25950,16395,133439.0,5142148.0
2017-08-18,25600,25900,25200,25650,12400,131896.0,5142148.0
2017-08-21,25900,25900,25050,25450,11044,130868.0,5142148.0
2017-08-22,25600,26100,25350,25950,8705,133439.0,5142148.0
2017-08-23,26150,26150,24950,25150,10588,129325.0,5142148.0
2017-08-24,25800,25800,24550,25000,12998,128554.0,5142148.0
2017-08-25,25250,25500,24600,25100,7098,129068.0,5142148.0
2017-08-28,25200,25500,25000,25000,5043,128554.0,5142148.0
2017-08-29,25350,26000,24800,25700,8517,132153.0,5142148.0
2017-08-30,25350,26400,25000,25400,12545,130611.0,5142148.0
2017-08-31,25700,25700,24700,25000,8297,128554.0,5142148.0
2017-09-01,25450,25450,24100,24500,28384,125983.0,5142148.0
2017-09-04,24200,24200,23400,23550,117022,121098.0,5142148.0
2017-09-05,23850,24000,23200,23850,7922,122640.0,5142148.0
2017-09-06,23850,24250,23650,23700,4852,121869.0,5142148.0
2017-09-07,24000,24550,23700,24000,3937,123412.0,5142148.0
2017-09-08,24000,24000,23400,23750,6891,122126.0,5142148.0
2017-09-11,23750,23950,22750,23250,13849,119555.0,5142148.0
2017-09-12,23650,23650,22750,23350,3710,120069.0,5142148.0
2017-09-13,23050,23450,22600,22700,13051,116727.0,5142148.0
2017-09-14,22500,23250,21900,22450,35319,115441.0,5142148.0
2017-09-15,22850,23550,22250,23150,12085,119041.0,5142148.0
2017-09-18,23450,23450,22600,23000,6994,118269.0,5142148.0
2017-09-19,23500,23500,22550,22850,10832,117498.0,5142148.0
2017-09-20,22900,23150,22650,23150,7506,119041.0,5142148.0
2017-09-21,23200,23450,22850,22900,3511,117755.0,5142148.0
2017-09-22,22800,23250,22500,22900,11007,117755.0,5142148.0
2017-09-25,22900,22900,22150,22200,9761,114156.0,5142148.0
2017-09-26,22250,24000,21950,22950,5021,118012.0,5142148.0
2017-09-27,23900,23900,22400,22700,4610,116727.0,5142148.0
2017-09-28,23150,23750,22450,23350,10764,120069.0,5142148.0
2017-09-29,23350,24000,23350,23850,5944,122640.0,5142148.0
2017-10-10,24100,24100,23300,23500,6805,120840.0,5142148.0
2017-10-11,23250,24000,23250,23900,6553,122897.0,5142148.0
2017-10-12,23900,23900,23050,23800,5162,122383.0,5142148.0
2017-10-13,23700,23700,22950,23050,4827,118527.0,5142148.0
2017-10-16,22800,23300,22150,22150,11345,113899.0,5142148.0
2017-10-17,22050,22500,21750,21950,15442,112870.0,5142148.0
2017-10-18,21850,22200,20750,21400,17549,110042.0,5142148.0
2017-10-19,21300,21950,20600,21450,15497,110299.0,5142148.0
2017-10-20,21450,21450,20400,21150,9925,108756.0,5142148.0
2017-10-23,21400,21650,21050,21550,3133,110813.0,5142148.0
2017-10-24,21550,27500,21500,23000,478805,118269.0,5142148.0
2017-10-25,23500,29900,23000,29900,1443511,153750.0,5142148.0
2017-10-26,30850,31350,28350,30000,614797,154264.0,5142148.0
2017-10-27,29450,30500,28500,30450,340619,156578.0,5142148.0
2017-10-30,29850,31000,29450,31000,249367,159407.0,5142148.0
2017-10-31,32450,36250,30100,31000,1068193,159407.0,5142148.0
2017-11-01,30450,30500,28900,29700,286673,152722.0,5142148.0
2017-11-02,29400,32300,28500,32100,462903,165063.0,5142148.0
2017-11-03,31500,34700,31000,32600,378995,167634.0,5142148.0
2017-11-06,33050,34450,31700,31850,201997,163777.0,5142148.0
2017-11-07,32150,32150,30000,30600,175349,157350.0,5142148.0
2017-11-08,30000,31200,29600,30000,178694,154264.0,5142148.0
2017-11-09,31400,32100,29400,31500,276191,161978.0,5142148.0
2017-11-10,30100,30300,28500,28500,271399,146551.0,5142148.0
2017-11-13,28600,29200,28050,29000,149778,149122.0,5142148.0
2017-11-14,29000,30900,28450,28800,322174,148094.0,5142148.0
2017-11-15,28800,28950,26400,26800,270083,137810.0,5142148.0
2017-11-16,27200,27550,26600,27200,84389,139866.0,5142148.0
2017-11-17,27300,27950,26550,27700,89057,142437.0,5142148.0
2017-11-20,27600,28200,27200,28200,71442,145009.0,5142148.0
2017-11-21,28350,28550,26500,26800,127917,137810.0,5142148.0
2017-11-22,27000,27300,26100,26650,100440,137038.0,5142148.0
2017-11-23,26350,27150,26350,27150,40749,139609.0,5142148.0
2017-11-24,27450,28500,27050,27050,99762,139095.0,5142148.0
2017-11-27,27150,27500,26800,27000,62191,138838.0,5142148.0
2017-11-28,33100,35100,32400,35100,479631,180489.0,5142148.0
2017-11-29,41100,45600,39050,45600,3172431,234482.0,5142148.0
2017-11-30,44500,45150,41550,43600,672970,224198.0,5142148.0
2017-12-01,43400,44200,39150,41000,758297,210828.0,5142148.0
2017-12-04,41800,42500,37450,39100,552092,201058.0,5142148.0
2017-12-05,38500,39000,37100,37900,313884,194887.0,5142148.0
2017-12-06,38800,39050,36300,36300,369349,186660.0,5142148.0
2017-12-07,36300,36650,33150,35000,374521,179975.0,5142148.0
2017-12-08,35600,35850,33700,34000,160828,174833.0,5142148.0
2017-12-11,35500,37900,34650,35700,660549,183575.0,5142148.0
2017-12-12,35450,35650,34800,35500,138727,182546.0,5142148.0
2017-12-13,35950,36550,35500,36000,147389,185117.0,5142148.0
2017-12-14,36250,38700,35750,37450,323213,192573.0,5142148.0
2017-12-15,37600,37900,36650,36650,131996,188460.0,5142148.0
2017-12-18,37000,37100,35350,36950,120137,190002.0,5142148.0
2017-12-19,36950,37000,34050,35000,115191,179975.0,5142148.0
2017-12-20,34400,34800,32550,32550,92057,167377.0,5142148.0
2017-12-21,32000,37200,31350,31400,323189,161463.0,5142148.0
2017-12-22,31400,32300,30900,32000,48681,164549.0,5142148.0
2017-12-26,32000,32600,31400,31400,64579,161463.0,5142148.0
2017-12-27,31500,33150,31450,33050,64776,169948.0,5142148.0
2017-12-28,32900,33750,32700,33150,36931,170462.0,5142148.0
2018-01-02,33050,34850,32600,34450,63214,177147.0,5142148.0
2018-01-03,34450,35200,33600,34550,64137,177661.0,5142148.0
2018-01-04,34700,36100,34200,35100,129285,180489.0,5142148.0
2018-01-05,35100,35750,34000,34850,64639,179204.0,5142148.0
2018-01-08,34800,35350,34150,34200,52228,175861.0,5142148.0
2018-01-09,33950,34200,32500,32750,51297,168405.0,5142148.0
2018-01-10,32450,35000,32300,35000,95246,179975.0,5142148.0
2018-01-11,34800,35700,34250,34550,70903,177661.0,5142148.0
2018-01-12,34750,36800,32000,33450,189617,172005.0,5142148.0
2018-01-15,33600,34450,32950,34300,53806,176376.0,5142148.0
2018-01-16,34650,36750,34150,35300,167782,181518.0,5142148.0
2018-01-17,35850,36100,34550,35100,61895,180489.0,5142148.0
2018-01-18,35150,36000,34700,35700,59753,183575.0,5142148.0
2018-01-19,35700,38200,35500,36400,203102,187174.0,5142148.0
2018-01-22,37200,38200,36200,37700,138745,193859.0,5142148.0
2018-01-23,37150,37900,36300,36700,71736,188717.0,5142148.0
2018-01-24,36600,37100,35750,35850,57922,184346.0,5142148.0
2018-01-25,36250,37000,35550,36700,77056,188717.0,5142148.0
2018-01-26,36950,37500,36650,36650,49826,188460.0,5142148.0
2018-01-29,36650,36950,36000,36950,47712,190002.0,5142148.0
2018-01-30,36650,37900,36350,36800,54825,189231.0,5142148.0
2018-01-31,36100,36650,35300,35750,46626,183832.0,5142148.0
2018-02-01,35750,37900,35700,36500,77094,187688.0,5142148.0
2018-02-02,37650,40000,36050,36550,234169,187946.0,5142148.0
2018-02-05,34850,35950,33000,33200,79147,170719.0,5142148.0
2018-02-06,31400,34150,30050,34050,97303,175090.0,5142148.0
2018-02-07,34900,34900,32600,32600,43967,167634.0,5142148.0
2018-02-08,32500,33700,32100,32900,34870,169177.0,5142148.0
2018-02-09,31700,32650,31200,32000,25244,164549.0,5142148.0
2018-02-12,32250,33000,31850,31850,19874,163777.0,5142148.0
2018-02-13,32500,33250,31800,31800,31680,163520.0,5142148.0
2018-02-14,32150,32300,31000,31600,22982,162492.0,5142148.0
2018-02-19,31500,33300,31500,32800,24350,168662.0,5142148.0
2018-02-20,33150,33150,31550,31950,23817,164292.0,5142148.0
2018-02-21,31950,32400,31500,31850,21107,163777.0,5142148.0
2018-02-22,31900,32100,30700,31300,25584,160949.0,5142148.0
2018-02-23,31850,32450,31350,31900,35689,164035.0,5142148.0
2018-02-26,31900,33250,31400,32600,22494,167634.0,5142148.0
2018-02-27,32850,33350,31900,32100,20133,165063.0,5142148.0
2018-02-28,31600,32100,31000,31200,12293,160435.0,5142148.0
2018-03-02,30700,31500,30650,31050,13483,159664.0,5142148.0
2018-03-05,30750,31600,30400,30400,18109,156321.0,5142148.0
2018-03-06,30600,31250,30400,31200,15823,160435.0,5142148.0
2018-03-07,31200,31200,30400,30450,9196,156578.0,5142148.0
2018-03-08,30900,31500,30900,31400,13591,161463.0,5142148.0
2018-03-09,31550,32800,31550,32500,23270,167120.0,5142148.0
2018-03-12,32750,33350,30800,32950,26943,169434.0,5142148.0
2018-03-13,33200,33200,32050,32400,12615,166606.0,5142148.0
2018-03-14,32650,32650,31700,32100,12950,165063.0,5142148.0
2018-03-15,31850,32150,31500,31650,13221,162749.0,5142148.0
2018-03-16,31750,31900,31150,31850,12247,163777.0,5142148.0
2018-03-19,31850,31900,31000,31300,18534,160949.0,5142148.0
2018-03-20,31050,31400,30750,31200,11678,160435.0,5142148.0
2018-03-21,31100,32400,31100,31200,18540,160435.0,5142148.0
2018-03-22,31750,32000,31250,31300,19168,160949.0,5142148.0
2018-03-23,30600,30600,28500,28500,50701,146551.0,5142148.0
2018-03-26,28000,28850,27750,28600,23361,147065.0,5142148.0
2018-03-27,28600,29500,28200,28450,23244,146294.0,5142148.0
2018-03-28,28450,28450,27000,27400,29207,140895.0,5142148.0
2018-03-29,27150,29000,27150,28650,18069,147323.0,5142148.0
2018-03-30,28550,31250,28400,30900,48711,158892.0,5142148.0
2018-04-02,30600,31700,30500,31000,23146,159407.0,5142148.0
2018-04-03,30450,30950,29850,30250,16423,155550.0,5142148.0
2018-04-04,30550,31350,30200,30700,15832,157864.0,5142148.0
2018-04-05,30600,32600,30600,32500,34750,167120.0,5142148.0
2018-04-06,32500,34450,32250,33200,60936,170719.0,5142148.0
2018-04-09,33000,33700,32150,33250,22399,170976.0,5142148.0
2018-04-10,32900,34150,32200,33800,36158,173805.0,5142148.0
2018-04-11,34350,34400,33200,34100,23129,175347.0,5142148.0
2018-04-12,33700,34400,33350,33600,23322,172776.0,5142148.0
2018-04-13,34300,34700,33300,33650,13282,173033.0,5142148.0
2018-04-16,33800,33800,32800,33500,13297,172262.0,5142148.0
2018-04-17,33750,33800,33050,33400,9365,171748.0,5142148.0
2018-04-18,33100,33400,32150,32650,15130,167891.0,5142148.0
2018-04-19,32200,32450,31100,31500,19038,161978.0,5142148.0
2018-04-20,31500,32000,30900,31750,9624,163263.0,5142148.0
2018-04-23,31200,31750,30850,31300,8445,160949.0,5142148.0
2018-04-24,31100,32100,31000,31500,14453,161978.0,5142148.0
2018-04-25,31000,33000,31000,32800,25731,168662.0,5142148.0
2018-04-26,33000,33650,31500,32450,19509,166863.0,5142148.0
2018-04-27,33350,33350,31900,32850,10639,168920.0,5142148.0
2018-04-30,32900,33200,32050,32350,8829,166348.0,5142148.0
2018-05-02,32100,32400,31000,31750,13205,163263.0,5142148.0
2018-05-03,31250,32400,31200,31500,6964,161978.0,5142148.0
2018-05-04,31500,32500,30700,31400,13077,161463.0,5142148.0
2018-05-08,31300,31800,28650,29000,30899,149122.0,5142148.0
2018-05-09,30450,33400,29400,32600,60294,167634.0,5142148.0
2018-05-10,32650,36500,32250,35750,122988,183832.0,5142148.0
2018-05-11,35750,37050,35250,35550,57432,182803.0,5142148.0
2018-05-14,35550,35750,34000,34950,33696,179718.0,5142148.0
2018-05-15,34950,37050,34500,36800,37966,189231.0,5142148.0
2018-05-16,37400,37450,35700,37000,40726,190259.0,5142148.0
2018-05-17,37150,37150,35600,35600,21292,183060.0,5142148.0
2018-05-18,35100,36900,35100,36300,14381,186660.0,5142148.0
2018-05-21,35950,36700,35200,35350,16830,181775.0,5142148.0
2018-05-23,35250,36650,34350,35650,18015,183318.0,5142148.0
2018-05-24,35800,36150,34500,35100,8087,180489.0,5142148.0
2018-05-25,34800,34800,33000,34200,18574,175861.0,5142148.0
2018-05-28,35150,35400,31700,33900,20095,174319.0,5142148.0
2018-05-29,33550,34250,33150,33800,8815,173805.0,5142148.0
2018-05-30,34500,34500,33000,33750,4002,173547.0,5142148.0
2018-05-31,33250,33950,32800,33300,13551,171234.0,5142148.0
2018-06-01,33000,33900,32550,33250,4980,170976.0,5142148.0
2018-06-04,34050,34150,32700,33100,5397,170205.0,5142148.0
2018-06-05,33450,33500,32850,33000,5830,169691.0,5142148.0
2018-06-07,33350,34350,32550,34150,10880,175604.0,5142148.0
2018-06-08,33850,34300,33150,33200,6734,170719.0,5142148.0
2018-06-11,33100,33750,31700,32950,8331,169434.0,5142148.0
2018-06-12,32500,33500,32500,33200,9648,170719.0,5142148.0
2018-06-14,32800,33650,32500,33250,9113,170976.0,5142148.0
2018-06-15,33000,33650,32750,33350,9336,171491.0,5142148.0
2018-06-18,33000,33300,32000,32500,10522,167120.0,5142148.0
2018-06-19,32450,32800,31000,31650,11742,162749.0,5142148.0
2018-06-20,31200,32800,31200,32100,8299,165063.0,5142148.0
2018-06-21,32100,33300,31200,31900,5433,164035.0,5142148.0
2018-06-22,32100,32850,31050,31900,4735,164035.0,5142148.0
2018-06-25,32550,32550,31000,31900,4668,164035.0,5142148.0
2018-06-26,30800,32000,30800,32000,5353,164549.0,5142148.0
2018-06-27,32900,32900,31500,32400,4656,166606.0,5142148.0
2018-06-28,32350,32350,31000,31650,3926,162749.0,5142148.0
2018-06-29,31650,32400,30750,31600,6223,162492.0,5142148.0
2018-07-02,31050,31700,29900,30850,8711,158635.0,5142148.0
2018-07-03,30300,32350,29600,30300,10752,155807.0,5142148.0
2018-07-04,29500,30500,29500,30350,4284,156064.0,5142148.0
2018-07-05,30350,30900,29450,29950,5163,154007.0,5142148.0
2018-07-06,29800,31500,29550,31150,6308,160178.0,5142148.0
2018-07-09,30500,31350,30200,31150,9642,160178.0,5142148.0
2018-07-10,30800,31750,30800,31400,4175,161463.0,5142148.0
2018-07-11,31200,31700,30700,31400,6116,161463.0,5142148.0
2018-07-12,31400,31850,31100,31850,4070,163777.0,5142148.0
2018-07-13,32000,32500,31200,32350,8398,166348.0,5142148.0
2018-07-16,32850,32850,32050,32500,2692,167120.0,5142148.0
2018-07-17,32450,32850,31800,32400,3714,166606.0,5142148.0
