슈피겐코리아(192440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-10,49050,50400,49050,49850,9975,309886.0,6216363.0
2018-04-11,49850,50700,49600,50500,19615,313926.0,6216363.0
2018-04-12,50000,50900,49750,49900,13298,310197.0,6216363.0
2018-04-13,49900,50800,49900,50600,11118,314548.0,6216363.0
2018-04-16,50700,51500,50000,51200,22950,318278.0,6216363.0
2018-04-17,51500,51500,50100,50200,10423,312061.0,6216363.0
2018-04-18,50600,51000,50200,50700,10505,315170.0,6216363.0
2018-04-19,51400,54400,50900,53900,95616,335062.0,6216363.0
2018-04-20,54400,54500,53200,53800,24207,334440.0,6216363.0
2018-04-23,53800,55200,52300,53400,50739,331954.0,6216363.0
2018-04-24,54000,56000,53300,55000,61763,341900.0,6216363.0
2018-04-25,54500,56400,54200,56000,41962,348116.0,6216363.0
2018-04-26,55800,55800,54100,54900,16016,341278.0,6216363.0
2018-04-27,54900,55000,53200,54000,17185,335684.0,6216363.0
2018-04-30,53900,54700,51700,51700,31484,321386.0,6216363.0
2018-05-02,51100,52800,51000,52000,19864,323251.0,6216363.0
2018-05-03,52000,52700,50000,50400,24546,313305.0,6216363.0
2018-05-04,50400,51700,49900,50400,20182,313305.0,6216363.0
2018-05-08,50600,53500,50400,50500,36251,313926.0,6216363.0
2018-05-09,50700,53000,50500,53000,26109,329467.0,6216363.0
2018-05-10,52100,53100,50800,51300,16227,318899.0,6216363.0
2018-05-11,51600,51600,49650,51200,27036,318278.0,6216363.0
2018-05-14,50700,51300,50000,50100,16765,311440.0,6216363.0
2018-05-15,50000,50400,49700,50300,13294,312683.0,6216363.0
2018-05-16,51000,52300,50300,51800,28152,322008.0,6216363.0
2018-05-17,51900,52000,50300,50700,23577,315170.0,6216363.0
2018-05-18,50100,50700,49800,50300,18391,312683.0,6216363.0
2018-05-21,50100,50600,49800,50000,10457,310818.0,6216363.0
2018-05-23,49500,49700,48650,48800,30035,303359.0,6216363.0
2018-05-24,48500,48800,47850,48150,18273,299318.0,6216363.0
2018-05-25,47150,49250,47150,47800,32318,297142.0,6216363.0
2018-05-28,48200,48250,47400,47900,17449,297764.0,6216363.0
2018-05-29,47800,48450,47550,47800,14112,297142.0,6216363.0
2018-05-30,47550,48000,47150,48000,18213,298385.0,6216363.0
2018-05-31,48000,48250,47400,47400,28980,294656.0,6216363.0
2018-06-01,47400,47900,46950,47100,9863,292791.0,6216363.0
2018-06-04,47100,47550,46950,46950,14062,291858.0,6216363.0
2018-06-05,47000,47500,46700,47450,9306,294966.0,6216363.0
2018-06-07,47750,48900,47450,48900,16238,303980.0,6216363.0
2018-06-08,48400,49000,48100,48250,9364,299940.0,6216363.0
2018-06-11,48250,48450,47450,47500,20119,295277.0,6216363.0
2018-06-12,47500,49700,47450,47500,45456,295277.0,6216363.0
2018-06-14,47500,48650,47000,47800,110039,297142.0,6216363.0
2018-06-15,47800,51500,47800,51100,56036,317656.0,6216363.0
2018-06-18,51100,51300,47800,49900,38626,310197.0,6216363.0
2018-06-19,49700,52500,49450,50400,34015,313305.0,6216363.0
2018-06-20,50400,51000,49350,49900,13566,310197.0,6216363.0
2018-06-21,49900,49900,48300,48300,11671,300250.0,6216363.0
2018-06-22,47750,47800,45700,46100,25692,286574.0,6216363.0
2018-06-25,45600,46050,44150,45500,20019,282845.0,6216363.0
2018-06-26,45250,46350,44400,45750,12356,284399.0,6216363.0
2018-06-27,46050,47550,46050,47100,14445,292791.0,6216363.0
2018-06-28,47100,47550,46650,46650,4131,289993.0,6216363.0
2018-06-29,46400,47000,45250,45350,9542,281912.0,6216363.0
2018-07-02,44400,45300,43850,43950,13992,273209.0,6216363.0
2018-07-03,44000,44500,43500,43500,8565,270412.0,6216363.0
2018-07-04,43150,44600,43150,43500,4244,270412.0,6216363.0
2018-07-05,43400,44100,42650,43600,5445,271033.0,6216363.0
2018-07-06,44000,44000,43500,43700,4299,271655.0,6216363.0
2018-07-09,43050,45500,42950,45450,11999,282534.0,6216363.0
2018-07-10,45450,46150,45450,45900,2288,285331.0,6216363.0
2018-07-11,46000,46600,45000,45900,12196,285331.0,6216363.0
2018-07-12,45900,47950,45450,47900,14774,297764.0,6216363.0
2018-07-13,47800,49250,47400,49000,13632,304602.0,6216363.0
2018-07-16,49300,49900,48700,49000,11572,304602.0,6216363.0
2018-07-17,48550,51100,48200,50100,16378,311440.0,6216363.0
2018-07-18,50400,50800,49950,50600,8481,314548.0,6216363.0
2018-07-19,50700,51000,49950,50200,10335,312061.0,6216363.0
2018-07-20,50200,50900,48500,50400,12990,313305.0,6216363.0
2018-07-23,50400,51000,49050,49050,4981,304913.0,6216363.0
2018-07-24,48700,49950,48700,49400,9419,307088.0,6216363.0
2018-07-25,48950,51600,48950,51400,38923,319521.0,6216363.0
2018-07-26,50100,51800,50000,51000,12827,317035.0,6216363.0
2018-07-27,51200,51600,50400,51000,4142,317035.0,6216363.0
2018-07-30,51500,51500,49700,50500,8328,313926.0,6216363.0
2018-07-31,50000,51500,50000,50700,8346,315170.0,6216363.0
2018-08-01,50700,52200,50700,51800,13499,322008.0,6216363.0
2018-08-02,51900,52000,50800,51000,8856,317035.0,6216363.0
2018-08-03,51500,52400,51400,52000,8383,323251.0,6216363.0
2018-08-06,52000,53400,51500,51500,6528,320143.0,6216363.0
2018-08-07,51500,51600,50700,51400,2114,319521.0,6216363.0
2018-08-08,51100,51800,51000,51400,7049,319521.0,6216363.0
2018-08-09,51500,51900,50800,51400,3458,319521.0,6216363.0
2018-08-10,50600,51800,50600,51400,5049,319521.0,6216363.0
2018-08-13,50600,51400,49650,49650,12785,308642.0,6216363.0
2018-08-14,49550,51600,49100,51400,7003,319521.0,6216363.0
2018-08-16,50700,51000,48750,50800,20806,315791.0,6216363.0
2018-08-17,50200,50800,49050,50000,9931,310818.0,6216363.0
2018-08-20,49200,49550,48000,48150,18207,299318.0,6216363.0
2018-08-21,48450,49600,48450,49200,9211,305845.0,6216363.0
2018-08-22,49700,50200,49700,50000,6316,310818.0,6216363.0
2018-08-23,50300,51700,50200,51100,14689,317656.0,6216363.0
2018-08-24,51500,51500,50500,51200,7856,318278.0,6216363.0
2018-08-27,52200,52200,51400,52200,9736,324494.0,6216363.0
2018-08-28,51500,52200,50600,51600,6061,320764.0,6216363.0
2018-08-29,51600,52100,51100,51600,4660,320764.0,6216363.0
2018-08-30,52000,52000,50500,52000,5641,323251.0,6216363.0
2018-08-31,52000,52200,51700,52000,6833,323251.0,6216363.0
2018-09-03,52000,52000,50000,50800,6984,315791.0,6216363.0
2018-09-04,50800,51500,50200,51100,7528,317656.0,6216363.0
2018-09-05,51200,51300,50500,50900,6003,316413.0,6216363.0
2018-09-06,51400,52100,50500,51400,8163,319521.0,6216363.0
2018-09-07,51200,52200,51200,52000,8974,323251.0,6216363.0
2018-09-10,51800,51800,51000,51000,4001,317035.0,6216363.0
2018-09-11,51800,51800,50600,50600,2437,314548.0,6216363.0
2018-09-12,50600,51300,50100,50600,4582,314548.0,6216363.0
2018-09-13,50300,51000,49950,50900,6654,316413.0,6216363.0
2018-09-14,50900,51300,50400,51000,2688,317035.0,6216363.0
2018-09-17,50500,50700,49950,49950,2995,310507.0,6216363.0
2018-09-18,49950,50600,49700,50200,5629,312061.0,6216363.0
2018-09-19,49700,50500,49650,49650,2973,308642.0,6216363.0
2018-09-20,49650,50400,49600,49950,1417,310507.0,6216363.0
2018-09-21,49950,50400,49600,50000,7068,310818.0,6216363.0
2018-09-27,50200,50700,49700,50400,6771,313305.0,6216363.0
2018-09-28,50000,50200,49650,50100,6367,311440.0,6216363.0
2018-10-01,49600,50500,49600,49950,4978,310507.0,6216363.0
2018-10-02,49550,50000,49550,49600,5403,308332.0,6216363.0
2018-10-04,50200,50400,49150,49150,10817,305534.0,6216363.0
2018-10-05,49050,49150,47000,47950,9578,298075.0,6216363.0
2018-10-08,48150,48200,47600,47700,4781,296521.0,6216363.0
2018-10-10,47700,48350,46200,46750,50008,290615.0,6216363.0
2018-10-11,43450,47700,43450,45750,18424,284399.0,6216363.0
2018-10-12,45100,46500,45100,46450,12139,288750.0,6216363.0
2018-10-15,45950,47300,45950,46700,4878,290304.0,6216363.0
2018-10-16,46350,47300,46300,46950,4694,291858.0,6216363.0
2018-10-17,46800,47550,46800,46850,8123,291237.0,6216363.0
2018-10-18,47000,47500,46800,47200,5627,293412.0,6216363.0
2018-10-19,47250,47250,46750,46900,9723,291547.0,6216363.0
2018-10-22,46400,47500,46400,47100,3190,292791.0,6216363.0
2018-10-23,47200,47250,46750,47200,3310,293412.0,6216363.0
2018-10-24,48400,48400,45700,46250,16611,287507.0,6216363.0
2018-10-25,45100,45600,45000,45200,6612,280980.0,6216363.0
2018-10-26,45250,45250,44000,44000,7125,273520.0,6216363.0
2018-10-29,43900,45100,42000,42000,6887,261087.0,6216363.0
2018-10-30,40000,43300,40000,42650,14667,265128.0,6216363.0
2018-10-31,42600,43150,41700,42800,10465,266060.0,6216363.0
2018-11-01,43350,43900,42650,43400,17155,269790.0,6216363.0
2018-11-02,44000,44300,43100,44100,4433,274142.0,6216363.0
2018-11-05,44100,44250,43400,44000,2709,273520.0,6216363.0
2018-11-06,44300,44650,43400,44500,3125,276628.0,6216363.0
2018-11-07,44000,45200,43700,45000,17051,279736.0,6216363.0
2018-11-08,44800,45550,44400,45150,2520,280669.0,6216363.0
2018-11-09,44950,45100,43800,43900,5190,272898.0,6216363.0
2018-11-12,43400,43450,42850,43050,5087,267614.0,6216363.0
2018-11-13,43500,43650,41800,43650,8378,271344.0,6216363.0
2018-11-14,42650,43000,42550,42600,3861,264817.0,6216363.0
2018-11-15,41500,43950,41500,43200,3059,268547.0,6216363.0
2018-11-16,43000,43350,42550,42750,2888,265750.0,6216363.0
2018-11-19,43200,43450,42050,43400,1804,269790.0,6216363.0
2018-11-20,42300,43300,42300,43300,2910,269169.0,6216363.0
2018-11-21,42450,48000,42450,48000,6210,298385.0,6216363.0
2018-11-22,47200,47250,45000,46900,8177,291547.0,6216363.0
2018-11-23,46450,48000,45300,45500,6154,282845.0,6216363.0
2018-11-26,45200,45700,44750,45050,12249,280047.0,6216363.0
2018-11-27,44700,45700,44700,45150,3518,280669.0,6216363.0
2018-11-28,45000,47050,44900,46500,3810,289061.0,6216363.0
2018-11-29,46500,48000,45700,47400,7685,294656.0,6216363.0
2018-11-30,47550,47550,46300,47550,3799,295588.0,6216363.0
2018-12-03,47550,47600,46800,46800,3795,290926.0,6216363.0
2018-12-04,46800,46800,46450,46450,1289,288750.0,6216363.0
2018-12-05,46800,47250,45100,46800,6942,290926.0,6216363.0
2018-12-06,46500,47200,45100,45100,14893,280358.0,6216363.0
2018-12-07,45400,45950,45100,45100,7973,280358.0,6216363.0
2018-12-10,45100,46750,43800,46150,11960,286885.0,6216363.0
2018-12-11,46250,46250,44500,45500,18368,282845.0,6216363.0
2018-12-12,45950,48800,45700,48800,16154,303359.0,6216363.0
2018-12-13,48800,50000,48500,49850,19898,309886.0,6216363.0
2018-12-14,50000,51000,49500,50500,16408,313926.0,6216363.0
2018-12-17,50700,53800,50700,53200,51213,330711.0,6216363.0
2018-12-18,52700,53000,50700,51600,31638,320764.0,6216363.0
2018-12-19,50800,52300,50700,52000,7782,323251.0,6216363.0
2018-12-20,51000,53000,50800,52100,13326,323873.0,6216363.0
2018-12-21,52100,53900,50800,53400,26342,331954.0,6216363.0
2018-12-24,53400,54000,52600,53400,7646,331954.0,6216363.0
2018-12-26,53300,53300,50100,50800,11167,315791.0,6216363.0
2018-12-27,50400,52200,50400,51300,4646,318899.0,6216363.0
2018-12-28,52000,52900,51600,52300,6795,325116.0,6216363.0
2019-01-02,53000,53500,52200,53000,10052,329467.0,6216363.0
2019-01-03,53000,54300,50900,51500,28148,320143.0,6216363.0
2019-01-04,52000,52000,50200,51800,10878,322008.0,6216363.0
2019-01-07,53800,54500,52100,53100,13421,330089.0,6216363.0
2019-01-08,53100,55000,52800,55000,26901,341900.0,6216363.0
2019-01-09,55900,60500,55300,60500,82604,376090.0,6216363.0
2019-01-10,61900,62000,58000,60100,57028,373603.0,6216363.0
2019-01-11,62000,64500,59200,61400,137373,381685.0,6216363.0
2019-01-14,61800,62200,60000,61000,36988,379198.0,6216363.0
2019-01-15,61000,62700,59500,62000,47148,385415.0,6216363.0
2019-01-16,62000,62600,59800,62400,35689,387901.0,6216363.0
2019-01-17,62400,65400,61000,61900,51492,384793.0,6216363.0
2019-01-18,61900,63400,60800,61300,17701,381063.0,6216363.0
2019-01-21,61800,61800,59600,60300,21420,374847.0,6216363.0
2019-01-22,61300,61300,59900,60900,10295,378577.0,6216363.0
2019-01-23,60900,61300,59500,60300,15608,374847.0,6216363.0
2019-01-24,59900,62500,59500,61900,18971,384793.0,6216363.0
2019-01-25,62300,64200,62000,63800,27359,396604.0,6216363.0
2019-01-28,64500,64700,61700,62500,20019,388523.0,6216363.0
2019-01-29,62500,63200,60500,60900,14200,378577.0,6216363.0
2019-01-30,62500,62500,60700,61300,24745,381063.0,6216363.0
2019-01-31,61400,64200,61400,64200,48314,399091.0,6216363.0
2019-02-01,63900,65200,61000,64400,35491,400334.0,6216363.0
2019-02-07,64600,67200,63800,65100,32103,404685.0,6216363.0
2019-02-08,65100,66900,64500,66800,25167,415253.0,6216363.0
2019-02-11,65000,68400,64900,67000,21342,416496.0,6216363.0
2019-02-12,67000,67500,64700,64900,21658,403442.0,6216363.0
2019-02-13,65500,66900,64600,66500,16694,413388.0,6216363.0
2019-02-14,66500,68500,65900,67200,31402,417740.0,6216363.0
2019-02-15,67400,68800,63100,64500,55061,400955.0,6216363.0
2019-02-18,64100,64700,61600,63700,71587,395982.0,6216363.0
2019-02-19,63700,65000,62900,63700,26675,395982.0,6216363.0
2019-02-20,64000,66100,63800,66000,19315,410280.0,6216363.0
2019-02-21,66100,67300,65200,66300,25315,412145.0,6216363.0
2019-02-22,65800,66900,64500,66600,9797,414010.0,6216363.0
2019-02-25,66700,66700,64000,64600,17409,401577.0,6216363.0
2019-02-26,64900,66000,63100,63900,18058,397226.0,6216363.0
2019-02-27,64000,64200,62200,63500,13648,394739.0,6216363.0
2019-02-28,63500,64000,61100,62200,17418,386658.0,6216363.0
2019-03-04,62200,63500,61100,61100,18323,379820.0,6216363.0
2019-03-05,61500,62000,60000,61200,16984,380441.0,6216363.0
2019-03-06,60900,61900,60500,61900,8118,384793.0,6216363.0
2019-03-07,61000,62100,60100,60800,9671,377955.0,6216363.0
2019-03-08,60100,61400,59200,60300,15182,374847.0,6216363.0
2019-03-11,60500,62600,58500,62600,22398,389144.0,6216363.0
2019-03-12,62800,62900,58600,60000,84539,372982.0,6216363.0
2019-03-13,60900,72400,60400,69800,614908,433902.0,6216363.0
2019-03-14,70700,71200,67900,68500,171366,425821.0,6216363.0
2019-03-15,67900,68500,64500,65100,163175,404685.0,6216363.0
2019-03-18,65600,68200,64700,67400,111772,418983.0,6216363.0
2019-03-19,68000,68000,64800,65600,55287,407793.0,6216363.0
2019-03-20,65900,66600,63900,64500,52461,400955.0,6216363.0
2019-03-21,64600,66400,63300,64700,57987,402199.0,6216363.0
2019-03-22,65900,66600,64100,65400,46485,406550.0,6216363.0
2019-03-25,64500,65700,63000,64500,30136,400955.0,6216363.0
2019-03-26,64800,66900,63700,66600,43472,414010.0,6216363.0
2019-03-27,66700,66700,65000,65500,27898,407172.0,6216363.0
2019-03-28,65600,65600,61900,62100,69417,386036.0,6216363.0
2019-03-29,62600,64200,60000,63400,52616,394117.0,6216363.0
2019-04-01,64500,65600,62100,64300,70339,399712.0,6216363.0
2019-04-02,64500,73700,63600,73700,416341,458146.0,6216363.0
2019-04-03,75000,83200,74800,79600,466667,494822.0,6216363.0
2019-04-04,79100,86300,78700,81100,230098,504147.0,6216363.0
2019-04-05,82300,85300,79900,83300,100785,517823.0,6216363.0
2019-04-08,83700,84900,80900,83500,87925,519066.0,6216363.0
2019-04-09,83500,84300,80800,80800,71959,502282.0,6216363.0
2019-04-10,80800,84000,79000,80300,105269,499174.0,6216363.0
2019-04-11,80000,81100,79500,80600,36928,501039.0,6216363.0
2019-04-12,81000,81100,78900,79000,65649,491093.0,6216363.0
2019-04-15,79600,80200,76800,77700,66756,483011.0,6216363.0
2019-04-16,77900,78400,74900,75200,98428,467470.0,6216363.0
2019-04-17,68200,70800,66500,68500,2889463,425821.0,6216363.0
2019-04-18,69900,70500,68400,68600,380331,426443.0,6216363.0
2019-04-19,69600,74300,69100,72900,438650,453173.0,6216363.0
2019-04-22,74200,74900,72400,74700,187664,464362.0,6216363.0
2019-04-23,75000,75200,71300,74800,205259,464984.0,6216363.0
2019-04-24,74600,74700,72700,73200,95790,455038.0,6216363.0
2019-04-25,73300,77300,73200,74100,177991,460632.0,6216363.0
2019-04-26,74500,74700,71500,74100,92745,460632.0,6216363.0
2019-04-29,74900,75300,73500,74500,72821,463119.0,6216363.0
2019-04-30,75300,76400,73600,75600,113528,469957.0,6216363.0
2019-05-02,75600,76300,74500,76100,96049,473065.0,6216363.0
2019-05-03,76800,76800,74200,76500,84712,475552.0,6216363.0
2019-05-07,74500,75500,73700,74100,112824,460632.0,6216363.0
2019-05-08,73000,74800,72800,74500,84062,463119.0,6216363.0
2019-05-09,74000,74600,69700,71500,135391,444470.0,6216363.0
2019-05-10,71600,74600,70600,73500,106849,456903.0,6216363.0
2019-05-13,73400,75700,73000,74500,96014,463119.0,6216363.0
2019-05-14,73600,78300,73000,77400,170078,481146.0,6216363.0
2019-05-15,77700,77800,73200,77000,283148,478660.0,6216363.0
2019-05-16,77300,77300,74400,75200,100436,467470.0,6216363.0
2019-05-17,75900,78500,74500,75300,160237,468092.0,6216363.0
2019-05-20,74800,78400,74700,77000,141235,478660.0,6216363.0
2019-05-21,78000,78500,75500,77000,106124,478660.0,6216363.0
2019-05-22,78900,82300,78600,81000,289489,503525.0,6216363.0
2019-05-23,81900,82600,79500,80700,116991,501660.0,6216363.0
2019-05-24,80400,81100,74600,76000,193496,472444.0,6216363.0
2019-05-27,75700,75800,72300,73900,111858,459389.0,6216363.0
2019-05-28,73900,77400,73900,75600,93476,469957.0,6216363.0
2019-05-29,75600,77700,74000,77100,68060,479282.0,6216363.0
2019-05-30,77000,77500,73500,75000,85324,466227.0,6216363.0
2019-05-31,75000,76300,73800,74400,52383,462497.0,6216363.0
2019-06-03,74500,75300,72400,72600,68808,451308.0,6216363.0
2019-06-04,73500,76100,72900,76100,78416,473065.0,6216363.0
2019-06-05,76400,77100,75300,76100,67581,473065.0,6216363.0
2019-06-07,75900,76600,73100,73700,124041,458146.0,6216363.0
2019-06-10,74300,74300,69500,70300,196029,437010.0,6216363.0
2019-06-11,71000,71800,69800,71000,109844,441362.0,6216363.0
2019-06-12,70900,71000,69600,70000,71864,435145.0,6216363.0
2019-06-13,69800,70500,68400,68900,188080,428307.0,6216363.0
2019-06-14,69000,69800,68200,68300,71695,424578.0,6216363.0
2019-06-17,68000,70900,67500,70000,83524,435145.0,6216363.0
2019-06-18,70100,70800,69600,69800,47857,433902.0,6216363.0
2019-06-19,70000,71300,69900,70700,53737,439497.0,6216363.0
2019-06-20,70400,70900,69200,70700,48173,439497.0,6216363.0
2019-06-21,70700,70900,69400,69700,47720,433281.0,6216363.0
2019-06-24,69700,70100,67800,68400,56368,425199.0,6216363.0
2019-06-25,68900,69100,65800,67000,63574,416496.0,6216363.0
2019-06-26,65800,67700,65500,66500,70217,413388.0,6216363.0
2019-06-27,66000,67700,66000,66500,41877,413388.0,6216363.0
2019-06-28,66300,68000,63500,65000,88903,404064.0,6216363.0
2019-07-01,64900,65900,62800,62900,110755,391009.0,6216363.0
2019-07-02,63400,65400,62500,64700,75479,402199.0,6216363.0
2019-07-03,64400,66400,63700,65500,55915,407172.0,6216363.0
2019-07-04,65000,66000,63200,65300,32885,405929.0,6216363.0
2019-07-05,65000,65200,62600,63000,66845,391631.0,6216363.0
2019-07-08,63300,63700,61100,61100,56504,379820.0,6216363.0
2019-07-09,60500,63700,60400,62200,75937,386658.0,6216363.0
2019-07-10,62400,65400,62400,63700,62419,395982.0,6216363.0
2019-07-11,63700,65000,62900,63200,38410,392874.0,6216363.0
2019-07-12,63300,65500,62800,64500,55685,400955.0,6216363.0
2019-07-15,64700,65100,62200,62400,42434,387901.0,6216363.0
2019-07-16,62600,63300,61400,61700,35367,383550.0,6216363.0
2019-07-17,61100,61500,58600,58700,83785,364901.0,6216363.0
2019-07-18,58700,60000,58400,58700,47999,364901.0,6216363.0
2019-07-19,58700,60600,58500,59900,43889,372360.0,6216363.0
2019-07-22,59500,60000,58100,58900,26244,366144.0,6216363.0
2019-07-23,58500,60600,58300,58900,38283,366144.0,6216363.0
2019-07-24,59100,60200,58700,58700,38766,364901.0,6216363.0
2019-07-25,58600,59400,57600,58000,41911,360549.0,6216363.0
2019-07-26,57400,58100,56200,57500,43570,357441.0,6216363.0
2019-07-29,57300,57400,55700,56000,46002,348116.0,6216363.0
2019-07-30,55400,57600,54600,57000,34277,354333.0,6216363.0
2019-07-31,56200,59000,54900,58300,50686,362414.0,6216363.0
2019-08-01,57800,58500,56500,56700,36521,352468.0,6216363.0
2019-08-02,56400,57500,55400,55500,28071,345008.0,6216363.0
2019-08-05,55200,56300,52800,52800,49171,328224.0,6216363.0
2019-08-06,50200,53500,50200,52700,80876,327602.0,6216363.0
2019-08-07,52700,54700,52700,54000,38163,335684.0,6216363.0
2019-08-08,54800,56200,54000,55400,36501,344387.0,6216363.0
2019-08-09,55000,55600,53800,54500,42048,338792.0,6216363.0
2019-08-12,54300,56500,53000,55100,33207,342522.0,6216363.0
2019-08-13,54700,55600,54200,54700,23571,340035.0,6216363.0
2019-08-14,56000,56600,55500,56400,31376,350603.0,6216363.0
2019-08-16,55900,58500,55000,58100,58040,361171.0,6216363.0
2019-08-19,57600,57900,55000,55500,69513,345008.0,6216363.0
2019-08-20,55700,55700,52900,53000,66191,329467.0,6216363.0
2019-08-21,52600,54700,52500,54700,42334,340035.0,6216363.0
2019-08-22,55300,57000,54400,54500,55949,338792.0,6216363.0
2019-08-23,53700,54700,53300,53600,63280,333197.0,6216363.0
2019-08-26,52000,52100,49850,50000,74347,310818.0,6216363.0
2019-08-27,50300,52000,50100,50400,43968,313305.0,6216363.0
2019-08-28,50400,52300,50300,52300,34480,325116.0,6216363.0
2019-08-29,52300,53300,50800,52800,42560,328224.0,6216363.0
2019-08-30,53400,54000,52700,52900,26748,328846.0,6216363.0
2019-09-02,52700,54000,52400,53300,12457,331332.0,6216363.0
2019-09-03,54100,54100,52100,52500,24937,326359.0,6216363.0
2019-09-04,52200,53200,52100,53200,40231,330711.0,6216363.0
2019-09-05,53700,54300,53000,53500,29872,332575.0,6216363.0
2019-09-06,54300,54300,52500,52800,17136,328224.0,6216363.0
2019-09-09,52800,53600,52600,53600,34554,333197.0,6216363.0
2019-09-10,54700,56500,54600,56300,85377,349981.0,6216363.0
2019-09-11,57100,57500,55800,57500,71921,357441.0,6216363.0
2019-09-16,57900,57900,55700,56900,50520,353711.0,6216363.0
2019-09-17,56200,57300,56000,57100,28988,354954.0,6216363.0
2019-09-18,57200,57400,55800,57300,29472,356198.0,6216363.0
2019-09-19,57500,57600,55400,55700,38931,346251.0,6216363.0
2019-09-20,55700,56600,55100,55900,25312,347495.0,6216363.0
2019-09-23,55700,55900,54900,55500,12514,345008.0,6216363.0
2019-09-24,55500,56300,54800,55300,16044,343765.0,6216363.0
2019-09-25,55000,55400,52800,53100,25653,330089.0,6216363.0
2019-09-26,53700,54800,53200,54600,26397,339413.0,6216363.0
2019-09-27,54000,54600,53200,54300,15929,337549.0,6216363.0
2019-09-30,54100,56600,53600,56500,39780,351225.0,6216363.0
2019-10-01,57300,58600,56200,58600,44203,364279.0,6216363.0
2019-10-02,58200,60700,57000,60100,63625,373603.0,6216363.0
2019-10-04,60400,61500,58000,58100,64229,361171.0,6216363.0
2019-10-07,58000,58500,56400,57000,30103,354333.0,6216363.0
