부스타(008470),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-05-06,5330,5390,5040,5080,569374,41453.0,8160000.0
2011-05-09,5060,5330,5060,5150,598903,42024.0,8160000.0
2011-05-11,5110,5340,5110,5230,453112,42677.0,8160000.0
2011-05-12,5230,6010,5230,6010,2620961,49042.0,8160000.0
2011-05-13,6340,6800,6070,6300,4949244,51408.0,8160000.0
2011-05-16,6330,7240,6320,7240,3664371,59078.0,8160000.0
2011-05-17,7600,8260,7400,7650,5180049,62424.0,8160000.0
2011-05-18,7950,8790,7850,8790,3060674,71726.0,8160000.0
2011-05-19,9300,9730,7480,7480,8769301,61037.0,8160000.0
2011-05-20,7650,7950,6930,7410,6480005,60466.0,8160000.0
2011-05-23,7560,7860,6320,6610,5662606,53938.0,8160000.0
2011-05-24,6550,6950,6480,6840,3845153,55814.0,8160000.0
2011-05-25,6790,6910,6120,6200,2284716,50592.0,8160000.0
2011-05-26,6210,6770,6210,6470,3167232,52795.0,8160000.0
2011-05-27,6470,6820,6340,6430,2323234,52469.0,8160000.0
2011-05-30,6460,6780,6010,6060,1698025,49450.0,8160000.0
2011-05-31,6120,6260,5740,5900,1416402,48144.0,8160000.0
2011-06-01,6000,6040,5710,5820,977678,47491.0,8160000.0
2011-06-02,5670,5840,5570,5790,608924,47246.0,8160000.0
2011-06-03,5860,5980,5720,5790,733250,47246.0,8160000.0
2011-06-07,5700,5810,5570,5650,374674,46104.0,8160000.0
2011-06-08,5570,5770,5350,5430,478151,44309.0,8160000.0
2011-06-09,5410,6120,5320,5800,2069617,47328.0,8160000.0
2011-06-10,5800,6310,5750,5900,2168741,48144.0,8160000.0
2011-06-13,5950,6180,5350,5510,922563,44962.0,8160000.0
2011-06-14,5520,5750,5430,5600,599597,45696.0,8160000.0
2011-06-15,5690,5790,5550,5670,530903,46267.0,8160000.0
2011-06-16,5560,5900,5510,5670,861040,46267.0,8160000.0
2011-06-17,5730,5850,5550,5700,585281,46512.0,8160000.0
2011-06-20,5760,6200,5720,6000,1915297,48960.0,8160000.0
2011-06-21,6090,6290,5780,5800,1094097,47328.0,8160000.0
2011-06-22,5880,6090,5850,6070,922227,49531.0,8160000.0
2011-06-23,6050,6350,6010,6070,1390281,49531.0,8160000.0
2011-06-24,6140,6290,6050,6290,985328,51326.0,8160000.0
2011-06-27,6420,6510,6040,6080,978386,49613.0,8160000.0
2011-06-28,6130,6180,5750,5830,616733,47573.0,8160000.0
2011-06-29,5870,5950,5660,5730,461026,46757.0,8160000.0
2011-06-30,5750,5870,5730,5810,332983,47410.0,8160000.0
2011-07-01,5870,5910,5730,5750,421589,46920.0,8160000.0
2011-07-04,5780,5870,5750,5850,308211,47736.0,8160000.0
2011-07-05,5910,6150,5910,6040,763943,49286.0,8160000.0
2011-07-06,6150,6190,6000,6090,372314,49694.0,8160000.0
2011-07-07,6080,6130,5900,5920,404534,48307.0,8160000.0
2011-07-08,5930,6790,5930,6600,2735865,53856.0,8160000.0
2011-07-11,6600,6900,6500,6610,1583347,53938.0,8160000.0
2011-07-12,6680,7440,6620,6830,2515602,55733.0,8160000.0
2011-07-13,6910,7240,6530,6600,1226293,53856.0,8160000.0
2011-07-14,6790,6860,6630,6740,633490,54998.0,8160000.0
2011-07-15,6750,7100,6750,6890,965653,56222.0,8160000.0
2011-07-18,7000,7330,6920,7180,981146,58589.0,8160000.0
2011-07-19,7210,7250,6900,7070,573902,57691.0,8160000.0
2011-07-20,7140,7190,6810,6850,540946,55896.0,8160000.0
2011-07-21,6850,6930,6450,6450,508456,52632.0,8160000.0
2011-07-22,6520,7080,6520,7020,839601,57283.0,8160000.0
2011-07-25,7150,7150,6720,6780,432113,55325.0,8160000.0
2011-07-26,6800,7040,6660,6840,370132,55814.0,8160000.0
2011-07-27,6800,6980,6710,6800,393849,55488.0,8160000.0
2011-07-28,6710,7100,6650,7100,467458,57936.0,8160000.0
2011-07-29,7150,7350,6800,6810,914025,55570.0,8160000.0
2011-08-01,6930,7020,6820,6990,359946,57038.0,8160000.0
2011-08-02,6930,7140,6650,6780,447807,55325.0,8160000.0
2011-08-03,6660,6770,6320,6400,382124,52224.0,8160000.0
2011-08-04,6410,6600,5770,5900,371145,48144.0,8160000.0
2011-08-05,5130,5570,5130,5200,504129,42432.0,8160000.0
2011-08-08,5000,5600,4505,5030,504285,41045.0,8160000.0
2011-08-09,4760,4910,4280,4500,441148,36720.0,8160000.0
2011-08-10,4935,5170,4710,5170,437738,42187.0,8160000.0
2011-08-11,4950,5620,4780,5390,476364,43982.0,8160000.0
2011-08-12,5550,5740,5150,5250,332410,42840.0,8160000.0
2011-08-16,5530,5640,5410,5600,208853,45696.0,8160000.0
2011-08-17,5620,5750,5550,5610,321395,45778.0,8160000.0
2011-08-18,5620,5730,5320,5500,265391,44880.0,8160000.0
2011-08-19,5030,5300,4905,5000,385613,40800.0,8160000.0
2011-08-22,4865,5120,4750,4885,225088,39862.0,8160000.0
2011-08-23,5060,5170,4990,5120,158107,41779.0,8160000.0
2011-08-24,5290,5290,4980,5050,142482,41208.0,8160000.0
2011-08-25,5200,5210,4980,5000,162215,40800.0,8160000.0
2011-08-26,4950,5090,4950,5020,69856,40963.0,8160000.0
2011-08-29,5120,5210,5080,5100,155894,41616.0,8160000.0
2011-08-30,5200,5710,5150,5480,489663,44717.0,8160000.0
2011-08-31,5550,5630,5330,5480,235127,44717.0,8160000.0
2011-09-01,5540,5720,5260,5320,360483,43411.0,8160000.0
2011-09-02,5270,5450,5210,5400,131757,44064.0,8160000.0
2011-09-05,5280,5370,5060,5150,158011,42024.0,8160000.0
2011-09-06,4980,5090,4730,4900,163486,39984.0,8160000.0
2011-09-07,5000,5310,4905,5220,169004,42595.0,8160000.0
2011-09-08,5220,5390,5000,5080,192355,41453.0,8160000.0
2011-09-09,5080,5320,5020,5100,235468,41616.0,8160000.0
2011-09-14,5180,5180,4800,4840,164868,39494.0,8160000.0
2011-09-15,4995,5040,4700,4745,95156,38719.0,8160000.0
2011-09-16,4805,4945,4750,4900,92092,39984.0,8160000.0
2011-09-19,4935,5170,4855,5100,156740,41616.0,8160000.0
2011-09-20,4920,5140,4920,4990,74170,40718.0,8160000.0
2011-09-21,5050,5120,4935,4950,84833,40392.0,8160000.0
2011-09-22,4940,4970,4785,4800,75055,39168.0,8160000.0
2011-09-23,4500,4600,4330,4365,152006,35618.0,8160000.0
2011-09-26,4280,4490,3715,3970,204100,32395.0,8160000.0
2011-09-27,3970,4140,3970,4110,183094,33538.0,8160000.0
2011-09-28,4725,4725,4300,4300,117878,35088.0,8160000.0
2011-09-29,4160,4370,4125,4280,57467,34925.0,8160000.0
2011-09-30,4310,4530,4310,4380,76850,35741.0,8160000.0
2011-10-04,4050,4250,3950,4045,76384,33007.0,8160000.0
2011-10-05,4055,4135,3850,3930,70367,32069.0,8160000.0
2011-10-06,4050,4140,3975,4000,51543,32640.0,8160000.0
2011-10-07,4065,4360,4065,4195,80778,34231.0,8160000.0
2011-10-10,4150,4285,4150,4285,69639,34966.0,8160000.0
2011-10-11,4355,4490,4300,4305,68876,35129.0,8160000.0
2011-10-12,4290,4395,4220,4365,68803,35618.0,8160000.0
2011-10-13,4510,4540,4385,4420,62798,36067.0,8160000.0
2011-10-14,4490,4500,4320,4465,60495,36434.0,8160000.0
2011-10-17,4525,4590,4500,4560,65570,37210.0,8160000.0
2011-10-18,4495,4540,4380,4380,54296,35741.0,8160000.0
2011-10-19,4405,4925,4405,4800,260720,39168.0,8160000.0
2011-10-20,4795,4800,4455,4460,126239,36394.0,8160000.0
2011-10-21,4480,4650,4435,4480,67785,36557.0,8160000.0
2011-10-24,4640,4740,4485,4545,130445,37087.0,8160000.0
2011-10-25,4555,4655,4460,4470,82070,36475.0,8160000.0
2011-10-26,4475,4475,4320,4400,62771,35904.0,8160000.0
2011-10-27,4490,4820,4420,4700,177542,38352.0,8160000.0
2011-10-28,4800,4860,4615,4655,72342,37985.0,8160000.0
2011-10-31,4655,4720,4525,4590,50482,37454.0,8160000.0
2011-11-01,4450,4560,4440,4500,61950,36720.0,8160000.0
2011-11-02,4270,4420,4255,4380,60290,35741.0,8160000.0
2011-11-03,4490,4490,4375,4400,56197,35904.0,8160000.0
2011-11-04,4485,4550,4465,4485,52144,36598.0,8160000.0
2011-11-07,4500,4640,4500,4605,71204,37577.0,8160000.0
2011-11-08,4580,4670,4500,4500,44608,36720.0,8160000.0
2011-11-09,4590,4590,4480,4510,67217,36802.0,8160000.0
2011-11-10,4320,4400,4180,4190,80997,34190.0,8160000.0
2011-11-11,4300,4440,4220,4435,58922,36190.0,8160000.0
2011-11-14,4575,4575,4445,4500,53381,36720.0,8160000.0
2011-11-15,4585,4585,4370,4395,75679,35863.0,8160000.0
2011-11-16,4400,4485,4285,4295,50573,35047.0,8160000.0
2011-11-17,4310,4400,4210,4305,36660,35129.0,8160000.0
2011-11-18,4310,4355,4210,4320,24868,35251.0,8160000.0
2011-11-21,4320,4375,4215,4215,30034,34394.0,8160000.0
2011-11-22,4150,4265,4140,4205,40242,34313.0,8160000.0
2011-11-23,4215,4220,4020,4020,67679,32803.0,8160000.0
2011-11-24,3990,4190,3990,4000,75819,32640.0,8160000.0
2011-11-25,3980,4035,3855,4005,62491,32681.0,8160000.0
2011-11-28,4140,4140,3905,4045,50738,33007.0,8160000.0
2011-11-29,4100,4100,3995,4080,56976,33293.0,8160000.0
2011-11-30,4170,4170,4005,4035,33598,32926.0,8160000.0
2011-12-01,4100,4205,4060,4130,80944,33701.0,8160000.0
2011-12-02,4175,4215,4095,4150,49464,33864.0,8160000.0
2011-12-05,4200,4235,4075,4125,42140,33660.0,8160000.0
2011-12-06,4155,4155,4000,4055,80299,33089.0,8160000.0
2011-12-07,4055,4150,4050,4110,24595,33538.0,8160000.0
2011-12-08,4150,4205,4005,4110,59622,33538.0,8160000.0
2011-12-09,4115,4300,4040,4205,74332,34313.0,8160000.0
2011-12-12,4260,4520,4260,4450,119861,36312.0,8160000.0
2011-12-13,4405,4450,4320,4370,64359,35659.0,8160000.0
2011-12-14,4430,4795,4415,4620,255012,37699.0,8160000.0
2011-12-15,4585,4590,4350,4410,90313,35986.0,8160000.0
2011-12-16,4600,4640,4265,4280,77828,34925.0,8160000.0
2011-12-19,4280,4345,3810,3960,176970,32314.0,8160000.0
2011-12-20,3930,4100,3930,4050,48290,33048.0,8160000.0
2011-12-21,4150,4240,4130,4165,45104,33986.0,8160000.0
2011-12-22,4165,4235,4095,4200,38450,34272.0,8160000.0
2011-12-23,4220,4240,4110,4170,67641,34027.0,8160000.0
2011-12-26,4175,4220,4105,4195,64096,34231.0,8160000.0
2011-12-27,4595,4820,4590,4820,236155,39331.0,8160000.0
2011-12-28,5540,5540,4550,4550,1645982,37128.0,8160000.0
2011-12-29,4415,4565,4310,4350,367838,35496.0,8160000.0
2012-01-02,4440,4450,4250,4260,158683,34762.0,8160000.0
2012-01-03,4245,4325,4215,4300,157969,35088.0,8160000.0
2012-01-04,4310,4335,4245,4255,138681,34721.0,8160000.0
2012-01-05,4255,4450,4250,4400,177844,35904.0,8160000.0
2012-01-06,4430,4490,4380,4400,117785,35904.0,8160000.0
2012-01-09,4425,4425,4285,4345,98197,35455.0,8160000.0
2012-01-10,4355,4540,4355,4475,80986,36516.0,8160000.0
2012-01-11,4500,4630,4420,4570,179298,37291.0,8160000.0
2012-01-12,4645,4645,4500,4505,117676,36761.0,8160000.0
2012-01-13,4565,4565,4425,4520,83668,36883.0,8160000.0
2012-01-16,4470,4570,4370,4370,87151,35659.0,8160000.0
2012-01-17,4385,4445,4350,4350,68310,35496.0,8160000.0
2012-01-18,4350,4395,4350,4385,57991,35782.0,8160000.0
2012-01-19,4400,4520,4390,4450,106948,36312.0,8160000.0
2012-01-20,4510,4510,4325,4345,86206,35455.0,8160000.0
2012-01-25,4360,4370,4315,4345,70756,35455.0,8160000.0
2012-01-26,4355,4400,4330,4350,40899,35496.0,8160000.0
2012-01-27,4390,4405,4320,4400,46340,35904.0,8160000.0
2012-01-30,4450,4465,4355,4400,94390,35904.0,8160000.0
2012-01-31,4370,4430,4355,4360,62350,35578.0,8160000.0
2012-02-01,4360,4430,4340,4350,91933,35496.0,8160000.0
2012-02-02,4355,4385,4325,4340,85017,35414.0,8160000.0
2012-02-03,4325,4450,4325,4365,96615,35618.0,8160000.0
2012-02-06,4410,4410,4340,4360,53346,35578.0,8160000.0
2012-02-07,4350,4435,4305,4435,127205,36190.0,8160000.0
2012-02-08,4435,5080,4435,4660,908513,38026.0,8160000.0
2012-02-09,4690,4955,4550,4750,332012,38760.0,8160000.0
2012-02-10,4810,4870,4640,4710,172417,38434.0,8160000.0
2012-02-13,4780,4950,4740,4800,215331,39168.0,8160000.0
2012-02-14,4950,4995,4705,4765,233445,38882.0,8160000.0
2012-02-15,4800,4820,4655,4655,156503,37985.0,8160000.0
2012-02-16,4655,4725,4640,4675,112770,38148.0,8160000.0
2012-02-17,4690,4775,4655,4680,85799,38189.0,8160000.0
2012-02-20,4680,4895,4675,4760,200439,38842.0,8160000.0
2012-02-21,4850,4995,4805,4920,226586,40147.0,8160000.0
2012-02-22,4940,4940,4820,4860,100782,39658.0,8160000.0
2012-02-23,4825,4860,4715,4725,139599,38556.0,8160000.0
2012-02-24,4725,4770,4660,4740,82459,38678.0,8160000.0
2012-02-27,4750,4795,4710,4725,96488,38556.0,8160000.0
2012-02-28,4710,4790,4705,4735,63921,38638.0,8160000.0
2012-02-29,4745,4830,4700,4800,113649,39168.0,8160000.0
2012-03-02,4835,4955,4805,4850,168983,39576.0,8160000.0
2012-03-05,4955,4970,4810,4815,155083,39290.0,8160000.0
2012-03-06,4815,4845,4690,4845,148971,39535.0,8160000.0
2012-03-07,4750,4810,4735,4770,78195,38923.0,8160000.0
2012-03-08,4770,4900,4770,4805,116089,39209.0,8160000.0
2012-03-09,4860,5210,4805,5010,571489,40882.0,8160000.0
2012-03-12,5040,5050,4920,4940,193386,40310.0,8160000.0
2012-03-13,5040,5260,5040,5070,632480,41371.0,8160000.0
2012-03-14,5110,5140,5010,5070,162550,41371.0,8160000.0
2012-03-15,5110,5170,5040,5090,187039,41534.0,8160000.0
2012-03-16,5100,5180,4915,4960,242659,40474.0,8160000.0
2012-03-19,4960,5000,4900,4900,105573,39984.0,8160000.0
2012-03-20,4900,4900,4815,4865,158586,39698.0,8160000.0
2012-03-21,5250,5330,4925,4925,467077,40188.0,8160000.0
2012-03-22,4925,4950,4705,4930,147687,40229.0,8160000.0
2012-03-23,4895,4895,4770,4770,90734,38923.0,8160000.0
2012-03-26,4800,4800,4695,4700,50620,38352.0,8160000.0
2012-03-27,4700,4770,4530,4575,95054,37332.0,8160000.0
2012-03-28,4575,4595,4305,4480,131995,36557.0,8160000.0
2012-03-29,4500,4540,4340,4400,74801,35904.0,8160000.0
2012-03-30,4400,4475,4365,4475,43689,36516.0,8160000.0
2012-04-02,4485,4690,4485,4575,47161,37332.0,8160000.0
2012-04-03,4575,4575,4475,4475,60879,36516.0,8160000.0
2012-04-04,4480,4520,4350,4480,36304,36557.0,8160000.0
2012-04-05,4480,4480,4370,4440,42817,36230.0,8160000.0
2012-04-06,4435,4495,4375,4380,27568,35741.0,8160000.0
2012-04-09,4300,4430,4260,4390,80807,35822.0,8160000.0
2012-04-10,4230,4505,4230,4340,26345,35414.0,8160000.0
2012-04-12,4385,4385,4280,4345,27975,35455.0,8160000.0
2012-04-13,4395,4405,4310,4395,27935,35863.0,8160000.0
2012-04-16,4395,4395,4305,4350,21023,35496.0,8160000.0
2012-04-17,4350,4365,4250,4320,44970,35251.0,8160000.0
2012-04-18,4290,4355,4290,4340,15231,35414.0,8160000.0
2012-04-19,4355,4355,4240,4245,66220,34639.0,8160000.0
2012-04-20,4275,4275,4220,4230,43236,34517.0,8160000.0
2012-04-23,4230,4350,4150,4200,54404,34272.0,8160000.0
2012-04-24,4200,4200,4115,4130,60398,33701.0,8160000.0
2012-04-25,4145,4180,4050,4130,56908,33701.0,8160000.0
2012-04-26,4130,4185,4100,4155,73814,33905.0,8160000.0
2012-04-27,4170,4310,4110,4240,57856,34598.0,8160000.0
2012-04-30,4240,4240,4135,4200,43031,34272.0,8160000.0
2012-05-02,4200,4310,4165,4265,26509,34802.0,8160000.0
2012-05-03,4205,4280,4200,4280,16285,34925.0,8160000.0
2012-05-04,4295,4300,4230,4255,13970,34721.0,8160000.0
2012-05-07,4125,4250,4125,4220,16054,34435.0,8160000.0
2012-05-08,4190,4385,4190,4350,26650,35496.0,8160000.0
2012-05-09,4350,4375,4250,4250,7004,34680.0,8160000.0
2012-05-10,4350,4350,4250,4300,13461,35088.0,8160000.0
2012-05-11,4340,4350,4215,4290,21908,35006.0,8160000.0
2012-05-14,4225,4280,4160,4180,23472,34109.0,8160000.0
2012-05-15,4180,4300,4160,4160,34061,33946.0,8160000.0
2012-05-16,4155,4245,4120,4125,39731,33660.0,8160000.0
2012-05-17,4250,4250,4070,4105,16971,33497.0,8160000.0
2012-05-18,3960,4100,3940,4015,39977,32762.0,8160000.0
2012-05-21,4000,4100,4000,4015,39473,32762.0,8160000.0
2012-05-22,4020,4180,4020,4180,19704,34109.0,8160000.0
2012-05-23,4190,4190,4005,4005,16994,32681.0,8160000.0
2012-05-24,4030,4100,4025,4090,13288,33374.0,8160000.0
2012-05-25,4090,4170,4075,4110,15407,33538.0,8160000.0
2012-05-29,4150,4170,4020,4075,10838,33252.0,8160000.0
2012-05-30,4150,4150,4065,4080,16162,33293.0,8160000.0
2012-05-31,4080,4215,4040,4050,40313,33048.0,8160000.0
2012-06-01,4060,4145,4045,4070,9078,33211.0,8160000.0
2012-06-04,4040,4040,3925,3955,70607,32273.0,8160000.0
2012-06-05,3955,4020,3940,3940,30981,32150.0,8160000.0
2012-06-07,4020,4040,3955,4010,35640,32722.0,8160000.0
2012-06-08,4100,4145,3945,3945,33969,32191.0,8160000.0
2012-06-11,3970,4030,3955,3955,40573,32273.0,8160000.0
2012-06-12,3945,3995,3935,3985,38529,32518.0,8160000.0
2012-06-13,4020,4020,3390,4015,38057,32762.0,8160000.0
2012-06-14,4025,4025,3955,3965,15740,32354.0,8160000.0
2012-06-15,3965,3970,3910,3930,23542,32069.0,8160000.0
2012-06-18,3935,3975,3925,3970,21393,32395.0,8160000.0
2012-06-19,3950,4350,3940,4150,150335,33864.0,8160000.0
2012-06-20,4190,4250,4105,4135,36348,33742.0,8160000.0
2012-06-21,4190,4190,4075,4105,20580,33497.0,8160000.0
2012-06-22,4010,4115,4010,4070,25799,33211.0,8160000.0
2012-06-25,4055,4100,3950,4055,23034,33089.0,8160000.0
2012-06-26,3980,4075,3980,4075,24164,33252.0,8160000.0
2012-06-27,4095,4095,3995,4065,8760,33170.0,8160000.0
2012-06-28,4030,4100,4030,4100,19031,33456.0,8160000.0
2012-06-29,4100,4100,4035,4055,9472,33089.0,8160000.0
2012-07-02,3960,4080,3960,4070,8476,33211.0,8160000.0
2012-07-03,4050,4175,4050,4150,23251,33864.0,8160000.0
2012-07-04,4150,4200,4125,4165,17947,33986.0,8160000.0
2012-07-05,4165,4235,4125,4220,21722,34435.0,8160000.0
2012-07-06,4220,4240,4120,4130,17527,33701.0,8160000.0
2012-07-09,4180,4180,4080,4120,23475,33619.0,8160000.0
2012-07-10,4120,4165,4100,4130,11810,33701.0,8160000.0
2012-07-11,4210,4210,4085,4135,6447,33742.0,8160000.0
2012-07-12,4175,4175,4000,4135,12117,33742.0,8160000.0
2012-07-13,4135,4345,4025,4345,72008,35455.0,8160000.0
2012-07-16,4325,4325,4190,4200,35370,34272.0,8160000.0
2012-07-17,4195,4210,4155,4185,10488,34150.0,8160000.0
2012-07-18,4170,4205,4100,4105,23390,33497.0,8160000.0
2012-07-19,4120,4235,4110,4215,23357,34394.0,8160000.0
2012-07-20,4280,4280,4180,4230,35389,34517.0,8160000.0
2012-07-23,4230,4240,4160,4185,21549,34150.0,8160000.0
2012-07-24,4200,4215,4130,4170,14708,34027.0,8160000.0
2012-07-25,4210,4210,4100,4130,24466,33701.0,8160000.0
2012-07-26,4130,4195,4035,4125,10335,33660.0,8160000.0
2012-07-27,4120,4175,4110,4175,15386,34068.0,8160000.0
2012-07-30,4160,4350,4150,4180,4309,34109.0,8160000.0
2012-07-31,4180,4220,4160,4180,8579,34109.0,8160000.0
2012-08-01,4150,4215,4130,4130,9056,33701.0,8160000.0
2012-08-02,4130,4210,4100,4190,11983,34190.0,8160000.0
2012-08-03,4100,4180,4100,4165,6069,33986.0,8160000.0
2012-08-06,4175,4225,4150,4200,11264,34272.0,8160000.0
2012-08-07,4235,4235,4155,4220,11150,34435.0,8160000.0
2012-08-08,4200,4225,4160,4190,5459,34190.0,8160000.0
2012-08-09,4210,4375,4155,4375,69640,35700.0,8160000.0
2012-08-10,4520,4540,4280,4280,88546,34925.0,8160000.0
2012-08-13,4375,4440,4305,4375,45803,35700.0,8160000.0
2012-08-14,4390,4400,4290,4300,28932,35088.0,8160000.0
2012-08-16,4275,4310,4225,4310,21380,35170.0,8160000.0
2012-08-17,4360,4385,4310,4375,36720,35700.0,8160000.0
2012-08-20,4325,4390,4325,4380,16943,35741.0,8160000.0
2012-08-21,4320,4450,4320,4395,23426,35863.0,8160000.0
2012-08-22,4355,4525,4355,4510,72801,36802.0,8160000.0
2012-08-23,4500,4530,4420,4510,17429,36802.0,8160000.0
2012-08-24,4570,4600,4455,4480,34131,36557.0,8160000.0
2012-08-27,4480,4510,4395,4445,21746,36271.0,8160000.0
2012-08-28,4500,4545,4420,4530,23771,36965.0,8160000.0
2012-08-29,4590,4590,4500,4560,33114,37210.0,8160000.0
2012-08-30,4590,4600,4510,4555,37150,37169.0,8160000.0
2012-08-31,4530,4560,4425,4475,32201,36516.0,8160000.0
2012-09-03,4495,4530,4400,4465,44763,36434.0,8160000.0
2012-09-04,4470,4495,4430,4460,28804,36394.0,8160000.0
2012-09-05,4430,4470,4400,4440,25965,36230.0,8160000.0
2012-09-06,4430,4650,4420,4565,54913,37250.0,8160000.0
2012-09-07,4585,4585,4505,4510,28327,36802.0,8160000.0
2012-09-10,4530,4595,4485,4495,23197,36679.0,8160000.0
2012-09-11,4470,4505,4450,4495,13630,36679.0,8160000.0
2012-09-12,4510,4510,4435,4495,23211,36679.0,8160000.0
2012-09-13,4495,4600,4460,4505,74528,36761.0,8160000.0
2012-09-14,4525,4570,4505,4525,43863,36924.0,8160000.0
2012-09-17,4525,4670,4525,4585,41923,37414.0,8160000.0
2012-09-18,4640,4640,4530,4565,33460,37250.0,8160000.0
2012-09-19,4625,4630,4510,4590,38767,37454.0,8160000.0
2012-09-20,4590,4605,4535,4565,23886,37250.0,8160000.0
2012-09-21,4575,4690,4565,4595,34880,37495.0,8160000.0
2012-09-24,4665,4665,4580,4655,49359,37985.0,8160000.0
2012-09-25,4640,4715,4635,4655,35490,37985.0,8160000.0
2012-09-26,4620,4670,4600,4670,52124,38107.0,8160000.0
2012-09-27,4530,4610,4460,4600,44963,37536.0,8160000.0
2012-09-28,4600,4650,4550,4590,12580,37454.0,8160000.0
2012-10-02,4590,4590,4500,4515,25238,36842.0,8160000.0
2012-10-04,4480,4515,4425,4435,46101,36190.0,8160000.0
2012-10-05,4435,4525,4435,4505,33489,36761.0,8160000.0
2012-10-08,4540,4540,4450,4490,20523,36638.0,8160000.0
2012-10-09,4410,4530,4410,4490,29269,36638.0,8160000.0
2012-10-10,4425,4565,4425,4520,17259,36883.0,8160000.0
2012-10-11,4520,4540,4465,4525,20974,36924.0,8160000.0
2012-10-12,4505,4565,4460,4525,35841,36924.0,8160000.0
2012-10-15,4540,4560,4400,4445,36168,36271.0,8160000.0
2012-10-16,4420,4470,4335,4380,28552,35741.0,8160000.0
2012-10-17,4380,4450,4355,4395,17955,35863.0,8160000.0
2012-10-18,4415,4445,4265,4340,47463,35414.0,8160000.0
2012-10-19,4355,4405,4290,4375,37197,35700.0,8160000.0
2012-10-22,4320,4425,4320,4380,25457,35741.0,8160000.0
2012-10-23,4350,4560,4345,4500,50604,36720.0,8160000.0
2012-10-24,4460,4540,4405,4510,35778,36802.0,8160000.0
2012-10-25,4560,4560,4460,4475,22429,36516.0,8160000.0
2012-10-26,4475,4525,4370,4400,20232,35904.0,8160000.0
