휴맥스홀딩스(028080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-03-04,8963,9397,8954,9397,332597,291335.0,28012957.0
2009-03-05,9531,9622,8998,9036,301326,280130.0,28012957.0
2009-03-06,8808,9170,8763,9036,213989,280130.0,28012957.0
2009-03-09,9397,10074,9351,9623,816802,298338.0,28012957.0
2009-03-10,9576,9893,9305,9533,438605,295537.0,28012957.0
2009-03-11,9757,9893,9486,9849,475945,305341.0,28012957.0
2009-03-12,9758,10029,9397,9397,347153,291335.0,28012957.0
2009-03-13,9668,9939,9623,9668,451765,299739.0,28012957.0
2009-03-16,9938,10164,9667,9804,530268,303941.0,28012957.0
2009-03-17,9894,10074,9758,9894,331892,306742.0,28012957.0
2009-03-18,10074,10345,9848,10210,734864,316546.0,28012957.0
2009-03-19,10344,10344,9757,9759,420498,302540.0,28012957.0
2009-03-20,9847,9938,9667,9804,160061,303941.0,28012957.0
2009-03-23,9938,10073,9802,10030,231896,310944.0,28012957.0
2009-03-24,10299,10344,10028,10256,421467,317947.0,28012957.0
2009-03-25,10391,11204,10210,11159,716397,345960.0,28012957.0
2009-03-26,11249,11385,10797,11159,580827,345960.0,28012957.0
2009-03-27,11248,11700,11022,11024,576792,341758.0,28012957.0
2009-03-30,11383,11745,10841,11024,546686,341758.0,28012957.0
2009-03-31,11339,11791,11204,11656,823014,361367.0,28012957.0
2009-04-01,11700,11790,11384,11521,611264,357165.0,28012957.0
2009-04-02,11701,11927,11385,11385,619208,352963.0,28012957.0
2009-04-03,11564,12152,11519,11792,983813,365569.0,28012957.0
2009-04-06,11835,12061,11700,11792,516300,365569.0,28012957.0
2009-04-07,11790,11880,11384,11566,489370,358566.0,28012957.0
2009-04-08,11384,11564,11248,11295,270473,350162.0,28012957.0
2009-04-09,11520,12333,11475,12198,795474,378175.0,28012957.0
2009-04-10,12558,12965,12287,12334,717978,382377.0,28012957.0
2009-04-13,12469,12740,12107,12514,453768,387979.0,28012957.0
2009-04-14,12604,12604,11972,12469,433206,386579.0,28012957.0
2009-04-15,12513,14320,12377,14322,2835457,444005.0,28012957.0
2009-04-16,14728,15134,13598,13734,1694851,425797.0,28012957.0
2009-04-17,13960,14050,12378,13192,1463479,408989.0,28012957.0
2009-04-20,13463,13689,12875,13508,454030,418794.0,28012957.0
2009-04-21,13056,13598,13011,13463,1188864,417393.0,28012957.0
2009-04-22,14094,14682,14004,14051,1427254,435601.0,28012957.0
2009-04-23,14366,14592,14095,14457,777407,448207.0,28012957.0
2009-04-24,14683,14999,13553,13960,745161,432800.0,28012957.0
2009-04-27,14140,14547,13643,13734,531634,425797.0,28012957.0
2009-04-28,13913,14049,12603,12605,570856,390781.0,28012957.0
2009-04-29,12830,13779,12740,13779,445366,427198.0,28012957.0
2009-04-30,14094,14094,13417,13644,362525,422996.0,28012957.0
2009-05-04,13643,13779,13192,13463,312536,417393.0,28012957.0
2009-05-06,13552,13868,13326,13644,463837,422996.0,28012957.0
2009-05-07,13959,14591,13688,13870,1363992,429999.0,28012957.0
2009-05-08,14094,14365,13462,13870,524547,429999.0,28012957.0
2009-05-11,13824,13915,13372,13689,330670,424396.0,28012957.0
2009-05-12,13417,13823,13417,13554,241989,420194.0,28012957.0
2009-05-13,13643,14095,13418,14005,508949,434201.0,28012957.0
2009-05-14,13823,13959,13552,13554,307760,420194.0,28012957.0
2009-05-15,13823,14230,13642,13644,605344,422996.0,28012957.0
2009-05-18,13642,13642,12965,13057,415338,404787.0,28012957.0
2009-05-19,13463,13463,13146,13463,364295,417393.0,28012957.0
2009-05-20,13824,14095,13734,13960,662455,432800.0,28012957.0
2009-05-21,14139,14501,13823,14096,944057,437002.0,28012957.0
2009-05-22,13960,14592,13824,14186,850442,439803.0,28012957.0
2009-05-25,14004,14185,12152,13283,756263,411790.0,28012957.0
2009-05-26,13463,13508,12288,12469,836250,386579.0,28012957.0
2009-05-27,12829,12920,11474,11611,856998,359966.0,28012957.0
2009-05-28,11564,12287,11474,12108,537552,375374.0,28012957.0
2009-05-29,12198,12288,11791,12198,271313,378175.0,28012957.0
2009-06-01,12288,12650,12153,12514,430512,387979.0,28012957.0
2009-06-02,12875,12875,12469,12469,359380,386579.0,28012957.0
2009-06-03,12650,12695,12288,12514,207366,387979.0,28012957.0
2009-06-04,12513,12603,12061,12063,192311,373973.0,28012957.0
2009-06-05,12242,12377,11745,11792,282646,365569.0,28012957.0
2009-06-08,11927,13553,11927,13508,1694859,418794.0,28012957.0
2009-06-09,13326,13462,12694,12786,885795,396383.0,28012957.0
2009-06-10,12829,13100,12423,12831,611119,397784.0,28012957.0
2009-06-11,12966,13282,12333,12469,756323,386579.0,28012957.0
2009-06-12,12785,12830,12153,12469,463441,386579.0,28012957.0
2009-06-15,12469,12514,12198,12198,182711,378175.0,28012957.0
2009-06-16,11972,12333,11927,12198,185272,378175.0,28012957.0
2009-06-17,12061,12287,11971,12289,223250,380976.0,28012957.0
2009-06-18,12332,12423,11971,12018,125264,372572.0,28012957.0
2009-06-19,12016,12152,11700,12108,197497,375374.0,28012957.0
2009-06-22,12242,12377,12016,12334,155328,382377.0,28012957.0
2009-06-23,12017,12153,11565,11701,204356,362768.0,28012957.0
2009-06-24,11880,12016,11655,11837,262865,366970.0,28012957.0
2009-06-25,11926,12287,11790,12108,252773,375374.0,28012957.0
2009-06-26,12198,12288,11881,11927,193000,369771.0,28012957.0
2009-06-29,11927,12243,11927,11972,211367,371172.0,28012957.0
2009-06-30,12242,12423,12016,12063,257296,373973.0,28012957.0
2009-07-01,11972,12243,11927,12198,183800,378175.0,28012957.0
2009-07-02,12559,13101,12559,12740,1021563,394983.0,28012957.0
2009-07-03,12513,14185,12468,14141,1783631,438403.0,28012957.0
2009-07-06,14140,14366,13824,14276,793363,442605.0,28012957.0
2009-07-07,14140,14276,13056,13418,1879574,415992.0,28012957.0
2009-07-08,13327,13960,13101,13689,792878,424396.0,28012957.0
2009-07-09,13868,14546,13507,14548,1305240,451009.0,28012957.0
2009-07-10,14592,14683,13960,14276,765135,442605.0,28012957.0
2009-07-13,14411,14592,13282,13463,589427,417393.0,28012957.0
2009-07-14,13868,13959,13371,13599,350592,421595.0,28012957.0
2009-07-15,13779,13960,13598,13689,354771,424396.0,28012957.0
2009-07-16,13868,14410,13371,13373,940125,414592.0,28012957.0
2009-07-17,13779,14276,13508,14276,682874,442605.0,28012957.0
2009-07-20,14320,14907,14320,14864,1561267,460813.0,28012957.0
2009-07-21,15314,15495,14862,14909,1258085,462214.0,28012957.0
2009-07-22,15089,15541,14773,15270,850964,473419.0,28012957.0
2009-07-23,15225,15315,14908,15225,402449,472018.0,28012957.0
2009-07-24,15585,15630,14953,15135,530105,469217.0,28012957.0
2009-07-27,15089,15360,14999,15225,503134,472018.0,28012957.0
2009-07-28,15269,15314,15043,15135,274879,469217.0,28012957.0
2009-07-29,15225,15722,15134,15270,471789,473419.0,28012957.0
2009-07-30,15089,15180,14773,14954,263183,463614.0,28012957.0
2009-07-31,14998,15133,14636,14909,302406,462214.0,28012957.0
2009-08-03,14908,14999,14457,14773,329500,458012.0,28012957.0
2009-08-04,14908,15044,14637,14773,283154,458012.0,28012957.0
2009-08-05,14862,14907,14094,14096,416152,437002.0,28012957.0
2009-08-06,14005,14321,13734,14005,331485,434201.0,28012957.0
2009-08-07,14095,14592,13960,14457,424938,448207.0,28012957.0
2009-08-10,14546,14591,14275,14548,224008,451009.0,28012957.0
2009-08-11,14501,14998,14410,14909,416841,462214.0,28012957.0
2009-08-12,14773,14863,14592,14773,189881,458012.0,28012957.0
2009-08-13,14818,15225,14683,15180,501747,470618.0,28012957.0
2009-08-14,15450,15540,14636,14638,593310,453810.0,28012957.0
2009-08-17,14366,14502,13915,13915,378675,431400.0,28012957.0
2009-08-18,13734,14050,13553,13915,303008,431400.0,28012957.0
2009-08-19,14049,14410,13733,14141,418860,438403.0,28012957.0
2009-08-20,14186,14321,13915,14186,200535,439803.0,28012957.0
2009-08-21,14230,14591,13642,13825,334361,428598.0,28012957.0
2009-08-24,13914,14004,13281,13328,472263,413191.0,28012957.0
2009-08-25,13418,13418,13011,13237,315001,410390.0,28012957.0
2009-08-26,13281,13778,13281,13599,269295,421595.0,28012957.0
2009-08-27,13733,13914,13371,13599,171050,421595.0,28012957.0
2009-08-28,13689,13734,13146,13237,270488,410390.0,28012957.0
2009-08-31,13327,13372,12875,12921,231729,400585.0,28012957.0
2009-09-01,12874,13281,12829,13147,207144,407589.0,28012957.0
2009-09-02,12875,14547,12830,14276,938361,442605.0,28012957.0
2009-09-03,14366,14411,13463,13508,713481,418794.0,28012957.0
2009-09-04,13643,13643,13237,13418,223919,415992.0,28012957.0
2009-09-07,13553,13689,13237,13237,192457,410390.0,28012957.0
2009-09-08,13282,13598,13011,13011,359348,403387.0,28012957.0
2009-09-09,13101,13146,12514,12514,405858,387979.0,28012957.0
2009-09-10,12559,12830,12514,12695,323329,393582.0,28012957.0
2009-09-11,12830,12966,12469,12514,306288,387979.0,28012957.0
2009-09-14,12514,12740,12424,12469,166904,386579.0,28012957.0
2009-09-15,12514,12830,12469,12695,249420,393582.0,28012957.0
2009-09-16,12829,12829,12558,12560,247006,389380.0,28012957.0
2009-09-17,12694,12784,12287,12379,305417,383778.0,28012957.0
2009-09-18,12377,12648,12332,12560,341810,389380.0,28012957.0
2009-09-21,12649,12649,12287,12379,273073,383778.0,28012957.0
2009-09-22,12514,12559,12288,12424,216319,385178.0,28012957.0
2009-09-23,12514,12785,12469,12695,285611,393582.0,28012957.0
2009-09-24,12920,13959,12920,13328,1523657,413191.0,28012957.0
2009-09-25,13463,13553,12875,13011,574326,403387.0,28012957.0
2009-09-28,13011,13282,12650,12650,980692,392181.0,28012957.0
2009-09-29,0,0,0,12650,0,392181.0,28012957.0
2009-09-30,0,0,0,12650,0,,
2009-10-01,0,0,0,12650,0,,
2009-10-05,0,0,0,12650,0,,
2009-10-06,0,0,0,12650,0,,
2009-10-07,0,0,0,12650,0,,
2009-10-08,0,0,0,12650,0,,
2009-10-09,0,0,0,12650,0,,
2009-10-12,0,0,0,12650,0,,
2009-10-13,0,0,0,12650,0,,
2009-10-14,0,0,0,12650,0,,
2009-10-15,0,0,0,12650,0,,
2009-10-16,0,0,0,12650,0,,
2009-10-19,0,0,0,12650,0,,
2009-10-20,0,0,0,12650,0,,
2009-10-21,0,0,0,12650,0,,
2009-10-22,0,0,0,12650,0,,
2009-10-23,0,0,0,12650,0,,
2009-10-26,0,0,0,12650,0,,
2009-10-27,0,0,0,12650,0,,
2009-10-28,0,0,0,12650,0,,
2009-10-29,0,0,0,12650,0,,
2009-10-30,12649,14500,12400,14500,442649,74339.0,5126800.0
2009-11-02,15200,16350,15100,15350,735638,78696.0,5126800.0
2009-11-03,15550,15600,14100,14500,238896,74339.0,5126800.0
2009-11-04,14400,14850,13850,14050,161415,72032.0,5126800.0
2009-11-05,14100,16050,14100,14700,633397,75364.0,5126800.0
2009-11-06,14950,15400,14500,14500,215908,74339.0,5126800.0
2009-11-09,14650,15000,14350,14450,110993,74082.0,5126800.0
2009-11-10,14600,14700,14000,14000,205130,71775.0,5126800.0
2009-11-11,14100,14350,13750,13900,86701,71263.0,5126800.0
2009-11-12,14050,14050,13450,13500,123024,69212.0,5126800.0
2009-11-13,13400,14000,13400,13700,113914,70237.0,5126800.0
2009-11-16,14000,14100,13100,13200,148937,67674.0,5126800.0
2009-11-17,13200,13300,12600,12600,181144,64598.0,5126800.0
2009-11-18,12600,12950,12600,12700,65816,65110.0,5126800.0
2009-11-19,12700,13050,12700,12800,69009,65623.0,5126800.0
2009-11-20,12650,13300,12650,13100,74704,67161.0,5126800.0
2009-11-23,13350,13700,12900,13450,135595,68955.0,5126800.0
2009-11-24,13500,13650,13200,13250,55507,67930.0,5126800.0
2009-11-25,13250,13300,13000,13050,51026,66905.0,5126800.0
2009-11-26,13100,13500,13000,13250,60887,67930.0,5126800.0
2009-11-27,13050,13050,12600,12750,81244,65367.0,5126800.0
2009-11-30,12850,13100,12700,12850,49199,65879.0,5126800.0
2009-12-01,12750,13050,12650,13000,29256,66648.0,5126800.0
2009-12-02,13050,13700,13000,13500,94748,69212.0,5126800.0
2009-12-03,13800,13800,13350,13550,56375,69468.0,5126800.0
2009-12-04,13450,13650,13350,13650,41568,69981.0,5126800.0
2009-12-07,13650,13800,13500,13650,43901,69981.0,5126800.0
2009-12-08,13750,13750,13350,13500,81572,69212.0,5126800.0
2009-12-09,13400,13550,13200,13450,41778,68955.0,5126800.0
2009-12-10,13450,13550,13350,13500,41150,69212.0,5126800.0
2009-12-11,13600,13650,13450,13600,46925,69724.0,5126800.0
2009-12-14,13650,14200,13650,14000,112682,71775.0,5126800.0
2009-12-15,14050,14200,13900,13900,42788,71263.0,5126800.0
2009-12-16,13900,14250,13650,14200,83383,72801.0,5126800.0
2009-12-17,14250,14250,14000,14200,43730,72801.0,5126800.0
2009-12-18,13900,14200,13900,14150,55443,72544.0,5126800.0
2009-12-21,14150,14350,14100,14100,57517,72288.0,5126800.0
2009-12-22,14250,14250,13750,13800,39710,70750.0,5126800.0
2009-12-23,13800,14100,13800,13850,31299,71006.0,5126800.0
2009-12-24,13900,14000,13500,13700,68154,70237.0,5126800.0
2009-12-28,13750,13950,13500,13900,56121,71263.0,5126800.0
2009-12-29,13750,14000,13700,13800,51656,70750.0,5126800.0
2009-12-30,13950,14200,13800,14200,61502,72801.0,5126800.0
2010-01-04,14250,14400,14100,14200,74036,72801.0,5126800.0
2010-01-05,14250,14300,13900,13950,56169,71519.0,5126800.0
2010-01-06,14000,14000,13450,13500,83264,69212.0,5126800.0
2010-01-07,13500,13650,13150,13150,92269,67417.0,5126800.0
2010-01-08,13400,13600,13250,13350,34788,68443.0,5126800.0
2010-01-11,13500,13550,13350,13350,29545,68443.0,5126800.0
2010-01-12,13350,13500,12850,13000,74733,66648.0,5126800.0
2010-01-13,13100,13250,13000,13150,26167,67417.0,5126800.0
2010-01-14,13050,13050,11900,12250,246381,62803.0,5126800.0
2010-01-15,12450,12600,12300,12500,60178,64085.0,5126800.0
2010-01-18,12550,12650,12350,12500,53532,64085.0,5126800.0
2010-01-19,12600,12700,12350,12400,54088,63572.0,5126800.0
2010-01-20,12500,12600,12250,12250,37297,62803.0,5126800.0
2010-01-21,12050,12350,12050,12100,36395,62034.0,5126800.0
2010-01-22,12100,12200,11800,12200,29174,62547.0,5126800.0
2010-01-25,11900,12250,11900,12000,21683,61522.0,5126800.0
2010-01-26,12000,12600,11850,11850,36904,60753.0,5126800.0
2010-01-27,12000,12000,11700,11850,18520,60753.0,5126800.0
2010-01-28,11850,12150,11800,11850,16968,60753.0,5126800.0
2010-01-29,11850,12050,11750,11750,28379,60240.0,5126800.0
2010-02-01,11700,11950,11600,11900,19063,61009.0,5126800.0
2010-02-02,12150,12150,11850,11950,14900,61265.0,5126800.0
2010-02-03,12050,12100,11800,12100,28081,62034.0,5126800.0
2010-02-04,12050,12050,11900,12000,11034,61522.0,5126800.0
2010-02-05,11600,11750,11550,11600,42546,59471.0,5126800.0
2010-02-08,11600,11650,11450,11500,34211,58958.0,5126800.0
2010-02-09,11300,11500,11250,11350,15358,58189.0,5126800.0
2010-02-10,11500,11650,11450,11550,26591,59215.0,5126800.0
2010-02-11,11500,11850,11400,11850,30163,60753.0,5126800.0
2010-02-12,11850,12000,11750,11800,15692,60496.0,5126800.0
2010-02-16,11600,11900,11600,11800,12138,60496.0,5126800.0
2010-02-17,11900,12000,11850,11900,23258,61009.0,5126800.0
2010-02-18,11900,11950,11700,11700,19268,59984.0,5126800.0
2010-02-19,11800,11950,11500,11750,15907,60240.0,5126800.0
2010-02-22,11800,11950,11750,11800,23802,60496.0,5126800.0
2010-02-23,11900,11900,11650,11700,5322,59984.0,5126800.0
2010-02-24,11700,11700,11500,11550,12692,59215.0,5126800.0
2010-02-25,11550,11800,11400,11450,11081,58702.0,5126800.0
2010-02-26,11450,11600,11300,11550,12088,59215.0,5126800.0
2010-03-02,11550,11700,11500,11550,12104,59215.0,5126800.0
2010-03-03,11450,11600,11300,11400,28073,58446.0,5126800.0
2010-03-04,11400,12150,11250,12150,59675,62291.0,5126800.0
2010-03-05,11950,12100,11700,11750,25395,147786.0,12577506.0
2010-03-08,11900,11900,11550,11600,15107,145899.0,12577506.0
2010-03-09,11500,11650,11400,11400,13725,143384.0,12577506.0
2010-03-10,11550,11550,11400,11400,11956,143384.0,12577506.0
2010-03-11,11700,11700,11450,11500,9546,144641.0,12577506.0
2010-03-12,11450,11600,11400,11600,11504,145899.0,12577506.0
2010-03-15,11700,11700,11500,11550,6423,145270.0,12577506.0
2010-03-16,11500,11800,11400,11700,21542,147157.0,12577506.0
2010-03-17,11850,11850,11600,11700,30167,147157.0,12577506.0
2010-03-18,11750,11800,11500,11500,51950,144641.0,12577506.0
2010-03-19,11500,11700,11300,11300,41745,142126.0,12577506.0
2010-03-22,11400,11500,11350,11400,16536,143384.0,12577506.0
2010-03-23,11550,11650,11300,11500,27919,144641.0,12577506.0
2010-03-24,11550,11550,11350,11450,8568,144012.0,12577506.0
2010-03-25,11500,11500,11350,11350,24343,142755.0,12577506.0
2010-03-26,11350,11500,11250,11300,18198,142126.0,12577506.0
2010-03-29,11250,11300,10900,10950,50034,137724.0,12577506.0
2010-03-30,11000,11100,10700,10700,31419,134579.0,12577506.0
2010-03-31,10650,10650,10350,10550,51582,132693.0,12577506.0
2010-04-01,10400,10550,10300,10450,28862,131435.0,12577506.0
2010-04-02,10400,10650,10300,10300,29801,129548.0,12577506.0
2010-04-05,10300,10400,9990,10050,34922,126404.0,12577506.0
2010-04-06,10050,10200,9990,10000,25612,125775.0,12577506.0
2010-04-07,10050,10900,10050,10100,135508,127033.0,12577506.0
2010-04-08,10350,10450,10100,10100,75934,127033.0,12577506.0
2010-04-09,10250,10750,10200,10750,72165,135208.0,12577506.0
2010-04-12,10900,10900,10400,10500,36491,132064.0,12577506.0
2010-04-13,10450,10550,10100,10250,42466,128919.0,12577506.0
2010-04-14,10350,10450,10150,10350,91973,130177.0,12577506.0
2010-04-15,10400,10400,10050,10250,109875,128919.0,12577506.0
2010-04-16,10250,10400,10150,10350,49025,130177.0,12577506.0
2010-04-19,10250,10300,10050,10150,34598,127662.0,12577506.0
2010-04-20,10000,10400,10000,10200,28597,128291.0,12577506.0
2010-04-21,10300,10350,10150,10200,29001,128291.0,12577506.0
2010-04-22,10200,10350,10100,10250,48047,128919.0,12577506.0
2010-04-23,10350,10350,10200,10300,24212,129548.0,12577506.0
2010-04-26,10350,10750,10250,10650,141443,133950.0,12577506.0
2010-04-27,10700,10950,10600,10650,83951,133950.0,12577506.0
2010-04-28,10450,10600,10400,10450,39513,131435.0,12577506.0
2010-04-29,10600,10600,10300,10350,34810,130177.0,12577506.0
2010-04-30,10450,10550,10400,10450,59698,131435.0,12577506.0
2010-05-03,10500,10550,10250,10400,38219,130806.0,12577506.0
2010-05-04,10500,10600,10300,10300,43516,129548.0,12577506.0
2010-05-06,10150,10150,9700,9770,120350,122882.0,12577506.0
2010-05-07,9540,9540,9100,9110,148604,114581.0,12577506.0
2010-05-10,9000,9280,9000,9120,61135,114707.0,12577506.0
2010-05-11,9200,9260,9050,9150,96031,115084.0,12577506.0
2010-05-12,9190,9190,8700,8880,64400,111688.0,12577506.0
2010-05-13,8930,9060,8790,8790,89826,110556.0,12577506.0
2010-05-14,8800,8800,8530,8600,64096,108167.0,12577506.0
2010-05-17,8500,8580,8350,8350,34275,105022.0,12577506.0
2010-05-18,8310,8420,8300,8350,28267,105022.0,12577506.0
2010-05-19,8310,8490,8310,8360,23455,105148.0,12577506.0
2010-05-20,8350,8450,8000,8050,33296,101249.0,12577506.0
2010-05-24,8080,8330,8080,8320,35105,104645.0,12577506.0
2010-05-25,8300,8420,7770,8170,58427,102758.0,12577506.0
2010-05-26,8160,8400,8160,8290,23159,104268.0,12577506.0
2010-05-27,8280,8470,8250,8450,28846,106280.0,12577506.0
2010-05-28,8640,8640,8330,8340,17222,104896.0,12577506.0
2010-05-31,8340,8460,8300,8370,13474,105274.0,12577506.0
2010-06-01,8420,8440,8310,8380,11710,105400.0,12577506.0
2010-06-03,8480,8500,8380,8500,13902,106909.0,12577506.0
2010-06-04,8560,8600,8390,8490,23124,106783.0,12577506.0
2010-06-07,8400,8400,8100,8270,29985,104016.0,12577506.0
2010-06-08,8160,8330,8160,8270,14271,104016.0,12577506.0
2010-06-09,8340,8360,8230,8280,5131,104142.0,12577506.0
2010-06-10,8360,8600,8200,8200,58822,103136.0,12577506.0
2010-06-11,8430,8470,8190,8190,78810,103010.0,12577506.0
2010-06-14,8230,8340,8230,8340,13824,104896.0,12577506.0
2010-06-15,8270,8490,8270,8480,34897,106657.0,12577506.0
2010-06-16,8560,8600,8430,8500,35083,106909.0,12577506.0
2010-06-17,8550,8550,8400,8400,20329,105651.0,12577506.0
2010-06-18,8410,8470,8350,8400,14301,105651.0,12577506.0
2010-06-21,8480,8490,8380,8450,15832,106280.0,12577506.0
2010-06-22,8310,8450,8230,8390,17361,105525.0,12577506.0
2010-06-23,8390,8480,8390,8400,17292,105651.0,12577506.0
2010-06-24,8370,8470,8300,8320,24462,104645.0,12577506.0
2010-06-25,8340,8420,8270,8340,9862,104896.0,12577506.0
2010-06-28,8260,8410,8240,8250,12893,103764.0,12577506.0
2010-06-29,8300,8460,8240,8340,52420,104896.0,12577506.0
2010-06-30,8180,8230,8100,8170,25811,102758.0,12577506.0
2010-07-01,8200,8220,7950,8100,41009,101878.0,12577506.0
2010-07-02,8010,8110,8000,8010,22960,100746.0,12577506.0
2010-07-05,7970,8060,7930,7960,16444,100117.0,12577506.0
2010-07-06,7980,7980,7790,7850,25088,98733.0,12577506.0
2010-07-07,7930,8180,7890,8000,34091,100620.0,12577506.0
2010-07-08,8140,8180,8030,8150,21014,102507.0,12577506.0
2010-07-09,8120,8190,8080,8110,12939,102004.0,12577506.0
2010-07-12,8180,8530,8130,8460,82164,106406.0,12577506.0
2010-07-13,8550,8550,8380,8460,39360,106406.0,12577506.0
2010-07-14,8510,8680,8510,8680,53741,109173.0,12577506.0
2010-07-15,8700,8700,8550,8620,27757,108418.0,12577506.0
2010-07-16,8590,8680,8480,8550,26549,107538.0,12577506.0
2010-07-19,8370,8500,8360,8500,18559,106909.0,12577506.0
2010-07-20,8490,8500,8390,8450,17027,106280.0,12577506.0
2010-07-21,8410,8480,8230,8300,29421,104393.0,12577506.0
2010-07-22,8260,8330,8140,8140,19300,102381.0,12577506.0
2010-07-23,8230,8330,8140,8190,17586,103010.0,12577506.0
2010-07-26,8350,8380,8250,8370,19472,105274.0,12577506.0
2010-07-27,8350,8370,8260,8300,16385,104393.0,12577506.0
2010-07-28,8270,8440,8180,8200,34887,103136.0,12577506.0
2010-07-29,8270,8400,8190,8210,24961,103261.0,12577506.0
2010-07-30,8230,8460,8200,8250,14465,103764.0,12577506.0
2010-08-02,8380,8380,8240,8250,28610,103764.0,12577506.0
2010-08-03,8300,8400,8260,8310,26568,104519.0,12577506.0
2010-08-04,8400,8400,8290,8370,18628,105274.0,12577506.0
2010-08-05,8370,8380,8260,8350,39277,105022.0,12577506.0
2010-08-06,8420,8450,8310,8310,16148,104519.0,12577506.0
2010-08-09,8390,8420,8300,8340,9676,104896.0,12577506.0
2010-08-10,8350,8400,8280,8280,12543,104142.0,12577506.0
2010-08-11,8280,8280,8100,8100,45109,101878.0,12577506.0
2010-08-12,7960,8080,7950,8060,21409,101375.0,12577506.0
2010-08-13,8110,8190,8070,8090,6885,101752.0,12577506.0
2010-08-16,8040,8130,8010,8040,6263,101123.0,12577506.0
2010-08-17,8120,8150,8040,8070,8134,101500.0,12577506.0
2010-08-18,8150,8240,8080,8110,9927,102004.0,12577506.0
2010-08-19,8070,8250,8070,8070,4935,101500.0,12577506.0
2010-08-20,8010,8100,8010,8080,8981,101626.0,12577506.0
2010-08-23,8080,8250,8060,8120,12675,102129.0,12577506.0
2010-08-24,8170,8200,8060,8060,8052,101375.0,12577506.0
2010-08-25,8040,8100,8000,8040,24221,101123.0,12577506.0
2010-08-26,8060,8060,7950,7950,11892,99991.0,12577506.0
2010-08-27,7900,8030,7900,7900,12364,99362.0,12577506.0
2010-08-30,7900,8090,7900,7920,7037,99614.0,12577506.0
2010-08-31,7900,8000,7840,7940,10110,99865.0,12577506.0
2010-09-01,7980,8000,7850,7900,18650,99362.0,12577506.0
2010-09-02,7950,7990,7880,7960,5443,100117.0,12577506.0
2010-09-03,8070,8070,7920,7980,11273,100368.0,12577506.0
2010-09-06,8020,8100,7950,7980,14223,100368.0,12577506.0
2010-09-07,8020,8050,7910,7930,7447,99740.0,12577506.0
2010-09-08,7910,8040,7800,7900,20226,99362.0,12577506.0
2010-09-09,7980,7980,7840,7850,14077,98733.0,12577506.0
2010-09-10,7900,7910,7820,7850,22299,98733.0,12577506.0
2010-09-13,7850,7990,7810,7990,25196,100494.0,12577506.0
2010-09-14,8070,8070,7850,7890,26613,99237.0,12577506.0
2010-09-15,7930,7930,7850,7930,8268,99740.0,12577506.0
2010-09-16,7890,7930,7840,7840,10939,98608.0,12577506.0
2010-09-17,7850,7940,7750,7750,33209,97476.0,12577506.0
2010-09-20,7800,7990,7740,7870,40761,98985.0,12577506.0
2010-09-24,7890,7890,7730,7790,18388,97979.0,12577506.0
2010-09-27,7830,7830,7760,7760,27722,97601.0,12577506.0
2010-09-28,7760,7810,7740,7750,17529,97476.0,12577506.0
2010-09-29,7800,7800,7650,7700,36829,96847.0,12577506.0
2010-09-30,7700,7930,7680,7910,52824,99488.0,12577506.0
2010-10-01,7830,8060,7830,8000,40565,100620.0,12577506.0
2010-10-04,8080,8180,8040,8100,48037,101878.0,12577506.0
2010-10-05,8030,8170,8000,8030,26689,100997.0,12577506.0
2010-10-06,8100,9080,8100,8880,297556,111688.0,12577506.0
2010-10-07,8900,9020,8610,9000,182113,113198.0,12577506.0
2010-10-08,8980,8980,8750,8930,69811,112317.0,12577506.0
2010-10-11,9070,9250,8900,9000,98518,113198.0,12577506.0
2010-10-12,9000,9130,8630,8650,63085,108795.0,12577506.0
2010-10-13,8700,8790,8470,8620,69412,108418.0,12577506.0
2010-10-14,8700,9060,8500,9010,132826,113323.0,12577506.0
2010-10-15,9030,9030,8820,8830,57655,111059.0,12577506.0
2010-10-18,8930,8940,8720,8850,86732,111311.0,12577506.0
2010-10-19,9010,9520,9010,9060,152469,113952.0,12577506.0
2010-10-20,9060,9280,9020,9200,77988,115713.0,12577506.0
2010-10-21,9300,9300,9040,9060,81312,113952.0,12577506.0
2010-10-22,9080,9150,8830,9020,68277,113449.0,12577506.0
2010-10-25,9150,9800,9110,9640,285804,121247.0,12577506.0
2010-10-26,9640,9690,9330,9350,127120,117600.0,12577506.0
2010-10-27,9350,9450,9160,9250,78670,116342.0,12577506.0
2010-10-28,9240,9380,9000,9000,91487,113198.0,12577506.0
2010-10-29,8950,9140,8900,9070,88476,114078.0,12577506.0
2010-11-01,9230,9230,8960,8980,65714,112946.0,12577506.0
2010-11-02,8950,9030,8640,8650,68582,108795.0,12577506.0
2010-11-03,8660,8780,8600,8710,41197,109550.0,12577506.0
2010-11-04,8810,8940,8780,8860,36541,111437.0,12577506.0
2010-11-05,8930,8970,8640,8680,57464,109173.0,12577506.0
2010-11-08,8790,8850,8600,8700,24627,109424.0,12577506.0
2010-11-09,8660,8790,8640,8640,18605,108670.0,12577506.0
2010-11-10,8570,8680,8530,8540,35033,107412.0,12577506.0
2010-11-11,8540,8730,8430,8560,42329,107663.0,12577506.0
2010-11-12,8570,8610,7800,8180,54671,102884.0,12577506.0
2010-11-15,8060,8330,8020,8290,41745,104268.0,12577506.0
