아진엑스텍(059120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-08-28,7370,7370,7350,7350,10100,33810.0,4600000.0
2013-08-29,7490,7490,7490,7490,100,34454.0,4600000.0
2013-08-30,7390,7490,7390,7490,99100,34454.0,4600000.0
2013-09-02,0,0,0,7350,0,33810.0,4600000.0
2013-09-03,0,0,0,7300,0,33580.0,4600000.0
2013-09-04,0,0,0,7300,0,33580.0,4600000.0
2013-09-05,7100,7100,7100,7100,10000,32660.0,4600000.0
2013-09-06,0,0,0,6900,0,31740.0,4600000.0
2013-09-09,7000,7000,7000,7000,100,32200.0,4600000.0
2013-09-10,0,0,0,6990,0,32154.0,4600000.0
2013-09-11,0,0,0,6900,0,31740.0,4600000.0
2013-09-12,7250,7250,7250,7250,200,33350.0,4600000.0
2013-09-13,7240,7240,7240,7240,100,33304.0,4600000.0
2013-09-16,7010,7010,7010,7010,100,32246.0,4600000.0
2013-09-17,7090,7090,7090,7090,100,32614.0,4600000.0
2013-09-23,7190,7190,7190,7190,100,33074.0,4600000.0
2013-09-24,6860,6860,6860,6860,200,31556.0,4600000.0
2013-09-25,6710,6710,6710,6710,200,30866.0,4600000.0
2013-09-26,6700,6700,6700,6700,10000,30820.0,4600000.0
2013-09-27,0,0,0,6700,0,30820.0,4600000.0
2013-09-30,6900,6900,6900,6900,5000,31740.0,4600000.0
2013-10-01,0,0,0,6900,0,31740.0,4600000.0
2013-10-02,6990,6990,6900,6900,12500,31740.0,4600000.0
2013-10-04,6900,6900,6900,6900,5000,31740.0,4600000.0
2013-10-07,6900,6900,6900,6900,2000,31740.0,4600000.0
2013-10-08,6740,6740,6740,6740,3000,31004.0,4600000.0
2013-10-10,6690,6690,6660,6660,2200,30636.0,4600000.0
2013-10-11,6600,6650,6600,6600,4300,30360.0,4600000.0
2013-10-14,6550,6550,6550,6550,5000,30130.0,4600000.0
2013-10-15,6500,6900,6500,6900,2500,31740.0,4600000.0
2013-10-16,6900,6900,6900,6900,35000,31740.0,4600000.0
2013-10-17,6700,6900,6700,6900,20000,31740.0,4600000.0
2013-10-18,6810,6810,6810,6810,200,31326.0,4600000.0
2013-10-21,6700,6700,6600,6600,9200,30360.0,4600000.0
2013-10-22,6700,6700,6600,6600,35000,30360.0,4600000.0
2013-10-23,6600,6650,6600,6610,3000,30406.0,4600000.0
2013-10-24,6610,6610,6610,6610,10100,30406.0,4600000.0
2013-10-25,6700,6700,6690,6690,20000,30774.0,4600000.0
2013-10-28,6680,6680,6680,6680,1700,30728.0,4600000.0
2013-10-29,6680,6680,6650,6650,6000,30590.0,4600000.0
2013-10-30,0,0,0,6650,0,30590.0,4600000.0
2013-10-31,6650,6650,6650,6650,6000,30590.0,4600000.0
2013-11-01,0,0,0,6650,0,,
2013-11-04,0,0,0,6640,0,30544.0,4600000.0
2013-11-05,0,0,0,6640,0,30544.0,4600000.0
2013-11-06,0,0,0,6620,0,30452.0,4600000.0
2013-11-07,6630,6630,6630,6630,9300,30498.0,4600000.0
2013-11-08,6490,6630,6490,6630,900,30498.0,4600000.0
2013-11-11,6490,6490,6490,6490,200,29854.0,4600000.0
2013-11-12,6300,6300,6300,6300,3400,28980.0,4600000.0
2013-11-13,6300,6300,6300,6300,1100,28980.0,4600000.0
2013-11-14,6300,6300,6300,6300,5000,28980.0,4600000.0
2013-11-15,6300,6600,6280,6600,5100,30360.0,4600000.0
2013-11-18,6600,6600,6580,6580,5000,30268.0,4600000.0
2013-11-19,6560,6560,6540,6540,7500,30084.0,4600000.0
2013-11-20,6520,6520,6510,6510,7800,29946.0,4600000.0
2013-11-21,6490,6490,6470,6470,9900,29762.0,4600000.0
2013-11-22,6450,6450,6450,6450,6200,29670.0,4600000.0
2013-11-25,0,0,0,6450,0,29670.0,4600000.0
2013-11-26,6430,6470,6430,6470,8700,29762.0,4600000.0
2013-11-27,0,0,0,6400,0,29440.0,4600000.0
2013-11-28,6380,6380,6380,6380,7000,29348.0,4600000.0
2013-11-29,6440,6440,6440,6440,5000,29624.0,4600000.0
2013-12-02,6650,6650,6650,6650,12000,30590.0,4600000.0
2013-12-03,6590,6590,6590,6590,3000,30314.0,4600000.0
2013-12-04,6530,6530,6530,6530,3200,30038.0,4600000.0
2013-12-05,6380,6380,6380,6380,200,29348.0,4600000.0
2013-12-06,6380,6380,6380,6380,2200,29348.0,4600000.0
2013-12-09,6280,6280,6280,6280,200,28888.0,4600000.0
2013-12-10,6270,6270,6270,6270,200,28842.0,4600000.0
2013-12-11,6270,6400,6270,6400,5100,29440.0,4600000.0
2013-12-12,6600,6600,6480,6480,300,29808.0,4600000.0
2013-12-13,6990,6990,6600,6600,21100,30360.0,4600000.0
2013-12-16,6500,6980,6500,6500,10200,29900.0,4600000.0
2013-12-17,6810,6810,6810,6810,300,31326.0,4600000.0
2013-12-18,7000,7000,7000,7000,700,32200.0,4600000.0
2013-12-19,0,0,0,7000,0,32200.0,4600000.0
2013-12-20,0,0,0,6360,0,29256.0,4600000.0
2013-12-23,6800,6800,6800,6800,10000,31280.0,4600000.0
2013-12-24,6800,6800,6700,6800,2500,31280.0,4600000.0
2013-12-26,6800,6800,6800,6800,3000,31280.0,4600000.0
2013-12-27,0,0,0,6700,0,30820.0,4600000.0
2013-12-30,7500,7500,7500,7500,500,34500.0,4600000.0
2014-01-02,6380,7500,6380,7500,700,34500.0,4600000.0
2014-01-03,7160,7160,7160,7160,200,32936.0,4600000.0
2014-01-06,7500,7500,7500,7500,1100,34500.0,4600000.0
2014-01-07,7160,7400,7160,7400,800,34040.0,4600000.0
2014-01-08,7500,7500,7500,7500,8000,34500.0,4600000.0
2014-01-09,0,0,0,7350,0,33810.0,4600000.0
2014-01-10,0,0,0,7350,0,33810.0,4600000.0
2014-01-13,7500,7500,7500,7500,100,34500.0,4600000.0
2014-01-14,7190,7190,7190,7190,200,33074.0,4600000.0
2014-01-15,7140,7450,7140,7450,300,34270.0,4600000.0
2014-01-16,7140,7140,7140,7140,200,32844.0,4600000.0
2014-01-17,7140,7140,7140,7140,300,32844.0,4600000.0
2014-01-20,0,0,0,7000,0,32200.0,4600000.0
2014-01-21,0,0,0,7000,0,,
2014-01-22,0,0,0,7000,0,,
2014-01-23,0,0,0,7000,0,,
2014-01-24,6690,6690,6690,6690,200,30774.0,4600000.0
2014-01-27,6690,6690,6690,6690,200,30774.0,4600000.0
2014-01-28,0,0,0,6690,0,30774.0,4600000.0
2014-01-29,6690,6690,6690,6690,200,,
2014-02-03,7200,7200,7200,7200,100,33120.0,4600000.0
2014-02-04,6690,6690,6690,6690,200,30774.0,4600000.0
2014-02-05,0,0,0,6690,0,,
2014-02-06,0,0,0,6690,0,,
2014-02-07,6000,6500,6000,6500,12100,29900.0,4600000.0
2014-02-10,6000,6200,6000,6200,20100,28520.0,4600000.0
2014-02-11,6000,6000,6000,6000,500,27600.0,4600000.0
2014-02-12,0,0,0,6000,0,,
2014-02-13,0,0,0,6000,0,,
2014-02-14,0,0,0,6390,0,29394.0,4600000.0
2014-02-17,0,0,0,6000,0,27600.0,4600000.0
2014-02-18,0,0,0,6000,0,,
2014-02-19,0,0,0,6000,0,,
2014-02-20,6100,6100,6100,6100,200,28060.0,4600000.0
2014-02-21,0,0,0,6100,0,28060.0,4600000.0
2014-02-24,0,0,0,6100,0,,
2014-02-25,6120,6120,6120,6120,200,28152.0,4600000.0
2014-02-26,0,0,0,6120,0,28152.0,4600000.0
2014-02-27,6300,6300,6300,6300,300,28980.0,4600000.0
2014-02-28,0,0,0,6300,0,28980.0,4600000.0
2014-03-03,0,0,0,6300,0,,
2014-03-04,6360,6360,6360,6360,200,29256.0,4600000.0
2014-03-05,0,0,0,6360,0,29256.0,4600000.0
2014-03-06,0,0,0,6360,0,,
2014-03-07,0,0,0,6360,0,,
2014-03-10,0,0,0,6360,0,,
2014-03-11,0,0,0,6360,0,,
2014-03-12,0,0,0,6360,0,,
2014-03-13,0,0,0,6360,0,,
2014-03-14,6380,6380,6380,6380,100,29348.0,4600000.0
2014-03-17,7000,7000,7000,7000,900,32200.0,4600000.0
2014-03-18,0,0,0,6380,0,29348.0,4600000.0
2014-03-19,6500,6500,6500,6500,200,29900.0,4600000.0
2014-03-20,6500,6700,6500,6700,300,30820.0,4600000.0
2014-03-21,6700,6700,6700,6700,100,30820.0,4600000.0
2014-03-24,0,0,0,6470,0,29762.0,4600000.0
2014-03-25,0,0,0,6470,0,29762.0,4600000.0
2014-03-26,0,0,0,6470,0,,
2014-03-27,0,0,0,6470,0,,
2014-03-28,6470,6470,6470,6470,1000,29762.0,4600000.0
2014-03-31,0,0,0,6470,0,,
2014-04-01,0,0,0,6450,0,29670.0,4600000.0
2014-04-02,0,0,0,6450,0,,
2014-04-03,0,0,0,6450,0,,
2014-04-04,0,0,0,6450,0,,
2014-04-07,0,0,0,6450,0,,
2014-04-08,0,0,0,6450,0,,
2014-04-09,0,0,0,6450,0,,
2014-04-10,0,0,0,6450,0,,
2014-04-11,0,0,0,6450,0,,
2014-04-14,0,0,0,6450,0,,
2014-04-15,0,0,0,6450,0,,
2014-04-16,0,0,0,6400,0,29440.0,4600000.0
2014-04-17,0,0,0,6400,0,29440.0,4600000.0
2014-04-18,0,0,0,6400,0,,
2014-04-21,0,0,0,6400,0,,
2014-04-22,6140,6140,6140,6140,100,28244.0,4600000.0
2014-04-23,0,0,0,6140,0,28244.0,4600000.0
2014-04-24,0,0,0,6140,0,,
2014-04-25,0,0,0,6140,0,,
2014-04-28,6500,6700,6500,6700,2900,30820.0,4600000.0
2014-04-29,7000,7000,7000,7000,800,32200.0,4600000.0
2014-04-30,7200,7200,7200,7200,2000,33120.0,4600000.0
2014-05-02,7200,7200,7200,7200,1500,33120.0,4600000.0
2014-05-07,0,0,0,7200,0,33120.0,4600000.0
2014-05-08,0,0,0,7200,0,,
2014-05-09,0,0,0,7200,0,,
2014-05-12,7100,7210,7100,7210,1100,33166.0,4600000.0
2014-05-13,7190,7250,7190,7250,600,33350.0,4600000.0
2014-05-14,0,0,0,7250,0,33350.0,4600000.0
2014-05-15,7150,7150,7150,7150,600,32890.0,4600000.0
2014-05-16,7150,7150,7150,7150,200,32890.0,4600000.0
2014-05-19,0,0,0,7140,0,32844.0,4600000.0
2014-05-20,7190,7190,7150,7150,700,32890.0,4600000.0
2014-05-21,0,0,0,7150,0,32890.0,4600000.0
2014-05-22,0,0,0,7150,0,,
2014-05-23,7150,7150,7150,7150,500,32890.0,4600000.0
2014-05-26,0,0,0,7110,0,32706.0,4600000.0
2014-05-27,7110,7110,7110,7110,500,32706.0,4600000.0
2014-05-28,7130,7130,7130,7130,500,32798.0,4600000.0
2014-05-29,7150,7150,7150,7150,500,32890.0,4600000.0
2014-05-30,7150,7150,7150,7150,500,,
2014-06-02,7050,7050,7050,7050,500,32430.0,4600000.0
2014-06-03,7080,7080,7080,7080,500,32568.0,4600000.0
2014-06-05,0,0,0,7080,0,32568.0,4600000.0
2014-06-09,0,0,0,7080,0,,
2014-06-10,0,0,0,7080,0,,
2014-06-11,7100,7200,7100,7200,300,33120.0,4600000.0
2014-06-12,0,0,0,7200,0,,
2014-06-13,0,0,0,7200,0,,
2014-06-16,0,0,0,7200,0,,
2014-06-17,0,0,0,7200,0,,
2014-06-18,7200,7200,7200,7200,200,33120.0,4600000.0
2014-06-19,0,0,0,7200,0,,
2014-06-20,7250,7250,7250,7250,400,33350.0,4600000.0
2014-06-23,7250,7250,7250,7250,0,,
2014-06-24,7250,7250,7250,7250,0,,
2014-06-25,7250,7250,7250,7250,0,,
2014-06-26,7250,7250,7250,7250,0,,
2014-06-27,7210,7250,7200,7250,1000,33350.0,4600000.0
2014-06-30,7210,7220,7210,7210,1600,33166.0,4600000.0
2014-07-01,7210,7210,7210,7210,0,33166.0,4600000.0
2014-07-02,7200,7210,7200,7210,1500,33166.0,4600000.0
2014-07-03,7210,7210,7210,7210,0,,
2014-07-04,7250,7500,7250,7500,1200,34500.0,4600000.0
2014-07-07,7500,7700,7500,7500,8100,34500.0,4600000.0
2014-07-08,7500,7500,7500,7500,8300,34500.0,4600000.0
2014-07-09,7300,7300,7200,7200,5300,33120.0,4600000.0
2014-07-10,7500,7500,7500,7500,2000,34500.0,4600000.0
2014-07-11,7500,7500,7490,7500,20600,34500.0,4600000.0
2014-07-14,8500,8500,8400,8500,4000,39100.0,4600000.0
2014-07-15,9000,9000,9000,9000,4100,41400.0,4600000.0
2014-07-16,9000,9000,9000,9000,0,41400.0,4600000.0
2014-07-17,9000,9000,9000,9000,0,,
2014-07-18,8900,8900,8900,8900,0,40940.0,4600000.0
2014-07-21,8900,8900,8900,8900,0,40940.0,4600000.0
2014-07-22,8500,9000,8500,9000,5600,41400.0,4600000.0
2014-07-23,9000,9000,9000,9000,0,,
2014-07-24,7900,9080,7000,7060,3086243,39748.0,5630000.0
2014-07-25,7000,7390,6730,6800,408695,38284.0,5630000.0
2014-07-28,6870,6960,6540,6560,233186,36933.0,5630000.0
2014-07-29,6540,6690,6160,6260,198249,35244.0,5630000.0
2014-07-30,6200,6330,5820,5830,163259,32823.0,5630000.0
2014-07-31,5940,6090,5700,5800,93195,32654.0,5630000.0
2014-08-01,5730,6020,5710,5990,64296,33724.0,5630000.0
2014-08-04,6050,6050,5850,5850,47795,32936.0,5630000.0
2014-08-05,5900,5950,5570,5580,111618,31415.0,5630000.0
2014-08-06,5630,5710,5390,5410,77070,30458.0,5630000.0
2014-08-07,5440,5650,5300,5590,64649,31472.0,5630000.0
2014-08-08,5590,5690,5210,5370,73282,30233.0,5630000.0
2014-08-11,5380,5500,5100,5160,61956,29051.0,5630000.0
2014-08-12,5170,5230,4985,5170,83692,29107.0,5630000.0
2014-08-13,5100,5640,5080,5300,223673,29839.0,5630000.0
2014-08-14,5430,5430,5200,5210,43075,29332.0,5630000.0
2014-08-18,5300,5630,5090,5550,102765,31246.0,5630000.0
2014-08-19,5600,5680,5390,5520,55885,31078.0,5630000.0
2014-08-20,5520,5590,5440,5540,25004,31190.0,5630000.0
2014-08-21,5480,5560,5350,5350,38500,30120.0,5630000.0
2014-08-22,5390,5390,5040,5130,137625,28882.0,5630000.0
2014-08-25,5110,5230,5060,5100,31864,28713.0,5630000.0
2014-08-26,5100,5170,5010,5170,40063,29107.0,5630000.0
2014-08-27,5120,5290,5120,5220,42714,29389.0,5630000.0
2014-08-28,5220,5290,5110,5200,27758,29276.0,5630000.0
2014-08-29,5270,5270,5150,5200,27098,29276.0,5630000.0
2014-09-01,5270,5300,5170,5220,25926,29389.0,5630000.0
2014-09-02,5270,5270,5150,5200,20627,29276.0,5630000.0
2014-09-03,5250,5250,5110,5170,33365,29107.0,5630000.0
2014-09-04,5200,5200,5000,5130,72278,28882.0,5630000.0
2014-09-05,5150,5150,5000,5050,23306,28432.0,5630000.0
2014-09-11,5100,5100,5000,5010,27399,28206.0,5630000.0
2014-09-12,4950,5030,4930,5030,38781,28319.0,5630000.0
2014-09-15,5000,5040,4790,4805,81906,27052.0,5630000.0
2014-09-16,4850,4855,4780,4815,3228,27108.0,5630000.0
2014-09-17,4770,4995,4770,4955,43858,27897.0,5630000.0
2014-09-18,4955,5050,4920,4930,33238,27756.0,5630000.0
2014-09-19,4990,5050,4920,5000,14863,28150.0,5630000.0
2014-09-22,4990,5240,4905,5180,46545,29163.0,5630000.0
2014-09-23,5200,5200,5000,5090,23705,28657.0,5630000.0
2014-09-24,5050,5190,4910,5130,45013,28882.0,5630000.0
2014-09-25,5130,5170,5000,5030,17795,28319.0,5630000.0
2014-09-26,4955,5210,4950,5100,28866,28713.0,5630000.0
2014-09-29,5090,5090,4950,4950,42882,27868.0,5630000.0
2014-09-30,5030,5030,4870,4950,13675,27868.0,5630000.0
2014-10-01,5000,5000,4870,4870,16894,27418.0,5630000.0
2014-10-02,4810,4870,4755,4755,19314,26771.0,5630000.0
2014-10-06,4765,4870,4705,4790,8833,26968.0,5630000.0
2014-10-07,4830,4830,4680,4680,13026,26348.0,5630000.0
2014-10-08,4635,4710,4565,4620,22661,26011.0,5630000.0
2014-10-10,4695,4695,4435,4450,20535,25054.0,5630000.0
2014-10-13,4475,4475,4205,4205,20369,23674.0,5630000.0
2014-10-14,4395,4530,4175,4465,13812,25138.0,5630000.0
2014-10-15,4485,4490,4400,4465,4528,25138.0,5630000.0
2014-10-16,4480,4600,4155,4600,6059,25898.0,5630000.0
2014-10-17,4540,4715,4540,4710,12130,26517.0,5630000.0
2014-10-20,4665,4735,4445,4530,22212,25504.0,5630000.0
2014-10-21,4550,4550,4350,4440,9664,24997.0,5630000.0
2014-10-22,4440,4520,4400,4485,11835,25251.0,5630000.0
2014-10-23,4565,4565,4200,4235,20886,23843.0,5630000.0
2014-10-24,4255,4385,4180,4270,9572,24040.0,5630000.0
2014-10-27,4225,4350,4170,4290,13039,24153.0,5630000.0
2014-10-28,4300,4340,4050,4125,74535,23224.0,5630000.0
2014-10-29,4090,4160,4000,4025,67726,22661.0,5630000.0
2014-10-30,4010,4200,3995,4040,41279,22745.0,5630000.0
2014-10-31,4100,4100,4010,4060,16853,22858.0,5630000.0
2014-11-03,4060,4280,4060,4100,28298,23083.0,5630000.0
2014-11-04,4100,4185,4000,4085,29581,22999.0,5630000.0
2014-11-05,4080,4120,3995,3995,17365,22492.0,5630000.0
2014-11-06,4020,4085,3975,4035,8358,22717.0,5630000.0
2014-11-07,4035,4140,4000,4085,26489,22999.0,5630000.0
2014-11-10,4085,4200,4085,4190,14704,23590.0,5630000.0
2014-11-11,4200,4245,4160,4210,26658,23702.0,5630000.0
2014-11-12,4260,4395,4200,4395,63224,24744.0,5630000.0
2014-11-13,4395,4520,4320,4480,52342,25222.0,5630000.0
2014-11-14,4510,4510,4310,4325,33389,24350.0,5630000.0
2014-11-17,4240,4370,4130,4270,47957,24040.0,5630000.0
2014-11-18,4295,4295,4160,4215,27339,23730.0,5630000.0
2014-11-19,4200,4380,4155,4295,32002,24181.0,5630000.0
2014-11-20,4365,4630,4240,4525,88906,25476.0,5630000.0
2014-11-21,4630,4630,4445,4525,20314,25476.0,5630000.0
2014-11-24,4400,4500,4350,4455,11979,25082.0,5630000.0
2014-11-25,4500,4530,4415,4525,7964,25476.0,5630000.0
2014-11-26,4525,4540,4430,4520,10172,25448.0,5630000.0
2014-11-27,4550,4560,4465,4520,5134,25448.0,5630000.0
2014-11-28,4520,4520,4425,4490,4302,25279.0,5630000.0
2014-12-01,4300,4465,4080,4445,12356,25025.0,5630000.0
2014-12-02,4300,4475,4160,4320,16808,24322.0,5630000.0
2014-12-03,4320,4400,4315,4380,1941,24659.0,5630000.0
2014-12-04,4430,4430,4270,4395,7347,24744.0,5630000.0
2014-12-05,4395,4420,4300,4380,12566,24659.0,5630000.0
2014-12-08,4355,4445,4300,4380,13402,24659.0,5630000.0
2014-12-09,4310,4395,4300,4310,4633,24265.0,5630000.0
2014-12-10,4380,4380,4200,4300,7455,24209.0,5630000.0
2014-12-11,4360,4360,4255,4260,6763,23984.0,5630000.0
2014-12-12,4260,4260,4160,4160,16491,23421.0,5630000.0
2014-12-15,4255,4255,4080,4085,6668,22999.0,5630000.0
2014-12-16,4240,4240,4090,4095,3501,23055.0,5630000.0
2014-12-17,4025,4110,4000,4100,7597,23083.0,5630000.0
2014-12-18,4100,4140,3950,4095,13947,23055.0,5630000.0
2014-12-19,4110,4200,4020,4195,9353,23618.0,5630000.0
2014-12-22,4195,4320,4110,4275,30703,24068.0,5630000.0
2014-12-23,4295,4295,4210,4285,8203,24125.0,5630000.0
2014-12-24,4140,4295,4140,4295,4587,24181.0,5630000.0
2014-12-26,4295,4345,4225,4270,12410,24040.0,5630000.0
2014-12-29,4300,4305,4210,4210,8817,23702.0,5630000.0
2014-12-30,4295,4295,4150,4240,9572,23871.0,5630000.0
2015-01-02,4295,4295,4180,4250,9279,23928.0,5630000.0
2015-01-05,4250,4250,4070,4105,25190,23111.0,5630000.0
2015-01-06,4120,4145,4075,4140,9361,23308.0,5630000.0
2015-01-07,4140,4145,4065,4095,16897,23055.0,5630000.0
2015-01-08,4190,4190,4110,4145,7347,23336.0,5630000.0
2015-01-09,4190,4190,4050,4090,32471,23027.0,5630000.0
2015-01-12,4135,4415,4080,4395,59784,24744.0,5630000.0
2015-01-13,4400,4500,4280,4385,41994,24688.0,5630000.0
2015-01-14,4390,4460,4325,4365,15131,24575.0,5630000.0
2015-01-15,4240,4740,4240,4740,69073,26686.0,5630000.0
2015-01-16,4705,4925,4675,4900,89227,27587.0,5630000.0
2015-01-19,4900,5000,4705,4900,68269,27587.0,5630000.0
2015-01-20,4800,4945,4750,4765,14761,26827.0,5630000.0
2015-01-21,4760,4850,4620,4675,16577,26320.0,5630000.0
2015-01-22,4770,5370,4640,5370,291398,30233.0,5630000.0
2015-01-23,5530,5570,5210,5480,152487,30852.0,5630000.0
2015-01-26,5480,5510,5320,5350,63152,30120.0,5630000.0
2015-01-27,5340,5450,5210,5340,46465,30064.0,5630000.0
2015-01-28,5200,5300,5110,5190,31152,29220.0,5630000.0
2015-01-29,5280,5280,4955,5050,39128,28432.0,5630000.0
2015-01-30,5070,5070,4780,4860,36665,27362.0,5630000.0
2015-02-02,4860,4860,4765,4840,20776,27249.0,5630000.0
2015-02-03,4940,5060,4840,5060,28468,28488.0,5630000.0
2015-02-04,4960,5060,4920,5030,19492,28319.0,5630000.0
2015-02-05,5000,5090,4920,5060,7865,28488.0,5630000.0
2015-02-06,5080,5080,4960,5060,11420,28488.0,5630000.0
2015-02-09,5100,5100,4770,4800,19769,27024.0,5630000.0
2015-02-10,4800,4975,4800,4940,15296,27812.0,5630000.0
2015-02-11,4945,5060,4855,5060,13484,28488.0,5630000.0
2015-02-12,5020,5380,4985,5270,79964,29670.0,5630000.0
2015-02-13,5260,5270,5100,5170,33548,29107.0,5630000.0
2015-02-16,5220,5240,4970,5170,39203,29107.0,5630000.0
2015-02-17,5230,5290,5090,5140,35758,28938.0,5630000.0
2015-02-23,5130,5230,5130,5180,25866,29163.0,5630000.0
2015-02-24,5210,5280,5160,5270,14708,29670.0,5630000.0
2015-02-25,5270,5330,5220,5290,20017,29783.0,5630000.0
2015-02-26,5310,5540,5310,5470,79813,30796.0,5630000.0
2015-02-27,5490,5510,5430,5460,25555,30740.0,5630000.0
2015-03-02,5470,5500,5390,5390,39077,30346.0,5630000.0
2015-03-03,5350,5580,5350,5500,51343,30965.0,5630000.0
2015-03-04,5520,5530,5460,5460,30538,30740.0,5630000.0
2015-03-05,5490,5650,5440,5640,109130,31753.0,5630000.0
2015-03-06,5710,5710,5550,5590,47290,31472.0,5630000.0
2015-03-09,5630,5650,5360,5360,48914,30177.0,5630000.0
2015-03-10,5400,5500,5350,5460,64673,30740.0,5630000.0
2015-03-11,5460,5610,5440,5460,60698,30740.0,5630000.0
2015-03-12,5500,5550,5460,5480,33877,30852.0,5630000.0
2015-03-13,5580,5600,5470,5550,53758,31246.0,5630000.0
2015-03-16,5550,5640,5490,5640,36032,31753.0,5630000.0
2015-03-17,5650,5740,5360,5450,125102,30684.0,5630000.0
2015-03-18,5440,5520,5350,5400,52068,30402.0,5630000.0
2015-03-19,5480,5490,5250,5300,34677,29839.0,5630000.0
2015-03-20,5300,5400,5240,5300,30582,29839.0,5630000.0
2015-03-23,5390,5770,5340,5660,81800,31866.0,5630000.0
2015-03-24,5790,5790,5510,5590,102628,31472.0,5630000.0
2015-03-25,5720,6080,5610,5820,210226,32767.0,5630000.0
2015-03-26,5770,5880,5720,5750,80185,32372.0,5630000.0
2015-03-27,5750,5850,5500,5500,60625,30965.0,5630000.0
2015-03-30,5430,5510,5350,5420,60274,30515.0,5630000.0
2015-03-31,5480,5510,5370,5410,35243,30458.0,5630000.0
2015-04-01,5380,5640,5380,5500,57758,30965.0,5630000.0
2015-04-02,5550,5550,5300,5450,73870,30684.0,5630000.0
2015-04-03,5490,5490,5400,5450,33543,30684.0,5630000.0
2015-04-06,5450,5460,5320,5370,48871,30233.0,5630000.0
2015-04-07,5400,5620,5330,5600,97177,31528.0,5630000.0
2015-04-08,5600,5740,5490,5600,52527,31528.0,5630000.0
2015-04-09,5610,5740,5500,5740,58729,32316.0,5630000.0
2015-04-10,5890,6410,5830,6100,236492,34343.0,5630000.0
2015-04-13,6250,6260,5940,6070,95803,34174.0,5630000.0
2015-04-14,6070,6210,5950,6150,56233,34624.0,5630000.0
2015-04-15,6110,6170,5960,6150,35547,34624.0,5630000.0
2015-04-16,6150,6150,5960,6050,34574,34062.0,5630000.0
2015-04-17,6050,6070,5940,6000,32283,33780.0,5630000.0
2015-04-20,5950,6000,5800,5920,29077,33330.0,5630000.0
2015-04-21,5940,6050,5870,5990,27282,33724.0,5630000.0
2015-04-22,6060,6070,5520,5740,76310,32316.0,5630000.0
2015-04-23,5800,5800,5450,5520,42253,31078.0,5630000.0
2015-04-24,5530,5640,5360,5400,40070,30402.0,5630000.0
2015-04-27,5350,5520,5320,5510,17564,31021.0,5630000.0
2015-04-28,5560,5560,5380,5400,19989,30402.0,5630000.0
