하나머티리얼즈(166090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-07-06,11850,12050,11500,11850,132981,224196.0,9459737.0
2017-07-07,11725,12475,11575,11975,189326,226561.0,9459737.0
2017-07-10,12050,12250,11675,12250,72604,231764.0,9459737.0
2017-07-11,12325,13450,12150,13125,271137,248318.0,9459737.0
2017-07-12,13100,13800,12800,13775,148414,260616.0,9459737.0
2017-07-13,13850,15900,13800,15000,269350,283792.0,9459737.0
2017-07-14,15150,15600,14425,14825,235952,280481.0,9459737.0
2017-07-17,14950,15150,14575,15150,149252,286630.0,9459737.0
2017-07-18,15350,16950,15175,15925,378261,301293.0,9459737.0
2017-07-19,16025,16500,14875,15125,240197,286157.0,9459737.0
2017-07-20,15050,15099,14299,14350,305417,271925.0,9474737.0
2017-07-21,14225,14700,13600,13875,379643,262924.0,9474737.0
2017-07-24,14000,14400,13825,14400,212164,272872.0,9474737.0
2017-07-25,14300,14325,13450,13450,181991,254870.0,9474737.0
2017-07-26,13300,14125,13275,14000,277033,265293.0,9474737.0
2017-07-27,13800,14100,13624,13775,101515,261029.0,9474737.0
2017-07-28,13025,13225,11925,12275,503053,232605.0,9474737.0
2017-07-31,12025,12375,11649,12100,246557,229289.0,9474737.0
2017-08-01,12124,12600,11824,12200,209716,231184.0,9474737.0
2017-08-02,12300,12975,12300,12975,274135,245869.0,9474737.0
2017-08-03,12825,12975,11925,12000,190826,227394.0,9474737.0
2017-08-04,12050,12250,11300,11450,223230,216971.0,9474737.0
2017-08-07,11450,11749,11400,11425,88593,216498.0,9474737.0
2017-08-08,11575,12400,11475,12275,223194,232605.0,9474737.0
2017-08-09,12175,12550,12050,12325,143042,233552.0,9474737.0
2017-08-10,12350,12375,11550,12075,144227,228815.0,9474737.0
2017-08-11,11625,12025,11524,11675,97653,221235.0,9474737.0
2017-08-14,11825,12025,11675,11850,85832,224551.0,9474737.0
2017-08-16,12024,12424,12000,12150,119309,230236.0,9474737.0
2017-08-17,12250,13000,11875,12800,206245,242553.0,9474737.0
2017-08-18,12525,13349,12450,13100,174682,248238.0,9474737.0
2017-08-21,13300,13325,13000,13200,108700,250133.0,9474737.0
2017-08-22,13400,13700,13125,13225,161825,250607.0,9474737.0
2017-08-23,13275,13450,12975,13425,106775,254397.0,9474737.0
2017-08-24,13425,14125,13250,14075,133024,266714.0,9474737.0
2017-08-25,14124,14224,13575,13800,182528,261503.0,9474737.0
2017-08-28,13975,14050,13650,13800,69051,261503.0,9474737.0
2017-08-29,13525,13825,13300,13600,97438,257713.0,9474737.0
2017-08-30,13625,13750,13425,13625,67206,258187.0,9474737.0
2017-08-31,13700,14675,13700,14475,330364,274294.0,9474737.0
2017-09-01,14600,14825,14300,14450,83063,273820.0,9474737.0
2017-09-04,13875,14275,13500,13500,110404,255818.0,9474737.0
2017-09-05,13550,13974,13150,13400,88163,253923.0,9474737.0
2017-09-06,13325,13800,13325,13775,53427,261029.0,9474737.0
2017-09-07,13950,14525,13600,14475,118679,274294.0,9474737.0
2017-09-08,14300,14500,14100,14175,95707,268609.0,9474737.0
2017-09-11,14100,14324,13725,14075,138259,266714.0,9474737.0
2017-09-12,14325,14875,14100,14150,182493,268135.0,9474737.0
2017-09-13,14200,14400,13850,14050,102833,266240.0,9474737.0
2017-09-14,14000,14000,13600,13925,73477,263871.0,9474737.0
2017-09-15,13850,13850,13175,13575,135947,257239.0,9474737.0
2017-09-18,13500,14225,13325,14200,157777,269083.0,9474737.0
2017-09-19,14325,14500,13700,14025,152995,265766.0,9474737.0
2017-09-20,14025,14200,13625,13625,96048,258187.0,9474737.0
2017-09-21,13625,13650,12574,12600,119576,238763.0,9474737.0
2017-09-22,12425,12950,12300,12725,87676,241132.0,9474737.0
2017-09-25,13150,13150,12500,12750,41673,241606.0,9474737.0
2017-09-26,12550,12850,12550,12675,26368,240185.0,9474737.0
2017-09-27,12900,13125,12750,12950,35083,245396.0,9474737.0
2017-09-28,12950,13600,12925,13425,59120,254397.0,9474737.0
2017-09-29,13600,13825,13150,13250,48359,251081.0,9474737.0
2017-10-10,13674,13674,13250,13400,40543,253923.0,9474737.0
2017-10-11,13400,13550,12950,13025,62889,246817.0,9474737.0
2017-10-12,13150,13225,12625,12800,58519,242553.0,9474737.0
2017-10-13,12700,12900,12100,12575,109750,238290.0,9474737.0
2017-10-16,12400,12625,11700,12000,124662,227394.0,9474737.0
2017-10-17,12100,12325,12050,12300,25729,233079.0,9474737.0
2017-10-18,12775,12900,12450,12475,66331,236395.0,9474737.0
2017-10-19,12499,13150,12475,13050,60416,247291.0,9474737.0
2017-10-20,13050,13700,13050,13675,99221,259134.0,9474737.0
2017-10-23,13900,14675,13800,14500,223717,274767.0,9474737.0
2017-10-24,14400,14850,14175,14850,133104,281400.0,9474737.0
2017-10-25,14950,15100,14400,14775,87547,279978.0,9474737.0
2017-10-26,14650,14675,13750,13850,222530,262450.0,9474737.0
2017-10-27,13875,14700,13875,14500,119336,274767.0,9474737.0
2017-10-30,14499,14725,13775,13850,135036,262450.0,9474737.0
2017-10-31,14000,14175,13675,13900,57317,263398.0,9474737.0
2017-11-01,14150,14150,13625,14100,53081,267188.0,9474737.0
2017-11-02,14350,14625,14075,14625,90922,277136.0,9474737.0
2017-11-03,14625,14900,14250,14375,1268212,272399.0,9474737.0
2017-11-06,14150,15225,14075,15125,576836,286611.0,9474737.0
2017-11-07,15050,15250,14275,14700,264830,278557.0,9474737.0
2017-11-08,15200,15625,14850,15075,209490,285663.0,9474737.0
2017-11-09,15000,15425,14800,15050,182893,285190.0,9474737.0
2017-11-10,15025,16025,14850,16025,333444,303665.0,9474737.0
2017-11-13,15750,16750,15750,16425,217177,311245.0,9474737.0
2017-11-14,16575,16625,16000,16475,156888,312193.0,9474737.0
2017-11-15,16475,17450,16149,16725,186947,316930.0,9474737.0
2017-11-16,16600,16900,16375,16825,113924,318825.0,9474737.0
2017-11-17,16775,16875,16075,16450,136529,311719.0,9474737.0
2017-11-20,16250,16625,15875,16400,141793,310771.0,9474737.0
2017-11-21,16250,16550,15975,16300,75899,308876.0,9474737.0
2017-11-22,16600,18200,16250,17725,340261,335879.0,9474737.0
2017-11-23,17950,17950,17200,17425,104500,330195.0,9474737.0
2017-11-24,17425,18800,17325,18775,199818,355776.0,9474737.0
2017-11-27,19000,19200,17725,18000,243050,341091.0,9474737.0
2017-11-28,18100,18350,17050,17125,199756,324510.0,9474737.0
2017-11-29,17250,18175,16875,17975,137165,340617.0,9474737.0
2017-11-30,17375,18875,17275,17800,254991,337301.0,9474737.0
2017-12-01,17875,18925,17650,18500,156798,350565.0,9474737.0
2017-12-04,18475,18475,17125,17600,182642,333511.0,9474737.0
2017-12-05,17275,17575,16825,17050,84799,323089.0,9474737.0
2017-12-06,17050,17650,16925,16950,94975,321194.0,9474737.0
2017-12-07,17025,17175,16000,16900,133562,320246.0,9474737.0
2017-12-08,17050,17375,16825,17050,83877,323089.0,9474737.0
2017-12-11,17225,18250,16950,18200,94241,344880.0,9474737.0
2017-12-12,18375,18375,17750,18050,54225,342038.0,9474737.0
2017-12-13,18250,18250,17600,17900,58099,339196.0,9474737.0
2017-12-14,17900,18225,17650,18100,47649,342985.0,9474737.0
2017-12-15,18400,18400,17400,17550,84737,332563.0,9474737.0
2017-12-18,17425,17700,16925,16975,75312,321667.0,9474737.0
2017-12-19,17025,17425,16950,16950,58987,321194.0,9474737.0
2017-12-20,17025,17350,16825,16925,44596,320720.0,9474737.0
2017-12-21,16925,17125,16375,16750,57791,317404.0,9474737.0
2017-12-22,17075,17500,16600,17450,92304,330668.0,9474737.0
2017-12-26,17450,17450,16600,16900,98730,320246.0,9474737.0
2017-12-27,17200,18375,16925,17825,134708,337774.0,9474737.0
2017-12-28,18200,18550,18075,18500,128444,350565.0,9474737.0
2018-01-02,18575,19425,18425,18500,134545,350565.0,9474737.0
2018-01-03,18500,19150,18425,18850,95405,357198.0,9474737.0
2018-01-04,18975,19225,18050,18225,86194,345354.0,9474737.0
2018-01-05,18225,18525,17675,17900,91964,339196.0,9474737.0
2018-01-08,17925,17925,16625,16925,254985,320720.0,9474737.0
2018-01-09,16775,17275,16725,16900,79908,320246.0,9474737.0
2018-01-10,16900,17150,16125,16225,133073,307455.0,9474737.0
2018-01-11,16350,16750,16200,16625,47404,315035.0,9474737.0
2018-01-12,16575,16700,15850,16700,101606,316456.0,9474737.0
2018-01-15,16750,16800,16374,16475,48913,312193.0,9474737.0
2018-01-16,16650,17450,16150,17300,177597,327826.0,9474737.0
2018-01-17,17550,18425,17350,18300,212385,346775.0,9474737.0
2018-01-18,18300,18675,17925,18225,138701,345354.0,9474737.0
2018-01-19,18450,18725,17775,18000,138349,341091.0,9474737.0
2018-01-22,17900,17900,16900,17100,115431,324036.0,9474737.0
2018-01-23,17250,17300,16675,17150,81369,324983.0,9474737.0
2018-01-24,17350,17625,17125,17375,76840,329247.0,9474737.0
2018-01-25,17300,17450,16650,17300,94565,327826.0,9474737.0
2018-01-26,17900,17900,16825,17325,81881,328300.0,9474737.0
2018-01-29,17325,17575,17000,17125,57285,324510.0,9474737.0
2018-01-30,17125,17175,16225,16300,175657,308876.0,9474737.0
2018-01-31,16025,16775,15975,16300,75010,308876.0,9474737.0
2018-02-01,16300,16700,15850,16650,183392,315509.0,9474737.0
2018-02-02,16700,16800,15975,16050,89788,304139.0,9474737.0
2018-02-05,15750,15775,14975,15150,111961,287085.0,9474737.0
2018-02-06,14349,16349,14349,15900,169909,301297.0,9474737.0
2018-02-07,16700,16775,15750,16075,144915,304613.0,9474737.0
2018-02-08,16075,17050,16075,17000,115426,323331.0,9509737.0
2018-02-09,16275,17225,16225,16950,80073,322380.0,9509737.0
2018-02-12,16875,17200,16550,17000,58234,323331.0,9509737.0
2018-02-13,17275,17500,16050,16150,88447,307165.0,9509737.0
2018-02-14,16175,16550,15725,16475,74399,313346.0,9509737.0
2018-02-19,16925,16925,16175,16475,48318,313346.0,9509737.0
2018-02-20,16575,16650,16299,16350,30615,310968.0,9509737.0
2018-02-21,16175,16800,16175,16400,33758,311919.0,9509737.0
2018-02-22,16325,16475,15750,16425,31644,312395.0,9509737.0
2018-02-23,16450,16450,15975,16000,52414,304312.0,9509737.0
2018-02-26,16050,16200,15850,16000,31112,304312.0,9509737.0
2018-02-27,16150,16750,16100,16550,61579,314772.0,9509737.0
2018-02-28,16650,16650,16275,16475,29625,313346.0,9509737.0
2018-03-02,16050,16625,16050,16450,27050,312870.0,9509737.0
2018-03-05,16324,16475,16100,16200,16073,308115.0,9509737.0
2018-03-06,16200,16750,16200,16625,35414,316199.0,9509737.0
2018-03-07,16625,16850,16275,16400,44053,311919.0,9509737.0
2018-03-08,16400,16600,16300,16400,32541,311919.0,9509737.0
2018-03-09,16400,16775,16350,16725,44453,318101.0,9509737.0
2018-03-12,16825,17375,16825,17325,61454,329512.0,9509737.0
2018-03-13,17350,19050,17350,18925,366234,359944.0,9509737.0
2018-03-14,18750,19600,18650,19150,186108,364223.0,9509737.0
2018-03-15,18950,19350,18925,19200,81999,365174.0,9509737.0
2018-03-16,19350,19650,18650,19550,107912,371831.0,9509737.0
2018-03-19,19450,19650,18950,18950,61194,360419.0,9509737.0
2018-03-20,18825,19850,18650,19825,77155,377061.0,9509737.0
2018-03-21,19950,21500,19650,21200,282741,403213.0,9509737.0
2018-03-22,21275,21700,20850,21325,90209,405590.0,9509737.0
2018-03-23,20850,21050,20225,20450,114360,388948.0,9509737.0
2018-03-26,20450,20700,19625,20350,75590,387046.0,9509737.0
2018-03-27,20600,20675,19650,20100,88739,382291.0,9509737.0
2018-03-28,19725,20075,19525,19875,61251,378012.0,9509737.0
2018-03-29,20150,21950,20050,21275,215752,404639.0,9509737.0
2018-03-30,21425,21425,20675,21000,58722,399409.0,9509737.0
2018-04-02,20775,20875,19600,19975,97200,379914.0,9509737.0
2018-04-03,19450,19750,19200,19500,76591,370880.0,9509737.0
2018-04-04,19550,19925,19050,19050,61736,362321.0,9509737.0
2018-04-05,19550,20125,19275,19625,66151,373257.0,9509737.0
2018-04-06,19350,19775,19125,19625,36210,373257.0,9509737.0
2018-04-09,19400,19625,18750,18950,50258,360419.0,9509737.0
2018-04-10,18925,19250,18550,19100,47941,363272.0,9509737.0
2018-04-11,19300,19975,19100,19225,71713,365649.0,9509737.0
2018-04-12,19225,20725,19225,20500,137948,389899.0,9509737.0
2018-04-13,20500,21000,20150,20525,110073,390375.0,9509737.0
2018-04-16,20600,20800,19750,20575,48270,391326.0,9509737.0
2018-04-17,20475,20875,20150,20475,37601,393355.0,9605737.0
2018-04-18,20875,21350,20025,20125,101394,386631.0,9605737.0
2018-04-19,20200,20800,19750,20650,63370,396717.0,9605737.0
2018-04-20,20300,21400,20200,20525,77178,394316.0,9605737.0
2018-04-23,20275,20450,19950,20250,49222,389032.0,9605737.0
2018-04-24,20250,20450,19475,19550,49381,375584.0,9605737.0
2018-04-25,19600,19750,18800,19200,50503,368860.0,9605737.0
2018-04-26,19375,20350,19275,19900,73070,382308.0,9605737.0
2018-04-27,20150,20350,19325,20050,49431,385190.0,9605737.0
2018-04-30,19625,19925,19250,19375,42070,372222.0,9605737.0
2018-05-02,19375,19725,18850,18925,40236,363577.0,9605737.0
2018-05-03,18925,20000,18925,19675,54705,377986.0,9605737.0
2018-05-04,19525,19925,19275,19375,22904,372222.0,9605737.0
2018-05-08,19400,19850,19275,19275,23353,370301.0,9605737.0
2018-05-09,19200,19750,19100,19725,33678,378946.0,9605737.0
2018-05-10,19750,20300,19350,20100,61291,386151.0,9605737.0
2018-05-11,20425,20425,19700,20150,55350,387111.0,9605737.0
2018-05-14,20000,20500,19600,20275,42497,389513.0,9605737.0
2018-05-15,20350,20650,20150,20575,77867,395276.0,9605737.0
2018-05-16,20575,20575,19750,20375,54684,391434.0,9605737.0
2018-05-17,20425,20700,20400,20525,46233,394316.0,9605737.0
2018-05-18,20525,21125,20275,20850,87281,400559.0,9605737.0
2018-05-21,20825,20925,20225,20750,52195,398638.0,9605737.0
2018-05-23,20750,21875,20750,21750,101950,417850.0,9605737.0
2018-05-24,21850,22550,21725,21750,108631,417850.0,9605737.0
2018-05-25,21500,22575,21475,21975,76942,422172.0,9605737.0
2018-05-28,21950,23674,21500,23175,135921,445226.0,9605737.0
2018-05-29,23250,23825,22925,23125,100084,444265.0,9605737.0
2018-05-30,23125,23750,22625,23675,78642,454832.0,9605737.0
2018-05-31,23700,24500,23000,24000,90966,461075.0,9605737.0
2018-06-01,24249,24249,22650,22950,124997,440903.0,9605737.0
2018-06-04,23100,23450,22800,22875,57169,439462.0,9605737.0
2018-06-05,22900,24674,22875,24500,100442,470681.0,9605737.0
2018-06-07,24700,26050,24650,24850,160848,477405.0,9605737.0
2018-06-08,25150,25800,24750,24975,55853,479807.0,9605737.0
2018-06-11,24975,25299,24725,25000,73905,480287.0,9605737.0
2018-06-12,24825,25550,24650,25350,86888,487011.0,9605737.0
2018-06-14,25700,26650,25250,25650,108274,246387.0,9605737.0
2018-06-15,25150,25800,24800,25200,65560,242065.0,9605737.0
2018-06-18,25350,25350,23850,24850,54457,238703.0,9605737.0
2018-06-19,24850,25200,23350,23350,81455,224294.0,9605737.0
2018-06-20,23400,24550,23400,24550,52510,235821.0,9605737.0
2018-06-21,24550,24800,23750,24500,35178,235341.0,9605737.0
2018-06-22,25150,26050,24500,25350,101253,243505.0,9605737.0
2018-06-25,25850,26450,24700,25700,113137,246867.0,9605737.0
2018-06-26,25600,26150,24800,25800,35381,247828.0,9605737.0
2018-06-27,26000,26150,25050,25400,41007,243986.0,9605737.0
2018-06-28,25800,25800,24650,25050,39369,240624.0,9605737.0
2018-06-29,25500,25500,24750,25500,32444,244946.0,9605737.0
2018-07-02,25650,25650,23950,24650,60879,236781.0,9605737.0
2018-07-03,24400,25050,24100,24950,48068,239663.0,9605737.0
2018-07-04,24800,25050,24050,24700,50831,237262.0,9605737.0
2018-07-05,24700,25000,23200,24400,121455,234380.0,9605737.0
2018-07-06,24300,24800,23450,23600,55130,226695.0,9605737.0
2018-07-09,23700,24800,23500,24300,97155,233419.0,9605737.0
2018-07-10,24000,24900,23200,24050,197968,462036.0,19211474.0
2018-07-11,23800,24250,23000,23650,113624,454351.0,19211474.0
2018-07-12,23300,23650,22750,23050,174471,442824.0,19211474.0
2018-07-13,23450,23700,22750,23550,123869,452430.0,19211474.0
2018-07-16,23850,23900,22550,22750,97688,437061.0,19211474.0
2018-07-17,22750,22950,21750,21800,189987,418810.0,19211474.0
2018-07-18,21800,22450,21800,22150,113538,425534.0,19211474.0
2018-07-19,22150,22250,20800,21200,153873,407283.0,19211474.0
2018-07-20,20900,22250,20900,21900,89330,420731.0,19211474.0
2018-07-23,22150,22150,20000,20050,138651,385190.0,19211474.0
2018-07-24,20000,20500,19050,19850,178991,381348.0,19211474.0
2018-07-25,19850,20550,19650,20250,93982,389032.0,19211474.0
2018-07-26,20450,21350,19900,20950,49988,402480.0,19211474.0
2018-07-27,21350,22700,21150,22500,135812,432258.0,19211474.0
2018-07-30,22200,22500,21500,21800,79143,418810.0,19211474.0
2018-07-31,21900,21900,21350,21750,68436,417850.0,19211474.0
2018-08-01,21700,21900,21100,21400,141963,411126.0,19211474.0
2018-08-02,21900,22050,21000,21100,83262,405362.0,19211474.0
2018-08-03,21150,21450,20800,21400,58760,411233.0,19216474.0
2018-08-06,21600,21600,20950,21050,43620,404507.0,19216474.0
2018-08-07,21250,21250,20100,20500,93077,393938.0,19216474.0
2018-08-08,20750,20750,19900,20200,64360,388173.0,19216474.0
2018-08-09,20750,20750,19500,19850,178414,381447.0,19216474.0
2018-08-10,19850,20200,18150,18550,434281,356466.0,19216474.0
2018-08-13,18350,18350,17350,17450,269292,335327.0,19216474.0
2018-08-14,17650,18750,17650,18700,206427,359348.0,19216474.0
2018-08-16,18500,19050,18100,18800,124697,361270.0,19216474.0
2018-08-17,18900,18900,18200,18450,66122,354544.0,19216474.0
2018-08-20,18450,18500,17900,18100,55395,347818.0,19216474.0
2018-08-21,18250,19000,17950,18900,111325,363191.0,19216474.0
2018-08-22,19150,20250,18900,19600,292218,376643.0,19216474.0
2018-08-23,19600,20100,19300,19550,86428,375682.0,19216474.0
2018-08-24,19600,19950,19150,19800,63950,380486.0,19216474.0
2018-08-27,20050,20050,19600,20000,43356,384329.0,19216474.0
2018-08-28,20150,20300,19550,19800,62582,380486.0,19216474.0
2018-08-29,19950,19950,19450,19800,56809,380486.0,19216474.0
2018-08-30,19900,20150,19450,19600,68635,376643.0,19216474.0
2018-08-31,19600,20350,19400,20350,76106,391055.0,19216474.0
2018-09-03,20450,20850,20000,20250,68743,389134.0,19216474.0
2018-09-04,20300,20900,19900,20850,185996,400663.0,19216474.0
2018-09-05,20450,21450,20450,21050,180916,404507.0,19216474.0
2018-09-06,21000,21000,20400,20800,110946,399703.0,19216474.0
2018-09-07,20000,20400,19350,19800,345525,380486.0,19216474.0
2018-09-10,19450,19750,19300,19450,91789,373760.0,19216474.0
2018-09-11,19650,19750,18900,19250,84817,369917.0,19216474.0
2018-09-12,19200,19200,18050,18400,299259,353583.0,19216474.0
2018-09-13,18400,18450,17650,17700,207481,340132.0,19216474.0
2018-09-14,18150,18550,18100,18100,135480,347818.0,19216474.0
2018-09-17,18200,18200,17500,17550,128091,337249.0,19216474.0
2018-09-18,17600,17850,17400,17800,82107,342053.0,19216474.0
2018-09-19,18100,18150,17550,17550,99724,337249.0,19216474.0
2018-09-20,17700,17900,17400,17700,56570,340132.0,19216474.0
2018-09-21,17800,17800,16800,17600,193254,338210.0,19216474.0
2018-09-27,17550,17600,16950,17050,131048,327641.0,19216474.0
2018-09-28,17000,18050,16950,18000,188856,345897.0,19216474.0
2018-10-01,17850,18050,17150,17500,100766,336288.0,19216474.0
2018-10-02,17700,17700,16800,16800,97684,322837.0,19216474.0
2018-10-04,17100,17100,16150,16250,95281,312268.0,19216474.0
2018-10-05,16050,16800,15950,16150,134921,310346.0,19216474.0
2018-10-08,15850,16450,15850,16150,66111,310346.0,19216474.0
2018-10-10,16150,16150,14950,15200,241566,292090.0,19216474.0
2018-10-11,14400,14900,13700,13800,442432,265187.0,19216474.0
2018-10-12,13900,15650,13850,14900,399381,286325.0,19216474.0
2018-10-15,14850,15950,14450,15200,214739,292090.0,19216474.0
2018-10-16,15400,15550,14700,15100,136413,290169.0,19216474.0
2018-10-17,15600,17000,15600,16700,293901,320915.0,19216474.0
2018-10-18,16500,17650,16200,16750,208983,321876.0,19216474.0
2018-10-19,16650,17100,16000,16800,109045,322837.0,19216474.0
2018-10-22,16700,17800,16650,17300,206374,332445.0,19216474.0
2018-10-23,17150,17300,16450,16500,83268,317072.0,19216474.0
2018-10-24,16500,17000,15300,15500,185764,297855.0,19216474.0
2018-10-25,15050,15450,14300,15200,134594,292090.0,19216474.0
2018-10-26,15300,15800,14400,14800,120974,284404.0,19216474.0
2018-10-29,14550,15250,14250,14300,155767,274796.0,19216474.0
2018-10-30,13750,15500,13750,15200,219156,292090.0,19216474.0
2018-10-31,15400,16200,15150,16150,119708,310346.0,19216474.0
2018-11-01,16300,16450,15650,15800,83424,303620.0,19216474.0
2018-11-02,15950,16800,15950,16550,118939,318033.0,19216474.0
2018-11-05,16300,16500,15700,16150,76757,310346.0,19216474.0
2018-11-06,16150,16200,15300,15600,124753,299777.0,19216474.0
2018-11-07,15750,15900,15200,15350,59383,294973.0,19216474.0
2018-11-08,15800,15800,15150,15450,97268,296895.0,19216474.0
2018-11-09,15550,15800,14900,15100,71100,290169.0,19216474.0
2018-11-12,14800,17250,14750,16350,334609,314189.0,19216474.0
2018-11-13,15800,15950,15300,15750,176956,302659.0,19216474.0
2018-11-14,15750,15750,14750,15000,228621,288247.0,19216474.0
2018-11-15,14650,15100,14500,14900,131554,286325.0,19216474.0
2018-11-16,15200,15350,14650,14800,105934,284404.0,19216474.0
2018-11-19,14900,15150,14350,14450,142743,277678.0,19216474.0
2018-11-20,14300,14300,13400,13450,288619,258462.0,19216474.0
2018-11-21,13300,13700,13150,13500,194968,259422.0,19216474.0
2018-11-22,13600,14350,13550,13950,132563,268070.0,19216474.0
2018-11-23,13950,14250,13750,14000,64740,269031.0,19216474.0
2018-11-26,13850,15400,13850,14950,218895,287286.0,19216474.0
2018-11-27,14950,15100,14400,14500,169504,278639.0,19216474.0
2018-11-28,14400,15200,14350,14950,125200,287286.0,19216474.0
2018-11-29,15200,15350,14600,14700,97078,282482.0,19216474.0
2018-11-30,14700,15050,14200,14500,70207,278639.0,19216474.0
2018-12-03,14550,15150,14550,15150,51997,291130.0,19216474.0
2018-12-04,15200,15200,14650,15000,83436,288247.0,19216474.0
2018-12-05,14550,14600,14000,14200,311128,272874.0,19216474.0
2018-12-06,14300,14300,13400,13800,206406,265187.0,19216474.0
2018-12-07,13900,13900,13250,13500,147535,259422.0,19216474.0
2018-12-10,13250,13400,12300,12550,330251,241167.0,19216474.0
2018-12-11,12650,12700,12100,12300,252829,236363.0,19216474.0
2018-12-12,12300,12650,12300,12550,178071,241167.0,19216474.0
2018-12-13,12600,12850,12450,12700,104529,244049.0,19216474.0
2018-12-14,12550,12650,11600,11800,362490,226754.0,19216474.0
2018-12-17,11800,12400,11550,12100,358419,232519.0,19216474.0
2018-12-18,11800,12250,11400,11550,249991,221950.0,19216474.0
2018-12-19,11400,11800,11250,11600,223787,222911.0,19216474.0
2018-12-20,11350,11500,11100,11300,229459,217146.0,19216474.0
2018-12-21,11250,11650,11150,11400,176730,219068.0,19216474.0
2018-12-24,11300,11800,11100,11650,261067,223872.0,19216474.0
2018-12-26,11450,11700,11350,11650,142163,223872.0,19216474.0
2018-12-27,11850,11950,11550,11650,95871,223872.0,19216474.0
2018-12-28,11600,12400,11600,12050,167548,231559.0,19216474.0
2019-01-02,12100,12400,11200,11350,266587,218107.0,19216474.0
2019-01-03,11350,11350,10250,10350,482087,198891.0,19216474.0
2019-01-04,10250,10600,9990,10300,280510,197930.0,19216474.0
2019-01-07,10450,10600,10350,10450,176525,200812.0,19216474.0
2019-01-08,10450,11650,10300,11050,623236,212342.0,19216474.0
2019-01-09,11050,12700,11000,12600,989460,242128.0,19216474.0
2019-01-10,12650,13900,12450,13300,920209,255579.0,19216474.0
2019-01-11,13350,13850,12950,13100,390104,251736.0,19216474.0
2019-01-14,13050,13850,12600,13400,380795,257501.0,19216474.0
2019-01-15,13400,14500,13300,14500,517435,278639.0,19216474.0
2019-01-16,14850,15800,14400,15600,658929,299777.0,19216474.0
2019-01-17,15600,16150,15200,15250,518931,293051.0,19216474.0
2019-01-18,15100,15750,14700,14850,336670,291397.0,19622674.0
2019-01-21,15000,16400,14850,15750,667978,309057.0,19622674.0
2019-01-22,15750,15750,15000,15150,127909,297284.0,19622674.0
