아이원스(114810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-13,20029,20646,19887,20409,32263,225655.0,10495566.0
2016-07-14,20219,20694,20219,20647,18510,228279.0,10495566.0
2016-07-15,20646,20884,20504,20742,15759,229328.0,10495566.0
2016-07-18,20741,20741,19507,19555,85837,216209.0,10495566.0
2016-07-19,19555,19744,19222,19603,34791,216733.0,10495566.0
2016-07-20,19697,19697,18938,19175,41778,212010.0,10495566.0
2016-07-21,19175,19222,18558,19128,55812,211486.0,10495566.0
2016-07-22,19080,20172,18938,20030,68094,221456.0,10495566.0
2016-07-25,20599,21501,20314,20647,142529,228279.0,10495566.0
2016-07-26,20884,21216,20789,21026,41669,232477.0,10495566.0
2016-07-27,21263,21263,20646,20789,30408,229853.0,10495566.0
2016-07-28,21121,21833,20741,21549,95696,238249.0,10495566.0
2016-07-29,21548,21785,20789,21454,87359,237200.0,10495566.0
2016-08-01,21785,21785,21168,21311,28449,235625.0,10495566.0
2016-08-02,21026,21263,20504,20837,68657,230378.0,10495566.0
2016-08-03,20599,20978,20124,20457,60189,226179.0,10495566.0
2016-08-04,20836,21358,20504,21121,59783,233526.0,10495566.0
2016-08-05,20931,21501,20931,21216,41653,234576.0,10495566.0
2016-08-08,21121,22497,21121,22450,105815,248220.0,10495566.0
2016-08-09,22687,23684,21928,22261,120631,246121.0,10495566.0
2016-08-10,22355,23399,22355,23352,151820,258191.0,10495566.0
2016-08-11,23494,24348,23352,24159,143550,267112.0,10495566.0
2016-08-12,24111,24111,23399,23400,70513,258716.0,10495566.0
2016-08-16,23067,23636,22687,23305,98940,257666.0,10495566.0
2016-08-17,22497,22687,21358,22118,194917,244547.0,10495566.0
2016-08-18,22070,22213,21073,21074,243123,233002.0,10495566.0
2016-08-19,20884,21311,20077,20077,206160,221981.0,10495566.0
2016-08-22,20361,20551,19887,20030,155279,221456.0,10495566.0
2016-08-23,20314,20741,19839,19887,100082,219882.0,10495566.0
2016-08-24,19887,20124,19697,19887,54890,219882.0,10495566.0
2016-08-25,19792,20029,19080,19792,116663,218833.0,10495566.0
2016-08-26,19792,20599,19792,20457,63020,226179.0,10495566.0
2016-08-29,20267,20267,19507,19508,47915,215684.0,10495566.0
2016-08-30,19744,19982,19412,19745,45876,218308.0,10495566.0
2016-08-31,19744,19744,19175,19555,44294,216209.0,10495566.0
2016-09-01,19412,19839,19222,19840,33782,219357.0,10495566.0
2016-09-02,19887,20314,19555,19745,30331,218308.0,10495566.0
2016-09-05,20029,20029,19555,19555,20493,216209.0,10495566.0
2016-09-06,19555,19744,19175,19223,30265,212535.0,10495566.0
2016-09-07,19317,19317,18415,19080,70450,210961.0,10495566.0
2016-09-08,19080,19080,17893,18274,118353,202040.0,10495566.0
2016-09-09,18321,18605,17988,18558,30355,205188.0,10495566.0
2016-09-12,18178,18415,17941,17941,23043,198366.0,10495566.0
2016-09-13,18036,18795,17846,18796,27457,207812.0,10495566.0
2016-09-19,18843,18843,18368,18416,13140,203614.0,10495566.0
2016-09-20,18083,19032,18083,18701,25869,206763.0,10495566.0
2016-09-21,18748,18795,18463,18701,11221,206763.0,10495566.0
2016-09-22,18700,19365,18558,19318,21540,213585.0,10495566.0
2016-09-23,19270,19460,19032,19365,7156,214110.0,10495566.0
2016-09-26,19270,19602,19222,19603,11563,216733.0,10495566.0
2016-09-27,19175,19602,19032,19555,10427,216209.0,10495566.0
2016-09-28,19555,19744,18985,19460,19854,215159.0,10495566.0
2016-09-29,19507,19602,19032,19555,25203,216209.0,10495566.0
2016-09-30,19555,19602,18985,19033,94182,210436.0,10495566.0
2016-10-04,19175,19222,18653,18891,17311,208862.0,10495566.0
2016-10-05,18890,19032,18083,18226,26012,201515.0,10495566.0
2016-10-06,18415,18843,18226,18796,27337,207812.0,10495566.0
2016-10-07,18653,19080,18321,18606,16900,205713.0,10495566.0
2016-10-10,18795,18843,18273,18701,9357,206763.0,10495566.0
2016-10-11,18700,18795,18131,18511,15803,204664.0,10495566.0
2016-10-12,18463,18463,18131,18463,14591,204139.0,10495566.0
2016-10-13,18463,18463,17988,18131,17032,200465.0,10495566.0
2016-10-14,18273,18321,17798,17894,15050,197841.0,10495566.0
2016-10-17,17893,18226,17703,17704,52556,195742.0,10495566.0
2016-10-18,17798,17893,17086,17229,47035,190495.0,10495566.0
2016-10-19,17324,17371,16042,16138,160907,178425.0,10495566.0
2016-10-20,16185,16659,15188,15521,120794,171603.0,10495566.0
2016-10-21,15473,15900,14808,15473,156384,171078.0,10495566.0
2016-10-24,15473,15852,15330,15378,21953,170028.0,10495566.0
2016-10-25,15615,16849,15473,16707,101255,184722.0,10495566.0
2016-10-26,16707,16707,16042,16328,33028,180524.0,10495566.0
2016-10-27,16327,16469,15995,16375,26026,181049.0,10495566.0
2016-10-28,16232,16564,15710,15805,25856,174751.0,10495566.0
2016-10-31,15900,15947,15283,15473,28382,171078.0,10495566.0
2016-11-01,15283,15757,15283,15711,14419,173702.0,10495566.0
2016-11-02,15425,15710,14951,14951,25731,165305.0,10495566.0
2016-11-03,14808,15283,14523,15141,26311,167404.0,10495566.0
2016-11-04,15188,15473,14808,15473,7961,171078.0,10495566.0
2016-11-07,15520,15663,15425,15616,8107,172652.0,10495566.0
2016-11-08,15805,15995,15473,15758,45247,174226.0,10495566.0
2016-11-09,15710,15805,13289,15188,139049,167929.0,10495566.0
2016-11-10,15615,15757,15093,15378,32025,170028.0,10495566.0
2016-11-11,15330,15615,14856,15616,23875,172652.0,10495566.0
2016-11-14,15235,15805,15235,15378,27594,170028.0,10495566.0
2016-11-15,15283,15568,14713,15283,24935,168979.0,10495566.0
2016-11-16,15330,15330,14001,14002,250656,154810.0,10495566.0
2016-11-17,13906,13906,13100,13100,276231,144839.0,10495566.0
2016-11-18,13289,13479,12435,12815,220888,141690.0,10495566.0
2016-11-21,12910,13194,12720,12815,175143,141690.0,10495566.0
2016-11-22,12862,13527,12577,13480,151373,149037.0,10495566.0
2016-11-23,13384,13859,13242,13622,301190,150611.0,10495566.0
2016-11-24,13432,13669,13100,13100,149762,144839.0,10495566.0
2016-11-25,12862,13906,12862,13859,114060,153235.0,10495566.0
2016-11-28,13859,15473,13859,15093,475297,166879.0,10495566.0
2016-11-29,15283,15805,14808,15711,181110,173702.0,10495566.0
2016-11-30,15473,16042,15425,15521,110468,171603.0,10495566.0
2016-12-01,15520,17229,15378,16660,387344,184197.0,10495566.0
2016-12-02,16422,16802,15852,16138,110935,178425.0,10495566.0
2016-12-05,16042,16564,15900,16043,61676,177375.0,10495566.0
2016-12-06,16280,16375,14903,15995,294312,176850.0,10495566.0
2016-12-07,15710,15995,15330,15853,98779,175276.0,10495566.0
2016-12-08,16042,16707,15710,16707,122104,184722.0,10495566.0
2016-12-09,16612,16849,16185,16660,69239,184197.0,10495566.0
2016-12-12,16897,16897,16090,16280,153836,179999.0,10495566.0
2016-12-13,16137,16564,15900,16422,159582,181573.0,10495566.0
2016-12-14,16469,16564,16137,16565,113693,183148.0,10495566.0
2016-12-15,16564,17229,16375,17087,126108,188920.0,10495566.0
2016-12-16,17276,17276,16754,17087,60111,188920.0,10495566.0
2016-12-19,17086,17466,16897,17277,43457,191019.0,10495566.0
2016-12-20,17276,17561,16992,17562,62220,194168.0,10495566.0
2016-12-21,17561,17988,17371,17941,73981,198366.0,10495566.0
2016-12-22,18036,18226,17893,17989,74093,198891.0,10495566.0
2016-12-23,18178,18415,17893,18226,69487,201515.0,10495566.0
2016-12-26,18226,18605,17941,18179,112454,200990.0,10495566.0
2016-12-27,18368,18748,18178,18606,87863,205713.0,10495566.0
2016-12-28,18748,18843,18226,18843,117671,208337.0,10495566.0
2016-12-29,18890,18985,18653,18938,30295,209387.0,10495566.0
2017-01-02,18985,18985,17988,18226,89345,201515.0,10495566.0
2017-01-03,18368,18368,17798,17846,48622,197317.0,10495566.0
2017-01-04,17846,17988,17609,17941,33456,198366.0,10495566.0
2017-01-05,17798,17988,17419,17846,40697,197317.0,10495566.0
2017-01-06,17941,17988,17751,17751,23608,196267.0,10495566.0
2017-01-09,17751,18415,17466,17846,53912,197317.0,10495566.0
2017-01-10,18131,18700,17988,18321,134353,202564.0,10495566.0
2017-01-11,18510,18605,18036,18036,73526,199416.0,10495566.0
2017-01-12,18131,18226,17703,17751,42468,196267.0,10495566.0
2017-01-13,17893,17893,17371,17751,82566,196267.0,10495566.0
2017-01-16,17751,18131,17703,17751,92786,196267.0,10495566.0
2017-01-17,17751,17988,17656,17751,39089,196267.0,10495566.0
2017-01-18,17751,18321,17371,18036,87000,199416.0,10495566.0
2017-01-19,18131,19317,18131,19080,276727,210961.0,10495566.0
2017-01-20,19032,19982,18938,19840,224605,219357.0,10495566.0
2017-01-23,19839,20029,19175,19413,135880,214634.0,10495566.0
2017-01-24,19222,19839,19222,19840,86077,219357.0,10495566.0
2017-01-25,19887,19934,19317,19460,66392,215159.0,10495566.0
2017-01-26,19460,19460,18985,19460,65995,215159.0,10495566.0
2017-01-31,19270,19507,18938,19080,52236,210961.0,10495566.0
2017-02-01,19080,19222,18748,19175,47621,212010.0,10495566.0
2017-02-02,19175,19175,18605,18653,43477,206238.0,10495566.0
2017-02-03,18558,18748,17893,18084,61595,199941.0,10495566.0
2017-02-06,17798,18036,16897,17229,107442,190495.0,10495566.0
2017-02-07,16992,17419,16564,17087,79091,188920.0,10495566.0
2017-02-08,17229,17229,16517,16850,73021,186296.0,10495566.0
2017-02-09,16897,16992,16612,16992,32947,187871.0,10495566.0
2017-02-10,16992,16992,16090,16233,97772,179474.0,10495566.0
2017-02-13,16327,16564,16042,16328,56251,180524.0,10495566.0
2017-02-14,16327,16327,15568,16185,86578,178949.0,10495566.0
2017-02-15,16042,16469,16042,16280,42960,179999.0,10495566.0
2017-02-16,16185,16612,15757,16565,66107,183148.0,10495566.0
2017-02-17,16422,16564,16232,16422,20540,181573.0,10495566.0
2017-02-20,16422,16422,15757,15805,80322,174751.0,10495566.0
2017-02-21,15852,16042,15473,15995,43898,176850.0,10495566.0
2017-02-22,15995,16137,15615,15853,43324,175276.0,10495566.0
2017-02-23,15947,15947,15188,15616,70221,172652.0,10495566.0
2017-02-24,15710,15710,14998,15236,72975,168454.0,10495566.0
2017-02-27,15330,15330,14618,14761,123546,163206.0,10495566.0
2017-02-28,15093,15378,14713,14951,187497,165305.0,10495566.0
2017-03-02,15140,15235,14761,15236,75498,168454.0,10495566.0
2017-03-03,15235,15425,14618,15141,130370,167404.0,10495566.0
2017-03-06,15188,16280,15093,16280,107218,179999.0,10495566.0
2017-03-07,16090,16280,15710,15805,101785,174751.0,10495566.0
2017-03-08,15852,15852,15093,15093,76662,166879.0,10495566.0
2017-03-09,15188,15378,14856,15141,59175,167404.0,10495566.0
2017-03-10,15093,15283,14713,15236,35712,168454.0,10495566.0
2017-03-13,15235,15283,14903,15236,50568,168454.0,10495566.0
2017-03-14,15378,16944,15188,16945,416483,187346.0,10495566.0
2017-03-15,16897,16992,15852,15853,187919,175276.0,10495566.0
2017-03-16,15900,16280,15140,15711,182350,173702.0,10495566.0
2017-03-17,15757,15757,15140,15236,105025,168454.0,10495566.0
2017-03-20,15235,15330,14523,14714,156023,162681.0,10495566.0
2017-03-21,14666,14903,13954,14049,237320,155334.0,10495566.0
2017-03-22,13811,14144,13432,13717,219525,151661.0,10495566.0
2017-03-23,13717,13811,13289,13480,115666,149037.0,10495566.0
2017-03-24,13432,14049,13432,13764,114515,152186.0,10495566.0
2017-03-27,13669,14049,13669,13812,51616,152710.0,10495566.0
2017-03-28,13859,14618,13622,14619,155500,161632.0,10495566.0
2017-03-29,14713,15093,14618,14904,138174,164780.0,10495566.0
2017-03-30,14903,15093,14381,15046,63263,166355.0,10495566.0
2017-03-31,15046,15188,14618,14904,38533,164780.0,10495566.0
2017-04-03,14808,14903,14476,14809,57011,163731.0,10495566.0
2017-04-04,14808,14856,14428,14714,70592,162681.0,10495566.0
2017-04-05,14523,15188,14523,15046,62510,166355.0,10495566.0
2017-04-06,15093,15093,14808,14999,35393,165830.0,10495566.0
2017-04-07,14951,14998,14666,14999,29994,165830.0,10495566.0
2017-04-10,14998,14998,14334,14476,68027,160057.0,10495566.0
2017-04-11,14523,14998,14286,14951,56096,165305.0,10495566.0
2017-04-12,15046,15805,14808,15616,343671,172652.0,10495566.0
2017-04-13,15805,15805,15425,15568,104221,172127.0,10495566.0
2017-04-14,15568,15615,15093,15093,87816,166879.0,10495566.0
2017-04-17,15188,15473,15046,15283,37269,168979.0,10495566.0
2017-04-18,15283,15805,14998,15711,101423,173702.0,10495566.0
2017-04-19,15757,16185,15473,15948,128995,176326.0,10495566.0
2017-04-20,16042,16090,15710,15948,53833,176326.0,10495566.0
2017-04-21,15805,16042,15710,15900,39954,175801.0,10495566.0
2017-04-24,15805,16090,15520,15521,60862,171603.0,10495566.0
2017-04-25,15568,16327,15568,15995,105699,176850.0,10495566.0
2017-04-26,16137,17039,16042,16802,221403,185772.0,10495566.0
2017-04-27,16754,17134,16659,16850,123351,186296.0,10495566.0
2017-04-28,16992,16992,16280,16470,67557,182098.0,10495566.0
2017-05-02,16517,16517,16137,16185,37077,178949.0,10495566.0
2017-05-04,16137,16612,16137,16517,33003,182623.0,10495566.0
2017-05-08,16375,16849,16375,16850,27410,186296.0,10495566.0
2017-05-10,16897,16992,16469,16470,43104,182098.0,10495566.0
2017-05-11,16469,16564,16090,16422,67509,181573.0,10495566.0
2017-05-12,16659,16992,16422,16850,115831,186296.0,10495566.0
2017-05-15,16849,16849,16185,16660,88730,184197.0,10495566.0
2017-05-16,16517,16564,15710,15900,89937,175801.0,10495566.0
2017-05-17,15757,16042,15520,15663,58157,173177.0,10495566.0
2017-05-18,15330,16137,15330,15948,77888,176326.0,10495566.0
2017-05-19,15947,16897,15947,16517,71258,182623.0,10495566.0
2017-05-22,16517,16659,16280,16517,39123,182623.0,10495566.0
2017-05-23,16327,16422,16042,16090,67215,177900.0,10495566.0
2017-05-24,16232,16897,16042,16897,87600,186821.0,10495566.0
2017-05-25,17086,17134,16517,16850,78723,186296.0,10495566.0
2017-05-26,16897,17134,16564,16755,47915,185247.0,10495566.0
2017-05-29,16849,16849,16280,16280,68699,179999.0,10495566.0
2017-05-30,16185,16992,16185,16992,88825,187871.0,10495566.0
2017-05-31,16992,17751,16897,17562,148316,194168.0,10495566.0
2017-06-01,17561,18321,17324,18274,150032,202040.0,10495566.0
2017-06-02,18368,18463,17893,18274,97059,202040.0,10495566.0
2017-06-05,18226,18510,17988,18274,68280,202040.0,10495566.0
2017-06-07,18273,18415,18131,18131,65499,200465.0,10495566.0
2017-06-08,17988,18321,17751,17846,82612,197317.0,10495566.0
2017-06-09,17893,19127,17893,19080,213541,210961.0,10495566.0
2017-06-12,18795,18843,18131,18606,114041,205713.0,10495566.0
2017-06-13,18558,18605,17703,18036,126614,199416.0,10495566.0
2017-06-14,17941,17941,17086,17277,227596,191019.0,10495566.0
2017-06-15,17276,17419,16517,16802,143399,185772.0,10495566.0
2017-06-16,16802,17324,16707,17134,83657,189445.0,10495566.0
2017-06-19,16944,17276,16707,17087,71546,188920.0,10495566.0
2017-06-20,17086,17086,16232,16280,127288,179999.0,10495566.0
2017-06-21,16280,16707,16042,16707,73799,184722.0,10495566.0
2017-06-22,16849,16897,16469,16707,69215,184722.0,10495566.0
2017-06-23,16707,17134,16374,17134,47922,189445.0,10495566.0
2017-06-26,17134,17229,16707,16755,48798,185247.0,10495566.0
2017-06-27,16802,17751,16707,17751,148447,196267.0,10495566.0
2017-06-28,17656,17656,16754,16945,111349,187346.0,10495566.0
2017-06-29,17086,17181,16754,17039,56974,188395.0,10495566.0
2017-06-30,16754,16992,16564,16755,41035,185247.0,10495566.0
2017-07-03,16707,16707,15900,16043,81049,177375.0,10495566.0
2017-07-04,16090,16422,15805,16043,49893,177375.0,10495566.0
2017-07-05,16042,16517,16042,16470,24277,182098.0,10495566.0
2017-07-06,16612,16612,16280,16470,19469,182098.0,10495566.0
2017-07-07,16280,16612,16185,16470,22631,182098.0,10495566.0
2017-07-10,16327,16707,16327,16707,39812,184722.0,10495566.0
2017-07-11,16802,17134,16659,16707,35028,184722.0,10495566.0
2017-07-12,16707,16849,16422,16422,18968,181573.0,10495566.0
2017-07-13,16422,16754,16422,16612,28954,183672.0,10495566.0
2017-07-14,16707,17181,16612,17039,64799,188395.0,10495566.0
2017-07-17,17276,17276,16612,16802,48188,185772.0,10495566.0
2017-07-18,16992,17798,16754,17704,125755,195742.0,10495566.0
2017-07-19,17798,18226,17561,17941,79128,198366.0,10495566.0
2017-07-20,17846,17846,17466,17657,72960,195218.0,10495566.0
2017-07-21,17656,18131,17466,17846,66162,197317.0,10495566.0
2017-07-24,17893,18083,17324,17562,82793,194168.0,10495566.0
2017-07-25,17466,17656,17086,17134,77195,189445.0,10495566.0
2017-07-26,16992,17229,16469,16612,89141,183672.0,10495566.0
2017-07-27,16612,16944,16280,16755,49072,185247.0,10495566.0
2017-07-28,16564,16802,16042,16090,69667,177900.0,10495566.0
2017-07-31,16375,16375,15805,16138,47568,178425.0,10495566.0
2017-08-01,16232,16564,15995,16328,36641,180524.0,10495566.0
2017-08-02,16469,16612,16232,16422,43283,181573.0,10495566.0
2017-08-03,16422,16422,15520,15568,56083,172127.0,10495566.0
2017-08-04,15615,16042,15093,15378,47165,170028.0,10495566.0
2017-08-07,15757,16090,15235,15900,44868,175801.0,10495566.0
2017-08-08,15710,16280,15710,16185,32183,178949.0,10495566.0
2017-08-09,15947,16185,15710,15853,35544,175276.0,10495566.0
2017-08-10,15995,16042,15425,15521,39821,171603.0,10495566.0
2017-08-11,15283,15283,14713,14904,62984,164780.0,10495566.0
2017-08-14,15046,15568,14903,15236,41670,168454.0,10495566.0
2017-08-16,15378,15520,14903,14999,109983,165830.0,10495566.0
2017-08-17,15188,15330,14618,14714,115715,162681.0,10495566.0
2017-08-18,14666,14903,14381,14904,193936,164780.0,10495566.0
2017-08-21,14903,14951,14428,14904,147004,164780.0,10495566.0
2017-08-22,15188,15188,14381,14619,264670,161632.0,10495566.0
2017-08-23,14618,14618,13669,13954,332259,154285.0,10495566.0
2017-08-24,13859,14001,13717,13859,125061,153235.0,10495566.0
2017-08-25,13859,14286,13859,14002,113581,154810.0,10495566.0
2017-08-28,14049,14144,13669,13812,78878,152710.0,10495566.0
2017-08-29,13764,13811,13574,13764,81912,152186.0,10495566.0
2017-08-30,13811,14049,13622,13859,66170,153235.0,10495566.0
2017-08-31,13764,13859,13527,13764,101699,152186.0,10495566.0
2017-09-01,13764,13859,13669,13812,54154,152710.0,10495566.0
2017-09-04,13242,13574,13194,13385,110923,147987.0,10495566.0
2017-09-05,13432,13479,12957,13100,97149,144839.0,10495566.0
2017-09-06,13100,13811,12957,13480,108509,149037.0,10495566.0
2017-09-07,13479,13669,13337,13622,79267,150611.0,10495566.0
2017-09-08,13527,13811,13289,13385,51417,147987.0,10495566.0
2017-09-11,13384,13906,13384,13764,120703,152186.0,10495566.0
2017-09-12,13906,14428,13764,14429,139527,159533.0,10495566.0
2017-09-13,14428,14428,14144,14334,64136,158483.0,10495566.0
2017-09-14,14286,14286,14049,14239,34208,157433.0,10495566.0
2017-09-15,14001,14191,13669,13717,85525,151661.0,10495566.0
2017-09-18,13811,14144,13669,13954,114467,154285.0,10495566.0
2017-09-19,14144,14761,14049,14619,299213,161632.0,10495566.0
2017-09-20,14666,14713,14049,14144,168664,156384.0,10495566.0
2017-09-21,14049,14096,13527,13575,143362,150087.0,10495566.0
2017-09-22,12435,13859,12340,13432,475012,148512.0,10495566.0
2017-09-25,13432,13717,13005,13385,89246,147987.0,10495566.0
2017-09-26,13147,13384,12957,13005,66302,143789.0,10495566.0
2017-09-27,13005,13432,13005,13195,29742,145888.0,10495566.0
2017-09-28,13337,13574,12957,13100,52580,144839.0,10495566.0
2017-09-29,13052,13289,12910,13005,58251,143789.0,10495566.0
2017-10-10,13194,13194,12625,12815,45687,141690.0,10495566.0
2017-10-11,12767,14239,12767,13670,168554,151136.0,10495566.0
2017-10-12,13622,13906,13527,13812,47549,152710.0,10495566.0
2017-10-13,13859,13859,13052,13195,73632,145888.0,10495566.0
2017-10-16,13289,13289,12577,12720,88621,140641.0,10495566.0
2017-10-17,12720,13194,12720,13005,30518,143789.0,10495566.0
2017-10-18,13052,13052,12340,12673,51071,140116.0,10495566.0
2017-10-19,12720,13052,12625,12768,24645,141165.0,10495566.0
2017-10-20,12767,13384,12435,13195,68716,145888.0,10495566.0
2017-10-23,13100,13337,12957,13195,33925,145888.0,10495566.0
2017-10-24,13099,13289,12910,13053,34235,144314.0,10495566.0
2017-10-25,13052,13194,12910,13053,20296,144314.0,10495566.0
2017-10-26,12957,13574,12957,13290,92000,146938.0,10495566.0
2017-10-27,13289,13432,13100,13242,49815,146413.0,10495566.0
2017-10-30,13147,13574,12957,13100,149362,144839.0,10495566.0
2017-10-31,13300,13400,12900,13100,104617,137492.0,10495566.0
2017-11-01,13100,13400,13050,13100,25929,137492.0,10495566.0
2017-11-02,13200,13250,12850,13000,34999,136442.0,10495566.0
2017-11-03,12950,13100,12750,13000,69107,136442.0,10495566.0
2017-11-06,13100,13100,12650,12700,35538,133294.0,10495566.0
2017-11-07,12700,12850,12500,12750,46894,133818.0,10495566.0
2017-11-08,12750,12850,12600,12800,10033,134343.0,10495566.0
2017-11-09,12900,12900,12600,12750,22359,133818.0,10495566.0
2017-11-10,12750,12800,12600,12650,15931,132769.0,10495566.0
2017-11-13,12750,12900,12550,12750,43466,133818.0,10495566.0
2017-11-14,12750,12850,12600,12650,30883,132769.0,10495566.0
2017-11-15,12600,13000,12600,12850,56997,134868.0,10495566.0
2017-11-16,12900,13000,12600,13000,17044,136442.0,10495566.0
2017-11-17,13000,13000,12100,12400,212619,130145.0,10495566.0
2017-11-20,12350,12450,12000,12250,94864,128571.0,10495566.0
2017-11-21,12200,12200,11950,12150,55174,127521.0,10495566.0
2017-11-22,12100,12600,12050,12400,92247,130145.0,10495566.0
2017-11-23,12450,12600,12350,12500,26607,131195.0,10495566.0
2017-11-24,12550,12900,12450,12800,47398,134343.0,10495566.0
2017-11-27,12850,13050,12450,12500,59391,131195.0,10495566.0
2017-11-28,12550,12650,12150,12250,52194,128571.0,10495566.0
2017-11-29,12100,13300,12100,12950,228847,135918.0,10495566.0
2017-11-30,12800,12900,12350,12400,101793,130145.0,10495566.0
2017-12-01,12400,12550,12250,12500,73092,131195.0,10495566.0
2017-12-04,12400,12500,12150,12250,49291,128571.0,10495566.0
2017-12-05,12250,12450,12100,12300,39759,129095.0,10495566.0
2017-12-06,12300,12950,12250,12400,91254,130145.0,10495566.0
2017-12-07,12450,12450,11950,12250,64457,128571.0,10495566.0
2017-12-08,12300,12450,12150,12200,20804,128046.0,10495566.0
2017-12-11,12050,12350,12000,12350,16962,129620.0,10495566.0
2017-12-12,12350,12450,12000,12200,25437,128046.0,10495566.0
2017-12-13,12200,12250,12000,12250,39284,128571.0,10495566.0
2017-12-14,12300,12650,12050,12300,28701,129095.0,10495566.0
2017-12-15,12300,12300,12000,12200,39880,128046.0,10495566.0
2017-12-18,12250,12300,11800,11800,33233,123848.0,10495566.0
2017-12-19,11850,12000,11650,11700,29510,122798.0,10495566.0
2017-12-20,11600,12800,11450,12500,153945,131195.0,10495566.0
2017-12-21,12500,12700,12400,12450,65697,130670.0,10495566.0
2017-12-22,11700,12050,11500,11650,245823,122273.0,10495566.0
2017-12-26,11800,11900,11550,11900,94196,124897.0,10495566.0
2017-12-27,11850,12300,11750,12250,157881,164345.0,13415919.0
2017-12-28,12200,12550,12050,12550,103528,168370.0,13415919.0
2018-01-02,12550,13000,12550,12850,122640,172395.0,13415919.0
2018-01-03,12850,12850,12450,12750,77488,171053.0,13415919.0
2018-01-04,12600,12800,12300,12450,94349,167028.0,13415919.0
2018-01-05,12400,12550,12000,12150,109328,163003.0,13415919.0
2018-01-08,12150,12150,11500,11700,165098,156966.0,13415919.0
2018-01-09,11650,11900,11600,11900,54843,159649.0,13415919.0
2018-01-10,11750,11800,11500,11700,66524,156966.0,13415919.0
2018-01-11,11550,11850,11550,11750,69080,157637.0,13415919.0
2018-01-12,11750,11800,11300,11450,94158,153612.0,13415919.0
2018-01-15,11400,11450,10900,11150,134547,149587.0,13415919.0
2018-01-16,11100,11550,10900,11550,133610,154954.0,13415919.0
2018-01-17,11450,11800,11200,11500,78337,154283.0,13415919.0
2018-01-18,11400,11650,11350,11450,63094,153612.0,13415919.0
2018-01-19,11400,11450,11200,11350,85987,152271.0,13415919.0
2018-01-22,11250,11350,10950,11100,87045,148917.0,13415919.0
2018-01-23,11100,11200,10950,11200,75616,150258.0,13415919.0
2018-01-24,11300,11300,11100,11250,66857,150929.0,13415919.0
2018-01-25,11200,12050,11200,11900,245919,159649.0,13415919.0
2018-01-26,12000,12500,11950,12450,149468,167028.0,13415919.0
2018-01-29,12250,12450,12100,12250,59086,164345.0,13415919.0
2018-01-30,12250,12350,11700,11950,60609,160320.0,13415919.0
2018-01-31,11950,12100,11600,11800,69629,158308.0,13415919.0
2018-02-01,11700,12150,11700,12050,117321,161662.0,13415919.0
2018-02-02,12050,12050,11650,11850,42949,158979.0,13415919.0
2018-02-05,11550,11750,11300,11450,79740,153612.0,13415919.0
2018-02-06,11300,11300,10450,11050,276395,148246.0,13415919.0
2018-02-07,11150,11350,10750,10850,67143,145563.0,13415919.0
2018-02-08,10950,11050,10800,11000,49579,147575.0,13415919.0
2018-02-09,10650,10900,10600,10800,64532,144892.0,13415919.0
2018-02-12,10750,11150,10700,11100,45565,148917.0,13415919.0
2018-02-13,11050,11250,11050,11200,94599,150258.0,13415919.0
2018-02-14,11300,11300,11000,11300,64832,151600.0,13415919.0
2018-02-19,11300,11650,11100,11300,99397,151600.0,13415919.0
2018-02-20,11200,11350,11100,11250,52790,150929.0,13415919.0
2018-02-21,11250,11450,11250,11450,58955,153612.0,13415919.0
2018-02-22,11450,11500,11200,11400,19831,152941.0,13415919.0
2018-02-23,11400,11500,11200,11500,62657,154283.0,13415919.0
2018-02-26,11600,11850,11500,11600,53616,155625.0,13415919.0
2018-02-27,11800,11800,11450,11600,32596,155625.0,13415919.0
2018-02-28,11350,11550,11250,11350,25081,152271.0,13415919.0
2018-03-02,11150,11400,11100,11350,32029,152271.0,13415919.0
2018-03-05,11250,11350,11150,11200,24502,150258.0,13415919.0
2018-03-06,11200,11600,11200,11600,49670,155625.0,13415919.0
2018-03-07,11600,11600,11200,11300,35120,151600.0,13415919.0
2018-03-08,11300,11500,11250,11350,35204,152271.0,13415919.0
2018-03-09,11450,12150,11400,12050,220592,161662.0,13415919.0
2018-03-12,12100,12300,11850,12300,83761,165016.0,13415919.0
2018-03-13,12300,12450,12100,12450,79312,167028.0,13415919.0
2018-03-14,12450,12450,12100,12250,29458,164345.0,13415919.0
2018-03-15,12150,12300,11900,12200,53173,163674.0,13415919.0
2018-03-16,12200,12200,11750,11950,46267,160320.0,13415919.0
2018-03-19,11850,12200,11800,12150,51332,163003.0,13415919.0
2018-03-20,12100,12300,12000,12200,44714,163674.0,13415919.0
2018-03-21,12300,12450,12050,12400,74545,166357.0,13415919.0
2018-03-22,12400,12400,12150,12200,77927,163674.0,13415919.0
2018-03-23,12000,12150,11600,11850,87330,158979.0,13415919.0
2018-03-26,11750,11900,11600,11750,50746,157637.0,13415919.0
2018-03-27,11950,11950,11700,11850,44065,158979.0,13415919.0
2018-03-28,11750,12050,11650,11950,52640,160320.0,13415919.0
2018-03-29,12100,12800,11950,12600,182321,169041.0,13415919.0
2018-03-30,12700,12700,12400,12600,49225,169041.0,13415919.0
2018-04-02,12550,12550,12150,12200,58295,163674.0,13415919.0
2018-04-03,12050,12300,12050,12300,55492,165016.0,13415919.0
