바이오스마트(038460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-03-13,30448,32872,30316,32472,1629895,36171.0,7292500.0
2002-03-14,32738,33197,31364,31950,725199,35587.0,7292500.0
2002-03-15,32606,33585,31752,31818,1281206,35442.0,7292500.0
2002-03-18,31427,33326,31427,32735,1060440,36462.0,7292500.0
2002-03-19,33390,34901,33002,33194,1207333,36973.0,7292500.0
2002-03-20,33200,33457,30841,31033,927776,34566.0,7292500.0
2002-03-21,30116,31423,29984,30248,721704,33691.0,7292500.0
2002-03-22,31292,32928,31292,31556,1306054,35150.0,7292500.0
2002-03-25,32147,34440,31753,33258,1410309,37046.0,7292500.0
2002-03-26,32742,33196,31428,32014,676943,35660.0,7292500.0
2002-03-27,32148,32279,31431,31754,510252,35369.0,7292500.0
2002-03-28,31820,32149,28154,29462,784174,32816.0,7292500.0
2002-03-29,28810,29007,26517,27891,1077101,31066.0,7292500.0
2002-04-01,27825,27890,26188,26189,411590,29170.0,7292500.0
2002-04-02,25539,27570,25539,27433,538519,30556.0,7292500.0
2002-04-03,26978,28680,26584,27433,393520,30556.0,7292500.0
2002-04-04,26715,27629,26715,27038,237080,30118.0,7292500.0
2002-04-08,27043,28022,26846,27497,353675,30628.0,7292500.0
2002-04-09,27828,28156,26848,26843,276951,29899.0,7292500.0
2002-04-10,26717,27111,25081,25535,366051,28441.0,7292500.0
2002-04-11,25603,26977,24881,26057,866619,29024.0,7292500.0
2002-04-12,26057,26254,25209,26189,431981,29170.0,7292500.0
2002-04-15,26189,26583,25204,25205,614858,28076.0,7292500.0
2002-04-16,26518,28190,26010,28185,830049,28295.0,7292500.0
2002-04-17,28984,29061,26518,27241,807570,27347.0,7292500.0
2002-04-18,27607,28257,26514,26658,272590,26763.0,7292500.0
2002-04-19,27238,29853,27238,27531,800702,27639.0,7292500.0
2002-04-22,29059,30510,27752,30511,819815,30628.0,7292500.0
2002-04-23,31166,31166,29422,29637,870379,29753.0,7292500.0
2002-04-24,29429,30151,26885,26951,431670,27055.0,7292500.0
2002-04-25,27603,28259,25423,25424,354985,25524.0,7292500.0
2002-04-26,24700,26444,24700,26152,238406,26253.0,7292500.0
2002-04-29,24701,26009,24045,24045,300641,24138.0,7292500.0
2002-04-30,23248,24705,23248,24335,200399,24430.0,7292500.0
2002-05-02,25064,25213,24484,24915,268203,25013.0,7292500.0
2002-05-03,25424,25788,24552,25353,292023,25451.0,7292500.0
2002-05-06,24698,25790,24483,24770,149771,24867.0,7292500.0
2002-05-07,24191,24627,23755,23971,189775,24065.0,7292500.0
2002-05-08,24334,24990,24119,24406,207807,24503.0,7292500.0
2002-05-09,25135,25356,23827,23971,221392,24065.0,7292500.0
2002-05-10,23612,24191,21139,21719,430070,21805.0,7292500.0
2002-05-13,21504,22018,20782,21648,337084,21732.0,7292500.0
2002-05-14,22372,23608,21936,23101,685702,23190.0,7292500.0
2002-05-15,23832,24340,23397,23391,1014098,23482.0,7292500.0
2002-05-16,22883,23684,22376,22663,707831,22753.0,7292500.0
2002-05-17,23389,23389,22303,22518,326039,22607.0,7292500.0
2002-05-20,22453,23104,22375,22447,301180,22534.0,7292500.0
2002-05-21,22162,22670,21798,21864,237131,21950.0,7292500.0
2002-05-22,22233,22233,21361,21648,222319,21732.0,7292500.0
2002-05-23,21651,21794,20922,20994,218436,21075.0,7292500.0
2002-05-24,21359,21359,20052,20195,173958,20273.0,7292500.0
2002-05-27,19615,20558,19466,19902,155048,19981.0,7292500.0
2002-05-28,19686,20265,19035,19322,215736,19398.0,7292500.0
2002-05-29,18964,19251,17728,17944,213696,18012.0,7292500.0
2002-05-30,17650,18163,17506,18014,107642,18085.0,7292500.0
2002-05-31,18234,18377,17434,17435,78397,17502.0,7292500.0
2002-06-03,18164,18308,17436,17580,87363,17648.0,7292500.0
2002-06-04,16710,17367,16567,16926,196833,23788.0,10209500.0
2002-06-05,16708,18159,16708,18159,161119,25524.0,10209500.0
2002-06-07,17799,18450,17578,18014,145429,25320.0,10209500.0
2002-06-10,17729,19616,17729,18523,271373,26034.0,10209500.0
2002-06-11,18890,19470,18675,18813,290202,26443.0,10209500.0
2002-06-12,18744,19324,18595,19103,202510,26851.0,10209500.0
2002-06-14,18819,19547,18675,18813,218990,26443.0,10209500.0
2002-06-17,18815,19108,18380,18523,92169,26034.0,10209500.0
2002-06-18,18599,19250,18378,18378,197859,25830.0,10209500.0
2002-06-19,18306,18742,16413,16706,273925,23482.0,10209500.0
2002-06-20,16493,17729,16493,17145,127051,24094.0,10209500.0
2002-06-21,17437,17437,16858,17145,62049,24094.0,10209500.0
2002-06-24,17076,17076,16353,16491,150545,23176.0,10209500.0
2002-06-25,16710,17074,15987,15982,114001,22461.0,10209500.0
2002-06-26,15697,15697,14096,14455,227266,20317.0,10209500.0
2002-06-27,14681,15039,14603,14819,162494,20827.0,10209500.0
2002-06-28,15551,16202,15187,15982,189108,22461.0,10209500.0
2002-07-02,15979,16271,15256,15908,104332,22359.0,10209500.0
2002-07-03,15983,17070,15398,16127,240607,22665.0,10209500.0
2002-07-04,16634,17070,16342,16342,150944,22971.0,10209500.0
2002-07-05,16710,16931,16424,16561,243701,23278.0,10209500.0
2002-07-08,17366,18238,17073,17724,540112,24911.0,10209500.0
2002-07-09,17801,19837,17801,19831,1020429,27872.0,10209500.0
2002-07-10,19685,20700,18813,19757,1251320,27770.0,10209500.0
2002-07-11,19394,19758,18743,18958,367337,26647.0,10209500.0
2002-07-12,19254,20562,18890,19177,657983,26953.0,10209500.0
2002-07-15,19039,19332,18531,18598,363269,26136.0,10209500.0
2002-07-16,18239,18747,17582,17869,327956,25115.0,10209500.0
2002-07-18,17947,18311,17367,17505,217169,24605.0,10209500.0
2002-07-19,17218,17654,16423,16926,268650,23788.0,10209500.0
2002-07-22,15917,16353,14967,15183,307785,21338.0,10209500.0
2002-07-23,14604,16419,14604,16127,259487,22665.0,10209500.0
2002-07-24,15621,15908,15186,15473,134155,21746.0,10209500.0
2002-07-25,16346,16710,15551,15618,231693,21950.0,10209500.0
2002-07-26,15984,15984,15255,15692,233015,22053.0,10209500.0
2002-07-29,15838,16130,15695,15982,166405,22461.0,10209500.0
2002-07-30,17436,17872,16636,17215,796895,24197.0,10209500.0
2002-07-31,17509,17653,16853,16996,335992,23890.0,10209500.0
2002-08-01,17292,17292,16349,16636,289494,23380.0,10209500.0
2002-08-02,16056,16564,16056,16272,130537,22869.0,10209500.0
2002-08-05,16783,17577,16054,16127,375490,22665.0,10209500.0
2002-08-06,16204,16789,15988,16491,255529,23176.0,10209500.0
2002-08-07,16929,17651,16636,16851,312695,23686.0,10209500.0
2002-08-08,17803,18018,17218,17869,911578,25115.0,10209500.0
2002-08-09,18527,18527,17434,17435,513375,24503.0,10209500.0
2002-08-12,17144,17872,17144,17795,237996,25013.0,10209500.0
2002-08-13,18087,18672,17872,18159,446250,25524.0,10209500.0
2002-08-14,18603,19111,18239,18598,750522,26136.0,10209500.0
2002-08-16,19177,19320,18305,18449,409540,25932.0,10209500.0
2002-08-19,18163,18957,18163,18378,352840,25830.0,10209500.0
2002-08-20,18602,19689,18453,19032,814527,26749.0,10209500.0
2002-08-21,19035,19035,18378,18743,378257,26341.0,10209500.0
2002-08-22,19109,19181,18094,18089,319891,25422.0,10209500.0
2002-08-23,18017,18309,17509,17724,389796,24911.0,10209500.0
2002-08-26,18017,18745,17730,18668,372564,26238.0,10209500.0
2002-08-27,18959,19036,18380,18523,295876,26034.0,10209500.0
2002-08-28,18234,19470,18234,18743,481778,26341.0,10209500.0
2002-08-29,18744,19180,18308,19103,183725,26851.0,10209500.0
2002-08-30,19252,19324,18816,19103,290235,26851.0,10209500.0
2002-09-02,18815,19180,18308,18523,174717,26034.0,10209500.0
2002-09-03,18524,18745,17652,17724,336822,24911.0,10209500.0
2002-09-04,17438,17802,17002,17360,246489,24401.0,10209500.0
2002-09-05,17436,17800,17215,17215,92693,24197.0,10209500.0
2002-09-06,16858,17294,16344,16417,178043,23073.0,10209500.0
2002-09-09,16495,16854,15259,15254,203694,21440.0,10209500.0
2002-09-10,15329,15908,15329,15473,142756,21746.0,10209500.0
2002-09-11,15473,16345,15473,16052,121353,22563.0,10209500.0
2002-09-12,15767,16567,15695,16561,81628,23278.0,10209500.0
2002-09-13,16276,16348,15620,15692,142478,22053.0,10209500.0
2002-09-16,15693,15908,15114,15109,167639,21236.0,10209500.0
2002-09-17,15187,15623,15187,15618,78892,21950.0,10209500.0
2002-09-18,15406,15406,14892,14893,129358,20929.0,10209500.0
2002-09-19,14965,15257,14821,15109,56226,21236.0,10209500.0
2002-09-23,14892,15035,14456,14600,82771,20521.0,10209500.0
2002-09-24,14313,14893,14242,14529,162342,20419.0,10209500.0
2002-09-25,14527,14748,13876,14020,116119,19704.0,10209500.0
2002-09-26,14527,14599,13148,13292,149806,18683.0,10209500.0
2002-09-27,13442,13657,12641,12857,104573,18071.0,10209500.0
2002-09-30,12498,12498,11333,11913,227764,16744.0,10209500.0
2002-10-01,11477,11912,10969,11913,156019,16744.0,10209500.0
2002-10-02,12209,12495,11623,11839,172850,16641.0,10209500.0
2002-10-04,11337,12138,11337,12132,88310,17050.0,10209500.0
2002-10-07,12056,12056,11548,11549,60539,16233.0,10209500.0
2002-10-08,11336,11993,11336,11987,127702,16846.0,10209500.0
2002-10-09,12065,12137,11264,11259,70561,15825.0,10209500.0
2002-10-10,11039,11260,10747,11040,145320,15518.0,10209500.0
2002-10-11,11261,11404,10897,10969,135096,15416.0,10209500.0
2002-10-14,11264,11915,11121,11623,175473,16335.0,10209500.0
2002-10-15,11772,12208,11629,12203,176064,17152.0,10209500.0
2002-10-16,12348,13292,11769,11913,578598,16744.0,10209500.0
2002-10-17,11701,12430,11630,12132,165026,17050.0,10209500.0
2002-10-18,12349,13006,12277,12857,242287,18071.0,10209500.0
2002-10-21,12711,12932,12419,12712,134714,17867.0,10209500.0
2002-10-22,12933,13005,12205,12277,120176,17254.0,10209500.0
2002-10-23,11913,12492,11913,12493,83400,17560.0,10209500.0
2002-10-24,12423,13445,12352,13147,276436,18479.0,10209500.0
2002-10-25,12927,13363,12927,13292,103509,18683.0,10209500.0
2002-10-28,13443,14094,13294,13946,158000,19602.0,10209500.0
2002-10-29,13807,14607,13586,13730,337219,19296.0,10209500.0
2002-10-30,13880,14095,13659,13875,94167,19500.0,10209500.0
2002-10-31,14171,14171,13514,13730,62743,19296.0,10209500.0
2002-11-01,13588,13803,13081,13147,72983,18479.0,10209500.0
2002-11-04,12930,13366,12930,13002,60609,18275.0,10209500.0
2002-11-05,13223,13516,12936,12931,38318,18173.0,10209500.0
2002-11-06,12859,13516,12859,13511,93904,18990.0,10209500.0
2002-11-07,13656,13656,13369,13585,72154,19092.0,10209500.0
2002-11-08,13295,13588,13152,13511,45668,18990.0,10209500.0
2002-11-11,13291,13727,13148,13292,63530,18683.0,10209500.0
2002-11-12,13004,13368,12419,12712,123423,17867.0,10209500.0
2002-11-13,12938,12938,12138,12132,98703,17050.0,10209500.0
2002-11-14,12425,13583,12425,13076,676726,18377.0,10209500.0
2002-11-15,13655,13727,13005,13292,272343,18683.0,10209500.0
2002-11-18,13151,13443,12858,13002,117343,18275.0,10209500.0
2002-11-19,12715,13151,12715,12931,101756,18173.0,10209500.0
2002-11-20,12715,12858,12494,12638,108356,17765.0,10209500.0
2002-11-21,12857,12928,12421,12493,101587,17560.0,10209500.0
2002-11-22,12713,13006,12641,12857,183754,18071.0,10209500.0
2002-11-25,12856,13006,12570,12857,34244,18071.0,10209500.0
2002-11-26,13079,13151,12858,13002,114871,18275.0,10209500.0
2002-11-27,13222,14094,13222,13730,343504,19296.0,10209500.0
2002-11-28,14314,14314,13800,13801,209944,19398.0,10209500.0
2002-11-29,13878,14021,13657,13801,114623,19398.0,10209500.0
2002-12-02,13808,14388,13808,14239,149356,20011.0,10209500.0
2002-12-03,14235,14671,13948,14600,280702,20521.0,10209500.0
2002-12-04,14315,14602,14094,14310,272992,20113.0,10209500.0
2002-12-05,14314,14822,14021,14745,219956,20725.0,10209500.0
2002-12-06,14530,15987,14530,15982,304552,22461.0,10209500.0
2002-12-09,16202,17295,15623,15618,1835239,21950.0,10209500.0
2002-12-10,15045,15624,14967,15183,261511,21338.0,10209500.0
2002-12-11,15550,15837,14965,15109,476082,21236.0,10209500.0
2002-12-12,14749,15406,14749,14893,326444,20929.0,10209500.0
2002-12-13,15187,15258,14894,15038,240877,21134.0,10209500.0
2002-12-16,15035,15184,14599,14600,162440,20521.0,10209500.0
2002-12-17,14679,14966,14315,14310,140300,20113.0,10209500.0
2002-12-18,14173,14609,14173,14239,144427,20011.0,10209500.0
2002-12-20,14094,14387,14094,14310,113151,20113.0,10209500.0
2002-12-23,14316,14316,12936,12931,177387,18173.0,10209500.0
2002-12-24,12933,12933,12133,12277,99164,17254.0,10209500.0
2002-12-26,12277,12642,12134,12493,76855,17560.0,10209500.0
2002-12-27,12423,12578,11814,11886,87240,15927.0,10209500.0
2002-12-30,11047,11656,10593,10743,128335,14395.0,10209500.0
2003-01-02,10972,11814,10972,11808,127949,15825.0,10209500.0
2003-01-03,11964,12573,11964,12419,121455,16641.0,10209500.0
2003-01-06,12264,13864,12186,13865,735395,18581.0,10209500.0
2003-01-07,14252,14329,13105,13255,354100,17765.0,10209500.0
2003-01-08,13715,14778,13560,14778,603256,19806.0,10209500.0
2003-01-09,14706,16002,14551,15847,1438091,21236.0,10209500.0
2003-01-10,16459,16615,14100,14704,607983,19704.0,10209500.0
2003-01-13,14859,15999,14327,15540,1103152,20827.0,10209500.0
2003-01-14,15239,15848,14403,14475,558307,19398.0,10209500.0
2003-01-15,14553,14780,13944,14016,326108,18785.0,10209500.0
2003-01-16,14246,14246,13715,13942,246621,18683.0,10209500.0
2003-01-17,13942,14246,13183,13942,334224,18683.0,10209500.0
2003-01-20,13942,14019,13488,13942,170184,18683.0,10209500.0
2003-01-21,13943,14701,13943,14397,254904,19296.0,10209500.0
2003-01-22,15318,16076,15013,15007,2942842,20113.0,10209500.0
2003-01-23,15545,15777,14177,14171,1228162,18990.0,10209500.0
2003-01-24,14710,15695,13945,14627,1466842,19602.0,10209500.0
2003-01-27,14629,14629,12873,12951,571536,17356.0,10209500.0
2003-01-28,12952,13256,12576,12648,378550,17795.0,10719975.0
2003-01-29,12952,13030,11579,11579,267518,16294.0,10719975.0
2003-01-30,11583,12264,11583,12038,156537,16938.0,10719975.0
2003-02-03,11892,12424,11659,12419,164141,17474.0,10719975.0
2003-02-04,12570,13101,12343,12493,258114,17581.0,10719975.0
2003-02-05,12419,12951,11960,12951,253824,18224.0,10719975.0
2003-02-06,13108,13108,12272,12267,242398,17259.0,10719975.0
2003-02-07,12119,12268,11814,11808,115992,16616.0,10719975.0
2003-02-10,11815,11965,11355,11350,138605,15973.0,10719975.0
2003-02-11,11355,11815,11051,11350,226261,15973.0,10719975.0
2003-02-12,11656,12647,11507,12648,666537,17795.0,10719975.0
2003-02-13,13258,14094,12953,13103,1125074,18438.0,10719975.0
2003-02-14,13255,13482,12569,12951,520933,18224.0,10719975.0
2003-02-17,13486,13945,13181,13713,581965,19296.0,10719975.0
2003-02-18,13563,14328,13336,13791,642458,19403.0,10719975.0
2003-02-19,14024,14180,13415,13410,371025,18867.0,10719975.0
2003-02-20,13414,14095,13414,13636,936757,19189.0,10719975.0
2003-02-21,13565,14174,13338,13332,371605,18760.0,10719975.0
2003-02-24,13335,13562,13108,13103,226221,18438.0,10719975.0
2003-02-25,12797,13101,12492,12493,212344,17581.0,10719975.0
2003-02-26,12576,12803,12498,12648,125536,17795.0,10719975.0
2003-02-27,12646,12646,11960,12038,137655,16938.0,10719975.0
2003-02-28,12419,12419,11882,11960,117336,16830.0,10719975.0
2003-03-03,12039,12272,11890,12267,141013,17259.0,10719975.0
2003-03-04,12274,12274,11736,11886,83593,16723.0,10719975.0
2003-03-05,11885,11885,11126,11198,70873,15758.0,10719975.0
2003-03-06,11195,11428,10819,10969,68235,15437.0,10719975.0
2003-03-07,10971,10971,10135,10285,119789,14472.0,10719975.0
2003-03-10,10288,10592,10133,10133,140571,14258.0,10719975.0
2003-03-11,10133,10282,9601,10056,125553,14150.0,10719975.0
2003-03-12,9909,10900,9909,10895,165329,15330.0,10719975.0
2003-03-13,11046,11046,10055,10133,88389,14258.0,10719975.0
2003-03-14,10746,11051,10442,10514,87040,14794.0,10719975.0
2003-03-17,10135,10518,9299,9371,88317,13186.0,10719975.0
2003-03-18,9832,10059,9754,9826,103404,13829.0,10719975.0
2003-03-19,10136,10136,9754,9904,76502,13936.0,10719975.0
2003-03-20,10136,10972,9981,10817,189144,15222.0,10719975.0
2003-03-21,10900,11050,10596,10895,87788,15330.0,10719975.0
2003-03-24,11205,11737,10823,10817,196215,15222.0,10719975.0
2003-03-25,10057,10440,10057,10207,88212,14365.0,10719975.0
2003-03-26,10368,10672,10212,10362,98458,14579.0,10719975.0
2003-03-27,10290,10517,10057,10285,51586,14472.0,10719975.0
2003-03-28,10211,10665,10134,10666,106807,15008.0,10719975.0
2003-03-31,11049,11049,10057,10207,68542,14365.0,10719975.0
2003-04-01,9830,10290,9675,10285,36667,14472.0,10719975.0
2003-04-02,10287,10442,10137,10436,82331,14686.0,10719975.0
2003-04-03,10824,11051,10287,10436,160224,14686.0,10719975.0
2003-04-04,10215,10519,9988,10514,72411,14794.0,10719975.0
2003-04-07,10819,11124,10664,11047,186214,15544.0,10719975.0
2003-04-08,10978,10978,10667,10895,90901,15330.0,10719975.0
2003-04-09,10745,10901,10596,10817,58573,15222.0,10719975.0
2003-04-10,10671,11047,10671,10743,62196,15115.0,10719975.0
2003-04-11,10667,11587,10667,10895,327531,15330.0,10719975.0
2003-04-14,10891,11195,10891,10969,101853,15437.0,10719975.0
2003-04-15,11126,11508,11126,11198,200862,15758.0,10719975.0
2003-04-16,11581,11814,11432,11808,177355,16616.0,10719975.0
2003-04-17,11815,11815,11355,11505,110316,16187.0,10719975.0
2003-04-18,11509,11814,11509,11731,104645,16509.0,10719975.0
2003-04-21,11961,11961,11429,11579,69926,16294.0,10719975.0
2003-04-22,11655,11655,11046,11047,123391,15544.0,10719975.0
2003-04-23,11582,12347,11433,12341,532652,17366.0,10719975.0
2003-04-24,13796,13796,13187,13791,2090244,19403.0,10719975.0
2003-04-25,13410,13560,12192,13029,953151,18331.0,10719975.0
2003-04-28,12646,14402,12646,12951,866482,18224.0,10719975.0
2003-04-29,13412,14474,13179,14397,1878505,20261.0,10719975.0
2003-04-30,14634,15165,13260,13410,1350090,18867.0,10719975.0
2003-05-02,13642,13720,12806,13410,402571,18867.0,10719975.0
2003-05-06,13720,13947,13033,13255,421795,18653.0,10719975.0
2003-05-07,13560,14629,13482,13865,1213431,19510.0,10719975.0
2003-05-09,13946,14023,13336,13636,466722,19189.0,10719975.0
2003-05-12,14019,14324,13864,13865,473751,19510.0,10719975.0
2003-05-13,14175,14551,13028,13029,836414,18331.0,10719975.0
2003-05-14,13033,13338,12800,13255,283934,18653.0,10719975.0
2003-05-15,13337,13414,12727,12722,337588,17902.0,10719975.0
2003-05-16,12038,12265,11656,11657,558500,16402.0,10719975.0
2003-05-19,11658,11813,11126,11276,360366,15866.0,10719975.0
2003-05-20,10973,11582,10973,11428,313479,16080.0,10719975.0
2003-05-21,11353,12494,11353,12112,497220,17045.0,10719975.0
2003-05-22,12194,12421,11585,11657,355217,16402.0,10719975.0
2003-05-23,11886,11963,11581,11731,209714,16509.0,10719975.0
2003-05-26,11813,12267,11580,12189,505552,17152.0,10719975.0
2003-05-27,12274,12345,11814,11886,209560,16723.0,10719975.0
2003-05-28,12187,12264,11810,11960,187546,16830.0,10719975.0
2003-05-29,11963,12119,11736,11808,95801,16616.0,10719975.0
2003-05-30,11655,12264,11655,11960,153743,16830.0,10719975.0
2003-06-02,12037,13178,12037,12951,639234,18224.0,10719975.0
2003-06-03,12878,13792,12728,13255,743503,18653.0,10719975.0
2003-06-04,13642,13947,13033,13255,1071721,18653.0,10719975.0
2003-06-05,13487,13565,13105,13255,356743,18653.0,10719975.0
2003-06-09,13033,13260,13033,13255,94105,18653.0,10719975.0
2003-06-10,13028,13255,12951,13029,125638,18331.0,10719975.0
2003-06-11,12880,13107,12576,12648,243492,17795.0,10719975.0
2003-06-12,12801,13255,12646,12951,304400,18224.0,10719975.0
2003-06-13,13182,13260,12955,13255,216678,18653.0,10719975.0
2003-06-16,13031,13490,12881,13180,168627,18546.0,10719975.0
2003-06-17,13334,14397,13334,13484,1133218,18974.0,10719975.0
2003-06-18,13867,13867,12953,13180,336276,18546.0,10719975.0
2003-06-19,13186,13490,12953,13180,238379,18546.0,10719975.0
2003-06-20,12951,13178,12951,12951,141053,18224.0,10719975.0
2003-06-23,12806,13111,12424,12419,143993,17474.0,10719975.0
2003-06-24,12346,12573,12119,12419,85892,17474.0,10719975.0
2003-06-25,12574,12729,12347,12341,76497,17366.0,10719975.0
2003-06-26,12496,12574,12269,12341,66353,17366.0,10719975.0
2003-06-27,12497,12951,12419,12951,209849,18224.0,10719975.0
2003-06-30,12954,13337,12650,12800,140097,18010.0,10719975.0
2003-07-01,12806,12806,12346,12419,206851,17474.0,10719975.0
2003-07-02,12495,13032,12495,12722,299501,17902.0,10719975.0
2003-07-03,12884,12956,12424,12419,222254,17474.0,10719975.0
2003-07-04,12497,12951,12419,12951,234413,18224.0,10719975.0
