배럴(267790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-17,12350,12500,11800,11900,133376,93035.0,7818100.0
2019-07-18,11850,12250,11600,11600,92906,90690.0,7818100.0
2019-07-19,11600,12050,11600,12000,90019,93817.0,7818100.0
2019-07-22,12950,14200,12500,12500,1001443,97726.0,7818100.0
2019-07-23,12450,12600,11850,12000,163787,93817.0,7818100.0
2019-07-24,12400,12750,11650,11800,206894,92254.0,7818100.0
2019-07-25,11750,12050,11600,11750,94016,91863.0,7818100.0
2019-07-26,11700,11850,11400,11650,94911,91081.0,7818100.0
2019-07-29,11600,11750,10850,10950,122477,85608.0,7818100.0
2019-07-30,10700,12950,10700,11400,874115,89126.0,7818100.0
2019-07-31,11250,11500,10950,11050,92401,86390.0,7818100.0
2019-08-01,11050,11250,10800,10800,67775,84435.0,7818100.0
2019-08-02,10550,11000,10450,10700,77939,83654.0,7818100.0
2019-08-05,10700,10750,9740,9740,201010,76148.0,7818100.0
2019-08-06,9260,10100,8060,9370,230050,73256.0,7818100.0
2019-08-07,9340,9890,9340,9690,94176,75757.0,7818100.0
2019-08-08,9720,10650,9670,10350,118791,80917.0,7818100.0
2019-08-09,10350,10700,10350,10550,82941,82481.0,7818100.0
2019-08-12,10400,10750,10400,10550,52455,82481.0,7818100.0
2019-08-13,10450,10600,10250,10300,29259,80526.0,7818100.0
2019-08-14,10400,10550,10400,10400,30601,81308.0,7818100.0
2019-08-16,10350,10450,10100,10300,26022,80526.0,7818100.0
2019-08-19,10200,10450,10150,10150,30758,79354.0,7818100.0
2019-08-20,10250,10400,10150,10400,29607,81308.0,7818100.0
2019-08-21,10300,10550,10300,10350,24116,80917.0,7818100.0
2019-08-22,10350,10500,10200,10300,26857,80526.0,7818100.0
2019-08-23,10300,10300,9870,10000,84240,78181.0,7818100.0
2019-08-26,9750,10400,9530,9750,89633,76226.0,7818100.0
2019-08-27,9760,9970,9700,9720,45324,75992.0,7818100.0
2019-08-28,9650,9940,9590,9690,85675,75757.0,7818100.0
2019-08-29,9700,9850,9660,9720,50872,75992.0,7818100.0
2019-08-30,9740,10100,9720,9900,58859,77399.0,7818100.0
2019-09-02,9900,10250,9840,10100,46823,78963.0,7818100.0
2019-09-03,10050,10250,10050,10250,28352,80136.0,7818100.0
2019-09-04,10150,10300,10050,10250,27955,80136.0,7818100.0
2019-09-05,10250,10600,10200,10300,45131,80526.0,7818100.0
2019-09-06,10300,10350,10050,10050,29007,78572.0,7818100.0
2019-09-09,10050,10150,9970,10000,32634,78181.0,7818100.0
2019-09-10,9960,10150,9960,9960,26283,77868.0,7818100.0
2019-09-11,9980,10150,9910,10050,38235,78572.0,7818100.0
2019-09-16,10700,10700,10150,10200,65348,79745.0,7818100.0
2019-09-17,10250,10550,10100,10500,61611,82090.0,7818100.0
2019-09-18,10600,10600,10350,10400,37971,81308.0,7818100.0
2019-09-19,10500,10650,10300,10650,42222,83263.0,7818100.0
2019-09-20,11250,12800,10800,10800,1312647,84435.0,7818100.0
2019-09-23,10900,11050,10650,10650,121778,83263.0,7818100.0
2019-09-24,10550,11200,10500,10650,262313,83263.0,7818100.0
2019-09-25,10650,10900,10300,10400,94897,81308.0,7818100.0
2019-09-26,10400,10700,10350,10450,58866,81699.0,7818100.0
2019-09-27,10500,10550,10050,10200,64131,79745.0,7818100.0
2019-09-30,10100,10250,9760,10050,77286,78572.0,7818100.0
2019-10-01,10000,10150,9750,10100,34462,78963.0,7818100.0
2019-10-02,10000,10300,9970,10000,38680,78181.0,7818100.0
2019-10-04,10000,10150,9850,9980,27491,78025.0,7818100.0
2019-10-07,10100,10100,9980,10000,41666,78181.0,7818100.0
