에이텍티앤(224110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-26,8820,9000,8770,8800,12160,46992.0,5340000.0
2016-02-29,8800,8850,8700,8700,8582,46458.0,5340000.0
2016-03-02,8700,8880,8550,8700,10040,46458.0,5340000.0
2016-03-03,8750,8790,8550,8680,4758,46351.0,5340000.0
2016-03-04,8670,8670,8500,8560,9466,45710.0,5340000.0
2016-03-07,8580,8670,8500,8630,10671,46084.0,5340000.0
2016-03-08,8550,8710,8430,8590,12318,45871.0,5340000.0
2016-03-09,8680,8680,8430,8550,11324,45657.0,5340000.0
2016-03-10,8470,8830,8430,8500,19313,45390.0,5340000.0
2016-03-11,8600,8790,8570,8700,12138,46458.0,5340000.0
2016-03-14,8790,8870,8660,8700,5495,46458.0,5340000.0
2016-03-15,8540,8840,8540,8710,13393,46511.0,5340000.0
2016-03-16,8800,8800,8590,8760,42969,46778.0,5340000.0
2016-03-17,8760,8880,8670,8790,12353,46939.0,5340000.0
2016-03-18,8790,9500,8750,9300,88022,49662.0,5340000.0
2016-03-21,9350,9570,9060,9160,42152,48914.0,5340000.0
2016-03-22,9250,9330,9040,9230,24965,49288.0,5340000.0
2016-03-23,9420,9420,9080,9150,21611,48861.0,5340000.0
2016-03-24,9150,9490,9120,9340,65045,49876.0,5340000.0
2016-03-25,9220,9420,9220,9360,23139,49982.0,5340000.0
2016-03-28,9360,9500,9200,9240,34798,49342.0,5340000.0
2016-03-29,9240,9380,9040,9230,20746,49288.0,5340000.0
2016-03-30,9260,9350,9070,9230,15279,49288.0,5340000.0
2016-03-31,9230,9330,9030,9030,15292,48220.0,5340000.0
2016-04-01,9040,9120,8600,8640,38135,46138.0,5340000.0
2016-04-04,8810,8810,8450,8470,37610,45230.0,5340000.0
2016-04-05,8700,8700,8400,8570,54094,45764.0,5340000.0
2016-04-06,8570,8700,8540,8680,23363,46351.0,5340000.0
2016-04-07,8670,8680,8490,8560,32514,45710.0,5340000.0
2016-04-08,8560,8650,8500,8650,28090,46191.0,5340000.0
2016-04-11,8650,8900,8600,8720,20233,46565.0,5340000.0
2016-04-12,8750,8750,8630,8640,14168,46138.0,5340000.0
2016-04-14,8640,8720,8420,8600,13953,45924.0,5340000.0
2016-04-15,8520,8700,8520,8570,9100,45764.0,5340000.0
2016-04-18,8600,8660,8440,8450,21377,45123.0,5340000.0
2016-04-19,8410,9040,8360,8800,83651,46992.0,5340000.0
2016-04-20,8810,9100,8760,8930,65142,47686.0,5340000.0
2016-04-21,9020,9190,8820,8860,26558,47312.0,5340000.0
2016-04-22,8630,8970,8630,8900,24121,47526.0,5340000.0
2016-04-25,8990,8990,8790,8850,9634,47259.0,5340000.0
2016-04-26,8850,9000,8740,9000,18087,48060.0,5340000.0
2016-04-27,9010,9040,8830,8980,13629,47953.0,5340000.0
2016-04-28,9100,9320,8980,9060,41749,48380.0,5340000.0
2016-04-29,8930,9030,8790,8790,21466,46939.0,5340000.0
2016-05-02,8800,8870,8550,8550,26681,45657.0,5340000.0
2016-05-03,8550,8650,8550,8560,14250,45710.0,5340000.0
2016-05-04,8730,8930,8550,8800,32278,46992.0,5340000.0
2016-05-09,8800,8940,8670,8750,6369,46725.0,5340000.0
2016-05-10,8650,8740,8570,8670,17919,46298.0,5340000.0
2016-05-11,8700,8700,8520,8620,16668,46031.0,5340000.0
2016-05-12,8620,8740,8500,8700,36729,46458.0,5340000.0
2016-05-13,8670,8720,8400,8680,40943,46351.0,5340000.0
2016-05-16,8500,8560,8390,8390,30741,44803.0,5340000.0
2016-05-17,8360,8360,8070,8150,50182,43521.0,5340000.0
2016-05-18,8080,8150,7910,7940,21768,42400.0,5340000.0
2016-05-19,7950,8100,7870,8020,34100,42827.0,5340000.0
2016-05-20,8020,8110,7880,7880,14435,42079.0,5340000.0
2016-05-23,7880,7960,7820,7820,9274,41759.0,5340000.0
2016-05-24,7820,8150,7770,7840,34215,41866.0,5340000.0
2016-05-25,7840,7920,7790,7830,8023,41812.0,5340000.0
2016-05-26,7830,7910,7770,7830,8918,41812.0,5340000.0
2016-05-27,7830,7970,7670,7800,19487,41652.0,5340000.0
2016-05-30,7800,8000,7780,7840,7421,41866.0,5340000.0
2016-05-31,7930,7960,7770,7870,12049,42026.0,5340000.0
2016-06-01,7820,7910,7790,7860,3009,41972.0,5340000.0
2016-06-02,7710,7920,7710,7890,11856,42133.0,5340000.0
2016-06-03,7960,7970,7720,7850,7884,41919.0,5340000.0
2016-06-07,7850,7850,7670,7670,28942,40958.0,5340000.0
2016-06-08,7530,7650,7360,7470,33528,39890.0,5340000.0
2016-06-09,7420,7490,7220,7410,29119,39569.0,5340000.0
2016-06-10,7410,7450,7310,7340,13244,39196.0,5340000.0
2016-06-13,7170,7310,7000,7070,29917,37754.0,5340000.0
2016-06-14,6900,7070,6800,6950,58320,37113.0,5340000.0
2016-06-15,6950,7080,6810,6910,51020,36899.0,5340000.0
2016-06-16,6930,7050,6820,6880,26576,36739.0,5340000.0
2016-06-17,6890,7140,6880,6950,26893,37113.0,5340000.0
2016-06-20,6950,7100,6950,7040,37657,37594.0,5340000.0
2016-06-21,7050,7160,7000,7080,12063,37807.0,5340000.0
2016-06-22,7130,7400,7100,7290,55297,38929.0,5340000.0
2016-06-23,7180,7300,7020,7050,24954,37647.0,5340000.0
2016-06-24,7070,7290,6330,6640,55999,35458.0,5340000.0
2016-06-27,6350,6790,6350,6640,26755,35458.0,5340000.0
2016-06-28,6520,7090,6490,7000,24298,37380.0,5340000.0
2016-06-29,7010,7220,7010,7190,13463,38395.0,5340000.0
2016-06-30,7260,7400,7120,7350,25344,39249.0,5340000.0
2016-07-01,7300,7700,7250,7380,20533,39409.0,5340000.0
2016-07-04,7400,7420,7280,7420,16974,39623.0,5340000.0
2016-07-05,7430,7430,7200,7290,13123,38929.0,5340000.0
2016-07-06,7190,7330,7150,7200,16013,38448.0,5340000.0
2016-07-07,7200,7460,7200,7390,14588,39463.0,5340000.0
2016-07-08,7460,7460,7240,7330,10270,39142.0,5340000.0
2016-07-11,7340,7370,7250,7280,14789,38875.0,5340000.0
2016-07-12,7350,7400,7280,7300,16655,38982.0,5340000.0
2016-07-13,7390,7400,7320,7400,24289,39516.0,5340000.0
2016-07-14,7550,7550,7300,7400,26942,39516.0,5340000.0
2016-07-15,7480,7490,7330,7400,3464,39516.0,5340000.0
2016-07-18,7320,7480,7320,7400,11169,39516.0,5340000.0
2016-07-19,7400,7410,7300,7350,7432,39249.0,5340000.0
2016-07-20,7350,7400,7250,7390,14298,39463.0,5340000.0
2016-07-21,7380,7380,7060,7130,29740,38074.0,5340000.0
2016-07-22,7130,7260,6940,7000,18272,37380.0,5340000.0
2016-07-25,7000,7000,6710,6770,20069,36152.0,5340000.0
2016-07-26,6620,7250,6620,7220,24932,38555.0,5340000.0
2016-07-27,7150,7200,7030,7050,16364,37647.0,5340000.0
2016-07-28,7100,7150,6890,7030,7606,37540.0,5340000.0
2016-07-29,7030,7280,6990,7080,3436,37807.0,5340000.0
2016-08-01,7100,7100,6950,6950,4775,37113.0,5340000.0
2016-08-02,6950,7300,6920,6930,6730,37006.0,5340000.0
2016-08-03,6850,6930,6820,6840,6257,36526.0,5340000.0
2016-08-04,6780,6990,6780,6840,8920,36526.0,5340000.0
2016-08-05,6900,6920,6620,6680,3830,35671.0,5340000.0
2016-08-08,6690,6860,6620,6680,7611,35671.0,5340000.0
2016-08-09,6690,6810,6520,6710,6717,35831.0,5340000.0
2016-08-10,6710,6840,6690,6780,7139,36205.0,5340000.0
2016-08-11,6850,6850,6780,6850,5999,36579.0,5340000.0
2016-08-12,6920,7050,6870,7000,9788,37380.0,5340000.0
2016-08-16,7070,8770,7070,7270,1938056,38822.0,5340000.0
2016-08-17,7390,7400,6990,7200,188373,38448.0,5340000.0
2016-08-18,7230,8500,7130,7800,1625366,41652.0,5340000.0
2016-08-19,7910,8770,7780,8150,1034341,43521.0,5340000.0
2016-08-22,8000,8250,7860,7870,130482,42026.0,5340000.0
2016-08-23,7790,8130,7730,7870,122605,42026.0,5340000.0
2016-08-24,7780,7800,7440,7530,175868,40210.0,5340000.0
2016-08-25,7640,7900,7500,7760,138175,41438.0,5340000.0
2016-08-26,7710,7800,7550,7550,40988,40317.0,5340000.0
2016-08-29,7550,7620,7270,7280,54903,38875.0,5340000.0
2016-08-30,7310,7690,7290,7690,45909,41065.0,5340000.0
2016-08-31,7600,7600,7390,7520,21778,40157.0,5340000.0
2016-09-01,7450,7700,7450,7670,35590,40958.0,5340000.0
2016-09-02,7610,7890,7610,7700,62246,41118.0,5340000.0
2016-09-05,7830,8560,7830,8120,392598,43361.0,5340000.0
2016-09-06,8060,8710,8050,8500,742016,45390.0,5340000.0
2016-09-07,8410,8580,8160,8200,256537,43788.0,5340000.0
2016-09-08,8200,8350,7840,8150,118887,43521.0,5340000.0
2016-09-09,8150,8330,7900,8000,79599,42720.0,5340000.0
2016-09-12,7870,7980,7520,7610,53672,40637.0,5340000.0
2016-09-13,7620,7780,7600,7670,16192,40958.0,5340000.0
2016-09-19,7590,7980,7590,7750,34788,41385.0,5340000.0
2016-09-20,7750,7920,7600,7920,128709,42293.0,5340000.0
2016-09-21,8000,8290,7900,8120,143676,43361.0,5340000.0
2016-09-22,8120,8190,7870,7900,28688,42186.0,5340000.0
2016-09-23,7950,7950,7770,7920,31399,42293.0,5340000.0
2016-09-26,7910,8180,7860,7980,57150,42613.0,5340000.0
2016-09-27,8060,8060,7870,7940,23232,42400.0,5340000.0
2016-09-28,7970,8000,7850,7900,25593,42186.0,5340000.0
2016-09-29,7820,7970,7790,7850,33502,41919.0,5340000.0
2016-09-30,7910,7910,7600,7820,15898,41759.0,5340000.0
2016-10-04,7820,7900,7650,7840,20578,41866.0,5340000.0
2016-10-05,7840,7950,7830,7920,13290,42293.0,5340000.0
2016-10-06,7920,8230,7900,8100,60073,43254.0,5340000.0
2016-10-07,8020,8190,8020,8190,55833,43735.0,5340000.0
2016-10-10,8350,8490,8080,8130,55165,43414.0,5340000.0
2016-10-11,8130,8680,8030,8250,337941,44055.0,5340000.0
2016-10-12,8050,8210,8030,8190,54678,43735.0,5340000.0
2016-10-13,8200,8570,8200,8390,97610,44803.0,5340000.0
2016-10-14,8490,8610,8140,8270,100263,44162.0,5340000.0
2016-10-17,8160,8290,8160,8160,36955,43574.0,5340000.0
2016-10-18,8080,8250,8000,8150,43605,43521.0,5340000.0
2016-10-19,8190,8510,8150,8190,105546,43735.0,5340000.0
2016-10-20,8190,8550,8110,8170,97341,43628.0,5340000.0
2016-10-21,8150,8620,8110,8550,174533,45657.0,5340000.0
2016-10-24,9050,10750,9010,9140,3868588,48808.0,5340000.0
2016-10-25,9000,9000,8600,8940,575717,47740.0,5340000.0
2016-10-26,8850,11000,8750,10150,4885081,54201.0,5340000.0
2016-10-27,10800,10950,9890,10600,1454560,56604.0,5340000.0
2016-10-28,10900,11200,9940,9940,1380352,53080.0,5340000.0
2016-10-31,10200,10450,9220,9300,676432,49662.0,5340000.0
2016-11-01,9210,9720,8890,9680,575370,51691.0,5340000.0
2016-11-02,9900,11450,8940,9310,3310123,49715.0,5340000.0
2016-11-03,9500,12100,9450,12100,5033956,64614.0,5340000.0
2016-11-04,11900,14650,11800,13300,10712512,71022.0,5340000.0
2016-11-07,12900,13700,12900,13600,611024,72624.0,5340000.0
2016-11-08,13650,13850,13350,13850,371815,73959.0,5340000.0
2016-11-09,13900,14950,12450,14950,691099,79833.0,5340000.0
2016-11-10,15600,15600,13800,14700,1377503,78498.0,5340000.0
2016-11-11,14500,14900,13600,14550,1107851,77697.0,5340000.0
2016-11-14,14600,14600,13700,13950,611921,74493.0,5340000.0
2016-11-15,14100,17150,13700,14500,4560322,77430.0,5340000.0
2016-11-16,14750,15700,14400,14900,2525086,79566.0,5340000.0
2016-11-17,15750,17750,15650,16600,4369671,88644.0,5340000.0
2016-11-18,16450,16900,15350,15600,856672,83304.0,5340000.0
2016-11-21,16100,16900,14950,15650,987081,83571.0,5340000.0
2016-11-22,16850,17000,15000,16150,1011535,86241.0,5340000.0
2016-11-23,16300,16850,15600,16650,827384,88911.0,5340000.0
2016-11-24,16500,17450,16150,17200,969719,91848.0,5340000.0
2016-11-25,16800,17050,16500,16900,565724,90246.0,5340000.0
2016-11-28,16950,16950,16100,16400,421065,87576.0,5340000.0
2016-11-29,16100,16950,15000,16300,862984,87042.0,5340000.0
2016-11-30,16000,16150,15500,15600,333805,83304.0,5340000.0
2016-12-01,16450,16500,14800,14800,688294,79032.0,5340000.0
2016-12-02,14550,14900,13850,14200,552375,75828.0,5340000.0
2016-12-05,14350,14750,14050,14200,531432,75828.0,5340000.0
2016-12-06,14300,14450,13950,14400,263133,76896.0,5340000.0
2016-12-07,14400,14950,13000,13250,806223,70755.0,5340000.0
2016-12-08,13050,13450,12850,13400,359309,71556.0,5340000.0
2016-12-09,13500,14800,12900,14200,910059,75828.0,5340000.0
2016-12-12,14300,14450,13850,14300,462004,76362.0,5340000.0
2016-12-13,14050,14050,13100,13450,357605,71823.0,5340000.0
2016-12-14,13450,13750,12450,12600,389017,67284.0,5340000.0
2016-12-15,12550,13400,12450,12650,430221,67551.0,5340000.0
2016-12-16,12750,12900,12150,12400,301301,66216.0,5340000.0
2016-12-19,12200,12700,12150,12600,235980,67284.0,5340000.0
2016-12-20,12450,12950,12250,12300,259967,65682.0,5340000.0
2016-12-21,12500,13000,12350,12450,490176,66483.0,5340000.0
2016-12-22,12300,12400,11550,11650,360085,62211.0,5340000.0
2016-12-23,11600,11900,11300,11700,274103,62478.0,5340000.0
2016-12-26,11750,11800,11250,11300,166178,60342.0,5340000.0
2016-12-27,11350,11850,11200,11200,185149,59808.0,5340000.0
2016-12-28,11200,11900,11200,11550,267191,61677.0,5340000.0
2016-12-29,11500,12000,11450,11850,139643,63279.0,5340000.0
2017-01-02,11700,11800,11200,11550,170553,61677.0,5340000.0
2017-01-03,11600,11650,11250,11350,115644,60609.0,5340000.0
2017-01-04,11450,12300,11400,11850,584798,63279.0,5340000.0
2017-01-05,11750,12150,11600,12100,227138,64614.0,5340000.0
2017-01-06,12100,12200,11750,11800,188233,63012.0,5340000.0
2017-01-09,11500,12100,11400,11700,150894,62478.0,5340000.0
2017-01-10,11650,11800,11300,11400,99858,60876.0,5340000.0
2017-01-11,11500,12000,11350,12000,122327,64080.0,5340000.0
2017-01-12,12100,12200,11650,11650,203703,62211.0,5340000.0
2017-01-13,11650,11700,10900,11150,260995,59541.0,5340000.0
2017-01-16,11100,11350,10450,10600,303116,56604.0,5340000.0
2017-01-17,10600,10850,10450,10650,154965,56871.0,5340000.0
2017-01-18,10650,10900,10500,10550,170252,56337.0,5340000.0
2017-01-19,10500,11150,10500,10700,407895,57138.0,5340000.0
2017-01-20,10750,10800,9920,9970,254449,53240.0,5340000.0
2017-01-23,10100,10800,9600,9630,408165,51424.0,5340000.0
2017-01-24,9490,9790,9490,9610,137261,51317.0,5340000.0
2017-01-25,9780,9900,9500,9500,88703,50730.0,5340000.0
2017-01-26,9430,10500,9410,10300,454131,55002.0,5340000.0
2017-01-31,10000,10100,9680,9690,219676,51745.0,5340000.0
2017-02-01,9520,9870,9520,9760,95929,52118.0,5340000.0
2017-02-02,9830,9970,8900,9030,354028,48220.0,5340000.0
2017-02-03,8900,9130,8650,8660,183830,46244.0,5340000.0
2017-02-06,8660,9020,8610,8850,81858,47259.0,5340000.0
2017-02-07,8730,8910,8690,8890,49499,47473.0,5340000.0
2017-02-08,9110,9120,8600,8630,73798,46084.0,5340000.0
2017-02-09,8630,9080,8630,8840,125150,47206.0,5340000.0
2017-02-10,9030,9130,8650,8750,92842,46725.0,5340000.0
2017-02-13,8750,9260,8740,9180,109418,49021.0,5340000.0
2017-02-14,9130,9280,8990,9200,86341,49128.0,5340000.0
2017-02-15,9190,9300,9090,9090,63886,48541.0,5340000.0
2017-02-16,9100,9420,8990,9390,145747,50143.0,5340000.0
2017-02-17,9450,10100,9350,9400,623511,50196.0,5340000.0
2017-02-20,9350,9670,9350,9450,70712,50463.0,5340000.0
2017-02-21,9410,10100,9410,9640,570455,51478.0,5340000.0
2017-02-22,9670,9700,9480,9540,90782,50944.0,5340000.0
2017-02-23,9470,9640,9290,9360,105391,49982.0,5340000.0
2017-02-24,9260,9430,9070,9110,71314,48647.0,5340000.0
2017-02-27,9020,9170,8900,9070,41725,48434.0,5340000.0
2017-02-28,9000,9370,8960,9200,47937,49128.0,5340000.0
2017-03-02,9210,9490,9110,9240,63980,49342.0,5340000.0
2017-03-03,9240,9330,8890,9030,52805,48220.0,5340000.0
2017-03-06,8840,9000,8710,8890,57150,47473.0,5340000.0
2017-03-07,8730,8890,8700,8770,43091,46832.0,5340000.0
2017-03-08,8780,8850,8620,8620,36330,46031.0,5340000.0
2017-03-09,8620,8900,8620,8850,58578,47259.0,5340000.0
2017-03-10,8830,9290,7770,9090,189588,48541.0,5340000.0
2017-03-13,9090,9290,9000,9150,75912,48861.0,5340000.0
2017-03-14,9150,9260,9020,9230,63881,49288.0,5340000.0
2017-03-15,9240,9280,8910,8930,67068,47686.0,5340000.0
2017-03-16,8920,9220,8860,9050,75418,48327.0,5340000.0
2017-03-17,8960,9040,8740,8790,60446,46939.0,5340000.0
2017-03-20,8860,8860,8210,8210,97418,43841.0,5340000.0
2017-03-21,8130,8550,8130,8250,75869,44055.0,5340000.0
2017-03-22,8160,8400,8030,8030,76183,42880.0,5340000.0
2017-03-23,8070,9460,8070,8620,2532340,46031.0,5340000.0
2017-03-24,8540,8570,8200,8270,312192,44162.0,5340000.0
2017-03-27,8270,8790,8240,8620,600965,46031.0,5340000.0
2017-03-28,7760,7760,7100,7100,719722,37914.0,5340000.0
2017-03-29,7150,7310,6980,7000,244584,37380.0,5340000.0
2017-03-30,6900,7300,6900,6970,257231,37220.0,5340000.0
2017-03-31,6960,7170,6900,7120,134762,38021.0,5340000.0
2017-04-03,7050,7050,6720,6740,251886,35992.0,5340000.0
2017-04-04,6610,6700,6500,6540,230708,34924.0,5340000.0
2017-04-05,6530,6840,6530,6730,127049,35938.0,5340000.0
2017-04-06,6690,6960,6670,6950,132640,37113.0,5340000.0
2017-04-07,7000,7230,6960,7040,161753,37594.0,5340000.0
2017-04-10,7110,7110,6700,6740,136286,35992.0,5340000.0
2017-04-11,6800,7030,6750,6990,100831,37327.0,5340000.0
2017-04-12,6970,7000,6840,6850,31531,36579.0,5340000.0
2017-04-13,6850,7080,6850,6950,35470,37113.0,5340000.0
2017-04-14,6860,7200,6750,6790,72697,36259.0,5340000.0
2017-04-17,6730,7010,6730,6980,60800,37273.0,5340000.0
2017-04-18,6980,7080,6880,7030,48664,37540.0,5340000.0
2017-04-19,7010,8670,7000,7500,4182117,40050.0,5340000.0
2017-04-20,7500,7620,7300,7340,469670,39196.0,5340000.0
2017-04-21,7450,8170,7360,7840,1591944,41866.0,5340000.0
2017-04-24,7810,7940,7520,7700,279226,41118.0,5340000.0
2017-04-25,7790,8380,7790,7790,972939,41599.0,5340000.0
2017-04-26,7820,8070,7770,8040,226913,42934.0,5340000.0
2017-04-27,8130,8790,8070,8070,1971914,43094.0,5340000.0
2017-04-28,7990,8060,7770,7900,190235,42186.0,5340000.0
2017-05-02,7900,7900,7530,7530,181882,40210.0,5340000.0
2017-05-04,7560,7820,7560,7730,86462,41278.0,5340000.0
2017-05-08,7750,8570,7750,8230,1354206,43948.0,5340000.0
2017-05-10,8140,8280,7950,8190,239709,43735.0,5340000.0
