와이솔(122990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-01,4712,4835,4683,4733,54949,84745.0,10514285.0
2010-12-02,4765,4807,4742,4773,42605,85481.0,10514285.0
2010-12-03,4771,4848,4724,4773,33667,85481.0,10514285.0
2010-12-06,4742,4829,4742,4769,52609,85376.0,10514285.0
2010-12-07,4765,4807,4754,4763,40973,85271.0,10514285.0
2010-12-08,4759,5005,4759,4885,109577,87479.0,10514285.0
2010-12-09,4883,4934,4782,4839,44309,86638.0,10514285.0
2010-12-10,4865,4870,4760,4779,36549,85586.0,10514285.0
2010-12-13,4782,4818,4747,4786,57211,85691.0,10514285.0
2010-12-14,4782,4918,4782,4874,48914,87269.0,10514285.0
2010-12-15,4870,5036,4848,4874,74926,87269.0,10514285.0
2010-12-16,4906,5192,4853,5198,344356,93051.0,10514285.0
2010-12-17,5165,5747,5094,5431,1663054,97257.0,10514285.0
2010-12-20,5359,5370,5176,5309,325969,95049.0,10514285.0
2010-12-21,5511,5586,5429,5503,371116,98519.0,10514285.0
2010-12-22,5564,5681,5458,5668,419392,101463.0,10514285.0
2010-12-23,5717,5757,5515,5521,393165,98834.0,10514285.0
2010-12-24,5458,5552,5353,5354,126099,95890.0,10514285.0
2010-12-27,5346,5722,5346,5444,378496,97467.0,10514285.0
2010-12-28,5447,5546,5416,5444,128959,97467.0,10514285.0
2010-12-29,5440,5506,5346,5460,135176,97783.0,10514285.0
2010-12-30,5447,5493,5312,5431,174562,97257.0,10514285.0
2011-01-03,5434,5447,5335,5404,167735,96731.0,10514285.0
2011-01-04,5523,6045,5493,5843,1357213,104617.0,10514285.0
2011-01-05,5927,6192,5852,5959,683805,106720.0,10514285.0
2011-01-06,5958,6074,5822,5990,574995,107246.0,10514285.0
2011-01-07,6104,6868,6045,6870,2506051,123017.0,10514285.0
2011-01-10,7044,7192,6633,7017,1496016,125646.0,10514285.0
2011-01-11,6926,7219,6721,7164,1220908,128274.0,10514285.0
2011-01-12,7277,7454,6748,6753,986464,120914.0,10514285.0
2011-01-13,6748,7131,6633,7017,598069,125646.0,10514285.0
2011-01-14,7219,7984,6985,7104,2440854,127223.0,10514285.0
2011-01-17,7250,7689,7160,7398,750758,132480.0,10514285.0
2011-01-18,7425,7602,7131,7311,377785,130903.0,10514285.0
2011-01-19,7337,7630,7192,7634,447571,136686.0,10514285.0
2011-01-20,7542,7719,7454,7487,315929,134057.0,10514285.0
2011-01-21,7542,7778,7250,7369,419697,131954.0,10514285.0
2011-01-24,7454,7689,7425,7575,314878,135634.0,10514285.0
2011-01-25,7689,7865,7337,7398,340716,132480.0,10514285.0
2011-01-26,7454,7483,7103,7223,351761,129326.0,10514285.0
2011-01-27,7308,7396,7131,7311,200123,130903.0,10514285.0
2011-01-28,7337,7396,7103,7104,194737,127223.0,10514285.0
2011-01-31,6985,7602,6808,7516,442770,134583.0,10514285.0
2011-02-01,7542,7807,7454,7634,323026,136686.0,10514285.0
2011-02-07,7689,7925,7542,7781,302782,139314.0,10514285.0
2011-02-08,7865,7865,7602,7604,196727,136160.0,10514285.0
2011-02-09,7689,7689,7396,7458,175769,133531.0,10514285.0
2011-02-10,7542,7542,7277,7458,192549,133531.0,10514285.0
2011-02-11,7542,7748,7454,7575,413043,135634.0,10514285.0
2011-02-14,7660,7748,7396,7547,284792,135109.0,10514285.0
2011-02-15,7454,8247,7454,8162,864103,146149.0,10514285.0
2011-02-16,8247,8600,7925,7957,661500,142469.0,10514285.0
2011-02-17,8041,8218,7719,8104,371969,145097.0,10514285.0
2011-02-18,8276,8423,8071,8073,327858,144571.0,10514285.0
2011-02-21,8071,8218,7807,7869,289605,140891.0,10514285.0
2011-02-22,7894,8100,7719,7722,363497,138263.0,10514285.0
2011-02-23,7660,7837,7308,7428,386094,133006.0,10514285.0
2011-02-24,7337,7425,7014,7283,446702,130377.0,10514285.0
2011-02-25,7483,7807,7366,7809,447594,139840.0,10514285.0
2011-02-28,7865,8100,7748,8073,412555,144571.0,10514285.0
2011-03-02,7953,8247,7865,8221,349129,147200.0,10514285.0
2011-03-03,8306,8394,8130,8221,377032,147200.0,10514285.0
2011-03-04,8364,8541,8188,8280,373202,148251.0,10514285.0
2011-03-07,8394,9040,8394,8926,1178464,159817.0,10514285.0
2011-03-08,8981,9157,8865,8983,470854,160869.0,10514285.0
2011-03-09,9010,9040,8541,8603,464811,154034.0,10514285.0
2011-03-10,8541,8570,8130,8337,433456,149303.0,10514285.0
2011-03-11,8130,8746,8071,8515,498286,152457.0,10514285.0
2011-03-14,8806,9010,8306,8603,785217,154034.0,10514285.0
2011-03-15,8687,8922,7894,8543,584339,152983.0,10514285.0
2011-03-16,8511,8687,8276,8485,220146,151931.0,10514285.0
2011-03-17,8218,8541,8188,8368,242594,149829.0,10514285.0
2011-03-18,8453,8541,8336,8368,187081,149829.0,10514285.0
2011-03-21,8453,8806,8336,8807,432879,157714.0,10514285.0
2011-03-22,8892,9187,8687,8955,473173,160343.0,10514285.0
2011-03-23,9010,9070,8834,8897,237579,159291.0,10514285.0
2011-03-24,8981,9040,8716,8807,256318,157714.0,10514285.0
2011-03-25,8981,9187,8746,8807,561670,157714.0,10514285.0
2011-03-28,8834,9098,8716,9102,410332,162971.0,10514285.0
2011-03-29,9187,9246,8922,8955,427788,160343.0,10514285.0
2011-03-30,9010,9098,8834,8866,279036,158766.0,10514285.0
2011-03-31,8952,8981,8806,8838,229205,158240.0,10514285.0
2011-04-01,8834,9157,8806,9072,389268,162446.0,10514285.0
2011-04-04,9187,9421,9187,9277,427974,166126.0,10514285.0
2011-04-05,9334,9480,9157,9454,453381,169280.0,10514285.0
2011-04-06,9246,9304,8981,9072,586766,162446.0,10514285.0
2011-04-07,9157,9597,9098,9542,536752,170857.0,10514285.0
2011-04-08,9510,9627,9304,9542,278989,170857.0,10514285.0
2011-04-11,9452,9892,9363,9719,483193,174011.0,10514285.0
2011-04-12,9627,9774,9452,9454,209997,169280.0,10514285.0
2011-04-13,9421,9980,9392,9865,268315,176640.0,10514285.0
2011-04-14,9921,10215,9774,10070,252301,180320.0,10514285.0
2011-04-15,10155,10155,9832,9953,226183,178217.0,10514285.0
2011-04-18,10125,10215,9832,10070,264104,180320.0,10514285.0
2011-04-19,10037,10302,10037,10099,299000,180846.0,10514285.0
2011-04-20,10215,10626,10185,10598,348515,189783.0,10514285.0
2011-04-21,10684,11565,10596,11304,531788,202400.0,10514285.0
2011-04-22,11389,11389,10684,10804,419445,193463.0,10514285.0
2011-04-25,10771,10802,10331,10598,339303,189783.0,10514285.0
2011-04-26,10684,11036,10537,10658,262323,190834.0,10514285.0
2011-04-27,10654,10831,9802,10159,557988,181897.0,10514285.0
2011-04-28,10155,10478,9950,10335,308333,185051.0,10514285.0
2011-04-29,10391,10391,9980,10099,181311,180846.0,10514285.0
2011-05-02,10009,10155,9627,10130,441703,181371.0,10514285.0
2011-05-03,10068,10155,9627,9630,229265,172434.0,10514285.0
2011-05-04,9802,9980,9597,9688,162915,173486.0,10514285.0
2011-05-06,9715,10009,9539,9983,184940,178743.0,10514285.0
2011-05-09,10009,10125,9892,9983,85669,178743.0,10514285.0
2011-05-11,10098,10098,9774,9806,100222,175589.0,10514285.0
2011-05-12,9627,9862,9568,9777,63421,175063.0,10514285.0
2011-05-13,9980,10684,9892,10629,584459,190309.0,10514285.0
2011-05-16,10684,10713,10421,10423,263639,186629.0,10514285.0
2011-05-17,10361,10478,9862,10041,232120,179794.0,10514285.0
2011-05-18,9980,10155,9892,10070,130838,180320.0,10514285.0
2011-05-19,10155,10243,9862,9865,154773,176640.0,10514285.0
2011-05-20,9774,9980,9597,9953,167202,178217.0,10514285.0
2011-05-23,9921,10009,9392,9395,199547,168229.0,10514285.0
2011-05-24,9157,9392,8687,8720,405372,156137.0,10514285.0
2011-05-25,8834,9098,8364,8515,281744,152457.0,10514285.0
2011-05-26,8629,9745,8629,9513,349274,170331.0,10514285.0
2011-05-27,9421,9510,9187,9308,153116,166651.0,10514285.0
2011-05-30,9452,9452,9040,9102,80295,162971.0,10514285.0
2011-05-31,9098,9304,9040,9102,96841,162971.0,10514285.0
2011-06-01,9098,9452,9098,9220,144107,165074.0,10514285.0
2011-06-02,8981,9040,8746,8807,127516,157714.0,10514285.0
2011-06-03,8806,8981,8629,8750,146122,156663.0,10514285.0
2011-06-07,8687,8834,8247,8251,214934,147726.0,10514285.0
2011-06-08,8218,8394,7689,7869,403914,140891.0,10514285.0
2011-06-09,7837,8394,7807,8251,226644,147726.0,10514285.0
2011-06-10,8423,8423,7807,7809,197061,139840.0,10514285.0
2011-06-13,7807,8188,7748,7898,269382,141417.0,10514285.0
2011-06-14,7748,8012,7337,7398,437026,132480.0,10514285.0
2011-06-15,7454,7573,6897,7192,725727,128800.0,10514285.0
2011-06-16,6985,7337,6926,7283,316864,130377.0,10514285.0
2011-06-17,7483,7778,7160,7428,516695,133006.0,10514285.0
2011-06-20,7396,7396,7044,7076,221306,126697.0,10514285.0
2011-06-21,7160,7219,6808,7164,207985,128274.0,10514285.0
2011-06-22,7366,7515,7250,7458,225679,133531.0,10514285.0
2011-06-23,7483,7602,7308,7516,196291,134583.0,10514285.0
2011-06-24,7542,7865,7425,7839,192607,140366.0,10514285.0
2011-06-27,7748,7894,7573,7751,138720,138789.0,10514285.0
2011-06-28,7778,7953,7277,7283,236211,130377.0,10514285.0
2011-06-29,7396,7542,6985,7134,265209,127749.0,10514285.0
2011-06-30,7192,7425,7131,7192,148351,128800.0,10514285.0
2011-07-01,7308,7602,7219,7575,262087,135634.0,10514285.0
2011-07-04,7748,8218,7719,8045,663417,144046.0,10514285.0
2011-07-05,8041,8100,7778,7986,270665,142994.0,10514285.0
2011-07-06,8041,8218,7837,7986,313693,142994.0,10514285.0
2011-07-07,7984,8306,7894,8309,374774,148777.0,10514285.0
2011-07-08,8364,8423,8100,8309,212607,148777.0,10514285.0
2011-07-11,8306,8306,7837,7898,190679,141417.0,10514285.0
2011-07-12,7660,7894,7515,7634,261914,136686.0,10514285.0
2011-07-13,7719,7894,7630,7809,202012,139840.0,10514285.0
2011-07-14,7807,7894,7542,7604,197292,136160.0,10514285.0
2011-07-15,7602,7837,7515,7634,251340,136686.0,10514285.0
2011-07-18,7777,8041,7660,8015,383204,143520.0,10514285.0
2011-07-19,7894,8012,7807,7927,263360,141943.0,10514285.0
2011-07-20,8041,8071,7807,7927,223207,141943.0,10514285.0
2011-07-21,7925,8071,7573,7604,261579,136160.0,10514285.0
2011-07-22,7689,7719,6838,7164,820857,128274.0,10514285.0
2011-07-25,7160,7160,6985,7017,219677,125646.0,10514285.0
2011-07-26,7014,7250,6985,7164,185560,128274.0,10514285.0
2011-07-27,6926,7044,6808,6988,268682,125120.0,10514285.0
2011-07-28,6868,7542,6838,7487,374189,134057.0,10514285.0
2011-07-29,7573,7660,7396,7458,199394,133531.0,10514285.0
2011-08-01,7454,7894,7454,7898,244962,141417.0,10514285.0
2011-08-02,7807,8012,7630,7898,232369,141417.0,10514285.0
2011-08-03,7719,7777,7515,7604,185437,136160.0,10514285.0
2011-08-04,7689,7748,7308,7311,168737,130903.0,10514285.0
2011-08-05,6427,7014,6427,6781,330628,121440.0,10514285.0
2011-08-08,6633,6838,5781,5872,522690,105143.0,10514285.0
2011-08-09,5165,5576,4988,5166,578544,92526.0,10514285.0
2011-08-10,5546,5852,5458,5696,326485,101989.0,10514285.0
2011-08-11,5229,5858,5229,5860,259572,104933.0,10514285.0
2011-08-12,6045,6427,5958,5990,373366,107246.0,10514285.0
2011-08-16,6369,6574,6222,6577,192004,117760.0,10514285.0
2011-08-17,6574,6838,6369,6694,200109,119863.0,10514285.0
2011-08-18,6661,6868,6280,6516,231514,116709.0,10514285.0
2011-08-19,6045,6222,5781,5831,302669,104407.0,10514285.0
2011-08-22,5834,6016,5515,5872,165786,105143.0,10514285.0
2011-08-23,6104,6250,5927,6166,135223,110400.0,10514285.0
2011-08-24,6250,6310,5868,5901,111171,105669.0,10514285.0
2011-08-25,5987,6163,5863,5867,85807,105038.0,10514285.0
2011-08-26,5868,6045,5757,5959,95857,106720.0,10514285.0
2011-08-29,6104,6133,5958,6020,86093,107771.0,10514285.0
2011-08-30,6163,6163,6045,6048,95320,108297.0,10514285.0
2011-08-31,6045,6133,5927,6048,76366,108297.0,10514285.0
2011-09-01,6045,6369,5987,6048,200105,108297.0,10514285.0
2011-09-02,5927,6133,5868,5931,123873,106194.0,10514285.0
2011-09-05,5927,5927,5635,5689,155827,101883.0,10514285.0
2011-09-06,5546,5657,5288,5425,131084,97152.0,10514285.0
2011-09-07,5493,5604,5406,5573,105859,99781.0,10514285.0
2011-09-08,5646,5798,5523,5560,108938,99570.0,10514285.0
2011-09-09,5529,5635,5458,5521,57200,98834.0,10514285.0
2011-09-14,5546,5552,5282,5284,84182,94629.0,10514285.0
2011-09-15,5381,5470,5170,5272,86727,94418.0,10514285.0
2011-09-16,5335,5734,5335,5685,126624,101778.0,10514285.0
2011-09-19,5852,6338,5828,5901,260517,105669.0,10514285.0
2011-09-20,5899,6280,5858,6137,263656,109874.0,10514285.0
2011-09-21,6222,6456,6045,6371,288918,114080.0,10514285.0
2011-09-22,6192,6545,6133,6489,232275,116183.0,10514285.0
2011-09-23,6192,6397,5987,6106,276285,109349.0,10514285.0
2011-09-26,6222,6310,5515,5755,278530,103040.0,10514285.0
2011-09-27,6074,6603,5927,6606,622062,118286.0,10514285.0
2011-09-28,6868,7454,6721,6722,1396696,120389.0,10514285.0
2011-09-29,6574,7660,6397,7398,1251565,132480.0,10514285.0
2011-09-30,7337,7542,7072,7251,584987,129851.0,10514285.0
2011-10-04,6780,7072,6633,6927,468168,124069.0,10514285.0
2011-10-05,7131,7277,6515,6694,699658,119863.0,10514285.0
2011-10-06,7044,7689,6985,7663,2016359,137211.0,10514285.0
2011-10-07,7837,8012,7515,7634,1262674,136686.0,10514285.0
2011-10-10,7807,8130,7719,7927,636436,141943.0,10514285.0
2011-10-11,8071,8247,7660,7663,645767,137211.0,10514285.0
2011-10-12,7719,8071,7542,8015,642111,143520.0,10514285.0
2011-10-13,8130,8276,7777,7781,517201,141169.0,10654285.0
2011-10-14,7807,8600,7807,8337,1519104,151291.0,10654285.0
2011-10-17,8600,8922,8336,8543,995575,155020.0,10654285.0
2011-10-18,8336,8834,8247,8807,640254,159814.0,10654285.0
2011-10-19,8834,8952,8541,8632,573835,156618.0,10654285.0
2011-10-20,8776,8922,7748,8132,747960,147562.0,10654285.0
2011-10-21,8453,8865,8218,8807,740138,159814.0,10654285.0
2011-10-24,9040,10037,8952,9484,1851929,172067.0,10654285.0
2011-10-25,9510,9802,9129,9160,637361,166207.0,10654285.0
2011-10-26,8952,9510,8952,9395,528214,170469.0,10654285.0
2011-10-27,9539,9568,8776,9043,533730,164076.0,10654285.0
2011-10-28,9216,9246,8483,8807,626414,159814.0,10654285.0
2011-10-31,8716,8892,8511,8574,435669,155553.0,10654285.0
2011-11-01,8483,9187,8483,8866,884711,160880.0,10654285.0
2011-11-02,8541,9040,8423,9014,397731,163543.0,10654285.0
2011-11-03,9070,9098,8629,8691,373309,157683.0,10654285.0
2011-11-04,8952,9216,8865,9043,510976,164076.0,10654285.0
2011-11-07,9040,9070,8776,8807,309200,159814.0,10654285.0
2011-11-08,8952,8981,8306,8397,501616,152356.0,10654285.0
2011-11-09,8511,8600,8188,8337,389585,151291.0,10654285.0
2011-11-10,8041,8100,7660,7751,557151,140637.0,10654285.0
2011-11-11,7953,8306,7778,8280,419080,150225.0,10654285.0
2011-11-14,8453,8629,8423,8543,290194,155020.0,10654285.0
2011-11-15,8394,8483,8188,8221,215764,149160.0,10654285.0
2011-11-16,8306,8834,8160,8660,789574,157151.0,10654285.0
2011-11-17,8922,9392,8865,9160,1355829,166207.0,10654285.0
2011-11-18,8981,9275,8892,9189,511617,166740.0,10654285.0
2011-11-21,9246,9304,9010,9014,565934,163543.0,10654285.0
2011-11-22,8746,9216,8716,9189,497167,166740.0,10654285.0
2011-11-23,9216,9334,8892,8955,540931,162478.0,10654285.0
2011-11-24,9040,9657,8952,9513,1329123,172599.0,10654285.0
2011-11-25,9421,9657,8776,8983,667590,163011.0,10654285.0
2011-11-28,9216,9392,8981,9160,624754,166207.0,10654285.0
2011-11-29,9304,9452,9010,9308,639597,168870.0,10654285.0
2011-11-30,9334,9568,8922,8926,645905,161945.0,10654285.0
2011-12-01,9304,9334,8981,9131,510852,165674.0,10654285.0
2011-12-02,9187,9363,9098,9277,300240,168338.0,10654285.0
2011-12-05,9421,9921,9363,9865,1315691,178992.0,10654285.0
2011-12-06,9892,10068,9627,9747,818261,176861.0,10654285.0
2011-12-07,9921,10273,9802,10246,965754,185917.0,10654285.0
2011-12-08,10185,10626,10009,10511,1037887,190712.0,10654285.0
2011-12-09,10302,10449,10155,10393,596952,188581.0,10654285.0
2011-12-12,10654,10654,10215,10246,599714,185917.0,10654285.0
2011-12-13,10068,10155,9802,9894,551214,179525.0,10654285.0
2011-12-14,9832,9980,9568,9806,400708,177927.0,10654285.0
2011-12-15,9657,9950,9597,9894,317965,179525.0,10654285.0
2011-12-16,9950,10009,9246,9484,611221,172067.0,10654285.0
2011-12-19,9392,9480,8100,8779,896011,159282.0,10654285.0
2011-12-20,8834,9157,8834,9072,385428,164609.0,10654285.0
2011-12-21,9392,9452,9216,9249,297358,167805.0,10654285.0
2011-12-22,9392,9480,9187,9277,167997,168338.0,10654285.0
2011-12-23,9421,10009,9363,9953,660643,180590.0,10654285.0
2011-12-26,10098,10361,9862,10246,737372,185917.0,10654285.0
2011-12-27,10302,10302,9657,10011,462925,181656.0,10654285.0
2011-12-28,10009,10185,9862,10041,246709,182188.0,10654285.0
2011-12-29,10037,10273,9832,10099,271377,183254.0,10654285.0
2012-01-02,10273,10331,10009,10159,199323,184319.0,10654285.0
2012-01-03,10273,10449,10037,10189,417104,184852.0,10654285.0
2012-01-04,10302,10449,9802,9894,388034,179525.0,10654285.0
2012-01-05,9980,10243,9745,9953,429759,180590.0,10654285.0
2012-01-06,10009,10125,9832,10011,303363,181656.0,10654285.0
2012-01-09,10185,10302,10037,10070,335990,182721.0,10654285.0
2012-01-10,10243,10391,10098,10159,297719,184319.0,10654285.0
2012-01-11,10155,10215,9802,9865,292877,178992.0,10654285.0
2012-01-12,9802,9862,9452,9542,399446,173132.0,10654285.0
2012-01-13,9480,9657,9246,9308,332241,168870.0,10654285.0
2012-01-16,9098,9510,9098,9454,185525,171534.0,10654285.0
2012-01-17,9452,9568,8776,8866,592116,160880.0,10654285.0
2012-01-18,8952,9275,8865,8955,266085,162478.0,10654285.0
2012-01-19,9040,9216,8981,9102,195974,165141.0,10654285.0
2012-01-20,9157,9246,8865,8955,259400,162478.0,10654285.0
2012-01-25,8981,9129,8865,8897,222172,161412.0,10654285.0
2012-01-26,8892,9070,8865,8897,155975,161412.0,10654285.0
2012-01-27,9010,9157,8922,9102,291024,165141.0,10654285.0
2012-01-30,9216,9480,9187,9220,257537,167272.0,10654285.0
2012-01-31,9157,9334,9010,9131,142953,165674.0,10654285.0
2012-02-01,9070,9157,8865,8983,236427,163011.0,10654285.0
2012-02-02,9070,9187,8865,8955,204133,162478.0,10654285.0
2012-02-03,8981,9334,8952,9308,335225,168870.0,10654285.0
2012-02-06,9304,9304,8600,8838,455283,160347.0,10654285.0
2012-02-07,8776,8865,8336,8543,474733,155020.0,10654285.0
2012-02-08,8570,8629,8218,8368,627280,151824.0,10654285.0
2012-02-09,8394,8922,8336,8897,426354,161412.0,10654285.0
2012-02-10,8865,9246,8629,9014,563257,163543.0,10654285.0
2012-02-13,9098,9187,8922,9102,231822,165141.0,10654285.0
2012-02-14,9070,9187,9010,9014,194152,163543.0,10654285.0
2012-02-15,9010,9129,8865,9043,228955,164076.0,10654285.0
2012-02-16,9157,9510,9129,9220,521398,167272.0,10654285.0
2012-02-17,9452,9597,9246,9337,274960,169403.0,10654285.0
2012-02-20,9392,9421,9010,9043,231460,164076.0,10654285.0
2012-02-21,9070,9304,9040,9189,169976,166740.0,10654285.0
2012-02-22,9304,9334,9129,9220,185570,167272.0,10654285.0
2012-02-23,9157,9216,8952,8955,173503,162478.0,10654285.0
2012-02-24,8981,9010,8687,8983,215308,163011.0,10654285.0
2012-02-27,9040,9040,8746,8750,128512,158749.0,10654285.0
2012-02-28,8746,8952,8687,8779,155730,159282.0,10654285.0
2012-02-29,8922,9275,8865,9220,388964,167272.0,10654285.0
2012-03-02,9334,9334,9129,9189,248296,166740.0,10654285.0
2012-03-05,9187,9421,9098,9308,250825,168870.0,10654285.0
2012-03-06,9421,9745,9421,9688,877675,175796.0,10654285.0
2012-03-07,9568,9657,9421,9660,384177,175263.0,10654285.0
2012-03-08,9657,9892,9510,9747,360217,176861.0,10654285.0
2012-03-09,9921,10068,9715,9777,457243,177394.0,10654285.0
2012-03-12,9832,9862,9539,9542,313718,173132.0,10654285.0
2012-03-13,9510,9568,9304,9425,362354,171001.0,10654285.0
2012-03-14,9510,9774,9480,9600,430768,174198.0,10654285.0
2012-03-15,9539,9627,9010,9102,471675,165141.0,10654285.0
2012-03-16,9157,9187,8892,9043,410613,164076.0,10654285.0
2012-03-19,9010,9157,8687,8720,511260,158216.0,10654285.0
2012-03-20,8687,8922,8453,8574,469908,155553.0,10654285.0
2012-03-21,8570,8746,8541,8574,194937,155553.0,10654285.0
2012-03-22,8629,8776,8600,8750,199652,158749.0,10654285.0
2012-03-23,8659,8865,8659,8838,114484,160347.0,10654285.0
2012-03-26,8865,8892,8687,8750,104986,158749.0,10654285.0
2012-03-27,8834,8865,8453,8485,232863,153954.0,10654285.0
2012-03-28,8394,8483,8012,8073,332179,146496.0,10654285.0
2012-03-29,7865,8160,7777,7781,247261,141169.0,10654285.0
2012-03-30,7777,8071,7777,8015,181956,145431.0,10654285.0
2012-04-02,8041,8336,7953,8221,175080,149160.0,10654285.0
2012-04-03,8247,8336,7953,8015,185310,145431.0,10654285.0
2012-04-04,8188,8570,8100,8309,450111,150758.0,10654285.0
2012-04-05,8247,8629,8218,8603,349453,156085.0,10654285.0
2012-04-06,8687,8776,8511,8691,155102,157683.0,10654285.0
2012-04-09,8687,8687,8276,8280,110618,150225.0,10654285.0
2012-04-10,8276,8364,7925,8015,165292,145431.0,10654285.0
2012-04-12,8012,8100,7894,8104,70963,147029.0,10654285.0
2012-04-13,8188,8834,8188,8750,323009,158749.0,10654285.0
2012-04-16,8629,8892,8541,8603,167373,156085.0,10654285.0
2012-04-17,8687,8892,8570,8632,195688,156618.0,10654285.0
2012-04-18,8834,8865,8600,8750,124513,158749.0,10654285.0
2012-04-19,8629,8922,8600,8750,174030,158749.0,10654285.0
2012-04-20,8600,8776,8570,8750,126554,158749.0,10654285.0
2012-04-23,8806,8806,8160,8221,252787,149160.0,10654285.0
2012-04-24,8041,8336,8041,8104,95671,147029.0,10654285.0
2012-04-25,8188,8276,8041,8104,92673,147029.0,10654285.0
2012-04-26,8130,8276,7630,7809,468444,141702.0,10654285.0
2012-04-27,7865,8041,7689,7839,176123,142235.0,10654285.0
2012-04-30,7865,8160,7807,8162,182759,148095.0,10654285.0
2012-05-02,8188,8306,8100,8192,113200,148627.0,10654285.0
2012-05-03,8160,8364,7984,8309,145682,150758.0,10654285.0
2012-05-04,8423,8659,8394,8543,236975,155020.0,10654285.0
2012-05-07,8364,8541,8306,8397,70213,152356.0,10654285.0
2012-05-08,8511,8659,8423,8603,128561,156085.0,10654285.0
2012-05-09,8600,8659,8306,8397,112347,152356.0,10654285.0
2012-05-10,8394,8600,8336,8368,129720,151824.0,10654285.0
2012-05-11,8364,8453,8100,8132,110710,147562.0,10654285.0
2012-05-14,8130,8247,7925,8015,74667,145431.0,10654285.0
2012-05-15,7894,8276,7894,8132,141669,147562.0,10654285.0
2012-05-16,8130,8130,7630,7693,143383,139571.0,10654285.0
2012-05-17,7630,7953,7483,7809,115086,141702.0,10654285.0
2012-05-18,7602,7689,7483,7516,137186,136375.0,10654285.0
2012-05-21,7483,7630,7219,7340,147580,133179.0,10654285.0
