동신건설(025950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-06,13800,14050,13250,13650,498178,114660.0,8400000.0
2009-05-07,14100,15400,13400,14100,575444,118440.0,8400000.0
2009-05-08,13900,15000,13550,14400,297480,120960.0,8400000.0
2009-05-11,14450,16000,14100,14600,469210,122640.0,8400000.0
2009-05-12,14500,14700,13500,13700,311046,115080.0,8400000.0
2009-05-13,13750,15050,13400,14650,366225,123060.0,8400000.0
2009-05-14,14000,14800,13850,14150,257225,118860.0,8400000.0
2009-05-15,14750,14800,14000,14350,209518,120540.0,8400000.0
2009-05-18,14450,14450,13600,13900,165211,116760.0,8400000.0
2009-05-19,14400,14400,13800,14050,132490,118020.0,8400000.0
2009-05-20,13850,14400,13650,13800,175005,115920.0,8400000.0
2009-05-21,13800,14050,13150,13200,146037,110880.0,8400000.0
2009-05-22,13400,14250,13300,13600,222195,114240.0,8400000.0
2009-05-25,13200,13350,11600,12000,403613,100800.0,8400000.0
2009-05-26,12000,12200,10650,10950,172849,91980.0,8400000.0
2009-05-27,11350,11500,10700,10950,150493,91980.0,8400000.0
2009-05-28,10950,11100,9910,10800,103560,90720.0,8400000.0
2009-05-29,10950,12250,10500,11600,260107,97440.0,8400000.0
2009-06-01,11800,12000,11450,11550,127151,97020.0,8400000.0
2009-06-02,11700,11800,11350,11600,104298,97440.0,8400000.0
2009-06-03,11750,11750,11200,11300,60703,94920.0,8400000.0
2009-06-04,11150,12700,11000,12200,343076,102480.0,8400000.0
2009-06-05,12000,12200,11350,11400,120649,95760.0,8400000.0
2009-06-08,11850,12600,11750,11750,244138,98700.0,8400000.0
2009-06-09,12400,13500,12400,13500,522712,113400.0,8400000.0
2009-06-10,13500,13850,11750,12050,659376,101220.0,8400000.0
2009-06-11,11950,12100,11300,11500,151776,96600.0,8400000.0
2009-06-12,11600,12150,11500,11700,113873,98280.0,8400000.0
2009-06-15,11650,12000,11300,11850,96428,99540.0,8400000.0
2009-06-16,11800,12750,11450,11900,190430,99960.0,8400000.0
2009-06-17,11900,12350,11550,11650,92675,97860.0,8400000.0
2009-06-18,11850,12000,11250,11300,68578,94920.0,8400000.0
2009-06-19,11450,11550,10000,10650,116017,89460.0,8400000.0
2009-06-22,10750,11000,10500,10800,42429,90720.0,8400000.0
2009-06-23,10400,10500,10000,10250,77742,86100.0,8400000.0
2009-06-24,10300,10700,10050,10150,82625,85260.0,8400000.0
2009-06-25,10200,10350,10050,10350,46035,86940.0,8400000.0
2009-06-26,10500,10550,10000,10050,58141,84420.0,8400000.0
2009-06-29,9700,9770,8550,8550,200882,71820.0,8400000.0
2009-06-30,8500,8500,7450,7530,207388,63252.0,8400000.0
2009-07-01,7530,8150,7530,8100,117067,68040.0,8400000.0
2009-07-02,8120,8290,8010,8190,35107,68796.0,8400000.0
2009-07-03,7940,8250,7890,8250,36467,69300.0,8400000.0
2009-07-06,8330,8500,8240,8460,46416,71064.0,8400000.0
2009-07-07,8640,8640,8300,8460,15715,71064.0,8400000.0
2009-07-08,8530,8530,8160,8280,24517,69552.0,8400000.0
2009-07-09,8300,8360,8080,8120,17204,68208.0,8400000.0
2009-07-10,8130,8430,7810,7870,36394,66108.0,8400000.0
2009-07-13,7800,8000,7350,7440,58040,62496.0,8400000.0
2009-07-14,7500,7740,7130,7240,28388,60816.0,8400000.0
2009-07-15,7240,8270,7240,8100,93305,68040.0,8400000.0
2009-07-16,8200,8200,7730,8000,48547,67200.0,8400000.0
2009-07-17,8130,8130,7830,8040,22029,67536.0,8400000.0
2009-07-20,8100,8100,7850,7930,31587,66612.0,8400000.0
2009-07-21,8050,8320,7960,8170,55013,68628.0,8400000.0
2009-07-22,8200,8320,8030,8200,22265,68880.0,8400000.0
2009-07-23,8120,8300,7900,8050,19902,67620.0,8400000.0
2009-07-24,8050,8290,8050,8100,35442,68040.0,8400000.0
2009-07-27,8280,8280,8000,8090,26902,67956.0,8400000.0
2009-07-28,8150,8340,8030,8110,47822,68124.0,8400000.0
2009-07-29,8300,8300,8030,8070,17946,67788.0,8400000.0
2009-07-30,8010,8040,7810,7860,22855,66024.0,8400000.0
2009-07-31,7860,7990,7810,7860,12975,66024.0,8400000.0
2009-08-03,7900,8070,7900,8050,16900,67620.0,8400000.0
2009-08-04,8100,8990,7990,8480,121875,71232.0,8400000.0
2009-08-05,8580,8900,8400,8400,53084,70560.0,8400000.0
2009-08-06,8450,9660,8450,9660,249083,81144.0,8400000.0
2009-08-07,10000,11100,9510,9530,1160461,80052.0,8400000.0
2009-08-10,9760,10100,9240,9550,150022,80220.0,8400000.0
2009-08-11,10250,10500,9510,9520,270400,79968.0,8400000.0
2009-08-12,9310,9700,9030,9320,132101,78288.0,8400000.0
2009-08-13,9490,9850,9270,9270,94433,77868.0,8400000.0
2009-08-14,9350,9550,9070,9110,63806,76524.0,8400000.0
2009-08-17,9000,9170,8730,8790,43196,73836.0,8400000.0
2009-08-18,9000,9100,8310,8610,58555,72324.0,8400000.0
2009-08-19,8620,8630,8320,8320,38249,69888.0,8400000.0
2009-08-20,8330,8690,8310,8490,48959,71316.0,8400000.0
2009-08-21,8500,8550,8150,8150,25890,68460.0,8400000.0
2009-08-24,8180,8180,7890,8000,50933,67200.0,8400000.0
2009-08-25,8010,9140,8010,8560,112405,71904.0,8400000.0
2009-08-26,8780,8780,8400,8550,29281,71820.0,8400000.0
2009-08-27,8590,8900,8480,8500,38576,71400.0,8400000.0
2009-08-28,8750,8750,8370,8430,14611,70812.0,8400000.0
2009-08-31,8360,8600,8200,8400,20965,70560.0,8400000.0
2009-09-01,8300,8550,8240,8490,22101,71316.0,8400000.0
2009-09-02,8600,9300,8500,8690,117967,72996.0,8400000.0
2009-09-03,8700,8730,8400,8420,22084,70728.0,8400000.0
2009-09-04,8680,9100,8520,8560,65266,71904.0,8400000.0
2009-09-07,8560,9380,8560,8980,156400,75432.0,8400000.0
2009-09-08,9350,10300,9150,10300,593908,86520.0,8400000.0
2009-09-09,10300,10350,8990,9180,290957,77112.0,8400000.0
2009-09-10,9180,9800,9010,9120,244445,76608.0,8400000.0
2009-09-11,9050,9270,8900,9080,100712,76272.0,8400000.0
2009-09-14,8980,9080,8710,8710,71041,73164.0,8400000.0
2009-09-15,9100,9100,8700,8730,58791,73332.0,8400000.0
2009-09-16,8800,8800,8500,8720,42023,73248.0,8400000.0
2009-09-17,8750,9500,8640,9080,120593,76272.0,8400000.0
2009-09-18,9090,9230,8870,8980,44147,75432.0,8400000.0
2009-09-21,9130,9680,9120,9400,161630,78960.0,8400000.0
2009-09-22,9400,9430,9110,9160,52654,76944.0,8400000.0
2009-09-23,9270,9300,8960,9250,52922,77700.0,8400000.0
2009-09-24,9150,9240,8850,8850,33383,74340.0,8400000.0
2009-09-25,8670,9290,8670,8770,70424,73668.0,8400000.0
2009-09-28,8800,8940,8680,8710,28469,73164.0,8400000.0
2009-09-29,8730,8850,8570,8850,30387,74340.0,8400000.0
2009-09-30,8870,9090,8510,8510,28264,71484.0,8400000.0
2009-10-01,8510,8650,8160,8350,29715,70140.0,8400000.0
2009-10-05,8250,8400,7970,7970,22859,66948.0,8400000.0
2009-10-06,8010,8110,7900,8060,22988,67704.0,8400000.0
2009-10-07,8100,8200,8030,8120,21533,68208.0,8400000.0
2009-10-08,8200,8200,7800,8100,10293,68040.0,8400000.0
2009-10-09,8110,8250,8000,8170,22594,68628.0,8400000.0
2009-10-12,8190,8300,8100,8150,9668,68460.0,8400000.0
2009-10-13,8140,8250,8090,8140,6318,68376.0,8400000.0
2009-10-14,8200,8270,8100,8240,13859,69216.0,8400000.0
2009-10-15,8240,8240,8150,8150,7447,68460.0,8400000.0
2009-10-16,8250,8250,8050,8050,7458,67620.0,8400000.0
2009-10-19,8200,8200,7860,8070,7540,67788.0,8400000.0
2009-10-20,8070,8230,8070,8200,7320,68880.0,8400000.0
2009-10-21,8240,8240,8010,8010,5735,67284.0,8400000.0
2009-10-22,8180,8450,7940,8110,37920,68124.0,8400000.0
2009-10-23,8180,8180,8000,8090,9329,67956.0,8400000.0
2009-10-26,7900,7900,7710,7800,21701,65520.0,8400000.0
2009-10-27,7600,7840,7600,7650,11408,64260.0,8400000.0
2009-10-28,7500,7940,7500,7550,14751,63420.0,8400000.0
2009-10-29,7200,7280,6500,7200,22154,60480.0,8400000.0
2009-10-30,7100,7690,7100,7510,29235,63084.0,8400000.0
2009-11-02,7110,7390,7110,7200,9009,60480.0,8400000.0
2009-11-03,7340,8280,7300,8280,138527,69552.0,8400000.0
2009-11-04,8060,8840,7620,7730,198838,64932.0,8400000.0
2009-11-05,7900,8040,7610,7610,28656,63924.0,8400000.0
2009-11-06,7650,7840,7350,7350,28475,61740.0,8400000.0
2009-11-09,8140,8450,8140,8450,36945,70980.0,8400000.0
2009-11-10,9500,9710,8960,9280,942147,77952.0,8400000.0
2009-11-11,9350,9510,8550,8550,331606,71820.0,8400000.0
2009-11-12,8810,8890,8130,8260,163685,69384.0,8400000.0
2009-11-13,8140,8440,7950,7950,114220,66780.0,8400000.0
2009-11-16,7860,7990,7600,7880,58207,66192.0,8400000.0
2009-11-17,7840,8350,7810,7880,170430,66192.0,8400000.0
2009-11-18,7860,8010,7800,7860,36088,66024.0,8400000.0
2009-11-19,7900,7900,7760,7780,41269,65352.0,8400000.0
2009-11-20,7700,7850,7600,7760,19608,65184.0,8400000.0
2009-11-23,8400,8920,8400,8920,176314,74928.0,8400000.0
2009-11-24,8990,9030,8110,8450,274108,70980.0,8400000.0
2009-11-25,8480,9620,8360,8800,436561,73920.0,8400000.0
2009-11-26,8880,9070,8580,9000,168167,75600.0,8400000.0
2009-11-27,8980,9430,8650,8750,284779,73500.0,8400000.0
2009-11-30,9290,9290,8500,8600,102282,72240.0,8400000.0
2009-12-01,8650,8790,8420,8650,59708,72660.0,8400000.0
2009-12-02,8650,8890,8580,8890,59764,74676.0,8400000.0
2009-12-03,9000,9000,8640,8780,54799,73752.0,8400000.0
2009-12-04,8750,8940,8650,8740,66057,73416.0,8400000.0
2009-12-07,8670,8740,8550,8630,31191,72492.0,8400000.0
2009-12-08,8860,9440,8600,8760,142115,73584.0,8400000.0
2009-12-09,8770,8870,8580,8640,29679,72576.0,8400000.0
2009-12-10,8640,8830,8500,8650,39182,72660.0,8400000.0
2009-12-11,8650,8830,8650,8720,41279,73248.0,8400000.0
2009-12-14,8760,8920,8700,8770,30826,73668.0,8400000.0
2009-12-15,8770,8890,8670,8730,28924,73332.0,8400000.0
2009-12-16,8800,9340,8800,8990,163107,75516.0,8400000.0
2009-12-17,9000,9080,8810,8940,43634,75096.0,8400000.0
2009-12-18,8860,8990,8840,8940,32858,75096.0,8400000.0
2009-12-21,8940,9020,8750,8820,10144,74088.0,8400000.0
2009-12-22,8850,8850,8610,8660,16322,72744.0,8400000.0
2009-12-23,8600,8940,8600,8840,37457,74256.0,8400000.0
2009-12-24,8670,8880,8670,8840,18491,74256.0,8400000.0
2009-12-28,9040,9040,8710,8990,37248,75516.0,8400000.0
2009-12-29,9000,9000,8720,8810,26936,74004.0,8400000.0
2009-12-30,8890,8890,8680,8850,18736,74340.0,8400000.0
2010-01-04,9120,9200,8550,8650,64801,72660.0,8400000.0
2010-01-05,8610,8610,8220,8400,67062,70560.0,8400000.0
2010-01-06,8300,8380,8230,8290,27421,69636.0,8400000.0
2010-01-07,8210,8300,8140,8150,33191,68460.0,8400000.0
2010-01-08,8110,8320,8100,8250,23488,69300.0,8400000.0
2010-01-11,8240,8290,8170,8220,14893,69048.0,8400000.0
2010-01-12,8150,8280,8000,8000,25738,67200.0,8400000.0
2010-01-13,8000,8150,7840,7850,14402,65940.0,8400000.0
2010-01-14,7980,7980,7850,7900,18792,66360.0,8400000.0
2010-01-15,7850,8090,7850,8070,18670,67788.0,8400000.0
2010-01-18,8070,8100,7500,7860,27688,66024.0,8400000.0
2010-01-19,7910,8170,7870,7940,14149,66696.0,8400000.0
2010-01-20,7890,8130,7800,7900,13508,66360.0,8400000.0
2010-01-21,7800,7880,7700,7850,12578,65940.0,8400000.0
2010-01-22,7900,7900,7500,7720,48980,64848.0,8400000.0
2010-01-25,7670,7710,7260,7710,20937,64764.0,8400000.0
2010-01-26,7590,7710,7320,7400,25572,62160.0,8400000.0
2010-01-27,7400,7400,7030,7120,35265,59808.0,8400000.0
2010-01-28,7020,7370,6800,7200,23815,60480.0,8400000.0
2010-01-29,7140,7140,6840,6940,28786,58296.0,8400000.0
2010-02-01,6890,7030,6800,6820,7947,57288.0,8400000.0
2010-02-02,6970,7030,6740,7030,24368,59052.0,8400000.0
2010-02-03,7040,7170,6850,7030,6353,59052.0,8400000.0
2010-02-04,6990,7250,6990,7250,25930,60900.0,8400000.0
2010-02-05,7050,7130,6170,7100,24658,59640.0,8400000.0
2010-02-08,7100,7300,6940,7100,35196,59640.0,8400000.0
2010-02-09,7090,7180,6820,7120,22476,59808.0,8400000.0
2010-02-10,7050,7350,7050,7100,14660,59640.0,8400000.0
2010-02-11,7120,7180,6850,6930,17304,58212.0,8400000.0
2010-02-12,6940,7050,6860,6920,6712,58128.0,8400000.0
2010-02-16,6900,7450,6850,7350,23555,61740.0,8400000.0
2010-02-17,7330,7360,7150,7270,14729,61068.0,8400000.0
2010-02-18,7300,7470,7160,7250,46420,60900.0,8400000.0
2010-02-19,7290,7290,6960,7100,8339,59640.0,8400000.0
2010-02-22,7100,7140,7060,7090,7913,59556.0,8400000.0
2010-02-23,7090,7190,7020,7130,8196,59892.0,8400000.0
2010-02-24,7100,7210,6530,7090,20829,59556.0,8400000.0
2010-02-25,6950,7040,6800,6940,16823,58296.0,8400000.0
2010-02-26,6960,6960,6800,6890,6910,57876.0,8400000.0
2010-03-02,6980,7130,6740,7130,34023,59892.0,8400000.0
2010-03-03,7140,7140,6930,7070,1768,59388.0,8400000.0
2010-03-04,7050,7090,6790,6810,11866,57204.0,8400000.0
2010-03-05,6820,6820,6610,6750,22534,56700.0,8400000.0
2010-03-08,6830,6830,6600,6660,23903,55944.0,8400000.0
2010-03-09,6690,6740,6630,6630,4206,55692.0,8400000.0
2010-03-10,6630,6700,6380,6460,30151,54264.0,8400000.0
2010-03-11,6480,6480,6400,6400,14872,53760.0,8400000.0
2010-03-12,6400,6590,6400,6500,9223,54600.0,8400000.0
2010-03-15,6600,6600,6510,6540,7570,54936.0,8400000.0
2010-03-16,6540,6540,6420,6440,4658,54096.0,8400000.0
2010-03-17,6350,6550,6350,6370,8640,53508.0,8400000.0
2010-03-18,6400,6440,6320,6420,13438,53928.0,8400000.0
2010-03-19,6420,6450,6350,6390,5935,53676.0,8400000.0
2010-03-22,6390,6400,6140,6150,26844,51660.0,8400000.0
2010-03-23,6190,6200,5990,5990,27473,50316.0,8400000.0
2010-03-24,6030,6880,6030,6880,170105,57792.0,8400000.0
2010-03-25,6800,7490,6370,6370,221832,53508.0,8400000.0
2010-03-26,6450,6500,6210,6350,51702,53340.0,8400000.0
2010-03-29,6350,6350,6060,6150,33852,51660.0,8400000.0
2010-03-30,6200,6290,6180,6250,10699,52500.0,8400000.0
2010-03-31,6290,6290,6100,6160,12881,51744.0,8400000.0
2010-04-01,6070,6210,6020,6060,29348,50904.0,8400000.0
2010-04-02,6070,6340,6050,6140,30800,51576.0,8400000.0
2010-04-05,6120,6200,5950,6100,27602,51240.0,8400000.0
2010-04-06,6100,6100,6000,6020,5499,50568.0,8400000.0
2010-04-07,5970,6500,5970,6100,50740,51240.0,8400000.0
2010-04-08,6240,6380,6050,6050,34755,50820.0,8400000.0
2010-04-09,6140,6170,6030,6050,17568,50820.0,8400000.0
2010-04-12,6060,6100,6000,6090,8754,51156.0,8400000.0
2010-04-13,6090,6090,6000,6040,5626,50736.0,8400000.0
2010-04-14,5970,6080,5970,6010,9766,50484.0,8400000.0
2010-04-15,6030,6060,6000,6000,8889,50400.0,8400000.0
2010-04-16,6010,6290,6010,6030,11206,50652.0,8400000.0
2010-04-19,6130,6180,5900,6010,30847,50484.0,8400000.0
2010-04-20,6010,6070,5980,5980,7785,50232.0,8400000.0
2010-04-21,6090,6090,5940,6010,16169,50484.0,8400000.0
2010-04-22,6020,6200,6020,6090,22264,51156.0,8400000.0
2010-04-23,6180,6180,6000,6000,16256,50400.0,8400000.0
2010-04-26,6000,6130,5980,6010,13373,50484.0,8400000.0
2010-04-27,5960,6100,5960,6010,4836,50484.0,8400000.0
2010-04-28,5900,6000,5860,5900,14820,49560.0,8400000.0
2010-04-29,5860,5900,5720,5730,16675,48132.0,8400000.0
2010-04-30,5740,5830,5600,5630,11795,47292.0,8400000.0
2010-05-03,5630,5820,5400,5450,13886,45780.0,8400000.0
2010-05-04,5450,5630,5400,5470,21751,45948.0,8400000.0
2010-05-06,5450,5450,5270,5270,7543,44268.0,8400000.0
2010-05-07,5110,5140,4905,4960,15702,41664.0,8400000.0
2010-05-10,5080,5250,4960,5150,7677,43260.0,8400000.0
2010-05-11,5280,5280,5020,5060,3822,42504.0,8400000.0
2010-05-12,5290,5290,5010,5010,3845,42084.0,8400000.0
2010-05-13,5200,5200,5010,5030,1668,42252.0,8400000.0
2010-05-14,5180,5180,4995,5050,8902,42420.0,8400000.0
2010-05-17,5100,5100,4720,4735,14841,39774.0,8400000.0
2010-05-18,4605,4845,4605,4780,6303,40152.0,8400000.0
2010-05-19,4820,4820,4660,4675,8190,39270.0,8400000.0
2010-05-20,4590,4740,4590,4620,11493,38808.0,8400000.0
2010-05-24,4620,4685,4465,4685,7059,39354.0,8400000.0
2010-05-25,4570,4640,4120,4360,9324,36624.0,8400000.0
2010-05-26,4440,4495,4310,4445,6039,37338.0,8400000.0
2010-05-27,4445,4525,4350,4490,4701,37716.0,8400000.0
2010-05-28,4540,4690,4530,4620,15512,38808.0,8400000.0
2010-05-31,4650,4840,4635,4840,17001,40656.0,8400000.0
2010-06-01,4865,5550,4865,5510,97946,46284.0,8400000.0
2010-06-03,4810,4960,4690,4690,91850,39396.0,8400000.0
2010-06-04,4530,4690,4530,4550,20949,38220.0,8400000.0
2010-06-07,4500,4600,4400,4450,12512,37380.0,8400000.0
2010-06-08,4380,4590,4365,4540,7485,38136.0,8400000.0
2010-06-09,4500,4610,4450,4520,7885,37968.0,8400000.0
2010-06-10,4590,4685,4530,4590,5951,38556.0,8400000.0
2010-06-11,4650,4695,4510,4545,11271,38178.0,8400000.0
2010-06-14,4650,5220,4650,5220,112900,43848.0,8400000.0
2010-06-15,5270,5880,5200,5410,150999,45444.0,8400000.0
2010-06-16,5400,5400,4700,4705,73019,39522.0,8400000.0
2010-06-17,4745,5090,4745,4820,37905,40488.0,8400000.0
2010-06-18,4860,4890,4760,4810,12740,40404.0,8400000.0
2010-06-21,4860,4860,4700,4755,12781,39942.0,8400000.0
2010-06-22,4690,4725,4650,4725,11065,39690.0,8400000.0
2010-06-23,4765,5100,4765,4890,15876,41076.0,8400000.0
2010-06-24,4860,5000,4840,4890,9134,41076.0,8400000.0
2010-06-25,4830,5000,4830,4950,4715,41580.0,8400000.0
2010-06-28,4950,4990,4865,4965,2453,41706.0,8400000.0
2010-06-29,4885,5000,4855,4950,6707,41580.0,8400000.0
2010-06-30,4760,4940,4665,4815,5263,40446.0,8400000.0
2010-07-01,4815,4950,4555,4650,23475,39060.0,8400000.0
2010-07-02,4650,4820,4610,4700,7760,39480.0,8400000.0
2010-07-05,4800,4800,4500,4600,13796,38640.0,8400000.0
2010-07-06,4515,4700,4405,4575,7428,38430.0,8400000.0
2010-07-07,4485,4565,4400,4495,5605,37758.0,8400000.0
2010-07-08,4635,4635,4470,4570,2805,38388.0,8400000.0
2010-07-09,4600,4660,4470,4565,2355,38346.0,8400000.0
2010-07-12,4540,4690,4460,4670,15905,39228.0,8400000.0
2010-07-13,4690,4795,4610,4740,10274,39816.0,8400000.0
2010-07-14,4740,4820,4650,4730,15485,39732.0,8400000.0
2010-07-15,4730,4790,4645,4700,6224,39480.0,8400000.0
2010-07-16,4785,4785,4620,4660,8389,39144.0,8400000.0
2010-07-19,4770,4770,4610,4620,3635,38808.0,8400000.0
2010-07-20,4620,4740,4560,4645,5376,39018.0,8400000.0
2010-07-21,4660,4730,4600,4650,3196,39060.0,8400000.0
2010-07-22,4760,4760,4585,4595,3548,38598.0,8400000.0
2010-07-23,4560,4675,4490,4580,6010,38472.0,8400000.0
2010-07-26,4485,4690,4485,4650,3554,39060.0,8400000.0
2010-07-27,4560,4650,4560,4600,5339,38640.0,8400000.0
2010-07-28,4600,4740,4565,4700,7919,39480.0,8400000.0
2010-07-29,5400,5400,5400,5400,77509,45360.0,8400000.0
2010-07-30,6210,6210,5400,5450,283557,45780.0,8400000.0
2010-08-02,5340,5340,4805,4970,91404,41748.0,8400000.0
2010-08-03,4970,4990,4710,4800,41008,40320.0,8400000.0
2010-08-04,5050,5520,5040,5520,282272,46368.0,8400000.0
2010-08-05,6050,6340,5910,6340,333400,53256.0,8400000.0
2010-08-06,6030,7010,5860,6730,598613,56532.0,8400000.0
2010-08-09,7550,7730,7550,7730,144164,64932.0,8400000.0
2010-08-10,8450,8880,8150,8880,712955,74592.0,8400000.0
2010-08-11,8670,9800,8520,9100,808860,76440.0,8400000.0
2010-08-12,9190,10450,9110,10400,1403930,87360.0,8400000.0
2010-08-13,10800,11350,9150,9600,1263810,80640.0,8400000.0
2010-08-16,9500,10500,9500,10350,712775,86940.0,8400000.0
2010-08-17,10400,10500,8810,8830,463093,74172.0,8400000.0
2010-08-18,8950,9420,8250,8640,585132,72576.0,8400000.0
2010-08-19,8840,8890,8100,8300,577197,69720.0,8400000.0
2010-08-20,8300,9540,8030,9540,927674,80136.0,8400000.0
2010-08-23,9900,10850,9900,9910,959670,83244.0,8400000.0
2010-08-24,10150,10650,9010,9480,1211426,79632.0,8400000.0
2010-08-25,9350,10450,9320,9700,620375,81480.0,8400000.0
2010-08-26,9660,9970,9200,9500,244374,79800.0,8400000.0
2010-08-27,9340,10250,9320,9460,489875,79464.0,8400000.0
2010-08-30,9460,9990,9000,9300,578789,78120.0,8400000.0
2010-08-31,9500,9780,9220,9420,286712,79128.0,8400000.0
2010-09-01,9340,9470,9130,9200,171853,77280.0,8400000.0
2010-09-02,9290,9670,9030,9160,209513,76944.0,8400000.0
2010-09-03,9120,9200,8460,8700,174978,73080.0,8400000.0
2010-09-06,8750,8900,8300,8510,201916,71484.0,8400000.0
2010-09-07,8520,8790,8410,8410,149893,70644.0,8400000.0
2010-09-08,8500,8640,7970,8100,143206,68040.0,8400000.0
2010-09-09,8230,8240,7520,7520,191878,63168.0,8400000.0
2010-09-10,7500,7890,7430,7550,179999,63420.0,8400000.0
2010-09-13,7550,7620,7410,7450,127725,62580.0,8400000.0
2010-09-14,7450,7490,7100,7170,110929,60228.0,8400000.0
2010-09-15,7140,7550,7120,7350,124324,61740.0,8400000.0
2010-09-16,7350,8350,7350,8100,571251,68040.0,8400000.0
2010-09-17,7960,8100,7580,7690,202364,64596.0,8400000.0
2010-09-20,8190,8780,8100,8100,408704,68040.0,8400000.0
2010-09-24,8090,9230,8090,8570,697519,71988.0,8400000.0
2010-09-27,8630,9050,8300,8460,315854,71064.0,8400000.0
2010-09-28,8520,8600,8050,8100,172239,68040.0,8400000.0
2010-09-29,8150,8230,7770,7770,253587,65268.0,8400000.0
2010-09-30,7650,7980,7650,7770,102208,65268.0,8400000.0
2010-10-01,7950,8450,7900,8000,181024,67200.0,8400000.0
2010-10-04,7920,8000,7650,7700,105385,64680.0,8400000.0
2010-10-05,7900,7900,7570,7600,45021,63840.0,8400000.0
2010-10-06,7700,7820,7590,7720,47603,64848.0,8400000.0
2010-10-07,7760,7850,7550,7550,59087,63420.0,8400000.0
2010-10-08,7900,7900,7510,7660,41284,64344.0,8400000.0
2010-10-11,7780,7900,7600,7760,56198,65184.0,8400000.0
2010-10-12,7800,7850,7550,7570,49110,63588.0,8400000.0
2010-10-13,7570,7640,7410,7410,47250,62244.0,8400000.0
2010-10-14,7430,8180,7430,7780,214157,65352.0,8400000.0
2010-10-15,7800,7810,7530,7610,65477,63924.0,8400000.0
2010-10-18,7650,7700,7500,7600,43709,63840.0,8400000.0
2010-10-19,7680,7740,7550,7620,33512,64008.0,8400000.0
2010-10-20,7600,7940,6710,7570,121412,63588.0,8400000.0
2010-10-21,7640,7660,7350,7350,43332,61740.0,8400000.0
2010-10-22,7410,7920,7400,7700,144912,64680.0,8400000.0
2010-10-25,7700,7960,7700,7730,80930,64932.0,8400000.0
2010-10-26,7750,7750,7510,7550,40760,63420.0,8400000.0
2010-10-27,7560,7570,7320,7430,46756,62412.0,8400000.0
2010-10-28,7370,7370,7190,7290,30503,61236.0,8400000.0
2010-10-29,7420,8140,6200,8050,170388,67620.0,8400000.0
2010-11-01,8000,8040,7620,7630,32049,64092.0,8400000.0
2010-11-02,7700,7800,7480,7640,21132,64176.0,8400000.0
2010-11-03,7550,8090,7550,7600,32571,63840.0,8400000.0
2010-11-04,7730,7730,7510,7620,19340,64008.0,8400000.0
2010-11-05,7750,7750,7560,7560,20854,63504.0,8400000.0
2010-11-08,7550,7730,7380,7460,41776,62664.0,8400000.0
2010-11-09,7510,7580,7400,7480,18340,62832.0,8400000.0
2010-11-10,7500,7510,7320,7390,16872,62076.0,8400000.0
2010-11-11,7390,7480,7320,7330,13425,61572.0,8400000.0
2010-11-12,7440,7440,6890,7360,43565,61824.0,8400000.0
2010-11-15,7450,7580,7200,7230,14804,60732.0,8400000.0
2010-11-16,7190,7320,6900,6900,13700,57960.0,8400000.0
2010-11-17,6030,7440,6030,7020,42842,58968.0,8400000.0
2010-11-18,7000,7300,7000,7130,11971,59892.0,8400000.0
2010-11-19,7300,7300,7040,7150,11041,60060.0,8400000.0
2010-11-22,6940,7150,6940,7040,8512,59136.0,8400000.0
2010-11-23,7000,7090,6900,6900,13958,57960.0,8400000.0
2010-11-24,6300,6780,6200,6480,32029,54432.0,8400000.0
2010-11-25,6730,6790,6520,6700,8330,56280.0,8400000.0
2010-11-26,6870,6870,6200,6590,8633,55356.0,8400000.0
2010-11-29,6480,6580,6160,6300,20217,52920.0,8400000.0
2010-11-30,6290,6540,6210,6390,11784,53676.0,8400000.0
2010-12-01,6470,6700,6410,6480,6768,54432.0,8400000.0
2010-12-02,6690,6690,6450,6550,6729,55020.0,8400000.0
2010-12-03,6360,7270,6360,7100,123175,59640.0,8400000.0
2010-12-06,7500,7500,6880,7100,34243,59640.0,8400000.0
2010-12-07,7040,7300,6980,7000,22430,58800.0,8400000.0
2010-12-08,6930,7470,6930,7260,50828,60984.0,8400000.0
2010-12-09,7490,8340,7320,7350,356580,61740.0,8400000.0
2010-12-10,7410,7440,7060,7150,62677,60060.0,8400000.0
2010-12-13,7200,7220,6930,7090,23865,59556.0,8400000.0
2010-12-14,7220,7400,6930,7000,56928,58800.0,8400000.0
2010-12-15,7040,7200,7040,7130,14520,59892.0,8400000.0
2010-12-16,7100,7190,6950,7000,15302,58800.0,8400000.0
2010-12-17,7000,7070,6800,6900,14198,57960.0,8400000.0
2010-12-20,6710,6710,6330,6470,39343,54348.0,8400000.0
2010-12-21,6500,7100,6500,6680,43031,56112.0,8400000.0
2010-12-22,6800,6840,6520,6570,11866,55188.0,8400000.0
2010-12-23,6670,6670,6400,6600,19979,55440.0,8400000.0
2010-12-24,6600,6700,6500,6700,17415,56280.0,8400000.0
2010-12-27,6740,6990,6550,6630,25288,55692.0,8400000.0
2010-12-28,6550,6790,6500,6630,11783,55692.0,8400000.0
2010-12-29,6540,6700,6530,6630,10858,55692.0,8400000.0
2010-12-30,6380,7080,6380,6760,82248,56784.0,8400000.0
2011-01-03,6880,6900,6700,6710,17224,56364.0,8400000.0
2011-01-04,6880,6880,6620,6760,19575,56784.0,8400000.0
