비씨월드제약(200780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-23,27378,27796,24665,24875,269257,198881.0,6673848.0
2015-04-24,25291,25792,23497,24707,147018,197546.0,6673848.0
2015-04-27,24707,25500,24457,25125,85112,200883.0,6673848.0
2015-04-28,25124,25375,23622,23789,123478,190205.0,6673848.0
2015-04-29,23539,24957,23539,24249,87606,193875.0,6673848.0
2015-04-30,24540,25375,23872,24290,132099,194209.0,6673848.0
2015-05-04,25166,25166,23955,24332,74204,194543.0,6673848.0
2015-05-06,23789,24332,23371,24332,67333,194543.0,6673848.0
2015-05-07,24623,25124,23580,25125,61098,200883.0,6673848.0
2015-05-08,24999,26251,24874,26043,86517,208224.0,6673848.0
2015-05-11,26210,26460,25708,25877,63705,206889.0,6673848.0
2015-05-12,25875,26210,24665,25584,61437,204553.0,6673848.0
2015-05-13,25291,26626,25124,26210,63120,209559.0,6673848.0
2015-05-14,26210,27128,25750,26795,90747,214231.0,6673848.0
2015-05-15,26793,30091,26710,29633,394613,236922.0,6673848.0
2015-05-18,29966,32553,29172,31720,315566,253606.0,6673848.0
2015-05-19,31718,33138,31134,32512,211878,259946.0,6673848.0
2015-05-20,32512,33388,31844,33055,161230,264284.0,6673848.0
2015-05-21,33054,33138,32303,32680,102423,261281.0,6673848.0
2015-05-22,32720,32720,30299,31469,166135,251604.0,6673848.0
2015-05-26,31134,32428,31092,31385,88678,250937.0,6673848.0
2015-05-27,31302,31343,30049,30467,85464,243595.0,6673848.0
2015-05-28,31050,31885,30675,31427,74895,251270.0,6673848.0
2015-05-29,31468,31468,29882,29883,109034,238924.0,6673848.0
2015-06-01,29799,30884,28630,30592,81269,244597.0,6673848.0
2015-06-02,31092,31552,30216,30843,75722,246599.0,6673848.0
2015-06-03,30842,30884,28964,28965,74773,231583.0,6673848.0
2015-06-04,29715,30049,28839,29382,40180,234919.0,6673848.0
2015-06-05,29089,29674,28630,29674,48278,237255.0,6673848.0
2015-06-08,29715,30174,29089,29633,41688,236922.0,6673848.0
2015-06-09,29674,29674,28588,29090,61519,232584.0,6673848.0
2015-06-10,28964,29674,28672,29299,44458,234252.0,6673848.0
2015-06-11,29423,31802,29089,31636,151826,252939.0,6673848.0
2015-06-12,31635,32303,30299,31469,105259,251604.0,6673848.0
2015-06-15,31468,31468,30049,30050,67596,240259.0,6673848.0
2015-06-16,30299,30383,28588,28798,85531,230248.0,6673848.0
2015-06-17,29047,29590,28630,29132,55903,232917.0,6673848.0
2015-06-18,29465,31134,29131,30259,83530,241927.0,6673848.0
2015-06-19,29966,30299,28797,29132,422731,232917.0,6673848.0
2015-06-22,29966,30299,29256,29883,150661,238924.0,6673848.0
2015-06-23,30091,31427,29924,31052,153862,248267.0,6673848.0
2015-06-24,31218,33638,30842,32345,298760,258612.0,6673848.0
2015-06-25,32136,32803,31718,32304,127520,258278.0,6673848.0
2015-06-26,32303,34223,31302,32053,253495,256276.0,6673848.0
2015-06-29,31302,32010,30383,31135,136318,248935.0,6673848.0
2015-06-30,30675,34014,30091,33723,241624,269623.0,6673848.0
2015-07-01,34598,36226,32971,34599,607318,276631.0,6673848.0
2015-07-02,35183,37395,34891,37396,385815,298988.0,6673848.0
2015-07-03,38020,38772,36519,38147,332611,304995.0,6673848.0
2015-07-06,37395,38104,36602,36728,288900,293649.0,6673848.0
2015-07-07,37061,38647,29214,31720,587256,253606.0,6673848.0
2015-07-08,31593,31844,28546,30384,310997,242928.0,6673848.0
2015-07-09,29089,30049,26668,29341,339368,234586.0,6673848.0
2015-07-10,29674,30634,28338,30134,263622,240926.0,6673848.0
2015-07-13,30007,30634,29465,30467,119392,243595.0,6673848.0
2015-07-14,30550,33013,30425,32512,214453,259946.0,6673848.0
2015-07-15,32386,33931,32094,32137,159116,256943.0,6673848.0
2015-07-16,32386,33305,31510,31594,128410,252605.0,6673848.0
2015-07-17,31593,31718,30299,30885,112061,246932.0,6673848.0
2015-07-20,30884,31468,30508,31219,64472,249602.0,6673848.0
2015-07-21,31260,31260,30174,30384,99755,242928.0,6673848.0
2015-07-22,30383,32887,30132,32304,182541,258278.0,6673848.0
2015-07-23,33305,34389,32386,32554,272782,260280.0,6673848.0
2015-07-24,32971,34098,32553,33097,129754,264618.0,6673848.0
2015-07-27,33638,33805,31134,31219,147783,249602.0,6673848.0
2015-07-28,30299,31218,29590,30634,109413,244930.0,6673848.0
2015-07-29,31385,32971,29047,29216,189687,233585.0,6673848.0
2015-07-30,29799,30383,27378,27755,131312,221905.0,6673848.0
2015-07-31,28379,29214,27295,29216,91003,233585.0,6673848.0
2015-08-03,28839,29172,26877,26920,93694,215232.0,6673848.0
2015-08-04,26793,28254,25958,28214,81618,225576.0,6673848.0
2015-08-05,27963,29172,27796,29132,41912,232917.0,6673848.0
2015-08-06,29006,29715,28546,29216,41216,233585.0,6673848.0
2015-08-07,28588,28964,27921,28130,55703,224909.0,6673848.0
2015-08-10,28213,28213,26585,27713,92037,221572.0,6673848.0
2015-08-11,27420,28129,26293,26293,82462,210226.0,6673848.0
2015-08-12,25542,26251,23497,24624,152650,196879.0,6673848.0
2015-08-13,24290,25417,24206,25167,65468,201217.0,6673848.0
2015-08-17,25375,25375,24415,24457,34065,195544.0,6673848.0
2015-08-18,24582,24790,22161,22829,108707,182530.0,6673848.0
2015-08-19,21702,23204,20993,22954,109494,183531.0,6673848.0
2015-08-20,22369,23204,21827,22412,77778,179193.0,6673848.0
2015-08-21,20366,27545,20366,22538,150057,180194.0,6673848.0
2015-08-24,22537,23539,22286,22621,52496,180861.0,6673848.0
2015-08-25,22829,24707,22369,24290,83858,194209.0,6673848.0
2015-08-26,24290,26877,24206,26335,160515,210560.0,6673848.0
2015-08-27,26585,27211,26001,26335,110658,210560.0,6673848.0
2015-08-28,27378,29840,26877,29466,157809,235587.0,6673848.0
2015-08-31,29214,30383,28756,29048,112840,232250.0,6673848.0
2015-09-01,28881,30383,26919,27295,223879,218235.0,6673848.0
2015-09-02,26710,27169,25958,26753,131501,213897.0,6673848.0
2015-09-03,27169,27628,26835,27295,101161,218235.0,6673848.0
2015-09-04,27295,27503,25166,25960,78269,207557.0,6673848.0
2015-09-07,25583,26293,24665,24875,91821,198881.0,6673848.0
2015-09-08,24790,25458,23413,24457,62828,195544.0,6673848.0
2015-09-09,24999,26043,24749,25877,80404,206889.0,6673848.0
2015-09-10,25458,26085,24915,25710,36406,205555.0,6673848.0
2015-09-11,25708,26460,25375,25918,42495,207223.0,6673848.0
2015-09-14,25958,25958,24957,25125,27687,200883.0,6673848.0
2015-09-15,25124,26168,24915,26168,54347,209225.0,6673848.0
2015-09-16,26251,27712,25917,27379,100898,218902.0,6673848.0
2015-09-17,27503,28546,26835,28088,84983,224575.0,6673848.0
2015-09-18,28088,30550,28088,30217,199164,241593.0,6673848.0
2015-09-21,30216,30884,29924,30509,106826,243929.0,6673848.0
2015-09-22,30257,30884,29381,30092,64792,240592.0,6673848.0
2015-09-23,29757,30091,28379,29006,83433,231916.0,6673848.0
2015-09-24,29507,30216,28630,29591,40848,236588.0,6673848.0
2015-09-25,29214,29715,28213,28631,50309,228913.0,6673848.0
2015-09-30,27670,28004,27044,27379,61694,218902.0,6673848.0
2015-10-01,27628,28964,27503,28756,39008,229914.0,6673848.0
2015-10-02,28756,29590,28379,29048,22504,232250.0,6673848.0
2015-10-05,29089,29590,28756,28798,26950,230248.0,6673848.0
2015-10-06,29089,29339,27837,28214,39983,225576.0,6673848.0
2015-10-07,27837,27879,26877,27295,53923,218235.0,6673848.0
2015-10-08,27336,27837,26251,27128,42436,216900.0,6673848.0
2015-10-12,26793,27128,26168,26377,32193,210894.0,6673848.0
2015-10-13,26001,26919,25250,26419,60747,211227.0,6673848.0
2015-10-14,26585,26585,25833,26252,21848,209893.0,6673848.0
2015-10-15,26001,26668,26001,26670,17269,213229.0,6673848.0
2015-10-16,26710,27420,26293,26545,30724,212228.0,6673848.0
2015-10-19,26793,26919,26043,26168,20357,209225.0,6673848.0
2015-10-20,26001,26793,25958,26377,23864,210894.0,6673848.0
2015-10-21,26043,26668,25958,26043,32535,208224.0,6673848.0
2015-10-22,25875,26293,25040,25334,51881,202551.0,6673848.0
2015-10-23,25500,25833,25250,25417,37465,203219.0,6673848.0
2015-10-26,25792,26710,25417,26293,40595,210226.0,6673848.0
2015-10-27,26335,26626,25667,26043,34631,208224.0,6673848.0
2015-10-28,26001,26210,25417,25626,26905,204887.0,6673848.0
2015-10-29,25792,26001,24999,25542,34905,204220.0,6673848.0
2015-10-30,25583,25583,24623,25042,46885,200215.0,6673848.0
2015-11-02,25040,25040,23664,24124,58731,192874.0,6673848.0
2015-11-03,24122,25458,24122,25459,31845,203552.0,6673848.0
2015-11-04,25333,26376,24790,26252,46062,209893.0,6673848.0
2015-11-05,26251,27003,26043,26586,37480,212562.0,6673848.0
2015-11-06,27294,27420,26460,26628,63909,212896.0,6673848.0
2015-11-09,27128,27128,26293,26753,59588,213897.0,6673848.0
2015-11-10,26460,30007,26251,28965,199601,231583.0,6673848.0
2015-11-11,28964,29674,28546,28965,85957,231583.0,6673848.0
2015-11-12,29006,29172,28046,28423,40444,227245.0,6673848.0
2015-11-13,28088,28088,26710,27128,59999,216900.0,6673848.0
2015-11-16,26293,26919,26043,26419,51835,211227.0,6673848.0
2015-11-17,26710,26961,26293,26670,32009,213229.0,6673848.0
2015-11-18,26877,27712,26376,27045,28200,216233.0,6673848.0
2015-11-19,27336,27420,26460,26961,29541,215565.0,6673848.0
2015-11-20,26961,28046,26668,27421,36512,219236.0,6673848.0
2015-11-23,27420,28088,27169,27170,33175,217234.0,6673848.0
2015-11-24,27545,27545,26043,26878,52950,214898.0,6673848.0
2015-11-25,26710,26877,26293,26503,19779,211895.0,6673848.0
2015-11-26,26793,26877,26251,26377,22124,210894.0,6673848.0
2015-11-27,26626,26626,25417,26043,38240,208224.0,6673848.0
2015-11-30,26126,26126,25458,25918,14579,207223.0,6673848.0
2015-12-01,26043,26293,25792,25918,13236,207223.0,6673848.0
2015-12-02,25917,25958,25500,25500,26111,203886.0,6673848.0
2015-12-03,25500,26085,25375,25877,19487,206889.0,6673848.0
2015-12-04,25875,25875,25375,25626,13391,204887.0,6673848.0
2015-12-07,25833,26585,25750,26210,26836,209559.0,6673848.0
2015-12-08,26251,26668,25458,25710,33806,205555.0,6673848.0
2015-12-09,25708,25708,24206,25167,48872,201217.0,6673848.0
2015-12-10,24915,25875,24915,25417,39344,203219.0,6673848.0
2015-12-11,25458,27044,25458,26377,56576,210894.0,6673848.0
2015-12-14,25208,26877,25208,26252,40248,209893.0,6673848.0
2015-12-15,26251,26710,25625,26043,29282,208224.0,6673848.0
2015-12-16,26460,26460,25792,26085,29441,208558.0,6673848.0
2015-12-17,26210,26418,25750,26043,21986,208224.0,6673848.0
2015-12-18,26210,26835,25750,26670,29382,213229.0,6673848.0
2015-12-21,26877,26877,26376,26753,29644,213897.0,6673848.0
2015-12-22,26710,26710,26251,26461,21267,211561.0,6673848.0
2015-12-23,26668,26835,26210,26461,29864,211561.0,6673848.0
2015-12-24,26710,27211,26376,26711,40627,213563.0,6673848.0
2015-12-28,26668,27837,26668,27045,50372,216233.0,6673848.0
2015-12-29,27003,27712,27003,27421,35773,219236.0,6673848.0
2015-12-30,27628,28171,27420,27838,38164,222573.0,6673848.0
2016-01-04,28129,28922,27796,27838,71786,222573.0,6673848.0
2016-01-05,27921,30467,27503,30217,141945,241593.0,6673848.0
2016-01-06,30467,32470,30216,32012,235898,255942.0,6673848.0
2016-01-07,31969,33180,30842,31928,190731,255275.0,6673848.0
2016-01-08,31134,32178,30759,31928,73761,255275.0,6673848.0
2016-01-11,32345,32803,29715,29758,124826,237923.0,6673848.0
2016-01-12,30091,30800,29674,29883,68085,238924.0,6673848.0
2016-01-13,30467,31760,30467,31469,58790,251604.0,6673848.0
2016-01-14,30592,30884,29840,30259,132299,241927.0,6673848.0
2016-01-15,30592,31302,29632,29633,66706,236922.0,6673848.0
2016-01-18,29089,31134,28922,30969,84212,247600.0,6673848.0
2016-01-19,30967,31885,30341,31344,84956,250603.0,6673848.0
2016-01-20,31718,31718,29674,30217,80877,241593.0,6673848.0
2016-01-21,30216,30800,29840,29967,40041,239591.0,6673848.0
2016-01-22,30049,30675,29840,30676,49815,245264.0,6673848.0
2016-01-25,30842,31009,30091,30759,38743,245931.0,6673848.0
2016-01-26,30759,31050,30467,30676,39805,245264.0,6673848.0
2016-01-27,30884,30925,29339,30134,57750,240926.0,6673848.0
2016-01-28,29966,30800,29298,30759,28672,245931.0,6673848.0
2016-01-29,30508,30508,29632,30259,28311,241927.0,6673848.0
2016-02-01,30467,31302,29966,30969,55129,247600.0,6673848.0
2016-02-02,31302,32887,30967,31720,180810,253606.0,6673848.0
2016-02-03,31302,31718,30884,31302,40799,250269.0,6673848.0
2016-02-04,31092,32512,31092,31385,78151,250937.0,6673848.0
2016-02-05,31092,31385,30634,30843,46772,246599.0,6673848.0
2016-02-11,29590,30174,28129,28130,95554,224909.0,6673848.0
2016-02-12,27586,28004,24832,26419,183899,211227.0,6673848.0
2016-02-15,26877,27128,26126,26335,85463,210560.0,6673848.0
2016-02-16,26335,27336,26335,26920,52913,215232.0,6673848.0
2016-02-17,26752,27211,25208,26210,100444,209559.0,6673848.0
2016-02-18,26710,26710,26085,26419,28880,211227.0,6673848.0
2016-02-19,26418,26418,25750,26377,37276,210894.0,6673848.0
2016-02-22,26168,27086,26168,27003,38755,215899.0,6673848.0
2016-02-23,27128,27211,26210,26628,32377,212896.0,6673848.0
2016-02-24,26626,26835,26251,26503,23731,211895.0,6673848.0
2016-02-25,26501,27003,26210,26461,25196,211561.0,6673848.0
2016-02-26,26501,27003,26460,26961,29185,215565.0,6673848.0
2016-02-29,26752,27211,26585,26920,23952,215232.0,6673848.0
2016-03-02,26961,27044,26335,26795,41741,214231.0,6673848.0
2016-03-03,26793,27295,26543,27253,39080,217901.0,6673848.0
2016-03-04,27378,27378,26668,26836,31242,214564.0,6673848.0
2016-03-07,26877,27295,26752,26753,30175,213897.0,6673848.0
2016-03-08,26668,26961,26335,26711,23194,213563.0,6673848.0
2016-03-09,26710,27294,26460,27295,28602,218235.0,6673848.0
2016-03-10,27295,28171,27211,27588,40883,220571.0,6673848.0
2016-03-11,27503,27628,27003,27295,22241,218235.0,6673848.0
2016-03-14,27253,27336,26793,27045,27692,216233.0,6673848.0
2016-03-15,27044,27253,26877,26878,20468,214898.0,6673848.0
2016-03-16,26877,28046,26752,27546,44772,220237.0,6673848.0
2016-03-17,27545,27963,27378,27463,19505,219570.0,6673848.0
2016-03-18,27461,27628,27044,27504,20631,219903.0,6673848.0
2016-03-21,27628,27879,27128,27588,25287,220571.0,6673848.0
2016-03-22,27586,27921,27420,27588,20460,220571.0,6673848.0
2016-03-23,27586,29131,27378,29132,69741,232917.0,6673848.0
2016-03-24,29131,29172,28171,28381,36700,226911.0,6673848.0
2016-03-25,28504,28922,27837,28673,27874,229247.0,6673848.0
2016-03-28,28714,29172,28046,28046,31219,224241.0,6673848.0
2016-03-29,28213,28964,27963,28423,30818,227245.0,6673848.0
2016-03-30,28379,28588,27879,27921,23785,223240.0,6673848.0
2016-03-31,27963,28296,27628,27713,32301,221572.0,6673848.0
2016-04-01,27921,28254,27628,28046,33704,224241.0,6673848.0
2016-04-04,28213,28296,27712,28256,26844,225910.0,6673848.0
2016-04-05,28379,28797,28088,28756,31662,229914.0,6673848.0
2016-04-06,28756,29089,28504,29090,28357,232584.0,6673848.0
2016-04-07,29089,29131,28588,28839,35079,230581.0,6673848.0
2016-04-08,29006,29006,28129,28548,30065,228246.0,6673848.0
2016-04-11,28546,29381,28463,28839,48743,230581.0,6673848.0
2016-04-12,28630,28922,27628,28423,33528,227245.0,6673848.0
2016-04-14,28254,28421,27796,28046,19871,224241.0,6673848.0
2016-04-15,28213,28379,27796,28046,17102,224241.0,6673848.0
2016-04-18,28129,28129,27586,27671,21755,221238.0,6673848.0
2016-04-19,27545,28129,27545,28130,14844,224909.0,6673848.0
2016-04-20,27963,28129,27628,27921,16464,223240.0,6673848.0
2016-04-21,27754,28046,27420,27463,27670,219570.0,6673848.0
2016-04-22,27754,27754,26376,27212,106083,217567.0,6673848.0
2016-04-25,27295,27420,26793,27128,28965,216900.0,6673848.0
2016-04-26,26877,27921,26877,27880,44411,222907.0,6673848.0
2016-04-27,27963,27963,27169,27713,23838,221572.0,6673848.0
2016-04-28,27420,28296,27420,27838,29060,222573.0,6673848.0
2016-04-29,27879,27921,27420,27671,15266,221238.0,6673848.0
2016-05-02,27712,27754,26543,26670,35724,213229.0,6673848.0
2016-05-03,26543,26752,26293,26670,30968,213229.0,6673848.0
2016-05-04,26418,26585,25792,26293,36038,210226.0,6673848.0
2016-05-09,26418,26460,25458,25752,35700,205888.0,6673848.0
2016-05-10,26043,26293,25833,26293,16338,210226.0,6673848.0
2016-05-11,26126,26543,26001,26252,16848,209893.0,6673848.0
2016-05-12,26001,26543,25958,26545,16436,212228.0,6673848.0
2016-05-13,26335,26877,26335,26878,17338,214898.0,6673848.0
2016-05-16,26877,26877,26418,26461,18523,211561.0,6673848.0
2016-05-17,26710,26710,26043,26545,21076,212228.0,6673848.0
2016-05-18,26585,26626,24999,26085,28490,208558.0,6673848.0
2016-05-19,26085,26668,25667,25960,21851,207557.0,6673848.0
2016-05-20,26001,26919,26001,26795,26837,214231.0,6673848.0
2016-05-23,27003,27003,26460,26711,21017,213563.0,6673848.0
2016-05-24,26752,26752,26126,26293,22357,210226.0,6673848.0
2016-05-25,26501,26793,26293,26419,29348,211227.0,6673848.0
2016-05-26,26501,27545,26210,26461,68088,211561.0,6673848.0
2016-05-27,26335,27044,26126,26461,21714,211561.0,6673848.0
2016-05-30,26501,26501,26085,26210,21047,209559.0,6673848.0
2016-05-31,26126,26752,26126,26586,20977,212562.0,6673848.0
2016-06-01,26585,27128,26585,26920,21509,215232.0,6673848.0
2016-06-02,27253,27461,26919,27170,20310,217234.0,6673848.0
2016-06-03,27295,27712,27128,27671,28235,221238.0,6673848.0
2016-06-07,28296,28296,27879,28046,23688,224241.0,6673848.0
2016-06-08,28004,28296,27712,28256,37053,225910.0,6673848.0
2016-06-09,28504,28672,27545,28381,40891,226911.0,6673848.0
2016-06-10,28379,28756,28004,28756,30288,229914.0,6673848.0
2016-06-13,28756,28756,27879,27921,29119,223240.0,6673848.0
2016-06-14,27586,27921,27169,27588,30958,220571.0,6673848.0
2016-06-15,27295,27837,27044,27546,22863,220237.0,6673848.0
2016-06-16,27879,27879,26710,26795,24399,214231.0,6673848.0
2016-06-17,26835,27545,26293,27003,20702,215899.0,6673848.0
2016-06-20,27003,27545,26752,26795,15707,214231.0,6673848.0
2016-06-21,27086,27128,26418,26795,16170,214231.0,6673848.0
2016-06-22,26877,27003,26376,26461,21311,211561.0,6673848.0
2016-06-23,26460,26585,25917,26168,31873,209225.0,6673848.0
2016-06-24,26460,26460,24582,24917,84659,199214.0,6673848.0
2016-06-27,23789,25208,23789,25084,30848,200549.0,6673848.0
2016-06-28,24665,26418,24665,26085,20892,208558.0,6673848.0
2016-06-29,26293,26543,26043,26293,18381,210226.0,6673848.0
2016-06-30,26418,26710,26168,26628,17139,212896.0,6673848.0
2016-07-01,26710,27128,26543,26878,32187,214898.0,6673848.0
2016-07-04,27169,27295,26543,26961,23315,215565.0,6673848.0
2016-07-05,27086,27086,26585,26753,26460,213897.0,6673848.0
2016-07-06,27044,27044,26293,26711,24176,213563.0,6673848.0
2016-07-07,26668,28379,26626,28005,61993,223908.0,6673848.0
2016-07-08,28588,29840,28504,28673,126759,229247.0,6673848.0
2016-07-11,29507,29799,29006,29549,101612,236254.0,6673848.0
2016-07-12,29840,29840,29214,29633,48849,236922.0,6673848.0
2016-07-13,29840,29840,28171,28714,70666,229580.0,6673848.0
2016-07-14,28504,28504,27712,27838,62130,222573.0,6673848.0
2016-07-15,27963,28213,27586,28214,34890,225576.0,6673848.0
2016-07-18,28254,28463,27837,28130,21137,224909.0,6673848.0
2016-07-19,28046,28296,27128,27253,38292,217901.0,6673848.0
2016-07-20,27253,27503,26961,27421,20729,219236.0,6673848.0
2016-07-21,27169,27461,26835,27087,25660,216566.0,6673848.0
2016-07-22,26919,27295,26585,26961,33221,215565.0,6673848.0
2016-07-25,26668,27336,26668,27295,24217,218235.0,6673848.0
2016-07-26,27295,27461,26710,27170,23920,217234.0,6673848.0
2016-07-27,27169,27295,26877,27003,24548,215899.0,6673848.0
2016-07-28,27003,27044,26585,26753,30941,213897.0,6673848.0
2016-07-29,26710,26961,26251,26795,37358,214231.0,6673848.0
2016-08-01,26793,28088,26168,26419,125725,211227.0,6673848.0
2016-08-02,26585,27003,26168,26878,24000,214898.0,6673848.0
2016-08-03,26668,27378,26668,27212,36381,217567.0,6673848.0
2016-08-04,27336,27420,26919,27253,17477,217901.0,6673848.0
2016-08-05,27253,27545,26710,26920,29256,215232.0,6673848.0
2016-08-08,26919,27169,26626,26670,15382,213229.0,6673848.0
2016-08-09,26752,27128,26585,26628,14693,212896.0,6673848.0
2016-08-10,26668,26835,26418,26753,21526,213897.0,6673848.0
2016-08-11,26877,26919,26460,26545,17807,212228.0,6673848.0
2016-08-12,26543,26710,26418,26670,26946,213229.0,6673848.0
2016-08-16,26710,26919,26376,26545,22674,212228.0,6673848.0
2016-08-17,26543,26793,26376,26377,33984,210894.0,6673848.0
2016-08-18,26460,27128,26293,26795,31633,214231.0,6673848.0
2016-08-19,26835,27086,26543,26628,26252,212896.0,6673848.0
2016-08-22,26835,26919,26293,26461,21548,211561.0,6673848.0
2016-08-23,26293,26501,25833,26085,30497,208558.0,6673848.0
2016-08-24,26126,26210,25500,26085,19706,208558.0,6673848.0
2016-08-25,26085,26085,25542,25710,15246,205555.0,6673848.0
2016-08-26,25708,25875,25500,25542,17132,204220.0,6673848.0
2016-08-29,25542,25542,24915,25000,46317,199882.0,6673848.0
