한송네오텍(226440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-26,2202,2202,2196,2202,2227,8833.0,4450000.0
2016-10-27,2230,2230,2196,2197,21539,8811.0,4450000.0
2016-10-28,2196,2213,2191,2197,5030,8811.0,4450000.0
2016-10-31,2202,2207,2196,2208,2290,8856.0,4450000.0
2016-11-01,2213,2213,2191,2213,2846,8878.0,4450000.0
2016-11-02,2218,2218,2207,2213,1134,8878.0,4450000.0
2016-11-03,2196,2213,2191,2208,5302,8856.0,4450000.0
2016-11-04,2207,2207,2207,2208,0,8856.0,4450000.0
2016-11-07,2191,2218,2191,2197,1256,8811.0,4450000.0
2016-11-08,2207,2207,2191,2191,2431,8789.0,4450000.0
2016-11-09,2191,2191,2185,2186,6644,8766.0,4450000.0
2016-11-10,2185,2213,2174,2180,63926,8744.0,4450000.0
2016-11-11,2180,2213,2180,2213,5177,8878.0,4450000.0
2016-11-14,2196,2213,2196,2213,20031,8878.0,4450000.0
2016-11-15,2191,2213,2191,2197,549,8811.0,4450000.0
2016-11-16,2185,2202,2185,2202,2363,8833.0,4450000.0
2016-11-17,2191,2218,2191,2191,739,8789.0,4450000.0
2016-11-18,2191,2191,2185,2191,221,8789.0,4450000.0
2016-11-21,2185,2207,2174,2208,10703,8856.0,4450000.0
2016-11-22,2207,2207,2191,2191,7726,8789.0,4450000.0
2016-11-23,2185,2196,2185,2191,4455,8789.0,4450000.0
2016-11-24,2191,2196,2191,2197,1534,8811.0,4450000.0
2016-11-25,2196,2207,2191,2202,4369,8833.0,4450000.0
2016-11-28,2185,2202,2185,2202,3473,8833.0,4450000.0
2016-11-29,2213,2213,2202,2208,2170,8856.0,4450000.0
2016-11-30,2207,2207,2207,2208,0,,
2016-12-01,2191,2207,2191,2197,3862,8811.0,4450000.0
2016-12-02,2202,2213,2202,2208,9266,8856.0,4450000.0
2016-12-05,2213,2213,2185,2213,13,8878.0,4450000.0
2016-12-06,2213,2213,2213,2213,11,8878.0,4450000.0
2016-12-07,2202,2202,2196,2202,3642,8833.0,4450000.0
2016-12-08,2202,2202,2202,2202,501,8833.0,4450000.0
2016-12-09,2191,2196,2191,2197,255,8811.0,4450000.0
2016-12-12,2185,2213,2185,2213,353,8878.0,4450000.0
2016-12-13,2174,2213,2174,2213,15170,8878.0,4450000.0
2016-12-14,2196,2196,2196,2197,1,8811.0,4450000.0
2016-12-15,2196,2213,2196,2213,4240,8878.0,4450000.0
2016-12-16,2191,2213,2191,2213,83,8878.0,4450000.0
2016-12-19,2196,2196,2174,2180,5149,8744.0,4450000.0
2016-12-20,2180,2196,2180,2180,2558,8744.0,4450000.0
2016-12-21,2180,2191,2180,2180,2088,8744.0,4450000.0
2016-12-22,2185,2185,2185,2186,4012,8766.0,4450000.0
2016-12-23,2180,2218,2180,2219,9207,8900.0,4450000.0
2016-12-26,2207,2207,2202,2202,14732,8833.0,4450000.0
2016-12-27,2191,2218,2191,2219,14001,8900.0,4450000.0
2016-12-28,2202,2207,2196,2197,433,8811.0,4450000.0
2016-12-29,2191,2196,2191,2191,1073,8789.0,4450000.0
2017-01-02,2191,2196,2191,2191,202,8789.0,4450000.0
2017-01-03,2191,2191,2191,2191,207,8789.0,4450000.0
2017-01-04,2191,2235,2191,2236,1304,8967.0,4450000.0
2017-01-05,2191,2191,2191,2191,69,8789.0,4450000.0
2017-01-06,2191,2191,2191,2191,600,8789.0,4450000.0
2017-01-09,2191,2191,2185,2186,2423,8766.0,4450000.0
2017-01-10,2185,2185,2180,2180,2108,8744.0,4450000.0
2017-01-11,2180,2180,2180,2180,2610,8744.0,4450000.0
2017-01-12,2180,2185,2180,2180,399,8744.0,4450000.0
2017-01-13,2185,2185,2185,2186,20,8766.0,4450000.0
2017-01-16,2196,2196,2163,2164,9936,8678.0,4450000.0
2017-01-17,2174,2174,2163,2164,3824,8678.0,4450000.0
2017-01-18,2163,2163,2157,2164,1223,8678.0,4450000.0
2017-01-19,2180,2180,2157,2169,4328,8700.0,4450000.0
2017-01-20,2169,2185,2157,2164,1500,8678.0,4450000.0
2017-01-23,2163,2174,2163,2175,2100,8722.0,4450000.0
2017-01-24,2174,2174,2169,2175,963,8722.0,4450000.0
2017-01-25,2174,2174,2157,2175,834,8722.0,4450000.0
2017-01-26,2174,2174,2152,2169,814,8700.0,4450000.0
2017-01-31,2169,2169,2169,2169,0,8700.0,4450000.0
2017-02-01,2169,2169,2163,2164,870,8678.0,4450000.0
2017-02-02,2152,2152,2152,2152,27,8633.0,4450000.0
2017-02-03,2157,2157,2152,2152,2028,8633.0,4450000.0
2017-02-06,2146,2163,2146,2164,664,8678.0,4450000.0
2017-02-07,2157,2180,2157,2158,1624,8655.0,4450000.0
2017-02-08,2146,2152,2146,2147,8946,8611.0,4450000.0
2017-02-09,2180,2180,2146,2147,5547,8611.0,4450000.0
2017-02-10,2146,2152,2135,2147,33980,8611.0,4450000.0
2017-02-13,2130,2163,2130,2152,11210,8633.0,4450000.0
2017-02-14,2135,2135,2130,2136,1070,8566.0,4450000.0
2017-02-15,2169,2169,2135,2147,872,8611.0,4450000.0
2017-02-16,2135,2157,2135,2158,2520,8655.0,4450000.0
2017-02-17,2135,2146,2135,2147,2282,8611.0,4450000.0
2017-02-20,2135,2141,2135,2141,1470,8588.0,4450000.0
2017-02-21,2135,2157,2135,2147,17088,8611.0,4450000.0
2017-02-22,2141,2146,2130,2130,20512,8544.0,4450000.0
2017-02-23,2135,2152,2135,2152,5164,8633.0,4450000.0
2017-02-24,2152,2152,2135,2152,3881,8633.0,4450000.0
2017-02-27,2185,2185,2135,2147,10586,8611.0,4450000.0
2017-02-28,2135,2146,2135,2147,7766,8611.0,4450000.0
2017-03-02,2146,2163,2146,2164,14013,8678.0,4450000.0
2017-03-03,2163,2169,2141,2158,6066,8655.0,4450000.0
2017-03-06,2163,2174,2141,2164,40788,8678.0,4450000.0
2017-03-07,2174,2174,2146,2169,3063,8700.0,4450000.0
2017-03-08,2146,2174,2146,2169,9462,8700.0,4450000.0
2017-03-09,2180,2180,2152,2152,6144,8633.0,4450000.0
2017-03-10,2174,2174,2146,2152,4731,8633.0,4450000.0
2017-03-13,2146,2157,2146,2158,6801,8655.0,4450000.0
2017-03-14,2163,2180,2141,2169,9240,8700.0,4450000.0
2017-03-15,2174,2174,2146,2169,15784,8700.0,4450000.0
2017-03-16,2174,2180,2152,2169,17591,8700.0,4450000.0
2017-03-17,2185,2218,2163,2175,37621,8722.0,4450000.0
2017-03-20,2196,2507,2185,2413,2227369,9679.0,4450000.0
2017-03-21,2329,2346,2174,2191,868443,8789.0,4450000.0
2017-03-22,2196,2274,2174,2186,384483,8766.0,4450000.0
2017-03-23,2196,2224,2185,2213,168321,8878.0,4450000.0
2017-03-24,2207,2218,2169,2180,113259,8744.0,4450000.0
2017-03-27,2180,2196,2174,2180,55111,8744.0,4450000.0
2017-03-28,2174,2196,2163,2180,45262,8744.0,4450000.0
2017-03-29,2174,2196,2174,2186,40236,8766.0,4450000.0
2017-03-30,2185,2213,2185,2197,58334,8811.0,4450000.0
2017-03-31,2202,2202,2185,2202,13790,8833.0,4450000.0
2017-04-03,2202,2202,2180,2197,13641,8811.0,4450000.0
2017-04-04,2185,2191,2174,2186,30579,8766.0,4450000.0
2017-04-05,2174,2191,2174,2191,32837,8789.0,4450000.0
2017-04-06,2196,2196,2174,2180,12779,8744.0,4450000.0
2017-04-07,2191,2191,2169,2186,38237,8766.0,4450000.0
2017-04-10,2169,2180,2169,2180,16554,8744.0,4450000.0
2017-04-11,2169,2185,2169,2186,16164,8766.0,4450000.0
2017-04-12,2169,2185,2169,2180,19979,8744.0,4450000.0
2017-04-13,2185,2185,2174,2186,39343,8766.0,4450000.0
2017-04-14,2185,2191,2180,2191,27689,8789.0,4450000.0
2017-04-17,2202,2202,2185,2186,4791,8766.0,4450000.0
2017-04-18,2196,2196,2185,2197,3575,8811.0,4450000.0
2017-04-19,2191,2202,2191,2202,17345,8833.0,4450000.0
2017-04-20,2191,2202,2191,2197,11633,8811.0,4450000.0
2017-04-21,2191,2207,2191,2202,22755,8833.0,4450000.0
2017-04-24,2196,2202,2196,2202,10672,8833.0,4450000.0
2017-04-25,2191,2202,2191,2202,26251,8833.0,4450000.0
2017-04-26,2191,2207,2191,2208,16295,8856.0,4450000.0
2017-04-27,2191,2207,2191,2191,6272,8789.0,4450000.0
2017-04-28,2207,2207,2191,2208,13944,8856.0,4450000.0
2017-05-02,2196,2207,2196,2202,26264,8833.0,4450000.0
2017-05-04,2213,2213,2202,2208,5453,8856.0,4450000.0
2017-05-08,2185,2207,2185,2208,4263,8856.0,4450000.0
2017-05-10,2185,2207,2185,2208,3040,8856.0,4450000.0
2017-05-11,2185,2207,2185,2197,3254,8811.0,4450000.0
2017-05-12,2196,2202,2191,2202,11390,8833.0,4450000.0
2017-05-15,2191,2202,2191,2202,1362,8833.0,4450000.0
2017-05-16,2196,2202,2185,2202,31930,8833.0,4450000.0
2017-05-17,2191,2207,2191,2208,10241,8856.0,4450000.0
2017-05-18,2196,2207,2191,2208,5631,8856.0,4450000.0
2017-05-19,2202,2207,2191,2197,6408,8811.0,4450000.0
2017-05-22,2191,2207,2191,2202,12718,8833.0,4450000.0
2017-05-23,2207,2207,2185,2202,40886,8833.0,4450000.0
2017-05-24,2207,2207,2191,2197,9576,8811.0,4450000.0
2017-05-25,2191,2207,2185,2197,146557,8811.0,4450000.0
2017-05-26,2191,2207,2191,2202,25385,8833.0,4450000.0
2017-05-29,2185,2207,2185,2191,2155,8789.0,4450000.0
2017-05-30,2202,2202,2185,2191,12691,8789.0,4450000.0
2017-05-31,2196,2196,2185,2197,42650,8811.0,4450000.0
2017-06-01,2185,2196,2185,2197,8505,8811.0,4450000.0
2017-06-02,2191,2196,2180,2197,5650,8811.0,4450000.0
2017-06-05,2185,2196,2185,2197,3390,8811.0,4450000.0
2017-06-07,2191,2202,2191,2202,9338,8833.0,4450000.0
2017-06-08,2191,2196,2180,2197,9210,8811.0,4450000.0
2017-06-09,2185,2196,2185,2197,1558,8811.0,4450000.0
2017-06-12,2196,2202,2185,2197,25211,8811.0,4450000.0
2017-06-13,2185,2196,2185,2197,2393,8811.0,4450000.0
2017-06-14,2196,2196,2185,2197,6356,8811.0,4450000.0
2017-06-15,2185,2196,2185,2197,12791,8811.0,4450000.0
2017-06-16,2185,2207,2185,2197,15897,8811.0,4450000.0
2017-06-19,2191,2202,2191,2197,8825,8811.0,4450000.0
2017-06-20,2180,2196,2180,2197,8397,8811.0,4450000.0
2017-06-21,2202,2202,2185,2191,9970,8789.0,4450000.0
2017-06-22,2185,2196,2185,2197,16269,8811.0,4450000.0
2017-06-23,2191,2196,2185,2191,9713,8789.0,4450000.0
