한송네오텍(226440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-07,1855,1945,1820,1870,2196787,74054.0,39601008.0
2019-05-08,1820,1825,1705,1720,3992960,68114.0,39601008.0
2019-05-09,1705,1780,1650,1665,2205580,65936.0,39601008.0
2019-05-10,1700,1730,1645,1680,1505020,66530.0,39601008.0
2019-05-13,1660,1740,1660,1660,902612,65738.0,39601008.0
2019-05-14,1650,1680,1595,1610,1451106,63758.0,39601008.0
2019-05-15,1610,1725,1595,1710,1481377,67718.0,39601008.0
2019-05-16,1690,1800,1680,1730,2056373,68510.0,39601008.0
2019-05-17,1750,1785,1705,1730,852692,68510.0,39601008.0
2019-05-20,1740,1775,1675,1695,933286,67124.0,39601008.0
2019-05-21,1695,1720,1620,1660,744832,65738.0,39601008.0
2019-05-22,1670,1700,1610,1630,498203,64550.0,39601008.0
2019-05-23,1620,1680,1565,1630,797832,64550.0,39601008.0
2019-05-24,1625,1635,1520,1550,941025,61382.0,39601008.0
2019-05-27,1520,1540,1475,1535,773100,60788.0,39601008.0
2019-05-28,1540,1555,1520,1545,266903,61184.0,39601008.0
2019-05-29,1570,1570,1435,1475,491095,58411.0,39601008.0
2019-05-30,1460,1500,1460,1465,439374,58015.0,39601008.0
2019-05-31,1465,1520,1450,1505,260311,59600.0,39601008.0
2019-06-03,1505,1505,1440,1485,422230,58807.0,39601008.0
2019-06-04,1500,1610,1490,1580,1757453,62570.0,39601008.0
2019-06-05,1595,1665,1595,1645,849239,65144.0,39601008.0
2019-06-07,1615,1775,1615,1745,1459063,69104.0,39601008.0
2019-06-10,1740,1770,1690,1745,625725,69104.0,39601008.0
2019-06-11,1780,1785,1725,1760,499284,69698.0,39601008.0
2019-06-12,1755,1765,1675,1680,852305,66530.0,39601008.0
2019-06-13,1695,1735,1675,1735,349245,68708.0,39601008.0
2019-06-14,1750,1750,1685,1710,503302,67718.0,39601008.0
2019-06-17,1735,1735,1670,1720,377979,68114.0,39601008.0
2019-06-18,1725,1725,1670,1720,519243,68114.0,39601008.0
2019-06-19,1695,1720,1660,1670,574401,66134.0,39601008.0
2019-06-20,1700,1705,1640,1695,337829,67124.0,39601008.0
2019-06-21,1695,1860,1680,1825,4315467,72272.0,39601008.0
2019-06-24,1865,2020,1820,1845,8352525,73064.0,39601008.0
2019-06-25,1915,1950,1765,1770,2378611,70094.0,39601008.0
2019-06-26,1760,1860,1745,1780,1992317,70490.0,39601008.0
2019-06-27,1780,1815,1715,1730,1423943,68510.0,39601008.0
2019-06-28,1745,1795,1660,1680,1551661,66530.0,39601008.0
2019-07-01,1695,1710,1655,1670,635943,66134.0,39601008.0
2019-07-02,1690,1770,1660,1720,738157,68114.0,39601008.0
2019-07-03,1720,1830,1680,1775,1310430,70292.0,39601008.0
2019-07-04,1780,1870,1750,1795,1873715,71084.0,39601008.0
2019-07-05,1830,1865,1785,1800,667520,71282.0,39601008.0
2019-07-08,1780,1800,1680,1695,888341,67124.0,39601008.0
2019-07-09,1670,1720,1650,1680,553756,66530.0,39601008.0
2019-07-10,1695,1745,1680,1725,462654,68312.0,39601008.0
2019-07-11,1720,1785,1710,1730,729938,68510.0,39601008.0
2019-07-12,1730,1765,1715,1760,1246613,69698.0,39601008.0
2019-07-15,1865,1915,1760,1780,6235880,70490.0,39601008.0
2019-07-16,1780,1900,1770,1900,2617663,75242.0,39601008.0
2019-07-17,1880,1880,1815,1840,1614269,72866.0,39601008.0
2019-07-18,1820,1880,1785,1815,1826856,71876.0,39601008.0
2019-07-19,1825,1850,1785,1790,1057323,70886.0,39601008.0
2019-07-22,1785,1785,1680,1725,1316705,68312.0,39601008.0
2019-07-23,1760,1780,1705,1710,646214,67718.0,39601008.0
2019-07-24,1710,1730,1640,1640,873425,64946.0,39601008.0
2019-07-25,1600,1650,1550,1605,789458,63560.0,39601008.0
2019-07-26,1580,1605,1500,1535,1401044,60788.0,39601008.0
2019-07-29,1520,1530,1415,1425,933730,56431.0,39601008.0
2019-07-30,1375,1470,1375,1440,606555,57025.0,39601008.0
2019-07-31,1445,1465,1375,1460,534107,57817.0,39601008.0
2019-08-01,1420,1460,1375,1385,594160,54847.0,39601008.0
2019-08-02,1365,1440,1320,1435,547048,56827.0,39601008.0
2019-08-05,1460,1475,1235,1260,1216731,49897.0,39601008.0
2019-08-06,1205,1300,1135,1200,916263,47521.0,39601008.0
2019-08-07,1205,1280,1195,1270,909375,50293.0,39601008.0
2019-08-08,1295,1325,1255,1320,658842,52273.0,39601008.0
2019-08-09,1340,1345,1295,1325,555699,52471.0,39601008.0
2019-08-12,1300,1345,1280,1340,496503,53065.0,39601008.0
2019-08-13,1315,1395,1300,1365,629161,54055.0,39601008.0
2019-08-14,1375,1450,1350,1405,1146848,55639.0,39601008.0
2019-08-16,1395,1440,1390,1425,709501,56431.0,39601008.0
2019-08-19,1520,1670,1465,1490,4451067,59006.0,39601008.0
2019-08-20,1510,1520,1450,1520,649179,60194.0,39601008.0
2019-08-21,1510,1525,1490,1500,463660,59402.0,39601008.0
2019-08-22,1520,1595,1475,1500,1753324,59402.0,39601008.0
2019-08-23,1480,1520,1470,1470,554742,58213.0,39601008.0
2019-08-26,1430,1450,1300,1370,614963,54253.0,39601008.0
2019-08-27,1420,1425,1375,1385,294257,54847.0,39601008.0
2019-08-28,1400,1460,1380,1425,461129,56431.0,39601008.0
2019-08-29,1440,1440,1365,1375,511193,54451.0,39601008.0
2019-08-30,1390,1435,1385,1415,446076,56035.0,39601008.0
2019-09-02,1420,1475,1395,1455,473649,57619.0,39601008.0
2019-09-03,1475,1475,1445,1460,254853,57817.0,39601008.0
2019-09-04,1450,1540,1445,1520,950931,60194.0,39601008.0
2019-09-05,1530,1550,1515,1535,497955,60788.0,39601008.0
2019-09-06,1540,1575,1525,1545,648258,61184.0,39601008.0
2019-09-09,1560,1695,1545,1610,3280396,63758.0,39601008.0
2019-09-10,1585,1625,1575,1600,488913,63362.0,39601008.0
2019-09-11,1600,1630,1485,1495,1722320,59204.0,39601008.0
2019-09-16,1505,1540,1495,1540,551702,60986.0,39601008.0
2019-09-17,1530,1550,1500,1540,471910,60986.0,39601008.0
2019-09-18,1545,1645,1540,1600,2610183,63362.0,39601008.0
2019-09-19,1590,1630,1585,1605,694069,63560.0,39601008.0
2019-09-20,1600,1650,1590,1600,736411,63362.0,39601008.0
2019-09-23,1595,1635,1575,1620,523687,64154.0,39601008.0
2019-09-24,1610,1650,1610,1645,613841,65144.0,39601008.0
2019-09-25,1645,1675,1585,1600,921860,63362.0,39601008.0
2019-09-26,1610,1635,1540,1540,787173,60986.0,39601008.0
2019-09-27,1540,1540,1445,1475,970017,58411.0,39601008.0
2019-09-30,1455,1515,1445,1450,460432,57421.0,39601008.0
2019-10-01,1465,1515,1450,1495,495434,59204.0,39601008.0
2019-10-02,1465,1490,1455,1480,242931,58609.0,39601008.0
2019-10-04,1480,1485,1375,1375,723409,54451.0,39601008.0
2019-10-07,1420,1440,1380,1405,455232,55639.0,39601008.0
