AP시스템(265520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-02,21850,22150,21050,21500,146314,303139.0,14099511.0
2019-01-03,21600,22100,21250,21600,177354,304549.0,14099511.0
2019-01-04,21600,21750,20550,21100,176567,297500.0,14099511.0
2019-01-07,21500,22250,21500,22200,198201,313009.0,14099511.0
2019-01-08,22200,22200,21800,22050,108904,310894.0,14099511.0
2019-01-09,22250,22900,22150,22400,186947,315829.0,14099511.0
2019-01-10,22600,22750,22300,22500,112243,317239.0,14099511.0
2019-01-11,22800,23100,22350,22400,164365,315829.0,14099511.0
2019-01-14,22550,22600,22000,22100,111298,311599.0,14099511.0
2019-01-15,22200,23050,22200,23000,196559,324289.0,14099511.0
2019-01-16,23250,23350,22500,22700,165577,320059.0,14099511.0
2019-01-17,23000,23550,22600,22600,332714,318649.0,14099511.0
2019-01-18,22950,23050,22300,22800,191724,321469.0,14099511.0
2019-01-21,23100,23650,22600,23600,289278,332748.0,14099511.0
2019-01-22,23600,23600,22900,23100,182889,325699.0,14099511.0
2019-01-23,22850,23800,22800,23700,227884,334158.0,14099511.0
2019-01-24,23750,23950,23350,23750,192923,334863.0,14099511.0
2019-01-25,23900,24800,23700,24450,462021,344733.0,14099511.0
2019-01-28,24550,26600,23900,26100,1160716,367997.0,14099511.0
2019-01-29,26100,27150,25950,26850,994126,378572.0,14099511.0
2019-01-30,26800,27650,26400,27250,497454,384212.0,14099511.0
2019-01-31,27500,27550,26600,26800,313826,377867.0,14099511.0
2019-02-01,26800,27300,26300,26700,278095,376457.0,14099511.0
2019-02-07,26900,29000,26800,28700,662308,404656.0,14099511.0
2019-02-08,28700,28750,27600,28350,448892,399721.0,14099511.0
2019-02-11,28350,28750,27650,28400,303949,400426.0,14099511.0
2019-02-12,28400,29600,28150,29000,385811,408886.0,14099511.0
2019-02-13,29050,29950,28600,29300,509701,413116.0,14099511.0
2019-02-14,29100,29950,28900,29250,404305,412411.0,14099511.0
2019-02-15,29300,29450,27300,27500,718021,387737.0,14099511.0
2019-02-18,27600,29150,27600,28800,600976,406066.0,14099511.0
2019-02-19,29000,29450,28150,29050,306876,409591.0,14099511.0
2019-02-20,29700,29850,28800,29450,448866,415231.0,14099511.0
2019-02-21,29700,29850,28800,29050,231874,409591.0,14099511.0
2019-02-22,28850,29300,28300,29000,236162,408886.0,14099511.0
2019-02-25,29500,31850,29500,30500,1106140,430035.0,14099511.0
2019-02-26,30300,30550,29550,29600,302256,417346.0,14099511.0
2019-02-27,29800,29850,28650,29200,233633,411706.0,14099511.0
2019-02-28,28900,29200,27800,28200,356430,397606.0,14099511.0
2019-03-04,28700,29750,28700,29500,280761,415936.0,14099511.0
2019-03-05,29600,29650,28700,28950,236165,408181.0,14099511.0
2019-03-06,28950,29600,28450,29500,197444,415936.0,14099511.0
2019-03-07,29250,30800,29100,29600,436102,417346.0,14099511.0
2019-03-08,29450,29850,28400,28700,302444,404656.0,14099511.0
2019-03-11,28600,29050,27800,28700,194204,404656.0,14099511.0
2019-03-12,29300,31100,29150,31000,717971,437085.0,14099511.0
2019-03-13,31000,32100,30750,31500,495242,444135.0,14099511.0
2019-03-14,31950,32400,30650,31150,316298,439200.0,14099511.0
2019-03-15,30850,31250,30000,30550,314070,430740.0,14099511.0
2019-03-18,30550,31200,30050,30150,198077,425100.0,14099511.0
2019-03-19,30500,30500,29250,29400,250357,414526.0,14099511.0
2019-03-20,29400,30300,28850,29950,233290,422280.0,14099511.0
2019-03-21,29700,31200,29350,29350,421885,413821.0,14099511.0
2019-03-22,29900,30150,28750,29000,214647,408886.0,14099511.0
2019-03-25,28300,28900,27600,28400,294915,400426.0,14099511.0
2019-03-26,28700,29100,27900,29000,195051,408886.0,14099511.0
2019-03-27,28800,28900,27300,27300,394572,384917.0,14099511.0
2019-03-28,27350,27700,26500,26500,273170,373637.0,14099511.0
2019-03-29,26850,27850,26300,27800,255077,391966.0,14099511.0
2019-04-01,28200,28950,28050,28800,195757,406066.0,14099511.0
2019-04-02,29100,29100,27700,28000,221592,394786.0,14099511.0
2019-04-03,28050,28800,27450,28600,193691,403246.0,14099511.0
2019-04-04,28650,29400,28200,28450,224745,401131.0,14099511.0
2019-04-05,28600,28900,28250,28500,109542,401836.0,14099511.0
2019-04-08,28700,28700,27700,28000,200544,394786.0,14099511.0
2019-04-09,28050,30000,28000,30000,467949,422985.0,14099511.0
2019-04-10,29950,30400,29500,30350,209578,427920.0,14099511.0
2019-04-11,30300,30700,29950,30400,231467,428625.0,14099511.0
2019-04-12,30350,30600,29950,30100,151252,424395.0,14099511.0
2019-04-15,30200,30350,29600,29900,141470,421575.0,14099511.0
2019-04-16,29800,29850,28550,28900,275019,407476.0,14099511.0
2019-04-17,29000,29700,28950,29150,229754,411001.0,14099511.0
2019-04-18,29150,29400,28350,28350,135687,399721.0,14099511.0
2019-04-19,28550,29000,28300,28500,98464,401836.0,14099511.0
2019-04-22,28600,28800,27200,27500,269396,387737.0,14099511.0
2019-04-23,27400,27400,26600,27200,185557,383507.0,14099511.0
2019-04-24,27550,27800,27000,27250,120907,384212.0,14099511.0
2019-04-25,27050,28150,27000,27800,155734,391966.0,14099511.0
2019-04-26,27800,27850,26750,26900,137355,379277.0,14099511.0
2019-04-29,26800,28200,26650,28050,211108,395491.0,14099511.0
2019-04-30,27900,28050,27150,27500,148293,387737.0,14099511.0
2019-05-02,27400,27700,27100,27150,118802,382802.0,14099511.0
2019-05-03,27600,28900,27500,27900,341877,393376.0,14099511.0
2019-05-07,27150,28000,27100,27250,141036,384212.0,14099511.0
2019-05-08,26550,26750,24500,24650,997625,347553.0,14099511.0
2019-05-09,24750,25050,23750,24000,309413,338388.0,14099511.0
2019-05-10,23650,24450,22750,23850,263220,336273.0,14099511.0
2019-05-13,23550,24100,23000,23000,115456,324289.0,14099511.0
2019-05-14,22400,23750,22400,23050,248166,324994.0,14099511.0
2019-05-15,23200,24200,23050,24000,186406,338388.0,14099511.0
2019-05-16,24200,24650,23100,23200,208969,327109.0,14099511.0
2019-05-17,23400,24000,22750,23050,141210,324994.0,14099511.0
2019-05-20,23350,23600,22600,22650,135514,319354.0,14099511.0
2019-05-21,22500,23500,22500,23150,120950,326404.0,14099511.0
2019-05-22,23300,23650,22750,22850,138847,322174.0,14099511.0
2019-05-23,22600,22850,22300,22450,136371,316534.0,14099511.0
2019-05-24,21900,22300,21400,21550,202884,303844.0,14099511.0
2019-05-27,21300,22950,21300,22400,239408,315829.0,14099511.0
2019-05-28,22500,23550,22500,23000,219926,324289.0,14099511.0
2019-05-29,22800,23650,22800,23350,172863,329224.0,14099511.0
2019-05-30,23500,24150,23000,23650,193183,333453.0,14099511.0
2019-05-31,23750,24050,23300,23700,122392,334158.0,14099511.0
2019-06-03,23400,23950,23000,23700,79036,334158.0,14099511.0
2019-06-04,23800,24550,23050,24550,184048,346143.0,14099511.0
2019-06-05,24900,24950,24400,24550,147448,346143.0,14099511.0
2019-06-07,24750,25800,24500,25350,263348,357423.0,14099511.0
2019-06-10,25750,25950,25200,25350,126899,357423.0,14099511.0
2019-06-11,25350,26450,25350,26200,209918,369407.0,14099511.0
2019-06-12,26200,26300,25050,25250,245062,356013.0,14099511.0
2019-06-13,25350,25550,24600,25150,128142,354603.0,14099511.0
2019-06-14,25200,25500,24800,25250,106797,356013.0,14099511.0
2019-06-17,25300,25400,24400,24500,83840,345438.0,14099511.0
2019-06-18,24550,24950,24350,24550,56697,346143.0,14099511.0
2019-06-19,25250,25650,24950,25150,155528,354603.0,14099511.0
2019-06-20,25200,26150,25200,26050,200000,367292.0,14099511.0
2019-06-21,26300,26500,25650,25700,135593,362357.0,14099511.0
2019-06-24,26400,27350,25700,26900,343008,379277.0,14099511.0
2019-06-25,27200,27200,25500,26000,219884,366587.0,14099511.0
2019-06-26,25850,26650,25600,25700,143327,362357.0,14099511.0
2019-06-27,25800,26650,25650,26150,101676,368702.0,14099511.0
2019-06-28,26000,26550,25500,26150,78861,368702.0,14099511.0
2019-07-01,26100,26900,25900,26150,114800,368702.0,14099511.0
2019-07-02,26350,26900,25900,26550,103520,374342.0,14099511.0
2019-07-03,26550,26750,26000,26200,124580,369407.0,14099511.0
2019-07-04,26200,26800,25950,26450,119102,372932.0,14099511.0
2019-07-05,26400,26450,25350,25350,152825,357423.0,14099511.0
2019-07-08,24800,24850,22700,22750,411555,320764.0,14099511.0
2019-07-09,22750,23450,22400,22400,220504,315829.0,14099511.0
2019-07-10,22650,23900,22650,23700,178342,334158.0,14099511.0
2019-07-11,23850,24700,23850,24350,217514,343323.0,14099511.0
2019-07-12,24850,25600,24050,25200,195927,355308.0,14099511.0
2019-07-15,25500,25600,24550,25050,99730,353193.0,14099511.0
2019-07-16,25100,25750,24900,25050,103120,353193.0,14099511.0
2019-07-17,24900,24900,23700,24000,160124,338388.0,14099511.0
2019-07-18,24300,26350,24300,26000,602398,366587.0,14099511.0
2019-07-19,26400,26450,25500,25800,237706,363767.0,14099511.0
2019-07-22,25750,26200,25400,25700,186479,362357.0,14099511.0
2019-07-23,26150,26450,25600,25850,192030,364472.0,14099511.0
2019-07-24,25750,25950,24550,24750,175708,348963.0,14099511.0
2019-07-25,24400,25500,23950,24650,120539,347553.0,14099511.0
2019-07-26,24200,24500,23500,23700,171472,334158.0,14099511.0
2019-07-29,23550,23600,22500,22750,176634,320764.0,14099511.0
2019-07-30,22000,23400,22000,23000,145195,324289.0,14099511.0
2019-07-31,22900,23800,22100,23650,212755,333453.0,14099511.0
2019-08-01,23200,23450,22600,22650,167793,319354.0,14099511.0
2019-08-02,22050,23550,22000,23200,162012,327109.0,14099511.0
2019-08-05,23100,23350,21800,21850,168778,308074.0,14099511.0
2019-08-06,21000,22500,20000,20650,259659,291155.0,14099511.0
2019-08-07,20000,22300,20000,22200,278034,313009.0,14099511.0
2019-08-08,22600,23150,22250,23050,146022,324994.0,14099511.0
2019-08-09,23150,23200,22600,22750,91633,320764.0,14099511.0
2019-08-12,22350,24200,21950,24200,271038,341208.0,14099511.0
2019-08-13,23950,24650,23500,24350,310110,343323.0,14099511.0
2019-08-14,25050,25600,24650,25000,281878,352488.0,14099511.0
2019-08-16,24600,26500,24550,26450,452099,372932.0,14099511.0
2019-08-19,26900,28350,26900,28100,1115211,396196.0,14099511.0
2019-08-20,27900,28000,26600,26900,1061152,379277.0,14099511.0
2019-08-21,26900,27450,26550,26650,361410,375752.0,14099511.0
2019-08-22,27000,27250,25850,26250,305265,370112.0,14099511.0
2019-08-23,25900,26950,25800,26900,244433,379277.0,14099511.0
2019-08-26,26200,26450,25350,25700,234783,362357.0,14099511.0
2019-08-27,26300,27700,26050,26550,431087,374342.0,14099511.0
2019-08-28,26500,27500,26100,26950,231649,379982.0,14099511.0
2019-08-29,27450,27700,25400,26200,416118,369407.0,14099511.0
2019-08-30,26800,27050,26300,26600,181014,375047.0,14099511.0
2019-09-02,26500,27050,26250,27000,138808,380687.0,14099511.0
2019-09-03,27150,27400,26450,26450,163769,372932.0,14099511.0
2019-09-04,26450,27650,26300,27550,293228,388442.0,14099511.0
2019-09-05,28100,29750,27800,29400,935913,414526.0,14099511.0
2019-09-06,30150,30750,29100,29350,570158,413821.0,14099511.0
2019-09-09,29900,29900,28900,28900,220271,407476.0,14099511.0
2019-09-10,29050,29650,28350,28750,215025,405361.0,14099511.0
2019-09-11,29100,29350,27600,28550,322125,402541.0,14099511.0
2019-09-16,29000,29100,28300,28800,147295,406066.0,14099511.0
2019-09-17,28700,29300,27950,29300,241281,413116.0,14099511.0
2019-09-18,29200,29800,28900,29650,210462,418051.0,14099511.0
2019-09-19,29700,30700,29400,29600,398684,417346.0,14099511.0
2019-09-20,29600,30500,29600,29950,232955,422280.0,14099511.0
2019-09-23,29800,30100,29000,29750,153308,419460.0,14099511.0
2019-09-24,30500,31050,28850,28850,613325,406771.0,14099511.0
2019-09-25,28900,30300,28500,29500,450759,415936.0,14099511.0
2019-09-26,29900,30250,29150,29900,281723,421575.0,14099511.0
2019-09-27,29900,29900,28950,29450,204315,415231.0,14099511.0
2019-09-30,29250,29300,28550,28950,220290,419203.0,14480227.0
2019-10-01,29350,29350,28500,29000,231279,419927.0,14480227.0
2019-10-02,28550,29150,28300,28500,205951,412686.0,14480227.0
2019-10-04,28500,29100,28050,28050,187672,406170.0,14480227.0
2019-10-07,28200,29200,28200,29050,252011,420651.0,14480227.0
