세화피앤씨(252500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-23,1995,1995,1990,1990,10553,10577.0,5315000.0
2016-12-26,1990,1995,1990,1995,1488,10603.0,5315000.0
2016-12-27,2000,2000,2000,2000,2570,10630.0,5315000.0
2016-12-28,1995,2010,1990,2010,482,10683.0,5315000.0
2016-12-29,2010,2070,1995,1995,8340,10603.0,5315000.0
2017-01-02,2000,2000,1995,1995,680,10603.0,5315000.0
2017-01-03,2000,2005,2000,2005,2178,10657.0,5315000.0
2017-01-04,2005,2005,2005,2005,171,10657.0,5315000.0
2017-01-05,2005,2005,2005,2005,6999,10657.0,5315000.0
2017-01-06,2005,2005,2005,2005,0,10657.0,5315000.0
2017-01-09,2000,2000,2000,2000,3051,10630.0,5315000.0
2017-01-10,2000,2000,2000,2000,3402,10630.0,5315000.0
2017-01-11,2000,2005,2000,2005,1694,10657.0,5315000.0
2017-01-12,2005,2010,2005,2010,5113,10683.0,5315000.0
2017-01-13,2010,2015,2010,2015,300,10710.0,5315000.0
2017-01-16,2000,2010,2000,2010,2202,10683.0,5315000.0
2017-01-17,2010,2010,2010,2010,0,10683.0,5315000.0
2017-01-18,2005,2005,2000,2000,40770,10630.0,5315000.0
2017-01-19,2000,2005,2000,2005,23742,10657.0,5315000.0
2017-01-20,2000,2005,2000,2005,1520,10657.0,5315000.0
2017-01-23,2010,2010,2000,2010,4419,10683.0,5315000.0
2017-01-24,2000,2000,2000,2000,1838,10630.0,5315000.0
2017-01-25,2000,2005,2000,2005,2693,10657.0,5315000.0
2017-01-26,2005,2015,1995,2005,45169,10657.0,5315000.0
2017-01-31,1995,2005,1995,2000,1073,10630.0,5315000.0
2017-02-01,2000,2000,2000,2000,25,10630.0,5315000.0
2017-02-02,2000,2000,1995,1995,30725,10603.0,5315000.0
2017-02-03,2000,2000,2000,2000,8,10630.0,5315000.0
2017-02-06,2000,2005,2000,2000,4467,10630.0,5315000.0
2017-02-07,2000,2010,2000,2000,3865,10630.0,5315000.0
2017-02-08,2005,2010,2005,2010,7207,10683.0,5315000.0
2017-02-09,2005,2035,2005,2020,36531,10736.0,5315000.0
2017-02-10,2020,2020,2005,2005,4075,10657.0,5315000.0
2017-02-13,1995,2035,1990,2000,236161,10630.0,5315000.0
2017-02-14,1995,2010,1995,2000,4126,10630.0,5315000.0
2017-02-15,2000,2010,2000,2005,7752,10657.0,5315000.0
2017-02-16,2005,2005,2005,2005,5409,10657.0,5315000.0
2017-02-17,2005,2010,2005,2005,4054,10657.0,5315000.0
2017-02-20,2000,2005,2000,2000,7075,10630.0,5315000.0
2017-02-21,2000,2005,2000,2000,1861,10630.0,5315000.0
2017-02-22,2025,2025,2000,2000,62820,10630.0,5315000.0
2017-02-23,2000,2000,2000,2000,0,10630.0,5315000.0
2017-02-24,2000,2090,2000,2010,10830,10683.0,5315000.0
2017-02-27,2000,2005,2000,2000,26694,10630.0,5315000.0
2017-02-28,2000,2045,1995,2005,11131,10657.0,5315000.0
2017-03-02,2000,2035,2000,2005,154432,10657.0,5315000.0
2017-03-03,2000,2020,2000,2010,12959,10683.0,5315000.0
2017-03-06,2010,2015,2010,2010,6769,10683.0,5315000.0
2017-03-07,2005,2025,2005,2010,17146,10683.0,5315000.0
2017-03-08,2000,2010,2000,2010,7997,10683.0,5315000.0
2017-03-09,2005,2020,2005,2010,12680,10683.0,5315000.0
2017-03-10,2005,2030,2005,2030,447,10789.0,5315000.0
2017-03-13,2005,2025,1990,2005,72167,10657.0,5315000.0
2017-03-14,2030,2030,2010,2010,1266,10683.0,5315000.0
2017-03-15,2005,2030,2005,2010,1295,10683.0,5315000.0
2017-03-16,2010,2015,2010,2015,10410,10710.0,5315000.0
2017-03-17,2020,2025,2005,2015,13369,10710.0,5315000.0
2017-03-20,2015,2040,2015,2025,18408,10763.0,5315000.0
2017-03-21,2025,2075,2025,2045,22970,10869.0,5315000.0
2017-03-22,2050,2050,2030,2030,11121,10789.0,5315000.0
2017-03-23,2020,2050,2020,2050,8018,10896.0,5315000.0
2017-03-24,2025,2050,2020,2050,7737,10896.0,5315000.0
2017-03-27,2005,2100,2005,2060,40135,10949.0,5315000.0
2017-03-28,2030,2055,2030,2055,2923,10922.0,5315000.0
2017-03-29,2065,2080,2050,2050,54758,10896.0,5315000.0
2017-03-30,2045,2080,2045,2050,69061,10896.0,5315000.0
2017-03-31,2045,2080,2030,2030,52345,10789.0,5315000.0
2017-04-03,2060,2090,2045,2060,19433,10949.0,5315000.0
2017-04-04,2060,2060,2030,2035,2988,10816.0,5315000.0
2017-04-05,2040,2085,2040,2050,90310,10896.0,5315000.0
2017-04-06,2050,2095,2035,2045,49771,10869.0,5315000.0
2017-04-07,2045,2065,2045,2045,2012,10869.0,5315000.0
2017-04-10,2045,2050,2040,2040,324,10843.0,5315000.0
2017-04-11,2040,2045,2035,2040,6886,10843.0,5315000.0
2017-04-12,2080,2080,2050,2050,9287,10896.0,5315000.0
2017-04-13,2075,2110,2055,2105,54850,11188.0,5315000.0
2017-04-14,2100,2160,2040,2040,30577,10843.0,5315000.0
2017-04-17,2050,2060,2045,2045,71289,10869.0,5315000.0
2017-04-18,2040,2085,2040,2085,1480,11082.0,5315000.0
2017-04-19,2085,2090,2085,2085,2440,11082.0,5315000.0
2017-04-20,2085,2085,2085,2085,1430,11082.0,5315000.0
2017-04-21,2095,2235,2085,2145,107761,11401.0,5315000.0
2017-04-24,0,0,0,2145,0,11401.0,5315000.0
2017-04-25,0,0,0,2145,0,,
2017-04-26,0,0,0,2145,0,,
2017-04-27,0,0,0,2145,0,,
2017-04-28,0,0,0,2145,0,,
2017-05-02,0,0,0,2145,0,,
2017-05-04,0,0,0,2145,0,,
2017-05-08,0,0,0,2145,0,,
2017-05-10,0,0,0,2145,0,,
2017-05-11,0,0,0,2145,0,,
2017-05-12,0,0,0,2145,0,,
2017-05-15,0,0,0,2145,0,,
2017-05-16,0,0,0,2145,0,,
2017-05-17,0,0,0,2145,0,,
2017-05-18,0,0,0,2145,0,,
2017-05-19,0,0,0,2145,0,,
2017-05-22,0,0,0,2145,0,,
2017-05-23,0,0,0,2145,0,,
2017-05-24,0,0,0,2145,0,,
2017-05-25,0,0,0,2145,0,,
2017-05-26,0,0,0,2145,0,,
2017-05-29,0,0,0,2145,0,,
2017-05-30,0,0,0,2145,0,,
2017-05-31,0,0,0,2145,0,,
2017-06-01,0,0,0,2145,0,,
2017-06-02,0,0,0,2145,0,,
2017-06-05,0,0,0,2145,0,,
2017-06-07,0,0,0,2145,0,,
2017-06-08,0,0,0,2145,0,,
2017-06-09,2145,2195,2125,2195,179965,11666.0,5315000.0
2017-06-12,2195,2270,2160,2250,104461,11959.0,5315000.0
2017-06-13,2255,2380,2240,2250,164465,11959.0,5315000.0
2017-06-14,2250,2295,2215,2245,70190,11932.0,5315000.0
2017-06-15,2270,2270,2180,2180,111778,11587.0,5315000.0
2017-06-16,2150,2220,2130,2130,89924,11321.0,5315000.0
2017-06-19,2105,2195,2105,2140,32126,11374.0,5315000.0
2017-06-20,2140,2195,2130,2190,42160,11640.0,5315000.0
2017-06-21,2135,2190,2130,2140,37013,11374.0,5315000.0
2017-06-22,2135,2150,2080,2135,7222,11348.0,5315000.0
2017-06-23,2080,2185,2080,2130,38176,11321.0,5315000.0
2017-06-26,2185,2185,2120,2175,52163,11560.0,5315000.0
2017-06-27,2150,2280,2140,2200,97701,11693.0,5315000.0
2017-06-28,2195,2215,2160,2215,52073,11773.0,5315000.0
2017-06-29,2215,2875,2215,2875,9188928,15281.0,5315000.0
2017-06-30,3095,3675,2920,3115,16936932,16556.0,5315000.0
2017-07-03,3050,3350,2580,2625,5282933,13952.0,5315000.0
2017-07-04,2685,2705,2350,2495,4640379,13261.0,5315000.0
2017-07-05,2620,2830,2360,2420,5959998,12862.0,5315000.0
2017-07-06,2480,2555,2370,2510,3319692,13341.0,5315000.0
2017-07-07,2440,2460,2290,2315,1897117,12304.0,5315000.0
2017-07-10,2365,2370,2210,2275,1351047,12092.0,5315000.0
2017-07-11,2275,2615,2255,2320,9264613,12331.0,5315000.0
2017-07-12,2375,2380,2265,2295,2034165,12198.0,5315000.0
2017-07-13,2495,2525,2255,2295,2784066,12198.0,5315000.0
2017-07-14,2280,2290,2220,2280,670177,12118.0,5315000.0
2017-07-17,2240,2300,2230,2300,607605,12224.0,5315000.0
2017-07-18,2275,2285,2195,2255,795679,11985.0,5315000.0
2017-07-19,2205,2230,2175,2185,614652,11613.0,5315000.0
2017-07-20,2190,2205,2130,2165,427610,11507.0,5315000.0
2017-07-21,2145,2180,2120,2120,379145,11268.0,5315000.0
2017-07-24,2130,2150,2100,2100,225573,11162.0,5315000.0
2017-07-25,2100,2290,2095,2160,1830968,11480.0,5315000.0
2017-07-26,2145,2250,2140,2185,749123,11613.0,5315000.0
2017-07-27,2195,2220,2150,2170,426367,11534.0,5315000.0
2017-07-28,2160,2205,2150,2200,314901,11693.0,5315000.0
2017-07-31,2185,2325,2170,2250,592246,11959.0,5315000.0
2017-08-01,2250,2395,2140,2165,1781441,11507.0,5315000.0
2017-08-02,2140,2195,2115,2150,507820,11427.0,5315000.0
2017-08-03,2150,2155,2085,2095,345782,11135.0,5315000.0
2017-08-04,2085,2100,2030,2050,222658,10896.0,5315000.0
2017-08-07,2040,2050,2010,2045,115895,10869.0,5315000.0
2017-08-08,2035,2065,2010,2045,113299,10869.0,5315000.0
2017-08-09,2050,2065,2020,2020,110738,10736.0,5315000.0
2017-08-10,2020,2020,1990,2000,120018,10630.0,5315000.0
2017-08-11,1990,1990,1920,1955,160296,10391.0,5315000.0
2017-08-14,1925,1975,1925,1950,78736,10364.0,5315000.0
2017-08-16,1970,2090,1940,2010,340028,10683.0,5315000.0
2017-08-17,2025,2050,1970,2005,188655,10657.0,5315000.0
2017-08-18,2005,2085,1995,2065,146635,10975.0,5315000.0
2017-08-21,2040,2095,2030,2055,71707,10922.0,5315000.0
2017-08-22,2085,2085,2015,2070,77706,11002.0,5315000.0
2017-08-23,2070,2090,2030,2050,69035,10896.0,5315000.0
2017-08-24,2050,2060,2010,2035,102037,10816.0,5315000.0
2017-08-25,2035,2205,2025,2060,815215,10949.0,5315000.0
2017-08-28,2160,2265,2105,2145,854159,11401.0,5315000.0
2017-08-29,2120,2145,2105,2115,90915,11241.0,5315000.0
2017-08-30,2145,2145,2085,2115,114207,11241.0,5315000.0
2017-08-31,2080,2110,2075,2090,76313,11108.0,5315000.0
2017-09-01,2085,2140,2065,2100,96563,11162.0,5315000.0
2017-09-04,2100,2405,2060,2120,1566839,11268.0,5315000.0
2017-09-05,2125,2275,2090,2170,961053,11534.0,5315000.0
2017-09-06,2190,2220,2125,2140,354982,11374.0,5315000.0
2017-09-07,2160,2180,2135,2170,157515,11534.0,5315000.0
2017-09-08,2170,2235,2130,2170,194296,11534.0,5315000.0
2017-09-11,2155,2160,2090,2095,185976,11135.0,5315000.0
2017-09-12,2125,2125,2045,2100,132248,11162.0,5315000.0
2017-09-13,2120,2120,2060,2105,108877,11188.0,5315000.0
2017-09-14,2105,2105,2060,2095,121764,11135.0,5315000.0
2017-09-15,2120,2120,2045,2070,77414,11002.0,5315000.0
2017-09-18,2090,2090,2015,2015,256528,10710.0,5315000.0
2017-09-19,2075,2375,1810,1810,4001870,34468.0,19043195.0
2017-09-20,1845,1845,1685,1755,613278,33421.0,19043195.0
2017-09-21,1790,1810,1730,1760,399057,33516.0,19043195.0
2017-09-22,1770,1940,1770,1845,1137659,35135.0,19043195.0
2017-09-25,1845,1885,1810,1835,160418,34944.0,19043195.0
2017-09-26,1810,1845,1800,1825,167020,34754.0,19043195.0
2017-09-27,1835,1905,1830,1855,163796,35325.0,19043195.0
2017-09-28,1880,1880,1810,1840,141350,35039.0,19043195.0
2017-09-29,1830,1890,1830,1860,114628,35420.0,19043195.0
2017-10-10,1840,1880,1820,1845,113520,35135.0,19043195.0
2017-10-11,1845,1880,1830,1850,91368,35230.0,19043195.0
2017-10-12,1835,1860,1815,1840,57506,35039.0,19043195.0
2017-10-13,1840,1865,1810,1840,96875,35039.0,19043195.0
2017-10-16,1895,2245,1835,1970,7483713,37515.0,19043195.0
2017-10-17,2060,2145,1900,1915,1992953,36468.0,19043195.0
2017-10-18,1930,1985,1835,1840,949409,35039.0,19043195.0
2017-10-19,1840,1870,1830,1835,304421,34944.0,19043195.0
2017-10-20,1840,1980,1840,1865,1168169,35516.0,19043195.0
2017-10-23,1870,1925,1860,1875,264165,35706.0,19043195.0
2017-10-24,1880,1925,1870,1915,163087,36468.0,19043195.0
2017-10-25,1955,1985,1880,1900,465124,36182.0,19043195.0
2017-10-26,1900,1965,1900,1955,299197,37229.0,19043195.0
2017-10-27,1995,2190,1945,2055,3675425,39134.0,19043195.0
2017-10-30,2055,2150,2040,2060,760105,39229.0,19043195.0
2017-10-31,2085,2095,2020,2035,341552,38753.0,19043195.0
2017-11-01,2020,2075,2020,2030,246911,38658.0,19043195.0
2017-11-02,2050,2065,1950,1950,298092,37134.0,19043195.0
2017-11-03,1945,1995,1920,1935,201295,36849.0,19043195.0
2017-11-06,1930,1935,1895,1925,187914,36658.0,19043195.0
2017-11-07,1920,1975,1900,1955,134418,37229.0,19043195.0
2017-11-08,1955,1980,1915,1980,202022,37706.0,19043195.0
2017-11-09,1975,2275,1960,2100,4070912,39991.0,19043195.0
2017-11-10,2075,2145,2050,2080,552760,39610.0,19043195.0
2017-11-13,2105,2180,2070,2135,878768,40657.0,19043195.0
2017-11-14,2170,2195,2100,2135,413318,40657.0,19043195.0
2017-11-15,2105,2125,2005,2020,655205,38467.0,19043195.0
2017-11-16,2020,2100,2020,2085,285113,39705.0,19043195.0
2017-11-17,2070,2165,2055,2135,436776,40657.0,19043195.0
2017-11-20,2145,2150,2100,2115,371546,40276.0,19043195.0
2017-11-21,2135,2665,2110,2250,4229175,42847.0,19043195.0
2017-11-22,2290,2600,2190,2410,4346867,45894.0,19043195.0
2017-11-23,2445,2795,2390,2590,6071980,49322.0,19043195.0
2017-11-24,2585,2625,2500,2580,1093912,49131.0,19043195.0
2017-11-27,2575,2645,2445,2460,703505,46846.0,19043195.0
2017-11-28,2430,2545,2330,2345,538148,44656.0,19043195.0
2017-11-29,2350,2575,2340,2415,1040803,45989.0,19043195.0
2017-11-30,2410,2540,2400,2470,471150,47037.0,19043195.0
2017-12-01,2470,2525,2370,2485,348823,47322.0,19043195.0
2017-12-04,2490,2575,2460,2480,366712,47227.0,19043195.0
2017-12-05,2485,2530,2435,2475,362799,47132.0,19043195.0
2017-12-06,2480,2570,2405,2445,441039,46561.0,19043195.0
2017-12-07,2465,2470,2375,2425,231899,46180.0,19043195.0
2017-12-08,2430,2860,2330,2345,3262771,44656.0,19043195.0
2017-12-11,2400,3045,2360,2775,16211148,52845.0,19043195.0
2017-12-12,2945,3195,2560,2685,5469245,51131.0,19043195.0
2017-12-13,2650,2745,2610,2715,1340938,51702.0,19043195.0
2017-12-14,2725,2805,2555,2575,1452505,49036.0,19043195.0
2017-12-15,2595,2660,2485,2500,870732,47608.0,19043195.0
2017-12-18,2535,2580,2360,2395,891257,45608.0,19043195.0
2017-12-19,2415,2415,2225,2295,654926,43704.0,19043195.0
2017-12-20,2295,2320,2220,2220,243086,42276.0,19043195.0
2017-12-21,2220,2285,2075,2100,431944,39991.0,19043195.0
2017-12-22,2115,2175,2095,2145,198373,40848.0,19043195.0
2017-12-26,2145,2215,2145,2190,145789,41705.0,19043195.0
2017-12-27,2215,2300,2200,2245,294077,42752.0,19043195.0
2017-12-28,2245,2325,2245,2320,192220,44180.0,19043195.0
2018-01-02,2330,2345,2275,2330,145724,44371.0,19043195.0
2018-01-03,2340,2340,2245,2270,190004,43228.0,19043195.0
2018-01-04,2290,2310,2240,2285,156963,43514.0,19043195.0
2018-01-05,2310,2345,2250,2325,191782,44275.0,19043195.0
2018-01-08,2345,2420,2285,2290,305575,43609.0,19043195.0
2018-01-09,2280,2325,2260,2260,165350,43038.0,19043195.0
2018-01-10,2280,2300,2210,2270,119455,43228.0,19043195.0
2018-01-11,2285,2295,2225,2230,143382,42466.0,19043195.0
2018-01-12,2250,2250,2160,2230,129576,42466.0,19043195.0
2018-01-15,2225,2240,2160,2230,187139,42466.0,19043195.0
2018-01-16,2230,2280,2205,2240,185792,42657.0,19043195.0
2018-01-17,2280,2645,2265,2420,2741672,46085.0,19043195.0
2018-01-18,2450,2540,2390,2435,592430,46370.0,19043195.0
2018-01-19,2465,2505,2425,2505,372387,47703.0,19043195.0
2018-01-22,2550,2945,2500,2775,2722362,52845.0,19043195.0
2018-01-23,2695,2760,2625,2685,555527,51131.0,19043195.0
2018-01-24,2735,3005,2700,2845,1620138,54178.0,19043195.0
2018-01-25,2995,3695,2975,3695,1635408,70365.0,19043195.0
2018-01-26,4800,4800,4800,4800,244168,91407.0,19043195.0
2018-01-29,5650,6240,5170,6240,9537735,118830.0,19043195.0
2018-01-30,6140,6210,5570,5900,5416502,112355.0,19043195.0
2018-01-31,6000,6140,5300,5870,5261742,111784.0,19043195.0
2018-02-01,5870,5900,5300,5480,2006698,104357.0,19043195.0
2018-02-02,5300,5350,4660,4875,2337341,92836.0,19043195.0
2018-02-05,4780,5000,4510,4600,1398915,87599.0,19043195.0
2018-02-06,4220,4300,3840,4245,1757749,80838.0,19043195.0
2018-02-07,4325,4750,4050,4050,1917858,77125.0,19043195.0
2018-02-08,4150,4715,4070,4295,2713801,81791.0,19043195.0
2018-02-09,4010,4560,3990,4550,1396257,86647.0,19043195.0
2018-02-12,4575,4700,4360,4580,721102,87218.0,19043195.0
2018-02-13,4700,4890,4550,4620,981496,87980.0,19043195.0
2018-02-14,4615,4630,4460,4500,394026,85694.0,19043195.0
2018-02-19,4600,5580,4595,5100,5280555,97120.0,19043195.0
2018-02-20,5000,5040,4810,4815,758418,91693.0,19043195.0
2018-02-21,4760,4950,4670,4705,617970,89598.0,19043195.0
2018-02-22,4715,4895,4660,4705,574939,89598.0,19043195.0
2018-02-23,4870,5350,4750,4755,1122510,90550.0,19043195.0
2018-02-26,4825,4825,4550,4550,397207,86647.0,19043195.0
2018-02-27,4515,4565,4315,4340,355335,82647.0,19043195.0
2018-02-28,4250,4460,4240,4340,244730,82647.0,19043195.0
2018-03-02,4230,4900,4230,4410,1420214,83980.0,19043195.0
2018-03-05,4450,4500,4300,4400,238388,83790.0,19043195.0
2018-03-06,4480,5720,4430,5720,11430134,108927.0,19043195.0
2018-03-07,5610,5980,5070,5270,8858075,100358.0,19043195.0
2018-03-08,5500,5680,5240,5680,6384507,108165.0,19043195.0
2018-03-09,5540,6170,5260,5310,5879734,101119.0,19043195.0
2018-03-12,5380,5420,5140,5370,1544117,102262.0,19043195.0
2018-03-13,5300,5380,5170,5340,1052262,101691.0,19043195.0
2018-03-14,5180,5460,5150,5320,1068547,101310.0,19043195.0
2018-03-15,5330,5420,4995,4995,806078,95121.0,19043195.0
2018-03-16,5060,5290,4985,5210,869227,99215.0,19043195.0
2018-03-19,5220,5410,5090,5360,923315,102072.0,19043195.0
2018-03-20,5100,5200,4990,5020,843703,95597.0,19043195.0
2018-03-21,5020,5020,4560,4690,1184558,89313.0,19043195.0
2018-03-22,4850,5630,4800,4925,5798690,93788.0,19043195.0
2018-03-23,4800,4840,4600,4600,599265,87599.0,19043195.0
2018-03-26,4605,4690,4430,4580,309646,87218.0,19043195.0
2018-03-27,4600,4810,4595,4635,305039,88265.0,19043195.0
2018-03-28,4640,5480,4635,4865,5123488,92645.0,19043195.0
2018-03-29,4865,5480,4850,5160,2453389,98263.0,19043195.0
2018-03-30,5190,5490,5070,5400,1636536,102833.0,19043195.0
2018-04-02,5540,7020,5520,7020,9260846,133683.0,19043195.0
2018-04-03,7360,7660,6550,6990,12237409,133112.0,19043195.0
2018-04-04,6540,6610,6270,6430,3563568,122448.0,19043195.0
2018-04-05,6430,6520,5850,5980,2816130,113878.0,19043195.0
2018-04-06,5920,6360,5900,6080,2625147,126119.0,20743195.0
2018-04-09,5970,7160,5910,6400,12271948,132756.0,20743195.0
2018-04-10,6400,6730,6310,6600,3270247,136905.0,20743195.0
2018-04-11,6590,6720,6360,6430,1701125,133379.0,20743195.0
2018-04-12,6510,6600,6040,6120,1623444,126948.0,20743195.0
2018-04-13,6080,6310,6010,6180,777831,128193.0,20743195.0
2018-04-16,6220,6400,6170,6300,725960,130682.0,20743195.0
2018-04-17,6300,6700,6250,6700,1636595,138979.0,20743195.0
2018-04-18,6810,7080,6500,6540,2615502,135660.0,20743195.0
2018-04-19,6600,7230,6330,7100,2667650,147277.0,20743195.0
2018-04-20,7150,7850,6730,6860,5498717,142298.0,20743195.0
2018-04-23,6830,7080,6450,6510,1535249,135038.0,20743195.0
2018-04-24,6750,8210,6700,7100,13778483,147277.0,20743195.0
2018-04-25,7160,7400,6980,7400,1966220,153500.0,20743195.0
2018-04-26,7310,7460,7150,7160,1113388,148521.0,20743195.0
2018-04-27,7250,7360,6950,7060,1052250,146447.0,20743195.0
2018-04-30,7000,7190,6650,7190,1127692,149144.0,20743195.0
2018-05-02,7290,7290,7000,7040,874666,146032.0,20743195.0
2018-05-03,7040,7190,6800,7070,910249,146654.0,20743195.0
2018-05-04,7480,7480,7000,7000,1005177,145202.0,20743195.0
2018-05-08,7110,7290,6650,6650,872738,137942.0,20743195.0
2018-05-09,6650,6730,6280,6280,645416,130267.0,20743195.0
2018-05-10,6210,7130,6190,6550,2220723,135868.0,20743195.0
2018-05-11,6760,7430,6640,7130,4049831,147899.0,20743195.0
2018-05-14,7150,7250,6990,7000,924300,145202.0,20743195.0
2018-05-15,6990,7170,6880,6880,641445,142713.0,20743195.0
2018-05-16,6550,7300,6510,7050,1513554,146240.0,20743195.0
2018-05-17,7100,7290,6880,6940,747920,143958.0,20743195.0
2018-05-18,6920,7130,6900,6950,423502,144165.0,20743195.0
2018-05-21,6990,7160,6980,7080,465101,146862.0,20743195.0
2018-05-23,7150,7490,7080,7100,1265015,147277.0,20743195.0
2018-05-24,7090,7310,7060,7280,870022,151010.0,20743195.0
2018-05-25,7150,7640,7130,7550,2089897,156611.0,20743195.0
2018-05-28,7430,7840,7200,7230,1848409,149973.0,20743195.0
2018-05-29,7310,7440,7000,7350,1214244,152462.0,20743195.0
2018-05-30,7290,7520,7160,7210,1008373,149558.0,20743195.0
2018-05-31,7140,7280,7060,7090,691974,147069.0,20743195.0
2018-06-01,6960,7080,6800,6800,765847,141054.0,20743195.0
2018-06-04,6900,6950,6740,6860,356640,142298.0,20743195.0
2018-06-05,6860,7180,6790,6840,461252,141883.0,20743195.0
2018-06-07,6770,6860,6580,6610,503611,137113.0,20743195.0
2018-06-08,6510,6610,6330,6390,647783,132549.0,20743195.0
2018-06-11,6430,6440,6120,6120,443895,126948.0,20743195.0
2018-06-12,6160,6240,5720,5870,610683,121763.0,20743195.0
2018-06-14,5740,5800,5470,5700,478232,118236.0,20743195.0
2018-06-15,5710,5870,5590,5590,320088,115954.0,20743195.0
2018-06-18,5570,5570,5140,5210,466694,108072.0,20743195.0
2018-06-19,5150,5350,4985,5020,424534,104131.0,20743195.0
2018-06-20,5040,5400,5020,5220,397290,108279.0,20743195.0
2018-06-21,5170,5440,5000,5000,166867,103716.0,20743195.0
2018-06-22,4985,5190,4845,5050,249481,104753.0,20743195.0
2018-06-25,5050,5210,4990,5190,110994,107657.0,20743195.0
2018-06-26,5090,5140,5000,5090,156001,105583.0,20743195.0
2018-06-27,5020,5280,4980,5000,236552,103716.0,20743195.0
2018-06-28,4995,5030,4615,4615,237047,95730.0,20743195.0
2018-06-29,4570,4900,4500,4885,262569,101331.0,20743195.0
2018-07-02,5040,5540,4920,5220,1049620,108279.0,20743195.0
2018-07-03,5300,5460,4845,5020,356290,104131.0,20743195.0
2018-07-04,4950,5070,4810,4970,176820,103094.0,20743195.0
2018-07-05,4910,4960,4640,4705,221254,97597.0,20743195.0
2018-07-06,4710,4850,4400,4640,251654,96248.0,20743195.0
2018-07-09,4640,4805,4600,4680,171832,97078.0,20743195.0
2018-07-10,4840,4840,4710,4725,117922,98012.0,20743195.0
2018-07-11,4745,5370,4735,4870,905039,101019.0,20743195.0
2018-07-12,4950,5100,4925,5020,386901,104131.0,20743195.0
2018-07-13,5050,5290,5000,5130,373282,106413.0,20743195.0
2018-07-16,5130,5170,4950,4955,253243,102783.0,20743195.0
2018-07-17,4955,4955,4730,4770,245870,98945.0,20743195.0
2018-07-18,4815,4815,4615,4690,163164,97286.0,20743195.0
2018-07-19,4710,4780,4520,4525,206969,93863.0,20743195.0
2018-07-20,4670,4670,4350,4450,163607,92307.0,20743195.0
2018-07-23,4420,4485,4080,4100,248156,85047.0,20743195.0
2018-07-24,4055,4170,4050,4130,161878,85669.0,20743195.0
2018-07-25,4150,4215,4010,4085,171701,84736.0,20743195.0
2018-07-26,4110,4255,4060,4240,96755,87951.0,20743195.0
2018-07-27,4270,4520,4240,4460,176651,92515.0,20743195.0
2018-07-30,4460,4580,4405,4500,71917,93344.0,20743195.0
2018-07-31,4460,4595,4455,4540,72956,94174.0,20743195.0
2018-08-01,4555,5300,4500,4995,2328447,103612.0,20743195.0
2018-08-02,4920,4985,4655,4700,410069,97493.0,20743195.0
