한류AI센터(222810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-06-29,2140,2180,2090,2115,234207,30327.0,14339200.0
2016-06-30,2130,2200,2100,2190,208298,31403.0,14339200.0
2016-07-01,2190,2560,2190,2300,1861809,32980.0,14339200.0
2016-07-04,2320,2325,2220,2305,305685,33052.0,14339200.0
2016-07-05,2330,2425,2270,2270,615979,32550.0,14339200.0
2016-07-06,2260,2280,2180,2255,259984,32335.0,14339200.0
2016-07-07,2270,2280,2210,2250,125827,32263.0,14339200.0
2016-07-08,2250,2265,2205,2250,66751,32263.0,14339200.0
2016-07-11,2250,2285,2210,2215,81403,31761.0,14339200.0
2016-07-12,2230,2330,2205,2295,267654,32908.0,14339200.0
2016-07-13,2320,2330,2270,2285,135870,32765.0,14339200.0
2016-07-14,2280,2300,2210,2210,92659,31690.0,14339200.0
2016-07-15,2290,2295,2200,2220,179675,31833.0,14339200.0
2016-07-18,2245,2245,2210,2240,76104,32120.0,14339200.0
2016-07-19,2245,2295,2235,2240,116362,32120.0,14339200.0
2016-07-20,2240,2245,2190,2225,69104,31905.0,14339200.0
2016-07-21,2225,2275,2220,2255,229194,32335.0,14339200.0
2016-07-22,2475,2620,2270,2270,2056358,32550.0,14339200.0
2016-07-25,2280,2335,2200,2300,263479,32980.0,14339200.0
2016-07-26,2360,2360,2240,2245,203456,32192.0,14339200.0
2016-07-27,2225,2295,2225,2245,158120,32192.0,14339200.0
2016-07-28,2235,2270,2215,2225,212970,31905.0,14339200.0
2016-07-29,2230,2350,2205,2350,308195,33697.0,14339200.0
2016-08-01,2345,2360,2245,2280,170012,32693.0,14339200.0
2016-08-02,2285,2395,2260,2355,491405,33769.0,14339200.0
2016-08-03,2360,2370,2285,2305,201645,33052.0,14339200.0
2016-08-04,2335,2350,2295,2305,136925,33052.0,14339200.0
2016-08-05,2305,2330,2240,2265,195156,32478.0,14339200.0
2016-08-08,2260,2290,2210,2235,132455,32048.0,14339200.0
2016-08-09,2210,2260,2210,2220,109632,31833.0,14339200.0
2016-08-10,2220,2245,2185,2185,139938,31331.0,14339200.0
2016-08-11,2185,2215,2145,2180,98239,31259.0,14339200.0
2016-08-12,2180,2235,2155,2200,79966,31546.0,14339200.0
2016-08-16,2205,2205,2150,2170,55649,31116.0,14339200.0
2016-08-17,2190,2190,2135,2150,53271,30829.0,14339200.0
2016-08-18,2100,2140,2090,2095,98611,30041.0,14339200.0
2016-08-19,2075,2165,2065,2125,50981,30471.0,14339200.0
2016-08-22,2100,2195,2100,2150,60233,30829.0,14339200.0
2016-08-23,2145,2195,2125,2155,30251,30901.0,14339200.0
2016-08-24,2180,2180,2050,2160,26216,30973.0,14339200.0
2016-08-25,2175,2175,2080,2150,75701,30829.0,14339200.0
2016-08-26,2090,2175,2090,2130,28213,30542.0,14339200.0
2016-08-29,2130,2160,2090,2125,71886,30471.0,14339200.0
2016-08-30,2105,2160,2105,2110,87446,30256.0,14339200.0
2016-08-31,2100,2145,2085,2130,23496,30542.0,14339200.0
2016-09-01,2130,2235,2130,2165,68672,31044.0,14339200.0
2016-09-02,2150,2195,2145,2180,45542,31259.0,14339200.0
2016-09-05,2160,2220,2160,2180,42032,31259.0,14339200.0
2016-09-06,2195,2210,2165,2200,38306,31546.0,14339200.0
2016-09-07,2160,2200,2160,2160,45961,30973.0,14339200.0
2016-09-08,2150,2190,2090,2160,109668,30973.0,14339200.0
2016-09-09,2180,2180,2090,2120,40794,30399.0,14339200.0
2016-09-12,2105,2110,2025,2080,74638,29826.0,14339200.0
2016-09-13,2080,2100,2015,2080,25260,29826.0,14339200.0
2016-09-19,2065,2075,2020,2050,38918,29395.0,14339200.0
2016-09-20,2060,2070,2025,2060,37296,29539.0,14339200.0
2016-09-21,2065,2185,2065,2120,184136,30399.0,14339200.0
2016-09-22,2145,2145,2110,2140,89782,30686.0,14339200.0
2016-09-23,2140,2150,2080,2145,68383,30758.0,14339200.0
2016-09-26,2075,2130,2070,2120,114869,30399.0,14339200.0
2016-09-27,2120,2130,2090,2100,67179,30112.0,14339200.0
2016-09-28,2130,2260,2095,2260,292309,32407.0,14339200.0
2016-09-29,2260,2430,2205,2290,737213,32837.0,14339200.0
2016-09-30,2290,2375,2170,2205,581499,31618.0,14339200.0
2016-10-04,2250,2305,2205,2235,319032,32048.0,14339200.0
2016-10-05,2240,2290,2235,2250,137167,32263.0,14339200.0
2016-10-06,2250,2430,2210,2405,1075148,36650.0,15239200.0
2016-10-07,2405,3050,2385,2855,8954169,43508.0,15239200.0
2016-10-10,2790,2990,2725,2850,1439354,43432.0,15239200.0
2016-10-11,2800,2985,2730,2900,1107271,44194.0,15239200.0
2016-10-12,2820,2890,2745,2890,1237490,44041.0,15239200.0
2016-10-13,2870,3500,2780,3110,9176397,47394.0,15239200.0
2016-10-14,3000,3065,2950,3025,1383722,46099.0,15239200.0
2016-10-17,3050,3285,3010,3100,2108608,47242.0,15239200.0
2016-10-18,3110,3165,2960,2980,945081,45413.0,15239200.0
2016-10-19,2930,2950,2820,2900,815626,44194.0,15239200.0
2016-10-20,2945,2945,2780,2830,550369,43127.0,15239200.0
2016-10-21,2825,2855,2750,2835,322355,43203.0,15239200.0
2016-10-24,2835,3160,2790,2935,2422019,44727.0,15239200.0
2016-10-25,2965,2975,2785,2830,449670,43127.0,15239200.0
2016-10-26,2795,2830,2620,2675,603447,40765.0,15239200.0
2016-10-27,2670,2775,2640,2665,202402,40612.0,15239200.0
2016-10-28,2655,2680,2365,2385,563000,36345.0,15239200.0
2016-10-31,2405,2415,2190,2205,450341,33602.0,15239200.0
2016-11-01,2150,2260,2140,2215,236414,33755.0,15239200.0
2016-11-02,2165,2250,2060,2155,331071,32840.0,15239200.0
2016-11-03,2155,2245,2130,2200,207342,33526.0,15239200.0
2016-11-04,2200,2330,2165,2210,204204,33679.0,15239200.0
2016-11-07,2220,2250,2090,2195,185489,33450.0,15239200.0
2016-11-08,2200,2470,2130,2420,1478108,36879.0,15239200.0
2016-11-09,2425,2425,2010,2165,998006,32993.0,15239200.0
2016-11-10,2240,2320,2090,2250,740815,34288.0,15239200.0
2016-11-11,2235,2300,2220,2250,142593,34288.0,15239200.0
2016-11-14,2215,2250,2195,2225,202685,33907.0,15239200.0
2016-11-15,2225,2300,2140,2140,226685,32612.0,15239200.0
2016-11-16,2125,2205,2125,2150,158008,32764.0,15239200.0
2016-11-17,2150,2195,2125,2160,118670,32917.0,15239200.0
2016-11-18,2160,2260,2125,2140,174104,32612.0,15239200.0
2016-11-21,2140,2165,2095,2095,160615,31926.0,15239200.0
2016-11-22,2105,2170,2065,2170,197653,33069.0,15239200.0
2016-11-23,2135,2200,2110,2110,128889,32155.0,15239200.0
2016-11-24,2075,2740,2075,2740,6096967,41755.0,15239200.0
2016-11-25,2740,2830,2605,2670,5914961,40689.0,15239200.0
2016-11-28,2725,2820,2620,2795,5454854,42594.0,15239200.0
2016-11-29,2845,2900,2495,2510,4057685,38250.0,15239200.0
2016-11-30,2555,2630,2490,2615,1762824,39851.0,15239200.0
2016-12-01,2615,2675,2470,2655,1702017,40460.0,15239200.0
2016-12-02,2910,2995,2450,2470,5826140,37641.0,15239200.0
2016-12-05,2450,2495,2305,2305,887817,35126.0,15239200.0
2016-12-06,2350,2410,2330,2345,537254,35736.0,15239200.0
2016-12-07,2295,2345,2155,2205,822779,33602.0,15239200.0
2016-12-08,2230,2230,2085,2145,531405,32688.0,15239200.0
2016-12-09,2175,2240,2115,2180,357877,33221.0,15239200.0
2016-12-12,2180,2300,2165,2290,386601,34898.0,15239200.0
2016-12-13,2290,2330,2215,2305,298548,35126.0,15239200.0
2016-12-14,2295,2365,2230,2270,428471,34593.0,15239200.0
2016-12-15,2270,2305,2195,2290,172331,34898.0,15239200.0
2016-12-16,2315,2340,2220,2235,311788,34060.0,15239200.0
2016-12-19,2235,2275,2205,2265,151870,34517.0,15239200.0
2016-12-20,2275,2655,2250,2405,6522430,36650.0,15239200.0
2016-12-21,2405,2535,2400,2470,2715122,37641.0,15239200.0
2016-12-22,2470,2535,2430,2470,857817,37641.0,15239200.0
2016-12-23,2485,2590,2435,2510,1334783,38250.0,15239200.0
2016-12-26,2485,2540,2260,2350,638341,35812.0,15239200.0
2016-12-27,2335,2370,2270,2300,307756,35050.0,15239200.0
2016-12-28,2320,2330,2230,2270,370129,34593.0,15239200.0
2016-12-29,2290,2435,2255,2385,364182,36345.0,15239200.0
2017-01-02,2405,2405,2350,2380,245563,36269.0,15239200.0
2017-01-03,2390,2520,2360,2460,605819,37488.0,15239200.0
2017-01-04,2480,2670,2410,2440,1661266,37184.0,15239200.0
2017-01-05,2475,2840,2445,2610,11392560,39774.0,15239200.0
2017-01-06,2615,2685,2550,2560,2211237,39012.0,15239200.0
2017-01-09,2560,2730,2525,2675,2966679,40765.0,15239200.0
2017-01-10,2655,2740,2590,2630,1477628,40079.0,15239200.0
2017-01-11,2620,2715,2565,2565,732709,39089.0,15239200.0
2017-01-12,2580,2735,2480,2700,1976288,41146.0,15239200.0
2017-01-13,2745,3195,2705,2775,12657811,42289.0,15239200.0
2017-01-16,2775,2830,2625,2625,1457502,40003.0,15239200.0
2017-01-17,2715,2720,2550,2550,830151,38860.0,15239200.0
2017-01-18,2695,2695,2565,2575,891436,39241.0,15239200.0
2017-01-19,2590,2595,2505,2505,484975,38174.0,15239200.0
2017-01-20,2480,2520,2435,2445,360041,37260.0,15239200.0
2017-01-23,2440,2535,2410,2435,485401,37107.0,15239200.0
2017-01-24,2420,2515,2400,2460,562645,37488.0,15239200.0
2017-01-25,2465,2565,2465,2465,486994,37565.0,15239200.0
2017-01-26,2495,2620,2465,2530,943628,38555.0,15239200.0
2017-01-31,2530,2605,2505,2580,451736,39317.0,15239200.0
2017-02-01,2585,2655,2565,2570,743085,39165.0,15239200.0
2017-02-02,2565,2605,2450,2450,533114,37336.0,15239200.0
2017-02-03,2480,2510,2430,2440,279318,37184.0,15239200.0
2017-02-06,2450,2585,2410,2580,673511,39317.0,15239200.0
2017-02-07,2605,2640,2525,2560,477020,39012.0,15239200.0
2017-02-08,2700,2930,2445,2445,7197813,37260.0,15239200.0
2017-02-09,2470,2480,2405,2415,702650,36803.0,15239200.0
2017-02-10,2430,2430,2300,2325,585040,35431.0,15239200.0
2017-02-13,2320,2390,2320,2350,337754,35812.0,15239200.0
2017-02-14,2355,2425,2355,2400,315919,36574.0,15239200.0
2017-02-15,2385,2430,2385,2395,249444,36498.0,15239200.0
2017-02-16,2330,2350,2240,2295,417194,34974.0,15239200.0
2017-02-17,2295,2330,2285,2300,118424,35050.0,15239200.0
2017-02-20,2295,2315,2270,2310,142670,35203.0,15239200.0
2017-02-21,2310,2385,2275,2355,252488,35888.0,15239200.0
2017-02-22,2360,2400,2285,2345,217509,35736.0,15239200.0
2017-02-23,2345,2365,2285,2285,136193,34822.0,15239200.0
2017-02-24,2285,2285,2210,2220,146482,33831.0,15239200.0
2017-02-27,2245,2360,2175,2315,295818,35279.0,15239200.0
2017-02-28,2365,2365,2270,2335,204011,35584.0,15239200.0
2017-03-02,2335,2370,2310,2330,75195,35507.0,15239200.0
2017-03-03,2320,2345,2265,2275,114387,34669.0,15239200.0
2017-03-06,2235,2310,2195,2300,124662,35050.0,15239200.0
2017-03-07,2270,2305,2260,2275,49566,34669.0,15239200.0
2017-03-08,2300,2300,2240,2280,67440,34745.0,15239200.0
2017-03-09,2295,2370,2245,2285,210375,34822.0,15239200.0
2017-03-10,2280,2335,2255,2310,148998,35203.0,15239200.0
2017-03-13,2340,2385,2305,2375,204105,36193.0,15239200.0
2017-03-14,2365,2390,2345,2370,120017,36117.0,15239200.0
2017-03-15,2365,2380,2325,2355,103412,35888.0,15239200.0
2017-03-16,2340,2380,2335,2365,104887,36041.0,15239200.0
2017-03-17,2365,2380,2330,2360,79628,35965.0,15239200.0
2017-03-20,2340,2340,2295,2300,135629,35050.0,15239200.0
2017-03-21,2295,2335,2285,2310,84677,35203.0,15239200.0
2017-03-22,2310,2320,2280,2285,54925,34822.0,15239200.0
2017-03-23,2285,2300,2220,2225,96073,33907.0,15239200.0
2017-03-24,2205,2280,2200,2270,80897,34593.0,15239200.0
2017-03-27,2270,2290,2215,2215,97610,33755.0,15239200.0
2017-03-28,2215,2245,2200,2240,68430,34136.0,15239200.0
2017-03-29,2220,2600,2220,2325,4328554,35431.0,15239200.0
2017-03-30,2335,2400,2280,2370,424894,36117.0,15239200.0
2017-03-31,2425,2785,2370,2485,7997018,37869.0,15239200.0
2017-04-03,2500,2565,2450,2525,753600,38479.0,15239200.0
2017-04-04,2540,2615,2415,2415,1333652,36803.0,15239200.0
2017-04-05,2400,2550,2395,2550,500162,38860.0,15239200.0
2017-04-06,2535,2545,2475,2475,293303,37717.0,15239200.0
2017-04-07,2515,2970,2455,2535,4771937,38631.0,15239200.0
2017-04-10,2545,2765,2415,2540,2991487,38708.0,15239200.0
2017-04-11,2530,2700,2510,2625,1632936,40003.0,15239200.0
2017-04-12,2615,2790,2550,2565,1809016,39089.0,15239200.0
2017-04-13,2605,2605,2510,2550,406115,38860.0,15239200.0
2017-04-14,2550,2575,2425,2435,518822,37107.0,15239200.0
2017-04-17,2430,2650,2430,2585,894521,39393.0,15239200.0
2017-04-18,2640,2920,2635,2835,7329532,43203.0,15239200.0
2017-04-19,2915,3450,2635,2645,17820652,40308.0,15239200.0
2017-04-20,2670,2865,2570,2645,3471963,40308.0,15239200.0
2017-04-21,2720,2810,2625,2635,1767939,41262.0,15659201.0
2017-04-24,2660,2695,2515,2540,704249,39774.0,15659201.0
2017-04-25,2555,2580,2460,2490,631531,38991.0,15659201.0
2017-04-26,2500,2655,2490,2550,1116308,39931.0,15659201.0
2017-04-27,2600,2615,2490,2495,540218,39070.0,15659201.0
2017-04-28,2500,2540,2460,2475,312367,38757.0,15659201.0
2017-05-02,2500,2520,2400,2405,385480,37660.0,15659201.0
2017-05-04,2415,2480,2415,2475,235232,38757.0,15659201.0
2017-05-08,2475,2490,2430,2445,160458,38287.0,15659201.0
2017-05-10,2430,2440,2365,2375,368555,37191.0,15659201.0
2017-05-11,2385,2420,2370,2395,158995,37504.0,15659201.0
2017-05-12,2400,2420,2350,2355,210288,36877.0,15659201.0
2017-05-15,2575,2745,2415,2430,5051177,38052.0,15659201.0
2017-05-16,2455,2465,2310,2350,608368,36799.0,15659201.0
2017-05-17,2360,2370,2270,2285,468966,35781.0,15659201.0
2017-05-18,2280,2325,2270,2310,260728,36173.0,15659201.0
2017-05-19,2295,2330,2280,2310,235360,36173.0,15659201.0
