한류AI센터(222810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-13,3115,4185,2940,3705,15029969,59256.0,15993536.0
2019-02-14,3850,4300,3700,3990,9811946,63814.0,15993536.0
2019-02-15,3930,4250,3770,4045,3617180,64694.0,15993536.0
2019-02-18,4140,4180,3930,4000,1338914,63974.0,15993536.0
2019-02-19,3820,4075,3720,3900,1781428,62375.0,15993536.0
2019-02-20,4005,4010,3540,3690,1382538,59016.0,15993536.0
2019-02-21,3690,4200,3470,3870,5814565,61895.0,15993536.0
2019-02-22,3840,3875,3565,3695,1411495,59096.0,15993536.0
2019-02-25,3660,3690,3525,3580,633815,57257.0,15993536.0
2019-02-26,3580,3720,3550,3695,610259,59096.0,15993536.0
2019-02-27,3730,3760,3460,3505,910958,56057.0,15993536.0
2019-02-28,3575,3580,3155,3155,690871,50460.0,15993536.0
2019-03-04,3280,3390,3200,3330,371538,53258.0,15993536.0
2019-03-05,3470,3470,3215,3270,390096,52299.0,15993536.0
2019-03-06,3320,3790,3220,3615,4506094,57817.0,15993536.0
2019-03-07,3525,3665,3420,3500,1431856,55977.0,15993536.0
2019-03-08,3475,3520,3300,3340,654063,53418.0,15993536.0
2019-03-11,3380,3450,3175,3275,512487,52379.0,15993536.0
2019-03-12,3275,3350,3140,3170,453701,50700.0,15993536.0
2019-03-13,3165,3195,2980,3100,650311,49580.0,15993536.0
2019-03-14,3080,3175,2990,3130,512065,50060.0,15993536.0
2019-03-15,3135,3135,2300,2590,3017753,41423.0,15993536.0
2019-03-18,2750,3135,2735,2825,2404330,45182.0,15993536.0
2019-03-19,2850,2855,2670,2790,661690,44622.0,15993536.0
2019-03-20,2915,2960,2710,2750,461972,43982.0,15993536.0
2019-03-21,2700,2745,2590,2640,401317,42223.0,15993536.0
2019-03-22,2635,2645,2415,2480,692722,39664.0,15993536.0
2019-03-25,2480,2620,2470,2510,390329,40144.0,15993536.0
2019-03-26,2560,3180,2555,2970,3882949,47501.0,15993536.0
2019-03-27,2990,3285,2780,2830,1997713,45262.0,15993536.0
2019-03-28,2805,2960,2710,2840,495691,45422.0,15993536.0
2019-03-29,2840,2930,2780,2910,271262,46541.0,15993536.0
2019-04-01,3060,3780,2985,3490,11760584,55817.0,15993536.0
2019-04-02,3490,3750,3390,3470,2503864,55498.0,15993536.0
2019-04-03,3600,4340,3440,3950,12405521,63174.0,15993536.0
2019-04-04,3960,4275,3820,4085,5021295,65334.0,15993536.0
2019-04-05,3900,3990,3660,3700,1942067,59176.0,15993536.0
2019-04-08,3660,3700,3420,3550,2123840,56777.0,15993536.0
2019-04-09,3555,4060,3495,3730,4350859,59656.0,15993536.0
2019-04-10,3700,3720,3600,3610,708849,57737.0,15993536.0
2019-04-11,3560,3640,3480,3500,651199,55977.0,15993536.0
2019-04-12,3475,3765,3305,3530,2362222,56457.0,15993536.0
2019-04-15,3530,3635,3460,3500,1084909,55977.0,15993536.0
2019-04-16,3545,3545,3305,3325,710141,53179.0,15993536.0
2019-04-17,3285,3555,3130,3250,1472839,51979.0,15993536.0
2019-04-18,3275,3330,2950,3050,1794749,48780.0,15993536.0
2019-04-19,3095,3140,3010,3025,500209,52212.0,17260272.0
2019-04-22,3020,3065,2970,3010,494332,51953.0,17260272.0
2019-04-23,3025,3050,2900,2930,497400,50573.0,17260272.0
2019-04-24,2935,2975,2765,2870,1230068,49537.0,17260272.0
2019-04-25,2860,2980,2800,2900,582520,50055.0,17260272.0
2019-04-26,2950,2980,2805,2815,566960,50625.0,17984118.0
2019-04-29,2805,2860,2730,2740,424086,49276.0,17984118.0
2019-04-30,2770,2845,2575,2640,868515,47478.0,17984118.0
2019-05-02,2645,2755,2585,2665,934925,47928.0,17984118.0
2019-05-03,2690,2730,2595,2615,494099,47028.0,17984118.0
2019-05-07,2550,2665,2525,2590,473003,46579.0,17984118.0
2019-05-08,2600,2605,2460,2460,578485,44241.0,17984118.0
2019-05-09,2480,2500,2340,2405,575864,43252.0,17984118.0
2019-05-10,2405,2440,2315,2365,334861,42532.0,17984118.0
2019-05-13,2365,2400,2290,2290,266737,41184.0,17984118.0
2019-05-14,2215,2485,2100,2310,854193,41543.0,17984118.0
2019-05-15,2325,2545,2320,2540,765077,45680.0,17984118.0
2019-05-16,2540,2750,2390,2500,1326498,44960.0,17984118.0
2019-05-17,2585,2720,2470,2525,1126117,45410.0,17984118.0
2019-05-20,2510,2535,2300,2330,476056,41903.0,17984118.0
2019-05-21,2275,2395,2270,2390,349977,42982.0,17984118.0
2019-05-22,2480,2535,2335,2350,276684,42263.0,17984118.0
2019-05-23,2345,2365,2215,2255,274685,40554.0,17984118.0
2019-05-24,2215,2265,2100,2140,380843,38486.0,17984118.0
2019-05-27,2140,2250,2100,2145,183371,38576.0,17984118.0
2019-05-28,2145,2190,2085,2115,328131,38036.0,17984118.0
2019-05-29,2150,2540,2100,2260,4028628,40644.0,17984118.0
2019-05-30,2250,2445,2245,2265,1019023,40734.0,17984118.0
2019-05-31,2210,2300,2200,2275,418332,40914.0,17984118.0
2019-06-03,2240,2330,2195,2200,262407,39565.0,17984118.0
2019-06-04,2210,2280,2195,2230,219956,40105.0,17984118.0
2019-06-05,2275,2275,2215,2240,141115,40284.0,17984118.0
2019-06-07,2265,2280,2195,2245,339492,40374.0,17984118.0
2019-06-10,2250,2280,2200,2215,321757,39835.0,17984118.0
2019-06-11,2215,2340,2150,2250,504680,40464.0,17984118.0
2019-06-12,2250,2305,2215,2255,364650,40554.0,17984118.0
2019-06-13,2235,2290,2160,2210,478429,39745.0,17984118.0
2019-06-14,2165,2190,1920,1950,2226851,35069.0,17984118.0
2019-06-17,2130,2460,2110,2285,6340334,41094.0,17984118.0
2019-06-18,2195,2550,2145,2305,9076326,41453.0,17984118.0
2019-06-19,2305,2305,2145,2175,2282281,39115.0,17984118.0
2019-06-20,2210,2240,2135,2135,719612,38396.0,17984118.0
2019-06-21,1890,1965,1775,1865,5585676,33540.0,17984118.0
2019-06-24,1740,1790,1535,1575,3919450,28325.0,17984118.0
2019-06-25,1575,1865,1510,1635,5708757,29404.0,17984118.0
2019-06-26,1615,1795,1590,1675,2545843,30123.0,17984118.0
2019-06-27,1675,1690,1570,1585,777467,28505.0,17984118.0
2019-06-28,1590,1655,1450,1500,977626,26976.0,17984118.0
2019-07-01,1465,1590,1450,1540,707315,27696.0,17984118.0
2019-07-02,1500,1550,1480,1480,728379,26616.0,17984118.0
2019-07-03,1500,1525,1445,1460,615824,26257.0,17984118.0
2019-07-04,1460,1475,1400,1440,402195,25897.0,17984118.0
2019-07-05,1485,1690,1430,1510,4094813,27156.0,17984118.0
2019-07-08,1500,1510,1420,1420,652614,25537.0,17984118.0
2019-07-09,1415,1450,1320,1330,607129,23919.0,17984118.0
2019-07-10,1380,1445,1345,1420,808926,25537.0,17984118.0
2019-07-11,1425,1620,1405,1520,1917734,27336.0,17984118.0
2019-07-12,1500,1570,1435,1510,898305,27156.0,17984118.0
2019-07-15,1515,1550,1440,1460,407359,26257.0,17984118.0
2019-07-16,1485,1490,1380,1400,415064,25178.0,17984118.0
2019-07-17,1370,1490,1365,1410,505450,25358.0,17984118.0
2019-07-18,1410,1550,1380,1450,941259,26077.0,17984118.0
2019-07-19,1450,1515,1415,1450,303923,26077.0,17984118.0
2019-07-22,1470,1565,1440,1445,455336,25987.0,17984118.0
2019-07-23,1445,1495,1440,1460,294518,26257.0,17984118.0
2019-07-24,1650,1700,1455,1455,3282096,26167.0,17984118.0
2019-07-25,0,0,0,1455,0,26167.0,17984118.0
2019-07-26,1455,1455,1110,1130,2483469,20322.0,17984118.0
2019-07-29,1180,1220,1110,1120,814039,20142.0,17984118.0
2019-07-30,1085,1170,1085,1135,584484,20412.0,17984118.0
2019-07-31,1135,1185,1075,1165,479502,20951.0,17984118.0
2019-08-01,1170,1170,1110,1130,263820,20322.0,17984118.0
2019-08-02,1090,1115,1000,1060,810767,19063.0,17984118.0
2019-08-05,1060,1065,950,950,650671,17085.0,17984118.0
2019-08-06,950,1015,699,970,736658,17445.0,17984118.0
2019-08-07,970,1040,970,1010,218102,18164.0,17984118.0
2019-08-08,998,1045,991,1040,348736,20317.0,19535306.0
2019-08-09,1040,1125,1015,1020,464466,19926.0,19535306.0
2019-08-12,1020,1075,1000,1020,242359,19926.0,19535306.0
2019-08-13,1005,1060,987,999,461882,19516.0,19535306.0
2019-08-14,1020,1030,977,995,345590,19438.0,19535306.0
2019-08-16,994,994,877,887,586497,17328.0,19535306.0
2019-08-19,889,914,874,882,267471,17230.0,19535306.0
2019-08-20,908,978,887,950,429249,18559.0,19535306.0
2019-08-21,950,1150,939,980,5181383,19145.0,19535306.0
2019-08-22,950,960,830,830,4081380,16214.0,19535306.0
2019-08-23,0,0,0,830,0,16214.0,19535306.0
2019-08-26,800,808,710,712,1999364,13909.0,19535306.0
2019-08-27,720,765,652,688,1707040,13440.0,19535306.0
2019-08-28,688,711,650,668,1513114,13050.0,19535306.0
2019-08-29,685,685,608,609,1676717,11897.0,19535306.0
2019-08-30,530,543,442,447,10339709,8732.0,19535306.0
2019-09-02,464,471,443,452,2225893,8830.0,19535306.0
2019-09-03,455,587,448,554,15396876,10823.0,19535306.0
2019-09-04,557,649,555,596,11979423,11643.0,19535306.0
2019-09-05,590,594,540,540,3506081,10549.0,19535306.0
2019-09-06,535,535,492,512,2917112,10002.0,19535306.0
2019-09-09,510,515,494,507,1003043,9904.0,19535306.0
2019-09-10,508,517,503,509,796655,9943.0,19535306.0
2019-09-11,521,522,500,510,448153,9963.0,19535306.0
2019-09-16,511,521,499,504,635409,9846.0,19535306.0
2019-09-17,504,552,495,508,1776699,9924.0,19535306.0
2019-09-18,513,515,498,501,745894,9787.0,19535306.0
2019-09-19,501,517,496,500,808726,9768.0,19535306.0
2019-09-20,508,510,497,500,631078,9768.0,19535306.0
2019-09-23,506,506,485,492,434982,9611.0,19535306.0
2019-09-24,479,495,466,470,708697,9182.0,19535306.0
2019-09-25,441,444,416,424,2343819,8283.0,19535306.0
2019-09-26,426,439,403,410,1165654,8009.0,19535306.0
2019-09-27,403,406,367,379,2811193,8333.0,21986286.0
2019-09-30,383,436,341,409,2427542,8992.0,21986286.0
2019-10-01,395,422,381,399,1731591,8773.0,21986286.0
2019-10-02,391,403,360,369,1347765,8113.0,21986286.0
2019-10-04,371,430,369,390,5187404,8575.0,21986286.0
2019-10-07,382,396,370,373,548383,8201.0,21986286.0
