가온미디어(078890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-07,10031,10031,9694,9822,97643,85376.0,7328370.0
2006-03-08,9610,10073,9019,10033,359935,87208.0,7328370.0
2006-03-09,10116,10159,9611,9864,146991,85742.0,7328370.0
2006-03-10,9652,10073,9652,10075,98450,87574.0,7328370.0
2006-03-13,10159,10622,10116,10201,292765,88673.0,7328370.0
2006-03-14,10327,10833,10243,10496,267976,91238.0,7328370.0
2006-03-15,10621,10959,10284,10539,288320,91605.0,7328370.0
2006-03-16,10663,10663,10326,10581,141374,91971.0,7328370.0
2006-03-17,10369,10454,10327,10412,79506,90505.0,7328370.0
2006-03-20,10369,10454,10243,10243,54327,89040.0,7328370.0
2006-03-21,10200,10326,10031,10117,97106,87940.0,7328370.0
2006-03-22,10031,10200,9694,10033,77815,87208.0,7328370.0
2006-03-23,10201,10664,9821,9948,344843,86475.0,7328370.0
2006-03-24,10201,10201,9779,9948,72066,86475.0,7328370.0
2006-03-27,9905,10073,9736,9780,47165,85009.0,7328370.0
2006-03-28,9737,9906,9273,9400,100826,81711.0,7328370.0
2006-03-29,9316,9526,9189,9400,49410,81711.0,7328370.0
2006-03-30,9525,9652,9399,9569,62276,83177.0,7328370.0
2006-03-31,9484,9737,9484,9653,46508,83910.0,7328370.0
2006-04-03,9863,9905,9694,9822,67080,85376.0,7328370.0
2006-04-04,9821,9864,9568,9611,61051,83543.0,7328370.0
2006-04-05,9652,9736,9610,9738,80168,84643.0,7328370.0
2006-04-06,9737,9864,9358,9358,131010,81345.0,7328370.0
2006-04-07,9315,9399,8421,8684,522036,75482.0,7328370.0
2006-04-10,8767,8977,8598,8726,197618,75849.0,7328370.0
2006-04-11,8852,9063,8810,8852,220467,76948.0,7328370.0
2006-04-12,8851,9019,8809,8937,109807,77681.0,7328370.0
2006-04-13,9063,9063,8810,8852,113429,76948.0,7328370.0
2006-04-14,9062,9357,9019,9274,246476,80612.0,7328370.0
2006-04-17,9525,9525,9230,9232,109011,80246.0,7328370.0
2006-04-18,9315,9315,9146,9232,72263,80246.0,7328370.0
2006-04-19,9357,9399,9019,9021,87841,78414.0,7328370.0
2006-04-20,9146,9188,8724,8937,87946,77681.0,7328370.0
2006-04-21,8893,9062,8893,8979,79517,78047.0,7328370.0
2006-04-24,8977,9019,8682,8726,52333,75849.0,7328370.0
2006-04-25,8683,8810,8515,8515,62881,74017.0,7328370.0
2006-04-26,8514,8598,8404,8473,77783,73650.0,7328370.0
2006-04-27,8515,8641,8413,8422,65505,73210.0,7328370.0
2006-04-28,8430,8472,8118,8161,98039,70939.0,7328370.0
2006-05-02,8059,8388,7924,8304,101461,72184.0,7328370.0
2006-05-03,8312,8346,8009,8009,97576,69620.0,7328370.0
2006-05-04,8009,8287,7916,8287,151723,72038.0,7328370.0
2006-05-08,8370,8370,8219,8237,46500,71598.0,7328370.0
2006-05-09,8235,8235,7966,8001,64656,69546.0,7328370.0
2006-05-10,7991,8008,7831,7841,83123,68154.0,7328370.0
2006-05-11,7823,7941,7714,7731,66166,67201.0,7328370.0
2006-05-12,7679,7679,7333,7411,112803,64416.0,7328370.0
2006-05-15,7418,7493,7123,7175,77938,62364.0,7328370.0
2006-05-16,7241,7241,6878,6888,92562,59873.0,7328370.0
2006-05-17,6753,7048,6753,6972,55951,60606.0,7328370.0
2006-05-18,6533,6862,6491,6542,67199,56868.0,7328370.0
2006-05-19,6507,6819,6507,6745,59934,58819.0,7352370.0
2006-05-22,6844,6912,6338,6340,95623,55290.0,7352370.0
2006-05-23,6356,6424,5985,6112,137727,53305.0,7352370.0
2006-05-24,6111,6220,5849,6020,110767,52496.0,7352370.0
2006-05-25,6102,6178,5925,6045,100164,52716.0,7352370.0
2006-05-26,6153,6945,6153,6947,467562,60584.0,7352370.0
2006-05-29,6954,7873,6945,7293,368027,63598.0,7352370.0
2006-05-30,7485,7485,6659,7082,130726,61760.0,7352370.0
2006-06-01,7005,7249,6743,6787,51401,59187.0,7352370.0
2006-06-02,6996,7527,6853,7200,245767,62789.0,7352370.0
2006-06-05,7334,8203,7208,7967,265102,69480.0,7352370.0
2006-06-07,7595,7755,6912,7082,125880,61760.0,7352370.0
2006-06-08,7014,7014,6592,6702,80443,58451.0,7352370.0
2006-06-09,6803,6946,6744,6871,62875,59922.0,7352370.0
2006-06-12,6887,6946,6727,6795,53558,59260.0,7352370.0
2006-06-13,6617,6617,6330,6332,37972,55216.0,7352370.0
2006-06-14,6238,6483,6112,6483,31830,56540.0,7352370.0
2006-06-15,6660,6660,6382,6500,23286,56687.0,7352370.0
2006-06-16,6667,6844,6532,6711,92992,58525.0,7352370.0
2006-06-19,6845,7107,6719,6795,69620,59260.0,7352370.0
2006-06-20,6785,6853,6448,6492,36901,56613.0,7352370.0
2006-06-21,6423,6642,6313,6357,33709,55437.0,7352370.0
2006-06-22,6567,7233,6449,6896,204611,60142.0,7352370.0
2006-06-23,6871,6887,6576,6677,24500,58231.0,7352370.0
2006-06-26,6677,6677,6331,6424,66843,56025.0,7352370.0
2006-06-27,6651,6651,6407,6576,24677,57348.0,7352370.0
2006-06-28,6449,6474,6331,6407,21940,55878.0,7352370.0
2006-06-29,6432,6660,6407,6500,22077,56687.0,7352370.0
2006-06-30,6600,6743,6575,6627,35522,57790.0,7352370.0
2006-07-03,6626,6719,6525,6525,38491,56907.0,7352370.0
2006-07-04,6576,6643,6491,6500,31369,56687.0,7352370.0
2006-07-05,6397,6397,5951,6121,84761,53378.0,7352370.0
2006-07-06,5993,6313,5968,6214,91106,54187.0,7352370.0
2006-07-07,6314,6660,6238,6618,87975,57716.0,7352370.0
2006-07-10,6558,6558,6237,6399,24403,55804.0,7352370.0
2006-07-11,6314,6618,6306,6441,56506,56172.0,7352370.0
2006-07-12,6414,7055,6414,6846,314377,59701.0,7352370.0
2006-07-13,6702,6904,6660,6871,85753,59922.0,7352370.0
2006-07-14,6718,7114,6718,7057,117343,61539.0,7352370.0
2006-07-18,6937,7139,6794,6981,62395,60878.0,7352370.0
2006-07-19,6938,7351,6938,7166,127041,62495.0,7352370.0
2006-07-20,7359,7375,7131,7318,80291,63819.0,7352370.0
2006-07-21,7284,7376,6955,6989,177982,60951.0,7352370.0
2006-07-24,6870,6979,6777,6829,67101,59554.0,7352370.0
2006-07-25,6871,6930,6795,6795,61957,59260.0,7352370.0
2006-07-26,6794,6870,6709,6711,58637,58525.0,7352370.0
2006-07-27,6718,6811,6659,6711,30081,58525.0,7352370.0
2006-07-28,6499,6693,6465,6669,81992,58157.0,7352370.0
2006-07-31,6667,6743,6575,6652,24017,58010.0,7352370.0
2006-08-01,6517,6660,6517,6643,33433,57937.0,7352370.0
2006-08-02,6532,7072,6532,6593,196136,57496.0,7352370.0
2006-08-03,6778,6778,6618,6660,113514,58084.0,7352370.0
2006-08-04,6744,6769,6458,6458,67146,56319.0,7352370.0
2006-08-07,6448,6608,6397,6534,31401,56981.0,7352370.0
2006-08-08,6255,6533,6154,6382,26483,55657.0,7352370.0
2006-08-09,6338,6431,6271,6281,39853,54775.0,7352370.0
2006-08-10,6372,6566,6305,6332,41259,55216.0,7352370.0
2006-08-11,6330,6440,6313,6374,37433,55584.0,7352370.0
2006-08-14,6373,6373,6255,6306,23256,54996.0,7352370.0
2006-08-16,5960,6112,5910,6011,75963,52422.0,7352370.0
2006-08-17,6018,6903,6018,6905,106199,60216.0,7352370.0
2006-08-18,7274,7839,6962,6998,1250705,61025.0,7352370.0
2006-08-21,7080,7401,6684,6745,269459,58819.0,7352370.0
2006-08-22,6854,7672,6744,7343,901067,64039.0,7352370.0
2006-08-23,7182,7451,7131,7394,189963,64480.0,7352370.0
2006-08-24,7301,7452,6930,7006,203925,61098.0,7352370.0
2006-08-25,6930,7292,6930,7014,93443,61172.0,7352370.0
2006-08-28,7106,7249,7106,7158,148932,62422.0,7352370.0
2006-08-29,7182,7974,7064,7799,377410,68009.0,7352370.0
2006-08-30,8009,8515,7958,8262,519554,72053.0,7352370.0
2006-08-31,8304,8413,7975,8127,255572,70877.0,7352370.0
2006-09-01,8220,8557,8051,8557,373402,74627.0,7352370.0
2006-09-04,8767,9357,8682,9021,1110659,78670.0,7352370.0
2006-09-05,9019,9062,8682,8726,208054,76097.0,7352370.0
2006-09-06,8725,8852,8093,8262,339310,72053.0,7352370.0
2006-09-07,7932,8160,7797,8094,176883,70583.0,7352370.0
2006-09-08,8000,8262,7950,7950,123103,69333.0,7352370.0
2006-09-11,7957,8008,7755,7782,122070,67862.0,7352370.0
2006-09-12,7815,7874,7469,7478,154765,65216.0,7352370.0
2006-09-13,7562,7655,7376,7461,111469,65068.0,7352370.0
2006-09-14,7587,7967,7503,7967,281169,69480.0,7352370.0
2006-09-15,8034,8135,7916,8009,138493,69848.0,7352370.0
2006-09-18,8009,8152,7899,7967,90330,69480.0,7352370.0
2006-09-19,7923,8092,7713,7917,256004,69039.0,7352370.0
2006-09-20,7999,8134,7881,7883,110369,68745.0,7352370.0
2006-09-21,7999,8067,7645,7647,131889,66686.0,7352370.0
2006-09-22,7596,7705,7461,7461,64642,65068.0,7352370.0
2006-09-25,7317,7461,7208,7419,88616,64701.0,7352370.0
2006-09-26,7426,7536,7333,7411,56154,64627.0,7352370.0
2006-09-27,7384,7502,7249,7335,50744,63966.0,7352370.0
2006-09-28,7334,7655,7275,7596,96455,66245.0,7352370.0
2006-09-29,7502,7822,7460,7799,89829,68009.0,7352370.0
2006-10-02,7789,7864,7603,7723,64547,67348.0,7352370.0
2006-10-04,7586,7738,7536,7588,48793,66171.0,7352370.0
2006-10-09,7578,7586,6448,6450,162417,56246.0,7352370.0
2006-10-10,6331,7393,6331,6896,322282,60142.0,7352370.0
2006-10-11,6896,6989,6592,6812,77856,59407.0,7352370.0
2006-10-12,6761,7022,6761,6930,48184,60436.0,7352370.0
2006-10-13,6930,7149,6930,7149,60886,62348.0,7352370.0
2006-10-16,7157,7258,7031,7250,53144,63230.0,7352370.0
2006-10-17,7257,7333,6920,6998,55135,61025.0,7352370.0
2006-10-18,6945,7131,6870,7116,41896,62054.0,7352370.0
2006-10-19,7249,7789,7114,7588,265943,66171.0,7352370.0
2006-10-20,7663,7739,7419,7596,74142,66245.0,7352370.0
2006-10-23,7637,7831,7628,7723,78787,67348.0,7352370.0
2006-10-24,7908,7908,7629,7756,63308,67642.0,7352370.0
2006-10-25,7755,7957,7603,7605,173014,66318.0,7352370.0
2006-10-26,7671,7839,7418,7807,122087,68083.0,7352370.0
2006-10-27,7688,7857,7655,7773,61810,67789.0,7352370.0
2006-10-30,7747,7747,7613,7680,26376,66980.0,7352370.0
2006-10-31,7704,7999,7704,7917,130441,69039.0,7352370.0
2006-11-01,8000,8118,7882,7967,99572,69480.0,7352370.0
2006-11-02,7940,8556,7898,8330,787329,72641.0,7352370.0
2006-11-03,8345,8396,8143,8254,173503,71980.0,7352370.0
2006-11-06,8262,8262,8026,8144,78215,71024.0,7352370.0
2006-11-07,8193,8227,8033,8094,69396,70583.0,7352370.0
2006-11-08,8008,8126,7746,7799,134512,68009.0,7352370.0
2006-11-09,7789,8429,7789,8431,349690,73524.0,7352370.0
2006-11-10,8471,8977,8345,8726,338846,76097.0,7352370.0
2006-11-13,8514,8935,8429,8642,175149,75362.0,7352370.0
2006-11-14,8598,8640,8362,8431,165191,73524.0,7352370.0
2006-11-15,8430,8430,8177,8228,98618,71759.0,7352370.0
2006-11-16,8303,8640,8193,8296,234501,72347.0,7352370.0
2006-11-17,8430,8430,8270,8304,43426,72421.0,7352370.0
2006-11-20,8405,8405,8135,8220,74782,71686.0,7352370.0
2006-11-21,8084,8219,7966,8136,57414,70950.0,7352370.0
2006-11-22,8092,8396,7966,8330,158974,72641.0,7352370.0
2006-11-23,8397,9400,8262,8852,521171,77200.0,7352370.0
2006-11-24,8935,9315,8682,8979,210646,78303.0,7352370.0
2006-11-27,8851,8977,8640,8642,78550,75362.0,7352370.0
2006-11-28,8429,8682,8294,8313,306896,72494.0,7352370.0
2006-11-29,8320,8514,8176,8431,179263,73524.0,7352370.0
2006-11-30,8346,8515,8304,8304,162668,72421.0,7352370.0
2006-12-01,8220,8388,8220,8262,110961,72053.0,7352370.0
2006-12-04,8429,8556,8320,8389,220921,73156.0,7352370.0
2006-12-05,8430,8768,8405,8515,143300,74259.0,7352370.0
2006-12-06,8472,8641,8161,8220,140220,71686.0,7352370.0
2006-12-07,8294,8370,8058,8136,89083,70950.0,7352370.0
2006-12-08,8093,8135,7773,7790,118836,67936.0,7352370.0
2006-12-11,7662,7923,7502,7546,140996,65804.0,7352370.0
2006-12-12,7478,7528,7183,7360,174557,64186.0,7352370.0
2006-12-13,7301,7503,7301,7402,51579,64554.0,7352370.0
2006-12-14,7419,7579,7393,7444,67028,64921.0,7352370.0
2006-12-15,7468,7662,7468,7630,59340,66539.0,7352370.0
2006-12-18,7629,7705,7596,7596,55649,66245.0,7352370.0
2006-12-19,7596,7705,7376,7402,67381,64554.0,7352370.0
2006-12-20,7409,7612,7375,7588,57047,66171.0,7352370.0
2006-12-21,7596,7672,7402,7402,48614,64554.0,7352370.0
2006-12-22,7342,7578,7342,7377,128719,64333.0,7352370.0
2006-12-26,7368,7376,7022,7065,63462,61613.0,7352370.0
2006-12-27,7081,7174,7081,7124,30779,62128.0,7352370.0
2006-12-28,7132,7756,7132,7613,143793,66392.0,7352370.0
2007-01-02,7840,7840,7486,7579,43063,66098.0,7352370.0
2007-01-03,7528,7587,7334,7343,42997,64039.0,7352370.0
2007-01-04,7343,7469,7174,7225,40870,63010.0,7352370.0
2007-01-05,7207,7350,6886,7082,56168,61760.0,7352370.0
2007-01-08,6938,7031,6871,6913,44379,60289.0,7352370.0
2007-01-09,6879,7022,6879,6913,59470,60289.0,7352370.0
2007-01-10,6929,6962,6802,6863,51833,59848.0,7352370.0
2007-01-11,6861,6979,6752,6787,43437,59187.0,7352370.0
2007-01-12,6871,7006,6828,6989,50186,60951.0,7352370.0
2007-01-15,7005,7241,6996,7057,109159,61539.0,7352370.0
2007-01-16,7056,7124,6972,7006,29720,61098.0,7352370.0
2007-01-17,6962,7030,6878,6947,26660,60584.0,7352370.0
2007-01-18,6963,7048,6871,6930,17261,60436.0,7352370.0
2007-01-19,6879,6989,6736,6778,39078,59113.0,7352370.0
2007-01-22,6778,6820,6660,6702,26382,58451.0,7352370.0
2007-01-23,6659,6768,6558,6593,21626,57496.0,7352370.0
2007-01-24,6558,6768,6558,6770,15711,59040.0,7352370.0
2007-01-25,6777,6827,6726,6728,25842,58672.0,7352370.0
2007-01-26,6601,6786,6559,6559,31820,57201.0,7352370.0
2007-01-29,6617,6802,6549,6551,29650,57128.0,7352370.0
2007-01-30,6466,6702,6466,6601,9328,57569.0,7352370.0
2007-01-31,6608,6903,6507,6745,35373,58819.0,7352370.0
2007-02-01,6827,7038,6659,6669,100006,58157.0,7352370.0
2007-02-02,6676,6844,6676,6846,40782,59701.0,7352370.0
2007-02-05,6913,7140,6904,7107,72756,61980.0,7352370.0
2007-02-06,7048,7149,6972,7107,17656,61980.0,7352370.0
2007-02-07,7107,7166,7014,7107,37321,61980.0,7352370.0
2007-02-08,7166,7166,6871,7014,26559,61172.0,7352370.0
2007-02-09,6996,7038,6870,6888,32817,60069.0,7352370.0
2007-02-12,6879,6989,6753,6795,16832,59260.0,7352370.0
2007-02-13,6802,7030,6802,6905,25577,60216.0,7352370.0
2007-02-14,6988,6988,6903,6947,11566,60584.0,7352370.0
2007-02-15,6997,7124,6862,6913,16809,60289.0,7352370.0
2007-02-16,7006,7006,6879,6913,17257,60289.0,7352370.0
2007-02-20,6861,7038,6861,7040,21887,61392.0,7352370.0
2007-02-21,7038,7097,6971,6998,16342,61025.0,7352370.0
2007-02-22,6997,7065,6887,6955,38768,60657.0,7352370.0
2007-02-23,6878,7030,6827,6829,58759,59554.0,7352370.0
2007-02-26,6744,6812,6618,6660,75707,58084.0,7352370.0
2007-02-27,6887,7039,6820,6989,109647,60951.0,7352370.0
2007-02-28,6667,6802,6575,6762,49540,58966.0,7352370.0
2007-03-02,6827,6827,6701,6787,19849,59187.0,7352370.0
2007-03-05,6677,6828,6500,6500,39281,56687.0,7352370.0
2007-03-06,6500,6795,6500,6778,37699,59113.0,7352370.0
2007-03-07,6878,6878,6709,6711,15887,58525.0,7352370.0
2007-03-08,6651,6854,6626,6643,43539,57937.0,7352370.0
2007-03-09,6693,6785,6642,6787,37569,59187.0,7352370.0
2007-03-12,6785,7434,6743,6905,59565,60216.0,7352370.0
2007-03-13,6955,7039,6879,6896,32561,60142.0,7352370.0
2007-03-14,6777,6870,6667,6669,49486,58157.0,7352370.0
2007-03-15,6887,6904,6727,6871,29847,59922.0,7352370.0
2007-03-16,6871,7199,6862,7166,95864,62495.0,7352370.0
2007-03-19,7182,7418,7089,7411,69881,64627.0,7352370.0
2007-03-20,7434,7485,7257,7276,40011,63451.0,7352370.0
